G	c	dx1dt	d2x1dt2	d1	m1	Fc	d2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	3.631293909096274586e+00	1.299784806297001660e+00	6.985731898782957749e+00	8.055094995410371439e+00	2.096908869467465575e+00	2.524949218193265210e+01	3.065671634535457990e+00	2.059384269183847760e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.506942921925472412e+00	7.276096227761309265e+00	9.670742549086599027e+00	3.574525562028943337e+00	1.198729625240299024e+00	6.293083505379627240e+01	4.705485951704938330e+00	1.025691531447677995e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.259605947882365573e+00	3.677860349058638789e+00	6.033918558185230374e+00	4.893049740898617550e+00	9.164200903175343527e-01	1.361944953278610271e+01	3.163506919673173989e+00	2.665715371730709826e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626009930211931298e+00	9.315918067095587674e+00	9.438956217445598540e+00	7.170050974635021390e+00	1.377278269902981522e+00	3.424940691875073639e+01	7.060110592562381271e+00	2.266967341941131764e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.299221883972791147e+00	9.738212911633668867e+00	1.471016093594487151e+00	3.995014984013605552e+00	5.832087810375408132e+00	6.272018268235528105e+00	8.437311785059446123e+00	1.198050554785188098e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.106313683398806980e+00	9.493172019666747730e+00	4.773839480684279657e+00	1.506139490316519947e+00	8.115418249837912379e-01	2.433380001984251706e+01	7.055178525269904632e+00	1.355486333699501955e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.056356284167488724e+00	5.274154483794854187e+00	3.348177825911215155e+00	4.364869914261002570e+00	5.267753268683289747e+00	2.696273752525330281e+01	8.419098440626349600e+00	5.839498001377218372e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.807971331577355567e+00	8.756745756760093258e+00	7.579254752804300388e+00	9.499720935829452984e+00	1.751887289404355785e+00	2.121044406043685271e+01	4.573274706037619985e+00	1.757359235378048368e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.635095316605735150e+00	8.609026495359083597e+00	9.828403662430162058e+00	6.780083211413217015e+00	1.943539029569671506e+00	5.537850684848477556e+01	2.402885235910642514e+00	1.004999701383314914e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329581376223640810e+00	3.880408922389640303e+00	3.314158109269508046e+00	7.037541507634638371e+00	6.745037473598708644e+00	2.093852076572578724e+01	7.636587709627533194e+00	4.985878978663176042e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.412087885585436631e+00	8.459788398675630816e+00	6.887575581648896161e+00	6.690260362674321115e+00	6.911346919530493293e-01	9.811307959556385683e+00	4.248090984211348342e+00	6.177660124208578907e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.469784780843464311e+00	1.327458552638508760e+00	2.786665757876897409e+00	2.801279653427985128e+00	3.240879016549893965e+00	1.797963070712001610e+01	7.046041589612878298e+00	7.662439951664327786e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.535186344737078823e+00	6.354824735234937627e+00	6.076080140271290730e+00	4.771306274628922317e+00	9.900572587955465131e-01	1.547112658572082999e+01	3.439084246209517914e+00	5.438277476377010089e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.587389330244187491e+00	3.061890368498174197e+00	5.177860457283835594e+00	7.765761802713776696e+00	1.188685373046561633e+00	8.229911508357023564e+00	1.739320568716421489e+00	1.551721175818790543e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541006716061771087e+00	2.077459112899164406e+00	9.744521921598371605e+00	1.912488338723326686e+00	9.369580244143548287e-01	9.296869387238373861e+01	9.930285149408145884e+00	4.852337684938365925e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.693428232652424370e+00	1.700247451229346840e+00	6.485874449695923971e+00	3.502412660324312199e+00	2.615240479145379826e+00	6.277332786131455578e+01	2.414933235638489162e+00	2.687204782007674098e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.283409395633507089e+00	7.267243330218014385e+00	4.148997821210897996e+00	3.492297460639776752e+00	3.483018602164508426e+00	3.430533921186312085e+01	9.890881679602424370e+00	6.255013279854233588e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.744598670078639113e+00	4.061042100647052955e+00	2.028186470890545490e+00	4.896616598947913346e+00	4.512021853984683695e+00	7.602310829482243903e+00	9.790003344494101256e+00	4.487557884159137700e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.873367970117427284e+00	7.510548392104560378e+00	2.363906694321258328e+00	9.812753910742499031e+00	3.902312729169556960e+00	4.430156161566130457e+00	8.134776535657318064e+00	5.988112492558620659e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.165471851163441208e+00	1.581542596175221860e+00	3.022339327532126863e+00	1.600401942348954165e+00	1.896714571390201831e+00	2.166444903221227136e+01	6.932378436150134604e+00	5.166233064535411756e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.970251952934555462e+00	3.842548002955914477e+00	3.267663007796920649e+00	5.675397462525348047e+00	4.313132112820134090e+00	1.620867590961558236e+01	6.197519700673656651e+00	2.567643573216241037e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.115404014969417101e+00	5.857016999051240624e+00	8.666540173527565116e+00	2.612783233964683038e+00	3.166170586138413179e-01	1.815935078941648229e+01	8.797778662965850316e+00	4.068351800435218379e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.053174621488633278e+00	9.732452633183683588e+00	4.396844772779412658e+00	3.304264707673931412e+01	3.606284151253047021e+00	3.212637853211501948e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	5.719299854305652353e+00	2.012942295727871311e+00	2.324587410181176983e-01	7.471147596612850883e+00	5.202632846198261163e+00	1.193259922130537554e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	2.029777211975168694e+00	4.629404506224682692e+00	1.046052742073940678e+01	1.872007359956447914e+01	6.572370560639110515e+00	1.140824231740731420e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	8.736855856653500396e+00	7.633373308577481531e+00	1.455810509466783476e+00	2.907947907963356826e+01	4.698690945723151380e+00	1.539086858370907329e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	7.505554702201637340e+00	7.352309728357593777e+00	3.403815860466226528e+00	5.223894162666778129e+01	4.837704407223951009e+00	2.699357004184401276e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.611416852852129988e+00	4.804436275227464748e+00	5.682711265560272729e+00	6.168658250436886981e+00	3.967218844282231593e+00	1.749042616523428606e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	7.368340422836752168e+00	4.118403801961072475e+00	1.589344358234830112e+00	4.185570074218642844e+01	6.073887768311038826e+00	2.964028619036153334e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	4.581694889824245109e+00	2.304832692178066633e+00	3.493003653835061328e+01	8.662979630795559771e+00	4.395281181694066674e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	3.383695905694381167e+00	2.592561881315055938e+00	4.649650569645117137e+00	2.814798222075832523e+00	2.194767178692210940e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	2.853116897706116983e+00	2.708707404645376737e+00	4.983959208406164976e+01	9.413504148705818864e+00	5.639228056881371032e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	5.353169198652139471e+00	3.980376634886471088e+00	4.271611514613923077e+01	7.193625890521276212e+00	4.123511243163000017e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	3.413388796195293118e+00	6.479706575905590071e+00	2.356222744758088439e+01	8.415963734074116687e+00	1.287717579822209473e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	3.585542515156666887e+00	1.715436911350195270e+00	8.611293874067419551e+01	6.012803265153920940e+00	2.099778800831699499e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	6.914967627068378420e+00	2.550326198985449544e+00	5.523009750475004154e+01	8.004765429071520444e+00	5.099616760642186364e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	9.713981035011727272e+00	6.430000434585347868e+00	6.532280901839246212e+01	1.141961756549638052e+00	7.692418550685962586e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	6.432707165883654987e+00	1.125751678852203952e+00	9.250238435315557339e+00	8.368124229248371293e+00	1.853128736903735430e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	1.694973857964667818e+00	5.048145967384760624e-01	1.303037694760193332e+01	1.364759680335787984e+00	7.731313112219287964e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	1.684503021632495212e+00	1.722258417964721566e-01	9.673540088900214329e+00	9.005524664550501157e+00	2.031586819973613345e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	9.553185735556121827e+00	3.176603547059416055e+00	2.324213369457082834e+01	9.926000690340318400e+00	5.245267924577299112e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	3.679486296539729917e+00	5.296932881743841470e+00	7.034042098006247024e+00	3.643353256482182445e+00	4.283588435879876499e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	1.827337633927851313e+00	5.633885288192675977e-01	1.926085490401316846e+01	2.893468451349278325e+00	4.018475184701673975e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	6.395231014189679541e+00	3.278228557989036229e+00	6.984366081415090832e+01	7.894791239091594193e+00	5.112260653150738676e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	6.617044822934096793e+00	2.714403634314295655e+00	2.157994902321753372e+01	3.273037243538950314e+00	1.057151145900331635e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	6.845247627885212793e+00	8.218550069799222868e+00	5.172252768626178110e+00	8.795512867111709099e+00	8.653215360970213510e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	3.413945002721527899e+00	1.246528353319640958e+00	4.755367167523932181e+01	1.921325602944610411e+00	4.542374922673693582e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	1.143285657952960666e+00	4.569745023983946552e-01	6.388281728277130256e+00	2.128979788732271228e+00	7.679451151723456492e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	9.692953459434635377e+00	1.196588835842113241e+01	2.738643849251159779e+01	9.816822842239881552e+00	5.851763155278408135e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	3.259614753837189127e+00	1.095477452831219667e+00	4.158156478637014430e+00	7.069571819420989556e+00	8.123470290018168782e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	7.084410819959373384e+00	8.814216427963692979e+00	3.921166786274456229e+01	8.626622605569735924e+00	6.809833462410566085e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	7.364393716552866564e+00	3.745106422867717999e+00	6.202156850738816019e+01	3.911797320066388917e+00	1.345200966295639233e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	6.494029779035178862e+00	1.594405257085019123e+00	1.582739517730274592e+01	7.085815739297038007e+00	8.745119397099269776e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	3.814493458427832717e+00	7.028766136695447919e-01	2.978857661697249970e+00	6.352659225985496150e+00	1.567607231097736697e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	3.442057741094687096e+00	1.616451203870921560e+00	7.419309233268791104e+01	6.428577356241350849e+00	3.008516792738524348e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	6.378824549649031894e+00	2.630707596919968250e+00	6.558781050237433874e+01	7.136943791002820170e+00	4.650051071153685456e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	8.790238040574566369e+00	3.760523601157142348e+00	6.678153018848657041e+01	6.180728993937476545e+00	2.816980690609659632e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	9.527589308470604479e+00	1.201219319814546616e+01	2.500305864264075950e+01	4.857667802099508769e+00	6.501825864354897533e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	1.953451054223261041e+00	3.251673809063746479e-01	8.453882737521125179e+00	3.493078933360028948e+00	2.029503419779796758e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	2.404547936945240050e+00	5.038411262451547579e-01	4.169664233527002750e+01	7.925646650964356610e+00	3.023634208350532759e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	9.493826930083024251e+00	1.219084826394874810e+00	1.628479221917656972e+01	3.039742357209761714e+00	8.807039296424912678e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	7.625803007471205319e+00	2.686695437222678606e+01	1.088069728411868020e+01	7.238602092616664763e+00	3.924245968597299452e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	8.947121106276602731e+00	1.862986467682824099e+01	1.051493653461449185e+01	3.100348315108694131e+00	2.608731656394065013e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	2.829850780888325978e+00	1.073583312021314962e+00	2.058951493583441561e+01	6.632140828154947876e+00	8.559768728565119389e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	6.290435317686638328e+00	5.377334186530275950e-01	1.445670780432909375e+01	7.731753465463878427e+00	9.307248544662389378e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	7.311937055579132760e+00	2.369995464579826461e+00	2.220373395851584064e+01	2.969762218530015652e+00	1.674899604534791919e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	7.114904667882382405e+00	2.551326774110219908e+00	2.155140275132199790e+01	1.538099718771219759e+00	5.072306273444278979e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	4.667102261866415525e+00	9.064274279545271540e+00	1.475786640840545338e+01	2.169478702999311892e+00	3.222586020338184909e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	1.140299868804038441e+00	5.553337781718608035e-01	4.654620538602000579e+01	6.453519886016393592e+00	2.248668540606441724e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	6.238950092129297964e+00	3.339529275128157781e+00	7.546329496380917590e+01	8.649502803188523714e+00	7.161809637716369537e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	3.275034596054878566e+00	1.950607199600439490e+00	2.321737180356045727e+01	1.410122206015400170e+00	2.123756788709206145e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	5.054999873561679458e+00	6.624799856853846869e-01	1.658497853724899684e+01	7.610108580237116449e+00	1.180865712095856956e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	9.612911449920272133e+00	3.688731655818911825e+00	7.178466141766125475e+01	4.068919382029739573e+00	2.571738656409635126e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	4.600008254522877316e+00	6.355469522996166631e+00	2.223690399974811172e+01	5.295987685900198194e+00	5.453591123717615829e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	8.564840086933646290e+00	4.542414834329833617e+00	3.456568674607166969e+01	9.357038539160333457e+00	5.954862105231063651e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	2.688358763590958045e+00	2.980871976982654381e+00	2.845522569201217422e+01	3.986085789342790342e+00	9.155615316822537153e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	7.047097204420622596e+00	2.354336904770125027e+00	4.433238734971657635e+01	5.186327902218342167e+00	7.934640368188076387e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	9.780688819626449870e+00	4.506174712730201648e+00	3.538223269503822621e+01	1.126510974251596187e+00	3.780901857502008578e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	1.912801449146337651e+00	7.007459979716378351e-01	3.253499769099502714e+01	1.745204355963232201e+00	7.830987130594264656e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	1.079028228548827961e+00	7.996988900370320674e-02	1.005936174480600798e+01	3.327997177126940986e+00	5.240380874890304685e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	4.900004561288933580e+00	1.057931258297378996e+00	9.004089885429433338e+00	1.249489643235516922e+00	1.342161745825668273e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	1.836123818476751657e+00	1.219989538932435835e-01	1.186036949386299533e+01	6.680965962289217686e+00	3.171829672309614545e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	7.727218182805335012e+00	4.491990686167827818e+00	3.894744660033602202e+01	4.838262727345287395e+00	5.280424935179927104e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	9.235257709636814027e+00	7.301858221101173996e+00	9.263733582256875820e+00	5.928795147038911750e+00	9.693486393066213225e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	7.260792632085831144e+00	4.903183735344627259e+00	1.886592627374805264e+00	4.046274342739270224e+01	2.572479385287518294e+00	1.134779156781195653e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.171890678215214976e+00	9.942629709335371047e+00	8.139363065447881240e+00	3.328470659059060033e+00	1.872210147728484930e+00	7.466070919535935957e+01	3.665843811310078859e+00	1.713016341916869223e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.258863839525190542e+00	2.564934656619691555e+00	3.859319082517079114e+00	4.909127105456095208e+00	2.065104673473868946e+00	1.248892474898518223e+01	6.975562419064298858e+00	9.231271929381243524e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.692881574564526481e+00	4.572419260277139408e+00	8.707186608710234310e+00	7.504146990479089396e+00	2.017819478157777624e+00	4.089577244102529363e+01	9.690216717078012465e+00	2.236279643233731562e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.802088949278609853e+00	7.823107755858060841e+00	9.150534873755994170e+00	1.075245371609968803e+00	4.610042548247965111e-01	7.143778264608771167e+01	1.456113560631220105e+00	1.371023345429479123e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.055188897018406013e+00	7.268241454606236829e+00	3.499744703231995491e+00	6.310324944799686087e+00	2.757682690849588170e+00	1.069576145745432783e+01	9.003807461082111274e+00	4.524628644128515020e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.693800177294972009e+00	2.387016748189191517e+00	9.857325536144072586e+00	6.521785054342139176e+00	5.557679444699746840e-01	1.664329369921964386e+01	6.195399808573824885e+00	2.021049999119556073e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.610254212249093708e+00	8.344398829082727786e+00	2.264398663584952676e+00	6.744878529681725077e+00	5.362304414321377166e+00	8.174521698156722138e+00	6.071621117093463305e+00	6.797517772308911788e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.452046136947912736e+00	3.018455782520656161e+00	2.822858730120978432e+00	3.179956216915180711e+00	1.380256279696700172e+00	6.897190058618945407e+00	5.496537841168929184e+00	5.741612393261272373e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.361759963864356493e+00	3.007590501508427216e+00	2.659907624980455410e+00	7.427248571989180981e+00	1.308401715754398076e+01	2.484613870755059750e+01	1.618530878432179243e+00	1.604366030819993583e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274200313668057305e+00	5.826530563115513317e+00	9.054191383597681053e+00	1.813179836525180111e+00	8.351392203429451877e-01	7.481684871492710442e+01	1.811253148566074334e+00	2.177363493704036035e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.708547666209524252e+00	6.340405648517064563e+00	6.889044386013123855e+00	2.791969433566692693e+00	1.358891575986114209e+00	4.615270360932775162e+01	6.406995695966867466e+00	1.376800198824192201e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.845573465376995514e+00	6.220884119306005822e+00	2.374601733135889514e+00	8.897082178392761165e+00	1.660541984707124996e+01	2.094542103758186613e+01	4.059465543658974163e+00	1.050586344594528043e+02
