G	c	dx1dt	d2x1dt2	d1	m1	Fc	d2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	5.892112062815600737e+00	8.817411005743176489e+00	5.820534283999920788e+00	4.651650927056967255e+00	2.254225397908730777e+00	3.531590804043232623e+01	8.706493528184383379e+00	4.432535297693542731e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.585151868632483918e+00	1.158615474912488397e+00	1.670888204431765445e+00	3.427931658888289768e+00	2.616273916062399785e+00	5.004289187618390145e+00	2.869551308338246898e+00	2.649207874324198908e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.704279480408702696e+00	8.944645895165658445e+00	5.157577447464018583e+00	2.859489025340182788e+00	2.719855116623023150e+00	4.946696325899544888e+01	9.386493115206144822e+00	5.652422230801857950e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.924941776738197774e+00	5.632211415754783346e+00	5.284639907075744603e+00	5.360380819627814653e+00	3.963667306990621864e+00	4.287024658824313406e+01	7.218967077352587580e+00	4.095533982582035293e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.479918793863726378e+00	9.520418399820732347e+00	2.475522117124334898e+00	3.400351326068117963e+00	6.471525866759283652e+00	2.338427083541316875e+01	8.338170437587443473e+00	1.287164490754387032e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.989516305995222112e+00	8.158769514541956980e+00	9.545423100806873506e+00	3.537912100736057663e+00	1.724686403995087769e+00	8.615152926869726002e+01	6.059365948982357253e+00	2.097763281897881527e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.377158434941517129e+00	9.977061664115399964e+00	8.672784801412413813e+00	6.977776196937209185e+00	2.593259149264739882e+00	5.551093020640056608e+01	7.972983890100686644e+00	5.106301755815586318e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.342224029926660123e+00	4.127068296172848427e+00	6.999911816664648789e+00	9.787870735114678311e+00	6.422609925799800834e+00	6.591388411805941416e+01	1.188576030342241241e+00	7.665462395746246216e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.790982548233106986e+00	7.990527868304901915e+00	5.171202193165096439e+00	6.384874662986074867e+00	1.143901420061099738e+00	9.496045453109502432e+00	8.302821798421499366e+00	1.858805463511216871e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.712628331993196973e+00	4.548896969017167891e+00	4.711806061744113983e+00	1.684490231655160430e+00	5.180699347048245418e-01	1.309478892162855779e+01	1.417430417087850003e+00	7.556370334753904627e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.470630166736072830e+00	5.319533492526613117e+00	6.846379395835919368e+00	1.672488482839454393e+00	2.049582321765127113e-01	9.548695622500780189e+00	9.026750585134415417e+00	2.139171507134637551e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.826276725596102768e+00	6.676891403670053293e+00	5.897245261521138815e+00	9.561041203330514548e+00	3.179929197498719162e+00	2.326456028728353331e+01	9.885104583382803511e+00	5.231113177105088141e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.480354328755010052e+00	8.773471436942605450e+00	1.683890463264621662e+00	3.679097633160137715e+00	5.263737725960634606e+00	7.426811781193487505e+00	3.684264981902282798e+00	4.270966197211132709e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.439886520813494997e+00	9.805575852069152276e+00	5.657211167949682817e+00	1.879860035719851830e+00	5.435856779475304323e-01	1.930569423977165755e+01	2.860710316207444759e+00	3.835420774306037117e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.459498605747148403e+00	7.906217317398658295e+00	8.394605459464303365e+00	6.350951601814493586e+00	3.286204543577125659e+00	6.958262340227284426e+01	7.929098142394772175e+00	5.163080113243579206e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.220548944251515167e+00	4.710574483171015459e+00	5.105718327542810187e+00	6.567023059909840477e+00	2.779727340528386659e+00	2.112894430784430710e+01	3.262306360739565925e+00	1.098875475369333543e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.561449479184556566e+00	4.746840379511685803e+00	1.462917640598705438e+00	6.903486249282337006e+00	8.200222510683751409e+00	5.332163391412444220e+00	8.696316909678980522e+00	8.670127614437637931e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.882348389996988836e+00	7.618777305154310397e+00	8.002948447233737994e+00	3.381573553215320160e+00	1.270819116582243780e+00	4.759843505680697007e+01	1.872071629189311581e+00	4.935430636321293640e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.248397568544198588e+00	3.185131531179470343e+00	2.767572582245732882e+00	1.067623314498634679e+00	4.459684122279342633e-01	6.185458642791592965e+00	2.110152305050481125e+00	9.938472094837156323e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.197712835297785716e+00	1.975201096301429260e+00	3.432604526567109460e+00	9.658876424911325032e+00	1.196616193459700028e+01	2.765966005262523808e+01	9.886888543339654944e+00	5.857076862726798794e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.637858665332648345e+00	4.251593948809259338e+00	2.453532265621830799e+00	3.240170416324621439e+00	1.152745631002105586e+00	4.021440831218582090e+00	7.113634904087120958e+00	7.694665878179976382e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.924606708063304694e+00	3.529644100578134047e+00	4.077911605370010406e+00	7.168412560246653520e+00	8.840962427675963298e+00	3.921022515238316686e+01	8.710435905147893010e+00	6.802831105224095154e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.915210801047551925e+00	3.597126694825134141e+00	7.742109418647806329e+00	7.409733144949984585e+00	3.699492863984573887e+00	6.209215851944799169e+01	4.009037048724627184e+00	1.336163345003190273e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.834270998772220995e+00	3.209635355135235901e+00	5.616303850909553752e+00	6.552186349113692465e+00	1.573381631450614604e+00	1.571770128004568079e+01	7.059226152262470855e+00	8.448597935710067119e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.050727339035253394e+00	1.342235474611409574e+00	2.825089871046528867e+00	3.860554801686375104e+00	7.508643006584245772e-01	3.055995463306575566e+00	6.337909668944728736e+00	1.123607351218440797e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.310940939280261119e+00	1.087937333347399838e+00	8.896950651471053462e+00	3.491090002426112449e+00	1.616725366651759588e+00	7.456766338304295516e+01	6.405948876785765300e+00	3.144798913154996711e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.395186199270193050e+00	9.792588336031712970e+00	8.967206353652777295e+00	6.341766071222236789e+00	2.590819936032315862e+00	6.529623410388860805e+01	7.106215307165391515e+00	4.659658289156750044e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.521692455907429853e+00	4.909767879571068860e+00	8.860095801659801040e+00	8.784109619718861950e+00	3.732897221415834910e+00	6.695004220993536137e+01	6.077927302543915999e+00	2.786282035458090434e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.975973612144749758e+00	4.439952518279727478e+00	3.126178422202507523e+00	9.467015727668064429e+00	1.203041699911437235e+01	2.506051155910277828e+01	4.860758019482724457e+00	6.484612115093969464e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677915264959898511e+00	7.102711272294299327e+00	5.053792865723022665e+00	1.941757732672048986e+00	3.584195565183099785e-01	8.480022162340167924e+00	3.413280161850249073e+00	2.319006651024958288e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.193916625302797740e+00	2.955428350833388951e+00	9.847289367392155768e+00	2.430490681493912675e+00	5.133487181455556048e-01	4.195240576471385197e+01	7.915370655415313372e+00	2.761458191016386454e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071432889581335868e+00	9.606002250296965528e+00	7.897608297983635062e+00	9.509911828472764839e+00	1.312980410633213912e+00	1.625135655599391526e+01	3.151696803746104614e+00	8.900650865357333075e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.797513954806765568e+00	8.067117605724540397e+00	1.195476570881083056e+00	7.699812440421316850e+00	2.690423874230515722e+01	1.105574452035718203e+01	7.203444997955821272e+00	3.923498368497309912e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.672331677569586894e+00	1.935102382497474460e+00	1.643597486669144958e+00	8.885155297950687370e+00	1.862436068239536979e+01	1.070316773951775424e+01	3.110604638615361406e+00	2.620366431729794954e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.030373081511856803e+00	4.765668289062008789e+00	5.074437493195145699e+00	2.850773489967585839e+00	1.054971577005736183e+00	2.043686460512919822e+01	6.677356195239418923e+00	8.315746648067202429e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.598614417939782539e+00	8.971133510278185952e+00	9.272286761343606187e+00	6.220697522832978166e+00	5.020869831374183967e-01	1.452558748677962619e+01	7.738971720650337005e+00	9.287658227790219101e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.737812193690962737e+00	9.547384947427875801e+00	5.829377234077141701e+00	7.315354475842984705e+00	2.386669865687991443e+00	2.214162493620210270e+01	2.984356461342051237e+00	1.679031064115086735e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.059174993442097090e+00	5.204585978808630387e+00	5.437657336677294673e+00	7.161083997595936168e+00	2.532977867358990220e+00	2.147948464462392693e+01	1.519749838237407502e+00	5.176783063997566714e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.490487563764547829e+00	6.488048389861091003e+00	1.990110230229942934e+00	4.661753390751054660e+00	9.132373504138300291e+00	1.465244524633372869e+01	2.166133417499628067e+00	3.223781679081137241e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.789394296024754638e+00	2.521773180368257705e+00	6.993029424316336673e+00	1.168388582173230494e+00	6.094058029847597702e-01	4.670783006818383853e+01	6.401681436992054941e+00	2.338607720084126207e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.008257092750278971e+00	9.948895226877827014e+00	8.460640218867258255e+00	6.194380595593443672e+00	3.364545880485282137e+00	7.548813637292825263e+01	8.691101290871069196e+00	7.225083499636751583e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.186386116937159230e+00	3.053191456360163425e+00	4.451490591386809470e+00	3.187852065490774933e+00	1.901312921281617996e+00	2.334285741243928314e+01	1.310113246727222958e+00	2.827251626454855948e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.069620659122954009e+00	9.493839660179746787e+00	8.040519474563362579e+00	5.082442324720964244e+00	6.323159898198510431e-01	1.656505818161582866e+01	7.660256005884854780e+00	1.167592006920031977e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.414940740465834956e+00	6.915591848286196885e+00	9.585510875183739898e+00	9.712638961506222302e+00	3.732387076645778734e+00	7.133904667254446963e+01	3.995409090266129670e+00	2.503823428865005241e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.917727610568095820e+00	6.584785566594979933e+00	2.805084465895925305e+00	4.537398207938180938e+00	6.335798976273304461e+00	2.224718980696780335e+01	5.359188046730501753e+00	5.472788984491759123e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.012888190089385354e+00	5.661726495941095116e+00	5.659655044394360068e+00	8.624376419451447617e+00	4.576667519976155063e+00	3.457288522777868423e+01	9.340463693675149059e+00	5.962862214820628992e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.924527346894842950e+00	3.179656532535791058e+00	3.651861903300102075e+00	2.699216122143688334e+00	3.004232669485447094e+00	2.852697702093597698e+01	3.920644294322666479e+00	9.456918229092300621e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.317725064990252548e+00	2.553739222402467757e+00	8.114515450081778880e+00	6.979838483345543132e+00	2.361460134942543920e+00	4.411397223251658062e+01	5.219586505400910070e+00	8.002515880111690905e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.798486182432538882e+00	3.023422682838889486e+00	6.245020694119378213e+00	9.731809960028698470e+00	4.480420233910451522e+00	3.500056659670170944e+01	1.173731213776576299e+00	3.792761396158997211e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.789932121155833222e+00	2.752408284959261042e+00	6.740829913090220948e+00	1.917892399042769203e+00	6.888915730805438287e-01	3.272250806039096460e+01	1.710526564263151750e+00	1.121135970939594273e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.246465566061550900e+00	7.966395840679241225e+00	8.133613855823080385e+00	1.052984417882345758e+00	8.775354872977493559e-02	9.970824456158069893e+00	3.366575601170856302e+00	8.947270867522050253e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.965534334925621573e+00	4.124113195777477259e+00	4.531324462989153368e+00	4.831172221500332320e+00	1.096903487069078365e+00	9.046571373002748828e+00	1.126202808033316183e+00	9.844342355274930956e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.277558554874376862e+00	1.617266438626213443e+00	9.307250724384713791e+00	1.741924643777458925e+00	9.449809715930039544e-02	1.176388190537124778e+01	6.610445738087099343e+00	9.406591983745238306e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.771525932932124014e+00	9.667677401970525608e+00	5.754440360425413736e+00	7.689623053941896380e+00	4.478735817616844805e+00	3.900037068330124868e+01	4.907982051137772750e+00	5.274437923673649209e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.919657718217045339e+00	8.879463807520679097e+00	2.428488164315051545e+00	9.241429579237909309e+00	7.299985586741603250e+00	9.138058141170786186e+00	5.921123671159175927e+00	9.696264023646443775e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.590747834482201029e+00	9.434774544718930400e+00	7.219882857051703517e+00	4.905842253231253558e+00	1.908242301482149905e+00	4.021697741081355559e+01	2.470390880263559463e+00	1.126015480325583162e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.203553116373699439e+00	1.002074820212213879e+01	8.122016804252057298e+00	3.301270887563408252e+00	1.840852441215456325e+00	7.476442713797995054e+01	3.625321383238869988e+00	1.721126585046114954e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.261430686176474580e+00	2.589096762184842859e+00	3.848306188312205389e+00	4.920558781771869228e+00	2.018899368072713418e+00	1.230990590649808780e+01	6.924123127324487648e+00	9.527653158695068569e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.748518254630904600e+00	4.563635209526165859e+00	8.671386149317314107e+00	7.567330910917338116e+00	2.047609752535909156e+00	4.095072996302802437e+01	9.678684660947570961e+00	2.285204209887968219e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.774905785223540811e+00	7.799750478766757311e+00	9.102256756022681472e+00	1.102822997678525097e+00	4.043986781879131409e-01	7.153396752415420679e+01	1.433556347061729630e+00	1.472671082335935688e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.117386949545891017e+00	7.279870814975414994e+00	3.507947406094409804e+00	6.298519016188670605e+00	2.809344125059156649e+00	1.050714451364235735e+01	9.023205208057396121e+00	4.496623954475312956e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.752922873950433003e+00	2.472950281533817130e+00	9.805049793900932897e+00	6.569865181980257596e+00	5.543518394173750918e-01	1.631615461398680722e+01	6.188147030358314815e+00	2.026630951879938358e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.666353327731902478e+00	8.355769925155604128e+00	2.221642064632332936e+00	6.687233919576097918e+00	5.306484107940779182e+00	8.904100832665790222e+00	6.149340388840002447e+00	6.794313001577634736e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.415262347695397604e+00	3.140516468999513755e+00	2.766289777676502304e+00	3.166022980908688833e+00	1.364253537857283760e+00	6.748989417481409347e+00	5.525631761050113333e+00	5.886187376391226245e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.358167917105594924e+00	2.964404618825888793e+00	2.653721739163873661e+00	7.415588865101736538e+00	1.310007244582167729e+01	2.508537729719574472e+01	1.649475904229038781e+00	1.612949842552189494e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.286044113337707628e+00	5.831674938984638956e+00	9.098015305781469664e+00	1.755562456228231261e+00	8.136536621640072520e-01	7.541908758346332320e+01	1.872357171527909259e+00	2.774363102693657268e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.626439602907201021e+00	6.315705575292150264e+00	6.971818231571849545e+00	2.770703665262442161e+00	1.359341241509073539e+00	4.639505800245068912e+01	6.387032018700528724e+00	1.366192680598970632e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.929467319644798451e+00	6.160407755884230951e+00	2.328855882862027382e+00	8.784905062454289038e+00	1.663393498139459226e+01	2.085878110223898929e+01	3.999893333059167055e+00	1.051857265621169546e+02
