G	c	dx1dt	d2x1dt2	d1	m1	Fc	d2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.084003297345974781e+00	2.781499620283050866e+00	1.302749156774452022e+00	6.139947766664408668e+00	2.764718545050134590e+00	3.127404818667965714e+00	8.069563251456811637e-01	3.489295748990952184e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.571967314479833178e+00	1.011446751353516937e+01	1.571935957123157701e+00	2.998695862644218835e+00	1.075651802685193381e+01	1.411155748793490616e+01	4.171655888759469910e+00	1.224700947704066039e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.500773915831361549e+00	9.425876261379302790e+00	9.215232021700815679e+00	3.644798273460660987e+00	2.104231583034308350e+00	7.554714959738949176e+01	7.494437568928095317e+00	2.829201997167791660e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.650849106248564180e+00	1.521530921538714942e+00	1.911864776143132660e+00	4.422477963659699363e+00	2.755721467783726286e+00	4.447614544713758278e+00	2.656685318353708691e+00	5.069506819009498955e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.329170267103882530e+00	7.278056918660660735e+00	5.964315791992559568e+00	6.473154404072091417e+00	1.624863922118169324e+00	1.267747246294416996e+01	7.269777128712940240e+00	1.690857449634397369e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.942854283053457198e+00	9.762277538648735487e+00	4.353322090103549868e+00	3.812130637507813002e+00	9.136608161477981493e-01	1.051041593479880731e+01	3.456227994677004034e+00	6.041658037405536419e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.211009604157275987e+00	2.430609657019087155e+00	3.866678449166976783e+00	7.481651352313894776e+00	3.568222204430601341e+00	1.365367553386526112e+01	9.119281327213407451e+00	1.853301703672713430e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.873197360440198800e+00	6.245170137670416288e+00	8.808830193009395515e+00	4.096721385195446707e+00	1.661503184401922795e+00	5.414576047921943314e+01	8.768032417779471288e+00	2.264998640542403052e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.855906994886070471e+00	9.103458421299597703e+00	1.148034009701881519e+00	1.808836468161524991e+00	3.346135145403470901e+00	5.778229494242353326e+00	3.570702393756036042e+00	2.549248128494316035e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.440501344169355047e+00	1.227210567758151960e+00	6.876801129425117232e+00	8.020577165984288825e+00	2.089099836011091949e+00	2.470905995878166195e+01	2.870412234222662118e+00	7.522393809702385692e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.728377282667018733e+00	7.162165920817662013e+00	9.670211698267241474e+00	3.498115152364999147e+00	1.035925205663903670e+00	6.075912437156117818e+01	4.411565467543453245e+00	8.229501409487372854e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.058293581054771781e+00	3.881590655363833520e+00	5.791588196791014553e+00	4.822181715657437806e+00	8.736021229999321180e-01	1.341172051741515858e+01	3.345593833553924590e+00	2.272431313003469899e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.823026330252778493e+00	9.575015612009522670e+00	9.709001898939245478e+00	7.172805911753298957e+00	1.284406571595811064e+00	3.162474728366133192e+01	7.286903234112701355e+00	2.204903317930132545e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.552223512199548239e+00	9.894663608560229306e+00	1.700581390253669056e+00	4.168970500368404331e+00	5.939859800333386453e+00	5.764504166226327442e+00	8.543231665662148089e+00	1.191344834288149883e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.278443996235493429e+00	9.468361957822613917e+00	4.721152987487058361e+00	1.495178935263945963e+00	6.501289297100372178e-01	2.743984996055066006e+01	6.832307236911176140e+00	1.614446557679731598e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.109446960223309020e+00	5.306920117250342628e+00	3.209351404253443452e+00	3.996736928282158541e+00	5.373865605799376333e+00	2.794904050146838159e+01	8.509227493558480404e+00	5.673938214616502052e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.149912527435496212e+00	9.008092105115256487e+00	7.417438170378416018e+00	9.655811481593611134e+00	1.597815784834300645e+00	2.087990527353336745e+01	4.052016479590642817e+00	1.741289669374875615e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.539202702132611122e+00	8.859439844831756616e+00	9.746048180611646572e+00	6.910556825768506606e+00	1.890690000872448318e+00	5.638039048552454346e+01	2.767170868099217529e+00	1.051231735976472415e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.625400005785182067e+00	3.123583143092368619e+00	2.922187249165882239e+00	7.098942080116201758e+00	6.853346222522971765e+00	2.016833125081817357e+01	7.288010711144489839e+00	4.847120904083238457e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.313979759316675544e+00	8.384518553039310262e+00	6.622640550577372665e+00	6.981573623615360269e+00	5.582390836903523557e-01	8.566544494504867657e+00	3.939116464754302882e+00	6.866323928526442799e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.229453219069121417e+00	1.270689380785350542e+00	3.020342944133569407e+00	2.799151809024324589e+00	3.363935986017958513e+00	2.055427706145991706e+01	7.072836979299007787e+00	7.049360637717492217e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.262555640241854071e+00	6.552586722397911956e+00	6.171297458850847129e+00	5.065819580675084310e+00	1.094492361277099368e+00	1.371875282658755246e+01	3.491397804428013618e+00	5.950240801239201183e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.297395163029646081e+00	3.051506717087798304e+00	5.626587091203547608e+00	8.139346268417078534e+00	1.138146735394649278e+00	7.674490143157600031e+00	1.711253818710442909e+00	1.427212435258815582e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.718323830533293517e+00	2.285148427924687642e+00	9.665445401990449881e+00	2.069969993350329052e+00	1.151196775812441953e+00	9.345489850591636127e+01	9.630895706984132332e+00	1.964827059744121751e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.489689873787773067e+00	1.392540916657481143e+00	6.376937946731489504e+00	3.298232705406866749e+00	2.633327586439578649e+00	6.136048907049396206e+01	2.714477943862568576e+00	4.500837800211017203e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.996022565275048954e+00	7.338935168604056258e+00	4.032943563858843561e+00	3.451472370243918952e+00	3.684731803191810595e+00	3.528228329971289412e+01	9.436625076724293848e+00	6.547518343157217657e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.934671696932917850e+00	4.309273882699894642e+00	1.938746307066365082e+00	5.223489990797128613e+00	4.844266134935986123e+00	7.123896561670388650e+00	9.391554944136439431e+00	4.459667539942440584e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.967802884475036818e+00	7.112789863402791291e+00	2.179019655514643716e+00	9.417957575335037745e+00	3.863931247309281947e+00	5.432206522781553026e+00	8.115226460731681968e+00	5.860897118753941726e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.418589501637766759e+00	2.287396575237156782e+00	3.102667494579453678e+00	1.501433302151333304e+00	2.019753300001441154e+00	2.255218796428177086e+01	6.590495828177615145e+00	7.347654698770549331e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.100089786898218236e+00	4.168867236040832758e+00	3.266735075852209125e+00	5.575479079053147657e+00	4.196777779056355406e+00	1.580329252472648704e+01	6.533242259245021444e+00	2.832357835038826011e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.894540481580817559e+00	5.855798061619422512e+00	8.514766010410806274e+00	2.380096649718236090e+00	1.253729347322375953e-01	2.072698521208196354e+01	8.474030223111205018e+00	3.842639868543193948e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.477186679602327857e+00	7.886080313889615390e+00	6.396425505802969091e+00	9.972349983037926080e+00	4.353594211401707881e+00	3.202037433810982492e+01	4.029007979090865277e+00	3.180408920723505517e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343359610481348554e+00	3.820071232006663653e+00	6.234131700258168429e+00	2.121723612359220024e+00	-2.109091163992463103e-02	9.500174523523245540e+00	5.491043735515606983e+00	1.054474652793271128e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.935145086938495851e+00	6.656332668921978168e+00	2.354991490891352068e+00	4.439947728158046836e+00	1.028978530037783479e+01	2.043159687637816191e+01	6.910873932437350931e+00	1.117245761085077902e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.030091246663359161e+00	9.096373451759154349e+00	8.895345555677556248e+00	7.804858298244282011e+00	1.564661367664455849e+00	3.175478206614641863e+01	5.214662678839675714e+00	1.493511623492694440e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.778486776107333078e+00	6.960189191408805875e+00	7.715640078916282896e+00	7.298111522377568328e+00	3.309875898200066224e+00	5.251830689303758959e+01	4.869500303541371089e+00	2.940769785303524841e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.356530328868146285e+00	2.964204773191672970e+00	2.121539239678323696e+00	4.563609858474837466e+00	5.813257185753388789e+00	4.940673174881397678e+00	3.696681017469738872e+00	1.723590203939214049e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.568917261621788128e+00	1.376129153324349597e+00	7.580426795846898713e+00	3.925752759723750707e+00	1.642711094432942387e+00	4.498264230633377281e+01	6.050032423353909117e+00	1.480399181802831476e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.254025310303373608e+00	8.471390633858788988e+00	5.730284341937329273e+00	4.696536818718460182e+00	2.643606836350798961e+00	3.438023373133847116e+01	8.500840848442654973e+00	4.465327818531767434e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.536863325800430502e+00	1.076378440467864683e+00	1.843827719945524191e+00	3.632647020240705960e+00	2.689879583044903821e+00	3.403219949284915113e+00	2.620609004263873221e+00	1.235623146783674464e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.966795166234888370e+00	8.977101774850822835e+00	5.297600900649046984e+00	2.716243490383579484e+00	2.909238138404948604e+00	4.955969482748343324e+01	9.450981890564595034e+00	5.631563793878436286e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.220423594583930793e+00	5.952714254958739737e+00	5.087642471847422243e+00	5.494720546935018213e+00	4.051530446935830199e+00	4.129870391312806532e+01	7.116897049201527992e+00	3.946453805165607776e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.713276178018771745e+00	9.242091810950769926e+00	2.413306425393789478e+00	3.844935254637814825e+00	6.540071740419691970e+00	2.435162588277836804e+01	8.204596561865525217e+00	1.273524096185954164e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.158398220290678182e+00	8.066439477166753136e+00	9.815082330218766415e+00	3.246418033036666095e+00	1.923217397491181258e+00	8.520185394914862798e+01	5.938881527613932398e+00	2.202725054874754917e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.753836485148945634e+00	1.038767219201457515e+01	8.146343767024427862e+00	7.007073297538835455e+00	2.673128330958367105e+00	5.476409341801889497e+01	8.165163164722345712e+00	5.114979621874861948e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.399256549295806451e+00	4.479600270707839726e+00	6.675979505244690415e+00	9.941668545497842402e+00	6.472049573678840595e+00	6.672610508871377988e+01	1.406281314897420476e+00	6.569100797425996063e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.260140137073414213e+00	7.962678598246900386e+00	5.111957136077592168e+00	6.406980726033268070e+00	1.157756154563954309e+00	1.020583838134802868e+01	7.928871667609973528e+00	1.867697982524076039e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.325470435122650503e+00	3.995237953152295240e+00	4.803534644070759363e+00	2.027979795444562860e+00	5.969125943843119897e-01	1.302971869071407873e+01	1.278673703930103711e+00	-7.177154461985069123e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.501297239291488061e+00	6.017371653141475818e+00	6.483942536320460803e+00	2.275409039862786642e+00	4.785582155267890936e-02	9.906768851145987043e+00	8.970725936166035197e+00	9.636819135133167791e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.004644721205198543e+00	6.642005050911518715e+00	5.873882516695990041e+00	9.655744560333786808e+00	3.046111857855515748e+00	2.322832153441459724e+01	9.605608482227079747e+00	5.407572415586849957e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.244658871433681924e+00	8.776151068750570161e+00	1.878993341243500703e+00	3.612391664130584878e+00	5.561884547277885282e+00	6.372687565019244715e+00	3.614005615421185702e+00	4.390444376961686146e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.598985734403591152e+00	9.711452738837952126e+00	5.631477311166641186e+00	2.093041606321109249e+00	9.064552895084090345e-01	1.931531194907231352e+01	2.933173228752676831e+00	3.967374329321229354e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.055398187707671909e+00	8.019150142288806293e+00	8.516898655354177450e+00	6.619323023952260243e+00	3.101247242870489806e+00	7.058420659742401426e+01	8.029573506923965098e+00	5.129489903773464476e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.033747554958223347e+00	4.867431997621575412e+00	4.969686507652362195e+00	5.931070119829977116e+00	2.588236585616066066e+00	2.142545619247885824e+01	3.298250857296126881e+00	1.056566727782904991e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.987426543930228107e+00	5.056637565756915365e+00	1.244005267225192002e+00	6.835802950393464528e+00	8.430030325647605238e+00	5.807656915658286678e+00	8.550137172923390594e+00	8.722940177954495766e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.306053164704963798e+00	7.380649307440666718e+00	8.310863064399889311e+00	3.299812497105339304e+00	1.339903218484108649e+00	4.626992595043070367e+01	2.473554466983840960e+00	3.439958838112763040e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.205657149731197642e+00	3.062071426146300013e+00	2.914221820312478339e+00	1.243372002166947876e+00	5.835644520880847175e-01	5.473755172167121152e+00	2.359407286504831447e+00	1.981140370718196042e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.806165126004080079e+00	2.559079125431240165e+00	3.000265109190299651e+00	9.632721081183142076e+00	1.212832148512010022e+01	2.625109656500719524e+01	9.962895782706404191e+00	5.901651993920130224e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.888246444886378494e+00	4.254071053598401875e+00	2.261258956299747602e+00	3.234982901744305916e+00	1.051906900761818253e+00	3.300646043784469796e+00	7.338213255417755043e+00	7.748128695319244308e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000324472920029351e+01	3.537161922056058394e+00	4.403889200564279349e+00	6.850591852858291197e+00	8.873804118563583643e+00	4.118038078202526719e+01	8.688603690773728516e+00	6.741674906853889127e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.791560649298257424e+00	3.404854765820739537e+00	7.555509962662173784e+00	7.558482951177771803e+00	3.792291459966958822e+00	6.318565582966964911e+01	4.269285095558117860e+00	1.463736345531408922e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.505282645285467957e+00	3.243199327038151392e+00	5.932424627926776495e+00	6.938034994856470128e+00	1.435422668847331718e+00	1.420837554286455173e+01	7.103842677517740789e+00	8.555541632356137072e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.191223237282266645e+00	1.665624455942746218e+00	2.711912454460625899e+00	3.586728224875618487e+00	7.627033614946671092e-01	3.641183638696983138e+00	6.348652366253812573e+00	5.593646501691849071e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.319800064271088758e+00	1.404138774378924870e+00	8.899593901280343999e+00	3.061727113174588233e+00	1.840971841892697913e+00	7.363681217790974642e+01	6.601353901527375001e+00	2.466133106029512856e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.999288852247930848e+00	9.817514034421133573e+00	8.997568579881287221e+00	6.384428786936633848e+00	2.571467539973422589e+00	6.461575035762969321e+01	7.572109011566048764e+00	4.758597101976113919e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.150579188553239263e+00	4.950443335805962519e+00	8.255161523704037663e+00	8.787104507431221734e+00	3.791559668922222404e+00	6.457609297197906528e+01	6.590035061722523402e+00	2.592834193107624685e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.681993079883669751e+00	4.923924910056626914e+00	2.745335128979799588e+00	9.837538498721830393e+00	1.204265724369441770e+01	2.646602205777111294e+01	5.023021819110303987e+00	6.455640996596211778e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.159183733272421080e+00	7.414699788874333564e+00	5.084989142285279762e+00	1.620447552312462403e+00	2.687557211825796211e-01	6.389169281396203104e+00	3.624002143989833336e+00	3.496682954532885912e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.825138757535561318e+00	2.746164016729978119e+00	9.664938211431755022e+00	2.247849843657118818e+00	6.382040378167148642e-01	4.161308143800071946e+01	8.106797317579882645e+00	2.771744696646972539e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.098294770138307452e+00	8.841459524710467477e+00	8.223251021939272931e+00	8.921310132692882533e+00	1.095076868072305976e+00	1.481783474918492338e+01	3.304883158358006945e+00	9.235910109651024769e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.808237051679554952e+00	8.159654713908997437e+00	8.010847986395543963e-01	8.000982191638494001e+00	2.712078617442708151e+01	1.207491961284358695e+01	7.584895020704447433e+00	3.939298215318279972e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.518669651570852430e+00	2.026826963163416373e+00	1.742898392452105982e+00	9.014759026752830806e+00	1.874950742282466720e+01	9.987247325325494529e+00	3.035562340986301511e+00	2.731492110941137597e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.725196047887040507e+00	4.455250705441969217e+00	4.795431689294120225e+00	2.698256892502701731e+00	9.115181889672447912e-01	2.038650597703886547e+01	6.986942088942512008e+00	7.938090894910504680e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.944169848124280398e+00	8.909619895974698167e+00	9.085771795930414285e+00	5.930375243307510758e+00	8.531026486229428274e-01	1.428485436427470567e+01	7.817118225868383341e+00	9.079175268536562982e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.305859617062780309e+00	9.429238251317469732e+00	5.554460024214843195e+00	6.977204906979769028e+00	2.405401440282088021e+00	2.267044584413810782e+01	3.145704531812204330e+00	1.801389662671786596e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.684876892944005888e+00	5.235621652640213952e+00	6.005540313484780235e+00	7.233136082837370751e+00	2.417048768750351684e+00	2.153876595899324542e+01	1.915860007956693867e+00	6.431855584797417258e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.544038265028525814e+00	6.369190986011454392e+00	1.579452852112140926e+00	4.373619843385014860e+00	9.275118251437749706e+00	1.468413764811466748e+01	2.382224147831202732e+00	3.209191001278425404e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.616276469045147657e+00	2.862271193616845455e+00	6.877322384785322207e+00	1.166705050112389008e+00	6.467530150344275031e-01	4.578937344284708644e+01	6.703441715598671635e+00	2.166568453069123379e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.871191494069750050e+00	9.961676336429544421e+00	7.922179076631278960e+00	6.799295885794419902e+00	3.012494318702033880e+00	7.310277075016595916e+01	8.538960536835258353e+00	7.201108157816166511e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.570859425011215116e+00	2.840539917924420177e+00	4.865393510991960824e+00	3.183832735110831980e+00	1.847564107772825537e+00	2.154758734959294131e+01	1.813032636071641335e+00	4.027829858763976922e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.721311147335260916e+00	9.739785212596681063e+00	8.091293743462266264e+00	4.792055233489242561e+00	7.089987369113343041e-01	1.764747855298535839e+01	7.796829793605879466e+00	1.335520086283104924e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.545436994855753809e+00	6.495176215537132869e+00	9.718105773521671154e+00	9.721626561001947664e+00	3.285371627512806203e+00	7.136154225843758070e+01	4.106201479872267690e+00	2.666360818969009117e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.044137922384573258e+00	6.826923263884648208e+00	3.240930245214051819e+00	4.259534315414505556e+00	6.372455308646771677e+00	2.124227935835755332e+01	5.606630071142775229e+00	5.304529520551061239e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.013026476330434633e+00	5.889867496547849690e+00	5.750667447498583051e+00	9.023760559813805315e+00	4.564345915837645151e+00	3.244632090940633873e+01	1.006452484516903212e+01	5.919021458738228603e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.180382570983907087e+00	3.462605131023293481e+00	3.644861445783700749e+00	3.076781461326082212e+00	2.767177168981028501e+00	2.587608538934409097e+01	3.669389996795355380e+00	8.846550587577983293e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.484117239122127785e+00	2.544734829189669423e+00	8.172056826952031727e+00	7.007708349583554153e+00	2.409727692634276774e+00	4.323772950608304200e+01	4.969137923745346797e+00	9.915127647466459138e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.033969620100127607e+00	2.846377913123200543e+00	6.353949906912521151e+00	9.550193346913514958e+00	4.507869446417519299e+00	3.669042120270756158e+01	1.854477636058688539e+00	3.440745679682776004e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.435936897943396851e+00	2.701315667108173280e+00	6.575287273829174772e+00	1.801795301596523569e+00	4.714855480954700528e-01	3.170004451047442728e+01	1.850597708827883103e+00	2.564768838263959072e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.134388166143929011e+00	7.992773510338637699e+00	8.122066448018527396e+00	9.948520320036677855e-01	2.512339904571238014e-01	1.065328513582786307e+01	3.379307179789474702e+00	-2.634461301767921926e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.951589094103553412e+00	3.969563649101892633e+00	4.787453522253475313e+00	5.006064774324820554e+00	1.213973701928592330e+00	8.091097834457047000e+00	1.219245163820223965e+00	6.844137721010510322e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.597220688408591771e-01	1.366589453932108400e+00	9.312388459186575318e+00	2.115025355377898819e+00	7.362058897807474689e-02	1.280608612767980325e+01	7.011492327076701336e+00	9.998300007227389763e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.433818113414210949e+00	9.620014209468950028e+00	5.765719055816793670e+00	7.454907549594040006e+00	4.451659772242568813e+00	3.847483222359081623e+01	5.548751612661291688e+00	5.497693889724281746e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.609031302478886261e+00	8.628627323419548745e+00	2.034933579489570210e+00	9.504559620143359311e+00	7.432994083623454706e+00	7.425894394643560048e+00	5.752144453643985855e+00	9.663748454955229761e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.833735411029819851e+00	9.538351318521511857e+00	7.676677642654436085e+00	5.073376955989461479e+00	1.846457391324363373e+00	4.010403074010542213e+01	2.545440545698794743e+00	7.723534479403655340e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.976815540467239174e+00	9.939623543929897664e+00	7.956736194923575312e+00	3.190962022345558147e+00	1.516496208703561832e+00	7.737197261057650621e+01	3.567868640124173485e+00	1.489194795081499834e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.022245247535999990e+00	2.479279367339760842e+00	4.123414090645355579e+00	4.615490896228644502e+00	2.158017992412118335e+00	1.517420123535242027e+01	7.174014137437426442e+00	9.666361451752058187e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.914670591580120984e+00	4.257324513447021452e+00	8.763135831031092948e+00	7.542490926797047024e+00	1.871812820610788242e+00	4.163099602192119875e+01	1.002064017859931155e+01	2.029628217332092888e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.362128634154116114e+00	7.501379500062037131e+00	8.798190136787397364e+00	7.946899368266369112e-01	3.884047792893632889e-01	7.120540953091447989e+01	1.895207781807623615e+00	9.410186160638400743e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.498672846708456685e+00	7.802675128797419646e+00	3.837871830636236492e+00	6.582164347845289143e+00	3.032021780423814761e+00	1.113871752237959178e+01	9.222272617089732449e+00	4.522304455984289007e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.594966727363237524e+00	2.210586612048273558e+00	9.921967487545341413e+00	6.215425190763143704e+00	5.352909312879347015e-01	1.715217058199896272e+01	6.878064533225034083e+00	-1.372772075606006670e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.215991262941927609e+00	8.512321347231436519e+00	2.635069336937775120e+00	6.887441182443397203e+00	5.364197418398662265e+00	8.116848272398682340e+00	5.918743622165608009e+00	6.743087142321427052e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069510594735314513e+00	3.065203194289963573e+00	2.767781155879390553e+00	3.156378387573149258e+00	1.476577739499685737e+00	7.568317327831950436e+00	5.275221874393320576e+00	4.105303082900260137e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.522458913007120884e+00	2.242418248252461055e+00	2.852399827732607029e+00	7.274730861276918148e+00	1.317971615172235289e+01	2.521062828584040005e+01	2.024718860871268511e+00	1.391443098126519828e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.510135473455463284e+00	6.331353964850417348e+00	8.559304363509896874e+00	1.794690102513628593e+00	6.629629288837795009e-01	7.436383047229611520e+01	1.842344732282970021e+00	1.071405645607442558e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.914112653969700872e+00	6.526742695879820033e+00	6.750532085448308628e+00	3.085750747759625767e+00	1.347417292693579904e+00	4.436623969592199046e+01	6.033474287028432137e+00	1.228959356711627571e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.143197403765327635e+00	6.007242438484284186e+00	2.017487270653294917e+00	8.574523571802433963e+00	1.661319224740746492e+01	2.025913223821732245e+01	3.982548212969434509e+00	1.057371429262089322e+02
