G c dx1dt d2x1dt2 Fg p d1 m2 d2 Fc W m1
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 1.08057130e+00 6.83654338e+00 8.79006145e+00 5.56128380e+01 7.63419173e+00 1.12418053e+01 5.18352770e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 6.22188909e+00 3.40661825e+00 1.92558333e+00 1.05429834e+00 1.33041649e+00 2.04982355e+00 2.15622622e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 2.02576800e+00 1.13599616e+00 2.13359677e+00 1.19646363e+00 5.27292105e+00 7.59649633e+00 7.05443155e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 1.37153216e+01 9.68513833e+00 9.81236400e+00 6.92904663e+00 4.02691055e+00 3.31954443e+01 5.77851604e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 9.89576698e-01 3.25803741e+00 7.06455008e+00 2.32590041e+01 9.28482297e+00 7.40267720e+00 6.32541313e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 1.09481019e+01 7.08423659e+00 8.62198502e+00 5.57906588e+00 1.10802725e+00 6.10825374e+00 9.73579500e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 1.69350963e+01 7.35966883e+00 3.91896440e+00 1.70310695e+00 5.97533388e+00 2.59111299e+01 1.50841826e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 5.10010876e+00 6.49006675e+00 7.08835375e+00 9.02017803e+00 7.66597223e+00 1.37800617e+01 1.37368015e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 2.16506264e+00 3.81616655e+00 6.34817645e+00 1.11893754e+01 5.36516189e+00 8.16891103e+00 4.56360323e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 6.39371153e+01 3.43986628e+00 6.42835108e+00 3.45850263e-01 1.76862727e+00 2.54101001e+01 6.12718491e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.63722060e+00 6.37901454e+00 7.14279214e+00 6.86491796e+00 9.75215251e+00 1.45189478e+01 4.24490362e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 1.37740489e+01 8.79486070e+00 6.17823256e+00 3.94486003e+00 5.66209388e+00 1.76543613e+01 2.09460287e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 5.60870776e+00 9.52060356e+00 4.86156132e+00 8.25234618e+00 6.52767620e+00 2.32517621e+01 5.07574669e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.18506722e+00 1.95315224e+00 3.48330425e+00 5.74096001e+00 3.12948804e+00 1.46553676e+00 5.17005775e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 1.40644325e+01 2.39345751e+00 7.91723198e+00 1.34733899e+00 5.35148277e+00 1.52592557e+01 4.06504468e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 1.70022711e+00 9.50262633e+00 3.03645187e+00 1.69708313e+01 4.86234543e+00 2.08026541e+00 3.63728875e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 1.35094805e+00 7.62881706e+00 7.23118876e+00 4.08345946e+01 1.67406258e+00 3.63448653e+00 4.43758814e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 5.81178258e+00 8.94694442e+00 3.09999540e+00 4.77228565e+00 1.95544318e+00 1.43235627e+01 2.31180980e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 4.32684207e+00 2.82369371e+00 6.62797153e+00 4.32540897e+00 8.53725268e+00 1.42750202e+01 1.09936666e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 1.61981301e+00 6.28827284e+00 7.72370440e+00 2.99841774e+01 3.15837957e+00 1.11423161e+00 6.75937811e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 2.33797595e+00 7.31025635e+00 2.96842500e+00 9.28151023e+00 2.75462444e+00 2.20242733e+00 1.47219901e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 4.13306430e+00 7.12100697e+00 1.53948971e+00 2.65244287e+00 5.54420306e+00 8.36249665e+00 1.58653040e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 2.26187504e+00 4.67336522e+00 2.17876369e+00 4.50164499e+00 7.91872418e+00 1.83773681e+01 4.67910016e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.86020356e+01 1.13855403e+00 6.45397271e+00 3.95021102e-01 1.55751867e+00 8.38458396e+00 8.63467606e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 7.60682641e+00 6.24633451e+00 8.64501766e+00 7.09884376e+00 6.19127128e+00 1.12147463e+01 2.83705575e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 7.52810817e+00 3.27791385e+00 1.40497139e+00 6.11757307e-01 2.07289399e+00 7.05503887e+00 5.01599582e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 1.74707792e+00 5.05228822e+00 7.60736133e+00 2.19993519e+01 1.32814946e+00 5.81512100e-01 2.43899176e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 1.04895467e+01 9.61822914e+00 4.07186781e+00 3.73363680e+00 1.47469557e+00 3.19595555e+00 3.34433994e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 3.43725686e+00 4.59131786e+00 5.30675533e+00 7.08850152e+00 8.50747697e+00 2.06375686e+01 8.12079092e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 6.15472453e+00 8.55821446e+00 9.35973595e+00 1.30148193e+01 2.06175235e+00 4.44469066e+00 2.23390063e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 9.25031655e+00 2.69686545e+00 3.98774354e+00 1.16259889e+00 1.40636228e+00 7.25916254e+00 7.88383451e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 1.71094005e+01 7.05214448e+00 5.18803241e+00 2.13840070e+00 4.94109898e+00 2.07823169e+01 2.31505299e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 1.18480464e+01 9.79306259e+00 1.12314173e+00 9.28338472e-01 8.59594125e+00 3.28620585e+01 1.09216367e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.21493271e+01 1.91703791e+00 1.73438848e+00 2.73668528e-01 3.36167539e+00 1.21712480e+01 7.16817125e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.25405913e+00 1.07487948e+00 3.32732432e+00 2.85191707e+00 4.79541356e+00 1.47012956e+00 6.34879596e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 2.16693533e+00 4.90224513e+00 1.25067017e+00 2.82938381e+00 1.35930279e+00 1.29083819e+00 7.55974221e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 7.79192467e+00 1.83362935e+00 6.68237793e+00 1.57252602e+00 5.04170663e+00 8.50701685e+00 1.13740049e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 4.01177685e+00 7.73545915e+00 4.83758521e+00 9.32777276e+00 6.19851773e+00 8.57890477e+00 3.07530003e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 1.03559294e+00 9.23093797e+00 5.93330682e+00 5.28875634e+01 6.13816348e+00 5.24996372e+00 1.57103384e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.33243293e+00 4.90618875e+00 2.57182467e+00 2.91241838e+00 3.99184023e+00 4.76226376e+00 1.01377528e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 7.49659463e+00 3.32840478e+00 3.66338826e+00 1.62650371e+00 3.83979863e+00 7.07314617e+00 7.54019004e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.86957918e+00 4.90962987e+00 6.97442027e+00 7.03178259e+00 1.95961257e+00 4.95603618e+00 4.37673073e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 8.95750629e+00 7.51103036e+00 9.68772451e+00 8.12333149e+00 4.30118489e+00 8.84213430e+00 4.07502153e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 9.12698842e+00 1.08148745e+00 1.45375096e+00 1.72259825e-01 1.89545202e+00 3.77918558e+00 1.54347053e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.47065326e+00 6.30508591e+00 9.01345889e+00 3.86431214e+01 7.89936350e+00 6.65335493e+00 2.66591533e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.99232443e+00 6.51962516e+00 6.19193081e+00 5.77334023e+00 9.69646868e+00 1.37643049e+01 1.44005219e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 9.80119822e-01 6.73919422e+00 6.07527610e+00 4.17729187e+01 9.73067011e+00 8.41617266e+00 2.89196792e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 2.28719193e+00 3.17819872e+00 5.50250682e+00 7.64608334e+00 8.78563989e+00 1.42607801e+01 2.79955780e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 8.25994904e+00 7.42647451e+00 1.62454677e+00 1.46062102e+00 6.40712934e+00 3.98209879e+01 1.67218155e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.28305332e+01 1.82252338e+00 1.80889167e+00 2.56945468e-01 7.30779128e+00 2.07304484e+01 7.06543887e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 7.28454236e+00 2.79343303e+00 6.40820805e+00 2.45738156e+00 3.56685222e+00 7.54369879e+00 1.98076421e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 3.36756512e+00 8.89723042e+00 4.06862714e+00 1.07494620e+01 6.67693378e+00 1.89831934e+01 5.18709732e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 2.24088514e+01 7.64850836e+00 9.25541260e+00 3.15902405e+00 5.10084594e+00 4.60633303e+01 4.62169022e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.96864259e+00 1.12370999e+00 4.65931484e+00 2.65955772e+00 5.33815606e+00 3.21487678e+00 5.68009545e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 4.66565367e+00 3.23538634e+00 2.28953313e+00 1.58767126e+00 7.81998904e+00 4.16695348e+01 4.52740745e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.41710735e+01 2.92965835e+00 7.43246950e+00 9.00853505e-01 3.53726520e+00 1.91236666e+01 2.00899886e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 7.56297561e+00 3.43725695e+00 3.64018079e+00 1.65440660e+00 3.86235651e+00 7.09654417e+00 8.26344709e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 5.23716494e+00 3.22803793e+00 5.72923277e+00 3.53133440e+00 9.32177612e+00 1.76026331e+01 4.24862676e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 4.27869103e+00 1.56273666e+00 7.28049507e+00 2.65910683e+00 1.50601865e+00 1.32804943e+00 1.17024942e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 1.14346244e+00 5.13046465e+00 9.10237700e+00 4.08403648e+01 5.37070869e+00 2.58041964e+00 2.06394536e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 4.36088370e+00 7.59460127e+00 8.12972075e+00 1.41581367e+01 9.21520720e+00 8.15389589e+00 9.96310706e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 5.70057866e+00 6.46058552e+00 7.08724961e+00 8.03212883e+00 6.49326707e+00 1.05588080e+01 5.42003663e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 3.14810622e+01 7.05584502e+00 7.11669864e+00 1.59506443e+00 5.91766367e+00 5.55104850e+01 3.00135350e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 4.66425149e+00 1.73034261e+00 9.51332180e+00 3.52924924e+00 3.24769761e+00 1.21495946e+01 5.66635753e+00
