G	c	dx1dt	d2x1dt2	Fg	p	d1	m2	d2	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	2.306964953511781768e+00	9.483398130634734358e+00	4.643320027147958662e+00	1.810920512316749864e+01	3.424743172159134375e+00	1.967780860254529252e+00	2.868330510041366299e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	6.429333150737895686e+00	6.842948826528217232e+00	2.330819326144166759e+00	2.545150817266579324e+00	1.486400263931431764e+00	1.686372887878619276e+00	2.302065217770709604e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	5.368189794601431863e+00	7.061068737480964863e+00	7.696367939285929438e+00	9.896858898923516890e+00	7.545485297753923071e+00	2.479402367814679309e+01	1.088728927068223840e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	1.155143045921208200e+00	6.708919410796422511e+00	4.288876058820977555e+00	2.466399829188616266e+01	2.101564716468918625e+00	5.513928916350370191e-01	3.630310698791476387e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	1.355616509465503938e+01	2.727017529745112689e+00	7.126060929950623013e+00	1.578865711683518525e+00	3.646796295875143645e+00	3.603282715544412440e+01	5.782021361604249954e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	2.534765743735387655e+00	4.708484488483175134e+00	3.456772113880616004e+00	6.788909988584680200e+00	5.712864624682503667e+00	4.902368401268588194e+00	5.178696602657257841e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	2.740237180089540203e+00	7.809411932509543242e+00	1.728655884306572021e+00	5.105346307926200922e+00	6.035421217377822778e+00	6.035553013947191126e+00	5.036088964290972747e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	4.454664811761196574e+01	1.880463528061965039e+00	9.995615516295281111e+00	4.089512461570448121e-01	6.460817774172924466e+00	5.842726615691795189e+01	2.751363269370048936e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	3.710936242654928918e+01	3.473883542251177570e+00	2.443882495415961476e+00	2.175789377182901496e-01	2.477899676116871674e+00	2.851704562470422388e+01	3.464845603820927433e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	4.725862980760391352e+00	3.539054280180712997e+00	1.001806739709642358e+01	7.321808340745615595e+00	4.388581606463072937e+00	1.002675551529025633e+01	4.993859820205880595e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	1.769400269682875448e+00	4.831334588099879035e+00	9.847739706858099851e+00	2.553976713314132496e+01	6.524729054099296377e+00	1.195316315026909670e+01	3.375689705906033566e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	6.193711124236486176e-01	9.837893378532296396e+00	8.152726618282091664e+00	1.355856977932737664e+02	9.720817675310359007e+00	4.689576882070527475e+00	7.133305511723591508e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	1.378458761324933946e+01	1.609845654652384717e+00	6.870853806072776848e+00	9.774595226525217839e-01	7.642060951912294620e+00	6.826616441490470777e+01	9.644195882295075961e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	4.215347124447615279e+00	5.668163561576005094e+00	6.168621193998018448e+00	8.576149347205372919e+00	9.295138848656595343e+00	2.409412161784270978e+01	1.428141494890193819e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	2.983333424863950700e+00	2.586217272884148155e+00	8.716698190434700066e+00	7.598148175935602211e+00	7.816770825839936876e+00	5.719335590004831715e+00	1.524661023607391641e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	4.070238192866650451e+00	9.704699172077718927e+00	3.593241372936397227e+00	8.473692730955452390e+00	6.326837740755197892e+00	8.484824795288549382e+00	2.787905935523495415e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	1.842699715913694858e+00	1.961355639312390098e+00	5.259573329350977211e+00	5.277717684478558269e+00	2.824497372829061437e+00	1.889419093565129382e+00	7.539262651696324369e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	2.878892523893747502e+00	4.658537489928392006e+00	6.574309757722989644e+00	1.068144215755599191e+01	6.972584998810174461e+00	1.952154946354565013e+01	9.947618177340656231e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	3.281754940995621261e+00	7.604795435831424477e+00	4.756367123102271499e+00	1.109204786548035315e+01	6.545624024673382557e+00	4.758132525674411362e+00	4.234793805459669436e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	7.974340214476284494e+00	7.393431633300648897e+00	4.865765555395006992e+00	4.127986008500132087e+00	6.394737245141162596e+00	1.370775447000721670e+01	2.420077631075725044e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	1.952681922648269008e+00	4.792401722551952403e+00	3.950605782975645575e+00	9.584196067119879814e+00	5.415137020869241979e+00	1.339405626493993751e+01	1.402145175454557702e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	3.431417420435623455e+01	4.061419611268131113e+00	6.082859246552128063e+00	8.931845354785777902e-01	5.795667580167053856e+00	5.386470677133640805e+01	3.374506475411681805e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	3.950616430702937443e+00	4.565637651734910207e+00	8.680885610814076614e+00	1.014683347412247016e+01	4.065222189570964595e+00	5.662990463588522871e+00	3.962234941364441987e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	3.822768909479014265e+00	3.356245127330011790e+00	2.821338825983252363e+00	2.390639542195100553e+00	5.616444293848961600e+00	2.538036800371803636e+01	1.384609017612816118e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	5.514829684941749299e+00	2.902623006152668328e+00	9.418105041443766368e+00	4.719808870507370635e+00	2.725838059601584984e+00	6.258094559897830145e+00	2.097183125545229565e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	7.509486293167576321e+00	5.327381914418809927e+00	7.159899121290940194e+00	5.252794612917002226e+00	8.228834829276383545e+00	2.244485376087305895e+01	5.621527121417123851e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	2.464355803924294985e+00	3.401851495089295963e+00	8.385874918399425226e+00	1.163467414632201269e+01	2.709545112178290527e+00	5.574298859095769387e+00	3.746863266099742074e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	1.052766173045223397e+01	3.663567302536549608e+00	6.128733412978706774e+00	1.986653796575235109e+00	1.695570303647411903e+00	3.795265292546642133e+00	3.461172424392907065e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	5.550990156655486452e+00	6.938318988298256329e+00	8.082564239740534617e+00	9.990172532933430105e+00	4.892895190060766453e+00	6.263213001679919678e+00	2.781216028890564296e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	1.572864438135379039e+01	9.806844508941635397e+00	1.065524234176045582e+00	6.429755284841487395e-01	6.892247969679184294e+00	3.104285590241483561e+01	5.745084218739737736e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	1.085595182228860311e+00	6.500891642901253320e+00	8.236496254001842487e+00	4.572793468052421417e+01	4.991117461144992440e+00	2.222544521516384819e+00	1.781555635275623217e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	2.692298354652436387e+00	1.644789758418389258e+00	1.365399891502429908e+00	7.924571981477356308e-01	3.519768528326356449e+00	4.207863998605865241e+00	1.468992757587589848e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.770657885944912913e+00	1.733842276320081588e+00	9.057887393087792560e+00	8.308629080613965101e+00	6.073120279618890116e+00	3.420232814001105570e+00	2.240585424745136933e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	3.520909002338357130e+00	9.645379383644469229e+00	9.899343768989139036e+00	2.704377147044900909e+01	4.196463308676698034e+00	4.816043138366889131e+00	7.059626400153961256e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	7.378532224305462961e-01	3.758594039491323535e+00	3.702256378672517556e+00	1.700009959665425896e+01	9.379040694382602794e+00	9.377174853909018282e+00	1.944102476495140408e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.933613092178285031e+00	1.882092215198670537e+00	2.896116363077762657e+00	2.755270927452580842e+00	9.238663016232795400e+00	6.764589093209120385e+00	5.500314720691960702e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	8.983480087561039440e+00	6.443776932084949394e+00	7.879388407043126819e+00	5.793795970577686028e+00	5.456556585435486717e+00	1.187937022124242681e+01	2.460951345945781021e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	4.403847626230037449e+00	6.596454821425819404e+00	3.318422269733770413e+00	4.683002729320257629e+00	3.850114052986482349e+00	7.272802895526953471e+00	2.432964314954309426e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	1.024466272398135702e+00	6.791212743991519751e+00	8.761090452651359328e+00	5.538169197230840268e+01	7.609022954097087066e+00	1.136872197751750946e+01	5.188086064103078598e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	6.362821848251274837e+00	3.387551404198987814e+00	1.909966586016432100e+00	1.108756425681355795e+00	1.309337344202628595e+00	1.855311756745234852e+00	2.634528122448805965e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	2.022453964159426576e+00	1.045874881236927623e+00	2.170100431631944993e+00	1.119074590791750312e+00	5.316127650664383530e+00	7.691340287182083735e+00	6.923252835503149960e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	1.366286129038300245e+01	9.757828881678751287e+00	9.810653879664320343e+00	6.825257093123384244e+00	4.027838494468001684e+00	3.305084599713681115e+01	5.777965539818255003e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	1.076425518985913543e+00	3.242701698540273458e+00	7.168520129197809787e+00	2.311251973441354224e+01	9.257922666977956183e+00	7.403769357256314798e+00	6.323787675296754429e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	1.095220596045293249e+01	7.154141170405821981e+00	8.659777328776804950e+00	5.546982552197833982e+00	1.101663350618077519e+00	6.097126959386676148e+00	8.470183702637283929e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	1.690921421757225573e+01	7.293003134467487492e+00	3.953215561636837183e+00	1.886912863283473740e+00	5.918333920347918387e+00	2.567340247427114619e+01	1.509738548989463913e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	5.114403300404323893e+00	6.548673301471399810e+00	7.085657257719216062e+00	8.961278009018196045e+00	7.722227884331838155e+00	1.366061330489124970e+01	1.371611574403331524e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	2.116159924207813514e+00	3.789376802042843106e+00	6.395823881520390941e+00	1.106238067657969992e+01	5.322045144411926110e+00	8.492979293513938543e+00	4.567828527606398126e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	6.386150762607116604e+01	3.370338542021567463e+00	6.410778802684110822e+00	4.218200470774076671e-01	1.706088583955602145e+00	2.544513138810975050e+01	6.194296512696605417e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.628779445303715434e+00	6.467096548850920890e+00	7.158173108997811340e+00	6.885055770947262843e+00	9.797022990174150792e+00	1.449314267476828988e+01	4.199528718049499787e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	1.369892378953121437e+01	8.854803637840397812e+00	6.128322555089842361e+00	3.697897890855342151e+00	5.693593564278172536e+00	1.792077866303998945e+01	2.171072577762933609e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	5.609502358066770888e+00	9.532068678836706610e+00	4.918179151118161840e+00	8.329529381254333842e+00	6.433111710558496732e+00	2.319353244809344616e+01	4.892268653497583664e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.211402445113210380e+00	1.954989425135320369e+00	3.499133336463840394e+00	5.988990309618504426e+00	3.176394972125638372e+00	1.452101874921979174e+00	5.164749330342306877e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	1.412782167279495305e+01	2.417249837370659016e+00	8.025218433751973635e+00	1.044298598787977594e+00	5.310797659966675077e+00	1.540486136399290373e+01	3.919396859205814820e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	1.784040902210695778e+00	9.513162305616525316e+00	3.166759116645434524e+00	1.682683450572654849e+01	4.841821380723437152e+00	2.021374378668510996e+00	3.561939881790867624e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	1.320798602761256380e+00	7.585928188159955177e+00	7.272766372853868511e+00	4.050265580453162784e+01	1.684322840497282314e+00	3.524779894349753473e+00	4.480938732238103128e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	5.848893055177222244e+00	8.924638483669157907e+00	3.103722491054035526e+00	4.763510427600415653e+00	1.987626479347075481e+00	1.399235685283379738e+01	2.206558707872125158e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	4.363440477083179836e+00	2.929834727369055258e+00	6.576439888894708652e+00	4.440818655145331917e+00	8.561692471179505048e+00	1.413739498232357583e+01	1.087606484862260281e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	1.644172546390257672e+00	6.432926716553573954e+00	7.772985650436997851e+00	2.999647139992294598e+01	3.155646446492917701e+00	9.752059731043315471e-01	6.956131215182940863e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	2.302348304581319116e+00	7.394849462912787885e+00	2.979879090643655193e+00	9.443719456364563669e+00	2.731327740907939727e+00	2.225729855662082368e+00	1.359919195155332439e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	4.056670689503917515e+00	7.146895027276615409e+00	1.568796187389325247e+00	2.749226876038221246e+00	5.566818230905973053e+00	8.272785381434351493e+00	1.722866509823257397e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	2.299177770731088977e+00	4.655081596849022674e+00	2.272984307829308825e+00	4.699996178066281338e+00	7.912229209668523389e+00	1.869450464138499157e+01	4.664875939526356596e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.847520214391310134e+01	1.095345230934933856e+00	6.409066802965401877e+00	5.302204358554523100e-01	1.656563672534573373e+00	8.229157719862227438e+00	8.201157401708073502e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	7.586923811125639183e+00	6.206693313916364474e+00	8.594671293476547902e+00	7.051888813575430959e+00	6.223442736184225055e+00	1.142058148668626494e+01	2.883873364638499748e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	7.338353086925669011e+00	3.247963394503123435e+00	1.392093392307510058e+00	6.195329393949688956e-01	2.022233742946955459e+00	7.087333160178935110e+00	6.120047494423643819e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	1.647772596986966320e+00	5.168738805675171299e+00	7.652091728806722060e+00	2.189812499921864486e+01	1.301947465064768217e+00	7.000733944454117230e-01	2.344324407088646200e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	1.042436867610482487e+01	9.716009982026829306e+00	4.102091139505906980e+00	3.706758442000023024e+00	1.477339479784429477e+00	3.305588538815046107e+00	2.922864082047687551e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	3.518752186401127524e+00	4.631716710999341124e+00	5.257967643393789636e+00	7.095706763303902598e+00	8.578766110666853351e+00	2.031158280445265873e+01	8.190743942065877192e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	6.205856425929679787e+00	8.506212862331782532e+00	9.400944992360731334e+00	1.300492505156084810e+01	2.139168116470440140e+00	4.442992910056220879e+00	2.257689498189467514e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	9.209154799807386382e+00	2.745209920111752133e+00	3.922314103549404685e+00	1.319011662239180760e+00	1.384629614603291259e+00	7.220626213824109740e+00	8.794039222303008385e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.528466785107187143e+00	2.574188633991230990e+00	8.191853120175379033e+00	1.716359847348114442e+01	7.039227244407073592e+00	5.142401057435575851e+00	2.099926223345988774e+00	4.889878122577221653e+00	2.061581755379052439e+01	2.357602199682405697e+00
