G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	1.179416039265090754e+00	2.986662612376340231e+00	1.270263305307959500e+00	1.408662177876576438e+00	5.978535370599825427e+00	5.035499853718203411e+00	6.157796793352305009e+00	3.690447629797981577e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723073782528485864e+00	9.893480372920040011e+00	1.731774967878281224e+00	1.584083100179851300e+01	3.486268899525732934e+00	3.604789189704673547e-01	1.403838614583177389e+02	3.808376601289557573e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.540394646287067459e+00	9.636976442891757699e+00	9.104486777281950438e+00	7.738077232245281323e+01	3.753324903833367809e+00	4.271761319717569672e-01	6.088589544410576764e+02	4.510953838287161677e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.929149394451608490e+00	1.375472368380244559e+00	2.316586010469745549e+00	6.996648186983815521e+00	4.272478022075238968e+00	1.442018358183505544e+00	2.152300192313023075e+01	4.151205618430709343e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.572244733085907953e+00	7.236916119178685491e+00	5.759431980385087080e+00	1.563394116025161296e+01	6.530247267660580945e+00	2.490763134540592727e+00	3.318724449692867751e+01	1.221809310614612176e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.633064553085992632e+00	9.297038107813149210e+00	4.727968119051433327e+00	1.302761548015488557e+01	4.010801233937739241e+00	1.500345846462406652e+00	3.396208817933818125e+01	6.154269276271684408e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.773963829328942143e+00	2.517677241171294433e+00	4.162221181034034601e+00	1.494784340553355406e+01	7.713564892183518040e+00	2.038840371627416381e+00	4.078259643121173639e+01	3.661674540590354798e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.750424306853468615e+00	6.093159879311396132e+00	9.160837166897488615e+00	5.180845219710344196e+01	4.674967211001328948e+00	7.960287295029384591e-01	2.557650087551814408e+02	8.852800485334176850e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.901686316582882341e+00	9.128837516754789050e+00	1.185353251497936133e+00	6.294816620828567189e+00	1.621995529158538396e+00	3.096126348629192337e-01	5.329516142389381628e+01	2.477418385814022517e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.671581994385731740e+00	1.257025874623071804e+00	7.083926459184788804e+00	2.469085284728151208e+01	8.081264713368909725e+00	2.248869331907029867e+00	6.163298384910670791e+01	7.881964417625693109e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.487098808986470289e+00	7.192182302836353180e+00	9.638008798535384614e+00	6.244144456504878349e+01	3.550124574447638626e+00	5.572422441451960751e-01	4.094450368148166604e+02	5.825736205278029267e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.265114910288585026e+00	3.697512499016247123e+00	6.054446485062756622e+00	1.347988286297837845e+01	4.965255840677779808e+00	2.166478475582597429e+00	3.134944685776247653e+01	1.945739570480338632e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.446605069236785113e+00	9.319595765583082780e+00	9.444945497492744479e+00	3.428697384833976969e+01	7.147377716656145630e+00	1.975259879685189457e+00	9.091533127361535094e+01	9.697473265323880431e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.272920132180417774e+00	9.756378475019253926e+00	1.408369740082827004e+00	6.795769202901408512e+00	3.886047554165763085e+00	9.362298888338921321e-01	2.620203334401386641e+01	5.272647277095843243e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.145974645718709439e+00	9.492582043418835269e+00	4.753355000244863682e+00	2.428914248043645685e+01	1.488088203914890162e+00	3.095987232915238252e-01	2.482539196464242934e+02	1.811932420156918966e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.045454295199109040e+00	5.190360994586600718e+00	3.350338332609897218e+00	2.677146657478085601e+01	4.312956450487392068e+00	5.303366555625157464e-01	1.816718170263943932e+02	9.217965210905552098e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.771830373011248128e+00	8.786951853563046200e+00	7.553528461789072779e+00	2.128781055505665876e+01	9.484815152433382579e+00	3.401672561825196617e+00	4.843026900868323992e+01	1.467684701692747895e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.571743298369449704e+00	8.707880936084686496e+00	9.966453125606324903e+00	5.547454801985787753e+01	6.761584387202967505e+00	1.196634605605224611e+00	2.094358640360378274e+02	9.167995521235718925e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.386036382313633908e+00	3.894669393082028197e+00	3.262464683053985848e+00	2.108254967680854364e+01	7.108133353290041256e+00	1.109678416427729575e+00	8.506885326213618725e+01	2.120846646443504291e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.447738237005399498e+00	8.436544421177435638e+00	6.952695119249005629e+00	9.713577704442963423e+00	6.728178185631061403e+00	4.720414253795774506e+00	1.376925536049169274e+01	1.353204816558921442e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.512577658399549385e+00	1.253623108829038157e+00	2.830169416419216599e+00	1.741316574669549055e+01	2.805180799219786802e+00	4.314088636395128074e-01	1.366325236499621383e+02	2.408660529943537743e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.441289076724320051e+00	6.315911730134370572e+00	6.087206871237363259e+00	1.515614373952990057e+01	4.764845333826611906e+00	1.890424463166644919e+00	4.147158285379586573e+01	1.055610527311510172e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.576780287900048538e+00	3.095282841688376418e+00	5.127618550997181224e+00	8.631263236729262545e+00	7.701138230711058519e+00	4.900464531729872952e+00	1.402782703978892798e+01	4.116207257107614481e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.524809366773801855e+00	2.144801197174295293e+00	9.705627588309022613e+00	9.305217554955186188e+01	1.794280875601361291e+00	1.788703810213713719e-01	1.428597929481819619e+03	1.007516832497319825e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.675502892328651683e+00	1.707091201589642226e+00	6.448145100672117103e+00	6.266741430030730697e+01	3.506800756253197537e+00	3.418061901237740008e-01	5.870779223504582660e+02	2.282532512347288378e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.242234815932571124e+00	7.311097955722561714e+00	4.046954939094642434e+00	3.464215432546541962e+01	3.529888891670038831e+00	4.160530594525824188e-01	2.778474956050417290e+02	5.459889349447423212e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.722791687418563811e+00	4.098243912899119046e+00	1.971454195913359797e+00	7.244691484437385753e+00	4.882305830182191997e+00	1.332638725763046317e+00	2.380007854062279193e+01	1.533055775608561655e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.925034430871853885e+00	7.551080237102232751e+00	2.279364272733705121e+00	4.369281051013133244e+00	9.794364997504560577e+00	5.215624848170934413e+00	7.524765990613179412e+00	1.994316190577634096e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.054567814430233952e+00	1.551575158346235828e+00	3.102166897771874599e+00	2.171496806329550466e+01	1.632668166083013350e+00	2.215937027358360623e-01	2.942790388534147041e+02	1.168470387156691714e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.057565124329760131e+00	3.847288675850907946e+00	3.292849288182578160e+00	1.603527864000054137e+01	5.663797865126214859e+00	1.134811213165633381e+00	6.529662617530810564e+01	1.770834588149410749e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.124531086658353551e+00	5.808225051451555210e+00	8.698943270894549329e+00	1.819252427075001677e+01	2.705537801899116079e+00	1.237948451427350882e+00	5.572956736351139284e+01	6.477192455613008937e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.454301057009812048e+00	8.117478079798038593e+00	6.083518338490769395e+00	3.296158774840708361e+01	9.802821123186813423e+00	1.786831307346818720e+00	1.027799574027942526e+02	1.393540925827849053e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.358577355937122810e+00	3.887178983541522470e+00	5.719737570336750565e+00	7.058316690186557274e+00	2.071673313406715788e+00	1.562422122973234684e+00	1.723931709485268016e+01	9.380341684248767464e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.105305837713649098e+00	6.726415747851449467e+00	2.113573527980159295e+00	1.872451479145059139e+01	4.673428012362533579e+00	5.109327374570730163e-01	1.338339342283885287e+02	7.746486148660896021e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.293044163220902210e+00	8.900937300404612174e+00	8.707533054444702714e+00	2.870151718355064929e+01	7.571123254181638451e+00	2.283758467410954118e+00	7.205631074025926353e+01	1.110959202920962063e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.956147583500249532e+00	6.569555709443184455e+00	7.511218656662931537e+00	5.230701560077017120e+01	7.376880188168633445e+00	1.093738605556978660e+00	2.214556629083150767e+02	1.301548856660673437e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.879308026555129185e+00	3.179038768565724649e+00	1.650265245233754285e+00	6.534975844289808045e+00	4.824929666927538108e+00	1.263687871387241923e+00	1.868434204166232959e+01	1.950861040438195415e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.678095651364331253e+00	1.261822913092220055e+00	7.297563310168918349e+00	4.178477850305429797e+01	4.151545557247503737e+00	7.167862454005327066e-01	2.182759949166065212e+02	3.947392510022100343e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.944750859383103325e+00	8.877227922267481475e+00	6.062826808315875837e+00	3.453076388862010759e+01	4.605178210924444571e+00	7.935576685252228035e-01	1.785523712135965297e+02	6.072662742526530044e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.631780263059226854e+00	1.224119082704970385e+00	1.737105411878887340e+00	4.584832210044429424e+00	3.402996108686301202e+00	1.261634185681238529e+00	1.623446931295602980e+01	3.905652955269089954e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.752611047016754853e+00	8.944543419776342930e+00	5.132545932677217593e+00	4.959476564967624057e+01	2.994204491856735206e+00	3.166168852806587886e-01	5.517050001776614181e+02	3.493757750874325607e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.066972799105329273e+00	5.699936105799049635e+00	5.431667005128804959e+00	4.294874749039660600e+01	5.343233063661725346e+00	6.579527642559718226e-01	2.459428311273330223e+02	1.070607932314276090e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.509371450530979430e+00	9.374508031040216238e+00	2.542491505189540479e+00	2.351843280527391755e+01	3.467491257714690356e+00	3.818250322923613105e-01	2.179439480223126111e+02	3.559860408107130558e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.049037500258814148e+00	8.188696741900717058e+00	9.513385855542495051e+00	8.662255777366578968e+01	3.561658533333883270e+00	3.990974937514144560e-01	7.421044152825903666e+02	5.061376315071827170e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.417659461785087061e+00	9.861178176244617788e+00	8.656963634116200623e+00	5.554381715561023469e+01	6.953604967240668344e+00	1.101490716480621579e+00	2.295903655096246041e+02	8.147932817214186274e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.328125121994766289e+00	4.224869082773821560e+00	6.938147199552531674e+00	6.522927936022720985e+01	9.767684902145912673e+00	1.072393576264301540e+00	2.882774093525088688e+02	2.597296349666732507e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.823850610046439336e+00	7.972604887546236974e+00	5.129933948835708080e+00	9.485350340289937066e+00	6.452462561719757517e+00	3.564627202106110282e+00	2.161728614269877369e+01	1.208083400832635546e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.824028111602370217e+00	4.593270253692455896e+00	4.734448415839614732e+00	1.288844327426925496e+01	1.783177803842799669e+00	6.307459034957619837e-01	6.814596232065723314e+01	5.218598411916867130e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.466823345946009383e+00	5.298254034245659660e+00	6.883271415760678025e+00	9.660771630125545073e+00	1.632383338315259946e+00	1.174004578230944951e+00	2.584194325499470679e+01	5.223557699214808059e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.921090763842600246e+00	6.643524367278729414e+00	5.976315337379751291e+00	2.310157305362424651e+01	9.536433891254453954e+00	2.419551765448508363e+00	6.108297236864186885e+01	1.795843546008889069e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.532836088084587267e+00	8.865988019804282416e+00	1.553804301468944660e+00	7.248908128299742515e+00	3.687114041394774944e+00	8.056501854992247358e-01	3.218276300939561452e+01	5.039051966194857402e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.421407009180450931e+00	9.863826103193668260e+00	5.535922712936574008e+00	1.974877639093369908e+01	1.876284251791302093e+00	5.384486218012155545e-01	1.123376578284578926e+02	2.465835408452640432e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.408678049803048893e+00	7.945516041532441065e+00	8.315981532051525349e+00	7.008779289810817659e+01	6.401114473619749390e+00	7.560790358587344828e-01	3.754076793499411338e+02	9.142841192225507063e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.196194105259709595e+00	4.750297567122687248e+00	5.212454749427143597e+00	2.189104188052276001e+01	6.682441963770053839e+00	1.568062402567765412e+00	7.021476970514909510e+01	1.734927175948010492e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.524282180743681714e+00	4.844684332462745324e+00	1.517207135244990512e+00	5.455096092845290734e+00	6.800723623103039017e+00	1.939663358123246972e+00	1.385914473457851592e+01	1.845267878474108558e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.794334852914075462e+00	7.663049479389401064e+00	8.067468508901352919e+00	4.768957870953036604e+01	3.344874454291416388e+00	5.874002440382366519e-01	2.922563030202412619e+02	5.262406603431784013e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.314881876370487035e+00	3.115227988181964225e+00	2.869941398464560312e+00	6.037521024728841113e+00	1.152676303662595769e+00	5.103747449501810918e-01	3.773179297653864239e+01	5.271062760622517995e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.069996627648881926e+00	2.068541417100792312e+00	3.516919998042030482e+00	2.786204360430991400e+01	9.680960271896138281e+00	1.193934368471353480e+00	1.124651490941209033e+02	5.428125535307347427e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.817890071004207631e+00	4.116037468424696755e+00	2.488715489537867587e+00	4.688955219293891474e+00	3.287424661255658798e+00	1.975855358155853336e+00	6.404512671975956195e+00	1.229231002982552834e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.963268769226003130e+00	3.580023592399004251e+00	3.899506050797751033e+00	3.918046974047792474e+01	7.082753201119005304e+00	7.165783861438536073e-01	2.209106536558236371e+02	2.191711416530998768e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.936076321383247034e+00	3.720564200961548273e+00	7.778390932562045279e+00	6.198600276077525706e+01	7.341262282197626554e+00	9.182623799763887096e-01	2.887548984897512128e+02	2.274319258030027768e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.788951313759272743e+00	3.062244077012901133e+00	5.709009345171719652e+00	1.600656263582109418e+01	6.486010097904552296e+00	2.336270971240513195e+00	4.041725962547558737e+01	2.854845933125924606e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.066096823920796410e+00	1.396059772751649053e+00	2.755319768133871694e+00	3.150431421438575352e+00	3.817728248982529049e+00	3.619108267679111979e+00	6.276881544567840976e+00	5.395243624192695542e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.307265679414744142e+00	1.191092238013299554e+00	8.909824547486184798e+00	7.416183289618761876e+01	3.423356497248251085e+00	4.027814011607400713e-01	6.170579070083470015e+02	3.334548815996579485e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.372141233421892537e+00	9.841629226988656498e+00	8.937237554490257807e+00	6.526398749424927814e+01	6.368018239714094975e+00	8.808163224431702076e-01	3.135293951346897074e+02	7.122128759656899399e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.553270786275770199e+00	4.845926151577494068e+00	8.919969903110176901e+00	6.689522460470496412e+01	8.773012677458876141e+00	1.161400894432787156e+00	2.686823076156387060e+02	2.072180690567650085e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.936330789259693930e+00	4.450233268176271295e+00	3.221510294380550921e+00	2.517423666654190129e+01	9.566978059115447408e+00	1.181558859593172084e+00	1.021221332164964792e+02	2.399446081322801128e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676223103433821082e+00	7.086131503990341862e+00	5.108893459424965755e+00	8.651551495840477557e+00	1.963655325386742811e+00	1.150753574987620098e+00	2.290954183935068045e+01	4.687703584420891967e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.155099377015941897e+00	3.092330746796917218e+00	9.745491311219234731e+00	4.179572048397322703e+01	2.515623993841819228e+00	5.670363940154246052e-01	2.431259644394347106e+02	9.717117171737860160e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.044963175732614769e+00	9.507197865046618901e+00	7.998969634182839350e+00	1.615528199595539149e+01	9.511325870693623230e+00	4.668060647582731981e+00	2.984235466666436309e+01	1.513216483193433826e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.776777127067653339e+00	8.133010967402455549e+00	1.283462780710884932e+00	1.120979744348806584e+01	7.598997077047514814e+00	8.862350062760032676e-01	5.232177817258745023e+01	1.045859900178160329e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.616656879627238474e+00	1.782846887657184132e+00	1.600973676625641495e+00	1.050826273562615754e+01	9.091518104554959123e+00	1.355198764919397725e+00	4.180956864736359080e+01	5.700952995959649883e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.966400792642100104e+00	4.697775716414805736e+00	5.079845553413124826e+00	2.044869120302486110e+01	2.846084858702731868e+00	7.385669113847505018e-01	1.030023577871792781e+02	7.460386578855449091e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.633609528587508297e+00	8.917784486476271866e+00	9.140091101520047445e+00	1.438171013186482128e+01	6.341872011938907150e+00	3.998609235585136368e+00	2.456797926089726403e+01	1.142165980642242396e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.779700131014429587e+00	9.538698275913509050e+00	5.783888292635526618e+00	2.169330015292204195e+01	7.342309107412329894e+00	1.922355291264056465e+00	6.189136075208717358e+01	9.705250371285805144e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.938953480468676105e+00	5.257822981322072486e+00	5.369050825569980034e+00	2.146462424319314621e+01	7.154732895985508989e+00	1.776758512346571228e+00	6.569584691480321226e+01	1.703012633879728677e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.636669360924932981e+00	6.607613741278503205e+00	1.949102335497157945e+00	1.495543941928088039e+01	4.702362184805124912e+00	6.112393508644443640e-01	9.001128095368667914e+01	7.990796178765720015e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.733721158045766764e+00	2.667154148226218879e+00	6.866967982584944785e+00	4.666846101950736170e+01	1.078894054953802417e+00	1.811697772483258917e-01	8.002288901033819002e+02	5.308890023548553661e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.996522094683776061e+00	9.934454135321953316e+00	8.543888675870833893e+00	7.591962119371038398e+01	6.266230237158397998e+00	7.175878629425481714e-01	4.273376474794123965e+02	6.838495697339874724e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.244717695673466018e+00	3.048156459627440196e+00	4.414461071615411569e+00	2.314570271600401341e+01	3.206194133697251036e+00	6.124889639757350457e-01	1.326130209160713491e+02	1.251385442929568326e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.143318486451859961e+00	9.509780074135376182e+00	8.051943200989724048e+00	1.671642980268800471e+01	5.042849305054785347e+00	2.439873062168242512e+00	3.430052147503638338e+01	7.650744573637607848e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.405254240409805178e+00	6.832009998951614094e+00	9.593649709617668719e+00	7.205773689625458189e+01	9.578948742891411072e+00	1.311380814375575854e+00	2.749913327309917577e+02	1.585247986824032118e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.916524555030783894e+00	6.521144087963239855e+00	2.804628430237593228e+00	2.294028136404334006e+01	4.610669063209916985e+00	5.852604095598086253e-01	1.371474119819483519e+02	8.231915881120307477e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.045888283075906422e+00	5.542033329905573069e+00	5.715317043059411795e+00	3.459724101286313669e+01	8.576301968178221102e+00	1.381550232062437544e+00	1.219463731032353735e+02	1.761404205512221655e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.892188004209027774e+00	3.207782449191183716e+00	3.534096523556722769e+00	2.814113972261949215e+01	2.722911683432608143e+00	3.432505547593430184e-01	2.748692678615909699e+02	9.742992428754496670e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.480930145118150243e+00	2.636375578777050865e+00	8.112377319406784082e+00	4.454624819297861649e+01	7.067696922080115129e+00	1.306258008203328824e+00	1.621476081894612378e+02	3.227940491888632746e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.688105895474715012e+00	2.890692113713186906e+00	6.186305800439900970e+00	3.591845555049442140e+01	9.760212856045388463e+00	1.703136380273097217e+00	1.113835478182324863e+02	3.850147045077263463e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.881452595882428191e+00	2.638499977876731517e+00	6.698326176131240928e+00	3.243850692705555616e+01	1.902908811236280417e+00	3.918014952056343980e-01	2.598170493662553895e+02	9.027377319407182688e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.081048341376442457e+00	8.061660119501476984e+00	8.283660623163706660e+00	1.030505968021485153e+01	1.124703979651001218e+00	8.582200417405740911e-01	2.841006578270013705e+01	2.403503311089612571e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.971304564856968700e+00	4.216569181959160417e+00	4.584618587495227438e+00	9.363654156732785339e+00	4.960052220995094352e+00	2.450370679870374602e+00	1.909070401509647397e+01	1.785994626604002544e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.257987411143160816e+00	1.449807529331891498e+00	9.262287522359040182e+00	1.215324015251307621e+01	1.771549675504819232e+00	1.444026103145598539e+00	2.852880567600965378e+01	2.162465073981796770e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.670146854629088295e+00	9.761590408572178745e+00	5.827057666131217673e+00	3.903983657226032733e+01	7.652584289692163644e+00	1.149739946144354708e+00	1.573836512042664708e+02	9.302103708153761641e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.799260717576824931e+00	8.845739409970706291e+00	2.455420503767927087e+00	9.063339890832878609e+00	9.191588718727116358e+00	2.433535687371230161e+00	2.257367871037952867e+01	1.304251752950081888e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546085633203365006e+00	9.344800656666389926e+00	7.258515329582574616e+00	4.048288241928822373e+01	4.962769760437081068e+00	8.919678781315469873e-01	1.881079615011339570e+02	6.159909735290698407e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.165501130516215511e+00	1.001603529779990254e+01	8.121641653055846177e+00	7.475989009990847478e+01	3.394171013591585684e+00	3.579720975574741670e-01	6.907293287412582004e+02	4.064628203271267726e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.169626127151051964e+00	2.534375560968090024e+00	3.860066091510984343e+00	1.276307656370413923e+01	4.859571744269088889e+00	1.512431430994901183e+00	3.942823011599119809e+01	2.502380312320696021e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.710564024210128764e+00	4.482345735520665286e+00	8.778487993001890644e+00	4.100170192391734503e+01	7.527666169048917055e+00	1.608426921829665623e+00	1.335462208197026825e+02	1.987627527958702789e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.873904015504687770e+00	7.832280436846867921e+00	9.217476238219330043e+00	7.129697845994593308e+01	1.180792105066409192e+00	1.524922278402197351e-01	1.498233543151382264e+03	1.445799368462425960e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.074388208267461398e+00	7.230544107620779926e+00	3.478866423877082337e+00	1.084962679631230387e+01	6.327568279466441403e+00	2.065654018679389470e+00	2.994856498195372296e+01	1.121306303438972751e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.736604153143831653e+00	2.420086472419174406e+00	9.894090903152889638e+00	1.693502882021155997e+01	6.596576469577887458e+00	3.867166396568352038e+00	2.950019934579825431e+01	4.362757321623430329e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.667004182021894820e+00	8.293246031711042576e+00	2.255659462966434159e+00	8.290472482772141660e+00	6.793259038756661816e+00	1.863723984000530409e+00	2.459358870134273189e+01	9.904040935275804092e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.517914222903713473e+00	2.976982156473916508e+00	2.820011233712797605e+00	6.656512215272999633e+00	3.128926246873881656e+00	1.282426754108797695e+00	2.156669132082276974e+01	1.481670650228552155e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.468496554408526222e+00	2.901927023249881277e+00	2.631877238933923113e+00	2.484405395166299613e+01	7.416190102299053954e+00	7.918825952853637551e-01	1.278255820034664936e+02	2.723105950579886247e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.246065065419372786e+00	5.842224098958682887e+00	9.035877578399366783e+00	7.512174705752109105e+01	1.824404770388637465e+00	2.232324110781600535e-01	1.043348668795069898e+03	3.896499640599894176e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.661747236751837775e+00	6.327508017679910779e+00	6.962696542374438025e+00	4.574351407451223395e+01	2.799070161241459243e+00	3.996929400828693746e-01	3.698412108853355562e+02	4.744100242189064343e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.885548891638869407e+00	6.154664179899555165e+00	2.374041723700703432e+00	2.032123588363293010e+01	8.946834746422410944e+00	9.869831576394429984e-01	9.486809211184358048e+01	1.576121817612764930e+00
