G c dx1dt d2x1dt2 d2 d1 Fc Fg W m1
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 2.73520134e+01 9.68513833e+00 1.17827324e+00 1.10858184e+02 5.44732047e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 4.14790911e+00 3.25803741e+00 1.94980467e+00 9.18249894e+00 1.24244747e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 3.92505977e+01 7.08423659e+00 7.16884152e-01 2.20448093e+02 2.17595323e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 6.20971552e+01 7.35966883e+00 9.25720878e-01 2.89073180e+02 2.25958616e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 1.58229332e+01 6.49006675e+00 2.32748925e+00 3.83040083e+01 2.84210861e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 2.98527217e+00 3.81616655e+00 3.63548632e+00 4.31924357e+00 5.40429626e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 7.42223857e+01 3.43986628e+00 4.12495891e-01 6.14554270e+02 3.31852610e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.56388032e+01 6.37901454e+00 8.66511892e-01 3.15651938e+02 7.32648297e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 6.68035612e+01 8.79486070e+00 1.16317758e+00 2.70171098e+02 2.05322146e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 2.50088904e+01 9.52060356e+00 1.19885207e+00 1.00006828e+02 2.40403685e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 8.43391663e+00 1.95315224e+00 1.17207756e+00 2.40328981e+01 4.39132558e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 4.16909863e+01 2.39345751e+00 5.66339098e-01 2.46014705e+02 9.98485847e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 1.62365749e+01 9.50262633e+00 4.65171635e+00 2.88311152e+01 1.48218434e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 1.09117495e+01 7.62881706e+00 8.70081802e-01 5.33607803e+01 1.05222090e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 1.04885183e+01 8.94694442e+00 1.35361170e+00 3.84112979e+01 5.70763102e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.05880967e+01 2.82369371e+00 7.09812806e-01 1.02439993e+02 7.42609911e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 1.44358784e+01 6.28827284e+00 4.00010956e+00 2.42636954e+01 1.15443308e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 2.22168227e+01 7.31025635e+00 1.92433865e+00 6.25924431e+01 9.71797873e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 2.15192688e+01 7.12100697e+00 1.81350697e+00 6.26753323e+01 1.71599328e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 1.47490142e+01 4.67336522e+00 6.17642587e-01 8.93304946e+01 8.11416838e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 4.65665783e+01 1.13855403e+00 1.68974638e-01 8.01004507e+02 5.22320850e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 7.54636555e+01 6.24633451e+00 6.95202429e-01 4.28845372e+02 6.99715196e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 2.32245548e+01 3.27791385e+00 6.24372354e-01 1.32752524e+02 1.26490402e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 1.65703107e+01 5.05228822e+00 2.43325671e+00 3.61567768e+01 7.89232650e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 7.18200366e+01 9.61822914e+00 1.29639653e+00 2.73037806e+02 1.59411609e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 2.22377841e+01 4.59131786e+00 5.85099984e-01 1.40580906e+02 8.00110195e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 3.45538336e+01 8.55821446e+00 1.41423149e+00 1.22211268e+02 1.77629083e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.84542355e+01 2.69686545e+00 3.39711021e-01 2.73710809e+02 9.87174425e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 4.42919998e+01 7.05214448e+00 1.29535943e+00 1.61498027e+02 3.22452788e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 3.53590239e+01 9.79306259e+00 1.71669712e+00 1.12745451e+02 3.85667227e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 3.25352220e+01 1.91703791e+00 3.95439283e-01 2.58563418e+02 8.63526975e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.00528644e+01 1.07487948e+00 8.74758993e-01 3.00923863e+01 2.43210476e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 8.99522446e+00 4.90224513e+00 2.48715795e+00 1.91332057e+01 1.78009550e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.18482767e+01 1.83362935e+00 1.42932629e+00 2.72911559e+01 2.14585676e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 3.90021883e+01 7.73545915e+00 1.14979360e+00 1.56504720e+02 9.13939776e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.27277474e+00 9.23093797e+00 2.41066770e+00 2.38553734e+01 1.30014639e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.05072538e+01 4.90618875e+00 8.79696776e-01 1.85834282e+02 6.18826473e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 7.46223804e+01 3.32840478e+00 3.63042005e-01 6.90564722e+02 3.70844243e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 1.24907493e+01 4.90962987e+00 1.51362202e+00 3.80175068e+01 2.50413588e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 4.09015697e+01 7.51103036e+00 1.60032306e+00 1.30642921e+02 1.99540033e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 7.14108925e+01 1.08148745e+00 1.38652944e-01 1.49611171e+03 1.55945499e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.06830982e+01 6.30508591e+00 2.06103554e+00 2.78217784e+01 1.15169435e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 1.66771354e+01 6.51962516e+00 3.85134172e+00 2.91343585e+01 4.34829864e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 8.17664777e+00 6.73919422e+00 1.86797029e+00 2.30861463e+01 1.03172508e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 6.90723992e+00 3.17819872e+00 1.29669916e+00 2.11611361e+01 1.48177136e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 2.48984479e+01 7.42647451e+00 7.92810229e-01 1.30121723e+02 2.72671106e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 7.48375464e+01 1.82252338e+00 2.20295540e-01 1.04277385e+03 3.50231363e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 4.61582070e+01 2.79343303e+00 4.16890866e-01 3.69354459e+02 5.06643172e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 2.09488678e+01 8.89723042e+00 1.00611605e+00 9.37597668e+01 1.59197931e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 4.08598860e+01 7.64850836e+00 9.29000744e-01 1.90526018e+02 4.70417679e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.75153040e+01 1.12370999e+00 4.19430847e-01 1.16736981e+02 1.73442194e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 1.58184340e+01 3.23538634e+00 3.58172838e-01 1.47770685e+02 1.05992177e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 5.23457057e+01 2.92965835e+00 5.00447254e-01 3.57428629e+02 1.58388035e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 6.80571960e+01 3.43725695e+00 4.15782388e-01 5.59490466e+02 4.28175773e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 5.02813056e+01 3.22803793e+00 3.56106059e-01 4.72077332e+02 3.73314754e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 3.74776904e+01 1.56273666e+00 4.04641120e-01 2.80248951e+02 2.24608336e-01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 9.47432351e+00 5.13046465e+00 2.57751765e+00 1.99520902e+01 9.30281542e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 3.00777903e+01 7.59460127e+00 2.48887733e+00 7.26135564e+01 1.46197167e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 3.39624306e+01 6.46058552e+00 1.33373770e+00 1.19622108e+02 1.30827364e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 5.61269827e+01 7.05584502e+00 8.43785325e-01 2.78502962e+02 4.43082351e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 2.18104081e+01 1.73034261e+00 1.97830872e-01 3.35954254e+02 4.12348361e-01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.49655243e+00 9.56341639e+00 9.00027652e+00 1.14153581e+01 4.26340250e+00
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 2.71296085e+01 8.54642650e+00 1.52704044e+00 9.12529271e+01 3.01801039e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 1.17019584e+01 8.24581287e+00 1.73351579e+00 3.60718053e+01 1.32866724e+00
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 3.33925650e+00 8.40685425e+00 2.80324692e+00 7.68844787e+00 2.05204908e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 1.25513104e+01 9.39439457e+00 4.51916847e+00 2.25749850e+01 8.04523811e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 2.32078404e+01 5.89828570e+00 1.46050076e+00 7.54132605e+01 2.46802588e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 7.09014963e+01 2.80253816e+00 2.95433567e-01 7.79594890e+02 4.33323433e-01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 3.52276039e+01 6.55105247e+00 1.67596404e+00 1.06314546e+02 4.88198742e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 9.72060156e+00 7.68593344e+00 1.35575529e+00 3.48104701e+01 1.04397097e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 5.55653670e+01 7.64125654e+00 1.04286592e+00 2.38433904e+02 1.59157169e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 1.14794049e+01 5.69304122e+00 1.33243288e+00 3.95487124e+01 1.31926869e+00
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 8.50204800e+01 1.61612847e+00 1.65824138e-01 1.54922566e+03 2.81434850e-01
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 8.08863398e+01 4.34001645e+00 4.49182873e-01 6.36155139e+02 5.68644756e-01
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 1.91623302e+01 9.28689948e+00 2.84347332e+00 4.48190774e+01 2.93693511e+00
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 4.04739625e+01 6.26004019e+00 1.14333694e+00 1.58245460e+02 1.04241419e+00
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 1.41981274e+01 5.84498749e+00 1.57635857e+00 4.36459458e+01 1.21829422e+00
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 1.86748990e+01 3.41968163e+00 9.59623904e-01 7.47543268e+01 1.28679933e+00
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 1.11816364e+01 4.31604028e+00 3.24031299e+00 1.86865297e+01 8.48297408e-01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 3.32955522e+01 9.05811480e+00 1.39654710e+00 1.19665526e+02 1.27857086e+00
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 2.33127679e+01 6.99816743e+00 1.26684043e+00 8.62237865e+01 1.19331916e+00
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 7.97197740e+00 8.08648324e+00 5.52616335e+00 1.20422517e+01 1.57276443e+00
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 2.96559482e+01 5.08910881e+00 1.45079036e+00 9.38741870e+01 7.42693702e-01
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 3.68523662e+01 6.67222498e+00 7.27266098e-01 2.03536812e+02 1.00328453e+00
1.00000000e+00 1.00000000e+00 3.15605702e+00 8.53311996e+00 2.56385434e+00 8.09167047e+00 3.23545248e+00 1.02515654e+00 3.02712007e+01 4.99302604e-01
1.00000000e+00 1.00000000e+00 2.30405385e+00 7.27724316e+00 7.40812618e+00 1.70687216e+01 7.34914747e+00 3.18965960e+00 3.50004383e+01 1.44818674e+00
1.00000000e+00 1.00000000e+00 5.40507484e+00 7.12126695e+00 8.43380391e+00 4.55853414e+01 4.84841200e+00 8.97011077e-01 2.05591401e+02 8.06797881e-01
