G	c	dx1dt	d2x1dt2	d2	d1	Fg	Fc	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	3.070170716586451576e+00	6.061303225302930642e+00	5.949884316786790528e+00	2.040933564767892783e+00	5.576668456375010408e+00	-1.913977735256229495e+00	-1.000868200975921329e+00	2.704065575576250779e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.798200704953280660e+00	2.961995978101429561e+00	5.132228201638075582e+00	2.013516529213361217e+00	8.094927508256615667e+00	-4.821472850085977591e+00	-2.994024858630191410e+00	3.401550331740190103e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.002641324523514221e+01	2.080266444555025629e+00	9.758697370038367680e+00	2.688709807688687281e+00	1.655415762115053591e+00	-8.570977429812162707e-02	-4.027781887750311540e+00	1.655068930400475580e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.565177593630579622e+00	1.625286564570075365e+00	6.871825078275768384e+00	1.812597665358152366e+00	3.702640994436062982e+00	-4.467882549241929402e-01	-5.892093879842029480e+00	2.226470070348993602e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.385183398263336585e+00	6.744582949943651151e+00	4.467438365229930319e+00	1.115393960377416782e+00	3.504699055247629591e+00	-3.768340043983305909e-01	-1.160204144810309757e+00	1.521969599599105649e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.479221994537556650e+00	4.537776877442727397e+00	2.175524075933676027e+00	5.952314891736358859e-01	4.677938642562159188e+00	-1.333115511004477671e+00	-2.000275694365182044e+00	1.064913419968687691e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.107445560410034613e+00	7.446672914106663654e+00	1.966095729875923404e+00	8.704023480062428320e-01	9.533727676608469537e+00	-5.332821415068027981e+00	-1.536900516520041782e+00	1.801988883637769234e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.401391768074770283e+00	1.636246148376041321e+00	2.561818949535094703e+00	9.860775607799923126e-01	1.876809476722303804e+00	-2.140032729234454256e-01	-4.062982186441288057e+00	5.850157799695550054e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.610044143878164746e+00	4.183794033486347708e+00	3.325087524196991495e+00	9.786453096901662763e-01	5.506463785669478028e+00	-1.202112808028268143e+00	-2.348459906804697628e+00	1.789340216152048413e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.228791526158536485e+00	5.203149332175016184e+00	8.898569854019580561e+00	3.110822200487490807e+00	2.586707392137783224e+00	-1.358792856464593024e+00	-8.344682092291200171e-01	2.046645984496747062e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.652543267726587217e+00	7.974176844802044251e+00	6.029038014091593567e+00	1.706572462745845842e+00	9.486795953492343614e+00	-1.840226504865286161e+00	-1.672652571099236152e+00	5.494748544463762840e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.182082716261473321e+00	3.761092845746335733e+00	6.239189969962706250e+00	2.495992685600366467e+00	1.817228550227531159e+00	-1.615926526554074982e+00	-7.832838701063825626e-01	1.070332455911627889e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.330389242002857131e+00	6.539475131902782401e+00	1.734076737454220085e+00	5.842841310347058892e-01	4.598053249349875138e+00	-5.506874150140320667e-01	-1.740307162150135145e+00	9.639115784861083114e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.226215399991376298e+00	8.925543083796709354e+00	8.407652320163576221e+00	2.883907480218623309e+00	7.746033684287565002e+00	-2.390148464041261356e+00	-1.112304181607466802e+00	6.264294971434978265e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.994054271275045309e+00	6.945300503494257427e+00	7.321932326881792186e+00	2.156628444528305266e+00	6.640401855014997246e+00	-1.082609607074707547e+00	-1.893456155866222623e+00	5.530800050314735472e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.852626314106049055e+00	3.283963100725656226e+00	1.415123235738521945e+00	4.346418600801447152e-01	4.809137391254397542e+00	-1.313607942119811689e+00	-2.314017874861602042e+00	8.054542617075362898e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.585273048515134953e+00	1.486092000499670052e+00	7.515814238732306585e+00	2.130079841947390307e+00	3.916765852137375603e+00	-6.981668231053071993e-01	-6.583675648602500985e+00	3.182824093753582062e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.937426425562808419e+00	8.843996740545009061e+00	5.775416665297453456e+00	1.785670867378526872e+00	4.958087186599139606e+00	-7.308684404305870741e-01	-9.551190724415689060e-01	2.630823958867186363e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.562129429141972725e+00	8.021781898440213388e-01	1.308196327053826380e+00	4.969574566896771683e-01	4.174997613506480576e+00	-1.249730218407585136e+00	-4.418763525012067817e+00	5.596448662322153211e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.623500541101211780e+00	8.293831124400542265e+00	5.370855047698285034e+00	1.372337803188032890e+00	2.750750834985348448e+00	-3.096650433614838160e-01	-1.120542969118067278e+00	1.363364677338842768e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.267557498084409318e+00	5.335017541790417539e+00	4.876374517295641198e+00	1.560670099235760055e+00	4.881203791239018486e+00	-6.891955408985274145e-01	-1.817331779609582698e+00	2.940198133887541587e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.502960111442877889e+00	9.551680922225701309e+00	2.196226172730718407e+00	7.651070860984144906e-01	3.448438745863857680e+00	-4.212630809944434840e-01	-1.001554295743180445e+00	7.368167690360838407e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.147367645082844945e+00	8.197886112987877283e+00	9.063282308641499085e+00	2.623662618576300787e+00	3.531551675757135467e+00	-4.544029862675670883e-01	-1.222857071747927682e+00	3.272626557341593667e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.986730625616967671e+00	9.922948334819984950e+00	8.706960915873269258e+00	2.465515687487570329e+00	7.444387628350064290e+00	-1.032657074952956222e+00	-1.149432653298838591e+00	5.925547434515728185e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.411462486599377897e+00	4.053883803162623423e+00	7.072565571768962833e+00	1.828963701520337937e+00	1.016792968015728427e+01	-1.171108728051080794e+00	-3.995504844313567894e+00	6.625279832160512683e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.939973303861672660e+00	8.464270622136099931e+00	5.689759697167949604e+00	2.054124262451131777e+00	6.666964790173461886e+00	-3.586615737720721953e+00	-8.045825993493578299e-01	3.148432295724456509e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.656049174768635002e+00	4.388481177953421408e+00	4.958181487930586329e+00	1.716988862650108416e+00	1.534015433795075545e+00	-6.356392382481292902e-01	-6.869076676570974316e-01	1.036638718512411295e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.971286842011271467e+00	5.576960786948935933e+00	7.256774593057476075e+00	3.156733199850652483e+00	1.863702763828203768e+00	-1.151292869015455578e+00	-4.176270272869914701e-01	8.386451081344468150e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.308472716048944218e+00	6.648081268050890280e+00	5.988566916205118495e+00	1.886954331096551751e+00	9.634537935647248474e+00	-2.536523476967034618e+00	-2.015212889873123192e+00	5.337460714871174616e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.710357474624252916e+00	8.846143230241031219e+00	1.290744095525224067e+00	4.724122355113017924e-01	3.740935764970163557e+00	-8.162564191438805850e-01	-8.212733896916635246e-01	6.130213332559086403e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.635037282339366183e+00	1.018404211700497974e+01	5.647892116859499545e+00	1.730658625882562029e+00	1.406838711182073709e+00	-5.066937503323083458e-01	-4.566570997629831319e-01	9.294398643782523450e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.605198288311591170e+00	8.321274935142843887e+00	8.421189678239725751e+00	2.144839309963943119e+00	6.678796119837835832e+00	-8.919213323559662676e-01	-1.741302328947941236e+00	5.425095815542199773e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.258465820455196393e+00	4.693268493118367246e+00	5.327467855626982995e+00	1.603463906730787203e+00	6.642019347780878213e+00	-1.647340515264618110e+00	-1.877078467527278249e+00	3.222716420394991843e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.677432922144987515e+00	5.014517480007318895e+00	1.337184437967049000e+00	6.755764322050634707e-01	6.809248776344260179e+00	-1.944139324004572789e+00	-1.750879140849538995e+00	1.055323211071951484e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.119206447207335309e+00	7.739459926121793565e+00	8.211449219161902846e+00	2.472939768784697456e+00	3.244174628791515858e+00	-5.421412721174616589e-01	-7.233431136397636685e-01	2.744411403112062686e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.071881625580683561e+00	3.151063008075383642e+00	2.554681273631253191e+00	1.110260588423165773e+00	9.211889570010549644e-01	-4.877490861380894827e-01	-9.607941546626808105e-01	2.004286793554774349e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.300739787633903077e+00	2.051082122899366755e+00	3.039556743553415874e+00	9.544930101433415359e-01	9.771010320440868924e+00	-1.138163515540892234e+00	-7.590849570088842313e+00	3.243756477872169341e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.621347420487334823e+00	4.000224410403696140e+00	2.174308461783556190e+00	1.023297647482787065e+00	2.784593663277195486e+00	-2.027051535097174284e+00	-8.914880648353706860e-01	8.186036766088191641e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.585991803275337730e+00	3.500006990049959743e+00	3.978734386375751608e+00	8.823861398408353596e-01	7.297929249370907812e+00	-8.305853835037408928e-01	-3.842626761960378889e+00	2.818296522052153108e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.144280194686425389e+00	3.505264855342025587e+00	7.485583454101884193e+00	2.264712491480791900e+00	7.074355406342704988e+00	-9.196730969968942571e-01	-3.517532222033311839e+00	5.736774108032831521e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.635716480278556872e+00	3.353194712986790282e+00	5.557208214384729672e+00	1.876913475048025193e+00	5.932846177765359386e+00	-2.415469704048041510e+00	-2.904876318993251161e+00	3.397121361604919798e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.443553521920011296e-01	1.352357778350369077e+00	3.093210998103686382e+00	1.327190717372856321e+00	4.309296716953280537e+00	-3.697414371903283481e+00	-3.145433088604532745e+00	7.680480554910613655e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.193261186495693238e+00	7.998961483344069201e-01	8.616345926667271726e+00	2.463793293876670898e+00	3.207608912518291611e+00	-3.457760334300638561e-01	-7.754441693268949720e+00	3.198645343055461154e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.145521705990117489e+00	9.688271812737498934e+00	8.777004924304600664e+00	2.500758660363163077e+00	6.183548606927424807e+00	-8.529787069499490393e-01	-1.224852773253067628e+00	5.599185459844662205e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.839386818854942263e+00	3.960057825225478112e+00	8.854981977468185050e+00	2.438431572156920968e+00	9.101944796267375182e+00	-1.203837697186551869e+00	-2.820198592716006925e+00	7.714198367782732646e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.982889550515231747e+00	4.321392852012621688e+00	3.217327071940604633e+00	8.876367866677448148e-01	1.002254009366427923e+01	-1.248807710745994726e+00	-3.304985024498405366e+00	3.186991932372852077e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.040495997409206286e+00	7.127296808011071683e+00	4.923308667143870387e+00	1.975962371029260201e+00	1.538216586020280552e+00	-1.127640404912919170e+00	-4.112641466560811310e-01	6.840639964647889926e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.045811146203788233e+00	2.926417743503756164e+00	1.008214526531729760e+01	3.058521488723513038e+00	2.134652675789672216e+00	-5.511690894265768303e-01	-1.782773116619654319e+00	2.406643651216782942e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.279385412382046727e+00	1.010044601298097078e+01	8.111125882648021701e+00	2.830199091122925115e+00	9.263712737581579759e+00	-4.738637864123838916e+00	-9.518162959287492786e-01	6.798976412067658259e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.536376660070072120e+00	8.237019722259839583e+00	1.559201338456544406e+00	3.279692134389392000e-01	7.881838677632848622e+00	-1.009480642883782808e+00	-1.683497937273899847e+00	1.200166667496785955e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.706031025948764324e+00	1.952248333736928299e+00	1.564312450458586801e+00	3.612544721915325607e-01	9.390606299383851052e+00	-1.218937812530008991e+00	-7.213717023343670043e+00	1.419455011921205490e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.211257713754472221e+00	4.301138901366707401e+00	5.033802051679938216e+00	1.563225888270459052e+00	2.531303076253874629e+00	-7.973013113086785397e-01	-1.086166330803923108e+00	1.612664181056690182e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.759701744091015430e+00	8.810636743061683873e+00	8.994519042391512897e+00	3.768608450179314673e+00	6.671200222605429886e+00	-3.962344191579648456e+00	-7.829534923805010482e-01	4.709903241184012046e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.414005346762526205e+00	9.367219150342197764e+00	5.933081128282788441e+00	1.707263336603535908e+00	7.118342958084832084e+00	-1.816223711199040913e+00	-1.048781444096949622e+00	4.003219646624695116e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.085181110983777231e+00	4.987958993082959758e+00	5.376186429645676945e+00	1.647373228748289620e+00	7.211984943211443344e+00	-1.802943935130386421e+00	-1.758878012896314624e+00	3.789653456125638797e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.649387424810245584e+00	6.298209463957958221e+00	1.792125441170232092e+00	6.012712060722537055e-01	4.329222409163735463e+00	-6.606137118000803277e-01	-1.477334226964186481e+00	9.440116293817736093e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.667725585216129680e+00	2.000362029922767348e+00	6.787256636963391543e+00	1.861101754207408643e+00	1.105551274747944346e+00	-2.710319135520015132e-01	-2.356044492276623714e+00	7.088667756360000460e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.745680779665748972e+00	9.565629135636244840e+00	8.210173419168121711e+00	2.488260288739880366e+00	6.216259768184517753e+00	-7.982588792383765730e-01	-1.344045727308628146e+00	5.336604859426974201e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.437736916176800328e+00	3.328181196827166843e+00	4.478726331638988256e+00	1.421494688515547278e+00	3.192610338403357506e+00	-5.974136388041528800e-01	-2.148605118360078059e+00	1.404403636642882702e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.813200735399882246e+00	9.444833135499155929e+00	7.590517055090931997e+00	2.912941237500207059e+00	5.156487842574835057e+00	-2.329415477278682367e+00	-7.825859962368361122e-01	3.388006338195000211e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.996600553309333392e+00	6.705960063837541618e+00	9.763947408823415941e+00	2.677705414829238517e+00	9.345657332953322793e+00	-1.324698135920879372e+00	-2.134301837936114943e+00	9.341767960947909444e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.877961357789601493e+00	6.468125945126535825e+00	3.020681455068388477e+00	8.163465870663957347e-01	4.352121560538700251e+00	-6.248709278295495606e-01	-1.397158058255097535e+00	1.169009048233622394e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.720448994003283438e+00	5.938915408129590290e+00	5.549596070752273569e+00	1.537324194391004983e+00	8.676732775545103138e+00	-1.364315240420964193e+00	-2.208157222523164709e+00	4.796144651066930464e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.799609286357903848e+00	3.077199499170288011e+00	4.114882530893337886e+00	8.345679161957488823e-01	3.060112504337415551e+00	-3.888018347511537076e-01	-2.680022664114047881e+00	1.184340653271336663e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.368892921162495391e+00	2.739061562586636800e+00	8.140554706940186236e+00	2.367516434639933998e+00	7.045969525458796845e+00	-1.275715661153987490e+00	-3.964612502790519244e+00	5.933564455026619555e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.357421851349069897e+00	2.748886150303921916e+00	5.767280696036812593e+00	1.809548909831445229e+00	9.929390539490690060e+00	-1.713705538374744375e+00	-4.492999816118261158e+00	5.932994168253122069e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.608485734982249227e+00	2.505867621728246952e+00	6.633595493726194725e+00	2.032126374617422737e+00	2.122226495081719122e+00	-4.247434606700415394e-01	-1.806118693307095180e+00	1.352662197978384384e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.197321953124139471e+00	8.114721687112975701e+00	8.198525709943034201e+00	3.656282355867635836e+00	1.299671299127235224e+00	-8.758710039486965471e-01	-4.960666392074704056e-01	5.363290676804389534e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.825478174206190296e+00	4.677583697680668173e+00	4.687686369618525362e+00	1.830734019640201327e+00	4.644155763868166531e+00	-2.360975402314993143e+00	-1.459582179540396263e+00	1.979229594183615148e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.417969729240745158e+00	1.918287101293425501e+00	9.164738537569633081e+00	3.978586221078380003e+00	1.623316945551779966e+00	-1.386062009843820997e+00	-1.671830443610622607e+00	1.149113883251306412e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.586463985676643595e+00	9.884041836189947361e+00	5.517982881720834953e+00	1.565609923363517453e+00	7.548677507417736798e+00	-1.071607189602673094e+00	-1.062214998562349244e+00	4.209482547581647083e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.520957498860715518e+00	8.996195439652382220e+00	2.119288339461347981e+00	8.058793730174778069e-01	9.752958911550736687e+00	-2.476415399271968187e+00	-1.483726697051238608e+00	2.200881076121831015e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.524286489601966110e+00	9.739488901848016411e+00	7.082644685185739419e+00	2.040180602276539190e+00	5.043740708527838734e+00	-8.012645102549266207e-01	-7.842235316640043807e-01	3.570830259032896947e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.087077670660006490e+00	1.017521636397218110e+01	7.985360090668712552e+00	2.152250848637227154e+00	3.453809876850701954e+00	-3.173095744583686040e-01	-7.600003763574082472e-01	2.604242648690414796e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.083359581833921226e+00	1.927057286989432683e+00	3.537508498011068703e+00	1.270257981273590797e+00	5.008758451391605249e+00	-1.620942797594913554e+00	-2.988189385899818085e+00	1.987363916117260842e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.547635902803360608e+00	4.273019097368610630e+00	8.512296364206910937e+00	2.551093493790979050e+00	7.153532832044271039e+00	-1.561692150399188295e+00	-2.275343929085002603e+00	6.393117332524970209e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.120557235267241936e+00	7.918202644706410886e+00	9.337354298686310727e+00	2.570672373237492980e+00	1.606095083647567812e+00	-1.753861547669180454e-01	-7.320707197952569523e-01	8.944467134125426711e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.972656848353921966e+00	6.767126615947479884e+00	3.947238390277832298e+00	1.097466932575754228e+00	6.434787010273589125e+00	-2.171663230304723413e+00	-1.186188182402981406e+00	2.199048674726224917e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.385906723399615181e+00	2.135391788510928812e+00	1.006026306660071157e+01	3.842805799544271927e+00	6.715362019286140516e+00	-3.842054130802945888e+00	-3.262844564928959024e+00	5.311040751844247865e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.482707360968082533e+00	8.147839143736177903e+00	2.626929243550702786e+00	5.405634789226736459e-01	6.261322741681773607e+00	-1.829392922292557344e+00	-1.019604288024955174e+00	1.619524658661602246e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.465695658882721020e+00	2.948710608330939564e+00	3.087078156768748194e+00	1.004138758263902753e+00	3.389223963721931465e+00	-1.285849107873344943e+00	-1.663916952687662265e+00	7.856859253667759724e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.005663662324932872e+00	2.934407579269865174e+00	2.888036317831955468e+00	6.268282522816687186e-01	7.330058923732909903e+00	-8.006208906962584138e-01	-4.560291576849397899e+00	2.109178667694163067e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.713098175704732995e+00	5.752348711709250217e+00	8.952647727278950640e+00	2.520178343221303408e+00	1.464487337277009082e+00	-2.439543609760129461e-01	-1.164970446211126109e+00	1.826039730144498563e+01
