G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 d1 d2 m2 p W Fg Fc
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 1.81648794e+00 3.64122170e+01 1.03182483e+01 6.49365418e+01 6.43422771e+00 6.19538672e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 3.36425929e+00 1.43852627e+01 3.41727035e+00 4.12388097e+00 5.44007429e+00 2.46610925e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 8.87289456e+00 1.71629317e+00 7.50631815e-01 6.92031136e-01 1.36062178e+00 2.17541091e-02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 2.16012327e+00 1.64396509e+00 1.36607035e+00 1.73408684e+00 9.85889781e+00 3.91218089e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 7.47997122e+00 7.69753463e+00 2.01465044e+00 1.10750926e+00 4.45133010e+00 1.16643978e-01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 1.91049058e+00 4.64689820e+00 2.18972761e+00 2.76892765e+00 2.37005393e+00 3.67175984e-01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 6.60824068e+00 3.96916332e+00 1.12737303e+00 5.38482196e-01 7.00037970e+00 5.38567786e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 4.20460569e+00 4.73313009e+00 2.75518733e+00 3.68115146e+00 3.55859460e+00 1.74800781e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 8.10022567e+00 1.29927882e+00 1.50113084e+00 5.94008625e-01 6.27200444e+00 2.07101179e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 3.10321404e+00 2.05028876e+01 4.12813856e+00 4.50103930e+00 6.28091117e+00 6.93612107e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 6.75281646e+00 8.89351513e-01 7.39335353e-01 3.57469163e-01 5.01156839e+00 2.96079289e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 3.12114281e+00 1.40064081e+01 2.83078149e+00 5.89931435e+00 8.52506754e+00 2.87120825e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 7.42294255e+00 8.64982602e+00 1.76607808e+00 1.46645658e+00 3.38470355e+00 9.60905987e-02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 8.86310231e+00 8.93946290e+00 2.19525160e+00 1.68116916e+00 5.03769332e+00 9.43075873e-02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 2.14121619e+00 2.44480862e+01 7.05083426e+00 6.96611206e+00 5.83922916e+00 1.29805501e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 8.79936120e+00 6.55544640e+00 2.11457028e+00 1.43162670e+00 6.97262249e+00 1.53800549e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 6.34217729e+00 1.08996037e+01 2.47861520e+00 5.55155729e+00 8.05574665e+00 2.06699558e-01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 2.14399442e+00 1.06357445e+01 5.90062424e+00 4.91906629e+00 4.55326555e+00 3.42561799e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 4.84787670e+00 2.93151118e+00 1.12552793e+00 2.15593580e+00 6.81442250e+00 3.01320547e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 2.44774264e+00 1.88020957e+01 5.71969516e+00 8.18987828e+00 2.35549858e+00 1.81532002e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 7.30313100e+00 4.25484321e+00 1.81029646e+00 2.12607153e+00 9.39383290e+00 1.20377861e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 7.82981321e+00 3.97594935e+00 1.64045357e+00 1.46207916e+00 4.44752926e+00 6.79084345e-02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 1.95216868e+00 1.10051476e+01 5.54057942e+00 3.57101623e+00 7.56569280e+00 1.08296210e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 5.55525867e+00 6.29980939e+00 2.07295817e+00 6.13830485e-01 1.18306974e+00 1.38307486e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 8.33162550e+00 4.16570396e+00 9.62593132e-01 1.85661958e+00 2.84668429e+00 3.22986209e-02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 9.42546737e+00 1.69378608e+00 1.20393271e+00 4.24567397e-01 5.38374290e+00 3.35596683e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 5.62166080e+00 4.65000031e+00 9.88321156e-01 3.07890014e+00 8.90427221e+00 1.25041190e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 9.55251301e+00 6.21721771e+00 1.72657594e+00 1.85995186e+00 5.74529635e+00 7.71598111e-02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 5.82120073e+00 3.86003042e+00 9.18021114e-01 2.53944253e+00 9.36883434e+00 1.19080424e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 4.54771445e+00 2.33046010e+00 7.76080657e-01 1.77170004e+00 5.35417207e+00 1.02129256e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 8.63382816e+00 4.57349972e+00 1.14114253e+00 1.64817394e+00 5.41404187e+00 4.87870504e-02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 5.43684439e+00 1.45938014e+00 2.54734786e+00 1.08963584e+00 2.07772110e+00 7.80948522e-02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 5.24712260e+00 7.87490741e+00 1.88272766e+00 2.31353967e+00 8.22390620e+00 1.98763034e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 5.41281240e+00 8.77886165e-01 1.28982382e+00 3.51816572e+00 3.22268871e+00 1.14701475e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 8.62106502e+00 6.29474493e+00 1.39740059e+00 4.42350583e+00 9.09651240e+00 1.70652018e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 8.48747388e+00 4.82263285e+00 9.71554335e-01 6.75372186e-01 9.19741798e+00 1.18390271e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 4.63167993e+00 7.39749414e+00 4.05719279e+00 9.78319560e+00 9.48979101e+00 2.19027607e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 3.99969874e+00 6.72917535e+00 4.65225351e+00 2.50771264e+01 5.68207440e+00 2.08723091e-01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.42735222e+00 8.02488410e+00 2.03463721e+00 2.51948760e+00 7.09384406e+00 1.24871702e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 6.15495259e+00 2.10370740e+00 1.28382986e+00 9.24096755e-01 8.00664292e+00 1.98707019e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 3.14503490e+00 2.13368108e+01 4.85475804e+00 3.40304060e+00 2.17913157e+00 2.42217975e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 8.14559576e+00 3.14504659e-01 3.26659100e-01 7.32427485e-01 6.40861475e+00 7.09401048e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 5.37834489e+00 2.09177499e+00 1.96079692e+00 5.43535144e+00 1.30868111e+00 1.05088197e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 4.00640994e+00 9.86257340e+00 2.01023391e+00 4.13927302e-01 5.47809475e+00 4.77435215e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.96138894e+00 3.34421673e+01 9.46760002e+00 1.21804577e+01 2.39358413e+00 1.15701428e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 3.14960644e+00 3.03320255e+00 7.03597269e-01 3.56072580e-01 2.64630633e+00 1.63772778e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 9.54353055e+00 2.45371675e+00 1.25222712e+00 6.23891211e-01 4.28542810e+00 8.71427057e-02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 3.74589718e+00 1.45063039e+01 4.09299661e+00 1.95658977e+00 4.89193450e+00 4.11242676e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 2.51973360e+00 1.35169028e+01 4.25851517e+00 1.53866596e+00 6.60855182e+00 1.80476345e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 5.14605512e+00 2.20933448e+00 6.87372066e-01 2.31970196e-01 1.66985577e+00 1.91690034e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 3.76378969e+00 1.85073035e+01 5.18209215e+00 8.03389110e+00 5.53322585e+00 1.61444952e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 1.31643325e+00 2.65731154e+01 8.60217390e+00 4.74370036e+00 2.64362617e+00 5.64114691e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 3.90830696e+00 8.11980699e+00 3.34041122e+00 1.56446937e+00 6.16577658e+00 2.71746858e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.89697762e+00 1.84856713e+00 1.06138712e+00 3.86744403e+00 6.73664151e+00 1.43016346e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 5.96541135e+00 7.10243234e+00 1.79417058e+00 2.22207116e+00 6.01038331e+00 2.50317211e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 4.20903029e+00 3.50776232e+00 2.31043499e+00 2.32186832e+00 7.64465959e+00 2.16363080e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 5.02572481e+00 2.40869983e+00 6.66197471e-01 7.05344875e-01 4.02048320e+00 7.10681526e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 9.68966126e+00 6.25601320e-01 4.03614353e-01 8.14135412e-02 7.88595932e+00 3.02742831e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 4.39613630e+00 1.28714544e+01 3.88397998e+00 6.54492316e+00 4.89490374e+00 2.30034832e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 3.32404132e+00 7.33877466e+00 1.90032510e+00 2.69323879e+00 5.35766048e+00 2.41791783e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 3.19120340e+00 2.56232369e+00 1.72638601e+00 2.24412586e+00 6.83291915e+00 1.97685949e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 5.11988151e+00 1.66707834e+00 2.16575444e+00 1.58351854e+00 1.16522546e+00 6.50501439e-02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 7.83568134e+00 2.20185431e+00 2.02119607e+00 2.82015586e+00 6.88594799e+00 1.01210186e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 2.85389366e+00 3.52226963e+00 1.09150435e+00 2.39985876e+00 6.56726634e+00 6.31752989e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 7.38366514e+00 7.24892698e+00 1.67701843e+00 2.66346461e+00 3.78862405e+00 4.29075015e-02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.19034841e+00 2.44664228e+00 3.48283573e+00 3.27790983e+00 1.77214856e+00 5.07489921e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 4.77039680e+00 2.11800260e+00 5.56829762e-01 1.04532828e+00 1.81841905e+00 4.55325270e-02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 7.98278559e+00 7.52214294e-01 3.69468916e-01 2.63009653e-01 9.30901372e+00 1.15624703e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 4.04859660e+00 1.11512959e+01 4.20267950e+00 5.92200041e+00 7.20351389e+00 2.27440412e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 6.07363391e+00 3.17725070e+00 6.78918875e-01 4.45371410e-01 2.14392352e+00 4.80734199e-02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 2.84481310e+00 1.97138157e+00 9.88720336e-01 1.12772839e+00 4.21050852e+00 3.35367192e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 7.67795852e+00 3.33872364e+00 1.28708666e+00 4.72473095e-01 6.33234695e+00 2.22655366e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.47051193e+00 6.56537370e+00 1.16910867e+01 3.56278712e+00 8.52014535e+00 1.75885448e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 8.67288380e+00 6.72262099e-01 7.75215134e-01 1.08291181e+00 1.39294836e+00 4.61292193e-02
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 2.78376748e+00 5.73176326e+00 3.44526876e+00 2.56942025e+01 3.12969818e+00 4.29234596e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 8.86958229e+00 1.91670746e-01 3.06508864e-01 2.59545838e-01 9.00774091e+00 1.68944768e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 4.17276317e+00 8.07392793e+00 2.41648348e+00 2.00393080e+00 1.08248995e+00 2.64209159e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 7.50415217e+00 3.99590214e+00 1.65202346e+00 2.07626279e+00 2.81259193e+00 3.66092343e-02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.87302768e+00 9.40339453e+00 3.16969771e+00 3.07462846e+00 9.63121758e+00 2.56390094e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 9.15320504e+00 1.12160857e+00 8.72227862e-01 1.66221293e+00 6.52061662e+00 5.64906692e-02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 2.13973413e+00 6.57402854e+00 3.58904274e+00 1.07336533e+01 3.35504230e+00 1.65997044e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 2.60667810e+00 5.24313363e+00 1.50353246e+00 7.85527000e-01 1.60291985e+00 2.19096997e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 5.43727113e+00 7.66353071e+00 1.58211161e+00 9.61812580e-01 1.25372206e+00 5.43301720e-02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.73744595e+00 1.58595736e+00 2.18188315e+00 1.57850864e+01 3.20270572e+00 2.10731214e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 2.76382166e+00 2.57616434e+01 5.71626137e+00 6.58579184e+00 8.93337238e+00 5.21997500e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 9.49389744e+00 6.32404801e+00 2.04267399e+00 7.47267880e-01 4.74322289e+00 1.82015518e-01
