G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	d1	d2	m2	p	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.178551416668409457e+00	2.992130720075585337e+00	1.303859029888169152e+00	5.945564287527935754e+00	1.308966937387141760e+00	2.484840725910518966e+00	8.228679376074616414e+00	4.015690161041586825e-01	6.036906356475679747e-01	3.103960079893501312e-01	3.243679619514521217e+00	1.089990003695324311e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.732478489723693116e+00	9.878183246667543216e+00	1.559180042139524769e+00	3.588227834480009815e+00	4.531612075073352841e+00	7.352257482767334373e+00	8.353272616718379950e+00	3.976865691262275959e+00	1.759891184121666452e+00	4.846827117989358058e+00	8.253675104119507111e+00	7.384904676767520271e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	7.270912331221567548e+00	5.817287777492174961e+00	9.808418928704082163e+00	4.319238564636108890e+00	1.188399930822749972e+00	2.992404005940929590e+00	3.517996065796819671e+00	3.036045000987219397e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	2.745904242290583497e+00	6.713156631224584281e+00	5.520923095105213285e+00	3.339822889502426229e+00	2.435004237392545789e+00	7.822824234883132277e-01	2.730429989416748526e+00	2.935827672494113472e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	2.773357482073247837e+00	5.104548477433446863e+00	3.698185147033944631e+00	1.089131120271837672e+00	1.217951696840823050e+00	5.540505263749254894e+00	1.254061155386769488e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	2.907939327779532679e+00	7.783551269842444498e+00	1.249683698948333310e+00	7.485110193485255969e-01	1.737706093865993173e+00	8.790005140680898776e+00	9.284466176767409984e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	1.373092710049683696e+00	2.198593504359733330e+00	5.621802444399929044e+00	1.254660115695278355e+00	4.313765326683323131e-01	3.167075196449891994e+00	4.187738087750011995e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	3.894232670693090981e+00	5.920905201352322678e+00	5.958572213140894469e+00	1.320541503139112116e+00	1.733648128619091899e+00	1.714832916462871282e+00	4.373347843694392473e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	6.039789553041829073e+00	5.919616126753944663e+00	3.745475974949358466e+00	2.037884747717662481e+00	1.167818111799450342e+01	4.212603926189205872e+00	7.475115796457147688e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	8.725203539683224818e+00	1.809736989646199889e+00	1.482507165766679691e+01	9.660891083154568904e+00	1.567634981371498926e+00	7.722209356042733397e+00	2.679422325033124608e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	7.003129844370703516e+00	4.751088213534051086e+00	6.924212832022352160e+00	2.946024264694373063e+00	6.002344179321890572e+00	5.956417677011429213e+00	1.460666058962877822e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	4.927365107691124457e+00	8.677314174056220963e+00	1.793566286287663347e+00	1.132636439725993371e+00	8.530081841843853985e-01	8.351909761306552937e+00	1.942935883780757822e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	9.580602683246739915e+00	8.710548760732317319e+00	7.762585449359291623e+00	2.192499562818825520e+00	2.858727174375404356e+00	9.634483077833001730e+00	1.028645161431054056e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	7.478219024012722649e+00	1.894632027240270800e+00	3.330704120732982432e+01	7.894466402585238463e+00	1.925923896704431471e+01	8.138085002445786031e+00	6.175644787080353248e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	9.372219593965182227e+00	1.809979161905649336e+00	3.639454401569896191e+01	1.031863161291202147e+01	6.493495571729472715e+01	6.438670275787149677e+00	6.193519764423881524e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	5.751998577082211739e+00	3.351039959988088679e+00	1.439484585013659945e+01	3.409836107054909693e+00	4.117816085781234925e+00	5.439056841968903377e+00	2.465165627900652578e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	3.325767184416147160e+00	8.870904793380653075e+00	1.716708282841765021e+00	7.544210289831445593e-01	6.921921200582185074e-01	1.359121563110095465e+00	2.262910874228859018e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.472925323883144344e+00	2.159733859611475015e+00	1.647225094214012531e+00	1.364042958897194291e+00	1.737250727686689755e+00	9.866904250137555010e+00	3.918336079523613291e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	7.536680331480508421e+00	7.475162874010680802e+00	7.691327049027756324e+00	2.015583765351828038e+00	1.105032307169251382e+00	4.456312705546247699e+00	1.166851535831121001e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	2.093603799471469795e+00	1.911268930514854469e+00	4.641239728709178891e+00	2.189085680655026067e+00	2.765667198427929740e+00	2.370440431123653990e+00	3.669762800121542101e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.727761000035174188e+00	6.610995312273745483e+00	3.972826452112835582e+00	1.123713303798170582e+00	5.446040536021756751e-01	6.991677547827119810e+00	5.386062196513120570e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.798275123920812568e+00	4.208254080358091009e+00	4.750998905020483498e+00	2.752146415377484168e+00	3.675390877713705429e+00	3.560432019999979936e+00	1.748808482946163090e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	6.071931641082873199e+00	8.087409990402520066e+00	1.306797077373124116e+00	1.498474618175469342e+00	5.856581317919171692e-01	6.275733138034055969e+00	2.066928878742441689e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	6.399902747530007652e+00	3.096064618797513379e+00	2.051237070653640160e+01	4.131222549254332854e+00	4.496383523670933080e+00	6.266198345679220516e+00	6.936383907577975405e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	2.497557446924441482e+00	6.751159379945955941e+00	8.879127650562075313e-01	7.389162519964134201e-01	3.512484169769528042e-01	5.012913709240433668e+00	2.965135369239096375e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	4.413662650438821444e+00	3.124255305699262131e+00	1.400191051207882431e+01	2.829299064571435096e+00	5.900874050872078058e+00	8.522841848273932541e+00	2.865299566184235647e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	6.573279085929987886e+00	7.425603875183771407e+00	8.643975113299967816e+00	1.763423204416455281e+00	1.464999943133148852e+00	3.383523893180268249e+00	9.636203033710459553e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	9.731199110867942537e+00	8.865669178494357539e+00	8.935804055366009635e+00	2.198649416963440295e+00	1.680281995441330833e+00	5.032846693851781517e+00	9.475904012202283899e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	7.548250502831677977e+00	2.139130480918844057e+00	2.443270381997326268e+01	7.054993510094292652e+00	6.970767966497260382e+00	5.838437631273759365e+00	1.297870935538980364e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	9.300605852575849042e+00	8.797578946326687799e+00	6.550014268157431374e+00	2.117935695851548950e+00	1.428834874988518466e+00	6.980057584103170676e+00	1.543568783252517451e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	7.857274263091864164e+00	6.338215339337446075e+00	1.089540473324326442e+01	2.480014030944724279e+00	5.554687341914648968e+00	8.053362285824956501e+00	2.064728667902531178e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	6.325618077105430004e+00	2.148173226711165729e+00	1.063443046591837948e+01	5.901447539126698949e+00	4.925169481128162552e+00	4.558423002384055067e+00	3.427066406543954336e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	2.728824673084195407e+00	4.842869443913255800e+00	2.932498440132369488e+00	1.122073903850061116e+00	2.154095693229441277e+00	6.810115614388564609e+00	3.012198097300683441e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	6.997665336102484090e+00	2.452366650602257447e+00	1.880481169995797330e+01	5.718996879480006790e+00	8.192854607331033989e+00	2.359551351432164434e+00	1.814311912810357696e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	6.608917527498208599e+00	7.304261675794943010e+00	4.254731367776854789e+00	1.808353868043124146e+00	2.125094994120864111e+00	9.393841744480512901e+00	1.201751538290960208e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	6.429597517692210218e+00	7.829568177967103360e+00	3.971592347341793783e+00	1.635267970483110567e+00	1.465810955420849826e+00	4.449409542735532241e+00	6.813783102159841343e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	5.415668453993440323e+00	1.948596320194744935e+00	1.099043531082045888e+01	5.543582086384286178e+00	3.564670068298029459e+00	7.565731007941153052e+00	1.083240828676931278e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	5.759292143881515003e+00	5.547884821099766661e+00	6.295498355618523334e+00	2.070981576464361762e+00	6.071853951879320199e-01	1.186496875669352580e+00	1.382863311943968998e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	4.002624347169597030e+00	8.328102411778106173e+00	4.158416969900888382e+00	9.659903572207483302e-01	1.855039519375215606e+00	2.832969956309771220e+00	3.185203783739971872e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	5.676768555464707156e+00	9.423672205383549993e+00	1.697278518226283062e+00	1.206437422889767186e+00	4.209776423750336005e-01	5.376159136566185381e+00	3.357290750411922597e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	2.786530223871318324e+00	5.608773829988186854e+00	4.656813990818508664e+00	9.899025842778325091e-01	3.076813508041443157e+00	8.906499976894824755e+00	1.251797700514984124e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	8.254084446237477835e+00	9.551439441461239355e+00	6.224250825931978426e+00	1.728316915220488692e+00	1.859065343439081586e+00	5.734381125924910449e+00	7.708864675033107183e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	2.676021782720868991e+00	5.826229030310686952e+00	3.865702591809953237e+00	9.162732365940311485e-01	2.542350168395964616e+00	9.366000332279670104e+00	1.196935808800130979e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.772500278941540275e+00	4.550799990364341241e+00	2.329459534341949301e+00	7.813581168424023060e-01	1.770053779897448276e+00	5.353881817333484783e+00	1.016156967022252278e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	4.926507115749482857e+00	8.631128909422830731e+00	4.569588482873511381e+00	1.141265033276102736e+00	1.644846932001125195e+00	5.409618495635439395e+00	4.805894415455699148e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	6.928212846203935626e+00	5.437099713116435140e+00	1.453781778337201125e+00	2.548205535384775011e+00	1.088216319746883709e+00	2.074027238488815872e+00	7.785486240870859165e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	4.935716562429437460e+00	5.244097187346893563e+00	7.863611073451928668e+00	1.880883876052908299e+00	2.310433622337344062e+00	8.225356811662772216e+00	1.989963214849510276e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	3.492390611017926805e+00	5.413621625595558484e+00	8.853185505785209353e-01	1.287178726547776986e+00	3.514393915527223466e+00	3.228079693036452369e+00	1.143547592995336898e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	6.030834724713896478e+00	8.629442867049741395e+00	6.293435745189725594e+00	1.398756410068524136e+00	4.416991966838939909e+00	9.091393000238756628e+00	1.703298891496982381e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	4.119787336831049807e+00	8.492742299984078258e+00	4.813293487128747827e+00	9.721722097727312217e-01	6.756527602246100717e-01	9.194346401208424169e+00	1.187025650791107417e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	9.391083175939298755e+00	4.634512936215671175e+00	7.391300885310871038e+00	4.054950534127177875e+00	9.780898989623404205e+00	9.485885099760528405e+00	2.191794973647054057e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	9.304341101906745237e+00	3.997017554731401301e+00	6.722678745701149872e+00	4.648167475806499027e+00	2.508102853383384456e+01	5.669140998230351336e+00	2.088469093467200388e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	5.520102870259912642e+00	5.431431719536304215e+00	8.025206500936535647e+00	2.031029831820627241e+00	2.513642564781416677e+00	7.094600990224700254e+00	1.251283057327571280e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	3.954517291505748489e+00	6.145776351250701097e+00	2.111706394869676817e+00	1.287227630080491236e+00	9.219076531445690170e-01	8.011635561133077843e+00	1.985673951695606787e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	7.631705066471444532e+00	3.143662152688419198e+00	2.133420316491372759e+01	4.853016014477776530e+00	3.410361682743633160e+00	2.184561802513675932e+00	2.420935251292102852e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	1.339844159742222596e+00	8.148771021446686191e+00	2.976254583660348230e-01	3.256963871359895846e-01	7.286330497729844868e-01	6.403963694590257383e+00	7.120601815292625092e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	5.265845654265625342e+00	5.382372618181132218e+00	2.090357380533951481e+00	1.964916796120312004e+00	5.434396245221975619e+00	1.301995370704771560e+00	1.046465663417435743e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	4.033788765214254113e+00	4.010053963953062350e+00	9.861402972052873750e+00	2.007046298490396286e+00	4.090173461566014579e-01	5.478210152479615402e+00	4.767315938552710852e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	9.280626869152689196e+00	1.962992753954898362e+00	3.344048187615184276e+01	9.465534898657629981e+00	1.217501233066042943e+01	2.398013559029893660e+00	1.156871999194250655e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	1.098174164718063173e+00	3.148541739260676042e+00	3.028500714111896475e+00	7.014134889663511396e-01	3.623211025985259570e-01	2.647133438205830025e+00	1.640784559122809294e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	5.976638906021033648e+00	9.546457020680920280e+00	2.455346114377998656e+00	1.256823449486357269e+00	6.245819216242152194e-01	4.286973373138868837e+00	8.722662577394243999e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	7.664575404656777557e+00	3.740713825994120612e+00	1.450679952377004689e+01	4.098659069573245439e+00	1.957129606691397017e+00	4.898033402136261039e+00	4.115241913042574362e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	5.359074372831235777e+00	2.515138741893856444e+00	1.351671673579665089e+01	4.260650081009012879e+00	1.531815707888289024e+00	6.604603843613497283e+00	1.804101344166054943e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	1.759402933047236939e+00	5.146390943030748844e+00	2.212426578867322302e+00	6.895973700268093198e-01	2.334189052091520666e-01	1.668680835954218455e+00	1.917936360764936066e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	9.752106641212721527e+00	3.764731846995516218e+00	1.850408257812986434e+01	5.180443577740409644e+00	8.038565129503195905e+00	5.541956826544303105e+00	1.616596664397002558e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	5.667447497230989839e+00	1.306502305879139625e+00	2.656946920468677220e+01	8.607705534444502149e+00	4.748342305587914147e+00	2.642574935749864906e+00	5.636711194195193064e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	6.530885360390221273e+00	3.910782855976925099e+00	8.130148846292762244e+00	3.341171645285838210e+00	1.567168307275172978e+00	6.159007307998916936e+00	2.720299383801542681e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	3.129799142905560938e+00	5.901181092030592268e+00	1.852758620215046781e+00	1.063810488299454571e+00	3.862882816234018524e+00	6.733066254481713031e+00	1.429797256953203033e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	5.354109814172034021e+00	5.964990935345445777e+00	7.108629001840772510e+00	1.793870822979042989e+00	2.223335649666164926e+00	6.005372176600281442e+00	2.513257690947338086e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	4.862196128360274372e+00	4.221946863138212436e+00	3.516950048021914021e+00	2.309673609317551612e+00	2.324564235531892731e+00	7.646567315219217953e+00	2.156481245018665727e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.666218854876721833e+00	5.022009793572319580e+00	2.412640955532103781e+00	6.709215542287466638e-01	6.980983541546345039e-01	4.015697646411083177e+00	7.151773905446222324e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	1.947647899264052462e+00	9.687697025431587505e+00	6.325581349279885135e-01	4.051475068142803004e-01	7.688546575607170530e-02	7.887407004892414975e+00	3.026133983205258060e-01
