G	c	dx1dt	d2x1dt2	W	d2	m1	Fg	Fc	m2	d1
1.000000000000000000e+00	1.000000000000000000e+00	7.986094267755419196e+00	5.222698222479455588e+00	3.395905657998333549e+00	4.383386332099828309e+00	1.453002844648637049e-01	8.357103373169811888e+00	5.812223624651418064e+00	8.464330636189698609e-02	2.142210360249997281e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.835942362617899892e+00	8.715345070509343373e+00	7.553011924419374523e+00	9.528063408635279785e+00	8.549176916670847559e-02	4.556187158816468852e+00	3.401036036286001707e+00	9.963650732643704322e-02	1.389685442704946761e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.622632821729227182e+00	8.613383775899082551e+00	9.881001332838504680e+00	6.761711615362188788e+00	1.685036689089920436e-01	2.474609608597848620e+00	1.398859123514631042e+00	3.692112502912250349e-01	9.046858360014837785e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.434610011019979758e+00	3.833268231781142621e+00	3.349469033998048406e+00	7.009217558795572067e+00	1.192230741731266919e-01	7.659425048455694274e+00	7.589967842682288968e+00	6.232383460473231440e-02	1.225274169229785270e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.436502355314479784e+00	8.484433042844178985e+00	6.871065128628824681e+00	6.769682540692978812e+00	1.217149689977664317e-01	4.262764569397377912e+00	2.136653767018333649e+00	1.758571814074497142e-01	3.156742363556822806e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.448424470291802102e+00	1.212853776362988745e+00	2.859563392239313995e+00	2.777572434678139413e+00	7.506488258907871858e-01	6.977129344382227316e+00	3.810209164027174911e+00	6.180804402347487292e-01	7.655606984234732959e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.521310431055221457e+00	6.339306046993664623e+00	6.068340241772627763e+00	4.742759321531950789e+00	2.061614630020857375e-01	3.378924663011976914e+00	5.813365891387471507e+00	1.872402493863841166e-01	3.520434362713799059e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.587624213611082302e+00	3.170035733661772603e+00	5.258744297510692611e+00	7.754120069657159497e+00	2.206144163309809170e-01	1.782336455561246424e+00	6.077321099955096173e+00	3.251297848623134201e-01	2.791781566655593405e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.478118476593019537e+00	2.109551251095068025e+00	9.772018949140019117e+00	1.922805092706802776e+00	2.442030296015104351e+00	9.901145818002930810e+00	6.468077423426342953e+00	1.255004489789805167e+00	1.216172114298408102e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.649182951827773636e+00	1.701857801333103826e+00	6.475869389270172860e+00	3.444872545865036884e+00	1.094444277723189973e+00	2.378855978095051338e+00	2.534641092842607968e+00	1.784165901900959472e+00	2.539028347562365173e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.178969447268887194e+00	7.377040224099649102e+00	4.096536051455012206e+00	3.456293365322150812e+00	1.638437902080490949e-01	9.948294872456326488e+00	4.540795816855978551e+00	1.075687032042096647e-01	4.271577543465038818e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.691569558446711863e+00	3.928921932020773777e+00	2.021988637647971654e+00	4.854713953562329820e+00	9.726970159235318047e-02	9.738331146156028240e+00	6.607344481908771883e+00	4.916757221578462594e-02	9.239986711792334828e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.884131538939635364e+00	7.477543912866057241e+00	2.349970569695467582e+00	9.869076866323286623e+00	3.341295845207679915e-02	8.159028037425184010e+00	9.736793698991203172e+00	1.225693611790801447e-02	4.847585106562658785e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.174343641147905792e+00	1.565889181642639016e+00	2.958373628329195704e+00	1.559562440025871632e+00	1.192774047553689876e+00	6.937143799702971236e+00	7.484266755577382746e+00	6.614829608487822199e-01	7.814453671865682072e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.854245001175486074e+00	3.885364455943835171e+00	3.246683984671156598e+00	5.573262644182219283e+00	1.499251527455878752e-01	6.200117159911408216e+00	9.271563645669264275e+00	8.815548687714293286e-02	7.794269706141003506e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.090917788674637734e+00	5.904135757290262632e+00	8.611161309367950878e+00	2.507795926248935992e+00	5.595865348497439662e-01	8.766674991220472890e+00	7.781129439404836923e+00	2.785101765098171311e-01	2.993909567086806001e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.487085677362109060e+00	8.068331178004417126e+00	6.083361513506673646e+00	9.656491713063481086e+00	7.668373228875989545e-02	3.573371280352208856e+00	6.313654028724132061e+00	6.166562903235379284e-02	3.036940215296395351e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.300679378728513358e+00	3.924290283219419084e+00	5.782646455939190133e+00	2.093436714541545562e+00	7.263633310513917252e-01	5.150392975792286165e+00	2.779016058815047874e+00	8.109448907414642527e-01	1.767798840527710746e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.149581020210854732e+00	6.610585361345379773e+00	1.965173841726933546e+00	4.633286344074489804e+00	6.932998357053746230e-02	6.600800232515002364e+00	6.999969467463218464e+00	3.450552803424256076e-02	7.865555794951897828e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.306712395334814314e+00	9.041205129460808010e+00	8.835804905966952560e+00	7.668099354907769616e+00	1.294081312913963888e-01	4.664320541623032668e+00	6.666469781463433719e+00	9.332010736360550618e-02	3.872736125042516853e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.933432776378451123e+00	6.485321168398919589e+00	7.498230589836640370e+00	7.370031944804360968e+00	1.556348978641281244e-01	4.900145104829160658e+00	6.440742434008357442e+00	1.024650292873340307e-01	3.608356153649577847e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.770937854771499786e+00	3.089775253690486778e+00	1.555177976732159406e+00	4.807599176433798860e+00	1.069323404428066254e-01	3.960330613870750138e+00	5.385958439795003549e+00	9.220518117374540412e-02	1.198047870529717063e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690020056266040349e+00	1.192338258827311037e+00	7.412356458452749486e+00	4.114669317660924364e+00	1.466511214125827633e+00	6.020433103261023433e+00	5.762716714090708514e+00	9.978195750444397438e-01	8.037648119950732140e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.045291727178282670e+00	8.889638484300226295e+00	5.867192299448443116e+00	4.635055547110482621e+00	1.457514723390342937e-01	8.642217151733012415e+00	4.035882816146129315e+00	1.100841943841307929e-01	7.505775508451550948e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.623438762613683473e+00	1.162341566709133245e+00	1.731014895573265377e+00	3.386389676954043804e+00	4.283306639321464715e-01	2.791376222406859231e+00	5.681452276802385626e+00	4.565188379919928319e-01	2.347070394091218537e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.709042787723511481e+00	8.869953572218989279e+00	5.102382934122873692e+00	2.923734849182656248e+00	1.977191083090994450e-01	9.464862687125332741e+00	2.786269958633127874e+00	1.874720389827606026e-01	1.333823793774248312e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.973397357784760331e+00	5.788628917392856899e+00	5.317169157448417671e+00	5.380965135719720571e+00	1.782605110755834110e-01	7.181689631929091711e+00	8.204378103711173154e+00	9.271839914788415626e-02	1.578681574132036747e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.418288724225348574e+00	9.481942868631582755e+00	2.531947453252829217e+00	3.383360168324601958e+00	7.575019819532877174e-02	8.394413874433036327e+00	2.648238730988242029e+00	7.966299220491487865e-02	7.118513040759508748e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.112886065014794923e+00	8.238391674951108357e+00	9.495474754192423816e+00	3.560243248898201429e+00	3.243970543270525697e-01	6.082602443676238479e+00	1.888599843599717776e+00	4.727570739993439131e-01	6.130484167859860278e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.252780168036926156e+00	9.993152190155255354e+00	8.570451434264816371e+00	6.871424168906306917e+00	1.264431099485017751e-01	8.043335366208641091e+00	4.993610127850493186e+00	8.130726126201455461e-02	7.076284590347940995e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.268125556832904621e+00	4.133138501435062118e+00	7.051628659807431809e+00	9.782746435467391422e+00	1.750291923430656871e-01	1.236370310473586143e+00	6.843909389553279432e+00	3.515108712959654769e-01	2.893056967254992173e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.840722187834764156e+00	7.885240314152241581e+00	5.094091993609248803e+00	6.410807881234710237e+00	9.718295622073949702e-02	8.434003345448070732e+00	4.809595232916950458e+00	6.030001566291239706e-02	4.370225162017266074e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.747928467337648506e+00	4.618806410878724122e+00	4.642210861973163460e+00	1.649590869803693183e+00	5.959063068995045231e-01	1.312926445995993063e+00	3.494967243693809067e+00	1.228668385259093387e+00	9.162871558969321040e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.362619259319463927e+00	5.332765798175488570e+00	6.924612758823396774e+00	1.697563305908542874e+00	7.652911929435043392e-01	9.063142497305564760e+00	6.072558194836809697e+00	4.240633222411896441e-01	4.789993914890040561e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.951828097400093220e+00	6.639361782015544833e+00	5.842829099591681619e+00	9.557548969737696964e+00	9.440404469185322001e-02	1.001074720568372456e+01	4.094496072810269283e+00	5.902575748133127159e-02	7.137511890309853335e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.547149706318297291e+00	8.864162346216962973e+00	1.432551937000497988e+00	3.691563209483936348e+00	4.522888394336851275e-02	3.730098692769685087e+00	9.451859250928153600e+00	3.892165361848143323e-02	3.254508152651711811e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.453541531116269159e+00	9.772344024667043882e+00	5.646916080745175037e+00	1.930905591544034516e+00	3.100878585734035409e-01	2.946688083458144369e+00	9.307079017054693537e+00	2.840558573760245675e-01	1.264588084643946952e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.415273058516898885e+00	7.951586733856511380e+00	8.240854280281810773e+00	6.440829230665651828e+00	1.710504819528183562e-01	7.940970743483312333e+00	5.512400544027340921e+00	1.031643415596393137e-01	5.307633085087981595e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.235471073209143178e+00	4.769976598706915816e+00	5.121140742662714018e+00	6.614301182710057070e+00	1.563074977565420964e-01	3.260751280627983917e+00	3.992437792616633896e+00	1.791562500047236550e-01	6.430024644949158263e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.506650439617521986e+00	4.847948631483093962e+00	1.450243584203060543e+00	6.760300134570567110e+00	4.202524056552119774e-02	8.744449684115501498e+00	7.605012064483463341e+00	1.439210906333001500e-02	4.581238088861035174e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.924596566525925034e+00	7.638249639277040259e+00	8.089295796743915190e+00	3.379553403017443447e+00	3.173488004352731373e-01	1.906398236133924673e+00	1.314687263960106600e+00	7.907645860244204572e-01	9.175102699592958544e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.348596573820554756e+00	3.052284545213969746e+00	2.770711506425369564e+00	1.174487755010377832e+00	7.859926447308985820e-01	2.042916580395252257e+00	5.309687634999843198e+00	1.032593740443224162e+00	5.307247347403507565e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.078750965273162166e+00	1.974326100221582836e+00	3.409093429629528327e+00	9.621745482085017898e+00	1.696915574350566780e-01	9.885505361276422320e+00	4.025188112253461625e+00	1.172969982902725000e-01	4.240011175062819992e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.676967104825537458e+00	4.180477006993124967e+00	2.400844877024153501e+00	3.373936169982790556e+00	1.860614151298163599e-01	7.049119260087338468e+00	9.389541879840100691e+00	8.583956530893389891e-02	6.045888273480480579e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.788039146263065149e+00	3.626479787926944809e+00	3.996500022665443019e+00	7.085017012659546864e+00	1.565900456343008451e-01	8.692323132069018854e+00	1.146091763828573473e+00	3.175111783304619406e-01	6.502360017440553364e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.082360062874464290e+00	3.551600538340754731e+00	7.846219234266980536e+00	7.362313176915898261e+00	2.881569698907591737e-01	3.851885259601719902e+00	6.009831741019019624e+00	2.505790821246614009e-01	4.355979288649048375e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.763104783820140131e+00	3.104760640663513094e+00	5.632527416887440630e+00	6.453978742919870726e+00	2.825239416851844099e-01	7.147323765433076126e+00	7.663256315809187313e+00	1.511199373063756846e-01	2.167951675418175461e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.090095075991034612e+00	1.407415262285597324e+00	2.787404421288198098e+00	3.843056829676283481e+00	5.380634601985394561e-01	6.321220558366404951e+00	5.413152509644731936e+00	3.676150271702248729e-01	3.176617512277105093e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.337241402436720961e+00	1.124065808697758184e+00	8.956635515610146925e+00	3.377179294728043235e+00	2.225160956455872974e+00	6.358392147445917075e+00	1.750928425591194992e+00	3.216414238779086165e+00	7.710355100245084081e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.318250671121389495e+00	9.893653182416603187e+00	8.861524811966321025e+00	6.496208303501927794e+00	1.409194149476821201e-01	7.231420412623240423e+00	9.767644262847694492e+00	6.921670326123993688e-02	1.989229082793655956e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.511160150127989432e+00	4.815075182408764753e+00	8.801707961203375064e+00	8.866173871851366073e+00	2.034233346305335255e-01	6.238547249754049062e+00	5.611824390424573927e+00	1.321659517247388282e-01	5.633823277732179502e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.027254976278452858e+00	4.418352541440860648e+00	3.198160008945673649e+00	9.573887221921577151e+00	7.422139461366594748e-02	4.873097542790254977e+00	6.584701829957379182e+00	5.576267399561755239e-02	1.282660645009292277e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.718140191473503720e+00	7.094104507637695178e+00	5.063072389854978539e+00	1.877883097830510772e+00	3.654059194134398614e-01	3.485152828922719159e+00	3.145431137950298606e+00	4.498370936100464790e-01	1.094810275026645296e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331384336093432097e+00	2.924748087581369393e+00	9.765674899090562633e+00	2.404577301512693666e+00	1.393554503801941014e+00	7.941171861754027006e+00	5.460247013180172360e+00	8.610009287824732516e-01	9.151250866492398606e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.045822845838404902e+00	9.587681411404407328e+00	8.044578808072246900e+00	9.568078715996232830e+00	9.172456181821297960e-02	3.047053187243725425e+00	4.993591235097325054e+00	8.902093399783574112e-02	6.689606902561490154e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.783513929515647689e+00	8.036218612430042540e+00	1.215241442802266869e+00	7.660924081962183330e+00	1.870802818420938193e-02	7.188033901527412617e+00	1.715939662153988188e+00	1.889331148836876501e-02	8.916155187063431464e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.595221906898449227e+00	1.754468730057460402e+00	1.564602465919638474e+00	8.892696491949063642e+00	1.001100793557420099e-01	3.077551127531233277e+00	1.959197116013926543e+00	1.636356508272397425e-01	8.559595880201260609e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.962544444141054445e+00	4.856579605222774099e+00	5.189505905094816463e+00	2.788501694378872298e+00	3.870014866694349576e-01	6.734770808838136169e+00	8.485349874139529902e+00	2.102339386005043220e-01	1.682672976721960589e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.515635009992914339e+00	8.965512233176426093e+00	9.217496412556577923e+00	6.263807840146390582e+00	1.650633360281496265e-01	7.869255385660388846e+00	3.208015776399219199e+00	1.465936559077710144e-01	1.846079508068128483e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.803387791107446514e+00	9.399029312505181366e+00	5.956601525202653846e+00	7.277589994533133932e+00	8.242980833747202973e-02	3.053542739378222848e+00	2.766161030534175946e+00	1.231372195608847753e-01	1.538902408678742617e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.883933435671261591e+00	5.164068348935888508e+00	5.388649391546626255e+00	7.203765507869699825e+00	1.440391129684305827e-01	1.565538318880858037e+00	5.573720621905014383e+00	2.485032782979531563e-01	3.659654709422595631e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.590373086277360848e+00	6.534191092744453755e+00	1.994869502822360641e+00	4.569373566737983339e+00	6.580768900949332534e-02	2.160366676145467402e+00	8.013623436657789867e+00	8.133953054742182331e-02	6.231777724521470746e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.747218718348647393e+00	2.521316508627176933e+00	6.952047346176566833e+00	1.174061395546237341e+00	2.418529870903760148e+00	6.410495940189459674e+00	1.512289321102633810e+00	3.869480689822050401e+00	9.416226996463521459e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.000484921083478085e+00	9.837599200489032469e+00	8.391354681593265141e+00	6.176377276621983547e+00	1.345561705464479729e-01	8.605130618600229653e+00	6.140562285848083945e+00	7.360963099481607208e-02	4.475412725217210452e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.340597538151182988e+00	3.149498112790563464e+00	4.467250580054313858e+00	3.225877698158871709e+00	4.280854936677329636e-01	1.374835188866575741e+00	2.059923236502373634e+00	1.045052232383134383e+00	2.174633220467541594e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074306798017794939e+00	9.530494489696975435e+00	8.032094015635747652e+00	4.943493807711628385e+00	1.616381320564848623e-01	7.724534114646896654e+00	1.373202036543856641e+00	2.912723897529425621e-01	9.058136109136700753e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.460159493528915498e+00	6.873628778335184819e+00	9.603982720669911544e+00	9.588506762326924004e+00	1.437769513157087786e-01	4.170255065667058503e+00	1.505136587793261205e+00	2.706815015697991988e-01	8.912208603444527810e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.958099470948612364e+00	6.545108068995046935e+00	2.930514139130534712e+00	4.673099436035995424e+00	9.942860945438558584e-02	5.347404725111948309e+00	8.458337882402739538e+00	5.861896166880177506e-02	9.653739097349717246e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.122212932974623101e+00	5.639358196712417559e+00	5.623897260122909358e+00	8.572550390473981707e+00	1.213650602184370292e-01	9.307411850730382241e+00	2.103258206973868116e+00	1.403519301653274598e-01	2.711044362369627425e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.001117727143189029e+00	3.100983562961664664e+00	3.521553411130101008e+00	2.631993640453501371e+00	4.300309231851414116e-01	4.036387831073586341e+00	1.340461577735998500e+00	8.362365526571585717e-01	3.844742247167310722e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.427561456171027032e+00	2.675408413921950945e+00	8.121234766900947477e+00	7.107206502290547512e+00	4.483149076952422929e-01	5.175035064769078375e+00	4.895138960437208198e+00	3.509207510962775167e-01	6.849403382712063726e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.717024451718258682e+00	3.045638440386506218e+00	6.304628797393845296e+00	9.859717712471214313e+00	2.153389232652859475e-01	1.005868427528013642e+00	8.589607053290963634e+00	4.234616089201582168e-01	1.598425091336874160e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.776519983866307051e+00	2.631129989442589689e+00	6.694220903071544271e+00	1.922670336640234900e+00	1.306696508745828211e+00	1.750026702148743452e+00	3.331313153441276320e+00	2.281944235913201613e+00	1.683986607364602150e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.255774928925511125e+00	8.051485893968656882e+00	8.179464161869830718e+00	1.185028090987326088e+00	9.444023366731061353e-01	3.281465755276279594e+00	4.844232856877311200e+00	9.692030551274835037e-01	8.836206376869971679e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.985877472839298274e+00	4.114173074098602889e+00	4.642808640214616922e+00	4.946719480463219298e+00	2.235009107166728293e-01	1.206655920688171735e+00	1.375014030211755278e+00	6.832681138518182928e-01	4.995264775210467079e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.284128345228793711e+00	1.548630992872280565e+00	9.219228098671210958e+00	1.870583893101305017e+00	3.312118962848575432e+00	6.668738337045128084e+00	5.138568501323430127e+00	2.304673197882504354e+00	2.732272501865408376e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.783288655765337793e+00	9.748438421704225476e+00	5.732190641151695409e+00	7.691969244457292021e+00	7.256508489253571392e-02	4.810441817274598186e+00	6.184956694927756793e+00	6.178653084707730336e-02	2.938530824949470710e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.763835324828711748e+00	8.877108518706570806e+00	2.398555156315592019e+00	9.264901405468126683e+00	3.064466524608256554e-02	5.931440868910142328e+00	6.131459249538010248e+00	2.053342780106075585e-02	1.212338630296968811e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.665620048902727746e+00	9.342992088872529521e+00	7.338782408332717111e+00	4.917924475755986791e+00	1.593615593738167968e-01	2.567340167832218967e+00	4.058244003495188323e+00	2.021760975382138059e-01	9.067078253856790671e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.216904561183138611e+00	9.968927061350228769e+00	8.143265068197658607e+00	3.356545075508035492e+00	2.473011116000505827e-01	3.561213915950789399e+00	3.834810550717108857e+00	2.619430357612572702e-01	1.110938761242819428e+00
