G c dx1dt d2x1dt2 dx2dt d2x2dt2 Fg m1 W Fc d2 d1
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 4.31397063e+00 7.54868024e+00 5.99443365e+00 1.34826455e+01 6.62923279e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.09384713e+00 9.30343381e+00 1.78514895e+01 2.85228351e+00 2.34634240e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 3.36417932e+00 7.85990852e+00 2.30115392e+01 6.94734154e+00 5.47488016e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 3.70267335e-01 6.32545272e+00 2.56702953e+01 3.39128653e+00 4.60457030e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.57912044e+00 2.72821032e+00 5.27741257e+00 3.70242506e+00 6.83133823e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.41924206e+00 7.00017087e+00 2.32161450e+01 4.03032185e+00 1.00115320e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.15199044e-01 6.61041609e+00 2.96602751e+01 3.80839583e+00 1.42936385e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.60316685e-01 6.42222253e+00 2.10095583e+01 7.11857087e+00 8.96023772e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 8.26831985e-01 5.40807281e+00 8.37341451e+00 1.27440370e+00 7.30924370e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 1.47572305e+00 5.75790944e+00 3.51119342e+00 1.01655533e+01 1.60076009e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 1.89038969e+00 4.00998274e+00 1.77058580e+01 7.61863972e+00 9.12281617e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 8.32844977e-01 5.67381423e+00 3.37996120e+00 1.36833734e+00 1.42742204e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 3.30404111e+00 2.77800315e+00 1.23236596e+01 1.75015068e+01 1.02781783e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 1.34679403e+00 8.24656958e+00 2.37519107e+01 7.99843435e+00 6.14801259e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.46120626e+00 2.67199259e+00 1.26273150e+01 6.89615444e+00 2.03240912e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.67422826e+00 1.76469661e+00 7.22559361e+00 2.40050658e+01 2.83504698e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 1.15987223e+00 4.92621424e+00 2.45852746e+01 7.98678336e+00 1.28382502e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.17919411e-01 6.92476696e+00 1.43910726e+01 6.71774023e+00 5.68486856e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.30044593e+00 4.93945142e+00 1.95224275e+01 1.44118758e+00 9.33849261e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 8.04133687e-01 3.49078719e+00 8.05914237e+00 7.68326853e+00 2.04987400e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 5.36182523e+00 6.02354066e+00 1.60192467e+01 5.74353535e+00 9.67791752e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.03815362e+00 4.12302102e+00 1.37039925e+01 2.42710565e+00 4.89809597e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.92107461e-01 9.39580921e+00 4.16379703e+01 1.90963554e+00 8.51865214e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 1.58200944e+00 9.30380626e+00 4.58526518e+01 1.05649511e+01 2.42803479e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.23420044e+00 5.52134638e+00 2.18492395e+01 1.09284831e+01 1.20991799e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 4.95587004e-01 3.95095595e+00 9.40307966e+00 3.26858139e+00 5.22556761e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.28574646e+00 7.63419173e+00 1.82923365e+01 7.57448252e-01 4.39658822e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 5.65247758e-01 1.33041649e+00 5.08102071e+00 1.39505759e+01 2.30683399e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.87817252e+00 5.27292105e+00 8.30219920e+00 5.61545200e+00 1.24512855e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.01313617e+00 4.02691055e+00 4.01536745e+00 2.82412212e+00 1.30163563e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 2.16834529e+00 9.28482297e+00 1.94591293e+01 1.27313121e+00 4.71024535e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.21706622e+00 1.10802725e+00 1.98622245e+00 5.54055432e+00 2.47768165e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.32491949e-01 5.97533388e+00 1.09550967e+01 8.43749314e+00 9.48220715e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.09218503e+00 7.66597223e+00 1.18917235e+01 2.43802318e+00 7.73550541e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 1.66349565e+00 5.36516189e+00 3.69884644e+00 7.82269886e-01 4.47638690e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.86877935e+00 1.76862727e+00 1.02656911e+00 2.15771136e+01 2.61673890e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.11973285e+00 9.75215251e+00 4.82219635e+01 1.02898030e+01 1.44216306e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 7.02482139e-01 5.66209388e+00 1.37304593e+01 7.59574978e+00 1.02285250e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 5.10635832e-01 6.52767620e+00 1.45532577e+01 2.62681775e+00 1.19172579e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.78342690e+00 3.12948804e+00 1.11360102e+01 4.31810509e+00 3.27949191e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 3.30786401e+00 5.35148277e+00 7.93166002e+00 1.74187284e+01 5.32622229e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 3.19538174e-01 4.86234543e+00 2.32168501e+01 1.70864079e+00 1.30228120e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 9.47878118e-01 1.67406258e+00 6.76078972e+00 1.43033309e+00 2.29154878e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 3.46486494e-01 1.95544318e+00 1.76449320e+00 1.17230172e+00 3.31615309e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 2.34727000e+00 8.53725268e+00 2.03110930e+01 7.29119332e+00 1.26708098e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 1.22827120e+00 3.15837957e+00 1.40738416e+01 2.29568258e+00 3.68536443e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 4.06063051e-01 2.75462444e+00 1.30880309e+01 3.03913045e+00 6.35041307e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 2.16189889e-01 5.54420306e+00 1.44332615e+01 3.02194183e+00 5.65875194e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.66208735e-01 7.91872418e+00 2.58178223e+01 3.15597295e+00 9.36855835e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 5.66856957e+00 1.55751867e+00 1.94947253e+00 4.08997529e+01 4.92607528e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 1.38401452e+00 6.19127128e+00 3.07103079e+01 1.20812703e+01 1.27076780e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 4.28617546e-01 2.07289399e+00 3.19748594e+00 7.08516327e+00 7.37498550e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.50572592e+00 1.32814946e+00 6.29847385e+00 3.27976355e+00 2.43175717e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 4.23349013e-01 1.47469557e+00 5.04848744e+00 7.46707482e+00 1.12605019e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.15582399e+00 8.50747697e+00 2.75201190e+01 4.84344251e+00 2.00462852e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.09365522e+00 2.06175235e+00 5.78754152e+00 4.03750499e+00 4.56380140e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.47865869e+00 1.40636228e+00 2.16300509e+00 1.05508547e+01 5.45012573e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 7.35667345e-01 4.94109898e+00 6.39564065e+00 6.28064271e+00 1.14976410e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.14687486e-01 8.59594125e+00 1.28267599e+01 3.61061962e+00 4.75701880e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 9.04723101e-01 3.36167539e+00 4.50118982e+00 1.69716112e+01 2.96009507e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 3.09553246e+00 4.79541356e+00 1.92206416e+01 9.35255025e+00 3.34460920e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.55121915e-01 1.35930279e+00 2.82131949e+00 1.83491935e+00 8.62398280e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 3.64434499e+00 5.04170663e+00 3.83316944e+00 6.46165306e+00 2.10980840e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.25377902e-01 6.19851773e+00 3.01307581e+01 5.04200042e+00 5.10323839e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.42763156e-01 6.13816348e+00 2.74807819e+01 1.00453223e+00 8.59806779e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 5.24200108e-01 3.99184023e+00 1.86613951e+01 8.25635862e+00 1.31013564e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.10064385e+00 3.83979863e+00 1.91110049e+01 2.24198634e+01 2.23409608e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.42055928e+00 1.95961257e+00 2.51325921e+00 2.54413259e+00 4.36662269e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.28979967e+00 4.30118489e+00 9.81998827e+00 5.44553380e+00 1.28486290e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.34421436e+00 1.89545202e+00 7.41514694e+00 6.60302551e+01 8.89014150e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.42955370e+00 7.89936350e+00 2.86912212e+01 1.69436204e+00 2.87344481e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.49737240e-01 9.69646868e+00 1.15633451e+01 2.55798991e+00 3.63738943e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.01484050e-01 9.73067011e+00 4.05890486e+01 1.21329754e+00 1.05447543e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.73132875e+00 8.78563989e+00 1.32661631e+01 2.17331908e+00 4.22105800e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 2.18750737e-01 6.40712934e+00 9.65669251e+00 3.35266052e+00 1.06503569e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 9.92520419e-01 7.30779128e+00 2.13123321e+01 4.10625989e+01 5.10716632e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 2.29402602e+00 3.56685222e+00 1.13006072e+01 1.65238280e+01 1.99673563e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.57291421e-01 6.67693378e+00 2.07678543e+01 2.35453808e+00 7.11163162e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.21009381e+00 5.10084594e+00 4.65039416e+00 5.34220322e+00 3.66551907e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 4.14636774e+00 5.33815606e+00 2.37471816e+01 1.55870325e+01 6.06879950e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 7.07653704e-01 7.81998904e+00 1.32564469e+01 4.88919477e+00 1.06582986e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 2.53697484e+00 3.53726520e+00 3.83021141e+00 1.78675120e+01 3.29139140e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 1.05903656e+00 3.86235651e+00 1.73781569e+01 1.97998570e+01 2.24304167e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 1.77483440e+00 9.32177612e+00 4.47485500e+01 1.55764296e+01 1.07132299e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 4.65881120e+00 1.50601865e+00 6.59572056e+00 2.39820894e+01 8.13148145e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 1.77418180e+00 5.37070869e+00 2.22498919e+01 1.84667943e+00 8.87451276e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 1.07046051e+00 9.21520720e+00 3.17794614e+01 3.96041731e+00 1.90296831e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 1.09699803e+00 6.49326707e+00 1.93425216e+01 5.25686573e+00 9.58835697e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 1.00862457e+00 5.91766367e+00 5.27524458e+00 7.95467907e+00 7.25226459e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 5.49794114e+00 3.24769761e+00 7.59324517e+00 1.26046761e+01 4.05739883e+00
