G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	m1	W	Fc	d2	d1
1.000000000000000000e+00	1.000000000000000000e+00	2.565196744687734398e+00	7.567605712432913911e+00	6.024616790686194712e+00	6.557839967923939639e+00	7.074651134546206421e+00	1.150424291991512860e+00	2.329501945780887429e+00	8.045858446874326830e+00	2.078105466229316356e+00	8.209317761182465034e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.749816437686273041e+00	1.009062993275299291e+01	4.979486624955653085e+00	4.766651241189309829e+00	3.464116052642443044e+00	8.587083477906602980e-01	2.224801634848715182e+00	1.282957430586909275e+01	3.585260468393052236e+00	8.306360452562641328e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	8.692956727515497306e+00	1.457786874277474443e+00	1.164859365100241018e+00	3.095566069577278867e+00	4.562235736334143699e-01	2.336204063572073775e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	9.018682967612877022e+00	1.995558961489219074e+00	3.399806963100098667e+00	1.138788683992952855e+01	8.872066126604714498e+00	2.302169249663156592e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	3.056783997794349617e+00	2.357495292830861455e+00	6.760310458679285261e+00	2.666581964162017115e+01	3.828228325656019226e+00	1.247569912360525279e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	3.360375132131355969e+00	2.587487618543629075e-01	8.401381476493492428e+00	3.367369342602427817e+00	3.926512540509501825e+00	6.618668381706884318e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	3.539160199265290352e+00	1.146889338423893401e+00	5.697461303360167761e+00	2.482782576795409213e+01	1.626960900009459010e+01	2.997717544859841254e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	3.692270281142089772e+00	7.353230025296532135e-01	4.735091047822415966e+00	7.961341195711456820e+00	3.197880797975063860e+00	1.459483574942671780e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	7.449998812915778146e+00	8.268460051059428606e-01	1.002106564117720566e+01	4.449908479708469144e+01	5.711633227396310630e+00	1.744462943997806903e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	8.488061343329743380e+00	2.204845293284848129e+00	8.367601492940487162e+00	3.712459063573427187e+01	1.579259498511808246e+00	2.608898894360927923e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	6.767497654573977783e+00	4.921002255024806260e+00	9.245582709233028496e+00	4.407310315434981618e+01	1.683945053098929279e+01	2.008861385430564894e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	8.410297335004942809e+00	2.064265252573630693e+00	5.464711057661976845e+00	1.542470868426146779e+01	6.324474643995348977e+00	2.300506700426091289e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	3.606624546579226376e+00	5.631510104634309677e-01	3.322209863148763098e+00	1.530844676553666872e+01	2.024000312870490426e+00	1.169139765645680029e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	2.855572636853205282e+00	3.938641495271748560e-01	1.703147465870874733e+00	4.455760802899536799e+00	8.812919382178547423e+00	1.976398244091402034e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	7.552324156939746125e+00	1.029885159171275433e+00	6.915437528282330604e+00	1.748442610511219897e+01	4.480262547381678395e+00	-9.952774224126279545e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	5.069609077120263763e+00	6.179429347159748342e-01	1.957617101740799725e+00	7.709216240483653948e+00	1.020675904053603311e+00	2.410149370084924669e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	7.254952496159862818e+00	2.441899962266376622e+00	3.697800594745736635e+00	3.276398733715413236e+00	6.380183405149430165e+00	2.407356452157765503e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.561856249000548313e+00	5.324420708397593627e-01	5.817366662485533801e+00	1.669274832920910967e+01	2.458583861047361818e+00	1.243194833252750087e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.949461072012360852e+00	2.281995899806095462e-01	6.000450401000816392e+00	9.501866646561301977e+00	1.179792826854926924e+00	8.050279897780116656e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	9.401880625748878728e+00	5.353091451675941137e+00	5.891861880031484588e+00	6.903219536750418328e+00	4.850594342890731525e+01	5.401010042799780564e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	2.160159560157440595e+00	5.024519786456167481e-01	2.682138303425188219e+00	4.661428794710184675e+00	1.884109426886654504e+01	1.479578048133356205e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	9.968205541515132495e+00	3.038532791324695115e+00	4.393183216441531869e+00	1.569322947206242347e+01	1.095650974665797683e+01	3.747329439523270800e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	9.630714210183398905e+00	2.178446065826758815e+00	6.528960495843146639e+00	1.529879726129166784e+01	2.171719940747858235e+00	1.295544832405242541e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.830339599976037235e+00	8.860072441925938014e-01	9.134475310072659227e+00	3.703900583439794758e+01	1.275689354896127226e+00	-9.336974359714753646e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	6.780986855530725776e+00	4.372046930693859856e+00	7.899898828574873022e+00	8.839785459034395387e+00	1.292779082544375591e+01	8.649273481315770340e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	6.224300785011360304e+00	1.067142708020621056e+00	8.783379409168631469e+00	1.511676158497859390e+01	2.100550800892702075e+00	2.394136106373916828e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.005792074294798333e+01	3.370203753806808145e+00	8.746715513287442789e+00	2.375228524855553047e+01	7.291208891184375318e+00	5.593480573344389484e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	3.427716714113884677e+00	3.037974212517851602e-01	5.678492388923581657e+00	2.156398501862898343e+01	3.407046692523410414e+00	4.915047543312918599e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	4.840138602119938405e+00	2.583656777757467715e+00	3.146375737191253741e+00	5.188201703849553148e+00	5.276208117497938055e+00	6.791038784570017128e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	6.491319033769753943e+00	1.439290645210732356e+00	5.953307101456629447e+00	2.478467356991696491e+01	2.517582579574287216e+00	1.109953711744746885e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	5.518625198370041396e+00	8.849359826128915252e-01	5.371468281829573144e+00	3.188114493124254523e+01	4.296136525572507914e+00	1.669229999515135532e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.704232954641715203e+00	7.414159683532198786e-01	6.117867293900009606e+00	2.214429116863320246e+01	7.593298954648364685e+00	7.532137773203864128e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	5.034225577632466475e+00	7.968073084449186494e-01	4.168360310165236449e+00	7.927030094598919163e+00	6.745823016957226415e-01	-3.325925340074044723e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	6.111299388944106070e+00	1.461541589810468222e+00	6.158248724806159480e+00	4.348663020268768165e+00	9.403866116095583649e+00	1.475544124630279263e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	9.004642716753556542e+00	1.788121137010489248e+00	3.998020968991372381e+00	2.157171160596121950e+01	7.351569140493733556e+00	7.198761739957063810e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	2.241812538933569687e+00	7.542099924056114846e-01	6.442444907509862873e+00	3.495763846138477238e+00	7.612200037342975456e-02	2.967850317297067608e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	9.217380002214801138e+00	3.434618678807022096e+00	2.686277835630466626e+00	1.380007901516409774e+01	1.864873490721724281e+01	9.998535395513068025e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	6.594408011033017658e+00	1.275967931137409916e+00	8.379966192364317834e+00	2.309230609741955931e+01	1.012447731617471547e+01	7.464758459711402949e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	8.667240489472481713e+00	2.372662585857199691e+00	2.524856223353296958e+00	1.427178999942761628e+01	6.627491734440827287e+00	2.083159079563854821e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	6.026639461816150067e+00	1.589272489396673871e+00	1.285242547637735377e+00	8.617547711362703922e+00	2.350180573729833355e+01	2.836427622609512511e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.138854639394599744e+00	1.055320919697858573e+00	4.703050492794404569e+00	2.364735570609547111e+01	6.954861523091201647e+00	1.309914035328433890e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	6.848769556831333372e-01	2.795377079442075141e-01	6.264256885032164490e+00	1.558523112190471593e+01	5.854849549357455274e+00	8.040072272903566741e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	8.828788773942058299e+00	1.320907013626826165e+00	5.151996247775245230e+00	2.078952509042416352e+01	9.771705714874555637e-01	9.635319114852020306e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.015379374793949019e-02	7.636547897785548322e-01	3.321896543603412688e+00	9.195900303322680713e+00	8.634823694962133089e+00	2.226379275859800799e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.871941952161655820e+00	5.366023696488683825e+00	5.968543023688721583e+00	1.595603508279483407e+01	8.257105135834176934e+00	9.844237346445196124e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	9.869575977841391179e+00	1.069309215378281941e+00	5.672170389306188554e+00	1.559222025618527674e+01	1.858089252154708770e+00	4.638245545566834771e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.545450808286604083e+00	8.849588579571279201e-01	9.174688824710253598e+00	4.020166484615930358e+01	1.199529372997515608e+00	7.342111659180381444e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.102099747401289687e+00	1.382766138774678133e+00	9.475939993549294726e+00	4.586762751282641659e+01	9.645494243166485404e+00	2.367914003479620533e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.793894204252563185e+00	1.426117929410356755e+00	5.491646735807747426e+00	2.202038475581219146e+01	1.128334940233313510e+01	1.414113542428638937e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.582874519904272859e+00	6.372520403977581793e-01	4.586033042495540890e+00	1.120263448486244151e+01	3.539555805749055484e+00	3.728029511036881072e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	9.879357667502672413e+00	1.339916634124010963e+00	7.765014273487301999e+00	1.680756158793042232e+01	8.368981325143850514e-01	-7.108579761250251039e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.102404263114698413e+00	6.970438240182591505e-01	1.181509094102432211e+00	5.451409944681429032e+00	1.360081522013592625e+01	2.262874510175667453e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	2.663400315292621112e+00	2.152658284588688797e+00	6.530636999986790592e+00	7.545838631315780809e+00	6.685432604236625664e+00	1.062419883872251170e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	1.056456195374222951e+01	9.363687991622051676e-01	3.555272044681359045e+00	4.183517208097931928e+00	3.425756648218152733e+00	3.606918337571028976e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	7.332554676034576779e+00	2.007752321864316070e+00	9.178479302648440807e+00	2.006180105993589535e+01	1.840602986700512478e+00	6.518099004671261909e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	8.150347101257585436e+00	1.311915940839851302e+00	1.610826046561911973e+00	2.220381317408692823e-02	5.832010161837863471e+00	3.514281532788733564e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	3.025573799434360112e+00	3.221751870407811857e-01	5.526490815792701738e+00	1.289704534597978025e+01	8.288404215592054314e+00	8.812671603461513570e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	7.292275550406401408e+00	1.097629633360778900e+00	8.086000835479255855e+00	1.254899150546254560e+01	1.875035006208685573e+00	9.013069333997883348e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	6.130158099301609376e+00	1.620705891404079946e+00	5.102115185090302596e+00	2.379804012748348185e+00	1.191544723718849674e+00	4.807686707734220022e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.127521894352453202e+00	1.965402875657006776e+00	2.319020781510175766e+00	5.024229065458439836e-01	2.191023180975363616e+01	2.666565264317010175e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.883995029458763071e+00	1.050583219493331777e+00	1.028815865697773191e+01	5.051746510771196341e+01	1.073630198241999345e+01	1.668188801915946584e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.170439578353476229e+00	8.745077916094201598e-01	5.612672431413314733e+00	1.436932206666414125e+01	6.364210467777475344e+00	1.158368191359337018e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	4.230254231605588444e+00	4.035460178957016031e-01	5.978798526686752268e+00	1.307093389434534636e+01	2.893901164767288314e+00	7.231800721716044045e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.296020385017980558e+00	1.884626164759853229e+00	2.914717435118394206e+00	9.932328331621119943e+00	4.075119217431049989e+00	3.310888483372305302e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.403674667322138525e+00	3.212312133619322552e+00	5.343354284666359533e+00	8.891514380517126170e+00	1.672708719965388013e+01	5.409971079269663363e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	2.572629524002975288e+00	3.981767963598862314e-01	5.349667041382169863e+00	2.436106316919318715e+01	2.282066339807400368e+00	1.183732097587848919e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	7.202421114359902177e+00	8.023959539488267900e-01	1.849938593926543362e+00	7.318252013200637229e+00	1.569882253891183854e+00	-3.923014907264612994e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	2.769410344956610093e+00	3.430289976656410444e-01	2.250548961533556103e+00	1.316724566217694292e+00	3.025493049437738780e+00	-9.956722776853981216e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	8.060103881186005736e+00	2.536834425470176679e+00	8.728900821725302350e+00	2.155499221773357021e+01	7.672582904507697421e+00	9.236500225804622488e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.179011589377584102e+00	1.244760900753863808e+00	3.622630587663346891e+00	1.359469030598406647e+01	2.061707294860871897e+00	3.565783561126397672e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.559222709854192424e+00	5.756952820757318401e-01	2.644675359522052460e+00	1.177498706704519016e+01	2.953886934136437326e+00	3.633309186311961092e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.479086872121977425e+00	2.124225957738456183e-01	5.634664667029143814e+00	1.687074300802118643e+01	2.099408506388840578e+00	7.059293341573201097e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.236366350792367896e+00	3.937936515236851731e-01	7.934291250943163121e+00	2.656874920625297776e+01	4.124909916290947720e+00	-9.450443819910958609e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.219975670546546986e+00	5.693228801641200043e+00	1.317248307503930294e+00	7.438152874735277642e-01	4.114771271542197439e+01	5.012660709956716687e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	1.007450426427516632e+01	1.472681604533028876e+00	6.746312160568899152e+00	3.091656130587673346e+01	1.234272636781938992e+01	1.392759313438588542e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	1.345673835154781006e+00	1.553970091592974390e-01	2.616378048388850353e+00	3.239417800310302908e+00	6.247399012670643792e+00	8.491315876657864692e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	7.278501306071714971e+00	1.580612308433553936e+00	1.989666950612219765e+00	5.760903200508860067e+00	3.893001686052632415e+00	2.134443648871974375e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	3.661165639140175898e+00	2.885933607443710303e-01	1.055716271134234496e+00	5.407285047107808218e+00	6.730719446830698338e+00	1.304699707693082189e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	5.489418742608763502e+00	9.854231439386536007e-01	8.699937198970483010e+00	2.609364210969946285e+01	4.407398966431831155e+00	2.673524625218529405e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	1.013375925359822993e+01	1.170877537408853364e+00	2.661044617155991165e+00	7.129695891860716728e+00	4.136251058491705379e+00	5.843651790304664750e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	4.579804719778972633e+00	1.670576209426116510e+00	2.230878370444010272e+00	2.153539813806562897e+00	1.009352815954510874e+01	8.362058611597284141e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	4.776065911612831449e+00	7.666961439104026388e-01	4.113436478073649205e+00	3.923070909246077154e+00	5.656911740755424134e+00	1.276168377047492264e+01
