G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	m1	W	Fc	d2	d1
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.936310844742738624e+00	1.312768540130596406e+00	2.188008699692378656e-01	2.484964380966560693e+00	3.721232385907223605e+00	2.693089859340500047e-01	1.815759221321207706e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	4.532014761450971818e+00	1.261785325088840004e+00	7.357285317592912932e+00	3.638699832933920675e+01	4.237565365155622210e+00	7.398071589904375855e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	7.285646265236402463e+00	1.935012192211409188e+00	5.827336707800848004e+00	2.763944712446363283e+01	2.068023205141853538e+01	2.526823987881652300e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	2.737138973480741200e+00	6.571850270329548938e-01	6.717509796532821653e+00	4.560206745861318467e+00	1.570337988594415313e+00	1.842137071609737164e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	6.772999369976015593e+00	1.027427686088951519e+00	2.767385677027430990e+00	1.018048644815382708e+01	2.332042381838093981e+00	8.160986431581198630e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	3.336969344863224052e+00	8.316107998120404465e-01	2.900548171339344172e+00	1.350452218000692994e+01	3.103128057717017274e+00	8.864511525568010697e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	8.964128413732796119e+00	1.180801136021666586e+00	1.363081916021086526e+00	1.807415153576333200e+00	2.032157531273878881e+00	3.095804007809288994e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	9.059518784780649980e+00	1.954185023045252212e+00	3.897729818965346205e+00	1.188774937189361047e+01	1.121658489375994883e+01	2.162491662067550990e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	3.680383939834062534e+00	2.274957108811812123e+00	6.039487620044583061e+00	2.790228487637177324e+01	3.609038161317840832e+00	1.110952784773432844e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	3.072888353071217438e+00	3.813833503808219949e-01	8.727446748739231097e+00	5.715615732993946985e+00	3.152860272809245856e+00	8.342334825414871702e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	4.705107863771348597e+00	1.314797628471613633e+00	6.990011372377046506e+00	2.546304818956881988e+01	1.760722148040490964e+01	3.093055983506943107e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	3.162738892145307013e+00	6.470296242382155283e-01	4.912394428579615280e+00	9.036651219586484984e+00	2.785506780714606112e+00	1.339764805670832537e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	7.047880862536102242e+00	9.829481077209961670e-01	9.574894979609986478e+00	4.462257022840333320e+01	4.760941917014759994e+00	1.712623747993020729e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	8.441495729520559266e+00	2.114316289912017588e+00	7.473187713436773016e+00	3.641171897020005588e+01	1.579568743657609575e+00	6.923822889575186323e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.055120319412465868e+00	4.677426134201781771e+00	9.370691149003816278e+00	4.450851759277405506e+01	1.613342388409038719e+01	1.876822976989206282e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	8.420755879544547184e+00	1.927948085815766932e+00	5.747624153917360701e+00	1.516734534911116583e+01	6.168091305129195234e+00	2.895974201999665265e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	4.573819135496421495e+00	4.811774953073436611e-01	3.332377358598916928e+00	1.458967191600768842e+01	2.235604457481613405e+00	9.418464239165587060e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	2.414814636436642292e+00	3.544328533076291921e-01	1.470484551037813059e+00	6.348814309497286423e+00	8.164489169496635057e+00	1.734703041407672686e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	7.646849762504678516e+00	1.082902975190384254e+00	7.539888528473666973e+00	1.458798964599571768e+01	2.983619944703986615e+00	1.876158724105635445e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.237215343772172460e+00	6.331395450207751852e-01	2.094104978291123409e+00	8.860822015062176149e+00	1.470534398836164991e+00	2.405634427294909727e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.034968889768403066e+00	2.523256588402256639e+00	3.723221492500411678e+00	2.456128884129884060e+00	6.444627801937070188e+00	3.276604013322168107e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	3.438948771619621425e+00	7.215140102849669779e-01	5.801021040051514532e+00	1.843924742066334588e+01	3.239066189348185798e+00	1.284250886661886248e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	2.233329302799453575e-01	6.088288069152692827e+00	9.331580831689745281e+00	1.059051221464469617e+00	9.349678366302985211e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	5.193807228452800295e+00	6.410366802215368587e+00	6.688942871977471505e+00	4.863393828447797063e+01	5.549002405457516574e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	6.885806206008667774e-01	2.479737623001085023e+00	2.109706910972694693e+00	1.792926161662617091e+01	1.334951509246000612e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	2.838104377792538546e+00	4.426299017624497623e+00	1.603463914836244797e+01	9.840366031194641039e+00	5.577693901341685745e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	2.004931830941541815e+00	6.559108228630808668e+00	1.330256332682320597e+01	1.549493167968222007e+00	1.132299532513553197e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	8.265413938613926925e-01	9.739377299747888017e+00	3.657614565600344037e+01	4.525723496665378098e-01	1.214716209899323607e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	4.308346605494469017e+00	7.555469193992117027e+00	5.964856264538021868e+00	1.349286302524396319e+01	6.634009558850207711e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	1.094254031570608188e+00	9.312092882665920612e+00	1.786266012484909993e+01	2.857369546983571151e+00	2.314844777349862603e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	3.362136459394975407e+00	7.864728979019735888e+00	2.302043519724641740e+01	6.952861900055241406e+00	5.474661811209669793e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	3.699627170350671124e-01	6.332851894195569820e+00	2.567747111678275829e+01	3.396978617606820183e+00	4.613535998879367384e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	2.578687286560069847e+00	2.739150442586836487e+00	5.297429176524191874e+00	3.701214260705417480e+00	6.831078983306281316e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	1.421518110202779850e+00	7.001358928361787193e+00	2.320592825942543058e+01	4.032831690886704123e+00	9.910675454195047029e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	6.157725679321777168e-01	6.601790549600662139e+00	2.963828920407159728e+01	3.799853225719998395e+00	1.428707966533461082e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	6.605544973524732910e-01	6.420535744035761994e+00	2.100848244774001827e+01	7.128559060767743816e+00	8.951632402684166934e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	8.280320814875092861e-01	5.410212121905429328e+00	8.368075938326304808e+00	1.252495935210800937e+00	7.207918999363741586e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	1.476251410015721799e+00	5.758320286797779630e+00	3.498253413737476780e+00	1.016486725845271266e+01	1.601036700198882912e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	1.889733462573152556e+00	4.003143876170591753e+00	1.770463129478754638e+01	7.627620976228392635e+00	9.159539053092757399e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	8.343812829612164972e-01	5.664865898759290808e+00	3.370565242897870739e+00	1.357600824472783518e+00	1.415587336864471579e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	3.302449925645041695e+00	2.773936997892174627e+00	1.229545344936709839e+01	1.750465391064548726e+01	1.027311560800996837e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	1.347257508989244679e+00	8.251000984922468362e+00	2.374513299826403312e+01	7.993075283081656046e+00	6.147189906345858823e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	2.458987320093841245e+00	2.680662619080185660e+00	1.260985711498295103e+01	6.893251180904633735e+00	2.021471058162679135e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	1.674520679227729181e+00	1.769725065280392640e+00	7.229152369041113246e+00	2.401251234930386858e+01	2.836794633107397701e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	1.160148942830159680e+00	4.932015476859771930e+00	2.457519608041234349e+01	7.988342485489797973e+00	1.280052164319416974e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	1.203231493192439966e-01	6.924323591186283267e+00	1.440815035303923253e+01	6.701725561112447771e+00	5.676417668066347844e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	1.298202035710119384e+00	4.929894041360768142e+00	1.954706734624578246e+01	1.433501052800403741e+00	9.351514663547312978e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	8.032721216356120131e-01	3.488289767770287320e+00	8.069579558562619326e+00	7.690946478138290132e+00	2.049405999566691960e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	5.363004810315755044e+00	6.022121031754688047e+00	1.599541862144207371e+01	5.747069475516012105e+00	9.676611296188588085e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	1.038634405321775533e+00	4.120294100387644320e+00	1.372711649940309364e+01	2.440867161840916566e+00	4.905109854532176072e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	9.923659863829653593e-01	9.396109275898542279e+00	4.166217775124290768e+01	1.922881523408293214e+00	8.662881053920762353e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	1.580638511415689118e+00	9.306227968436058262e+00	4.585294047454642907e+01	1.056225690940915740e+01	2.428369980028568520e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	1.233353311544250763e+00	5.526026175208887281e+00	2.186956332743823239e+01	1.094818885808679987e+01	1.208642985809601988e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	4.973721714208285682e-01	3.949430134250531133e+00	9.394604394604399999e+00	3.268774096602292900e+00	5.232827300002481863e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	1.285672604975181210e+00	7.623747362457430121e+00	1.826366576880245063e+01	7.498700214306065481e-01	4.332608999262697602e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	5.657859570602907784e-01	1.327767335719558295e+00	5.069340625201767203e+00	1.394558781860937202e+01	2.308019826562198773e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	1.878007360418561866e+00	5.273160853123368241e+00	8.328766073831694428e+00	5.597686816483204097e+00	1.247488901020134655e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	1.011439835739579074e+00	4.033619094858589271e+00	3.992460312797114330e+00	2.836772747021259811e+00	1.260172364105433207e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	2.169684208106993140e+00	9.281707873743750170e+00	1.945912194555822694e+01	1.285685348443611042e+00	4.712012797519362195e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	1.217787765757962770e+00	1.110839156809617645e+00	1.986746995221889023e+00	5.532560135874114771e+00	2.450060434239321072e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	5.357978222516800448e-01	5.976925354550020053e+00	1.094721598803946527e+01	8.435699210294425043e+00	9.521064009292595998e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	1.090728866885550152e+00	7.666213076244487112e+00	1.188490977393539971e+01	2.438775812902771012e+00	7.728056014401046170e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	1.664675073304521025e+00	5.370266963660473181e+00	3.699956387766401456e+00	7.747098831568391963e-01	4.477574624449676577e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	1.866898829162783047e+00	1.765001775977125487e+00	1.017932731967490234e+00	2.156329724744418641e+01	2.616682699301373560e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	1.119958456999716301e+00	9.748996933372106710e+00	4.820011672398932490e+01	1.028814704224666343e+01	1.440885089223146842e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	7.038822758127686319e-01	5.662028589937564860e+00	1.373376278906320103e+01	7.593222208088630687e+00	1.021385211401399040e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	5.076647586968892067e-01	6.524164240788943303e+00	1.456974759781413375e+01	2.623760134803545974e+00	1.216959142667202176e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	1.783133063271675756e+00	3.132275087075478748e+00	1.114936925384897570e+01	4.319858334874607131e+00	3.281013120760012214e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	3.307056467387615495e+00	5.347570068356479744e+00	7.919220229780965070e+00	1.742998173298905584e+01	5.329315169287760057e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	3.185316920516523265e-01	4.863586975709564442e+00	2.319762775713576275e+01	1.706254811408585370e+00	1.302369444430925505e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	9.484304444473719009e-01	1.673513014119004882e+00	6.756423803254135940e+00	1.431674835675776469e+00	2.337366228232612975e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	3.480933580300842878e-01	1.956622302615974363e+00	1.788578840649915458e+00	1.178023723188165395e+00	3.273634154768620963e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	2.347078902021101587e+00	8.534730455768126944e+00	2.032101118314931654e+01	7.295555592906415754e+00	1.266624138124381993e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	1.228565830998882502e+00	3.156519270443805869e+00	1.408465645652241349e+01	2.290845771722700430e+00	3.683706446414635849e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	4.062269494262599756e-01	2.755151164164556299e+00	1.310170157919211320e+01	3.039889141111703719e+00	6.351749947478871228e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	2.161924749074275176e-01	5.545311677195573274e+00	1.443972564536563219e+01	3.026252122540840528e+00	5.646192439939714980e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	4.646468113572291836e-01	7.918701127534127693e+00	2.581967518293690844e+01	3.147090446528346241e+00	9.438880542968880460e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	5.670158882462577488e+00	1.566874595539685000e+00	1.959647407088537463e+00	4.090969961542175071e+01	4.926345821978814143e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	1.384437777668250380e+00	6.185835918532239575e+00	3.070191726869528281e+01	1.209253992232224384e+01	1.271225596418546289e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	4.291837358414469228e-01	2.072541756398355695e+00	3.175755851788968354e+00	7.079473465845212310e+00	7.401642307536254073e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	1.504569528600189221e+00	1.319516247297851885e+00	6.309581094968191195e+00	3.281288141280343851e+00	2.431697148379960538e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	4.226905726048196255e-01	1.476736876116446551e+00	5.067502541847099806e+00	7.472130903734728768e+00	1.127254390676890772e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	1.155571444879501808e+00	8.501358526308029795e+00	2.750293984544640935e+01	4.839147376492678454e+00	2.037274759343704389e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	1.091455557977508262e+00	2.060225489728358728e+00	5.800168521322705217e+00	4.041296306156684892e+00	4.584593959976704269e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	1.476238348932774169e+00	1.404321067989849459e+00	2.188826328816788180e+00	1.055213986590453779e+01	5.468476439386780186e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.448479363066793368e+00	2.588943525197947348e+00	8.135621862248500591e+00	7.050948493628528269e+00	5.189861752554332242e+00	7.348059792884908958e-01	4.942639999394031314e+00	6.395606142089980573e+00	6.269087099725505041e+00	1.149276058532824152e+01
