G	c	dx1dt	d2x1dt2	d1	d2	p	W	Fc	Fg	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	7.123175496804125650e+00	3.621231811907934084e+00	4.190928689183581355e+02	4.552099204100903407e+00	4.925357099725549404e+01	7.326266631382548411e+00	5.723318409957048880e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	-2.506835146034377182e+00	3.836061043367944734e+00	3.828361880398792891e+02	7.264507110620480823e+00	3.618981984656245743e+01	5.788626517985512088e+00	-2.839841196714390503e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	-1.784030769715489839e+01	4.139667096590035733e+00	1.433247970847266402e+02	2.671940193803991725e+00	1.183724891096610321e+01	6.719195648767480655e+00	-2.246071516116864064e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	-2.978002957564132913e+00	6.607687236569346645e+00	2.054785234818043307e+02	6.710282370977633803e+00	2.162493478604733177e+00	2.816300361303656796e+00	-2.739328611403489266e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	-3.595913724314121929e+00	4.029541412528292454e+00	1.306443184765900867e+02	3.285657064468352928e+00	8.985490440479567908e+00	2.830620416908021575e+00	-2.630702225655934257e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	-3.822369639549928255e+00	7.631928900030665375e+00	3.347415755088639457e+02	8.962046917536261148e+00	4.757947152210758368e+00	1.401200596729252235e+00	-1.394216614934114529e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	-2.543299818388244926e+00	4.701770429361659787e+00	3.203659356580448616e+02	9.119828394963809259e+00	1.650094494216444119e+01	3.873148512416132672e+00	-2.827142468777574802e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	2.982586332924708206e+00	1.576350611953552860e+00	9.751520352868207908e+01	3.733344504939838604e+00	2.193160953298243143e+01	6.019902993280367376e+00	6.987015707279951027e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	-2.811443554753899399e+00	8.047658114776815808e+00	3.491982160699664632e+02	2.980147171701535314e+00	1.550172857348441546e+01	8.831224286273103630e+00	-2.161253856650630634e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	-2.443035469020146344e+00	3.538795223587228200e+00	2.790713753713389451e+02	4.663975691302036708e+00	2.924480456427231090e+01	6.991568373905455047e+00	-2.971909862675528036e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.173985609795511476e+00	3.696470612563533820e+00	6.007335540782873906e+00	-2.960394879760368081e+00	4.892053841774520961e+00	1.365450371119994202e+02	3.125557474445416428e+00	7.353288087102861859e+00	4.959970770629302805e+00	-3.501674719674018887e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.684335869516643047e+00	9.312807243112471767e+00	9.484219488039618895e+00	-2.575727075271588173e+00	7.206803738618494215e+00	3.097600513141021565e+02	6.913560575866614322e+00	8.029713522256331615e+00	9.617521940048446183e+00	-5.503301523937238482e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.331209526187143055e+00	9.691680932885450517e+00	1.414494962789612176e+00	5.480431023829753556e+00	3.902566258627229168e+00	2.037602754142441768e+02	8.465418473048954340e+00	8.776868867168337474e+00	7.408468569278380045e+00	1.699145740949706163e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.134773600249389780e+00	9.493829009481533632e+00	4.829200350861690083e+00	-3.437136441004709830e+00	1.569325357967293888e+00	9.072102734132600688e+01	7.044420982610982485e+00	1.648691874830102932e+01	9.270245168178375295e+00	-2.465347266526112247e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.022580341163264350e+00	5.322823035626956134e+00	3.359878999079894957e+00	-4.981958857449567013e+00	4.303621214783406757e+00	4.266249274751904750e+02	8.412991214973454035e+00	3.165491381526906167e+01	5.793332318663278357e+00	-5.695685417508886683e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	-2.780235318128305266e+00	9.483398130634734358e+00	3.233791769800222937e+02	4.646238355392756425e+00	8.008654079232689682e+00	3.270693171136445976e+00	-1.298587182534440554e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	-2.513044576672025077e+00	6.842948826528217232e+00	4.527321281985926475e+02	2.411662885947349455e+00	2.899806582491299167e+01	1.384140100882415458e+00	-1.990585311549625258e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	-5.080113928462700379e+00	7.061068737480964863e+00	5.386700620243100275e+02	7.618096865970477971e+00	2.274944339394175330e+01	7.591060770329976393e+00	-5.456909531958390458e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	-2.818016948725464932e+00	6.708919410796422511e+00	1.167101183866814296e+02	4.275431319981490397e+00	5.847805166845303215e-02	2.035799390312432067e+00	-2.198624153418711202e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	-7.079232449498376489e+00	2.727017529745112689e+00	2.220426143968829535e+02	7.099113627843669505e+00	2.441702568247533733e+01	3.682594447642110413e+00	-8.615831340057449328e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	-2.916557231261390104e+00	4.708484488483175134e+00	1.462800482403018805e+02	3.451943913872319580e+00	8.024494903491078190e+00	5.900555843109296816e+00	-4.086529085389382088e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	-3.221980326941800588e+00	7.809411932509543242e+00	1.474545508445461905e+02	1.768606508394740873e+00	5.876287571268479226e+00	5.988693213868363507e+00	-2.339161620594147062e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	-2.546189032806963404e+00	1.880463528061965039e+00	2.229248721447321770e+02	9.925307165954723843e+00	3.759192806120848473e+01	6.336326651395356890e+00	-7.310485536054150968e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	-2.878201287947620202e+00	3.473883542251177570e+00	4.095279385439368411e+02	2.401354821201129308e+00	5.326013268477939278e+01	2.471078100596341809e+00	-4.326386648549392089e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	-3.861699364177213933e+00	3.539054280180712997e+00	3.541095684601366997e+02	9.901945129209702046e+00	2.974759056831249637e+01	4.404455716337025706e+00	-4.895047763378980732e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	-1.509641502037960947e+02	4.831334588099879035e+00	2.228182364753989759e+02	9.754497284182527039e+00	2.740024699836510980e+00	6.505715561483031095e+00	-4.415087725088605453e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	-1.305701806462875325e+01	9.837893378532296396e+00	2.220381509549624752e+02	8.113420919807722953e+00	-5.044138006659799167e+00	9.664803871116596667e+00	-4.677959039204058200e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	-5.814582851741907810e+00	1.609845654652384717e+00	1.339817504543203484e+02	7.009859046257410853e+00	2.944628427854616959e+01	7.631521252707810454e+00	-2.233860590510575506e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	-5.176536797679426094e+00	5.668163561576005094e+00	3.354425678897275702e+02	6.309635772458941361e+00	1.733507946755821649e+01	9.317861703202268586e+00	-8.848933675661478926e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	-2.667139533384715655e+00	2.586217272884148155e+00	6.081367849155234495e+01	8.881640100892063572e+00	-5.169445790413521813e+00	7.892011932967120558e+00	-2.731008670500098656e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	-2.986153532504287167e+00	9.704699172077718927e+00	6.367594149849517180e+02	3.532878551152746738e+00	2.553508979617122776e+01	6.317924299256171494e+00	-1.064518028584309911e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	-3.128369061648073046e+00	1.961355639312390098e+00	3.497176352739530358e+01	5.131792009792774500e+00	-2.182535373720428051e+00	2.744090340678752682e+00	-1.379268407964888699e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	-1.234714201365100621e+02	4.658537489928392006e+00	5.105092447402209928e+02	6.509652397564529736e+00	4.184577293647011231e+01	7.051351538107604178e+00	-1.113257623988163658e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	-2.571586383169151002e+00	7.604795435831424477e+00	3.088108972089340796e+02	4.708034293947497062e+00	1.031783001433375269e+01	6.555757328712418008e+00	-2.645847985002992009e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	-2.733659218882249498e+00	7.393431633300648897e+00	6.145361608154490796e+02	4.694388324712440053e+00	3.197333349403989189e+01	6.436751910540079002e+00	-1.377953106700801900e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	8.216839424474539300e+00	4.792401722551952403e+00	2.179915716197163817e+02	3.940490295413540345e+00	1.491506126031796420e+01	5.446258946992196037e+00	8.057352193313250810e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	-2.753612242212777339e+00	4.061419611268131113e+00	2.810680257169145762e+02	6.154730315225637405e+00	2.207602250863329729e+01	5.842659809277681582e+00	-3.416473665977265428e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	-3.027447161209648296e+00	4.565637651734910207e+00	3.269275543437577198e+02	8.708683681289725698e+00	1.842929865412936508e+01	4.116847553198481613e+00	-3.233452036155274323e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	1.309244356690438416e+01	3.356245127330011790e+00	1.084770492357472449e+02	2.786025279605740756e+00	1.012896445071077167e+01	5.677646864491330270e+00	1.940761904755747613e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	-3.337693377263476258e+00	2.902623006152668328e+00	3.329304858897878603e+02	9.386292704884143134e+00	3.933258317547916505e+01	2.840470936914447631e+00	-2.579628301998953543e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	-3.142433166403095779e+00	5.327381914418809927e+00	5.091333139825256353e+02	7.232686240254484034e+00	3.338383483995647794e+01	8.100079350122058486e+00	-3.690513734335332252e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	-1.014655169014106306e+01	3.401851495089295963e+00	3.861787382523032193e+02	8.460402511852215923e+00	4.006173830774615396e+01	2.757153630767600117e+00	-5.882293276621368694e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	-2.525602156833819834e+00	3.663567302536549608e+00	3.975998076286991818e+02	5.976676520774151236e+00	4.203733532396287842e+01	1.724873322804780340e+00	-7.119845964972724983e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	-2.589688495471467178e+00	6.938318988298256329e+00	5.334721493507994410e+02	8.002884514894351042e+00	2.212423730736230709e+01	4.912987199002385452e+00	-1.954011547381016289e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	-2.783262697034497357e+00	9.806844508941635397e+00	1.078887130333112282e+03	1.114973324960979895e+00	5.336168765170913986e+01	6.948966747776466057e+00	-1.906457723891166745e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	-3.314255895755817694e+00	6.500891642901253320e+00	1.304063492275278975e+02	8.292905909519946661e+00	-5.749023531853972635e+00	4.931033294915004639e+00	-9.732557568287472094e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	-3.547781296571100640e+00	1.644789758418389258e+00	5.641022167504856810e+01	1.349280402524910327e+00	1.397457355067054685e+01	3.501564976810171093e+00	-2.942657244226498658e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	-2.847677829915551850e+00	1.733842276320081588e+00	3.149026634794731194e+01	8.993101371053873194e+00	-9.381145126582206117e+00	6.110644360476757520e+00	-5.401775795772798539e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	-3.006892602250727631e+00	9.645379383644469229e+00	4.489338517666344046e+02	9.858998101758476906e+00	4.001394555579709689e+00	4.101942015169253608e+00	-2.744566076661819620e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	7.070180787485631058e+00	3.758594039491323535e+00	2.019669078525753889e+02	3.681798852085051532e+00	1.962940013762792546e+01	9.336178608587628602e+00	1.224865046205193986e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	-3.121983531024083103e+00	1.882092215198670537e+00	7.574002419661790952e+01	2.919193235569709888e+00	1.461087194961949720e+01	9.403296158747890487e+00	-1.108379560303100142e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	-2.550965517866679466e+00	6.443776932084949394e+00	6.481811630594540929e+02	7.926165759656703891e+00	3.472043344640440665e+01	5.550245615241378161e+00	-1.777129917516351021e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	-3.353226770693499947e+00	6.596454821425819404e+00	3.367828348754183025e+02	3.235400677878624176e+00	1.831354265811304671e+01	4.056413447955362628e+00	-1.263877761793598675e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	5.481954185127253076e+00	6.791212743991519751e+00	2.876083009831255595e+02	8.682017116194334250e+00	3.491338940502554777e+00	7.681572024905431562e+00	1.278834353888533615e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	-2.579590038916486083e+00	3.387551404198987814e+00	2.395441596753046838e+02	1.951038613166814040e+00	3.137150672081010683e+01	1.257801713855049019e+00	-2.754979324711956390e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	-6.926296677312448580e+00	1.045874881236927623e+00	3.326179770172905137e+01	2.097422896416190063e+00	9.512668304995560931e+00	5.308328017383503905e+00	-2.521426290717317720e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	-5.042272816611289343e+00	9.757828881678751287e+00	9.552060089373834444e+02	9.763849770792504046e+00	2.969755908097518571e+01	3.972929384037494405e+00	-2.073544751602695302e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	-1.024412201228332187e+01	3.242701698540273458e+00	7.199379033463770838e+01	6.996079053909729062e+00	-4.209178082711959590e+00	9.285230692089006865e+00	-1.033456613058230822e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	-4.026172519299736408e+00	7.154141170405821981e+00	8.424984220963607413e+02	8.606988345329567025e+00	4.202289202352866226e+01	1.103873421227302920e+00	-4.782570045224464328e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	-2.702827743329360377e+00	7.293003134467487492e+00	7.043261148520002735e+02	4.004880596131872750e+00	3.963907865781876438e+01	5.886585925369782757e+00	-8.964050191763348052e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	-3.080610870202808105e+00	6.548673301471399810e+00	2.169931612193552724e+02	7.060822177895246021e+00	2.775221618051836536e+00	7.621379980211140825e+00	-7.731542287701891336e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	-6.767023910060274261e+00	3.789376802042843106e+00	5.112451715556193221e+01	6.288815445937721016e+00	-6.567758818948012056e+00	5.486142443502614263e+00	-4.774624721240652292e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	-2.621882617654707648e+00	3.370338542021567463e+00	3.431003185804175359e+02	6.463861552717078851e+00	3.693221830944863626e+01	1.781705084468694134e+00	-8.509632107740421059e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	-2.583061934946426330e+00	6.467096548850920890e+00	5.645119771697920896e+02	7.152205134849318746e+00	3.006121088550682430e+01	9.742518989272346275e+00	-3.194324415834378650e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	-2.627148090858282270e+00	8.854803637840397812e+00	7.947824599055888939e+02	6.062795318592125504e+00	3.313382639543841179e+01	5.761552307967594544e+00	-1.121128373825195923e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	-5.480341863237264910e+00	9.532068678836706610e+00	9.109165150376735482e+02	4.897638978975127344e+00	3.755350551798657932e+01	6.505938016070684782e+00	-1.946239836586334815e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	-3.291993665591228968e+00	1.954989425135320369e+00	4.007161565938192638e+01	3.599240780484770141e+00	3.216311684298868379e+00	3.124472554017636572e+00	-9.230000597297159937e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	-2.473197962462665433e+00	2.417249837370659016e+00	1.283053567669885240e+02	7.775582142831282795e+00	9.362649999406766455e+00	5.405840002121309773e+00	-8.779476896595035385e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	-2.625688739016455830e+00	9.513162305616525316e+00	2.412998248784431894e+02	2.969143606635923138e+00	6.103293869800350713e+00	4.840360341149987811e+00	-1.705826356301109181e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	3.277722002600166551e+00	7.585928188159955177e+00	8.053327568490357180e+02	7.076030973475170960e+00	3.818556636082951172e+01	1.633107105496074407e+00	5.037673473311616440e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	7.702229192618667675e+00	8.924638483669157907e+00	7.098765508094510324e+02	3.095893607433508166e+00	3.358470140371788659e+01	1.831798037217464037e+00	6.394230143537905919e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	-3.239257786713762410e+00	2.929834727369055258e+00	1.314910184188247513e+02	6.681917352347792161e+00	1.070868451912408759e+01	8.485874693060234009e+00	-1.370238183911369312e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	-2.543271789224190282e+00	6.432926716553573954e+00	1.217832186569940518e+02	7.729450970878793292e+00	-6.026008664922471780e+00	3.106478781196075456e+00	-5.226769420611255823e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	-3.059306663796709458e+00	7.394849462912787885e+00	3.339803123180489024e+02	3.044246280489729450e+00	1.676455754765770223e+01	2.763323694971897115e+00	-7.636500981092550489e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	-3.191972868673240260e+00	7.146895027276615409e+00	3.374192061023933320e+02	1.584729351623411331e+00	2.056987705284203471e+01	5.510712218259407713e+00	-7.794098104276737937e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	7.685922073953848610e+01	4.655081596849022674e+00	4.303700571794037160e+02	2.271478767945344757e+00	4.101565825433689838e+01	8.037116996058676577e+00	3.123983324503716741e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	-2.885306133449770272e+00	1.095345230934933856e+00	8.918031436727540040e+01	6.517168786105066225e+00	2.790975273535883616e+01	1.499495238896912941e+00	-3.080118864975753823e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	-2.636216347629087409e+00	6.206693313916364474e+00	6.702457674647990871e+02	8.623069560973648962e+00	3.674599961849118301e+01	6.268113284044456890e+00	-2.078827380169526451e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	-3.756255648596398267e+00	3.247963394503123435e+00	2.056804012925498739e+02	1.408605945308703200e+00	2.849039049528221668e+01	2.084950033558407689e+00	-4.972375092108990979e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	-2.724282144530095096e+00	5.168738805675171299e+00	1.287513088826815704e+02	7.560044950967408361e+00	-2.859699249265860388e+00	1.372410539040760158e+00	-2.157134083699939753e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	-2.557202779099583712e+00	9.716009982026829306e+00	8.582527120160934828e+02	4.059304088646447539e+00	3.638188275164741015e+01	1.515623550806179054e+00	-1.834740236570559652e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	-6.751249846245244157e+00	4.631716710999341124e+00	4.292127599259034696e+02	5.310123268962448684e+00	3.674929871140718518e+01	8.385780567051824619e+00	-7.086366231665369719e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	-3.049629691200780979e+00	8.506212862331782532e+00	6.241217263878627364e+02	9.355111092321102717e+00	1.789401266934055101e+01	2.061118549190009475e+00	-9.520139095511510885e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	-4.547848123032310674e+00	2.745209920111752133e+00	2.527208431250173533e+02	4.060855390305414758e+00	3.957125489343022906e+01	1.391975971324895811e+00	-9.732517387057319780e-02
