G c dx1dt d2x1dt2 d1 d2 p W Fc Fg m2 m1
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 -2.51074650e+00 6.77560958e+00 4.57606508e+02 2.40685274e+00 2.89549542e+01 1.47544018e+00 -1.94841650e-02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 -5.05630346e+00 7.04331234e+00 5.35156319e+02 7.64155853e+00 2.27072697e+01 7.53476366e+00 -5.44006453e-01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 -2.81840236e+00 6.69053938e+00 1.13850531e+02 4.24427055e+00 1.97811943e-02 2.09172698e+00 -2.19773839e-01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 -7.10934839e+00 2.79092925e+00 2.16617538e+02 7.04143743e+00 2.47245471e+01 3.72497615e+00 -8.60837152e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 -2.97848021e+00 4.76500478e+00 1.44935270e+02 3.43579548e+00 8.33671172e+00 5.79223817e+00 -4.08972730e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 -3.25968684e+00 7.75845819e+00 1.47609105e+02 1.73106671e+00 6.05065259e+00 6.07974929e+00 -2.32413959e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 -2.51625907e+00 1.91235608e+00 2.18925832e+02 9.93323616e+00 3.73733467e+01 6.40524877e+00 -7.31282376e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 -2.89350624e+00 3.50067498e+00 4.07087401e+02 2.40581357e+00 5.33325026e+01 2.49629797e+00 -4.26869530e-02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 -3.86431745e+00 3.48687198e+00 3.46270494e+02 9.89578895e+00 2.98618789e+01 4.41763664e+00 -4.87862824e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 -1.50908885e+02 4.88817035e+00 2.19470476e+02 9.79551939e+00 2.85810475e+00 6.55474804e+00 -4.41491328e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 -1.30735393e+01 9.82331867e+00 2.21501969e+02 8.14436294e+00 -5.01443171e+00 9.72836978e+00 -4.67641208e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 -5.89160946e+00 1.60752292e+00 1.38081665e+02 6.93480666e+00 2.90789701e+01 7.54868024e+00 -2.23358932e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 -5.17788206e+00 5.66830895e+00 3.37471102e+02 6.20026345e+00 1.73677078e+01 9.30343381e+00 -8.85052392e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 -2.60100267e+00 2.61428214e+00 6.58279624e+01 8.79491391e+00 -4.99976314e+00 7.85990852e+00 -2.73136330e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 -2.98740927e+00 9.73608891e+00 6.37510401e+02 3.60495569e+00 2.55296418e+01 6.32545272e+00 -1.06856020e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 -3.07801654e+00 2.01973154e+00 3.17379812e+01 5.20913091e+00 -2.56128168e+00 2.72821032e+00 -1.37827148e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 -1.23507248e+02 4.63240902e+00 5.10522064e+02 6.57450972e+00 4.19542823e+01 7.00017087e+00 -1.11339673e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 -2.59336113e+00 7.64096486e+00 3.05243083e+02 4.70071428e+00 1.05726904e+01 6.61041609e+00 -2.64003581e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 -2.72656878e+00 7.34098985e+00 6.13357370e+02 4.84737809e+00 3.20814472e+01 6.42222253e+00 -1.38386943e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 8.23057823e+00 4.80455773e+00 2.19399150e+02 3.97256201e+00 1.48872741e+01 5.40807281e+00 8.05950969e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 -2.74480741e+00 4.11871751e+00 2.80762043e+02 6.07808635e+00 2.19275004e+01 5.75790944e+00 -3.42141046e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 -3.02779044e+00 4.57851141e+00 3.25279016e+02 8.65517075e+00 1.82120136e+01 4.00998274e+00 -3.23063512e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 1.31244808e+01 3.37848637e+00 1.07990888e+02 2.81375540e+00 1.03546298e+01 5.67381423e+00 1.94024455e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 -3.28012053e+00 2.84799645e+00 3.32404304e+02 9.40989735e+00 3.95377752e+01 2.77800315e+00 -2.57953119e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 -3.18967366e+00 5.34735728e+00 5.11818799e+02 7.20178888e+00 3.34535947e+01 8.24656958e+00 -3.70121005e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 -1.01305628e+01 3.41680380e+00 3.87690670e+02 8.40945891e+00 3.99140250e+01 2.67199259e+00 -5.87153329e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 -2.53253217e+00 3.58715498e+00 3.89713374e+02 6.00571623e+00 4.23092445e+01 1.76469661e+00 -6.88722895e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 -2.60152381e+00 6.91080457e+00 5.29182405e+02 8.01565031e+00 2.22552982e+01 4.92621424e+00 -1.94121870e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 -2.79662216e+00 9.71683599e+00 1.08403371e+03 1.14580358e+00 5.34896015e+01 6.92476696e+00 -2.04694579e-02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 -3.26555844e+00 6.43273481e+00 1.38671688e+02 8.36542382e+00 -5.95225254e+00 4.93945142e+00 -9.73052620e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 -3.47825676e+00 1.69281520e+00 5.61441615e+01 1.36124973e+00 1.38605751e+01 3.49078719e+00 -2.94386722e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 -2.82325511e+00 1.68025252e+00 2.83703031e+01 9.00922039e+00 -9.57616717e+00 6.02354066e+00 -5.40039100e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 -3.02330924e+00 9.56280899e+00 4.50749463e+02 9.92766473e+00 3.71250841e+00 4.12302102e+00 -2.74542765e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 7.10038079e+00 3.67561711e+00 1.98399326e+02 3.64660716e+00 1.96953593e+01 9.39580921e+00 1.22620933e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 -3.10725913e+00 1.82860287e+00 7.55317134e+01 2.89286701e+00 1.48671137e+01 9.30380626e+00 -1.10722852e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 -2.63921938e+00 6.39140128e+00 6.48750565e+02 7.88827027e+00 3.49752849e+01 5.52134638e+00 -1.77184007e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 -3.27666682e+00 6.61283900e+00 3.34142518e+02 3.27723707e+00 1.87102055e+01 3.95095595e+00 -1.26972768e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 5.51327781e+00 6.83654338e+00 2.89465585e+02 8.79006145e+00 3.59034063e+00 7.63419173e+00 1.27810906e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 -2.65827327e+00 3.40661825e+00 2.40545324e+02 1.92558333e+00 3.14544218e+01 1.33041649e+00 -2.83108326e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 -6.92444644e+00 1.13599616e+00 3.09216067e+01 2.13359677e+00 9.34271461e+00 5.27292105e+00 -2.51933907e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 -5.01298405e+00 9.68513833e+00 9.55315642e+02 9.81236400e+00 2.96939090e+01 4.02691055e+00 -2.07345716e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 -1.02926100e+01 3.25803741e+00 6.53284378e+01 7.06455008e+00 -4.10336541e+00 9.28482297e+00 -1.03343075e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 -4.02846383e+00 7.08423659e+00 8.40075618e+02 8.62198502e+00 4.20479245e+01 1.10802725e+00 -4.58119514e-02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 -2.68837769e+00 7.35966883e+00 7.02130328e+02 3.91896440e+00 3.98632887e+01 5.97533388e+00 -8.96615094e-02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 -3.08859156e+00 6.49006675e+00 2.17166029e+02 7.08835375e+00 2.55393931e+00 7.66597223e+00 -7.72825092e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 -6.73972136e+00 3.81616655e+00 4.80699170e+01 6.34817645e+00 -6.39815857e+00 5.36516189e+00 -4.77529702e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 -2.57967060e+00 3.43986628e+00 3.44226849e+02 6.42835108e+00 3.71782150e+01 1.76862727e+00 -8.52031042e-02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 -2.57834921e+00 6.37901454e+00 5.63525928e+02 7.14279214e+00 2.98847123e+01 9.75215251e+00 -3.18710469e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 -2.58520549e+00 8.79486070e+00 7.97982110e+02 6.17823256e+00 3.30099220e+01 5.66209388e+00 -1.13329568e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 -5.48078549e+00 9.52060356e+00 9.07286837e+02 4.86156132e+00 3.79254761e+01 6.52767620e+00 -1.91704614e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 -3.30669671e+00 1.95315224e+00 3.90568384e+01 3.48330425e+00 3.03180269e+00 3.12948804e+00 -9.22915596e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 -2.50858835e+00 2.39345751e+00 1.21382519e+02 7.91723198e+00 9.52268538e+00 5.35148277e+00 -8.75630247e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 -2.67248226e+00 9.50262633e+00 2.32946037e+02 3.03645187e+00 6.18402547e+00 4.86234543e+00 -1.69383739e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 3.29455454e+00 7.62881706e+00 8.02667283e+02 7.23118876e+00 3.81452075e+01 1.67406258e+00 4.96869715e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 7.68151029e+00 8.94694442e+00 7.09637613e+02 3.09999540e+00 3.34581080e+01 1.95544318e+00 6.56169806e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 -3.25969080e+00 2.82369371e+00 1.34794629e+02 6.62797153e+00 1.06125503e+01 8.53725268e+00 -1.36836699e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 -2.55687180e+00 6.28827284e+00 1.18623877e+02 7.72370440e+00 -6.01525789e+00 3.15837957e+00 -5.25807535e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 -3.03941563e+00 7.31025635e+00 3.33246009e+02 2.96842500e+00 1.68561954e+01 2.75462444e+00 -7.45784947e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 -3.14932206e+00 7.12100697e+00 3.35540415e+02 1.53948971e+00 2.04809200e+01 5.54420306e+00 -8.01102625e-02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 7.68383945e+01 4.67336522e+00 4.24329725e+02 2.17876369e+00 4.10412063e+01 7.91872418e+00 3.12420965e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 -2.81449459e+00 1.13855403e+00 9.20591598e+01 6.45397271e+00 2.75201580e+01 1.55751867e+00 -3.07322103e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 -2.62510466e+00 6.24633451e+00 6.73473392e+02 8.64501766e+00 3.66194528e+01 6.19127128e+00 -2.08627666e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 -3.65031475e+00 3.27791385e+00 2.06505989e+02 1.40497139e+00 2.86896632e+01 2.07289399e+00 -5.14804380e-02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 -2.66883965e+00 5.05228822e+00 1.25883715e+02 7.60736133e+00 -2.75663338e+00 1.32814946e+00 -2.14207130e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 -2.52081367e+00 9.61822914e+00 8.56315143e+02 4.07186781e+00 3.63714829e+01 1.47469557e+00 -1.76767805e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 -6.79674896e+00 4.59131786e+00 4.32340460e+02 5.30675533e+00 3.64688820e+01 8.50747697e+00 -7.09749665e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 -3.07817680e+00 8.55821446e+00 6.21479881e+02 9.35973595e+00 1.75894968e+01 2.06175235e+00 -9.55799022e-02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 -4.52486738e+00 2.69686545e+00 2.56915419e+02 3.98774354e+00 3.96567406e+01 1.40636228e+00 -9.87734257e-02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 -2.65192344e+00 7.05214448e+00 4.60716066e+02 5.18803241e+00 2.22888974e+01 4.94109898e+00 -1.47554976e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 -2.95275745e+00 9.79306259e+00 6.70385525e+02 1.12314173e+00 3.19812893e+01 8.59594125e+00 -4.25237101e-02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 -2.84903306e+00 1.91703791e+00 1.11522588e+02 1.73438848e+00 2.56184380e+01 3.36167539e+00 -1.48948731e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 -2.64712066e+00 1.07487948e+00 1.58493835e+01 3.32732432e+00 7.17984204e-01 4.79541356e+00 -2.66491011e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 -3.56022411e+00 4.90224513e+00 1.15949246e+02 1.25067017e+00 9.32479672e+00 1.35930279e+00 -5.21997484e-02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 -2.55280607e+00 1.83362935e+00 2.82275357e+01 6.68237793e+00 -5.66757984e+00 5.04170663e+00 -3.04686676e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 -3.05339118e+00 7.73545915e+00 6.24501597e+02 4.83758521e+00 3.06909918e+01 6.19851773e+00 -1.46610599e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 -1.14878144e+01 9.23093797e+00 4.24165717e+02 5.93330682e+00 1.11086093e+01 6.13816348e+00 -9.86363759e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 -2.76000951e+00 4.90618875e+00 3.28349796e+02 2.57182467e+00 2.83191680e+01 3.99184023e+00 -8.62955371e-02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 -2.65153454e+00 3.32840478e+00 3.66181705e+02 3.66338826e+00 4.76818131e+01 3.83979863e+00 -1.01857273e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 -4.16116324e+00 4.90962987e+00 1.91100277e+02 6.97442027e+00 5.51293983e+00 1.95961257e+00 -2.97599207e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 -2.59571562e+00 7.51103036e+00 4.23031413e+02 9.68772451e+00 8.78522882e+00 4.30118489e+00 -2.55678602e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 -2.55902701e+00 1.08148745e+00 1.01226710e+02 1.45375096e+00 4.38922596e+01 1.89545202e+00 -6.96598540e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 -4.68071291e+00 6.30508591e+00 2.31460976e+02 9.01345889e+00 3.28183161e-01 7.89936350e+00 -1.43985184e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 -2.50944425e+00 6.51962516e+00 1.32438559e+02 6.19193081e+00 -2.22694649e+00 9.69646868e+00 -1.13763462e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 -1.70148035e+01 6.73919422e+00 2.91760993e+02 6.07527610e+00 9.49602626e+00 9.73067011e+00 -3.44753338e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 -6.88913271e+00 3.17819872e+00 9.34768598e+01 5.50250682e+00 3.70093588e+00 8.78563989e+00 -3.56282445e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 -8.07880976e+00 7.42647451e+00 8.34790293e+02 1.62454677e+00 5.29545797e+01 6.40712934e+00 -1.00731593e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 -2.56770545e+00 1.82252338e+00 1.80934655e+02 1.80889167e+00 4.60207172e+01 7.30779128e+00 -1.87595380e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 -2.81822465e+00 2.79343303e+00 2.24613261e+02 6.40820805e+00 2.73873867e+01 3.56685222e+00 -2.86788634e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 -1.28419139e+01 8.89723042e+00 9.44154018e+02 4.06862714e+00 4.49216176e+01 6.67693378e+00 -3.69497812e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 -3.35002378e+00 7.64850836e+00 7.55646501e+02 9.25541260e+00 3.08874670e+01 5.10084594e+00 -2.09299025e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 -2.88150730e+00 1.12370999e+00 3.61267888e+01 4.65931484e+00 6.75615351e+00 5.33815606e+00 -1.98382650e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 1.40756691e+01 3.23538634e+00 3.50704141e+02 2.28953313e+00 4.96191197e+01 7.81998904e+00 7.18590104e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 -2.57622380e+00 2.92965835e+00 2.05805458e+02 7.43246950e+00 2.02595421e+01 3.53726520e+00 -3.29099677e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 -2.64180405e+00 3.43725695e+00 3.40988046e+02 3.64018079e+00 4.23214068e+01 3.86235651e+00 -1.08927305e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 -3.12775777e+00 3.22803793e+00 3.51139060e+02 5.72923277e+00 4.29304647e+01 9.32177612e+00 -4.75717475e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 -2.51920140e+00 1.56273666e+00 7.24240543e+01 7.28049507e+00 8.61119751e+00 1.50601865e+00 -3.81391771e-01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 -3.44935475e+00 5.13046465e+00 1.22544267e+02 9.10237700e+00 -6.26195008e+00 5.37070869e+00 -1.37604070e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 -2.50910063e+00 7.59460127e+00 2.78091496e+02 8.12972075e+00 2.04905727e+00 9.21520720e+00 -6.75944601e-01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 -2.79819926e+00 6.46058552e+00 3.75538597e+02 7.08724961e+00 1.48893214e+01 6.49326707e+00 -3.42898080e-01
