G	c	dx1dt	d2x1dt2	dx2dt	Fg	d1	Fc	d2	m2	m1	W	p
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	4.760694972928774860e+00	6.593564547980335533e+00	2.577901560003614811e+00	5.056860908466635607e+00	4.183219430700444974e+01	2.057230977344895848e+02	-5.606475620893018430e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	2.836987975918662475e+00	4.555454467287480824e+00	3.076894513817780563e+00	9.100339131470558840e+00	2.186156551862098496e+01	1.633627676279647289e+02	-1.024445652847814188e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	6.582515803794859899e+00	9.880392320068215994e+00	5.677210316725922468e+00	8.841666280546245815e+00	3.945939528069574465e+01	7.287070131579106373e+02	-3.611144468665410727e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	9.017059733655152343e+00	7.870642280134183544e+00	3.899415841538116823e+00	1.708903867134063059e+00	3.996999068828651502e+01	7.585692352392202054e+01	-7.423625073196731705e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	7.086203991138453340e+00	9.380574172594350557e+00	7.967808067682604634e-01	1.503082534894289557e+00	4.382989915356558441e+01	2.529179460059109772e+02	-5.094655734436491201e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	8.466591739488311674e+00	4.523336339899953096e+00	6.881761783617131201e+00	4.006655283806103363e+00	7.709497628640281164e+01	6.744906249738787096e+01	8.405359813664027513e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	4.359956689133335672e+00	3.126181714160359171e+00	1.288005830901610871e+01	8.626748972264252302e+00	2.889558257110701334e+01	-6.268107082057603208e+01	2.770941814155967791e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	2.651338681659698882e+00	1.567469114981437706e+00	1.023847626012049083e+01	2.572905049386394527e+00	1.891383170923077017e+01	6.740284677140527592e+00	2.763723736149379562e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	7.496265209045424704e+00	7.288046564958316154e+00	7.694474227945058864e+00	7.586185995914090263e+00	6.205330608613691368e+01	1.103934442320460221e+02	-1.492849621274817764e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	3.485470484714452866e+00	2.142508754710295005e+00	1.398434323908756127e+01	2.466934009420923779e+00	1.070512460571657165e+01	1.609939341466300675e+02	-1.243918122915279270e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	6.887007376746153042e+00	4.245767034845392196e+00	5.545619687107455675e+00	6.521677423275159313e+00	5.978363809521577821e+01	4.829628190182526737e+01	2.374996430905270017e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	3.359153361264584081e+00	6.183439266320478467e+00	2.862299713766925269e+00	3.767361398058021837e+00	1.899854667603664993e+01	2.132479508876342607e+02	-8.760648770376639050e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	1.684744883400836724e+00	6.301635729219451143e+00	2.839356609649850594e+00	8.100816116509509612e+00	1.576701450497731294e+01	1.521226318742536705e+02	-6.952548765993201130e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	9.879035852045948474e+00	6.387569751473723301e+00	3.443368360660281180e+00	2.698916666602277026e+00	9.840031274535968464e+01	2.768267410418076224e+02	-7.584212580606227050e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	2.230172753968803878e+00	2.360606059746991559e+00	3.961254796496653352e+00	7.480947417053231518e+00	3.666622941562574312e+01	2.569857407830186347e+01	-1.973845415458029828e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	9.693837620936841759e+00	4.625494660797119018e+00	8.074785400711300909e+00	3.292359388415040833e+00	8.604002934477418307e+01	9.236594178479413131e+01	-7.895596776526021188e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	9.714365676287282980e+00	6.561714022243917199e+00	7.351564960507599444e+00	7.634585455416540434e+00	4.924354331097768522e+01	1.011904905442894034e+02	-2.462939626106699791e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	7.696221813905104625e+00	9.744747246261734830e+00	8.072353654853957394e+00	9.074919243122758772e+00	3.358167752607511858e+01	2.143418290174972185e+02	-4.457660779711822556e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	6.401660408614637809e+00	7.123167805217921256e+00	9.951910726160009268e-01	1.952567441842372187e+00	5.206308543632240315e+01	9.088548628157367659e+01	1.109086904540152574e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	6.226968607260309874e+00	9.107431680997429169e+00	3.968183824435678630e+00	8.763450361318557924e+00	5.294312655105538568e+01	1.481298038948114595e+02	-1.080926764051599918e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	8.826161654139564661e+00	8.066150628065287265e+00	3.147439433679537490e+00	6.372195253254857583e+00	3.005689102482063291e+01	1.184748199984525627e+03	-3.373482852708177688e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	9.831693659966154186e+00	3.844458147275942039e+00	6.023420153814969424e+00	5.415965168024740706e+00	2.672710655876768371e+00	2.341024529486356442e+01	1.194587926224045873e+02	-3.750825894610310485e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	2.207785211417533588e+00	5.139528363428413016e+00	2.801096173859623839e+00	4.089306413605495294e+00	4.533160484629199516e+00	1.712104036130848428e+01	2.352187623458806343e+02	-1.577957210152140419e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	5.193697404257903827e+00	6.249428457723445796e+00	7.113324326907902950e+00	4.224650836574119772e+00	2.249575852676210186e+00	6.221417224244435573e+01	4.733904188913051314e+01	-9.708496819323138993e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	7.686179145384825162e+00	4.172456522359172304e+00	6.739584865331347707e+00	5.762766732684340809e+00	7.204417739451673519e+00	3.128719465671256827e+01	3.020092011452722431e+02	-2.128891219457126169e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	7.018291814787835925e+00	4.604935507535500072e+00	6.575908058203820516e+00	5.206053839567413632e+00	7.646588743875327943e+00	5.010357892987347839e+01	1.236909692598369475e+02	-1.176066881826756116e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	4.822595097519318585e+00	4.087634161695834045e+00	5.580263728547865121e+00	3.128788073339062503e+00	1.555356765134947361e+00	1.831250388454996170e+01	4.396522145541286619e+01	-1.855717570386480304e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	4.184099390733719837e+00	6.470661204093172358e+00	5.586797368157014887e+00	4.256435993953753716e+00	4.819608852580730129e+00	4.619378596301532269e+01	2.083703762278414615e+02	-1.265236597590581624e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	4.921494388277036336e+00	8.669900771284231311e+00	3.607391854750579441e+00	1.019684203026139713e+01	7.834743941413589319e+00	6.877458618476227059e+01	6.237462404560454843e+01	-1.525080515447161815e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	3.325228392815725798e+00	2.483237354579911127e+00	5.434195586978956882e+00	1.235654240069155474e+00	9.724391397795415060e+00	2.925905476181676335e+01	4.347795089897489618e+01	-2.906475507135430547e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	2.737274561995753697e+00	9.170253265964085188e+00	2.978227118296198128e+00	1.004538100632251130e+01	5.619425349525061897e+00	1.078414712922733969e+02	9.532371177217433100e+00	-3.302771841918466862e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	4.976217885576954991e+00	6.970646032328041031e+00	7.917166527527652597e+00	4.046461068068602174e+00	9.779770385638368424e+00	7.439326867838862256e+01	1.538620769276148224e+02	-1.318928471563717437e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	3.564971347928372225e+00	8.298888971900998612e+00	2.386543694062506660e+00	1.065992494635584364e+01	5.662763452567970646e+00	8.852460662877874142e+01	-2.722017857837237997e+01	-1.280590982808005265e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	4.493410105618892203e+00	6.310989179239069991e+00	1.477729874235715446e+00	1.167169441257828666e+01	4.520968234297280119e+00	6.367641837875648037e+01	1.874383683482895080e+01	-2.584666154669635603e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	6.850556141813902045e+00	8.342170175777512853e+00	4.419846796131596811e+00	1.025430452987836460e+01	9.072589219512144254e+00	6.419653595589240069e+01	1.337427080911040491e+02	-2.479206892559172104e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	9.839166082311308514e+00	1.098890135757879749e+00	6.610133316239834578e+00	1.746874481089798703e+00	5.859167824123294288e+00	2.284425538550490487e+01	2.637199533533767237e+01	1.328046255953535493e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	6.284453564608912579e+00	8.415282487620268981e+00	5.213869317036393447e+00	1.082695311483217715e+01	5.503328637340699103e+00	2.575169573228142639e+01	3.735758870095003772e+02	-3.923005541948755308e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	1.346011384770297248e+00	1.144036915390202358e+00	3.294172180448699194e+00	1.298694290719357713e-01	5.467867807028053306e+00	1.533342678761890632e+01	2.017134265018377448e+01	-1.949070851261465975e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.797786628202168169e+00	8.543531279225874187e+00	5.543791148004985736e+00	2.317026252901375205e+00	8.761946995065246213e+00	2.930232412462635239e+01	1.038815605210405920e+03	-5.945303501728818674e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	9.570438678048484249e+00	1.041471402222225429e+01	3.982672495502078025e+00	2.319361179433695597e+01	8.588283411935204725e+00	5.648817704936787720e+01	6.135570388432196154e+01	-1.598508936861660459e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	3.029922100762759030e+00	3.014083861488469740e+00	9.535856916522655879e+00	1.286816805560749843e+00	4.586277682047700921e+00	2.662469855695441723e+01	3.250403309743985858e+01	-7.832776960239091579e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.264387364560245697e+00	2.392880681562613354e+00	8.801608776781325361e+00	4.931672306579593101e-01	3.889714608928278139e+00	1.836306155398302664e+01	1.820611399845235781e+02	-6.470135040221860834e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	6.503989846728643442e+00	8.377516725294817945e+00	5.782847996953170977e+00	8.980076101932175092e+00	5.732623930015960489e+00	7.484844501652226256e+01	1.683681911527550881e+02	-1.415021532312560737e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	6.632840217765452628e+00	3.281762232181450578e+00	3.555681914510561370e+00	5.264208742312296962e+00	5.802556177530116877e+00	2.645876642291746350e+01	4.133973020344502913e+01	-9.230514717204570729e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	6.722327420597033587e+00	8.483421457887825312e+00	7.525707000511522970e+00	7.645690439164349428e+00	3.549579957263076402e+00	4.106818993083377478e+01	9.989504308304563551e+01	-3.347636287796757415e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.516318708981121421e+00	2.111515885590375508e+00	1.218425687723223128e+00	4.693485346652797041e+00	8.070678352585144211e+00	2.811079587296292459e+01	-1.303074989975426234e+01	1.287469708815466447e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.865016833596065071e+00	2.762328445681978994e+00	2.906031298917735040e+00	1.258174947898037965e+00	2.344135824217969510e+00	5.118912964453366854e+00	1.738149026464737013e-01	5.020936820648997490e+00	1.587456103966187548e+01	5.463361693270984176e+01	-3.191509170432820497e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.453627094943836795e+00	2.656941053104834971e+00	3.207677386975014144e+00	9.793763493201092629e+00	9.449410535982885051e+00	4.009134859586676924e+00	2.321365307077888929e+01	3.858038631439170363e+00	9.183478447049948556e+01	8.446214911446524809e+01	-4.727123484270632048e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.721741291555122011e+00	4.281293890205681407e+00	2.622048894170690758e+00	3.547109775320430369e+00	6.919431029697859614e+00	9.498389097812582449e+00	2.334830039407833624e+00	1.723559632720399026e+00	1.421387966356154209e+01	4.130669030497073209e+02	-7.113941574840676196e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.021306964498387160e+01	3.516812146434252551e+00	4.240397146169194720e+00	7.434826063613837022e+00	8.860628298496035171e+00	1.096835008212901030e+00	5.488228531736408655e+01	2.993029361498419139e+00	9.330738349557111633e+01	-3.383817350525150403e+01	-1.325684404150419304e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.037448013421885307e+00	4.018177395061699464e+00	7.836925431999486769e+00	7.902520240647482375e+00	3.696482247888437378e+00	5.809192131780357649e+00	4.420139699107256348e+00	9.381981739666699127e+00	4.916751084526721627e+01	1.102091763618973346e+02	-5.983946944735576778e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.786623225788839253e+00	2.894002188576797696e+00	5.783010845776598963e+00	6.263559704541828310e+00	7.165200309218814567e+00	7.791427099575192194e+00	6.291782554632948887e+00	3.573539186976610882e+00	2.946279644273668907e+01	5.090296640835929907e+02	-7.980507676684636920e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.112964692321331883e+00	1.541034815433691918e+00	2.868328081726966516e+00	3.660959253320110740e+00	6.736220337542667913e+00	5.422016200307241185e+00	4.983203688995972769e+00	2.435972671869317541e+00	1.332301872821081012e+01	4.097576087233505291e+02	-4.746253545854652600e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.850520596065440060e+00	1.182336975254061562e+00	8.718235290756089384e+00	3.537627013438881640e+00	5.776764068180731293e+00	1.584976404501921676e+00	1.250269039312527930e+01	5.128437487632202085e+00	6.306226959459596060e+01	5.926143889642766283e+01	-1.559914928826944447e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.154044908941311398e+00	1.001746174181493743e+01	8.689345275826692472e+00	6.168138974382848971e+00	7.049854049129619327e+00	9.763756171642132387e+00	4.697425739611231776e+00	3.971551091258923805e+00	5.957093977758110270e+01	3.674497687830346990e+02	-8.709680005211335185e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.662094874432349378e+00	4.756383175123432672e+00	8.447912694897851793e+00	8.627583319595926170e+00	6.249488442688763357e+00	5.455719545141845650e+00	9.333718158366883344e+00	1.249808834047395623e+00	5.133164153214526948e+01	2.246342961904092022e+02	2.327228350163509063e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.249769212191012002e+00	4.190602586040531818e+00	3.568264782556230141e+00	9.649233367004244499e+00	4.373501337748299633e+00	6.290196257723543738e+00	7.495557142826559271e+00	3.996981025894929207e+00	4.265818705224361196e+01	4.791994016988038396e+01	-4.077025122996871431e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.517429928159989005e+00	6.887937543042962574e+00	4.999472490446192907e+00	2.196982133532608295e+00	3.339065967420057568e+00	3.350526581474233545e+00	2.833679217421683383e+00	5.899026053864622199e+00	1.670151297671245771e+01	1.184064945150941810e+02	-1.432319583808708785e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.215148587883495779e+00	2.746241494781428649e+00	8.918613143906684471e+00	2.738811361494147611e+00	8.201698464975475389e+00	5.474087602269129604e+00	3.478826136093950083e+00	6.112443361116333129e+00	4.664988390764818149e+01	4.178368855432581768e+02	-8.165873727373354996e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.609568250744965345e+00	9.548824444496808894e+00	8.057588164293703059e+00	9.450491623256096929e+00	2.844633473871043261e+00	5.073667512871000262e+00	5.736319420497161481e+00	4.221725467915560692e+00	1.399559532200001755e+01	2.299643831064569781e+02	-1.545818869291863678e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.162842880980445415e+00	7.644254011423112338e+00	1.348266105424491768e+00	7.754178103654859378e+00	6.826936321626067006e+00	1.848284056808459308e+00	3.308262196372626107e+01	4.849796416594578830e+00	7.372775794989806286e+01	-1.529740566629278078e+02	-1.009523149680855738e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.911078858933848323e+00	1.457717036601436478e+00	1.071514504447774296e+00	9.012651358145152614e+00	3.407974501397186717e+00	1.712070934407087464e+00	1.423266853974315538e+01	9.439921075178123289e+00	3.572618533147476683e+01	-2.599229884011727165e+01	-1.250271632722242643e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.154551262915029852e+00	4.795924118729294250e+00	4.945572299927255777e+00	2.828473028994598515e+00	6.749030408375221057e+00	8.811913345111998197e+00	2.002371505657231321e+00	4.453316433573871969e+00	3.342447017724341407e+01	3.100933874511924273e+02	-7.728756937114725645e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682113189120084451e+00	8.876550962149396540e+00	8.941053715361524823e+00	6.067404641724893466e+00	7.704951568368648473e+00	3.076743255194398952e+00	1.555658335752067423e+01	3.670386233659499897e+00	2.016909202859319450e+01	5.553554495851913089e+02	-3.427032911841958480e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.218984662353020276e+00	9.555502582647998011e+00	5.643389003288538319e+00	7.054958563225564916e+00	2.941628242182539932e+00	3.009517270589155746e+00	8.233709438579516871e+00	3.128884026939800389e+00	1.613458765831235198e+01	3.235302462754471975e+01	-9.455322028046161620e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.708801489138652929e+00	5.194084390156672448e+00	5.815138854918110667e+00	7.301455013677045081e+00	1.819539762489491341e+00	5.509882445316598876e+00	1.679081619824338123e+00	4.929254321306753006e+00	1.364106968952072307e+01	5.285262205760029985e+01	-2.799074986162936440e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.319339985428775286e+00	7.221368115926097175e+00	1.908160802909634635e+00	4.447947021569931714e+00	2.258977712115775915e+00	8.004627639777531556e+00	2.250631873014798501e+00	7.766005739922955620e+00	3.431173251691097192e+01	9.287201723143738263e+00	-1.861562618142753145e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.025280893575921226e+00	2.538558792367747063e+00	6.793068832122894918e+00	6.575975946386181104e-01	6.629803496316989175e+00	1.651669186871220552e+00	4.136076790778451695e+00	2.701200540908117453e+00	5.024150127813361877e+01	4.701943260380227940e+01	-1.951506652019409671e+01
