G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	W	d1	m2	Fc	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	6.434285935507342735e+00	1.335496673493035358e+00	2.761510776548731005e+00	2.860547970338617407e+00	7.053687386783742852e+00	3.804564713556870981e+00	6.351588369789451516e-02	-1.641869039440653921e+01	6.605459767389131542e+00	3.525418277275072843e+00	1.049128485831684297e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.483681018715544919e+00	6.374207607616792615e+00	6.174620319773945099e+00	4.795697550264026887e+00	3.438980695454725289e+00	5.834250271884121375e+00	1.183295181054957318e-01	-1.506459484833584161e+00	4.215409252676504792e+00	-2.457119756782593534e+00	3.137489387281865993e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.665424307765898115e+00	3.179654609054587411e+00	5.133853612725724602e+00	7.668343570576892532e+00	1.723527161694437870e+00	6.115886256346414029e+00	1.497997903509240836e-01	-5.016342648787830427e-01	8.062046120793288750e+00	5.875217459000121600e+00	5.100472226540720966e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.594693534029087090e+00	2.027328634422461473e+00	9.759949648864109761e+00	1.928393309291505764e+00	9.883571004404283045e+00	6.316980156951604641e+00	1.128725266020709772e-01	-9.682103022710855100e+00	3.113745171613412577e+00	3.127432274131678014e+00	-3.459064578099255161e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.759644344482065748e+00	1.694774153608260114e+00	6.519346235668837863e+00	3.543114389499698369e+00	2.402498101192453106e+00	2.480653658602193445e+00	9.847939348272734261e-02	-3.634517772122620727e+00	6.812930870193302901e+00	3.388428083866459772e+00	-6.837381823646540568e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.224156928001372435e+00	7.207661717112581634e+00	4.145092776683743985e+00	3.471227259040158941e+00	9.908930658237913747e+00	4.359243249407757759e+00	4.183335131393414036e-02	-1.960734731291901767e+01	3.090258558624629170e+00	3.167586107650109284e+00	4.374434514267578245e-04
1.000000000000000000e+00	1.000000000000000000e+00	3.658980490438113353e+00	4.031467513223194743e+00	2.010422134973366859e+00	4.895005054392289168e+00	9.817425083881294867e+00	6.544708171881824299e+00	4.657880189813248112e-02	-1.821503430195324924e+01	7.472733847747373481e+00	4.678353712064600600e+00	-8.359094232104870986e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.886256411862021976e+00	7.616582926759750016e+00	2.401315691428555166e+00	9.790142365896180365e+00	8.154182957662019504e+00	9.690335401153214789e+00	3.959730411056397448e-02	-6.476823573439873805e+00	8.860297542346181388e+00	8.274255031242171654e+00	-2.860958077682812517e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.176235301794404720e+00	1.524990916102277216e+00	3.132291930405720848e+00	1.532946871218794360e+00	6.922117721779774691e+00	7.527964151065975607e+00	2.251642134455729416e-01	-1.641108488757540584e+01	2.181170372945875791e+00	1.253148139096743829e+00	4.609364688882140043e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.981105816162866518e+00	3.870271124348746206e+00	3.275297312538285599e+00	5.584381229398310609e+00	6.197154337409773284e+00	9.361651111863507069e+00	8.832527149319083226e-02	-9.481776864821791051e+00	8.806366075846506547e+00	5.445287565091983417e+00	-4.787515990487464790e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.178347991888324842e+00	5.877279678321312595e+00	8.627049475341191709e+00	2.531074879247309006e+00	8.764757074419119220e+00	7.885981588468631287e+00	1.156035878853734072e-01	-2.185177728598839852e+00	6.340359809599886987e+00	-5.619386678723695683e-01	3.342368500106699392e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.362755358096586100e+00	8.115163785905549432e+00	6.040527670225922741e+00	9.772306813703870887e+00	3.622016837610169571e+00	6.380704834434849815e+00	6.030594850244169053e-02	-3.251356582842725551e+00	2.163018943738005628e+00	1.869207171824257996e+00	-7.076774446844116273e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.884923241863710963e+00	5.197086170626446844e+00	2.640393956964956601e+00	8.707245826119644483e-02	-1.211669958256740953e+00	4.913893732055528041e+00	-1.309536778763434883e-01	2.026082206926289597e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	4.596329959388610220e+00	6.584344780236983219e+00	7.003351466444212470e+00	7.625733508886235745e-02	-2.973068792732041388e+01	2.460585812337007461e+00	1.432429817296882790e+00	5.133266716554406306e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	7.599517173178381491e+00	4.755227500385786676e+00	6.663451269240628250e+00	6.125283266505001517e-02	-1.888967521392336479e+00	7.329162022296804579e+00	-5.755220464635447009e+00	2.204632621525375036e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	7.325715495005762357e+00	4.808739679745708706e+00	6.504860641288155776e+00	6.010044295102612288e-02	-4.619949940908576913e+00	7.809768443013632933e+00	7.075456330024134211e+00	-3.524814429627205481e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	4.704062120603027530e+00	4.005063696538457840e+00	5.323141888149300449e+00	9.480198815081400388e-02	-9.417240483314007093e+00	2.037621441220607288e+00	1.086982932758902232e+00	2.316717702929421002e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	4.140581488884938821e+00	6.079895291196885765e+00	5.738626413634474233e+00	7.631186770890263649e-02	-4.715082740163718533e+00	5.590091597233632470e+00	3.081191675522126250e+00	-4.601783472350035042e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.842151619288730835e+00	8.808691324695960390e+00	5.927991009645418252e+00	4.509590403905702871e+00	8.765264112390157791e+00	4.066722281108020809e+00	3.534323737139664218e-02	-8.712090485169124321e+00	8.335852668919756070e+00	9.826477207757973531e+01	-1.599670850893162577e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.665878239141093342e+00	1.213701355476920041e+00	1.713623929289744163e+00	3.439787733307468454e+00	2.801973633794336838e+00	5.663265494884030637e+00	1.985014913988068785e-01	-4.326813339459394392e+00	9.418795280615109178e+00	4.598972131999361501e+00	-1.066348262828489962e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.684442178691831771e+00	8.951973268734446876e+00	5.123879155683001230e+00	2.814337939036579694e+00	9.447762602685109812e+00	2.728055993977620552e+00	3.249823986641749846e-02	-1.789892412634019081e+01	5.674856854083611069e+00	1.506074349522168276e+01	-4.359153329174877620e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.018752299759967173e+00	5.734899076994555145e+00	5.297637763062711613e+00	5.342181388082844151e+00	7.202625174518476392e+00	8.161533828828424930e+00	7.468061961004136828e-02	-1.072857474187238580e+01	9.519536844564591149e+00	7.227109341144028143e+00	-4.846581516071590129e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.490132282750270321e+00	9.374751564140646920e+00	2.499310706618572908e+00	3.417008093023518711e+00	8.333838686695635545e+00	2.619945112325859249e+00	3.060341737407444584e-02	-3.197360099747730544e+01	5.724216259400947138e+00	4.496368885221656342e+00	2.055371419709579872e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.144814425769409283e+00	8.099386789447187596e+00	9.537869813758952375e+00	3.600376665145259114e+00	5.977354566229897692e+00	1.672040417639565790e+00	2.888503441017343729e-02	-5.600750976467638864e+00	4.551652828606285617e+00	-1.030772949529385762e+01	5.190801413498700168e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.400926585287608717e+00	1.009605398141453136e+01	8.620228434027273678e+00	6.912808297216902709e+00	8.063609112414621194e+00	4.929421486126116747e+00	3.133400670640244801e-02	-5.974099979067518440e+00	8.698561785453632567e+00	1.946648318954785566e+02	1.478161903185632120e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.325048809544121298e+00	4.126975874747746076e+00	7.114541945778297460e+00	9.693714892496439361e+00	1.122234938151024375e+00	6.973940153758965366e+00	2.084613374918738715e-01	-1.545381569393463828e+00	5.523408081343390563e+00	2.802386605044327794e+00	-4.259517907676466097e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.872210247843399733e+00	7.894361774572576707e+00	5.114437955659764334e+00	6.451305314873190255e+00	8.244487615215176035e+00	4.870272069894645561e+00	3.035829954357933957e-02	-2.967048067721047566e+00	5.241286046002971766e+00	-3.064296510580613031e+00	1.470791486379633417e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.729874715539339469e+00	4.555473421232227871e+00	4.721542460257123430e+00	1.718049494229351160e+00	1.359539224028117443e+00	3.504926708554069403e+00	5.053024827774235117e-01	-8.557940560756925885e-01	5.415183472830940481e+00	9.829850432507873936e-01	2.784926036992599885e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.326496467102982191e+00	5.371638171114033966e+00	6.905602320783319037e+00	1.638832907925117155e+00	8.949721400923847270e+00	6.069913753566567927e+00	1.311042351570738118e-01	-1.846329515046623237e+00	8.649326330242056216e+00	-2.291154734914788715e-01	3.105975370105588107e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.938802688730492108e+00	6.604069777779444372e+00	5.904619163128623782e+00	9.585889880753272863e+00	9.934844773221604086e+00	4.122872436303206989e+00	1.687182091391245184e-02	-6.607256450907343925e+00	8.473093854362931054e+00	8.617309724296513096e+00	-2.693854158734246274e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.421098290994361690e+00	8.835764302646376578e+00	1.550050916836430925e+00	3.740129404043224248e+00	3.731097333424361118e+00	9.307443615245970747e+00	2.326397616864853135e-01	-1.054645664835533658e+01	4.659771275193484108e+00	3.773581902258261067e+00	1.353680699276379740e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.574956033156470259e+00	9.873414007424599959e+00	5.533626830270886643e+00	1.866815572972943427e+00	2.934778948856105352e+00	9.324994522624587390e+00	5.859561185509446490e-01	-1.795739261483420446e+00	3.995053073007083011e+00	-2.209467191398411245e-01	3.424489892288288262e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.537413644764770382e+00	7.855266187853358062e+00	8.332580227533137318e+00	6.441874252245706423e+00	7.971971112441569751e+00	5.518348350025695126e+00	3.662359728269740100e-02	-8.135015221549780406e+00	5.482368423664917501e+00	6.595923905806206911e+00	-1.099616816422272075e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.327901025410625380e+00	4.749966230211343010e+00	5.123777989422293899e+00	6.622145720993613871e+00	3.246651802722218871e+00	3.942369822639254728e+00	6.064010788938126173e-02	-2.657804198178453259e+00	6.194281136127067988e+00	4.867725529449788979e+00	-2.611502851620065346e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531790413325627043e+00	4.870220123356004294e+00	1.497280646234365520e+00	6.785866041765377332e+00	8.782263254392079332e+00	7.604191252188807759e+00	4.155546443425306435e-02	-2.097670716743941455e+01	3.189109507958111323e+00	1.814060218793725365e+00	1.149346631974262727e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.914063494052979486e+00	7.662065169124969266e+00	8.113649071144054759e+00	3.362789155748937553e+00	1.868693434478656767e+00	1.335177804772193388e+00	6.928352951594497766e-02	-1.469432553406075703e+00	8.134426932738390903e+00	-4.394524957990439518e+00	6.672525514172013283e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.243449789935901162e+00	3.156256581042801823e+00	2.777581586671245883e+00	1.153312896655005027e+00	2.096337279914027185e+00	5.300890580182315404e+00	7.263154087959919902e-01	-1.690957061257944760e+00	5.483111090595374826e+00	9.069475791094308570e-02	6.089270376190787371e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.267559448538712275e+00	2.006220278431674942e+00	3.316680668789129260e+00	9.736173669859310209e+00	9.761877066063544106e+00	4.158065819441773669e+00	1.451206307459150004e-02	-2.423498401802993385e+01	4.032733682898358651e+00	2.072139841283079154e+00	1.169662869432723865e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.605166835579352691e+00	4.169951228546648458e+00	2.556042645203866037e+00	3.408849281050532642e+00	6.993373560629052577e+00	9.290985709921727675e+00	1.339848766796295776e-01	-4.704540594502056194e+00	1.974841191358523762e+00	1.925165196925753364e+01	2.561335871522525398e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.744342368938323062e+00	3.696199982484740243e+00	3.910247817940881720e+00	7.137386297905507604e+00	8.696382518812974638e+00	1.190931180176690862e+00	7.327829827020211108e-03	-2.139809863291465675e+01	3.108212819329552623e+00	1.729384208443657034e+00	1.266988867072190231e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.907407218136238924e+00	3.621591513922328254e+00	7.928259771037950543e+00	7.296308748280983636e+00	3.805016412576164520e+00	5.994960969276378115e+00	6.849853224905702587e-02	-3.973308060300810851e+00	9.538250056975376978e+00	5.891884569172748165e+00	-1.927739965399085098e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.709666408378810232e+00	3.114203910900104955e+00	5.633343460418143600e+00	6.448531405087580382e+00	7.162984502344945881e+00	7.660511926393524185e+00	5.743598349243668466e-02	-3.486251316894405150e+00	3.752119186836009757e+00	3.326310589913018756e+00	8.476294400080855995e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.129689011457801096e+00	1.385237761403909529e+00	2.778802626250052032e+00	3.939511246547751089e+00	6.416048630482458215e+00	5.373311475353888866e+00	7.395577589376169103e-02	-2.376154045167590212e+00	2.476885691481785390e+00	1.919520859958101289e+00	5.828752944610294806e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.437422933947695824e+00	1.216984439383811845e+00	8.907776343071764913e+00	3.428260602231965493e+00	6.455574526656900680e+00	1.701600608714126439e+00	2.814103577594741223e-02	-6.081103696618900933e+00	5.130153711673165695e+00	2.836079590092602576e+00	-7.683813335924460919e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.285785233831876262e+00	9.950872794369558960e+00	9.038173985835626922e+00	6.381586685563769734e+00	7.082085509730541517e+00	9.768932556233430375e+00	7.120703150176758978e-02	-5.904830204025179441e+00	3.754770534515582625e+00	2.913610211373347880e+01	-2.314301716932361863e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.630976149820900112e+00	4.848176944038225855e+00	8.729688950084428356e+00	8.742869726406059527e+00	6.092052305943715496e+00	5.552805596806130950e+00	3.482072221710604681e-02	-5.384931629508026063e+00	1.319475210679066590e+00	9.304366420310389296e-01	-1.694245271451016999e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.992925014895623015e+00	4.475110049714682070e+00	3.141379503415450802e+00	9.605328483209726542e+00	4.831690057182836284e+00	6.480348767333437898e+00	4.848568332948665488e-02	-1.230483298197097319e+01	3.812419585568130209e+00	2.120083012509222264e+00	9.705540250102069610e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.581440705528269763e+00	7.135102440041515059e+00	5.087451794635919455e+00	1.980237154912675379e+00	3.517354235588519451e+00	3.135514230249149659e+00	1.559697356798747103e-01	-1.062730219593098546e+00	5.889619200784901309e+00	-7.034502556848634680e-02	1.623474262133475232e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.205069075377676491e+00	2.837882210920184889e+00	9.866764943451997283e+00	2.351525430953980145e+00	7.917398854735334446e+00	5.416986791482013786e+00	9.601366566765215382e-02	-3.384304349519563271e+00	5.944884549487018610e+00	-5.042539720977682549e+00	5.290273952144115555e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.011421286769216277e+00	9.461252693618945386e+00	7.969200673754142095e+00	9.448826835996968043e+00	2.979612996132972924e+00	4.940832065303370157e+00	5.722704066574403614e-02	-7.125544857637041707e-01	4.207894238298789169e+00	-1.608423232086862109e+00	1.434286985795286407e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.808414652129288314e+00	8.043444494519796706e+00	1.204859505296570488e+00	7.645447162926887863e+00	7.293730876441255617e+00	1.661085207904647421e+00	1.082468472542715172e-02	-5.083419161867612246e+01	5.082041572968940102e+00	2.696738253558556675e+00	8.337746500382657230e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.543177804847564616e+00	1.773456410963040630e+00	1.553726769488519510e+00	8.949337466209472680e+00	3.191742882374718704e+00	1.963986113067579753e+00	2.289092427344616501e-02	-1.292589658750958925e+01	9.801307050336749427e+00	4.881408108822435921e+00	1.237383098117954792e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.972730928002749184e+00	4.691509031026098064e+00	5.167187008624876121e+00	2.868738960048653031e+00	6.615628791587242041e+00	8.591256580897054462e+00	1.524096286213136864e-01	-5.078857785440688666e+00	4.433038524201671216e+00	-1.968779730684220652e+01	2.664009313226173514e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.534900255246365086e+00	8.953765215893909613e+00	9.120593367050760847e+00	6.317882296933512443e+00	7.729659924177821217e+00	3.085441154188126589e+00	2.057737972162002049e-02	-1.345163732132687917e+00	3.256891475080435416e+00	-3.998071916253849167e-01	6.909309435280845679e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.824459587374013925e+00	9.502706051060567205e+00	5.845848752628950429e+00	7.295939035782872395e+00	2.886238798265940098e+00	2.776829618316753123e+00	4.276614064672782517e-02	-1.989960792472554418e+00	3.172414023257949633e+00	-2.294796880384009000e+03	1.316281044315730231e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.914916445401203315e+00	5.194669807949691354e+00	5.458847409524825167e+00	7.091568948043944332e+00	1.516918281456132611e+00	5.498783363755805453e+00	1.691071790748147619e-01	-1.175504727672437300e+00	5.152300600219977156e+00	3.896835094583831260e+00	5.208518367729363385e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.537486458700998426e+00	6.450820625661656038e+00	1.923309042818796444e+00	4.664706951041952543e+00	2.206567089678360016e+00	7.909297548072135697e+00	2.568751692403196674e-01	-8.393198576083685580e+00	7.861971277608609476e+00	4.535997090001064436e+00	1.912130077673694084e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.726472970283202457e+00	2.500827409825008729e+00	6.928718187250962224e+00	1.108743608349972654e+00	6.473301560878620187e+00	1.532335826387865696e+00	7.069972929108091220e-02	-6.276547380318656444e+00	2.907602003483323649e+00	-8.060632566587017322e+00	-3.491287914188466956e+00
