G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	m2	W
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	5.742261076479433513e+00	1.361141250092086974e+00	2.809991103936036794e+00	8.524769805994662164e+00	7.676719526886504052e-01	6.634776304433986915e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	2.228245337022011796e+01	4.496335685252311087e+00	6.998631350456014033e+00	9.012498141109114513e+00	5.875144590393582611e+00	3.518381909084161929e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	3.672476636915774861e+00	7.303722347703376805e+00	5.653054168117067846e+00	9.850482379812868672e+00	9.014306517782387118e+00	2.525494659609386794e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	5.205877955327048667e+00	2.654647565493339467e+00	6.663130860512387343e+00	5.607646620822462680e+00	-2.394608261021735629e-02	7.532224791799450259e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	2.423969632861041390e+00	6.422079565359219977e+00	3.044290563353245549e+00	4.870550426019522483e+00	1.270023488524525312e+01	5.356776649829289028e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	2.260196081929337630e+00	3.758493804526652049e+00	2.761293224173733130e+00	7.644907340001205753e+00	5.320678829154259937e+00	4.951181281788997746e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	7.132647128449934648e+00	9.290515376232036715e+00	1.119269053223787225e+00	2.155233814045247609e+00	1.320266995837468471e+01	9.689753247734430586e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	2.427792270732989977e+00	9.032888315279601343e+00	3.943230510861513771e+00	6.242565944433531300e+00	1.111800856822529404e+01	1.965604358575021582e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	6.425698410134587313e+00	3.542594008562870656e+00	5.979009222119977984e+00	6.138975882819854846e+00	6.014963242985970737e+00	1.894151162326250804e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	4.090029818189768740e+00	2.903964222188319066e+00	8.593204772758893384e+00	2.330020953607674361e+00	8.402071838928885095e-01	1.164049411249874488e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	3.460716259706308584e+00	3.997539829446358439e+00	7.061730916010999337e+00	4.356531675979889329e+00	5.968989755206647985e+00	3.329882767855055992e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	1.910225795460352982e+00	3.261146245671691535e+00	4.588409611521528042e+00	8.319521868622524963e+00	1.649467757299463599e+00	1.793043497806418918e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	2.052004623021925322e+00	7.263973687197366580e+00	9.105764638385011267e+00	9.005137010866231861e+00	7.527600144982161012e+00	1.957031086849379209e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	1.086918540179239301e+01	8.472139442108925778e+00	8.059879770050493164e+00	2.287213032545420077e+00	1.702667468448860788e+01	1.524228760551120443e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	1.886354255815812841e+00	7.034315676929743688e+00	9.400066015181343104e+00	1.825498423945520310e+00	1.169545386022135069e+01	2.306544030843093118e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	1.145992208016921410e+01	8.455480681093021644e+00	5.796071147056710338e+00	2.149664260463948651e+00	1.014855640358409694e+01	4.834936446740110583e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	3.402575068951105841e+00	4.340555586661677623e+00	3.115631729233232505e+00	8.670662823384725826e+00	6.423833319348879911e+00	3.655115645381161738e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	3.752279774861212669e+00	2.270800175089376705e+00	1.721687070132023045e+00	2.251373845464061496e+00	1.069686250336832245e+01	7.615197025727344915e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	1.363798333335589241e+01	7.596258163032645783e+00	7.388423841034795103e+00	7.235340801274453781e+00	4.409100022285916687e+00	6.232541018402796063e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	1.081432093810196671e+00	4.434008600403075206e+00	1.327461537823277027e+00	1.960842854166113369e+00	1.829077311520848426e+01	5.511133500323752710e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	5.543091637745253486e+00	7.416965916255273683e+00	3.569433789983186056e+00	7.124626835595141650e+00	2.045852924286622798e+00	8.978125251444991406e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	2.368580752111670407e+00	3.373387661860813846e+00	5.715044024342354589e+00	4.592498097628270770e+00	4.406544810114354505e+00	8.577478984180185728e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	2.149373813393581578e+00	1.446522090347920120e+00	6.033093823154565882e+00	8.320235444866245444e+00	1.284610979178356871e+00	1.570264567170271519e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	2.260981441155684113e+00	9.942944470610072472e+00	6.350658075797793067e+00	3.085684546537015294e+00	4.761980374935761873e+00	1.437991627675713247e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	4.955589256047785440e+00	2.953637934892030970e+00	2.319392073348756078e+00	6.618272200643936287e+00	1.379184771969767853e+00	7.637917220472815849e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	7.005837200455010461e+00	9.634932862328152936e+00	4.214230724705897657e+00	3.327242815573070001e+00	1.930108623064296225e+01	2.631152410636094618e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	9.340431676675951422e+00	1.003677581000422414e+01	6.473009803892186831e+00	7.429849615571910704e+00	5.728452193823539318e+00	3.164066259677993820e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.214300605414793566e+00	8.508208317489939887e+00	9.277000846915363752e+00	8.879341259427460997e+00	6.462515709679423459e+00	1.358019834924823144e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	3.886725132977748132e+00	6.836757550709256392e+00	7.011693918831774397e+00	1.719302641301317935e+00	1.864476773508994656e+00	1.688365495903277846e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	8.697959340435476250e+00	6.009422936536781279e+00	9.330331315358369793e+00	8.605016811821723621e+00	2.790529196187644168e+00	5.989614922217394444e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.635982067293741515e-01	8.951501864896883376e+00	7.891381330934541083e+00	6.546675049858620810e+00	7.440744598764525541e+00	1.428608803537820160e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	8.951817916621358506e+00	3.701153357998446580e+00	6.566680231417684865e+00	1.844516375634601246e+00	6.796773532353117986e+00	2.483333390999295620e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	-1.569515901763485211e-02	5.398350845780564455e+00	2.658106450132590837e+00	4.920146102109473674e+00	5.517850721084693433e+00	2.491666116833844424e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	2.045552775322601491e+01	7.139279081975640651e+00	6.672748158770180460e+00	2.559939071053740633e+00	9.124413386528770431e+00	4.712274833064973301e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	2.127820749914150600e+00	4.746208973681810939e+00	6.078353472721861550e+00	7.431207295605842589e+00	6.343078364282065174e+00	1.159467272916533176e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	7.094509715248939585e+00	4.522678757947146799e+00	6.178033716679365739e+00	7.982198901434172988e+00	4.166448443077690023e+00	3.293462143554999333e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	1.121625370302937874e+01	3.990711241003726872e+00	5.523973786978630507e+00	2.122903247452587294e+00	3.002792030051764538e+00	3.054942183574272718e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	3.478560171412302449e+00	6.143873713683949411e+00	6.153311876263725999e+00	5.385593824615560798e+00	1.232980936855880172e+00	1.291257697370024538e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	4.750416049367299998e+00	9.000280827533728711e+00	4.024818856580761661e+00	7.932439635651950205e+00	1.265321128136181805e+01	1.008598389191958766e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	4.813544819627987081e+00	2.760167129445918022e+00	5.340915576340406368e+00	9.187875366224252716e+00	7.072700836487372245e-02	6.544413422048666718e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	5.360672753689654790e+00	9.298488791051157776e+00	2.536632991733315023e+00	5.820191320128384582e+00	2.021695928230722217e+01	1.521181046132502157e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.785343402629646192e+00	6.828347766891168291e+00	8.013761889590117704e+00	9.225895972610803852e+00	4.132343732928248414e+00	5.862799197776304538e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	1.273872431417187734e+01	8.558545357993464719e+00	2.560626254520198763e+00	5.538166095022087454e+00	1.863735934063745603e+01	1.229539164107200877e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	3.753925575165849793e+00	6.917591735422467636e+00	2.072168335700224073e+00	4.263174812734654928e+00	1.512711123981984684e+01	9.574208671185493458e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	6.029359152499032426e+00	7.955028235321427665e+00	5.255085916498902776e+00	8.131743455242984808e+00	1.095966193126524679e+01	1.870992489677065773e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.328014940408153599e+01	1.268892334591675164e+00	6.877515614292426527e+00	5.124871845068771137e+00	8.885756860248947842e-01	8.029737907080967574e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	2.229246395232542088e+00	8.216222969419064270e+00	4.989669202520627067e+00	5.519219533722630189e+00	1.292571096298286193e+01	7.343105408840773229e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.461317881737433710e+00	1.012295119587109715e+00	3.272009865907735460e+00	5.217860314875393257e+00	9.617860985759567605e-01	1.081931891962533587e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.799422123156688036e-01	9.127483416924166093e+00	5.554497350114757204e+00	8.145373118784608124e+00	6.377814426996458508e+00	8.918766589565921832e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	5.840569342263756347e+00	9.935341735568023580e+00	4.613578361401946104e+00	8.348312390968853691e+00	1.060896128300345964e+01	1.286211751846891405e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	1.104939286305680568e+01	2.996907703133611989e+00	8.758730062883588019e+00	4.770543145304969812e+00	4.489522336811953451e+00	2.353562671611722834e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	1.406919358746219428e+00	3.331354136857376247e+00	8.800218701343535344e+00	3.501748727326805533e+00	4.222722831657757858e+00	1.550240515530735719e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	6.987603811813078991e+00	8.001557084372894479e+00	6.014116709887331602e+00	5.686642116558865645e+00	1.127598388786287131e+01	3.156664724789487231e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	5.726190932987790916e+00	3.297362330584299173e+00	3.955513705374238409e+00	5.763021691183357831e+00	2.899572944319199319e+00	1.509576651397355418e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	1.635189021989953417e+01	8.675137150248572127e+00	7.325343115085230394e+00	3.037467709345416100e+00	7.623950115142787531e+00	3.083673934561931951e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	3.235854305030090750e+00	2.035964125264658975e+00	1.517688254084325949e+00	8.034552150112533653e+00	2.903019653794189470e+00	4.618579908970237291e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	1.042212612277092720e+00	2.256533281824243176e+00	5.484976544890888484e+00	5.225639369338663798e+00	1.018940079767132856e+00	1.657736966633220232e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	2.376305606184860153e+01	9.921662830754698348e+00	3.661342856536206281e+00	3.988784592278504348e+00	4.544092473100512564e+00	8.198653722144582545e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	2.380738083103326908e+00	7.355415203714716910e+00	9.138658676899030553e+00	2.173148774735240263e+00	5.143757590072129737e+00	1.690043575845284085e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	1.798585779168522336e+01	8.974748766554363044e+00	1.348389394267396124e+00	3.138508859613877711e+00	1.431416640670744655e+01	1.421314029692583025e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	7.526198169523958370e+00	4.465182446618409351e+00	5.751249265173319358e+00	9.378793990387466195e+00	1.506672083763617387e+00	6.368675259603429062e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	3.335023004558651305e+00	6.860441961453846105e+00	7.743372288655801405e+00	3.870290981208435621e+00	4.100909549584816460e+00	3.328607868046414175e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	1.441324108603892817e+00	6.192006594399375174e+00	5.756000724713553396e+00	2.576107049656833237e+00	2.617332091980403064e+00	1.985657104807178053e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	2.978132272263231073e+00	6.526718102370408836e+00	1.112347100180479220e+00	4.963957531186733441e+00	2.158403099838838823e+00	6.340626381479213869e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	4.962070341707718768e+00	6.930608774033302666e+00	9.658545017903406915e+00	3.775295210546861568e+00	1.047405732854783622e+01	3.770055340152732803e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	7.006290411710237365e+00	6.009917764872587220e+00	5.733862994398173818e+00	1.111804381692245824e+00	8.364415655320220466e+00	4.368593363228011839e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	2.457162617908755919e+01	4.990988858624168856e+00	6.036100888914607943e+00	3.672835568330959699e+00	4.498116713939663391e+00	5.872829421881091250e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	5.602255642124714941e-01	3.728646318824508477e+00	2.984210858489364071e+00	6.116146668444698342e+00	6.052729416052231137e+00	3.677676651436743716e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	-2.457744175283178567e-01	8.264727634345414131e+00	5.637998169603220866e+00	6.086979218860911978e+00	4.094824090005626971e+00	3.914116749956613184e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	2.589420200169559205e+00	2.983993836143713718e+00	4.669145431684292191e+00	4.418565059408472884e+00	6.225097940029695742e+00	5.286404515055860287e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	5.388672751051697674e+01	7.357327263178116361e+00	1.266898449816895589e+00	5.198472761719501456e+00	1.754551075160389928e+01	7.898026945302809576e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	3.657454714543119678e+01	3.166109837024515095e+00	2.265640549345157684e+00	9.448347400757647563e+00	1.002379816137923596e+00	3.412220568994323688e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	1.861743831879433042e+00	6.632780489199870289e+00	8.659183503999125620e+00	4.668473948521816297e+00	4.715763936741764972e+00	3.607373504838994105e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.515031268223251182e-01	7.501466429432582572e+00	3.139491668147478709e+00	3.243095466326055387e+00	2.138897690174978550e+01	5.124731549190056912e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	4.473184164885491754e+00	2.711543916773911267e+00	2.727634674317050756e+00	3.443940405786445336e+00	9.790479417006505258e+00	5.085174263530124472e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	5.551978202917986494e+00	1.721056849736870786e+00	5.826270217067193613e+00	5.085851171163932705e+00	1.250113898783823618e+00	1.961877915150399332e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	1.808538980303417532e+01	1.951947501253518569e+00	7.999515956234253267e+00	7.920858248117372824e+00	2.622516831722895070e+00	4.547284347224910483e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	9.516086251431874476e-01	5.970033496655587690e+00	1.734615905227918642e+00	2.947247873503292315e+00	6.830901685619746644e+00	1.993019747451844736e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	7.098384610053367183e+00	8.636367546335225853e+00	6.001294070864462427e+00	7.604846681437197553e+00	1.236111617152429965e+01	2.681164540566090437e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	4.073778370543076122e+00	1.801302295615786919e+00	1.546946216289998066e+00	7.457698815866120601e-01	2.731875012055001495e+00	1.498576355963053830e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	6.688340094372792199e-01	6.846191093251942306e+00	1.498745997710536626e+00	4.341633997713319815e+00	2.438611219161742483e+01	1.004810626672128643e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	7.142957757727800505e+00	3.993341811162166799e+00	1.776690029427659079e+00	8.165483541491322939e+00	5.714477328314320204e+00	8.423003389664331930e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	1.283276417739348396e+01	5.490648339741871276e+00	8.445877596688960764e+00	4.145523262534752895e+00	5.125364049585991566e+00	4.960650084040437946e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	8.723762053574629860e+00	8.863111446338603372e+00	2.305271988615686496e+00	5.862667387090232829e+00	1.309517581083651727e+01	9.498246760907003150e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	6.725942009669102717e+00	3.929642875971708804e+00	1.314410387168096772e+00	2.943901107720811705e+00	5.690745322223768277e+00	1.640634909412064912e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.172483562422738324e+00	2.808071649858727703e+00	8.316977882342346362e+00	7.082155096271849359e+00	4.760946369335500528e+00	4.877704197555051913e+00	4.916219381931980159e+00	7.295008861848873316e+00	2.342931433755819359e+00	4.940851252457254539e+00
