G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	p	d2	m2	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	4.507577934121709817e-01	3.598104314275961890e+00	3.215200272293283490e+01	7.421435124993237764e+00	8.505473108999625609e+00	5.914363485152858146e+00	1.007141085370106204e+01	1.331575603524934870e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	1.063554478301461881e+00	4.122574224823223332e+00	1.264421453923927174e+01	2.207497229802238614e+00	1.321928216551934732e+01	6.691281934791899033e+00	5.790650584159532599e+00	2.118445162963005401e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.866973848110053513e+00	7.538050792802163613e+00	5.362582334279530905e+00	1.355076316644198697e-01	6.863878437087835849e+00	1.617974572830415170e+01	6.804551681901757298e+00	1.858697541907857342e+01	2.782919516750946176e+00	5.326164831459407445e+00	-1.099928985701847661e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.424201572952315420e+00	9.290509128127169447e+00	4.700327364338654057e+00	1.944818853862322339e-01	3.863946689831932346e+00	9.890143084524066097e+00	2.910109932298193147e+00	1.168469765660279158e+01	2.656777362486140603e+00	7.598027323273866429e+00	-3.255218889629658829e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.513673946374621604e-01	7.343458064111353600e+00	2.819089057060557124e+01	8.964379070014828699e+00	2.057923412753513404e+01	2.053818320685068421e+00	1.871546791059899073e+00	2.005507205550746685e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.646669799709206572e-01	4.684776990434489363e+00	2.827165602103472253e+01	8.926321023713436276e+00	1.181948993819417026e+01	3.941674182733353238e+00	5.461798367153706479e+00	5.728115930616187734e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	2.479051552527827273e-01	1.557264960552318778e+00	9.085761442676709265e+00	3.957195111688549094e+00	5.029774406156400701e+00	6.188163816345141122e+00	5.737935643448245138e+00	1.361020816881180817e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	1.366132001076334479e+00	7.927330540749992771e+00	3.197062043725428637e+01	3.136508968313611145e+00	2.160436417192377334e+01	8.661639217745879193e+00	1.705217583455932662e+00	8.716733211391664682e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	3.592523832106420678e-01	3.630420745487114242e+00	2.107245926178524797e+01	4.830608589038346778e+00	1.006059308708324629e+01	7.234223278159112702e+00	4.683949311768055956e+00	1.495012560646485689e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	3.187869300624376345e-01	4.569126011004111199e+00	9.114173641087814914e+00	3.112643165662330791e+00	1.525664152758505310e+01	4.562395042093629449e+00	8.666724352648198959e+00	3.996152451882464818e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	2.212209951147771636e-01	6.702946486067394183e+00	2.762195450578965250e+01	7.338013416102267428e+00	2.019980993040912054e+01	9.099245686016987023e+00	9.176736383819536158e+00	2.266198826577294767e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	2.252935746032935782e-01	4.570992860692599358e+00	1.926316335087852849e+01	7.999554764292761355e+00	9.291896854645708359e+00	7.464848200656549082e+00	1.800777731811487259e+00	3.639488362149226330e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	2.657772601252752498e-01	1.537470831896989409e+00	7.752470065732054216e+00	6.813941419809389721e+00	1.698331466392275724e+00	9.934932719813483359e+00	1.803221917891846493e+00	3.864397021508956254e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	7.701624645746201203e-01	4.412434745338555508e+00	2.871561051631461225e+01	8.769476423940126608e+00	1.202595545810417299e+01	6.079745064127086707e+00	2.869894343896408628e+00	3.201187810505604858e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	1.306959153829962139e-01	9.288377135010389196e+00	2.549039286054838627e+01	4.454281726057947033e+00	2.689087995902105632e+01	3.108374322031833614e+00	9.478878240925432408e+00	4.473530890665882581e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	3.102103181383267794e-01	7.018588623140558092e+00	3.862201196425464644e+01	1.822440982950406241e+00	2.074413901444221864e+01	1.617007611731922978e+00	1.802210961371944142e+00	2.511890938829640096e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	8.120006029345824272e-01	6.898914540025899989e+00	4.328773250148228158e+01	8.037181597781151154e+00	1.907678962728483540e+01	7.360306009522355808e+00	7.287714531562236253e+00	2.703397712557212174e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	1.074724262818078091e-01	5.936416208146200191e+00	9.756898971116937602e+00	4.537571283783838894e+00	2.102703579002937317e+01	2.208696923700566472e+00	2.099719308273130913e+00	3.858264648504081129e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	2.472783916277990990e+00	2.637451032328106404e+00	2.081382063320810971e+01	7.235068095925684339e+00	5.962373638093889205e+00	3.863335939953379317e+00	6.675202309581907301e+00	-1.128608335696871166e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	1.912850422881739731e-01	4.688835047915703491e+00	1.415293312325714226e+01	3.461506710080328286e+00	1.244147519286712722e+01	6.046379749825860905e+00	4.651534243785775402e+00	1.564223871730043847e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	2.227218348766630829e-01	7.712421869763420368e+00	1.347768038167253835e+01	2.183366834407784562e+00	2.303129136295033419e+01	5.650273615377234826e+00	8.296061448132284966e+00	1.745627586456765523e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	2.288861559356423658e+00	1.858489837731846173e+00	1.815004692472750492e+01	1.027601761064988040e+01	1.139960274492820114e+00	6.058086568887029344e+00	3.081105674002654116e+00	-1.155018959694109100e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	2.931027820286807639e+00	3.326116732904184747e+00	3.320421824889217532e+01	2.827368138411136211e+00	1.162757041198599950e+01	2.475568284310300182e+00	7.036795764092369510e+00	3.911101720515254243e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	5.368898585984497318e-01	3.286165385732789712e+00	2.995838708013077678e+01	1.008520669417920246e+01	7.589876494530211737e+00	4.134433606432961206e+00	3.437005770960850803e+00	1.935031379999336387e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	4.909977708374991812e-01	4.807516830327831947e+00	1.832615499713198304e+01	9.828962520224134636e+00	1.287204167543101896e+01	6.250341266364135784e+00	7.243386643389468915e+00	1.222688479253300375e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.702699690891958106e-01	9.377939678998412631e+00	1.854536613143016410e+01	8.035651427141539571e+00	2.874353319032686116e+01	9.802942711310160817e+00	9.125035688212349783e+00	1.179655982160751349e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	2.241285729666435245e+00	1.077662736072114269e+00	9.249818584912318897e+00	6.589218556853711384e+00	2.085960732259953154e+00	7.297403421911111465e+00	2.080763603581136323e+00	-8.748714708009080709e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	6.226108676060048142e-01	5.694849508994839660e+00	2.708296478859556444e+01	6.336994265621497924e+00	1.519106644982391607e+01	9.922729459395586815e+00	8.771216349704026527e+00	2.867358771578909504e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	1.987103523500060032e-01	2.645337287464880838e+00	6.579605057496744180e+00	8.954334455366748102e+00	6.411254658598902978e+00	7.713656280457965586e+00	6.381053567526549841e+00	4.354895447655421359e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	3.481400494440623494e-01	9.974115184654765542e+00	5.152383709079285978e+01	3.509693655381019184e+00	2.960376533179409719e+01	6.251325621772894969e+00	2.040426219814414743e+00	2.487294213497354134e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	1.928401504513100606e-01	1.950557991405332592e+00	3.031430134045052682e+00	5.376265339463913939e+00	4.562314853016340876e+00	2.809828374118652938e+00	4.729672697996849529e+00	1.310164623267301987e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	7.627270265071117716e-01	4.309331408605781455e+00	4.314368954715019555e+01	6.484041952835570832e+00	1.106927108300326701e+01	6.586525106995887668e+00	2.715575856808943200e+00	2.547177694389158198e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	1.911599418715256293e-01	7.115963039397147583e+00	2.612205568783940279e+01	4.936955952224093558e+00	2.158728166601635934e+01	6.749903464464522607e+00	6.887276470208590240e+00	2.349342347824476818e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	4.915924933448439504e-01	7.100041571731529721e+00	5.192828701263991320e+01	4.607138466464911986e+00	1.998613503287358739e+01	6.515890186432539366e+00	7.541062382433914912e+00	7.128439083518238739e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	6.167047548159670933e-01	4.918920630056219601e+00	1.919659099776623279e+01	3.685205131841859050e+00	1.236788119075431780e+01	5.312255156350214946e+00	2.135688886267791187e+00	1.346762913052948818e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	2.337075356601923559e+00	4.508872713857787318e+00	2.248923077974703943e+01	6.012565360312176033e+00	8.575418210079563508e+00	5.833050171333995948e+00	5.535430820630350190e+00	1.925915778100809348e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	3.782538595967240846e-01	4.593150642230638958e+00	2.497117749304547019e+01	8.880888293607968720e+00	9.803755745179044467e+00	4.127464496432199148e+00	8.601306012574017501e+00	3.891151602302113099e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	1.111175280816485200e+00	3.050005485284579709e+00	7.728264629747689796e+00	2.498163197156058946e+00	1.038471478499108436e+01	6.067499987992924559e+00	9.522821004403144940e+00	-1.828941484095477676e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	5.342285603518841519e-01	2.609829421507252611e+00	2.876237893024132575e+01	9.695776875355695879e+00	5.204050450793953786e+00	3.463847423354163180e+00	5.258907833268333221e+00	1.725865545882668606e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	6.457476597057298928e-01	5.117639090173406125e+00	4.090435950213816341e+01	6.754434280286854886e+00	1.426090382450610861e+01	7.955390284213312846e+00	9.569603279462018719e+00	2.931142094920088592e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	5.188004382038459150e-01	3.306915363973682354e+00	3.079348866153387476e+01	8.342258313516531132e+00	6.865464646636871393e+00	2.316118493208795481e+00	5.966591839935873942e+00	8.560583966057982996e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	6.665131996018085481e-01	3.890546367657166993e+00	3.095399649345938542e+01	5.620868627627173986e+00	8.606159583870724106e+00	1.792881755196794380e+00	4.611370657459533007e+00	6.410248427410926153e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	3.120880998781405125e-01	7.235311918007082177e+00	4.141267883189033938e+01	7.304851016546701103e+00	1.946017728970986482e+01	4.355948148631574313e+00	8.506462746244167761e+00	1.823387081155784795e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	1.133730662491611252e+00	9.670211698578595971e+00	8.866727493609229782e+01	1.245605774480572192e+00	2.989662813400014940e+01	7.102907415900525656e+00	5.362335642386955037e+00	2.747755621397257819e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	9.502134669403328182e-02	6.482286171801810326e+00	1.301153093513968706e+01	8.316997427734603932e+00	1.869753987706332765e+01	4.970470493314238070e+00	5.094785611074529541e+00	-1.245570800960468100e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	2.557632539948644368e-01	1.476941184940196994e+00	3.635802300982174273e+00	9.807534748690875936e-01	4.949813187576876494e+00	3.591537217150819306e+00	5.052373400559389438e+00	1.019831149173062057e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.470195625099777470e-01	1.217433701998710704e+00	-1.804771298528788925e-01	8.868521951476610710e+00	4.251066334083258624e+00	5.940268139937824543e+00	8.223215981154483600e+00	8.401569504892704154e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	2.964027295843509879e-01	1.004685633514825938e+01	3.681802401335370689e+01	1.004799467966818582e+01	2.650277446823418970e+01	4.192974144880876608e+00	8.593555281119348521e+00	6.071002967493457220e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	1.727191286831739059e-01	3.046992393203962202e+00	1.727611289942388595e+01	3.546342557168134846e+00	9.938490455273644386e+00	9.525348785810802354e+00	4.394652860074773848e+00	6.410642641141381937e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.292995314741537172e-01	1.331698226557663123e+00	3.630572728004436200e+00	2.838756725708357465e+00	4.518178120749562154e+00	9.358674484411768191e+00	4.156255167833159625e+00	7.656581874372104801e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	5.485085789863127781e-01	6.877632245921588172e+00	5.544959399532677224e+01	7.779751660989922435e+00	1.732524694456295933e+01	5.152373696812232673e+00	5.265500422441320438e+00	7.255275982950336600e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	4.448281782404376328e-01	6.617336271170033868e+00	2.574861234826381917e+01	3.118648601311555080e+00	1.804135885304311415e+01	3.998138699916557570e+00	5.797790648365999111e+00	3.156745537950595981e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	3.538058242232528516e-01	6.531793375291135462e+00	2.354671143862617200e+01	8.627922893984747432e+00	1.954817880943418373e+01	8.142750966388735634e+00	3.034078727706864154e+00	6.248589839168869897e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.989520336719110105e-01	3.591404803121778233e+00	1.945142636116658608e+01	1.755448629528855164e+00	9.443275564703890623e+00	1.396495354519071252e+00	8.715242667612951522e+00	1.935657065939430932e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.865016833596065071e+00	2.762328445681978994e+00	2.906031298917735040e+00	3.754989826938605613e-01	1.345237548647226555e+00	1.759916751014104719e+00	1.928480269521576806e+00	2.051521990073418067e+00	5.310516640841957070e+00	5.352339811915441281e+00	-1.514246615718950650e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.453627094943836795e+00	2.656941053104834971e+00	3.207677386975014144e+00	2.074483145384290239e+00	9.324421943639503496e+00	7.951535166139413491e+01	9.535306466213148369e+00	2.535236099847021407e+01	4.454842951304272880e+00	4.182078554833073447e+00	6.303252035892390914e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.721741291555122011e+00	4.281293890205681407e+00	2.622048894170690758e+00	2.356007412188175221e-01	3.113812806554455914e+00	6.576825793488127125e+00	6.961136419361091399e+00	8.087574868468216494e+00	9.080293896954716004e+00	2.007301715688641686e+00	5.632115149207048699e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.021306964498387160e+01	3.516812146434252551e+00	4.240397146169194720e+00	1.422181406481367816e+00	7.321408981456364096e+00	6.994693603831215967e+01	8.447702336331010642e+00	1.775876733391550033e+01	1.352073851685107631e+00	2.767408062714274308e+00	1.034018129786999252e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.037448013421885307e+00	4.018177395061699464e+00	7.836925431999486769e+00	1.152215308878753230e+00	7.138557955203101990e+00	5.762961788059653401e+01	3.627090069587334487e+00	2.033677423426254549e+01	5.829906935968748094e+00	9.937632581972318135e+00	3.404956723064629376e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.786623225788839253e+00	2.894002188576797696e+00	5.783010845776598963e+00	4.209637672460450619e-01	6.566439662490902052e+00	1.876260203068453691e+01	7.296975846037403457e+00	1.754640186018555426e+01	7.964031842204214229e+00	3.678492379300791537e+00	6.860241280111003537e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.112964692321331883e+00	1.541034815433691918e+00	2.868328081726966516e+00	3.611674519596331234e-01	4.201818714094152085e+00	4.307390882646228825e+00	6.683881646126486054e+00	1.056126529805198899e+01	5.584073697269749559e+00	2.163288627293885824e+00	1.280742047979141374e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.850520596065440060e+00	1.182336975254061562e+00	8.718235290756089384e+00	3.604051842707689968e+00	2.792295349827539575e+00	2.771145678903783249e+01	6.428323089604475626e+00	8.099532104139491651e+00	1.655535458979781716e+00	5.006733251708387122e+00	8.337770683335151034e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.154044908941311398e+00	1.001746174181493743e+01	8.689345275826692472e+00	3.457335286655183193e-01	6.286649276632720884e+00	4.702204169917931864e+01	7.160895885111167480e+00	1.738709912980794314e+01	9.679196974042540091e+00	3.707693569456771421e+00	5.943315947166568636e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.662094874432349378e+00	4.756383175123432672e+00	8.447912694897851793e+00	7.585044889626899600e-01	8.865677394310997883e+00	6.540386623019553269e+01	5.989614567916851762e+00	2.418336915056161729e+01	5.930316405799705315e+00	1.520283419384320212e+00	1.101379668156848179e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.249769212191012002e+00	4.190602586040531818e+00	3.568264782556230141e+00	9.066499935945847577e-01	9.035551754249224743e+00	7.434760435460455597e+01	5.152164530571266887e+00	2.718602940871690521e+01	6.018709281383323173e+00	3.723146878468049703e+00	1.726886708960799766e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.517429928159989005e+00	6.887937543042962574e+00	4.999472490446192907e+00	1.476756039362259187e-01	1.809802975630870225e+00	4.427160734815958065e+00	3.956693348999523518e+00	5.352825397220842163e+00	3.008262898897199555e+00	6.609682740890884034e+00	1.005772793119009967e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.215148587883495779e+00	2.746241494781428649e+00	8.918613143906684471e+00	7.561938846566123029e-01	2.676170674837535568e+00	1.076552577158946455e+01	7.872623157322315990e+00	5.545857460604413092e+00	5.521668882005491774e+00	5.710511716540169758e+00	1.620375313042391952e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.609568250744965345e+00	9.548824444496808894e+00	8.057588164293703059e+00	1.004149819537478727e-01	9.311990213944525863e+00	2.053305622596246138e+01	2.894437266279418441e+00	2.802910077269513422e+01	4.777828963442761534e+00	4.375486174118550231e+00	-5.312621725038689513e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.162842880980445415e+00	7.644254011423112338e+00	1.348266105424491768e+00	5.584973257659500145e-01	7.227056247101992348e+00	6.781303920738722013e+01	7.324188659192834017e+00	1.992589231435947994e+01	1.711056821676183448e+00	4.488825982108099133e+00	2.281247535451332853e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.911078858933848323e+00	1.457717036601436478e+00	1.071514504447774296e+00	1.839488771508758447e+00	9.253025280342214387e+00	5.784558192425810574e+01	3.135109433998534367e+00	2.519711931501758784e+01	1.395537064155409679e+00	9.656016586224556164e+00	2.758253453414761136e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.154551262915029852e+00	4.795924118729294250e+00	4.945572299927255777e+00	4.186212934994176238e-01	2.944006437315106695e+00	1.268973031630004300e+01	6.491755489086446396e+00	6.973894222435831125e+00	8.302861630853056951e+00	4.496019976199487012e+00	2.861025164384687347e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.682113189120084451e+00	8.876550962149396540e+00	8.941053715361524823e+00	6.047736546645757216e-02	6.269635592168777194e+00	9.452310845003680129e+00	7.852033357734486074e+00	1.871566679584582360e+01	3.344759566723692235e+00	3.019527015372414969e+00	-9.527017956659708520e-04
1.000000000000000000e+00	1.000000000000000000e+00	4.218984662353020276e+00	9.555502582647998011e+00	5.643389003288538319e+00	1.678445073460295145e-01	7.283624755031572917e+00	2.912249362294706501e+01	3.223929780617954766e+00	2.103859657606722777e+01	2.548616342285932923e+00	3.598927247874603719e+00	-3.165521336397279090e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.708801489138652929e+00	5.194084390156672448e+00	5.815138854918110667e+00	3.997292404505419783e-01	7.399330923203303101e+00	2.777965920558785484e+01	1.325474115333937108e+00	2.046412457886191305e+01	5.186926612963656424e+00	5.238054370178588215e+00	4.451616766581636409e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.319339985428775286e+00	7.221368115926097175e+00	1.908160802909634635e+00	5.518970262237079538e-01	4.753084839900580505e+00	3.581645625248278009e+01	2.871080022772313445e+00	1.311827106540645715e+01	8.209932976438015118e+00	7.749286634698684395e+00	1.972711917909106827e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.025280893575921226e+00	2.538558792367747063e+00	6.793068832122894918e+00	1.285463658925848573e+00	1.313301076492433772e+00	8.170986227935278734e+00	6.036479906590353828e+00	9.761669059666280290e-01	1.698975457569299685e+00	2.969129270531055909e+00	-6.080902136921178425e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.253991242233674086e+00	9.815073683479251798e+00	8.708800757365422029e+00	4.517661504719587273e-01	6.058878414739191420e+00	5.730597253664836188e+01	8.413061909202960820e+00	1.525547985360595149e+01	5.892676762608287433e+00	7.222290227655604689e+00	6.084743840567402584e-01
