G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	d1	Fg	d2	m2	p	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	9.201136554842879178e+00	1.977136975803714281e+00	6.425170866119369606e+00	3.758744471570630186e+00	2.087711735065521879e+00	2.348289536176575876e+00	6.649738744736191087e+00	7.127233717516704203e+00	5.058576467887153427e+00	-1.612102215892790014e+01	-4.478171993290705188e+01	4.124904729178395968e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.473526736214608945e+00	7.338165053336253685e+00	4.469808606420432540e+00	3.889942458252045654e+00	9.989579636756316106e+00	4.282731460777523758e+00	2.827424242207137173e+00	1.680027722278472080e+00	8.525381972277003229e+00	-3.525253708716463308e+01	-6.236044583855925794e+01	1.743065188863868968e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.009042373411253912e+00	3.766149196798059595e+00	2.336635588147354170e+00	4.472401550898394973e+00	9.787192971821671250e+00	6.343935671280950928e+00	7.358333333298411993e+00	5.492153793549286789e+00	3.734592769602123496e+00	-5.777874326126417159e+00	-1.245571174633946754e+01	5.088851287145075162e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.231813488208388652e+00	7.603931211944654933e+00	2.540584510993273870e+00	1.025102504168619255e+01	7.787146274427559689e+00	9.519774300470091433e+00	8.775210845607617216e+00	1.095549381751853169e+01	5.301785211552265231e+00	2.452275525171865311e+00	1.122606464129614245e+01	1.282363120828278170e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.744586341419053888e+00	1.633232701565410450e+00	3.046149761018284163e+00	1.302589059231906710e+00	6.793343928595501069e+00	6.999803297302844562e+00	2.377582302518105539e+00	2.547882919399333979e+00	5.759596979133306149e+00	-2.405271333815097279e+01	-4.510404823353310633e+01	8.701659572050493807e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.771205920506863762e+00	3.637881030832352369e+00	3.160205700137587392e+00	5.870466067489195083e+00	5.977815141984478942e+00	9.242077714033353431e+00	8.736192068480262307e+00	1.296145980330288161e+01	6.451171118276434413e+00	-1.187949195163340654e+01	-2.879278169269621657e+01	1.402115258334521513e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.254356609715749471e+00	6.187834026874872606e+00	8.846873533452964011e+00	2.684265870708689494e+00	8.620157425223835546e+00	7.323475472333158542e+00	5.819538582588702269e+00	5.369879583449396421e+00	8.206475305797178876e+00	5.280840038090885713e+01	8.692135267324523511e+02	1.464828233534725825e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.496762882754754109e+00	8.154028963193646007e+00	5.746786980654354338e+00	9.908194066460307425e+00	4.292624800415039132e+00	6.531337856403395037e+00	2.319748270785392918e+00	3.330102314333340807e+00	4.296121324466207092e+00	2.668895921884297362e+00	1.095321164454904839e+01	4.121446030691170677e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.388884341389718280e+00	3.808517533352041351e+00	5.463543051396347217e+00	1.704201300017408771e+00	5.126724061135628396e+00	2.574619804818399249e+00	5.199603756582929392e+00	2.070846335406026917e+00	7.145388865960502045e+00	3.001164775327268330e+01	5.214883199756383192e+02	2.360935012879637895e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.086384498401661958e+00	6.609801291673442769e+00	1.632298808016281022e+00	4.141860500790031097e+00	6.334503320876390120e+00	6.967415745468009014e+00	1.994590648012055212e+00	2.605687132468795131e+00	2.148211051482522116e+00	-1.682794633473898216e+01	-1.160669400071191681e+01	1.049423990089995186e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.748689893515670946e+00	9.097278643690716038e+00	9.082282659985436268e+00	7.423642627006815431e+00	5.251342836677258319e+00	6.508041321336174079e+00	7.793997834513660905e+00	9.994172707207850337e+00	9.273154264247702727e+00	5.087596833766389892e+01	5.374951725009933625e+02	4.208624977520622110e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.668591608476793553e+00	6.522690311132850915e+00	7.306365231433367136e+00	7.456529863074366382e+00	5.089291970522073605e+00	6.355259919483626341e+00	8.209687106105530319e+00	1.082847989095072982e+01	4.088810212876166084e+00	2.393084938302617815e+00	6.314674680758341374e+00	8.140897555598263580e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.833538253822289299e+00	3.074231420124599268e+00	1.720554770793049304e+00	5.334230579111215675e+00	4.169966363367561435e+00	5.754627917725150255e+00	1.780576092856505532e+00	2.437994830663180235e+00	7.228575645139093453e+00	-1.660132879520463334e+01	-3.098663260887727944e+01	2.246766689397340713e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.803314983936728844e+00	1.516113514769530823e+00	7.335851636152297850e+00	3.840003488835411982e+00	5.851195289028114033e+00	5.387181783532988710e+00	5.251403570643538465e+00	5.298374522713511503e+00	1.153939329525091484e+00	1.987730017211914557e+00	7.040925404670252519e+00	4.820501182609264390e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935612936474935708e+00	8.436349660736064848e+00	6.691803990623559351e+00	4.551759188911297827e+00	8.979668138837048730e+00	3.564692265669350490e+00	8.618023762022330558e+00	3.759702173517420309e+00	2.792667489419447424e+00	-5.155511079040252242e-02	5.189405137822376002e-01	2.319857641914159387e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.011174787118062302e+00	8.432954479724861230e-01	1.857530506429650341e+00	3.175734023587316823e+00	3.036065657836841680e+00	5.706559135958008788e+00	9.052937889886091938e+00	1.847355211169923450e+01	5.256650463733365086e+00	-4.985128175236499537e+00	-8.857157493141892601e+00	4.379883660776033594e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.950633325534051110e+00	9.088433459046788343e+00	4.610601150918206770e+00	2.843333860270387259e+00	9.449956814468094990e+00	2.641978868877988607e+00	5.439879529392931623e+00	2.072864076762144681e+00	9.452563409479967760e+00	-4.100790719048752919e+01	-8.545110680774119771e+01	1.414638623054858044e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.687616353076499820e+00	6.432421641281131919e+00	5.686783912484095538e+00	4.824753978310535985e+00	6.734358195188493212e+00	8.345217665479705005e+00	9.194812216099691682e+00	1.120211815893613583e+01	5.906510240009702706e+00	-1.502069686253176961e+01	-5.045025280933987943e+01	1.566675325971208849e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.289683840329240994e+00	9.695413325013410244e+00	2.385085224376884305e+00	3.822277349235507771e+00	8.404033749213672522e+00	2.868556190481974966e+00	5.822807589061001821e+00	2.157042742948838576e+00	9.371569991249225851e+00	-6.528314038489575921e+01	-6.528458100474284720e+01	2.842758043677682167e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.780314845190488882e+00	8.707593313824594006e+00	9.455810654697392792e+00	3.593660795781300266e+00	6.476858353802434465e+00	1.461216675362511541e+00	4.946228659248185444e+00	1.561948712641658910e+00	4.617781966167906482e+00	2.425615310275364145e+00	4.103006974812874574e+00	8.431945983854853921e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.110360365391535709e+00	9.860583143052695121e+00	8.464109421532885591e+00	7.159052673528051081e+00	8.075670996893768105e+00	5.091729242354250395e+00	8.735801406487802012e+00	5.018054724729210214e+00	5.634577130155593139e+00	1.225833441908541843e+01	6.331211581974719138e+01	3.578359031280866134e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.468793303566510389e+00	3.979197249088104904e+00	7.075206248190069047e+00	9.653986153596147091e+00	1.043273901986017105e+00	6.644438643473342232e+00	5.713749432103082171e+00	3.257735433715070172e+01	2.877462260536257865e+00	-4.742374649959999466e+00	-1.337163768567037181e+01	2.557735357512413430e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.635230624460568549e+00	8.031682857309897727e+00	5.211048747339809495e+00	6.484331877177639925e+00	8.303204057705654506e+00	4.959908067552356137e+00	5.151436204336314439e+00	3.269658859738067136e+00	8.173710930846326050e+00	2.766128282446624098e+01	3.175345645159165429e+02	1.084791309226906435e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.581030941206145179e+00	4.882643104548844093e+00	4.527684867562094873e+00	1.998365730758629111e+00	1.317877779066752630e+00	3.151490598493777995e+00	5.439277697082867569e+00	1.446584553438164100e+01	3.006227741973957812e+00	6.262243068983835315e+00	4.663505643990460925e+01	2.062349310688854018e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.624953622479561099e+00	4.954062483337158262e+00	6.718471351423222160e+00	1.715904150692072250e+00	8.791447541748537375e+00	6.059788884551648103e+00	8.287487466212802190e+00	5.910424417742696335e+00	9.140130989298480557e+00	4.959413155117127303e+01	9.641473188913456625e+02	8.548979053913447501e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.172858352605533838e+00	6.588240819196935938e+00	5.936850156611964913e+00	9.608201854720189061e+00	9.916431808159403616e+00	4.117294193527303747e+00	8.461121975345914592e+00	3.896037286461652371e+00	8.815136261867563050e+00	1.821876498715720771e+01	1.051885140864562942e+02	1.940313092549904752e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.714075887123508224e+00	8.855578994428380923e+00	9.136706045732868597e-01	3.460722063353494082e+00	4.039532151022625861e+00	9.093265702706311515e+00	4.428784282499528047e+00	1.173447162839434554e+01	9.613192030766560592e+00	-2.787021735496600883e+01	-4.011651813361426377e+01	5.705736913360824474e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.326978894315454127e+00	9.667918182925129500e+00	5.214551503966172064e+00	1.683951101102602932e+00	3.254940583248175479e+00	8.931181776019384344e+00	3.956106985393211151e+00	1.327992893461458657e+01	6.082733044890453300e+00	1.230463836829656366e+01	8.492182262362723577e+01	1.512610363733646409e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.541403595155715678e+00	7.758074340743059238e+00	8.718688281041202970e+00	6.117263715555175452e+00	7.682828849750987565e+00	5.727253314476540957e+00	5.365063460493749936e+00	3.639735767225334762e+00	6.914660652766252191e+00	-1.424280117751187014e+00	-2.674898199569726742e+00	3.553610441468032377e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.240795278946493774e+00	4.994407331342994638e+00	5.223664551020222646e+00	6.413080685984875906e+00	3.624724399168096856e+00	3.826693839706666989e+00	6.069428409039187677e+00	7.511352014453269277e+00	7.836083183891051185e+00	7.416879178621618607e+00	3.641198459312541047e+01	2.820110323601924165e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.275044068935412778e+00	4.922859416000409993e+00	1.322690974381899087e+00	7.175212026187492320e+00	8.997356303846213876e+00	7.911800951592693920e+00	3.718267173799636893e+00	2.592584727488254970e+00	2.157847461806407185e+00	-4.494423760935111645e+00	-1.379147942867227528e+00	4.868156635149462659e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.633541202718075347e+00	7.860336190789728228e+00	7.608244871489571182e+00	3.896152310053147438e+00	2.098071430970129825e+00	1.181358688426192849e+00	8.626348423083380013e+00	5.965183769660276525e+00	6.274755744699770155e+00	1.406015420788907377e+01	8.239381263275497247e+01	7.842656325303873643e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.379802125499697940e+00	3.242698628479379952e+00	2.796726128068955042e+00	7.983977992614184060e-01	2.251226845901401319e+00	5.630120697312801070e+00	5.763520008595654609e+00	1.363433689233635704e+01	9.047914260822496058e-01	7.207460965763416993e-01	7.153138087244317767e+00	4.287683843080543511e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.272935527502379927e+00	1.751363875001225257e+00	3.599581881291664676e+00	9.792098991585191925e+00	9.558978416725208760e+00	3.766758740468338917e+00	4.494646193433228021e+00	1.084047259482394887e+00	5.375210560703678198e+00	-2.678078734246409454e+01	-4.880972338072344030e+01	9.379546740811707650e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.820701311682269896e+00	4.309288828709403774e+00	3.210996001943446920e+00	3.172048271700066202e+00	6.954091917795033773e+00	9.688810635092940160e+00	2.347423616586377104e+00	3.080512492768150423e+00	2.236813469183317693e+00	1.948506997728044032e+00	1.513975777306698234e+01	1.257461561699778514e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.009604548478228203e+01	3.320318864948262672e+00	4.494299393167312751e+00	7.462352355769387380e+00	8.848828177467172651e+00	1.155859024893961085e+00	3.143520051772315416e+00	1.306143681346761287e+00	3.011267734217305758e+00	-1.562110082327613725e+01	-2.607463156269290039e+01	2.478350389468074155e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.355959021603968750e+00	3.580056461023494396e+00	7.565895415986257255e+00	7.396171279577697710e+00	3.590276405555235861e+00	6.085001732212032444e+00	9.509556514223790558e+00	1.441645822950951938e+01	4.593990303449870360e+00	-5.863396614779509131e-01	-4.162958046397199574e+00	6.266604565188886227e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.578469416173239992e+00	2.814229127058809343e+00	5.537591127824478043e+00	6.488043310181733858e+00	6.804901361102741575e+00	7.390559222098151082e+00	3.809923453483178513e+00	4.003047924363536403e+00	5.265110374061075404e+00	1.413281215538782121e+01	1.117865586496238564e+02	9.896453343220832721e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.220250701891601564e+00	1.208915513454629220e+00	2.437676170832089539e+00	3.614580755230920595e+00	6.431568521038316888e+00	5.565192192294756701e+00	2.462429624347370005e+00	2.599673976630737293e+00	6.822665932990266136e+00	1.186705467661924551e+01	1.277098836258491303e+02	5.896724869951866310e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.541897634122182836e+00	1.186032805979712723e+00	8.668104400472607551e+00	3.025261258619059035e+00	6.213323916479301268e+00	1.978179647452595669e+00	4.863174239970141421e+00	1.441155344608473055e+00	1.724813549122613976e+00	9.150566927850247723e-01	1.126495837886378304e+00	-9.610677174385608978e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.277248778269119533e+00	9.762246935732290964e+00	8.857474401081111282e+00	6.584976824308692578e+00	7.367177621113728314e+00	9.663157102135755849e+00	3.844463050228819512e+00	5.137246447608316835e+00	5.299700515512993704e+00	8.575624436643837001e+00	4.245130345687906015e+01	7.837651868741199905e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.594042570137679249e+00	4.604299698180301270e+00	8.733845701951564067e+00	8.890400977191852405e+00	5.972823264234024876e+00	5.076719695055146531e+00	8.904655775714154231e-01	1.925984632224271742e+00	2.997787597841663487e+00	3.360542394766318886e+00	1.494924287804034790e+01	1.842382387867186821e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.863885947516046748e+00	4.775427047117544177e+00	3.716396136104701764e+00	9.622765901822461387e+00	4.928117615881201452e+00	6.222280131999895936e+00	3.945743969073028712e+00	4.734039651333358023e+00	6.258659584269894438e+00	-2.951373754469452493e+01	-4.585566673071180332e+01	7.732770878827267325e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.237019003340849466e+00	7.083560172511957020e+00	4.698006965976480487e+00	1.790933109400039358e+00	3.572653686057216227e+00	2.824050250838197051e+00	5.626410359970821951e+00	4.998735820146972486e+00	6.403334066269669833e+00	2.286543303310824271e+01	2.803735186315414012e+02	4.572869523731128538e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.254566317902158445e+00	2.817437692738199662e+00	9.852457118271129133e+00	2.354002543931135172e+00	7.785934750256292780e+00	5.474744301073095620e+00	5.943369670496058355e+00	4.190673576222740948e+00	5.766319476458289905e+00	3.389768589453362324e+01	3.150836688697245904e+02	-1.920772616660464394e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.165005797717921343e+00	9.248572918366212647e+00	7.378427001807263963e+00	9.716744541976305882e+00	2.971184734655776705e+00	4.734782864616771114e+00	4.261035518863873328e+00	6.125724202564335030e+00	7.307155236099831086e+00	4.510043451940133963e+01	6.991878466111360240e+02	1.134207584052524425e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.696492600961855501e+00	7.556395174867671649e+00	1.335859969299541206e+00	7.894644278958553585e+00	7.045989404735282235e+00	1.551827815368283181e+00	4.929752555044601969e+00	1.022000809104054886e+00	3.472454437266002891e+00	-3.024351578181617839e+01	-2.639212861804360699e+01	2.682008750962793897e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.479886616500040830e+00	1.742934913978760436e+00	1.216419852308288974e+00	8.627968955478191759e+00	3.094928456877978462e+00	1.800098616165869192e+00	9.243460387545539447e+00	5.967175290645336361e+00	7.989720688089271050e+00	-3.960802661442156847e+01	-3.449700712051900098e+01	1.740514348001481721e+02
