G c dx1dt d2x1dt2 dx2dt d2x2dt2 Fc d1 Fg d2 m2 p W m1
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 5.62166080e+00 1.65963462e+00 8.90427221e+00 -4.09735061e+01 -8.63547253e+01 1.55270583e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 9.55251301e+00 1.09383189e+01 5.74529635e+00 -1.50177957e+01 -4.03848803e+01 1.54581141e+03
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 5.82120073e+00 1.84960833e+00 9.36883434e+00 -6.52400617e+01 -6.87754202e+01 3.54480116e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 4.54771445e+00 1.33628296e+00 5.35417207e+00 2.45133898e+00 1.03012175e+01 3.67626456e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 8.63382816e+00 5.30613057e+00 5.41404187e+00 1.22827206e+01 6.65984320e+01 3.84949311e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 5.43684439e+00 3.28580580e+01 2.07772110e+00 -4.72820150e+00 -1.42833706e+01 2.50449582e+03
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 5.24712260e+00 3.09821806e+00 8.22390620e+00 2.76670916e+01 3.17919995e+02 8.42192652e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 5.41281240e+00 1.38806097e+01 3.22268871e+00 6.25860364e+00 4.26250986e+01 2.62802447e+02
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 8.62106502e+00 5.76402101e+00 9.09651240e+00 4.95915986e+01 9.66953545e+02 7.57687507e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 8.48747388e+00 3.52490079e+00 9.19741798e+00 1.82192926e+01 1.09629816e+02 1.28444887e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 4.63167993e+00 1.19339372e+01 9.48979101e+00 -2.78775674e+01 -3.86846128e+01 5.72941001e+03
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 3.99969874e+00 1.28635095e+01 5.68207440e+00 1.23322751e+01 8.04327103e+01 1.44695296e+03
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.42735222e+00 3.79884188e+00 7.09384406e+00 -1.42589832e+00 -5.56805716e+00 3.40088854e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 6.15495259e+00 7.42025860e+00 8.00664292e+00 7.38515896e+00 3.60115655e+01 2.28942797e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 3.14503490e+00 2.73147116e+00 2.17913157e+00 -4.49075736e+00 -7.47155315e+00 4.80501209e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 8.14559576e+00 5.62792312e+00 6.40861475e+00 1.40492155e+01 7.71335398e+01 8.33350912e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 5.37834489e+00 1.32919155e+01 1.30868111e+00 7.11864962e-01 3.53029748e+00 3.56030349e+02
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 4.00640994e+00 1.64419649e+00 5.47809475e+00 -2.67998547e+01 -4.33972392e+01 6.52332972e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.96138894e+00 2.57782149e+00 2.39358413e+00 1.94215749e+00 1.15410081e+01 1.35063165e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 3.14960644e+00 4.04761751e-01 2.64630633e+00 -1.56397944e+01 -2.51448558e+01 8.00072282e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 9.54353055e+00 1.45512374e+01 4.28542810e+00 -5.97557405e-01 -2.34830715e+00 6.49024151e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 3.74589718e+00 4.05114429e+00 4.89193450e+00 1.41182776e+01 1.14922679e+02 9.46931301e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 2.51973360e+00 2.12955308e+00 6.60855182e+00 1.18572779e+01 1.28498870e+02 1.16294839e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 5.14605512e+00 1.41583017e+00 1.66985577e+00 9.37319844e-01 4.00164763e+00 5.44713713e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 3.76378969e+00 5.13875392e+00 5.53322585e+00 8.60151357e+00 4.16713331e+01 8.18389743e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 1.31643325e+00 1.20645647e+00 2.64362617e+00 3.36835332e+00 1.57438651e+01 5.67052132e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 3.90830696e+00 5.24773022e+00 6.16577658e+00 -2.95480490e+01 -4.68689753e+01 7.70362357e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.89697762e+00 5.29799283e+00 6.73664151e+00 2.28692288e+01 2.77831401e+02 7.77018147e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 5.96541135e+00 4.03219157e+00 6.01038331e+00 3.38908406e+01 3.16436189e+02 5.48051569e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 4.20903029e+00 6.74002423e+00 7.64465959e+00 4.51439376e+01 7.02575489e+02 1.60875971e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 5.02572481e+00 1.16348475e+00 4.02048320e+00 -3.02478000e+01 -1.71733072e+01 2.21675634e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 9.68966126e+00 6.11213231e+00 7.88595932e+00 -3.96099263e+01 -3.80379310e+01 1.79688327e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 4.39613630e+00 5.66250567e+00 4.89490374e+00 5.86066906e+00 3.04983173e+01 3.53617091e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 3.32404132e+00 1.35926799e+00 5.35766048e+00 4.07769220e+01 9.52793239e+02 1.30994634e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 3.19120340e+00 2.96135724e+00 6.83291915e+00 1.40038989e+01 8.62360187e+01 1.00703685e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 5.11988151e+00 1.84383583e+01 1.16522546e+00 1.81036730e+00 1.01067107e+01 7.62717258e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 7.83568134e+00 2.84788110e+01 6.88594799e+00 -3.86796941e+01 -3.98585082e+01 1.14162491e+04
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 2.85389366e+00 6.88721947e-01 6.56726634e+00 1.13616138e+00 4.66133273e+00 5.23613631e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 7.38366514e+00 5.28793297e+00 3.78862405e+00 -2.22008155e+00 -8.30116112e+00 6.94896590e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.19034841e+00 1.75623936e+00 1.77214856e+00 -1.46406808e+00 -4.93470189e+00 2.66570867e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 4.77039680e+00 8.32851188e-01 1.81841905e+00 1.07362342e+01 1.65060153e+02 5.45924338e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 7.98278559e+00 2.89110037e+00 9.30901372e+00 2.10484881e+01 1.09853020e+02 4.47459092e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 4.04859660e+00 6.49047115e+00 7.20351389e+00 -3.61124203e+01 -5.21667221e+01 1.97837931e+03
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 6.07363391e+00 1.33789341e+00 2.14392352e+00 -7.32210122e-01 -2.76354557e+00 3.28249984e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 2.84481310e+00 1.00328363e+00 4.21050852e+00 -1.83345036e+01 -3.31113419e+01 1.92262075e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 7.67795852e+00 7.31251274e+00 6.33234695e+00 1.70436980e+01 1.01879614e+02 1.25183535e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.47051193e+00 1.12545316e+01 8.52014535e+00 4.20677770e+00 1.82835329e+01 5.31439484e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 8.67288380e+00 1.68102016e+01 1.39294836e+00 2.59558179e+00 1.43729761e+01 2.18629242e+02
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 2.78376748e+00 4.01202739e+00 3.12969818e+00 2.17590867e+01 5.79492426e+02 4.63281172e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 8.86958229e+00 9.63999005e+00 9.00774091e+00 2.33544727e+01 2.16301109e+02 4.69851000e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 4.17276317e+00 3.14825769e+00 1.08248995e+00 8.60898624e+00 2.47917313e+02 6.70491738e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 7.50415217e+00 9.61525600e+00 2.81259193e+00 -2.61693086e+00 -9.02004686e+00 1.34485155e+03
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.87302768e+00 4.00674999e+00 9.63121758e+00 -1.35570023e+01 -3.42938624e+01 6.96447815e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 9.15320504e+00 1.42070851e+01 6.52061662e+00 1.09934717e+01 5.72670947e+01 8.14326908e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 2.13973413e+00 2.24277297e+00 3.35504230e+00 -3.45148672e+00 -1.22567909e+01 1.93115996e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 2.60667810e+00 7.32401974e-01 1.60291985e+00 9.73333056e-01 4.62218500e+00 6.20184518e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 5.43727113e+00 2.41405589e+00 1.25372206e+00 5.04142580e+00 3.74429138e+01 5.10695479e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.73744595e+00 2.26534360e+00 3.20270572e+00 4.34072008e+00 2.03798721e+01 5.72445510e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 2.76382166e+00 2.42220353e+00 8.93337238e+00 3.86776518e+00 1.76606327e+01 2.43519358e+02
