G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	d1	Fg	d2	m2	p	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	6.501729758572904139e+00	7.391395327570803531e+00	9.649956440695978799e+00	3.541033347303289780e+00	4.677382631237680499e+00	7.044235260976232205e+00	4.797236209063654222e+00	7.157508168151952788e+00	6.016998049458008424e+00	1.884221802138222301e+01	1.117187009469326142e+02	4.996799558071537035e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.198441965649891472e+00	3.651228423878552842e+00	5.978295805617964476e+00	4.901931070550737957e+00	3.249475607872608585e+00	4.971227409446665746e+00	8.618974442008266124e+00	1.347286655176518799e+01	8.411139687525375663e+00	3.161549497515501272e+01	3.388415289959719985e+02	1.724168865868605565e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.623424929661189342e+00	9.430714730350853614e+00	9.403965126135597430e+00	7.130758671203689225e+00	7.062136560975578625e+00	9.514581511852068019e+00	8.734782258762258778e+00	1.183340674139258475e+01	9.680785793912484394e+00	5.591224554483427056e+01	5.834804796932169211e+02	8.091513732613098000e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.329627191787741580e+00	9.685298173714574688e+00	1.500410000883639627e+00	3.982823748510091022e+00	8.544898335733522643e+00	7.521609048592849511e+00	1.836045966292940257e+00	1.620571998945827152e+00	8.131436337924863977e+00	-2.299850621681646246e+01	-3.144184422382170396e+01	7.019278443034961583e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.082600039879066500e+00	9.527186891111707467e+00	4.768761416285314247e+00	1.491120756769996891e+00	7.090855198047800734e+00	9.293305095857640197e+00	1.684339757850612962e+00	2.343241823531317714e+00	6.394886197882970968e+00	-2.153629668306155764e+00	-8.852423003924135614e+00	4.552430718962958167e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.099450167856964811e+00	5.232182884728137751e+00	3.403178103425243073e+00	4.296600582835270465e+00	8.341152666725090370e+00	5.673123531667669361e+00	3.355550071635367892e+00	2.410730951518737619e+00	5.438962539645522121e+00	-2.570061552584035169e+01	-4.365243085559123415e+01	3.447270949113558345e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.860101786419636305e+00	8.820667066772365672e+00	7.656665243112933616e+00	9.372760218973544610e+00	4.539462568881528881e+00	3.437887011192600539e+00	8.886919111622299638e+00	6.326977110496622814e+00	1.383180355346818491e+00	6.506952804993023420e+00	7.163208960871770614e+01	1.390315791791582569e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.641111973731091744e+00	8.574339765194428864e+00	9.766350979109192920e+00	6.724774560756638486e+00	2.397640046806252645e+00	1.536438461624902052e+00	2.153863671883955000e+00	1.244218551316564669e+00	9.781254345675460371e+00	4.144270226383727618e+01	2.887919513878253497e+02	1.627851515097331259e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.330218500265416992e+00	3.888085877357142284e+00	3.239403755476577995e+00	7.140975298642214142e+00	7.593964031352919086e+00	7.648528617609006375e+00	7.635935510417536598e+00	7.487746001164715004e+00	4.443160488305178291e+00	-1.345204934119919926e+01	-2.751740068479591983e+01	8.278239804025416788e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.462940365739442861e+00	8.424048605564014025e+00	6.815525244570540764e+00	6.673775142500377733e+00	4.223732243725053515e+00	2.071416370405001928e+00	1.931099251705993947e+00	9.901650375949755389e-01	2.325938111453986323e+00	1.296183149259432810e+01	2.512246672297576424e+02	5.654229638173005057e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.421568848039445498e+00	1.385208006106197764e+00	2.733228214960084390e+00	2.832935319765735205e+00	6.966980966164822320e+00	3.730595571295323154e+00	6.616244870600814565e+00	3.471121790525343975e+00	7.054532358444159712e+00	-2.579977812708166240e+01	-4.556092623360287064e+01	9.330469764025727386e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.483045263938858493e+00	6.329948446061203882e+00	6.148943168038314866e+00	4.650000588602292595e+00	3.436107115200859763e+00	5.821169802768666912e+00	4.227974509881165410e+00	7.182905237522292374e+00	3.529232829646827163e+00	1.264985808326085071e+01	1.220370633167089522e+02	2.177151241842092873e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.571036624284810612e+00	3.163730529672230674e+00	5.206333614250433506e+00	7.703875879733814713e+00	1.743998415178383832e+00	6.079080219215535763e+00	8.076218889033066617e+00	2.848302878163414675e+01	6.289535789302753699e+00	2.251744896575575083e+01	2.934146741078552623e+02	3.221658840335553577e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.513347804096694560e+00	2.029693099709402482e+00	9.717953446653664784e+00	1.839032471853295325e+00	9.878542843699255727e+00	6.364314401855618364e+00	3.153775651973549365e+00	2.018695328888003626e+00	6.243520737175806801e+00	1.303894944182971027e+00	5.732643774705916684e+00	5.695636116008213179e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.647208950131886951e+00	1.617719433135423213e+00	6.476132403634451862e+00	3.489723720959279074e+00	2.511498210553814392e+00	2.447137146913938466e+00	6.772454170055770994e+00	7.023906133000111573e+00	5.096906872217542350e+00	-1.610874190891661684e+01	-4.260118677263484699e+01	9.602934841650636599e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.374646739646962601e+00	7.319535304112311458e+00	4.223098206481803452e+00	3.617981522906169367e+00	9.899248484253512004e+00	4.429369507906088188e+00	3.138287455906666690e+00	1.428620859711084101e+00	8.434224404983012846e+00	-3.521194602908786919e+01	-7.004761153882786573e+01	1.912123647511645856e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.859078903520712256e+00	4.025960612828055396e+00	2.132215770440673452e+00	4.913084811871486046e+00	9.751031940518876340e+00	6.496218184443192989e+00	7.388991785727412775e+00	5.005482035487838210e+00	3.410119781250685378e+00	-5.794678812091412112e+00	-1.282218833846877537e+01	4.862258844252390304e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.859905420235571372e+00	7.522498316980942512e+00	2.375543759029041802e+00	9.915108542262611735e+00	8.055602783270192191e+00	9.668303593646218275e+00	8.778006188753092687e+00	1.075348594980440176e+01	4.969470701980289284e+00	2.429054965764422036e+00	1.283991623965052042e+01	1.241777238181461826e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.163061352953518757e+00	1.570280292732896710e+00	2.881016129681612803e+00	1.593749304698848235e+00	6.938071717957082107e+00	7.570272310546200423e+00	2.113941892042430659e+00	2.315973308537801589e+00	5.812023994027940788e+00	-2.411674854002322022e+01	-4.165417732185159849e+01	1.329213459759971272e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.951205806181552482e+00	3.764590597757254908e+00	3.275115107431111561e+00	5.742194453334364290e+00	6.186074775324081010e+00	9.298213196307525408e+00	8.814735858724009887e+00	1.319090944329972004e+01	6.983635613721067337e+00	-1.186890283400754953e+01	-3.344619899012558051e+01	1.430569476266713764e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.158285390825461114e+00	5.851138352549070554e+00	8.707158054443016937e+00	2.726515309158117795e+00	8.837565740279933024e+00	7.911325346748872001e+00	6.317986618626447282e+00	5.574095629774294736e+00	8.069386125915187336e+00	5.281777014008405757e+01	8.722189067225100416e+02	1.203260068838492884e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.527257761989395668e+00	8.186877721299163468e+00	6.063408503716528841e+00	9.730168351831036233e+00	3.597146386358426096e+00	6.302141313491496533e+00	2.159863734786048095e+00	3.758033060892595589e+00	4.565511461307576901e+00	2.711369383940645417e+00	1.215758399214558061e+01	3.396509667978174889e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.213305681826652993e+00	3.924578603844360636e+00	5.750633822162177999e+00	1.990539116620350546e+00	5.144109669820183584e+00	2.696321569983321620e+00	4.835236726132711382e+00	2.680328576027485532e+00	6.822527930826839615e+00	2.998773173748424270e+01	5.225742265008581171e+02	6.417510380040479134e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.209646795277340203e+00	6.645917382393925266e+00	2.052635755729773859e+00	4.561070966524571446e+00	6.665512875200519716e+00	7.023407773407972066e+00	2.471165214766150253e+00	2.680903544497436286e+00	2.321215524209527370e+00	-1.683599156329618651e+01	-1.626614749555548656e+01	1.102204953026190196e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.258290621200824244e+00	9.035676947460146380e+00	8.673084422354051526e+00	7.624234267898640560e+00	4.724442540239741639e+00	6.565866940467746993e+00	7.249993920927272129e+00	1.022884181089440503e+01	9.385070261518743351e+00	5.084027103435990114e+01	5.321234920784762608e+02	4.696320997399276393e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.057863681892117214e+00	6.483826020970668402e+00	7.456393731940603509e+00	7.345423224493216274e+00	4.833536920861973840e+00	6.386116455696234873e+00	7.840306001427210347e+00	1.037588756300224446e+01	4.449218938954786928e+00	2.417943730515135670e+00	1.045329314916140717e+01	7.989223270949061089e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.829227263672998038e+00	3.078529738799385740e+00	1.591282355329705966e+00	4.914500874114041018e+00	3.981529785036512337e+00	5.374143286435799638e+00	1.917302187399658520e+00	2.559248482081152520e+00	7.576127654339562589e+00	-1.662821214846237439e+01	-2.658943339065544365e+01	1.966904559707903388e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.636049968999069293e+00	1.241626275305044658e+00	7.429344371456501506e+00	4.048615707062811708e+00	6.103907168412797013e+00	5.746404804140510691e+00	5.471579469039460797e+00	5.189104687161730567e+00	1.179561525550884227e+00	1.994076762170212902e+00	1.024879510286995909e+01	4.815809326566629522e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.907331450850172416e+00	8.823634690067674313e+00	5.849554510585407208e+00	4.581741132294399499e+00	8.577341674631082213e+00	4.107221806287352450e+00	8.322641479783788654e+00	3.871419390646105629e+00	2.885654162588400684e+00	-8.256723959261269563e-02	-6.555530482729772235e-01	2.685583683126240544e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.648049757900934331e+00	1.177693533706964724e+00	1.760701464742315592e+00	3.280271059934195765e+00	2.822344922007589574e+00	5.598281111299599822e+00	9.509039659256920629e+00	1.896853136087618807e+01	5.388731011443798735e+00	-5.005966858296846844e+00	-1.304554239307520902e+01	3.919790689959588121e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.754682384962530151e+00	8.805521369210746130e+00	5.141474616773870743e+00	2.824894175879749447e+00	9.385379358910011405e+00	2.849077033084713939e+00	5.542317458794256524e+00	1.580390407558918797e+00	8.915025705497329866e+00	-4.097084862624421930e+01	-8.435216584867762890e+01	1.645579239805774137e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.032586939438814966e+00	5.644645946934064185e+00	5.449850865635052166e+00	5.364214279767960392e+00	7.229421245929736450e+00	8.287045892436776029e+00	9.559007685225370921e+00	1.097547862951353004e+01	5.724857604053704918e+00	-1.501641161025261439e+01	-3.969392518643815748e+01	1.541474304164904197e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.393345943628519379e+00	9.497108473018034402e+00	2.489669447891140752e+00	3.444551850445397800e+00	8.369141586178459491e+00	2.757959876437769964e+00	5.864587164010614195e+00	1.843368769733640278e+00	9.312619885139811871e+00	-6.524444373797931007e+01	-6.963332014415703952e+01	3.677871852726260045e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.152965224971548963e+00	8.202579914929035709e+00	9.414391674862057968e+00	3.619041010669717284e+00	5.972778434983721851e+00	1.936780865275085972e+00	4.672831048934023457e+00	1.217367279631831112e+00	5.362399272047790433e+00	2.451268401305335853e+00	1.032704331055388458e+01	2.345795242010809289e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.468004719895274590e+00	1.003158656461046050e+01	8.685496272954305041e+00	6.932317542273688460e+00	8.106226032434657114e+00	5.004746335099318877e+00	8.607013692408555627e+00	5.148708188045168832e+00	5.478535614897463546e+00	1.228628732913950117e+01	6.690392168280394003e+01	3.821886580905022583e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.249492903947912126e+00	4.132082223558183998e+00	7.139256998411909194e+00	9.748256408694860653e+00	1.212850720323431997e+00	6.975550718689744301e+00	5.402464950332928062e+00	3.281481645166142158e+01	2.101429217747976530e+00	-4.737502454466314461e+00	-1.525408298017323006e+01	2.510716201318018648e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.800372778053814127e+00	7.865041656140646431e+00	5.199995375896760308e+00	6.435210840771276253e+00	8.185916319412063658e+00	4.867445502371914756e+00	5.183657116473365356e+00	2.977730939746475070e+00	8.180241105428248005e+00	2.766145946283045731e+01	3.186175962535990038e+02	9.092787528540783626e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.856440004462337701e+00	4.617742493582222885e+00	4.662397941625353148e+00	1.636090262853497013e+00	1.424257952547813399e+00	3.425708896757346800e+00	5.474853974386950206e+00	1.373883251984563181e+01	3.266206708709440409e+00	6.257121677265280013e+00	4.187358111908626768e+01	2.601440899757151328e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.473774963381848213e+00	5.366401036838130523e+00	6.799019918754662051e+00	1.580015376882296652e+00	9.005208602500154313e+00	6.043301343306842099e+00	8.573879592674183314e+00	5.849665556500032615e+00	9.078612672894882607e+00	4.959170352019769723e+01	9.655650760072064713e+02	8.370115335001318613e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.909747406745462950e+00	6.634673122801581613e+00	5.856267201776757858e+00	9.533214725779878052e+00	9.889090421974721323e+00	4.029861499151103033e+00	8.467314251078395415e+00	3.517488360289574789e+00	9.235590047180558315e+00	1.821903338491297930e+01	1.096997781926230999e+02	1.348762791925230999e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.542170196910920943e+00	8.907698588556314689e+00	1.671073851193551896e+00	3.668329871221715166e+00	3.591746876852718540e+00	9.429573317594430293e+00	4.531101785390395875e+00	1.191380021605485418e+01	9.470092385329543561e+00	-2.787363440163732875e+01	-3.876010913212810038e+01	5.724008672756059241e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.604358922288723566e+00	9.800768738359659338e+00	5.594449959356037283e+00	1.896482905815875641e+00	2.841169067248355606e+00	9.186680593617611024e+00	4.047784859556458059e+00	1.284921687743584151e+01	5.700945682501429523e+00	1.233438561619614759e+01	8.043177123285889252e+01	1.449446726762761500e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.464329163141014689e+00	7.905479164533549152e+00	8.221043700873250870e+00	6.385955333635036979e+00	7.851234513314490293e+00	5.584559982191406036e+00	5.490358917134136263e+00	3.712524982757101188e+00	7.066149377388335040e+00	-1.422817380212408445e+00	-6.270719932602519364e+00	3.456604284922498209e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.176539061876004766e+00	4.756000480964634569e+00	5.124410580607577259e+00	6.602197980198941885e+00	3.215842745367872180e+00	3.933306890531499178e+00	6.200960888977210317e+00	7.451435595113107269e+00	7.980307331683317962e+00	7.379012090513118238e+00	3.543712430847671158e+01	2.241082664210280484e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.537742485137907789e+00	4.860439002639422412e+00	1.450110697086203437e+00	6.857413410760013761e+00	8.716277112165668584e+00	7.641137066812714096e+00	3.057708743578235744e+00	2.721556124057023851e+00	2.095472081004808640e+00	-4.490116861491372013e+00	-6.434578010447401297e+00	4.939177556655093895e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.897608911204781812e+00	7.649791345523968111e+00	8.163063980154326771e+00	3.392001487413559335e+00	1.868914365189235038e+00	1.289359435735067283e+00	8.178623438174993154e+00	5.570465466792104081e+00	6.435966384402645346e+00	1.404785713041803064e+01	7.753887115790435303e+01	7.672026254497042430e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.239928470972118113e+00	3.246131321796804414e+00	2.756258128045272038e+00	1.179873841419932790e+00	2.151211864807287100e+00	5.168764466143613845e+00	5.287355308414835697e+00	1.324582028051843530e+01	1.328453112331909436e+00	7.183311264382579164e-01	2.651104930526184678e+00	3.571713510976675252e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.243674943202886851e+00	1.919293215607418723e+00	3.392778515123616501e+00	9.792287089773145325e+00	9.815092384297242845e+00	4.094648160439353646e+00	4.009567204484462799e+00	1.551080446878518426e+00	5.500872486440833597e+00	-2.679908341721784737e+01	-4.518981323593578026e+01	5.533691295777921226e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.603063728800156795e+00	4.198827010996507347e+00	2.489098680117780571e+00	3.376632854747871448e+00	7.094827291332105546e+00	9.358101958167662104e+00	1.972544708264709623e+00	2.547003566379639761e+00	2.408290459165508768e+00	1.939198529627272460e+00	1.070071399528854528e+01	1.358816245990647928e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.845961680751480927e+00	3.595131112325721467e+00	4.038583378006294744e+00	7.089489763472264450e+00	8.618369889434850606e+00	1.088743997107752381e+00	3.166479723276948377e+00	3.865833798337230398e-01	2.605591997924433301e+00	-1.563602412474659786e+01	-2.500030733968424457e+01	-4.489157052638450551e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.991241470109599732e+00	3.701269830355023327e+00	7.898150258721226891e+00	7.377906078495598763e+00	3.847790257599071673e+00	6.011648530059651385e+00	9.572613598787793165e+00	1.451844402562195491e+01	4.337020020874940762e+00	-5.950661621128091605e-01	-2.929014687930029837e+00	6.466950840844889399e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.693462097315979964e+00	3.057221279955958604e+00	5.679154969854589119e+00	6.575536159293613458e+00	7.115285689514352363e+00	7.644527221508854886e+00	3.745460169676175788e+00	4.055328360783386543e+00	4.944962173774546166e+00	1.411464398144495647e+01	1.142705528106185255e+02	8.212962866793085936e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.098581270685260680e+00	1.472547083327137463e+00	2.826534755364404017e+00	3.808048542698367456e+00	6.293451548391551853e+00	5.380988963299713213e+00	2.412981760615330984e+00	2.123597116506120486e+00	6.566449411986400087e+00	1.185573666816906346e+01	1.279574667154361123e+02	1.796282074946127238e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.230258211869593055e+00	1.161586614254955130e+00	8.904124864485510216e+00	3.476633500532666954e+00	6.463571824163395263e+00	1.810275015959837530e+00	5.175164523222998803e+00	1.433336464074152161e+00	1.698278297965976513e+00	9.358539876784490730e-01	3.934833718751124643e+00	8.268347135780711454e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.268011454345915112e+00	9.829026251186153473e+00	8.911003783734518180e+00	6.317564060449679886e+00	7.079285084846995701e+00	9.782605470349926335e+00	3.769099357703589170e+00	5.210298048867611165e+00	5.579962065318937903e+00	8.606942143905124354e+00	4.239235932845346611e+01	8.270004230999278434e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.534058238681693886e+00	4.849066704824933183e+00	8.743713916262597863e+00	8.778033809920801289e+00	6.140786066313741465e+00	5.735661892136086237e+00	1.267332723143414164e+00	1.251443726257044808e+00	2.618516643765386398e+00	3.369252178252945651e+00	1.574347987659037784e+01	5.395111172489424689e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956959077525055157e+00	4.441518156744161949e+00	3.234888456389366507e+00	9.583188384598843257e+00	4.841876505612071391e+00	6.556142929943580278e+00	3.822935199972325115e+00	5.320146202546302661e+00	6.149964320464156309e+00	-2.954483472915864439e+01	-4.681205887338686722e+01	7.793407478439238503e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.738129230999674979e+00	7.271661245753704428e+00	5.074725492184979814e+00	1.914273614021998027e+00	3.520038728169645026e+00	3.131028812756125213e+00	5.980751431988815092e+00	5.233683003322838090e+00	6.765170299396227271e+00	2.286704725468641897e+01	2.776247677443874409e+02	7.801285128117203271e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.229310281984965059e+00	3.022694987691669777e+00	9.800684625995288002e+00	2.386525618952963335e+00	7.926818458634285136e+00	5.309709951802401129e+00	6.032391384923702304e+00	3.993607619354325067e+00	5.929711528973699686e+00	3.389232128898911611e+01	3.159773098709317196e+02	5.570127547049162331e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.029477296956847976e+00	9.552413398563855296e+00	7.833950856854195344e+00	9.417408451830016958e+00	3.037541331597493954e+00	4.836093761599139285e+00	4.247432816698918145e+00	6.789606620308751950e+00	7.586518232584393395e+00	4.514970184868462866e+01	7.033972429959108013e+02	1.776161404216737765e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.799299557930613247e+00	8.070879030496081796e+00	1.115984871226718633e+00	7.737396828035508989e+00	7.333900156347169741e+00	1.718503460978358488e+00	4.988935585708518694e+00	1.214423606953120238e+00	3.967615995554230501e+00	-3.024939689941939136e+01	-1.649108400333152957e+01	2.178377186218083352e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.562547404933796180e+00	1.857607794497334819e+00	1.629384564859076123e+00	9.015316871204081650e+00	2.999935884219163018e+00	1.873050267837833349e+00	9.552742250589048467e+00	6.060651583189792468e+00	7.790012035260086343e+00	-3.960941701594440190e+01	-3.615844081004973987e+01	1.894079834974419327e+02
