G	c	dx1dt	d2x1dt2	d2	m1	Fc	W	Fg	d1	m2
1.000000000000000000e+00	1.000000000000000000e+00	2.805537831979848296e+00	7.228420808194019109e+00	5.784983722754664104e-01	5.314446101159313152e+00	7.084810264088781118e+00	6.431422971875955241e+00	3.333276779105567300e-01	2.460093270574783730e+01	-5.147457528727018838e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.310964588553119814e+00	9.127539278653173938e+00	3.693708237465921362e-01	4.341280267210461119e+00	4.123498535439809487e+00	2.804663552035797203e+00	1.920632639836715727e-01	1.752832842185517137e+01	-5.350727452961042546e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.483905697588538963e+00	2.509421412451001476e+00	1.558950636677625790e+00	3.800073428544662679e+00	7.737907136775900696e+00	8.639401994002458451e+00	1.109768925360672398e+00	7.065981624352951407e+00	-1.645368617797591693e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.438874154191892352e+00	5.552429593118671569e+00	7.101040635887913011e-01	9.480940015171247737e+00	4.349376396019066782e+00	9.535109564687124006e+00	1.825639932839267510e-01	5.442849011754407940e+01	-1.438879661744783267e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.840086586979965411e+00	9.438410577462455819e+00	4.458692204708025741e-01	1.183661293976789208e+00	1.510942800753585447e+00	3.187575962557925191e+00	2.949865743877393420e-01	1.237314218928553977e+01	-1.084867167250749831e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.525683113382248823e+00	1.271332100470759174e+00	3.063449498368115531e+00	6.873816446076173925e+00	7.855536844652752926e+00	2.809630287118507930e+00	6.266950229102485892e-01	7.048814923858579107e+00	-1.836047433996358391e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.506344535708175059e+00	7.201033199050121958e+00	5.040907440489681424e-01	9.272048712248665225e+00	3.283443113256879986e+00	4.304600825260941122e+00	1.191853597305888024e-01	4.624805603347970617e+01	-6.178604764805493976e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.010468447865703112e+00	3.601408802136394804e+00	1.077063775785626953e+00	6.001998945385310869e+00	5.074597056844083909e+00	3.090125897236467800e+00	3.790312226107592775e-01	7.816631191021635061e+00	-2.353358591307586622e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.901404407568087596e+00	9.323482165586868931e+00	4.030739871235414773e-01	8.951756151828929475e+00	7.402992397325112606e+00	6.932705434147114154e+00	1.562415574644453742e-01	4.553754408136677512e+01	-3.993601973509515457e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.522957334985918010e+00	9.921282903180628665e+00	4.398885095043984506e-01	1.368331265455933865e+00	4.100085250248766577e+00	8.303649377688834932e+00	5.368847325868879583e-01	1.620972675112928130e+01	-2.390615896341957425e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.057593238167235050e+00	9.483916520579789733e+00	3.777516492012039095e-01	5.339110800831896597e+00	1.285138980094623129e+00	7.563342385328070350e+00	8.557131438897698505e-03	1.074850216319183289e+02	-5.842787828322389826e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.937130226205812988e+00	4.889178140619494961e+00	7.881278221500223058e-01	3.524684722464460851e+00	4.454807712296163125e+00	8.092588990646159886e+00	4.622112490110542593e-01	1.667941605620807977e+01	-7.712689035910712532e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.640280951809191645e+00	8.918468150937700401e+00	4.138890544185349629e-01	7.519467063292121445e+00	8.982334926811226694e+00	4.545098884377321014e+00	2.953163502319919309e-01	1.581264028795968635e+01	-6.211985862008795323e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.544179922921322223e+00	8.739625632076295503e+00	4.516764793142471479e-01	1.002441357386988940e+01	7.133706873437041907e+00	2.499069907431858084e+00	1.549057006743290721e-01	1.427435913641825138e+01	-7.515813706747734302e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.952803128716993797e+00	3.929073195059131329e+00	1.064522183418544765e+00	3.164781575496678379e+00	6.691943626744845552e+00	7.374601090767357370e+00	9.266536073990050415e-01	8.915149485140672070e+00	-1.539043709198196774e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.158369146345948009e+00	8.759326012783189341e+00	4.368827922605585945e-01	6.666518235600340070e+00	6.387266123713403410e+00	4.376792063901276286e+00	2.468777768174632015e-01	2.038101461990181207e+01	-2.051351681445871475e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.700665536067627492e+00	1.341518775412845255e+00	3.033794548969338756e+00	3.253359189235745852e+00	2.822135266967376932e+00	6.932550083252574602e+00	9.096942075421758922e-01	6.982508700622334530e+00	-4.410637209437965112e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.616392231432020044e+00	6.675566823797496774e+00	6.565168361384315920e-01	5.772610160190618345e+00	4.820264397359571795e+00	3.537737579159894619e+00	2.062146100389266046e-01	1.417787184145957191e+01	-3.772564510164945484e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.027724263805245730e+00	3.461506244031673063e+00	1.289070330848529844e+00	5.077625676772656860e+00	7.738767416229108242e+00	1.701653395168244653e+00	6.153906602681926685e-01	2.702531086521565484e+00	-3.653517922054261291e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.459003010099502617e+00	2.247076833767452708e+00	1.977661049876342059e+00	9.832538427165872008e+00	1.611879114012602976e+00	9.374779322032001261e+00	1.564964148889514406e-01	5.290620596665020514e+01	-9.239462265515169248e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.592857235728482479e+00	1.484535248673581886e+00	2.367227342277164137e+00	6.218267498033930529e+00	3.807436889104359512e+00	2.761526152237701037e+00	4.133955081238522844e-01	5.346101683634153723e+00	-2.178589617161761804e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.165192379389633714e+00	7.230219913927847131e+00	6.067166604181927214e-01	4.325178042044223403e+00	3.030538180944452264e+00	1.045967287896472619e+01	2.102394992878492130e-01	4.419655250847171857e+01	-3.136616185454649264e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.655153080070339122e+00	4.403472123246043424e+00	1.077021275793984545e+00	1.942216653619632138e+00	4.486695754559432814e+00	9.747380848967212685e+00	1.064686341368899614e+00	8.209759572741491596e+00	-1.021689235164398246e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.700455278415621274e+00	7.106324086540091400e+00	5.193953896528581415e-01	2.544515533964930132e+00	9.794361774544004362e+00	7.899808037699594720e+00	1.010061393257946527e+00	8.003518189300644181e+00	-2.691018753656577722e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.231430837390201205e+00	1.479182104926108909e+00	2.551477466308436526e+00	3.189632392279672324e+00	1.265334261252579529e+00	7.344965301683244796e+00	5.084406225047720662e-01	1.136916106283153916e+01	-2.490374803242605850e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.969248450198977096e+00	3.742214699964207636e+00	1.009777369733215080e+00	3.191608534795556285e+00	5.999235431527728757e+00	6.715104309442447850e+00	7.990758903270748226e-01	7.714375849173727318e+00	-1.032178369613478086e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.960353368135464347e+00	5.614756563836769132e+00	6.304196421928914829e-01	9.127827574266943245e+00	2.295376232075946099e+00	8.748942919339263824e+00	1.119944721538010390e-01	8.527907375718592675e+01	-7.440726019890123166e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.795172414857467480e+00	8.359306557310670627e+00	4.828477931144093960e-01	5.867317466984729890e+00	1.015752753647234385e+01	3.545398594073690735e+00	4.033467993007427421e-01	8.163739294385299772e+00	-2.621265715123792250e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.822741329126777998e+00	3.973586576390850222e+00	9.643816703220309261e-01	6.082917835209731727e+00	2.299906784956117889e+00	5.187367330705150437e+00	1.756198219285016182e-01	3.044348941996370428e+01	-4.858395309272241225e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.499577434274744547e+00	6.435235970870122557e+00	5.551941174526784373e-01	2.357298447132807340e+00	4.966700038657073435e+00	6.118450691953505327e+00	6.992106035766896266e-01	1.115701049901999475e+01	-9.085786791365315640e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.480056810396012335e+00	9.142227864088591005e+00	4.759248239679417236e-01	9.230166963009851955e+00	8.151745518085876441e+00	4.621426905275543007e+00	1.976732734581927442e-01	2.344638037340537906e+01	-8.664244180495987713e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.168847216504430797e+00	6.498703980688568471e+00	5.851487676206227340e-01	7.553382569840546346e+00	7.362975712426049313e+00	5.314438045917093234e+00	3.016180600442029958e-01	1.657244021173192294e+01	-2.963480406756082153e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.307774398879715250e+00	2.849020717225085875e+00	1.327984494205041388e+00	1.391300484663476000e+00	4.530377140594274543e+00	3.926620092646868176e+00	1.152934255220695814e+00	3.403153641556112774e+00	-1.415009163569687312e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.886366343014567626e+00	1.021303222464656768e+00	3.295024921634282844e+00	7.943883232661305804e+00	4.090836494811443735e+00	5.794835655462224899e+00	5.985534861287934438e-01	7.800789837978557628e+00	-2.792217864000723360e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.762032177752737461e+00	8.952180872119710031e+00	5.474260002946429449e-01	5.799438716279412986e+00	4.425132726735768962e+00	8.790441784628772126e+00	1.867619312108699525e-01	4.800597299312671851e+01	-1.256100758137364826e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	3.384083726160143524e+00	1.510923180232445207e+00	3.186530439514089430e+00	2.632045545179249046e+00	6.650167500183850056e-01	5.715127525550240506e+00	-1.418649782446690155e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.077028518948267788e-01	5.072308956157791648e+00	2.888827764416228572e+00	9.391799287216487713e+00	1.289961524840527729e-01	7.432551668941707135e+01	-1.016230628000471398e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	7.149016027704545584e-01	5.091238877512783034e+00	5.262988683270730661e+00	6.856221219771715170e+00	3.156046473231116645e-01	2.295898689898911016e+01	-5.129512667628335354e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	4.390997934315769013e-01	2.637231383393512374e+00	3.213204128839652896e+00	8.127137019945537943e+00	2.888640582913022947e-01	2.784222159648457051e+01	-3.362694924914568229e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	5.478973790081000939e-01	9.344068832508712674e+00	3.520732215876595905e+00	6.206615806574446559e+00	9.424788201823272593e-02	6.645653332008141945e+01	-1.240496746697339336e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	4.348760530261641111e-01	8.570408969598114268e+00	7.059395896482953958e+00	8.047206325554942197e+00	1.307112861655874148e-01	5.010842713068257126e+01	-4.404200782398123848e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	9.730900560474129435e-01	7.288387921851676943e+00	9.975708260344646305e+00	9.344463722021747465e-01	4.423617926343343387e-01	2.484282012185702992e+00	-9.751871101583141632e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.165236428960490178e-01	5.332850878566298469e+00	5.998873363617438947e+00	8.397978901368114535e+00	2.689974260849666288e-01	2.919046254912175087e+01	-1.456412500649024166e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	8.937600952139178601e-01	4.710192498952562978e+00	1.610748134447655744e+00	1.195894905400895825e+00	1.461430061035384198e-01	8.143357202197831768e+00	-9.396046129017869564e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	7.177755294374671413e-01	6.905936404114661364e+00	1.641995328215066996e+00	8.795765349445400005e+00	1.334534389559626777e-01	9.924634651227948723e+01	-1.030021792485408122e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.652979750358870792e-01	5.912270330867924528e+00	9.242737748315999369e+00	1.024468646596197807e+01	4.891559481658953601e-01	2.163491393751912995e+01	-3.214473227603350525e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	5.240528448887851187e-01	1.441423548285107881e+00	3.643216506297025425e+00	3.859821822336673147e+00	5.147726049428871242e-01	1.121541742945479037e+01	-2.764648833014995422e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	5.009604216385736830e-01	5.611826272962571416e+00	1.868660659820779335e+00	2.887073404815436284e+00	4.413291962069962326e-02	4.291181460114122359e+01	-1.691777062117317404e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	4.580000414582642287e-01	8.393145380741758643e+00	6.531833588980113348e+00	7.927580167823637503e+00	2.352926247474481647e-01	4.010740148478357270e+01	-1.656942572643530232e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	8.062126061179882841e-01	5.098327734343381934e+00	6.633723268008665741e+00	3.274949891854520789e+00	5.081022369622065771e-01	7.844195913865810610e+00	-3.928627469178029852e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	8.929941548782314165e-01	1.583499728989795408e+00	6.598097885447157473e+00	8.922697153152522986e+00	1.621051861346765488e+00	5.123045779344987061e+00	-1.255270131789958610e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	5.509080891031162830e-01	7.845514117767526940e+00	3.951211945772917122e+00	1.707841135897089524e+00	9.591777197964962420e-02	1.742001241901732200e+01	-9.739343405349629168e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	1.304767183799297126e+00	2.645549524709332356e+00	1.360414884688018855e+00	2.368497687442239208e+00	2.524333536518942323e-01	1.070081786579313032e+01	-1.572769419637320421e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	2.051505989981207811e+00	3.124854413296498379e+00	9.834742304265132518e+00	9.908656734965534341e+00	1.870913241189167131e+00	5.057200973746501127e+00	-7.545507055255603390e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	9.420043054582314390e-01	2.326334254673855462e+00	3.530013851894424182e+00	6.992907371596635890e+00	5.472848125239763162e-01	1.119737314531172601e+01	-2.408930575980372524e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	1.132552596793540367e+00	4.327303840117092015e+00	7.150444654030228442e+00	8.489139943704572033e+00	8.575849854017790763e-01	1.062624922435351138e+01	-2.498249705257014064e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	1.103747629687067855e+00	8.011210210821642974e+00	7.707830310456515122e+00	4.148044220974883345e+00	4.461926931156195986e-01	9.152933446221732439e+00	-1.020721266166531249e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	1.245483733799267689e+00	5.377153030433056813e+00	6.505460210916344188e+00	7.047369193789971398e+00	5.984227221688439569e-01	1.053915449930899584e+01	-6.003488924593670673e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.917072093134783106e+00	2.964717126995743968e+00	3.816639532925648837e+00	6.157834735858581432e+00	1.030576224299813326e+00	5.743290120629320761e+00	-9.073237758512611162e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	3.508869681099403781e+00	8.792637728691399701e+00	3.611802791972735349e+00	6.323614505708984979e+00	5.189450045984052018e-01	1.203544930665979784e+01	-3.499565674150094008e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	3.874174005285324074e-01	8.727842195309211348e+00	6.805685300490648793e+00	7.352283022466464146e+00	1.092559441387048191e-01	5.061562354823745835e+01	-1.614566214439722147e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.325354894534374717e-01	8.425019049925646542e+00	9.204125041140315489e+00	5.739602590881289323e+00	3.921926961369546771e-01	1.545653416529367341e+01	-5.793747779234569295e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	9.076232677650873937e-01	3.417495717380415243e+00	9.681068891104498420e+00	4.764766630350091070e+00	1.070776983515843384e+00	3.586426439061875637e+00	-1.907904813376915643e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	5.475209683375369396e-01	4.684615247306889607e+00	2.092982937100472896e+00	3.774874651384815483e+00	1.456329260476542931e-01	3.118509206558670499e+01	-4.659390176802021000e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.383942429309407807e+00	9.850560781918966669e+00	2.581854454319555625e+00	7.871418580296211331e+00	1.456875044472843717e-01	5.017064988374606571e+01	-1.872314478992442577e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	3.841574912195636071e-01	7.686852242873722041e+00	9.769403131772103066e+00	3.110752796390705566e+00	2.782010020457918453e-01	1.195381151357165983e+01	-2.219808102909298295e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	5.632362421328027668e-01	1.458703786062179653e+00	7.980343238541651729e+00	7.527167456627545050e+00	1.360716331324936190e+00	2.917281807624310108e+00	-1.504834832716461124e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	2.248393411261614627e+00	1.494532606250510431e+00	8.882908496627525352e+00	3.343019056722729587e+00	1.161190101779020711e+00	1.312419170582109329e+00	-4.202375129520242503e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	7.928428615316979178e-01	5.138259593587430452e+00	3.180451740074742961e+00	6.508122669447251596e+00	2.288465776989004330e-01	2.947034937338521132e+01	-1.426442166867399608e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	5.354848231368740663e-01	9.155170875123364027e+00	6.381110906154296991e+00	7.688192055712212536e+00	1.490211082122688824e-01	5.047010766120681069e+01	-1.763368439502353835e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	4.295167236380211806e-01	5.931850577716879513e+00	7.486443212588983265e+00	3.214835091866623529e+00	2.347967587356525609e-01	1.142085022074119749e+01	-5.981403126218451383e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	7.313592657272199871e-01	5.483902958750524803e+00	7.495057495127263714e+00	1.795351777689842887e+00	4.072885002614878847e-01	3.407238649996240820e+00	-3.964339274243545708e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	6.697999092123287923e-01	1.937316326487468654e+00	4.875571641461960759e+00	2.154783467727360069e+00	5.987302104056140273e-01	1.858988537083569703e+00	-7.030033668074743280e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	1.623131983982004423e+00	6.767899186879890117e+00	1.386485423772992220e+00	6.439389691076256028e+00	1.110442449548751653e-01	4.961449791794859721e+01	-4.058740291269966050e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	3.127758017534520985e-01	7.964173106925376722e+00	6.140931073999256640e+00	8.717920616931895239e+00	1.839579701475088924e-01	5.943990315576655803e+01	-1.358760702983807245e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	1.269751205157336305e+00	4.114967638864618138e+00	3.683459994862753994e+00	1.777243232362465175e+00	3.458605424707848486e-01	5.427143916263017509e+00	-5.379705428604480977e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	4.359801723561494979e-01	8.178866397596900484e+00	5.240588887432024556e+00	7.898110182117456191e+00	1.478409447940840504e-01	5.807980611261253046e+01	4.020154878657956898e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	4.740029997191201883e-01	9.595858464544878785e+00	9.652351192975460847e+00	4.260709872615120908e+00	2.693069734933342674e-01	1.518342430836282020e+01	-3.392599523805081563e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	6.226146768642059071e-01	2.650576599579847148e+00	4.889344311624416406e+00	5.012982562429729505e+00	4.688031153258379602e-01	1.226666185420183908e+01	-5.949071350873007535e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	7.205417129757120120e-01	5.321869631680475443e+00	9.258659361664834719e+00	9.284885787624869380e+00	5.071666246229517006e-01	1.693788665722749442e+01	-5.568522114844571824e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	1.239980644320153313e+00	3.109477006464806959e+00	2.380474091122036562e+00	3.927204343442774359e+00	4.299394494963799662e-01	9.489969328246919744e+00	-1.127659717685340901e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	1.558957813823364624e+00	7.941546602546582179e+00	6.834599158343302783e+00	5.574353113696620454e+00	5.736031076667628126e-01	7.988632267065107762e+00	-1.135209907209663305e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	1.340694644400495461e+00	6.443516210234117914e+00	1.051989087903026743e+01	1.058087635266821147e+00	4.670471745213092274e-01	1.117696738361355857e+00	-8.969209237483667385e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	1.432887331045178403e+00	6.557444385514686225e+00	2.032530878769564175e+00	2.075760367841544163e+00	1.613477626493320383e-01	1.005196216768400319e+01	-3.213997382366341471e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	5.459140115591346598e-01	8.291794515759336903e+00	1.126541941430756699e+00	3.171896023662152064e+00	5.072848210452701734e-02	1.031075603693847000e+02	1.968070209371894710e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	1.006352115718549101e+00	4.397239938365999912e+00	4.871013813056319641e+00	1.116979202807469651e+00	3.707952859491913111e-01	3.154623892065509416e+00	-1.785358524699599270e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	2.615781858024517792e+00	9.412190583638764707e+00	2.160715237812666167e+00	6.813500701605129883e+00	2.024817462733399520e-01	3.013965028523317002e+01	-2.323053979505238786e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	4.013069441718647989e-01	5.700147542263136025e+00	8.442242251144000065e+00	5.264665880484146854e+00	2.173944729940323062e-01	1.828118837069617442e+01	-1.881312663724111767e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	4.837877301742911640e-01	2.081491633231920879e+00	9.050892204867485802e+00	5.875629870490384654e+00	8.072390240733064992e-01	6.511398648238190034e+00	-3.762549139518575059e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	4.175774810250157398e-01	7.188838803989773041e+00	4.879967245265254938e+00	1.873861518433872275e+00	1.213528693375177658e-01	1.696203500260358510e+01	-7.987067380016416029e-02
