G	c	dx1dt	d2x1dt2	p	m2	d1	d2	Fc	m1	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	9.076580108871713293e+00	9.610385585862105984e+01	7.548340219022871445e+00	2.323154858206851081e+00	-8.304161423510817031e+01	1.612098606931091069e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	6.879667887177346230e+00	1.064651859862780015e+01	8.641242855717688798e+00	2.615724264950709532e+00	9.110674024346860733e+01	1.235000351553449462e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.254843689665236184e+00	9.349564216058480781e+01	5.448845951572985236e+00	3.230076933638464709e+00	-1.494533695205021395e+01	3.712892164549779750e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	4.168876701170739274e+00	1.893521132283705910e+01	2.854343375099741120e+00	8.406822328960465995e+00	-4.093966894358061381e+00	3.617402738071410795e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.265344588110779434e+00	6.837208641066625958e+00	1.762699101800248247e+00	3.234429654837676082e+00	-2.291179446271431885e-01	6.530638148740017357e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	7.759456905491657785e+00	9.738229639201924215e+01	7.252302794980842293e+00	7.545144933923781494e+00	-2.122654589540765357e+01	3.942879446448316685e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	4.127073543291904123e+00	6.683130474320434722e+00	1.888092200512475394e+00	9.832650638562855372e-01	-1.343201408729884783e+01	3.419207498117485500e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.959574335682686907e+00	4.332136995169525306e+01	4.005275238961946371e+00	7.621276752280176758e+00	-1.223581570017702447e+01	2.799708891257481582e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	3.989221942194011827e+00	6.098551053965792335e+00	6.693354733302955495e+00	4.817226953699782932e+00	-9.788720301611235186e+00	7.421128448288183677e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	1.880122141170547323e+00	-1.768820213481442138e+00	7.240501901031268339e+00	8.971320701314962065e+00	-5.976440246647595878e+00	1.374678710898010614e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	9.306355193895704758e+00	2.280028106657245246e+01	6.655425550302534354e+00	3.883413075597433650e+00	2.223964329425778264e+00	1.509908843059759533e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	2.359370037632813055e+00	1.220891185947427005e+01	2.447704680195323057e+00	8.191631657953273304e+00	6.901037819016906383e-01	-1.079086564902942655e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.602552410801177274e+00	6.910246496712436226e+01	5.139753657952954136e+00	2.557072102827133708e+00	-1.251638911485083661e+00	7.118072235694318124e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	1.007931951468957443e+01	8.501975534287271330e+01	7.195075566445933823e+00	6.990127537146380021e+00	-2.862024663353195386e+00	1.036025352063108585e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	8.200433716797647321e+00	6.254531612700957055e+01	1.021214716567550873e+01	8.595321719813350470e+00	-1.645872684776127315e+01	1.630053836747564446e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	7.550481069822761349e+00	2.684983194376588145e+01	6.682225587719187843e+00	1.857887335567453224e+00	4.300538987698104165e+00	3.445471944952992516e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	5.797166818684637235e+00	5.102765174852007135e+01	9.966260631981089801e+00	8.866243932626233004e+00	-1.231118080420464445e+01	4.107022149142770786e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	8.690103650055389650e+00	4.700825265945322684e+00	8.056424247380734371e+00	6.075683194856657643e+00	-7.632189925008665554e+00	-1.920355011540439989e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	3.025338253941756150e+00	3.725793348294303087e+01	5.835151509996590491e+00	1.496905115652983120e+00	-1.039091916511762719e+02	7.985455444736049913e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	5.186361070037269982e+00	-4.666356698214491949e+00	2.359606994048443873e+00	4.372201963909079225e+00	-3.050142707578697099e+00	-3.063859077656307761e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	5.737542045319924178e+00	1.383332364288452538e+02	7.319484283691181759e+00	2.287947437556183683e+00	-9.583342647980001061e+01	2.453397450384806859e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	4.875825248183920380e+00	1.050177299869800684e+01	5.232485819396588411e+00	7.925605219496601350e+00	-1.287405723682244130e+01	2.744555903401467845e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	4.817169542797476112e+00	3.841796453640665021e+01	6.353385688457920288e+00	7.516857147710821252e+00	-1.342069873049796591e+01	6.615072495202844038e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	4.057090328350485109e+00	4.440922953117063088e+01	5.048693672531856080e+00	2.392773318106716118e+00	1.598948036474118695e+01	4.067491319072724565e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	6.507379184483827572e+00	1.505840060314414686e+01	5.342638000505324669e+00	4.836512062621550534e+00	7.072894077316665751e+00	7.311770450040204139e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	8.777619494768270414e+00	3.894766314982037159e+01	3.759158343450998530e+00	6.591495680732795570e+00	-5.918050839141822728e+00	-3.254569016111822748e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	2.118301327545568213e+00	1.600445760390591587e+01	4.862188497468977744e+00	9.353023052855382602e+00	1.953266942755622324e+02	3.130496147477606073e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	9.107116345087485243e+00	6.209039937022732403e+01	3.355412689054181108e+00	5.289829497515571077e+00	-1.453222124954344219e+00	-4.851755059940605292e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.158114395762996907e+00	4.874891788721785701e+01	7.079168080455949585e+00	9.072867412202270998e+00	-4.606118101934514542e+00	-9.187530101364351367e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	8.230744837983046125e+00	1.041753194871493662e+02	2.764866789423736648e+00	5.277848201650776616e+00	1.151202541955686165e+00	-5.795398157921617894e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	5.893531958940736004e+00	2.578606369287557243e+01	1.299711067569027989e+00	4.162841806858362581e+00	2.566007175472332591e+00	-1.467562644318849152e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	8.898847043927117895e+00	3.476181962036369555e+01	6.014441288129319219e+00	8.096731563044793134e+00	-2.609522976137960804e+00	-1.912627659126082108e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.200466668662794278e+00	1.478109380702932540e+01	6.937213149421731728e+00	4.949039747960266133e+00	-3.287084624116966580e+01	5.131121277417171456e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	8.573638641680149775e+00	1.677699515780587447e+01	3.774552734755785011e+00	4.507939596054297837e+00	-7.371924309564138689e+00	1.417600347119124820e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	2.670660205937049891e-01	-1.237154926798724297e+00	3.790783097374149868e+00	4.254465398566019907e+00	5.599146624740524381e+00	-4.081975339668457714e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	9.415565237619011540e+00	2.408923850231012409e+00	5.424133365949802332e+00	7.419196052072365433e+00	1.417572080154010594e+00	-1.561553623068700958e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	1.148111350796103025e+01	6.176388505274975671e+01	4.663348926569742758e+00	9.826252113862928184e+00	-5.222048627492837269e+00	6.454469783091967656e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	4.379577957594953830e+00	4.291217396003835205e+01	9.734703008190948026e+00	4.597275069876691767e+00	-1.421084445638848948e+01	2.030100065168135188e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	2.653097710076985027e+00	8.617270811658592322e+00	1.011169871587603630e+01	4.829016222780264656e+00	-9.882989490672070332e+00	-2.596446258025005704e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	9.130750365056512052e+00	5.336875188603560360e+01	5.623955372364417116e+00	5.330746560964118252e+00	-1.237812528059383332e+01	7.186479072669311563e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	3.292214197637071571e+00	1.682270084375996433e+01	4.400355755415305659e+00	6.076469322731807843e+00	-5.955542704303438128e-01	1.726737569057157771e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	8.957035609810441557e+00	1.455220061171123405e+02	7.657647431520535619e+00	3.311856959080554663e+00	1.272964922988229091e+03	1.150181152354094252e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	1.779912216519888180e+00	8.035544964740896745e+00	1.006921783148208904e+00	8.493780082455378633e+00	-4.456729842280077847e+00	-2.959080123111710847e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	1.973827510588666456e+00	6.006848045658804480e+00	5.857613432087855010e+00	4.700184190006988949e+00	-3.334458304013000696e+00	-9.728836277714036029e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	8.587838260374395460e+00	2.362491232189174184e+02	3.351844845295873121e+00	3.799820795183291189e+00	1.219745701810695209e+03	3.171880757808396538e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	7.493493976569557624e+00	2.167264014512561943e+01	9.264904173747273930e+00	2.127183499440334469e+00	1.088786455152802723e+01	1.522016033088838505e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	8.460211643657995495e+00	1.494707108771783055e+02	7.961019200301279186e-01	2.097811061822709711e+00	-5.588450791746701896e+00	5.295652095451239347e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	3.816528723052885930e+00	3.396833474901079342e+01	6.437321876731553871e+00	1.024925399719809960e+01	-5.908093018981010580e+00	8.552694954997380137e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	7.237239340758105932e+00	2.545550955513210667e+01	7.146606149788302886e+00	4.324013787133484499e+00	4.361101011743555489e+01	7.007277784129456677e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	6.122357845599960768e+00	6.474269790098884592e+00	5.140868954238436928e+00	1.376413581971786204e+00	2.529425632687470227e+00	2.291783508159311822e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	6.572056151087013909e+00	2.165932983798099798e+01	1.792719009431639199e+00	4.667898238772444586e+00	-4.729662413651979591e+00	5.560461162918152240e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	7.798092931923906512e+00	3.883931637875026155e+01	1.056834421525063483e+01	3.820825638050871831e+00	-3.331653924756995622e+01	2.792337170937792621e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	6.398732284805999981e+00	4.592617456307723245e+01	5.369945827156063167e+00	1.774376908520748142e+00	4.545858185408467733e+01	1.584289464704392572e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	4.777952229233006776e+00	1.161009184711329141e+02	6.307739575495300954e+00	4.738486511792291189e+00	-6.503356881901201803e+01	1.751246341562229247e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	3.416037110286192391e+00	-3.927922075162560311e+00	2.389840269469991174e+00	5.550277962940535659e+00	-1.585819833065371443e+00	-1.811845405022377165e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	8.026494257493490991e+00	5.330010650485418999e+00	4.812194109118532737e+00	7.237324653478053094e+00	-3.182170333166127296e+00	8.291529782970450469e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	2.583183938108724043e+00	6.451893357974081589e+00	5.088914395365462084e+00	4.182506292373110668e+00	-1.578740579541190137e+01	3.050414348418539134e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	7.344408856400593599e+00	3.863411662724732878e+02	1.691655942670746926e+00	4.903804172002729445e+00	-1.049132717340079957e+00	6.481735951814048349e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	3.472877598729104065e+00	1.120656630486163863e+02	1.981833434896034474e+00	9.995227143102797029e+00	1.235739283019361867e+00	5.100821386240104403e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	6.675641091619888279e+00	1.867779667065511973e+01	9.492514603419785146e+00	4.565199489813944744e+00	-3.139209165905316468e+01	1.496390648696770143e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	7.492681420096183764e+00	7.894055843080670876e+00	2.240937738501227461e+00	3.462692529115317441e+00	2.249616288024149036e+00	7.709655724887261385e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	2.812041208468689213e+00	2.285998314533571119e+01	4.026223207730471820e+00	4.277071056355559620e+00	-3.375244423686406314e+00	7.425981899855261759e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	1.894722679719952119e+00	8.755818658286669276e+00	6.190625806137468601e+00	5.254445667865882186e+00	-1.237105827674835190e+01	4.952466667092055275e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	1.579503442939153235e+00	4.373154359503030264e+01	7.739988262328989066e+00	7.300257829643842733e+00	-7.399668095609130525e+00	-4.182767588575426316e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	6.009252757234727405e+00	6.322389377342119587e+00	1.772156034808925584e+00	2.397085514311234622e+00	-2.797883589453299180e+00	-4.065583573359229490e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	7.769747049248158177e+00	5.509069069846813704e+01	5.816650148077344262e+00	8.184740503522460742e+00	-1.229094825234579247e+00	1.750332766113211255e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	1.423490304407740936e+00	6.528675531366744167e+00	2.248031087751237500e+00	1.562336394965376352e+00	4.491275152494127099e+01	2.890042729431490898e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	8.076827056809500860e+00	1.524021322645243792e+01	2.507592332197156715e+00	3.923777274312305607e+00	-5.888960601296298947e+00	5.742239593278434313e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	4.797119024265187548e+00	2.965603601753127805e+01	1.120130199743684996e+00	7.109415257959882162e+00	-7.107513668975196097e+00	5.555688811527145390e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	6.150305546720757022e+00	6.927393009970512594e+01	8.380194507889223487e+00	4.062225723497413732e+00	-2.719066955357318349e+01	2.415043819597156300e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	8.983638281903985501e+00	8.593561540856437375e+01	1.646576749118354277e+00	6.408989995612469848e+00	-2.894176956868264927e+00	6.071921680994406643e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	4.123934104330625239e+00	2.342342472968222111e+01	1.079323598618060043e+00	2.475970129290177013e+00	-4.765456839128720645e+00	4.523560907050303399e+02
