G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	4.227910902531291981e+00	5.345020617433794641e+00	2.311423934977866246e+00	8.454759521302021241e+00	-1.780408382327404126e+01	5.404490963603939235e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	2.070922294824917742e+01	6.753356407710504605e+00	3.824666992479244687e+00	3.788037582585002561e+00	4.175849135771392184e+01	1.771153870740213279e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.902401007124041588e+00	2.520084138454773637e+00	4.170631230789483834e-01	6.724878152436009060e+00	2.311372288916781059e+01	-2.316097417002167163e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	4.484960404855830518e+01	3.638916802308941101e+00	7.738506489637435592e-01	3.563951628565570129e+00	3.225714912117247479e+00	6.461015347051638003e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	1.878819605767036194e+01	6.932013831126813130e+00	7.668253182714273031e-01	7.121376569605879503e+00	-7.071229992661197450e+00	1.319144250064891821e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	1.182359900445545975e+01	9.236884611828335423e+00	1.142685126458420131e+00	8.883900938766112532e+00	-1.098989968335718004e+01	4.625013240629667735e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	1.510222203474705083e+01	7.464571157420271774e+00	1.875857024768483372e+00	1.992649096462211000e+00	1.148434490828599230e+01	4.279116291070194933e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	8.942312058422785981e+00	9.649154733746000190e+00	7.940045788518017567e-01	9.049489167583512739e+00	-8.779838368946560223e+00	2.234032019467322812e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	3.833499338715189708e+01	7.330797375197366073e+00	1.263223633806459922e+01	6.285317663078892281e+00	2.731887083439897279e-01	3.999727587239674875e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	6.698930056941033051e+00	6.035624667479696726e+00	6.957140153528014181e-01	1.232189782117644405e+00	1.497414836533184301e+00	2.271094038545815863e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	1.919274739322389678e+01	3.346041588257105737e+00	6.184110137461757972e+00	4.457231203478189130e+00	-6.026961193816887663e-01	1.802724913312344768e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	1.902806386030255936e+01	5.864637259191840535e+00	2.423438125207799942e-01	3.504424492314606177e+00	1.108662694019640904e+00	4.078844185569067093e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	8.820731420393128630e+00	7.388725818559550795e+00	2.210433270284386520e+00	7.611857628304437462e+00	-2.967021779069933363e+00	1.221188364349863349e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	5.800496556252173974e+00	5.618906155009017134e+00	7.103046578875406025e-01	6.688590170731946394e+00	-7.975582927241076092e-01	8.514826683927601891e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	4.659179947258776266e+00	5.024440416680842958e+00	4.119811960581593047e-01	2.609195455079753145e+00	-1.051047664763922196e+00	1.561783763504680778e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	4.112134128598338378e+00	5.912845948316546085e+00	1.559205232831201160e+00	4.928149265943522650e+00	1.556503401181622515e+01	-8.809799885894973670e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	3.157064492567491243e+01	4.340876142857247544e+00	9.542912315391303135e-01	8.817601702354080473e+00	-3.777873987544370649e-01	8.370410135917779826e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	2.832411863223871507e+00	5.837296934514069946e+00	1.116349507812592234e+00	1.012841427410245920e+01	-2.284876577503840167e+01	3.264463024606493491e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	5.869785735679446503e+01	2.803933792618531040e+00	8.168149438925488282e-01	5.676977931201132144e+00	3.819225619043120634e+00	9.090484868624989190e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	6.721511222150111209e+00	1.656379985498512042e+01	8.007347430019629897e+00	7.374256077910552598e-01	9.010225254510086046e+00	-1.437360786967939230e+00	9.144879714378377855e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	7.865390370852415991e+00	4.804815449832811680e+01	3.528544867372568561e+00	4.558079372365282378e-01	5.432167384773456398e+00	3.883443082152723269e-01	5.602028365494585671e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	5.620336415263302854e+00	2.958519233828562278e+01	2.188754419546932617e+00	3.159003987649569023e-01	4.890017005999878208e+00	8.524843782063536324e+00	6.682328803147734675e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	7.477845946092182672e+00	2.412619183458205541e+01	5.571172296065380891e+00	1.036949306417642935e+00	8.016149713140450217e+00	-4.527765531239152930e-01	1.219220527912662959e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	6.573561262073659428e-01	5.045677228237157586e-01	6.693602743966910573e+00	3.029946696137315043e-01	5.120307344589773102e+00	2.994911681301270168e+00	-5.917313395971987688e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	7.625266746761941050e+00	2.086351597092156851e+01	3.662152369184810130e+00	2.247497500691954642e+00	5.526125619577920034e+00	-3.099278084021337865e+00	7.399172483113406429e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	2.013762997412662514e-01	1.117831604230315179e+01	4.050394225642509838e+00	2.995529750460699248e+00	5.058587701747944365e+00	8.326053442282371764e-01	1.862517496903913639e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	7.805767641535141799e+00	5.862541129486222502e+01	6.219086544945224837e+00	1.733719798797154610e+01	9.393938771413335331e+00	-9.100997961018861826e-01	3.047953160936440753e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.126820715860214861e+01	1.391759982365140402e+01	4.223342029106275319e+00	6.703732976535581312e-01	7.922781549394845690e+00	-8.719270300138296292e+00	4.203131652214088945e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	3.612156962365445700e+00	1.734377170561048942e+01	9.084537140747105610e+00	1.247289762944207236e+00	2.842995154470007169e+00	-1.124947965802171490e+00	2.073501221800453465e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	3.723277338109877377e+00	3.022317639376251108e+01	9.112822123180526646e+00	7.859044183113155668e+00	3.576363797915966813e+00	1.225682067634693340e+00	4.774125620740607978e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	7.791537307433824111e+00	1.762347126543293996e+01	5.192696880625049971e+00	8.428748492748231458e-01	5.596052520157674515e+00	4.441827525948069955e+00	7.141451511295049670e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	3.198650380250228409e+00	7.469680491723538651e+00	3.975735836715539762e+00	6.218179488631786489e-01	6.624585030429280152e+00	-4.004410122600867261e+00	9.902424790378623243e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	8.957103341306364541e+00	1.309400937455690084e+01	7.011138581363967504e+00	7.100275370239317319e-02	2.922880504093765097e+00	-3.410991982956346202e+00	3.391424204841356271e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	2.274226477475397967e+00	6.590858238273431979e+00	1.748798576742489175e+00	3.050506984671880750e-01	7.994788659329090663e+00	2.588630798845780845e+00	-1.601740702867302701e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	1.454542413754585484e+00	1.162678728754884716e+01	6.390252508464460135e+00	5.658027683889351955e+00	5.361543375367062936e+00	8.044695083023456483e-02	-7.680248000031553168e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.605502619294444600e+00	6.087699666584584612e+00	3.699027554267281026e+00	2.642357146401467238e-01	4.953971800665792458e+00	-5.742995636298128481e+00	1.736573189398216925e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	7.230563117663357353e+00	1.745764396123633944e+01	8.410989324972378611e+00	4.251718922658364264e+00	2.167425460683400917e+00	-5.321574824870949350e-01	5.158890169896615419e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	7.568803622969115352e+00	7.414584743838404712e+00	1.052059954412613463e+00	-2.066567184382284150e-01	2.881548702586969490e+00	4.728890599228082081e+00	3.573284651436065928e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	4.625617824666660383e+00	4.479812918153149859e+00	6.148271089149317525e+00	4.210376759987370376e-01	1.065964553297236961e+01	-2.223011080019938301e+00	1.395362134759669175e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	7.667232178808771614e+00	7.837229893555549332e+00	7.914635493235233632e+00	2.489475716317559151e+00	3.751994214599355892e+00	-2.734147469601690528e+00	6.797853429313335027e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	5.203349805175777831e+00	3.869384097956184654e+00	6.244328052322380529e+00	3.768891230729782382e+00	1.390807027135345875e+00	-4.803891943495829153e+00	2.657346497271821306e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	5.949564100498475838e+00	3.372939057365030191e+00	2.216191480265557345e+00	8.796752895929100813e-01	4.391651934312882588e+00	4.869264018269555550e+01	-2.967280633972954433e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	7.199903248011612966e+00	2.288921054768351482e+01	8.758285996351112601e+00	1.779211090685888674e+00	4.067458171316213900e+00	4.210484108143659476e+00	9.680062214450516933e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	6.636779680522733038e+00	5.001879260559834783e+00	4.984016557829226812e+00	9.870500354653080066e-01	3.496608181546674299e-01	1.138453001960639099e+01	4.684028157005666060e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	5.692834853126043981e+00	3.686739342097280048e+00	6.750225184297280023e+00	3.835673099482171389e-01	4.179235770665960636e+00	-2.738904436221744731e+00	7.319033669816506915e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	3.136147724360211164e+00	2.519077616581083845e+01	2.880331437384293647e+00	5.035110776952921086e+00	5.472692243308520332e+00	-4.366165834783871103e-01	1.512165483015410317e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.190821365970272439e+00	2.080149244454392843e+01	6.182708807987217448e+00	5.307856430134510362e+00	6.606062963467653759e+00	9.247646505748427614e+00	5.610898505502186850e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	3.009892919984512805e+00	5.413969606192003070e+00	4.348217531851533479e+00	2.084135566620988644e+00	4.300153596637154685e+00	-2.491309008194761088e+00	6.283637738889983382e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	7.109107459285995745e+00	1.621968408817127383e+01	2.201125391736405312e+00	-4.394931656236764073e-01	4.135220706988650186e+00	-3.393181442782761792e+00	7.736834229823404030e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	3.405963947046549034e+00	3.129103487789037352e+00	1.599203441707915951e+00	3.820739551310958770e-03	1.018697844329119562e+01	-4.222461679466459827e+01	1.802389795304679183e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	6.797257505322792603e+00	2.152180938128043053e+01	8.681096593078976298e+00	3.797134097020971932e+00	5.137903308162997007e+00	1.718743858708765782e+00	1.107068435809543061e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	7.862538318788600655e+00	2.708503972133489057e+01	2.704164506994399808e+00	3.194912937493696869e+00	2.629472146883466088e+00	-7.328268389384056114e-01	3.498819745412512106e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	4.055723574455642577e+00	1.000425788283868123e+01	3.061224886286127322e+00	3.744118949084245251e-01	2.754504054669649538e+00	-1.168792893322851273e-01	2.289585720601004937e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.674231191767175497e+00	2.690159844707269876e+00	6.132711834027976927e+00	1.029071482750965272e+00	5.393167430463723377e+00	-2.871123109989068833e+00	4.325437874415474937e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.642634617425745347e+00	5.787156750261021720e+00	8.057521918282732898e+00	6.009796354072520774e-01	8.206519214640026760e+00	-3.345425138308826263e+00	6.489090465376065708e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.786212859418897736e+00	2.049097684846502787e+00	6.796103199093779246e+00	1.350343025570756250e+00	5.996562598648011111e+00	2.748569627186995135e+01	2.604903221262602653e+00	1.464907681782219306e+00	4.134007410950538031e+00	1.729900161513261381e+01	4.140241067095747241e+01
