G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d1	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	1.180511235347150745e+00	2.993307992007356422e+00	1.303114482764994309e+00	5.937561992056496152e+00	1.315113201437969392e+00	2.493388299467628855e+00	8.233780292459133676e+00	2.385400974558266185e+01	3.257999251685009146e+00	2.743925519492939280e+00	8.554426851272205923e+00	3.909548733862233803e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.721573079340139145e+00	9.889938253500840659e+00	1.561118716335033296e+00	3.585537665034652210e+00	4.526112929578110844e+00	7.360327145833402085e+00	8.360612746631328918e+00	2.195411900314271136e+01	8.246281114748905239e+00	8.490339847837150566e-01	5.033649715291192983e+00	-1.282774214062759938e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.490792964453152791e+00	9.483204281048660533e+00	9.156053683687670031e+00	3.768598698167433536e+00	7.276493327544531375e+00	5.809158412567721363e+00	9.811961695235961400e+00	1.762884388048766837e+01	3.524932409560472379e+00	4.137070647860678907e-01	6.732889182901673486e+00	2.959174429035288995e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.910362434640460627e+00	1.351064026583833400e+00	2.258851264423829885e+00	4.177713203084373106e+00	2.735518343210939118e+00	6.712870424387717527e+00	5.508912996432513864e+00	1.903291927295059338e+01	2.716105591598122704e+00	9.366367760902956086e-01	2.990984934016312380e+00	-2.791943369817433336e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.636980249315863833e+00	7.347503039691585691e+00	5.795834500703461956e+00	6.580249873075485034e+00	6.768279521895500750e+00	2.767560442069706195e+00	5.095214845466590425e+00	7.189896129768583499e+00	5.543271113105157077e+00	2.102502710469402292e+00	7.083583858272247014e+00	1.103594677689803575e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.649028825189483349e+00	9.316804543439884512e+00	4.707470043647191460e+00	4.002803567019016739e+00	3.339742625826005007e+00	2.911814997040589326e+00	7.773520800780874040e+00	1.454841197304784295e+01	8.782702133842937187e+00	3.315937807769349099e+00	7.961975387534988791e+00	5.466576014038928406e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.741607401032248426e+00	2.618739225695607686e+00	4.120620063758051899e+00	7.589645614420069464e+00	8.978471004618393536e+00	1.376019998350617390e+00	2.194185168353808724e+00	2.518126450355107515e+00	3.175358737435711287e+00	8.501609944926281637e-01	5.265377151457498073e+00	1.050707745540407359e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.720709907575792563e+00	6.100487368203969751e+00	9.096605125747968756e+00	4.637789337834485437e+00	9.050997204449151567e+00	3.892202699859971471e+00	5.910660238015932322e+00	8.499966744071022262e+00	1.716771302145805755e+00	3.013870122326134382e-01	6.552631283390573103e+00	9.145001740326394213e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.877032546332435992e+00	9.239181478533213365e+00	1.200601402443759014e+00	1.618226046737610391e+00	3.678428259203796902e+00	6.036932149859516095e+00	5.906156175797351082e+00	1.565822005039683518e+01	4.206505029528538664e+00	8.609914426048770331e-01	5.105076999681179117e+00	-6.633959829869363602e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.620253869435841043e+00	1.310068732615741860e+00	6.976581312459445350e+00	8.053256940516828166e+00	3.066984999726559025e+00	8.732484280195668802e+00	1.809710834571209404e+00	6.939912846785881051e+00	7.727497138489173523e+00	2.135528218746394202e+00	9.045552817135368073e+00	3.738642287706995830e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.493862529436888131e+00	7.282939569023331394e+00	9.679011180491688293e+00	3.571408818694318033e+00	4.700685545287034195e+00	7.002957221279919153e+00	4.758882089352379552e+00	1.186857799367635202e+01	5.959475464874761208e+00	9.145666199785915662e-01	5.486625180274358193e+00	1.317103025036528607e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.257359465962405665e+00	3.678448580563762338e+00	6.043835707147670711e+00	4.902012243339338049e+00	3.157487985655059504e+00	4.916771142844758025e+00	8.674189459849324990e+00	2.213995947003863307e+01	8.349380912996879900e+00	3.702685111896272030e+00	8.564664816316337692e+00	1.129513394516587141e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.624001564569603762e+00	9.314206236108333314e+00	9.441606774471495100e+00	7.165224744648674537e+00	7.046815875259312634e+00	9.580778802380313763e+00	8.712295720025144519e+00	2.051975666277223809e+01	9.646041366695801145e+00	2.654897313656930713e+00	8.209484618906055076e+00	2.395716820232350074e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.298140746715873206e+00	9.728775830610825182e+00	1.473302700123801268e+00	4.002197021909851493e+00	8.439844594316038950e+00	7.477394922152705625e+00	1.894921194398203834e+00	3.564376003094452017e+00	8.134988853296126976e+00	1.893952364295726110e+00	4.685073859306525534e+00	-3.523552044121393465e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.111742039822794403e+00	9.488624665799131108e+00	4.775004788517383858e+00	1.505636869978973058e+00	7.058008185085990149e+00	9.368984208151754700e+00	1.821231918414446316e+00	4.225372845544449696e+00	6.432517577220951743e+00	1.262170487306355060e+00	3.069227052255875332e+00	-1.836029008285499731e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.061448728916912998e+00	5.260868402283175982e+00	3.339633783197498484e+00	4.365772283325933145e+00	8.417069055987452586e+00	5.751048975878013003e+00	3.363354969774063008e+00	5.654871076269863295e+00	5.437188443698037332e+00	6.742414382166961317e-01	4.652197858013664700e+00	-5.125164414933486796e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.802807886777941349e+00	8.753438995063067551e+00	7.577467569005429837e+00	9.498514979365848987e+00	4.572294954011900003e+00	3.328334122888733759e+00	8.887471149379969404e+00	1.530117470669678426e+01	1.355638589161895391e+00	4.886125087451920757e-01	8.436385012168795328e+00	5.243311301483870324e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.625764311756420888e+00	8.600055884225406899e+00	9.836703727565740962e+00	6.776277694104872573e+00	2.409517451322531922e+00	1.479386540992227550e+00	2.156834847861537785e+00	3.489342533825706916e+00	9.855544759967125756e+00	1.753885492835393078e+00	3.045439521053025622e+00	3.170381242233382636e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.341219951970768598e+00	3.866262306502062707e+00	3.317676863391544551e+00	7.045719083382454784e+00	7.643957880572208374e+00	7.535694627277722546e+00	7.489460891220527827e+00	1.486248746423349409e+01	4.449457035732986121e+00	7.042155443461119990e-01	5.715887753048597197e+00	-4.100289195110650553e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.416077391232545946e+00	8.462125045690775949e+00	6.891598002320525218e+00	6.692887893029316970e+00	4.243861881837512229e+00	2.094371142447475354e+00	1.910156762269787034e+00	2.872914174314405322e+00	2.367449286076944936e+00	1.670614002835244083e+00	8.258203535068458834e+00	1.144877956291373380e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.463354662266982409e+00	1.331776536328148408e+00	2.782419444457830071e+00	2.786852343146594357e+00	7.047390721337284170e+00	3.720811132107016306e+00	6.599240508182750098e+00	1.009378389145867594e+01	6.996864165004440750e+00	1.081461761448139880e+00	4.183742723800810914e+00	-3.078728250743798753e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.538436656836420724e+00	6.366487577436872769e+00	6.095577454079976754e+00	4.758926021275242668e+00	3.441081539425145053e+00	5.787732444734753123e+00	4.207232280734539032e+00	1.128160847385648680e+01	3.569805215295600576e+00	1.402794110541657924e+00	6.782852409570605978e+00	3.452335979058365183e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.583105711333000931e+00	3.076422931414508621e+00	5.163289037687908589e+00	7.772008798669682861e+00	1.733318325907275970e+00	6.084936458783561264e+00	8.101937908946002409e+00	3.651444618905082251e+01	6.266502356539176866e+00	3.957282274532885058e+00	3.209732718129898910e+00	5.943337531844763362e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.535415655238530519e+00	2.078536157045717037e+00	9.740194886681653230e+00	1.909736091067554709e+00	9.933533627536407451e+00	6.404813187128403307e+00	3.097495081090784641e+00	5.100435618584095998e+00	6.281694383854448560e+00	6.566670105513017219e-01	1.980439931057091485e+00	7.113344572046471512e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.688102083085071925e+00	1.694908128780800549e+00	6.480509196657413540e+00	3.504460079435780084e+00	2.409393963760731339e+00	2.497861722016174291e+00	6.747799790432426725e+00	1.377134905867265502e+01	5.014733243538670671e+00	5.181089531964472306e-01	8.148818785463882719e+00	-2.583791266723183639e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.275334705665301271e+00	7.266521244753707087e+00	4.145635251426960544e+00	3.478169214029537493e+00	9.897500748274195459e+00	4.415955699412462465e+00	3.121008460266127216e+00	4.506501505595245760e+00	8.528433158242588519e+00	1.028620958451665901e+00	1.893413095273451585e+00	-2.044242101824400152e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.748788213577006978e+00	4.057019433879654358e+00	2.030205495381181002e+00	4.886656701372183775e+00	9.801297512726742767e+00	6.559678617214911966e+00	7.424845101014256876e+00	1.241798251870867276e+01	3.384390509942135417e+00	9.057955216005822985e-01	3.430724815184602594e+00	-4.358989284225963843e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.868581149527295926e+00	7.527825758788524446e+00	2.361577095895100342e+00	9.822630091980053990e+00	8.149262803954744783e+00	9.725035224799038147e+00	8.849662446390283321e+00	1.944665753080403192e+01	5.036407646793938042e+00	2.681004570981740720e+00	8.698104519284145297e+00	5.870501055739534422e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.158222159657699812e+00	1.593097162645152221e+00	3.031004933170999838e+00	1.610082445482429181e+00	6.929260284046838692e+00	7.547936307135083567e+00	2.146944938544759651e+00	4.473888931367778987e+00	5.841641026671368309e+00	8.176352184421906699e-01	4.119886270537032935e+00	-2.097236925180900755e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.964754611336930523e+00	3.832347564289316111e+00	3.254203101413370991e+00	5.653571283644152068e+00	6.194348265184273394e+00	9.307745908365658849e+00	8.796671240032809536e+00	2.198495980591936316e+01	6.974046071566172955e+00	1.406993983302901929e+00	9.757742426798047930e+00	-1.717392034900459294e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.099391113459581071e+00	5.854408242301130549e+00	8.658694545372885187e+00	2.615181521512744744e+00	8.791094240264550663e+00	7.866343632404073638e+00	6.334932877263986128e+00	1.201384599288773636e+01	8.054363463967634473e+00	3.841123919979151591e+00	9.816805932205767249e+00	9.240219860873071411e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.463681585019009468e+00	8.118072904387942046e+00	6.056495900506083885e+00	9.729864927854784185e+00	3.610272666591004764e+00	6.322579282041874471e+00	2.149113614585042686e+00	5.880182111376608844e+00	4.544923032446585687e+00	8.365154980133987506e-01	3.400682383280319687e+00	4.416612846422395705e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.309094310104132797e+00	3.867253750940913282e+00	5.717257655115718151e+00	2.021487345103772704e+00	5.200544837015383060e+00	2.738961499857154536e+00	4.847748223398465228e+00	7.395921134575306866e+00	6.811923162383174635e+00	5.204051444549359751e+00	1.366438262319563002e+00	6.877660358335097044e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.182884770572199429e+00	6.636276954786524129e+00	2.044037995161812393e+00	4.626798980988558796e+00	6.576659942932838732e+00	7.001889370441228166e+00	2.454358313726169971e+00	5.063398642229119062e+00	2.349374470840836171e+00	2.548450717731114978e-01	7.355194002833022715e+00	-6.795392809092847131e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.332225700526372236e+00	8.975364044990298495e+00	8.742605066545250381e+00	7.636333810993180649e+00	4.702689033329815693e+00	6.604694397408716000e+00	7.305513363765553159e+00	1.759092184396831016e+01	9.390269376971950521e+00	2.820314833803191146e+00	5.058947909234121632e+00	2.373222245931322050e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.963238077052491093e+00	6.552963513595044809e+00	7.506841171573137572e+00	7.339508601016957456e+00	4.853710973405315876e+00	6.424247216116524939e+00	7.829804971437829941e+00	1.819013582713164112e+01	4.447706716465263277e+00	6.358175059148724051e-01	1.905122850751207464e+00	4.195552028894481737e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.803286667279965005e+00	3.088122088831249279e+00	1.600604832425155166e+00	4.798861075505100438e+00	3.973544305452961112e+00	5.405971607215278141e+00	1.951337862768094400e+00	4.611857520167487401e+00	7.567608930122094790e+00	1.986616117665001013e+00	7.367796299469656418e+00	-1.223368011674725494e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.683405721020385215e+00	1.218925899520062028e+00	7.367581611421198495e+00	4.116143263509976613e+00	6.070769958426521562e+00	5.760290818027783644e+00	5.557884521005072465e+00	1.082522579730027701e+01	1.192579735590938883e+00	2.083616857063727013e-01	1.282482315311749055e+00	4.363315050964197894e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.916860825258972056e+00	8.825835729032398547e+00	5.890777828069684752e+00	4.572051218935941463e+00	8.649945193508759900e+00	4.009747622893955032e+00	8.329375981113606997e+00	1.219746930006013841e+01	2.843813822198926200e+00	4.800364950344724324e-01	8.835313655071910688e+00	-3.722482697270294011e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.660382220411804166e+00	1.194785443862211194e+00	1.741327608568046248e+00	3.368562730117973913e+00	2.807317131970513024e+00	5.674221708863552038e+00	9.420829563063888301e+00	2.842023723012581726e+01	5.387880435450321137e+00	2.020905206021543776e+00	2.246641734856590578e+00	-6.746386539894784846e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.723403983214653934e+00	8.863318470906863311e+00	5.121332034705296188e+00	2.853507033696304429e+00	9.406967197240589940e+00	2.773001984282205790e+00	5.624978571174891862e+00	7.250137791436009671e+00	8.905906445158048967e+00	9.161835404914637770e-01	2.148092327430925152e+00	-2.464935063918266223e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.983518638366021491e+00	5.762360801543962907e+00	5.366663692092411786e+00	5.340341281850325750e+00	7.200792624690844690e+00	8.252001234521358697e+00	9.551727027994385111e+00	2.049535135731862567e+01	5.752218708442089934e+00	7.198759024685870145e-01	2.590068496426024769e+00	-1.243671741655442020e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.438057334252031083e+00	9.448104232448590878e+00	2.491961905444039616e+00	3.415836533273231890e+00	8.403110810722552060e+00	2.665649866695391612e+00	5.821383330605623740e+00	7.668822620071815699e+00	9.371912170949880050e+00	9.892508891949296501e-01	9.647809319967022290e+00	-1.803002004373865475e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.055587253125832348e+00	8.184964863195649087e+00	9.510305059405228079e+00	3.591230662081942082e+00	6.013726849246166850e+00	1.758613725759705204e+00	4.553640436158675975e+00	5.876616036449171965e+00	5.348785432292217479e+00	5.913208376347165451e-01	7.251111475036434939e+00	8.016620408408617550e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.381285299647754705e+00	9.973359895206714398e+00	8.651152645766710947e+00	6.907475646704683392e+00	8.008431571410012495e+00	4.928229645148196170e+00	8.633208696357620227e+00	1.394990974770222358e+01	5.404838502974590675e+00	8.471806147880167615e-01	8.208811400180728413e+00	2.046118849313286773e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.287770729719381890e+00	4.153819050077347086e+00	7.019041210816733489e+00	9.712369057192734800e+00	1.153135735221976876e+00	6.933560452697336451e+00	5.436926171240770600e+00	3.829431728424674475e+01	2.079383653184474046e+00	2.231036724740257382e-01	4.587730205363205194e+00	-1.436322056532148679e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.798108857028039465e+00	7.910727845357137689e+00	5.158291055820504845e+00	6.433959521710497675e+00	8.371879341288941845e+00	4.937517030660782957e+00	5.243860638848360622e+00	8.328157005877425689e+00	8.221083565893920309e+00	4.579806431544839462e+00	4.022561935367319208e+00	2.531149696366013359e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.766420676777604726e+00	4.617238091430476921e+00	4.696476636286481821e+00	1.698866995488194309e+00	1.366142737189387057e+00	3.494632850619604270e+00	5.415155530285737484e+00	1.926826326695218938e+01	3.217452525330140034e+00	1.165634057631557363e+00	3.112257704994003227e+00	4.135342071133815125e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.410236909706788833e+00	5.322372463923644936e+00	6.857392083270503313e+00	1.673922577474185713e+00	9.005441479432047203e+00	6.029429197843664490e+00	8.622968006726630108e+00	1.437038027909509097e+01	9.089741842133451044e+00	6.467474724880155179e+00	5.329771853205487631e+00	1.343120966826238828e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.913620467161177618e+00	6.656809831717685810e+00	5.906236603149076281e+00	9.561996183415306660e+00	9.929530042098249965e+00	4.127490525794210718e+00	8.492373898144188971e+00	1.204354575048117404e+01	9.198277804149331160e+00	2.343539676250608661e+00	5.963711400080011771e+00	4.590804879229464859e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.505490931683847400e+00	8.864561343397367565e+00	1.557608882778140247e+00	3.666238466327186973e+00	3.639649385982612895e+00	9.394101865182799216e+00	4.628529596793624634e+00	1.657503199128884575e+01	9.497844182746362662e+00	2.108917067732456463e+00	6.686446703247555412e+00	-4.179138706086007915e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.438148431008417383e+00	9.853642530949555223e+00	5.614825667785941832e+00	1.826474325347658745e+00	2.897828673164405178e+00	9.297820580881776209e+00	3.997208316609591527e+00	1.686566503854025001e+01	5.679891543868051507e+00	1.649168926011735925e+00	3.318963427933625976e+00	2.319303511453727424e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.462353496781075179e+00	7.917060116845944684e+00	8.261269296133111339e+00	6.391586442798865342e+00	7.887867278749348898e+00	5.509235375807340240e+00	5.431661272827410514e+00	9.223827809636951258e+00	7.096996891801750529e+00	8.385766773701874843e-01	9.534066559119352746e+00	-3.062040601407071881e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.214790860277970452e+00	4.756873035765850410e+00	5.134440997142972307e+00	6.608212595962545066e+00	3.275007524115456370e+00	3.949513959602831914e+00	6.156324573138812539e+00	1.357198869343927328e+01	8.006096681107132795e+00	1.903092123019215265e+00	2.536805209236910219e+00	5.462935125504478492e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.523665634490833032e+00	4.789406838050765280e+00	1.473105535814287714e+00	6.834069511635110672e+00	8.783395775573563213e+00	7.640654929833992526e+00	3.140105273166153399e+00	5.891709795057388455e+00	2.172244547598811248e+00	6.169034551373437925e-01	9.683431558275602313e+00	-1.325093133858533747e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.887839363330989784e+00	7.629785309637781232e+00	8.079681842391238433e+00	3.398994989812731404e+00	1.912088483242191606e+00	1.324249112605095702e+00	8.152703126103165943e+00	1.376712846704227289e+01	6.412539623957976609e+00	1.090393129009754158e+00	1.144137672676938777e+00	2.456584140698304964e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.266231611470511886e+00	3.154147224684237028e+00	2.810644842536654586e+00	1.136413415461022591e+00	2.127939892056474935e+00	5.276762527543185755e+00	5.369105693325437301e+00	1.867777528627299688e+01	1.302833992459487167e+00	5.786457946647671768e-01	5.335516832804908738e+00	1.545657212156106084e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.208561896691467297e+00	1.992119627553123440e+00	3.325031778879509847e+00	9.690853199308380184e+00	9.818425353798179600e+00	4.021697841810119911e+00	4.010676276164902632e+00	5.646067845229054250e+00	5.478210265091003173e+00	6.653600672344348599e-01	3.999827953658997792e+00	-2.018487142921671591e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.677275970109763037e+00	4.192612460902632954e+00	2.484084475383819601e+00	3.252098158332330069e+00	7.062355867301466361e+00	9.285404903289830258e+00	1.954506465435772888e+00	4.564482644624457741e+00	2.391759954863333704e+00	1.431509213751088749e+00	5.039944991013951991e+00	4.255659936535653287e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.877787647186826447e+00	3.579387702443747710e+00	3.975103722043110466e+00	7.080865833958059241e+00	8.621062694536801629e+00	1.111910322482722924e+00	3.159864713814146242e+00	3.564037138459611676e+00	2.651076556257855543e+00	2.687976036376071853e-01	6.133254173583636337e+00	-6.363448183508242550e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.945578137358340065e+00	3.669198324561411706e+00	7.818481959163583461e+00	7.362389301502938466e+00	3.922535170437253971e+00	5.971715769058793200e+00	9.535128267987282413e+00	2.411099245251642742e+01	4.279776160477516633e+00	5.392482708591109786e-01	4.919572047191734576e+00	-9.463316240916790775e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.786259612982925571e+00	3.098230962222596307e+00	5.681049982472019977e+00	6.496628252118779479e+00	7.098189134309365933e+00	7.666907539714188147e+00	3.752165169536529898e+00	7.789429028296989799e+00	4.894022267337340359e+00	1.753392764983046304e+00	4.733360816452460540e+00	4.227426023350406012e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.051172479273153604e+00	1.378050362310539567e+00	2.840941644742469130e+00	3.808083352958426371e+00	6.355393681326867217e+00	5.362884624043156023e+00	2.519289527077550161e+00	4.663069816113810440e+00	6.604066180246082496e+00	6.295165889453746999e+00	7.601261936997392610e+00	5.249362076580786152e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.338842894841224762e+00	1.165748892930088987e+00	8.899907456866756661e+00	3.438952584849531924e+00	6.423054821889842891e+00	1.772495842753607498e+00	5.144060882836341442e+00	6.557813709257420243e+00	1.667125785555187090e+00	2.001432520072531640e-01	7.183474827468876889e+00	2.037142489940356711e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.364682397538189207e+00	9.893900627211921872e+00	8.919941816492523046e+00	6.380547233436988819e+00	7.132211059299265798e+00	9.753443502438143398e+00	3.764798206941134762e+00	8.903976908549697811e+00	5.513809025761900351e+00	7.494115346941572220e-01	8.500513898967371418e+00	2.936539773968150257e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.553814779673029278e+00	4.849835643275482333e+00	8.841102941570573748e+00	8.794308230442505092e+00	6.191085255940753207e+00	5.662403891296051484e+00	1.319870648544781533e+00	2.544187637073632935e+00	2.654800770492741879e+00	3.507181662396118837e-01	3.245082642353087632e+00	4.169196395143221707e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.937415095580747426e+00	4.449103431684886090e+00	3.154350562208172892e+00	9.507195754680219935e+00	4.873920399101302259e+00	6.536225589011769976e+00	3.903387220639272570e+00	9.142454134895825035e+00	6.168717289322355413e+00	7.757299259544189196e-01	6.482821418737592545e+00	-5.446690532048884279e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.665774058003829827e+00	7.133475011320928871e+00	5.060801388866296158e+00	1.955864828344555661e+00	3.484330746921904254e+00	3.133121570978802506e+00	5.892539914612656915e+00	1.119761787711767376e+01	6.732542849587533240e+00	4.038695472239280271e+00	6.265768321665879270e+00	1.493025084708454415e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.236463512436932533e+00	2.973997475363001186e+00	9.857982633896318347e+00	2.401682248072733117e+00	7.910311696714802387e+00	5.347695375121138461e+00	5.968945057263075782e+00	1.000330831652226848e+01	6.004376146580691298e+00	1.422141124584622940e+00	4.322099818925074999e+00	3.528629163084739844e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.042205551376315764e+00	9.553671012604905144e+00	7.942596511424755867e+00	9.503257863857388799e+00	3.041698514749013427e+00	4.861874365150150368e+00	4.199742720709975785e+00	1.095582800586113592e+01	7.642012163691655147e+00	3.741158892898162502e+00	5.368176978767772667e+00	1.489003895766686583e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.773804388202824711e+00	8.072914940054179311e+00	1.246012177262828757e+00	7.623235295825486091e+00	7.230600578487903718e+00	1.673646185572712497e+00	5.022546732524311608e+00	6.183337692917997508e+00	4.024312294150585778e+00	4.609294246906723291e-01	3.835318626276853049e+00	-2.643852845169780608e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.609891812486233142e+00	1.804067089112873612e+00	1.588730970395937803e+00	8.944166669572123141e+00	3.099379997708403334e+00	1.955883827665284125e+00	9.706201926721739426e+00	1.582896899050909312e+01	7.875853059507026188e+00	1.192265005987381166e+00	2.278227177840004281e+00	-3.752725358611567685e+02
