G	c	dx1dt	d2x1dt2	d1	d2	Fc	m1	p	m2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	6.121868969456764731e+00	9.247321717589722994e+02	3.627522460245085512e+01	4.586272160457974145e+00	6.328527731629216646e+01	8.652324605719220685e+00	3.998421782575745601e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	3.419995491254864017e+00	1.651121012376476571e+01	9.123510941304337152e+00	3.379522764601798457e+00	2.158812681929657273e+01	2.805851312183720303e+00	2.780724150862802730e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	5.355831662807384319e+00	1.327533464714383854e+03	5.203166871916902636e+01	2.851581018063060302e+00	1.461299813983129354e+02	9.407685064393147556e+00	2.005743270159327076e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	5.715938701047450721e+00	7.395908525393214177e+02	4.548049107053444118e+01	5.339244603421371416e+00	6.810155834059301583e+01	7.196630714210538571e+00	5.554249105657290056e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	2.699769789343497539e+00	6.677600564269546339e+02	2.556299624955000738e+01	3.423268531340366572e+00	5.976389360525323013e+01	8.411917376579415517e+00	4.508702186867720593e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	9.753715192015327773e+00	2.116596663326271482e+03	8.832432542318035473e+01	3.594198333939754075e+00	1.969882545902062532e+02	5.999282330327237567e+00	6.280919278652472422e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	8.854789687113697738e+00	1.652940303886328820e+03	5.651186675150805172e+01	6.899986778454414882e+00	6.539668487984846479e+01	8.015253650003502983e+00	8.600794882986693119e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	7.499204737294328460e+00	8.135063987287002192e+02	6.980063836791481435e+01	9.713017845776462877e+00	5.750589197595293456e+01	1.150368198897133265e+00	3.791882047419901937e+05
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	5.413643446874179865e+00	2.206874254916803295e+02	9.702899903543695359e+00	6.435418575171947708e+00	1.214901539487940063e+01	8.364875334826706421e+00	7.247854436415814234e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	5.141441446891835021e+00	1.812209615850436819e+02	1.422970358140017666e+01	1.696303516621688434e+00	6.710417349183140345e+01	1.356095207907499711e+00	2.443141941448546277e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	7.239516394336038552e+00	1.539742321478197766e+02	1.020469591061546133e+01	1.676579573296670622e+00	4.838651942290839969e+01	9.015619540967509948e+00	1.166811920694755372e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	6.199026645785475687e+00	4.626120286422773802e+02	2.442683152354003440e+01	9.561155206712861343e+00	2.043517534472392683e+01	9.917430018682988901e+00	3.789589004420769015e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	1.790424124763418057e+00	1.865449985240015849e+02	8.050414321756941050e+00	3.672383262041856611e+00	1.756244391498885449e+01	3.644821677407738214e+00	3.864976439046582982e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	5.814020630078997165e+00	5.716336639018497863e+02	1.995400941233833336e+01	1.829200604342354763e+00	8.762698858460920803e+01	2.892640090022999377e+00	5.943659257368284307e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	8.514601924027349611e+00	1.659084338418853577e+03	7.198075294935391355e+01	6.397882056847407739e+00	9.017772076680576276e+01	7.888356923633510931e+00	1.602205103394321632e+05
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	5.558022140014809764e+00	3.089398285073035595e+02	2.334608045563609480e+01	6.608665059331122471e+00	2.827452931046195062e+01	3.278220222614173895e+00	1.113025275441665326e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	1.894651838910109687e+00	7.449861024517853991e+01	6.644262181785159704e+00	6.841961197092349956e+00	7.750750891474321058e+00	8.793386483896485473e+00	1.512887936345733237e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	8.346508201578904718e+00	1.089766584007491929e+03	4.909707306409513450e+01	3.402386765609326513e+00	1.151722981117144968e+02	1.925390467524137561e+00	3.834062008822147036e+05
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	3.455519949551200565e+00	6.010467636239251021e+01	7.829772864187951598e+00	1.131407635674163137e+00	5.506532340905182110e+01	2.131591975711855103e+00	3.592954993083134468e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	4.339170447153635202e+00	1.641652065119466783e+02	3.563296096147510639e+01	9.689569689993978940e+00	2.939670254917178482e+01	9.810143882073775856e+00	3.996335798852410335e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	2.961259603553401565e+00	5.201282785208519499e+01	4.956373124452185586e+00	3.263028197736628222e+00	1.215693588417567561e+01	7.061219185284368649e+00	2.572902630810028199e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	4.529986289949822442e+00	4.223768436437921991e+02	4.472086842577756727e+01	7.088845591632434662e+00	5.054091494828017517e+01	8.626274727459051661e+00	2.435912576054381498e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	8.361467089217013537e+00	6.830308593477527666e+02	6.635106653531101983e+01	7.352545924639639630e+00	7.220441590054694814e+01	3.915442793054414672e+00	9.994496139109607611e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	6.323536341035620012e+00	1.472421505163928259e+02	1.762536176926467846e+01	6.487544382423772404e+00	2.166669413384619602e+01	7.092966068116625777e+00	1.450314276282725814e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	4.292563167215130093e+00	1.215697107706591495e+01	4.500860570555956564e+00	3.820621696223030828e+00	9.514591688033446459e+00	6.348279937011277241e+00	-4.628138522961910439e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	1.062576518857352426e+01	2.591695839795293637e+02	8.855756865538236866e+01	3.440091161579021062e+00	2.060353882134560024e+02	6.425511832222809083e+00	6.895551810004035360e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	9.118259658652331012e+00	1.947032914132942324e+03	6.707198310037244937e+01	6.373202237527146430e+00	8.417357673607368440e+01	7.146160571887065771e+00	1.687945269384444400e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	9.242429599834345311e+00	9.716075126781331619e+02	6.989752510330312418e+01	8.797341747070738904e+00	6.355093756264440685e+01	6.174270156370120333e+00	7.576424532910864218e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	3.605487059337611377e+00	3.356165567841753727e+02	2.856455760660393395e+01	9.516734039947067458e+00	2.391631687886236435e+01	4.865037475222442787e+00	1.308556795589492140e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	5.342511230981673798e+00	1.805647390566625177e+02	8.923991479086396339e+00	1.962866676722613501e+00	3.655266092805975120e+01	3.484462958099762364e+00	3.115780413860087720e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	1.055196367669005930e+01	3.695406170302864552e+02	4.454856194549738291e+01	2.401820316815730383e+00	1.489185322576275041e+02	7.913983830485178395e+00	2.944849188113311538e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	8.147739085635150147e+00	4.648737898285345409e+02	1.671699388678911546e+01	9.505896536165092670e+00	1.391794610267467647e+01	3.039331316298897523e+00	4.491350798458649479e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	1.488761779008523245e+00	2.634858257511755824e+02	1.304894070120090888e+01	7.636184700255516766e+00	1.377168845698497357e+01	7.234166005760201301e+00	4.380484327489069983e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	2.695256226960755175e+00	5.630304883737186117e+01	1.784230093673699713e+01	8.947295159902827422e+00	1.599136809359485412e+01	3.106300348989675442e+00	2.162146501436426661e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	5.602567685281732324e+00	2.922946199876756737e+02	2.226172937148859887e+01	2.827837310525166625e+00	6.307537677200479465e+01	6.633234082443339119e+00	1.113773825114359170e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	9.409806333109504095e+00	3.858908809591117688e+02	1.481138148705657187e+01	6.296272294738838760e+00	1.892386839021784439e+01	7.726380343997047540e+00	1.583791192003703145e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	6.060657926876443113e+00	6.327720168153099394e+02	2.300208581719526180e+01	7.311585326532096474e+00	2.520288201359541347e+01	2.962283070832747445e+00	2.049595195969513952e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	5.857639772146819190e+00	3.361579758338746728e+02	2.306264667264011337e+01	7.119625546035701191e+00	2.577289116102944888e+01	1.552827035760817154e+00	2.217561276787177849e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	2.249000067292021843e+00	2.876964855465008100e+02	1.707941728992362940e+01	4.664137461374353144e+00	2.924554870381805216e+01	2.171118265622331123e+00	2.921999266589728359e+04
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	7.711909913148977225e+00	3.497532237143383895e+02	5.192765487531558932e+01	1.138103997014459301e+00	3.650403097919388529e+02	6.459143297056656685e+00	1.333039691864132765e+05
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	8.592302563632726375e+00	2.245704865119934311e+03	7.727464248817510395e+01	6.250792008835711400e+00	9.892871851842970443e+01	8.647366840482034078e+00	2.310686505289176421e+05
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	5.068860481593453926e+00	2.157091775399723019e+02	2.662019390382969775e+01	3.283032918762477159e+00	6.502707480232530202e+01	1.398575897666261447e+00	5.214023218412912684e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	8.194396635622187119e+00	4.722043663856487683e+02	1.702414429306592680e+01	5.055018537454455618e+00	2.681703653033927992e+01	7.606684269261620557e+00	3.482313254888023948e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	9.966470935103165729e+00	1.475615387098650444e+03	7.394865214142664911e+01	9.615298884779109656e+00	6.160710095627106853e+01	4.071438847131405581e+00	1.655367370985559828e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	3.152718252465778193e+00	4.314449114684036886e+02	2.466263963567864081e+01	4.580616582689382987e+00	4.291411014948845093e+01	5.313866771036220626e+00	2.763338808605711893e+04
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	6.073589195197582669e+00	5.829843177504706091e+02	3.672254390456062367e+01	8.555533674755951168e+00	3.424766818246079936e+01	9.355850582687452288e+00	1.299707379578406290e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	4.224951918747089863e+00	2.617893943508568100e+02	3.361697443377089201e+01	2.695217916952823867e+00	9.971061248507494668e+01	3.986316739196526626e+00	5.231188646373847587e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	8.902638671006114279e+00	3.432702519399533116e+02	4.854205880013061147e+01	7.050450478017713074e+00	5.504615984689143460e+01	5.175307960563410248e+00	1.979629922053656628e+04
