G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	2.678047070600030111e+00	1.321330386498454690e+00	2.499417669225214134e+00	8.406427478514251206e+00	4.130312026680699411e+00	1.416255639774746777e+00	1.699158259141374927e+01	4.277714045420991873e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.040584674645089969e+00	7.623953380533941449e+00	6.258957411402118254e+00	1.415598938405671348e+01	7.212933933171288281e+00	2.136298158674464709e+00	2.193483917566463148e+01	1.539249046388672992e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.853571872449483848e+00	8.035793727461920000e+00	4.239410624558320961e+00	1.389368694113031211e+01	4.357663103264400206e+00	1.310232481683748063e+00	3.723076505552717919e+01	4.001575095869475129e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.680348255892016418e+00	2.411062051603872103e+00	5.205871766849191395e+00	1.562588014003786085e+01	7.553745507350591915e+00	1.618501896115177363e+00	5.855984994834738444e+01	3.622662207457771455e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.207935578113479735e+00	6.583129835452095513e+00	9.938897267738603603e+00	5.077305029435025574e+01	5.773435888023089824e+00	7.616973946413345686e-01	2.737349770801108662e+02	7.996777442591448404e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.297149449594646065e+00	9.400020981381205232e+00	1.499088490000624274e+00	6.417579555230802590e+00	1.215661711073432016e+00	4.841977169167829831e-01	2.462769272129147424e+01	2.587542392202635821e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.119699800722197658e+00	3.949136168938905955e-01	6.293994481309363564e+00	3.336892816499629788e+01	8.380757181045474624e+00	1.953549242421881438e+00	5.941738263497568795e+01	7.604959083537387698e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.495158450737864797e+00	7.310954035134598961e+00	9.892193765582186771e+00	6.086757852340898012e+01	4.026310617054419616e+00	3.596849478078056328e-01	4.253944469236384407e+02	4.028656963477267317e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.226250515631619464e+00	3.220661962500535491e+00	6.197212076516901647e+00	1.287685331354759199e+01	4.739268004600033279e+00	2.146823902354561664e+00	6.223515894016426842e+01	1.624137590530346786e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.517215549991466794e+00	8.815866928986991979e+00	9.714748621861494016e+00	3.222609415218354911e+01	7.471677442817925119e+00	1.823051581994319825e+00	7.890943489495748508e+01	7.280834133138744946e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.086544726722661558e+00	8.893538301477409647e+00	2.348519859041946933e+00	4.629562115143892598e+00	4.503938568337570558e+00	7.760270605406291988e-01	5.297349844290828713e+01	3.890476074050081001e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.659696552167599037e+00	9.842592304641868850e+00	4.671973129120948087e+00	2.679076391568688464e+01	1.641700706139118893e+00	3.731870022010800314e-01	2.216304505169536014e+02	4.840651426938316626e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.191447690006206983e+00	5.887115219968463542e+00	4.472158597692898141e+00	2.910039275798716929e+01	4.621069007333185041e+00	4.703213241911620712e-01	2.027070969967922451e+02	9.925509854664394949e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.556846536160603200e+00	9.937852506015694587e+00	7.801846214603243013e+00	2.117685989576666827e+01	9.557111065051794085e+00	3.183632538450381411e+00	3.966592387308279655e+01	1.483909204931702641e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.361974017876312004e+00	7.780908511890046064e+00	9.671290166025480417e+00	5.841105467110933347e+01	7.207337157658182392e+00	9.050663565285198553e-01	2.407282937882464751e+02	1.164769720655356888e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.262392895715935381e+00	4.298805344840817000e+00	4.633623043640648476e+00	2.332935674019357464e+01	6.919357589821734322e+00	1.428479193636368549e+00	7.616959812970283394e+01	2.173883480427562187e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.345405702458315922e+00	8.923745479715137208e+00	7.345808798361339598e+00	9.280193000329020947e+00	6.521751534028695119e+00	4.879612369912360137e+00	9.213639007784298229e+00	1.432545670832737539e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.060878589282245876e+00	1.010124916908192505e+00	2.531790483507384781e+00	1.340015293115631323e+01	2.802059233168175290e+00	3.668608603032976756e-01	1.370279588670143198e+02	2.334062831642612412e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.581021554504937754e+00	5.855965763237341193e+00	6.134473755762690494e+00	1.791936216354297429e+01	5.405769180071068547e+00	1.892471452997236181e+00	1.060630605050056374e+01	9.315845077474017577e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.671978702445688914e+00	2.466064176792714946e+00	5.526145919019307406e+00	8.714133325813376629e+00	6.812544916388926453e+00	4.823567846784057700e+00	-2.031580107885169184e+01	3.890319552806936532e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.454995144763921999e+00	1.791727147322471403e+00	9.664747767988206562e+00	9.306271985817542713e+01	1.420080328422180571e+00	2.735204040100351341e-01	1.437745593445055420e+03	9.075112503664153341e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.082638655159707142e+00	1.805300359534494969e+00	6.550684709065794920e+00	6.136669314120513263e+01	4.732634746346798593e+00	2.389749196086473626e-01	6.050354840403433627e+02	2.232309653299874963e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.494261457193450049e+00	8.023250474709383795e+00	3.694325996744454610e+00	3.653967864409520416e+01	3.635841801395632178e+00	3.435989581437714491e-01	2.906850581130074715e+02	5.984961918613529441e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.781393875813428451e+00	4.673791602689457925e+00	1.096356363222461328e+00	8.628506403326854368e+00	4.667826456429255977e+00	1.371647928100479197e+00	1.900388962411891924e+00	1.519726594400309772e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.448313147894706443e+00	6.624219334354679134e+00	2.419982501678486830e+00	3.726730494808554894e+00	1.025360180966352708e+01	5.435909016351081036e+00	1.657061534962373983e+01	1.936464174755668122e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.026462020479341319e+00	1.149361284848399833e+00	3.105170853953347798e+00	1.799918022893469072e+01	1.182558332530610379e+00	3.306949560376928332e-01	2.732732747486824678e+02	9.931274122352466982e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.545268544643428221e+00	4.560623221668414828e+00	3.549757020184345802e+00	1.936977117773145096e+01	4.529990366847853167e+00	1.319101775687826050e+00	6.998346520959297834e+01	1.844986039719670901e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.327336870073603681e+00	5.448703300714572428e+00	8.337392641931739234e+00	1.997609749802699142e+01	2.806348671966196751e+00	1.201161446917436759e+00	7.569922684018314385e+01	5.716493778714841767e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.320396568265987725e+00	8.084846244476914023e+00	5.310797722182551084e+00	3.378368352757475890e+01	9.340488184822090645e+00	1.695106816574091901e+00	1.097016469028186663e+02	1.481635595537044381e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.909929578125102001e+00	2.920093736400994899e+00	5.177499665986579735e+00	-4.883367771061495333e-01	2.074617633377039638e+00	1.264926254205326339e+00	4.461009137321974549e+01	5.840373192166707916e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.604140854337437361e+00	7.274472837138278969e+00	2.615804025383131837e+00	1.855647473028523819e+01	4.810726034229793058e+00	5.147402900828805805e-01	1.309641130616383577e+02	8.336335120868644255e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.885220747068614422e+00	7.909708112706766769e+00	8.373177702471402029e+00	2.837657805334766081e+01	7.717897678051746091e+00	2.349513745146780241e+00	6.989075187450029603e+01	1.238687955099939897e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.916071886371391031e+00	5.628847577713520067e+00	7.261227014615117881e+00	5.040281938981206622e+01	6.415846472627825037e+00	1.011390184280816174e+00	2.226876622138551340e+02	1.392169153207590826e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.224503825719212458e+00	3.681221167048242204e+00	1.436511376572336962e+00	8.384493558835201199e+00	4.818784536753947911e+00	1.151391707925123686e+00	-4.273914838123854310e+00	1.924643778630169333e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242030447930838832e+00	2.287767246625753259e+00	7.028573158928105968e+00	4.401252445191985885e+01	4.359397232546347034e+00	9.030201313606752711e-01	2.108607591576710831e+02	4.132655465133244554e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.928887460867809267e+00	8.669218397402470799e+00	5.509077097008857393e+00	3.619183213429330692e+01	3.820606768407197595e+00	8.637779076154717961e-01	1.694624782890372785e+02	3.820247199900371760e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.206315425588619927e+00	1.165354187888958393e+00	1.254524033218247014e+00	7.734987701922307224e+00	2.556100688280162458e+00	1.456256658862345121e+00	9.279809792007991831e+00	3.884535128665176806e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.046820843541196311e+01	9.377605115240797318e+00	5.898099522494432811e+00	4.677890380197533204e+01	2.269293307298747564e+00	1.563265659022764487e-01	5.585517609135457633e+02	3.199678284475486190e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.960420504009568354e+00	5.921458537363692542e+00	5.737794478212143723e+00	4.141022069508927217e+01	5.751609068871288422e+00	5.690429155307764608e-01	2.179733842593005875e+02	1.227057499641555971e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.663451642675290998e+00	9.243982204071365061e+00	3.180974008744493542e+00	2.378706861642845993e+01	2.335040463680188694e+00	5.335708527289133585e-01	1.977764352171766973e+02	4.417363557600567647e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.564254469683499238e+00	7.918983709654351166e+00	1.031155822909695274e+01	8.424484067265555609e+01	4.036342717815005088e+00	3.894429146293640898e-01	7.637176838801262875e+02	3.002188075983965865e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.292193476091762605e+00	9.109772883925995046e+00	7.352256600948567922e+00	5.737548970889822186e+01	7.123039065494146449e+00	1.001553981618940936e+00	1.895020509125394597e+02	1.108349475331545486e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.206942303047298992e+00	4.285995475816350542e+00	7.210844725135033606e+00	6.370937950173662045e+01	9.577440516784177404e+00	9.736760103723733906e-01	2.987405653061718454e+02	2.161530458167614910e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.839885216594827178e+00	7.853559840310693652e+00	4.836992634636286148e+00	1.316389338219842031e+01	5.631214386479528322e+00	3.579252552034810186e+00	9.807881451957344510e+00	1.410109356530424352e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.543644306348170403e+00	4.373797571259935957e+00	5.322553238702413481e+00	1.021430575863913326e+01	1.261657416178106894e+00	7.560408233711704007e-01	6.892204989666410597e+01	3.760235257906824335e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.056116212327483872e+00	4.761555406316842820e+00	6.449346639247224289e+00	1.604326622359622689e+01	2.103526538368580390e+00	1.171195958166737050e+00	5.503818651227731351e+01	5.852410327955248626e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.035999378224060408e+00	6.146569830862711470e+00	5.326822057967553370e+00	2.929472307735747449e+01	1.024312152297824063e+01	2.547691685522286420e+00	5.730650570089366624e+01	2.053573333593573302e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.909936914646738870e+00	9.207106741880126677e+00	7.686277972293082961e-01	6.734975152021103639e+00	3.117301696367866359e+00	8.840467609127912185e-01	4.444136593071542052e+01	5.585054071104015305e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.633714371952348365e+00	1.034723443921004993e+01	5.445397301319395922e+00	2.275585095430274407e+01	2.446736457085815886e+00	4.055207000029931175e-01	1.155904563830908955e+02	4.918610754206584890e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.339345211596137730e+00	7.732480907536867676e+00	8.762833451326212497e+00	6.864765193428296186e+01	6.762691293271227089e+00	6.297741240831569165e-01	3.708516827132531262e+02	8.163886166233407238e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.713837044087510364e+00	4.519305917686351037e+00	5.274605510619381654e+00	2.465290569213512839e+01	6.609137768161081894e+00	1.506006701801137826e+00	6.387170751859711260e+01	1.655831765162668168e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.715306384081213498e+00	4.317315316401530545e+00	8.035487360769978382e-01	4.650663120024116637e+00	6.437114697038635036e+00	1.746224784450056466e+00	2.762780902430132102e+01	1.969378022672649164e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.364153189946142319e+00	8.159408290881840387e+00	9.265127127058539358e+00	4.366994120631994747e+01	3.091890004361967925e+00	5.053467527174960727e-01	2.778452777580009752e+02	4.444593106730202470e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.732926254436940372e+00	3.166237739407752105e+00	3.170926642577744037e+00	-4.213896632133918629e+00	2.122812610088048224e+00	7.174320461117009717e-01	1.388193246893208510e+01	6.249071250567916902e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.300322454199003275e+00	2.198936064727641693e+00	3.756846285898240545e+00	2.654628577766315800e+01	9.781735583272595846e+00	1.173780249843932921e+00	1.122722382448877170e+02	5.655644716770649616e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.162100045399192538e+00	4.391021936416730220e+00	3.191905319701774602e+00	4.984668025098246247e+00	3.977945070763040381e+00	1.840100068470392536e+00	1.284288344316476760e+01	1.395256208904939399e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.076928748565465810e+01	3.413971716152849556e+00	3.066265687736633883e+00	4.323950375058947770e+01	7.215000995162579756e+00	9.910902614695988877e-01	1.858128527536132140e+02	1.898098532421685025e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.988320084430074353e+00	3.018465106384921715e+00	7.307501378963304539e+00	6.220697404421814980e+01	7.114606447244116616e+00	7.925189116499140596e-01	2.888740554852582818e+02	2.199510437811394326e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.802329033170039896e+00	2.548305371069658154e+00	6.128910932226688146e+00	1.883012323860783965e+01	6.806256693160758431e+00	2.189812140557390929e+00	1.500933039046779527e+01	2.891705105040334178e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.314711493898656824e+00	2.006298998230804376e+00	2.396270016661309121e+00	1.624144735288012731e+00	4.984283686095221100e+00	3.811466185133082885e+00	1.622109618073485038e+01	5.361376208504992746e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.499178131441734507e+00	7.571559233715896564e-01	8.748617843878273348e+00	7.321106681678571704e+01	3.091181749614176244e+00	5.071522702166498808e-01	5.803077559105342971e+02	3.332492822476102567e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.907995105425060345e+00	9.661210560275721448e+00	8.873311010496371054e+00	6.879929135852253808e+01	6.873726086806241753e+00	8.478961897875724185e-01	3.522032991289501069e+02	7.845744429649605944e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.915859752760761481e+00	4.218879077440846892e+00	8.129867087507989254e+00	5.941332322938119859e+01	8.897990364388917328e+00	1.282251122855719849e+00	2.637497340890653845e+02	1.960556722380588424e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.408049970669531525e+00	3.782423075714479666e+00	2.949935225242462877e+00	2.504782194489941460e+01	8.735925038498722373e+00	1.241877823335800324e+00	8.358381959091899205e+01	2.369995740412111029e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.117165253055097729e+00	6.688927072679607733e+00	5.566110909383489513e+00	7.234646880321747631e+00	1.156371670327261958e+00	1.002294386082222211e+00	1.866010788154873623e+01	2.312956820398089086e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.395301782376958677e+00	3.903572202941079095e+00	1.026768592904098121e+01	4.577073015741167694e+01	2.148781738961325516e+00	2.231658186125503596e-01	2.565766042893825443e+02	9.143959029543609063e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.578913680326150093e+00	9.915727109420428675e+00	8.562680201670792357e+00	1.465264734636915378e+01	9.690734946355570756e+00	4.570510586680623710e+00	4.573844596653371042e+01	1.213521527747560613e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.845552840972402464e+00	7.784044276276322449e+00	1.802125056865621744e+00	1.246071098798333487e+01	8.104313325239131061e+00	1.025370252387117764e+00	4.815243910172819852e+01	1.072721829158379103e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.755657007786287416e+00	2.407120246233094285e+00	1.810950758486403300e+00	1.325165385388661043e+01	8.096550207108451858e+00	1.292283528817074423e+00	1.109492309085841555e+01	5.673628040775336778e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.411320694536820408e+00	4.673500744783996907e+00	5.355762873163671500e+00	1.611260118964815291e+01	3.177023381876877828e+00	7.756678575160362854e-01	7.942214111113865727e+01	5.814495222511408823e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.946294897645699296e+00	9.665505231509710526e+00	9.322862268040035261e+00	1.401798153346070741e+01	6.224189163332868979e+00	4.026515499342597337e+00	2.970133065424680296e+01	1.468600659195962388e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.610143404362418096e+00	1.073300824084487992e+01	5.502082584642731256e+00	2.092257634636338892e+01	7.312050224352832473e+00	1.681943022414372324e+00	8.133879579079909661e+01	9.286106958987041526e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.990492037137430170e+00	5.778595988809930084e+00	4.911612983532352317e+00	2.435669513258875796e+01	7.439644660505639884e+00	1.755338371188820634e+00	8.389280375732975870e+01	1.766420475138632540e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.143092772066982121e+00	6.573302668988070252e+00	1.568491675527891704e+00	1.677322286701793885e+01	5.618597583792332983e+00	6.690100303997753572e-01	9.252206364451484433e+01	6.990310472027625455e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.087344557582544446e+00	2.892342484141574577e+00	6.730998912378197474e+00	4.586733038385986561e+01	1.302926736180593625e+00	5.630810277031350619e-02	8.193705969040472610e+02	4.494044520752226712e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.760713755359594401e+00	9.928901994015614463e+00	8.036804216553134594e+00	7.232304005846221173e+01	5.511881845297978089e+00	6.433112870994097676e-01	4.651550932964549361e+02	7.568050348520297677e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.966939407682017027e+00	2.063650825094272001e+00	4.652283535402315984e+00	2.633740040282597761e+01	3.176633648739255911e+00	6.804442558152550280e-01	1.553536228462404267e+02	1.206434934723485952e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.268703043993611779e+00	9.120407656514094796e+00	8.091986162968629159e+00	1.636745627782457291e+01	5.513580358387448754e+00	2.443652453230629185e+00	5.366348473638677063e+01	7.898139702267115148e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.837514052773551398e+00	6.317434614634924728e+00	9.851087547151387014e+00	6.696739256089873038e+01	1.009733635792544248e+01	1.446243769167285809e+00	2.577237272437093907e+02	1.736099982197515157e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.045898955034338051e+00	6.093121752647915557e+00	3.027933418656822084e+00	1.764299647983312980e+01	4.951753590732235644e+00	6.400159188116841813e-01	1.588581379044591415e+02	7.089486565086725589e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.048498331356833013e+00	6.612043953776719718e+00	6.370170641738819306e+00	3.586606173083629301e+01	8.282115447520908447e+00	1.277417896889209592e+00	1.309686762029335512e+02	1.541858927166074977e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.409212391633511530e+00	3.700297689036172510e+00	3.579507967559154569e+00	2.462877642717986504e+01	1.956410264149656353e+00	2.713583695168416687e-01	2.860645994120438331e+02	7.185845229979647142e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.440292633292456159e+00	2.834023371667138580e+00	8.692476233215980841e+00	4.986808605588529986e+01	7.371267160110685168e+00	1.298264496251438027e+00	1.854426167707653690e+02	3.477662414059271345e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.669744281095744576e+00	3.436294915290786456e+00	6.483580723483385988e+00	3.254925228931195846e+01	9.135750591818576183e+00	1.908268366532057447e+00	1.195533788738111696e+02	4.020534192701346932e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.189849065350191637e+00	1.625332158790945503e+00	7.334986035152600614e+00	3.253414037796476066e+01	2.292190790895918262e+00	3.276621809261592855e-01	2.566163736777394888e+02	9.789337033982876690e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.815363086699394835e-01	8.421360200795987794e+00	9.072769770346512885e+00	1.052995591906747386e+01	1.450183038016173098e+00	6.267713761521545024e-01	9.778874027545093384e+00	1.664744996760347817e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.152207196338947970e-01	4.673854971420302817e+00	4.882140053843700755e+00	6.808211490554849199e+00	4.649065384756713826e+00	2.550217573552955308e+00	1.350325864090074646e+01	1.545501903115454878e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.036653407757880174e+00	2.745778462177470569e-01	9.293107831508358174e+00	5.132235749376510725e+00	1.772748748923519635e+00	1.321175312883313246e+00	3.133257596433707803e+01	2.096177708202278556e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.535107981843686353e+00	1.014763679441979249e+01	5.850989795955139350e+00	3.957458039785455384e+01	7.843010938432793289e+00	9.658246801327918796e-01	1.617758706746797088e+02	8.975114014355504155e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.392326652576005852e+00	8.161838613140012910e+00	2.161984084509184445e+00	7.014211667891427027e+00	8.898115705350765126e+00	2.413359029968417335e+00	2.848584588592003186e+01	1.101017475475027263e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.754804487793953705e+00	8.253825888071057548e+00	6.984926635357814995e+00	4.085669009195837731e+01	4.158233475137905977e+00	1.018946153956304279e+00	2.040524689653459234e+02	3.601983652942418179e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.603967766776429826e+00	1.069202188097702155e+01	8.637469811953094379e+00	7.425557513104311624e+01	3.307173912925623682e+00	2.809008125758292174e-01	7.069953774449500088e+02	6.634619732742458309e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.628118182397088276e+00	2.004820170379825406e+00	3.318749935049233102e+00	1.328021865627199283e+01	4.944834463571320171e+00	1.584698086186144383e+00	3.683863908988858071e+01	2.619823033930863687e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.510883122841795156e+00	4.167885848262733894e+00	9.606234490179588192e+00	4.558478119208321289e+01	8.247816395731600636e+00	1.697927347898881667e+00	1.145559789792796153e+02	1.783283022435967258e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.778864564986243124e+00	8.374678699877334154e+00	9.071512996771037507e+00	6.977318234205814917e+01	6.581657833080964970e-01	2.519850813564465941e-01	1.503390516461251309e+03	2.103951040137046480e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.738740336982111057e+00	7.094376755167647985e+00	5.072480069179390760e+00	9.277284333545946282e+00	6.883503003407813736e+00	1.956223272403676328e+00	7.047292681021721705e+01	1.081690075926609262e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.270504538123924387e+00	2.284834356582414294e+00	9.468979063952792430e+00	1.168230198295421118e+01	5.898673386640290950e+00	3.690877981155700205e+00	3.523378612105406660e+01	4.452062312652157239e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.800463169221142135e+00	8.230074026516348340e+00	2.404549353404440204e+00	7.591395698928647739e+00	6.011310568917462405e+00	1.727019711099932575e+00	1.746744646381274180e+01	1.090823018259857058e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.685782410378418472e+00	3.213339760021428848e+00	2.623862113685122566e+00	8.136220370196625140e+00	3.015330583403417197e+00	1.409913667646198965e+00	3.133504219291857851e+01	1.440955330454323002e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.864945211636666045e+00	2.888445169083227793e+00	2.220110150856187126e+00	2.344870586507786570e+01	6.917125138020322694e+00	8.883361542609802264e-01	1.414329507416841238e+02	2.749668075328030703e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.112586557194568115e+00	5.896259922639289996e+00	9.633300874034173233e+00	7.608619830732617118e+01	1.087053636967736825e+00	8.329578789570810105e-02	1.053874594655450210e+03	3.308145655707478983e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.928408253134046291e+00	6.056322182092864104e+00	6.278184468549977026e+00	4.562595405814556671e+01	3.845972025922196114e+00	7.221424144209056539e-01	3.954212970005933130e+02	3.983552221321613462e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.007769263006541394e+01	6.416498587315809132e+00	1.995633766080487259e+00	1.704406923144389197e+01	8.652736598238284671e+00	8.520529417612983103e-01	1.010905030131049926e+02	1.764452937981870750e+00
