G c dx1dt d2x1dt2 d1 m2 Fc m1 W Fg d2
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 2.16817423e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 1.12640115e+02 8.84456791e+00 -5.12655014e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 8.98781084e-01 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.30523907e+02 1.24403463e+01 -2.04198129e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 7.61292129e-01 2.84393147e+00 3.81616655e+00 6.34817645e+00 3.44481133e+01 3.85205419e+00 4.25546572e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 7.18356561e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 9.84065775e+01 3.16935923e+00 -6.24834111e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 7.44397085e-01 8.91623669e+00 6.37901454e+00 7.14279214e+00 2.03129593e+02 1.21105524e+01 -7.41360372e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 1.55899581e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 2.40037941e+02 1.99118192e+01 -7.01851793e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 1.78101375e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 7.28795688e+01 1.83608799e+01 -8.34583650e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 2.34149602e-01 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.72165874e+01 5.53671743e-01 3.83924221e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 1.42570352e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 9.34678146e+01 1.88979012e+00 -2.18571461e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 2.13915839e-01 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.14668479e+02 1.14246384e+01 -7.37625214e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.08552887e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 3.43268675e+01 1.75352861e+01 -1.14421763e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 3.66248503e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 2.20059081e+01 1.03394940e+01 -2.73127816e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 8.36042971e-01 5.17538239e+00 2.82369371e+00 6.62797153e+00 4.84295762e+01 2.20193535e+00 -6.77034114e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 1.76392923e-01 9.18298185e+00 6.28827284e+00 7.72370440e+00 2.23003024e+02 1.27255674e+01 9.85188221e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 3.99769075e-01 5.84831618e+00 7.31025635e+00 2.96842500e+00 6.34540777e+01 6.60967419e+00 -9.50690032e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 7.54165797e-01 5.48031257e+00 7.12100697e+00 1.53948971e+00 3.00395577e+01 3.25273265e+00 -7.79431331e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.16037430e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 9.92385387e+00 1.98270604e+00 -3.41296840e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 2.69164798e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 2.53917703e+01 3.48596617e-01 -5.04031624e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 9.05690107e-01 8.39892845e+00 6.24633451e+00 8.64501766e+00 2.26769691e+02 1.40541673e+01 -5.04959633e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 1.70173654e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 1.01865835e+01 6.29000963e-01 -3.01080393e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 2.18918171e-01 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.53363719e+02 8.09094107e+00 -4.17092186e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 1.08359841e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.89560200e+02 1.56954101e+01 -8.64592181e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 1.21290770e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 3.45239647e+01 4.66114425e+00 -6.86752928e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 1.07789150e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.28691667e+02 2.85639777e+01 -4.02366550e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 2.58082951e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.92731980e+01 1.20846628e+00 -1.08161534e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 2.10300553e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 1.48829241e+02 1.07506282e+01 -9.60893817e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 1.91148692e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 3.40877640e+01 4.48807787e+00 -5.18537351e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 1.81029496e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 1.11570651e+01 2.65580718e-01 -7.90780112e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 1.53284961e-01 8.18122744e+00 1.07487948e+00 3.32732432e+00 1.46299680e+01 1.60178210e-01 4.33934547e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.74816281e-01 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.39903367e+01 1.25233811e+00 3.59380844e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 8.43664405e-01 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.65832136e+01 9.36144511e-01 5.94727079e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 6.92012603e-01 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.08469464e+02 1.20611739e+01 -3.55439918e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 4.27649389e-01 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.63153200e+01 2.10657648e+01 -1.60291448e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 5.96499796e-01 7.26309206e+00 4.90618875e+00 2.57182467e+00 4.58223296e+01 2.57939956e+00 -7.37356688e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 9.21030874e-01 8.13935215e+00 3.32840478e+00 3.66338826e+00 4.96225331e+01 1.69100146e+00 -4.62110389e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 1.26454490e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 6.59301475e+01 7.00477803e+00 -5.96201612e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 1.02787192e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 3.17058517e+02 2.27724404e+01 -1.40980136e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.96908796e-01 9.15528929e+00 1.08148745e+00 1.45375096e+00 7.19703438e+00 7.08470457e-02 -7.22585315e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 4.21132343e-01 3.49214039e+00 6.30508591e+00 9.01345889e+00 9.92302736e+01 1.49300842e+01 -5.75681390e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 7.09758642e-01 9.85169325e+00 6.51962516e+00 6.19193081e+00 1.98851837e+02 1.09662996e+01 1.57978390e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 4.32455965e-01 2.26640375e+00 6.73919422e+00 6.07527610e+00 4.63960788e+01 1.14966345e+01 -1.59743250e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 8.11595984e-01 2.81814102e+00 3.17819872e+00 5.50250682e+00 2.46419098e+01 2.31585543e+00 -8.80495229e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 3.10755299e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 1.60340688e+01 3.73324393e+00 -4.79491094e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 1.41837989e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 1.49110356e+01 2.50349963e-01 -6.52218655e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 1.05747285e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 6.16563650e+01 2.08354022e+00 -5.04753892e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 1.42155022e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.28772111e+01 1.34198087e+01 -4.10035853e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.51526383e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.75662476e+02 2.25599448e+01 -1.97579744e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 3.01122405e-01 6.53768223e+00 1.12370999e+00 4.65931484e+00 1.71147322e+01 2.45142887e-01 -3.14676539e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 2.66429624e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 6.48594215e+00 9.98591779e-01 -2.18015538e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 2.70317117e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 9.73514691e+01 2.65800533e+00 -1.03727532e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 9.18680625e-01 8.23243182e+00 3.43725695e+00 3.64018079e+00 5.15030679e+01 1.79199053e+00 -5.40716061e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 9.44167336e-01 5.54686096e+00 3.22803793e+00 5.72923277e+00 5.12923245e+01 2.48749653e+00 -2.17752605e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 4.40914006e-01 9.70413954e+00 1.56273666e+00 7.28049507e+00 5.52044071e+01 7.40834625e-01 -2.52869878e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 2.40230833e-01 4.75984881e+00 5.13046465e+00 9.10237700e+00 1.11141098e+02 9.98290588e+00 1.18834171e+03
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 4.42415223e-01 9.85699287e+00 7.59460127e+00 8.12972075e+00 3.04295166e+02 1.95377407e+01 -4.62044831e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 8.13058196e-01 7.01127999e+00 6.46058552e+00 7.08724961e+00 1.60515481e+02 1.23256618e+01 -8.64250421e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 4.69023656e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 1.68520308e+02 1.47626866e+01 -3.54059726e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 1.87049351e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 2.05239075e+01 1.18682080e+00 -4.60827242e-01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 2.44033345e-01 8.93734982e+00 9.56341639e+00 3.66241688e+00 1.56516311e+02 1.39566975e+01 4.26037953e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 1.67677885e+00 4.84740719e+00 8.54642650e+00 1.01000885e+00 2.09213280e+01 3.07385276e+00 -3.26649268e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 6.33316164e-01 2.46010065e+00 8.24581287e+00 3.44759103e+00 3.49681050e+01 9.76723080e+00 -1.09770692e+00
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 5.48972228e-01 1.11346768e+00 8.40685425e+00 2.96102242e+00 1.38587108e+01 8.71961860e+00 -6.20544115e-01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 1.20201754e+00 6.03780115e+00 9.39439457e+00 6.95651127e+00 1.97291830e+02 2.55810193e+01 -2.31348055e+02
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 1.35446419e+00 5.74659660e+00 5.89828570e+00 6.70340440e+00 1.13606176e+02 9.71708021e+00 -8.09977447e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 1.32686403e+00 7.47418260e+00 2.80253816e+00 6.34115244e+00 6.64130518e+01 2.07520030e+00 -3.73109856e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 2.31953361e+00 9.01232248e+00 6.55105247e+00 1.14619099e+00 3.38356711e+01 2.04959430e+00 -2.12753650e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 6.54567114e-01 1.71465926e+00 7.68593344e+00 7.55900249e+00 4.98091284e+01 1.86057202e+01 -4.00649190e-01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 1.34287804e+00 7.58346841e+00 7.64125654e+00 3.91177371e+00 1.13338221e+02 9.51682412e+00 -5.39770520e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 8.02336603e-01 2.68670750e+00 5.69304122e+00 6.98550390e+00 5.34235150e+01 9.43354996e+00 -1.58808990e+00
