G	c	dx1dt	d2x1dt2	d1	m2	Fc	m1	W	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.728170637139245791e-01	6.047296081872915785e+00	9.746316285411792180e+00	3.609457169345839933e+00	1.062091744204169004e+02	1.424259447139856327e+01	-5.306847951854293477e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	3.406395780362396764e-01	5.703593160061044109e+00	2.021020850696761073e+00	5.207903432201075766e+00	2.994456566108736340e+01	8.929745134605980850e-01	2.363563868855844063e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	1.383796631944967492e+00	2.029855241177979330e+00	4.627857606109080812e+00	6.583587947945039431e+00	3.092559882132918503e+01	5.880056782416965611e+00	-2.625086291966874930e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	3.698879528215007206e-01	8.733513845493574124e+00	7.642159217375113833e+00	4.697019426613134208e+00	1.569543938641722889e+02	1.144869048971241376e+01	-2.874389250044185218e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	1.064238197073269276e+00	7.516875023900820629e+00	7.339083866838767456e+00	4.844032882180265176e+00	1.333943466058964873e+02	1.088297730702621102e+01	-5.644319764433874731e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.229473092203668294e+00	1.608891375939142554e+00	4.806315768274544986e+00	3.980865975662934098e+00	1.527642748780339055e+01	3.825915173334247132e+00	-6.282014352753955144e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	4.657204435100422479e+00	7.370195897302123100e+00	4.121860340852386173e+00	6.075662750189117389e+00	9.219459024045804085e+01	4.302606104925774666e+00	-7.320101600551296883e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	6.711492650309724972e-01	5.895091114476126215e+00	4.585057429474751700e+00	8.663891718334685521e+00	1.168554621772282616e+02	7.559066358487776860e+00	-4.445563693959538654e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	2.236134690983152762e+00	1.740841844681061401e+00	3.378354898081061819e+00	2.818613209174932077e+00	8.264534035219066155e+00	1.344439424671275640e+00	-2.319782891759641696e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	1.094891986741871159e+00	5.129928634791559361e+00	2.856868758650668472e+00	9.409054981105130722e+00	6.872254764048275888e+01	3.175417911531520865e+00	-1.713732427837418415e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	1.385356687250052676e+00	5.368194746254565608e+00	5.352272747571156231e+00	7.191911964924872613e+00	1.031316071529137730e+02	8.577012076349983971e+00	-2.438729547022130628e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	1.001583971046456467e+00	2.488487550696140360e+00	3.412974164149980894e+00	8.409353684203054513e+00	3.589733284920489353e+01	4.080169380175994398e+00	-4.007251700285364704e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	1.105788226327414137e+00	9.509638603299190862e+00	3.599117758364566377e+00	6.006269803606986812e+00	1.025572820295550400e+02	3.221920646897433294e+00	-6.453982777233532531e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	6.408648056906977031e-01	8.654024664820720858e+00	6.912574714063844716e+00	8.022008084184895083e+00	2.394150900170031662e+02	1.595349150647312264e+01	-8.541339179484488398e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	2.235102145611799873e+00	7.018288981378265845e+00	9.712315147529297477e+00	1.154455769015821920e+00	3.902896275060562203e+01	4.517089781725692532e+00	-3.348748002363522325e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	2.278973041643656272e-01	5.160631852957427768e+00	6.441682648899275776e+00	8.361692730520905670e+00	1.388939356030494139e+02	1.442975525428993500e+01	6.541069858006891025e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	5.969845597638032686e-01	4.708091704551931045e+00	1.704062990128489607e+00	1.365613725329365424e+00	5.473713033004655948e+00	1.602510154839564827e-01	-1.452899217729831705e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	2.630241454121478584e-01	6.863096718414982256e+00	1.680073741848814972e+00	9.013389495668732820e+00	5.185870345448343954e+01	1.050356065675120520e+00	3.970895113954995281e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.900331119276537306e-01	5.899071085185424224e+00	9.560082542055225119e+00	9.933511553068566258e+00	2.804595889469871395e+02	3.783089944581192299e+01	-9.120362598946860189e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	5.062284685830525932e-01	1.564404526414829633e+00	3.674683979640592124e+00	3.649323497971208585e+00	1.040987864894069226e+01	2.061666580539497584e+00	-4.988090877872864426e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	3.484720170362922143e-01	5.611233297197200542e+00	1.832471981172707265e+00	2.882286326275419697e+00	1.485372073176786856e+01	4.091024685949833373e-01	-1.092285991456687633e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	1.068466310277747855e+00	8.261538894955126722e+00	6.398318797819263715e+00	7.887423692107046413e+00	2.082590302404938143e+02	1.343519226928422050e+01	-5.278305817423049717e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	8.857735213372976979e-01	5.137448846071665187e+00	6.615927262099960515e+00	3.270941991048197828e+00	5.556061899916874580e+01	5.969650884633982635e+00	-5.952986667970319168e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	7.358436176757253699e-01	1.476487546665346207e+00	6.837094045917391227e+00	8.788957866910045880e+00	4.417731155931662101e+01	1.711428989382771348e+01	-6.833238678889184126e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	7.682146249501417001e-01	8.083977089410911532e+00	3.414727550111052334e+00	1.930921362019048404e+00	2.642709515379217322e+01	9.251950536490427535e-01	-8.397922222498614531e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	7.218800200913111365e-01	2.819709339487812993e+00	1.134302658723209456e+00	2.135258910705601476e+00	3.340105836328583599e+00	1.142759605080264501e-01	-1.475073032034224418e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	4.120563822102853990e+00	3.335558954433829104e+00	9.690719083416512447e+00	9.818617591137304146e+00	1.581828465093954321e+02	3.835013774968641087e+01	-9.043469673129240771e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	3.985641728004732376e-01	2.483966073218769832e+00	3.256478017925140023e+00	7.066411595801810108e+00	2.864166560608003564e+01	3.126192215712985778e+00	9.342304224459811124e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	2.756971147708358050e+00	3.972113294835240449e+00	7.086569879090614421e+00	8.614913106245367658e+00	1.213716072309867116e+02	1.802839907767020833e+01	-9.733147548255127735e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	2.168445453440734472e+00	7.815582941787088345e+00	7.359054073202008439e+00	3.905233477683487830e+00	1.125345105381007613e+02	8.843496467030712793e+00	-5.149098150526378426e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	9.002678157249011104e-01	5.678515035909209807e+00	6.489764401166722152e+00	7.089164303572395021e+00	1.304865102837552513e+02	1.243411867505983004e+01	-2.039028132562170015e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	7.619429812035733995e-01	2.842224913939503494e+00	3.814123615098798492e+00	6.347011203682689562e+00	3.451416546491908122e+01	3.859604202814558960e+00	4.256128322685552412e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	7.182395293592607644e+00	8.902705993796642403e+00	3.447146479769182204e+00	6.423029707453420833e+00	9.840991160272102434e+01	3.169972760889001595e+00	-6.266520137289615988e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	7.473572367466486677e-01	8.916042899540306266e+00	6.375046936193376368e+00	7.133528911968539887e+00	2.030434195856433917e+02	1.210915368786661972e+01	-7.392036452891399989e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	1.559259863304422788e+00	8.830490710045230784e+00	8.790853544911639617e+00	6.174230451994049851e+00	2.400747250968813375e+02	1.990582622369132793e+01	-7.043888256710731710e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	1.780813549411560448e+00	3.156291374533452210e+00	9.532085294456299707e+00	4.860501935014342578e+00	7.282219915063302551e+01	1.835020046287457163e+01	-8.123266560316021456e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	2.354593491161307006e-01	5.061458890982246217e+00	1.958445695980677526e+00	3.486931251815565069e+00	1.736061400302842372e+01	5.641591548646837095e-01	3.839984103199159904e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	1.426042464952828714e+00	9.876219163095848685e+00	2.380545994106001206e+00	7.918259443674208420e+00	9.359180188735848560e+01	1.894237278875914754e+00	-2.187794322772695210e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	2.144582958767185521e-01	7.939136888111153034e+00	9.499566372229628186e+00	3.045210928520047489e+00	1.147169631991985597e+02	1.141161763433496645e+01	-7.376067775911500348e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.088915159776119079e+00	1.241432451634285172e+00	7.619008081440819424e+00	7.225547878658471923e+00	3.443610041062952831e+01	1.754140506538490385e+01	-9.535916749234887857e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	3.662111204921187912e+00	1.587021540282714138e+00	8.941797974358840051e+00	3.104794481884608714e+00	2.201110818294800353e+01	1.034689056331936285e+01	-2.327587292779046413e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	8.356112089522276243e-01	5.181662612083580477e+00	2.806703751819459303e+00	6.628229163789704614e+00	4.849100937672318423e+01	2.202932612484808317e+00	-6.736646270095008049e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	1.765513256795632480e-01	9.185187580674405439e+00	6.287531263985960628e+00	7.727488226528972604e+00	2.231216242158450029e+02	1.273838124250781334e+01	9.853595553207964031e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	4.012250122260009322e-01	5.850030502359691909e+00	7.304074590213788909e+00	2.966047326280859320e+00	6.347378115588608694e+01	6.611411873767687020e+00	-9.546225629625787690e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	7.521187728690876817e-01	5.474088212149515797e+00	7.121331259645263145e+00	1.545327097165367425e+00	3.001907665651789614e+01	3.241372391086324356e+00	-7.708917589723601971e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.157703573511331907e+00	1.942875072758105892e+00	4.664567828506573477e+00	2.180371763878414804e+00	9.787042774681999902e+00	1.985634008315970922e+00	-3.902486713684613084e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	2.690850228935302901e+00	6.912801698352527779e+00	1.139002862988808262e+00	6.450271808564123965e+00	2.538509809408534323e+01	3.505602325807944397e-01	-5.007210202562405676e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	9.034699913848065478e-01	8.391396332045356843e+00	6.244088412414561695e+00	8.644952165740924954e+00	2.268357780448428684e+02	1.404932999438732111e+01	-5.034555086881239205e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	1.701159294479802186e+00	4.420843226403693649e+00	3.286044485278602600e+00	1.403666541716484861e+00	1.026247900537832436e+01	6.335998257098716113e-01	-3.051752744189293765e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	2.196009494724004973e-01	7.983272550939044976e+00	5.059928424558180815e+00	7.610025858991253500e+00	1.534041987889350480e+02	8.077569532309137657e+00	-4.170965210586513194e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	1.082388092554967818e+00	9.674865837674133218e+00	9.622480510591309155e+00	4.065441627508856293e+00	1.895167559262444286e+02	1.570335258218572250e+01	-8.648668357080904201e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	1.210968979483391772e+00	2.842762346213764335e+00	4.589549776984704899e+00	5.306595452807707503e+00	3.436530716141872688e+01	4.654103366139809239e+00	-6.412200647872475789e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	1.077985712835791254e+00	5.716724829993879098e+00	8.568962069450687835e+00	9.361889168010900875e+00	2.286519215774733027e+02	2.855608028527147013e+01	-4.048542581518700167e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	2.582001502992913089e+00	3.575564786354076929e+00	2.688458286985189627e+00	3.987923416233868590e+00	1.924877161327913910e+01	1.207553619489572849e+00	-1.090750805721433903e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	2.100702461194139392e+00	8.130541540893913677e+00	7.044546490200310096e+00	5.195369128786737178e+00	1.488041256631051397e+02	1.075409982823609134e+01	-9.690409789142005792e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	1.912601422214116109e+00	6.185719024569311664e+00	9.792609040625620764e+00	1.127357791726185665e+00	3.413740865716759743e+01	4.489392232563768736e+00	-5.124872772659255560e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	1.811405486206424387e+00	6.706920563201723695e+00	1.929239864516869130e+00	1.734347732489879501e+00	1.131643331852779966e+01	2.596259888178832353e-01	-7.945134246038490389e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	1.545813374428286480e-01	8.185459170108057236e+00	1.073784143533038860e+00	3.328504614225241465e+00	1.463988231873006640e+01	1.561203261012900079e-01	4.340485588315286236e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.764719079907599464e-01	4.561448866356667686e+00	4.901253154702766679e+00	1.252280644855666702e+00	1.397294204347660695e+01	1.243253242214808374e+00	3.593773073502086959e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	8.466564221400398882e-01	9.238354981807527011e+00	1.825823747906120342e+00	6.684574681933241891e+00	5.656240874060154056e+01	9.343430009284463544e-01	5.946929006629155623e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	6.915287579611613111e-01	5.788854010374707038e+00	7.740579821975308583e+00	4.827640946008719069e+00	1.084794469854472396e+02	1.206979354746746935e+01	-3.526154830153930497e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	4.277982709130446204e-01	2.425999551289338196e+00	9.236097870915539687e+00	5.931664421975527013e+00	6.624884204806777177e+01	2.106573061926089352e+01	-1.544628349158897906e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	5.959339544691649726e-01	7.260026940279527885e+00	4.910460310307593446e+00	2.563739007730208908e+00	4.583197660495545023e+01	2.586290445318867537e+00	-7.364795909969784837e+00
