G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	p	m1	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	9.249492903947912126e+00	4.132082223558183998e+00	7.139256998411909194e+00	9.748256408694860653e+00	1.212850720323431997e+00	4.507012390912918942e-01	6.890094266685695246e+00	5.405837021048129465e+00	2.019786197115645887e+00	1.965390168339827826e+00	3.466880707175383769e+00	9.002991781314442776e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.800372778053814127e+00	7.865041656140646431e+00	5.199995375896760308e+00	6.435210840771276253e+00	8.185916319412063658e+00	3.303495822700906803e+00	4.875444581387366583e+00	5.160724477472176552e+00	2.875982562453348734e+01	8.155884878340611266e+00	1.587136548831769856e-01	9.901903911498532551e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.856440004462337701e+00	4.617742493582222885e+00	4.662397941625353148e+00	1.636090262853497013e+00	1.424257952547813399e+00	1.845009364593939605e+00	3.553357973651126933e+00	5.311147739438340842e+00	7.453525187011864617e+00	3.204790519520774872e+00	5.122372237675900664e-01	3.861566533269948365e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.473774963381848213e+00	5.366401036838130523e+00	6.799019918754662051e+00	1.580015376882296652e+00	9.005208602500154313e+00	1.840203294755258412e+01	5.975952745059681881e+00	8.682478455782844051e+00	5.966750525451796960e+01	9.097779558505116881e+00	2.434735670833178545e-01	1.165202029971865016e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.909747406745462950e+00	6.634673122801581613e+00	5.856267201776757858e+00	9.533214725779878052e+00	9.889090421974721323e+00	2.999781257735461892e+00	4.102689431187094726e+00	8.482158622991594399e+00	1.029402268358720463e+01	9.194287347296578261e+00	1.398102542831936024e-01	2.360894197776678638e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.542170196910920943e+00	8.907698588556314689e+00	1.671073851193551896e+00	3.668329871221715166e+00	3.591746876852718540e+00	7.984934987789579219e-01	9.294373142514855246e+00	4.617240232191861971e+00	5.339104789348582614e+01	9.537291228595519144e+00	2.290585289730173169e-01	4.168192328577238759e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.604358922288723566e+00	9.800768738359659338e+00	5.594449959356037283e+00	1.896482905815875641e+00	2.841169067248355606e+00	4.354812613300205193e+00	9.352302549997796532e+00	3.989449878935483085e+00	1.089342161370568931e+02	5.707563853953972810e+00	3.427655354014819133e-01	5.140721447167830860e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.464329163141014689e+00	7.905479164533549152e+00	8.221043700873250870e+00	6.385955333635036979e+00	7.851234513314490293e+00	5.141511002910591266e+00	5.584890518811882920e+00	5.365456659308356357e+00	2.963985323902353031e+01	7.131053664453228080e+00	2.080563246109780329e-01	8.341130721786711888e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.176539061876004766e+00	4.756000480964634569e+00	5.124410580607577259e+00	6.602197980198941885e+00	3.215842745367872180e+00	1.259197368242156223e+00	3.997356695788696790e+00	6.177308787394075296e+00	4.379409019514123536e+00	7.932404993262951898e+00	2.156610044750889299e-01	5.390793254663581280e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.537742485137907789e+00	4.860439002639422412e+00	1.450110697086203437e+00	6.857413410760013761e+00	8.716277112165668584e+00	9.485104187804780373e-01	7.546120689015907601e+00	3.137925090350084822e+00	4.435059908340265622e+01	2.186867098053777880e+00	1.766168331022512472e+00	2.068710084783483283e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.897608911204781812e+00	7.649791345523968111e+00	8.163063980154326771e+00	3.392001487413559335e+00	1.868914365189235038e+00	2.252915129637768743e+00	1.363725891413598346e+00	8.104394398795820464e+00	2.285143316071277741e+00	6.392209237938405231e+00	6.051733611779670785e-02	2.819813326535017239e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.239928470972118113e+00	3.246131321796804414e+00	2.756258128045272038e+00	1.179873841419932790e+00	2.151211864807287100e+00	2.565628578586676145e+00	5.181155335152675789e+00	5.345291229058190652e+00	1.751788624983308296e+01	1.386775275308304689e+00	3.524911953383223828e+00	3.372612394152874060e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.243674943202886851e+00	1.919293215607418723e+00	3.392778515123616501e+00	9.792287089773145325e+00	9.815092384297242845e+00	1.734646122921076561e+00	4.030094745677475387e+00	3.939638891891391825e+00	6.233661612026265786e+00	5.487409806191965167e+00	1.169927710541236454e+00	3.042213675175065468e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.603063728800156795e+00	4.198827010996507347e+00	2.489098680117780571e+00	3.376632854747871448e+00	7.094827291332105546e+00	2.744308464352082311e+00	9.296073896003258952e+00	1.939290223262456925e+00	1.291653796471387068e+02	2.357847714278599405e+00	2.013431821434820357e+00	9.721353606890512089e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.845961680751480927e+00	3.595131112325721467e+00	4.038583378006294744e+00	7.089489763472264450e+00	8.618369889434850606e+00	2.403106191041481488e+00	1.125044460924102596e+00	3.136571211536779202e+00	4.352593316449787864e+00	2.691841283790360695e+00	4.883859067396525977e-01	7.716180946999571688e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.991241470109599732e+00	3.701269830355023327e+00	7.898150258721226891e+00	7.377906078495598763e+00	3.847790257599071673e+00	2.105851738528941475e+00	6.004665004678857443e+00	9.520015289848927864e+00	3.987452657708158821e+00	4.315515725471497532e+00	1.014221743762131478e+00	9.568584423751977930e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.693462097315979964e+00	3.057221279955958604e+00	5.679154969854589119e+00	6.575536159293613458e+00	7.115285689514352363e+00	3.083275313560889241e+00	7.665531492015906778e+00	3.748897466333074746e+00	2.113234575791790348e+01	4.848049997708955061e+00	1.108074478210787639e+00	1.114007653523181318e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.098581270685260680e+00	1.472547083327137463e+00	2.826534755364404017e+00	3.808048542698367456e+00	6.293451548391551853e+00	2.376881968882343266e+00	5.257499466657258758e+00	2.515462736337289229e+00	1.439049114955772346e+01	6.589937815587825654e+00	1.245975958687608465e+00	2.214435949930598557e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.230258211869593055e+00	1.161586614254955130e+00	8.904124864485510216e+00	3.476633500532666954e+00	6.463571824163395263e+00	8.346632893965912459e+00	1.797984973915115914e+00	5.158608419782118482e+00	2.413037902122018075e+00	1.652152102395118449e+00	-1.585874107394952937e+00	-4.863672324732831953e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.268011454345915112e+00	9.829026251186153473e+00	8.911003783734518180e+00	6.317564060449679886e+00	7.079285084846995701e+00	5.013929026602430561e+00	9.757507468709922804e+00	3.815092089783842066e+00	8.636645058554658760e+01	5.598788665790275232e+00	3.869116735141827079e-01	1.679659718452540140e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.534058238681693886e+00	4.849066704824933183e+00	8.743713916262597863e+00	8.778033809920801289e+00	6.140786066313741465e+00	3.156500913364364003e+00	5.612574529895531406e+00	1.348692419860713976e+00	4.380581209569087520e+01	2.654482000479495341e+00	1.252542269421456744e+00	6.717092541983482601e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.956959077525055157e+00	4.441518156744161949e+00	3.234888456389366507e+00	9.583188384598843257e+00	4.841876505612071391e+00	8.246292473374136067e-01	6.441576226242222702e+00	3.960234542963583237e+00	1.131058764999052002e+01	6.204596470961226906e+00	5.554015567805344888e-01	1.063604481892264975e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.738129230999674979e+00	7.271661245753704428e+00	5.074725492184979814e+00	1.914273614021998027e+00	3.520038728169645026e+00	4.514213673453743247e+00	3.213976435360336392e+00	5.850862746698147099e+00	2.038414438043655608e+01	6.710294212158612659e+00	1.314897815182552443e-01	6.692492377953048077e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.229310281984965059e+00	3.022694987691669777e+00	9.800684625995288002e+00	2.386525618952963335e+00	7.926818458634285136e+00	1.628566986783301829e+01	5.419034138829180947e+00	5.937743820985462051e+00	2.588870231851479176e+01	6.028266117001027879e+00	6.785319851948680148e-01	7.245188815678048400e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.029477296956847976e+00	9.552413398563855296e+00	7.833950856854195344e+00	9.417408451830016958e+00	3.037541331597493954e+00	1.250874093803377995e+00	4.901075526930616988e+00	4.244584508775450793e+00	1.021480500782610257e+01	7.714276469365462852e+00	1.405390048142596549e-01	5.069080667273785146e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.799299557930613247e+00	8.070879030496081796e+00	1.115984871226718633e+00	7.737396828035508989e+00	7.333900156347169741e+00	6.219656936042939899e-01	1.636959546806837640e+00	5.062251715076678593e+00	7.322872864585680652e+00	4.001196878343716179e+00	1.237102281954631233e-01	3.703226294976698529e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.562547404933796180e+00	1.857607794497334819e+00	1.629384564859076123e+00	9.015316871204081650e+00	2.999935884219163018e+00	2.153124759144151024e-01	1.817356263279503059e+00	9.652745794401596413e+00	-2.164338956014064674e-01	7.892110124484858602e+00	3.703564375518024754e-01	5.215969210949107371e+00
