G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	p	m1	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.890819381430328683e+00	9.228464040641528143e+00	1.350891729434203326e+00	2.624186871763284579e+00	3.921520475104752546e+00	9.278097237536463426e-01	6.076043323569588317e+00	5.915233789892870853e+00	6.371177952587914461e+01	4.731313344369127982e+00	3.141869649716479418e-01	-1.438896227953118945e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.029278423173635382e+00	9.323228248084676206e-01	7.015608985958133204e+00	8.262903177572876956e+00	3.195644052028581594e+00	1.420295560242952781e+00	8.438918446945981700e+00	1.580786069425919926e+00	6.217181359543696217e+00	7.884580324156986286e+00	2.095696499656808598e+00	1.499291424112514592e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.208077668418158446e+00	7.238234752181184284e+00	9.423203422604894186e+00	3.600702248703677721e+00	4.231120034379173056e+00	6.444104461528675110e+00	6.755845627156354283e+00	4.634816573955545138e+00	4.164517578186801217e+01	6.072111727199864362e+00	3.523703126167194721e-01	2.669872269285211708e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.459209391394619360e+00	3.776859984629476585e+00	6.234480162864380226e+00	5.077136361813223253e+00	3.332408101316326920e+00	1.610997352650999748e+00	4.648835632235880588e+00	8.769033821911445870e+00	4.976974470470727496e+00	8.213150638391237379e+00	3.392803319749947422e-01	3.718986209365136020e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.509345181003553638e+00	9.561551705428513515e+00	9.407841353368386450e+00	7.005750809821546632e+00	7.261835875000884677e+00	4.836808519608353230e+00	9.486390177422682868e+00	8.822608798329504509e+00	2.968235898399791139e+01	9.908013363560712605e+00	2.309362537669957249e-01	5.732673828361815715e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.229902212549395024e+00	9.808773465558877191e+00	6.772151190251332054e-01	4.063135800671810571e+00	8.814151839730072879e+00	1.899262095788479154e+00	7.231189698444375757e+00	2.488362234606946721e+00	2.463863347364855372e+02	7.726851535234721347e+00	1.805611215680481829e-01	1.171893149761824127e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.301039647779093755e+00	9.099909098512023675e+00	4.497653601413253099e+00	1.767668150754797551e+00	6.799129723938269088e+00	1.113860784737312137e+01	1.005145666293425144e+01	1.686547333202766730e+00	6.861796094937328689e+02	6.343480970527920704e+00	3.361524720479691641e-01	1.101862951570840687e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.027734770331406366e+00	5.644072697671421501e+00	3.728248318192155519e+00	4.357441193686552694e+00	8.403738448610116762e+00	3.250206250252432483e+00	5.622198546308727174e+00	3.818654726734375782e+00	5.332832359172720516e+01	5.244270746873737288e+00	4.805703738333503838e-01	1.708418209563102863e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.679427542353393754e+00	9.157862532378882037e+00	7.987184078730194869e+00	9.295261900156880586e+00	4.727493211257826289e+00	2.117201791641094566e+00	3.601094915697211629e+00	8.638871195624819421e+00	1.837993859208143288e+00	1.011049327889119942e+00	6.211881584189981043e-01	-1.022016340832838099e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.494112640738882725e+00	8.632256048651200331e+00	9.976923948531334574e+00	6.754531505829890037e+00	2.263174864507026207e+00	1.522737119459003585e+00	1.294525789821321826e+00	2.293017137187874255e+00	4.973806210715327580e+00	1.008937308908645747e+01	-1.631547969533354153e-02	8.519255566022826542e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.794195274217212699e+00	3.662745842464844692e+00	3.525238343507608452e+00	6.956812931952891965e+00	7.791869740102566055e+00	1.576435173423294867e+00	8.147361681466104955e+00	7.528350611942571824e+00	1.134271468414154960e+01	4.542436853771591565e+00	1.044174790111321638e+00	9.876860716854163336e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.624588400105653863e+00	8.312365601092372103e+00	6.672698002186089994e+00	6.323207368556177599e+00	4.237727042639397368e+00	2.018084263596175099e+00	2.184735562813904242e+00	1.876256537411549630e+00	1.579983250488819735e+01	2.584960297521052830e+00	2.639752959310662783e-01	2.878403584862971432e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.195494020876678221e+00	1.276457370179964190e+00	2.711057348547649681e+00	2.636227928955638955e+00	6.810907665567035529e+00	3.517920706262105401e+00	3.954554072643793106e+00	6.606701643462647766e+00	6.157015831490671331e+00	6.926055013318487497e+00	1.170175829059052486e+00	3.630682209072755739e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.037631405730874867e+00	6.443942711172796933e+00	6.429035484284549185e+00	4.388013854202107211e+00	3.228473139210288334e+00	2.201687669517079726e+00	5.630100277518227614e+00	4.035261274867322889e+00	1.878903496668033668e+01	3.821676621951656916e+00	5.817110609481306316e-01	9.257561984846790493e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.507631940694931227e+00	2.985384587822677904e+00	5.292980157643212280e+00	7.423696436398766529e+00	2.071307411976948565e+00	4.675853678373087519e-01	6.347595755602241319e+00	8.346077745955032157e+00	-2.231756535983095091e+00	6.292606440303075921e+00	6.060074247553345339e-01	7.775575263295164685e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.894324478719068949e+00	1.846334792903973288e+00	9.765979087179220031e+00	1.603538037125761040e+00	9.661864132811938788e+00	2.525722969379243565e+01	6.497111850524905918e+00	2.874032036537908397e+00	7.036980456641595083e+01	6.154816569873808874e+00	1.515027483036906819e+00	5.212271894601267164e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.201136554842879178e+00	1.977136975803714281e+00	6.425170866119369606e+00	3.758744471570630186e+00	2.087711735065521879e+00	2.118489655367797653e+00	2.392341010739132301e+00	6.839180010451284986e+00	1.581521550702507550e+00	4.840942425924089854e+00	1.361274884954371656e+00	1.770914535304974446e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.473526736214608945e+00	7.338165053336253685e+00	4.469808606420432540e+00	3.889942458252045654e+00	9.989579636756316106e+00	5.784992751018695145e+00	4.121412678224589676e+00	3.326727945415706600e+00	8.756950441641959060e+01	7.995499820099261079e+00	2.070524168695450085e-01	1.183813322986464556e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.009042373411253912e+00	3.766149196798059595e+00	2.336635588147354170e+00	4.472401550898394973e+00	9.787192971821671250e+00	1.878351846117443102e+00	6.489587712267339548e+00	7.799430534263022352e+00	2.371685446329836111e+01	3.695668442319462343e+00	1.105466427909129967e+00	5.909166449364541274e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.231813488208388652e+00	7.603931211944654933e+00	2.540584510993273870e+00	1.025102504168619255e+01	7.787146274427559689e+00	8.279433922453270922e-01	9.639728609017186756e+00	9.127412894379881791e+00	2.217581387812420246e+01	5.318355177378964349e+00	5.199372852215674579e-01	9.106114306837733707e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.744586341419053888e+00	1.633232701565410450e+00	3.046149761018284163e+00	1.302589059231906710e+00	6.793343928595501069e+00	6.134015250513151329e+00	7.787062535016988640e+00	2.296910689915924841e+00	7.196913038204012025e+01	6.621032139464015032e+00	2.622597202412842332e+00	1.922135034645128249e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.771205920506863762e+00	3.637881030832352369e+00	3.160205700137587392e+00	5.870466067489195083e+00	5.977815141984478942e+00	1.737879232601607260e+00	9.239725851251252564e+00	8.625905135313118421e+00	1.008097203612072157e+01	6.883256683644834339e+00	7.823020174053865183e-01	5.253420538717743504e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.254356609715749471e+00	6.187834026874872606e+00	8.846873533452964011e+00	2.684265870708689494e+00	8.620157425223835546e+00	1.417138507319089058e+01	7.332811749612179852e+00	6.128455109642939824e+00	7.417292951507988619e+01	7.877668231095043438e+00	3.252436371360622469e-01	6.715496246927702195e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.496762882754754109e+00	8.154028963193646007e+00	5.746786980654354338e+00	9.908194066460307425e+00	4.292624800415039132e+00	1.269167170776509312e+00	6.502705735933433040e+00	1.834313513032944876e+00	2.500487299168202426e+01	4.098868727243482724e+00	3.626367474475843400e-01	1.510024638662801788e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.388884341389718280e+00	3.808517533352041351e+00	5.463543051396347217e+00	1.704201300017408771e+00	5.126724061135628396e+00	7.252960861878047893e+00	3.082937577958293929e+00	4.512170069594018784e+00	1.889827851361282640e+01	7.070797618361100767e+00	2.013384711394000381e-01	1.519445040204432296e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.086384498401661958e+00	6.609801291673442769e+00	1.632298808016281022e+00	4.141860500790031097e+00	6.334503320876390120e+00	1.418909994514049533e+00	6.543153530708895715e+00	2.447360757100505602e+00	7.948118129369247242e+01	2.550410974323344515e+00	1.290950634319408596e+00	-3.501265389610905832e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.748689893515670946e+00	9.097278643690716038e+00	9.082282659985436268e+00	7.423642627006815431e+00	5.251342836677258319e+00	2.614756054686510289e+00	7.105469976161992385e+00	7.105281674780700385e+00	1.424270720621835373e+01	9.808261763105836195e+00	1.831677701922339307e-01	6.346890591047930741e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.668591608476793553e+00	6.522690311132850915e+00	7.306365231433367136e+00	7.456529863074366382e+00	5.089291970522073605e+00	2.429510985910149579e+00	6.805336717587888273e+00	8.155989364324680579e+00	8.406319853912332718e+00	4.202724629356367814e+00	4.743002949978141203e-01	1.333394414573962461e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.833538253822289299e+00	3.074231420124599268e+00	1.720554770793049304e+00	5.334230579111215675e+00	4.169966363367561435e+00	9.158655129686975593e-01	5.235016552927465483e+00	1.794697508599256475e+00	1.918853096044937701e+01	7.757010243122794080e+00	4.833985294855965287e-01	1.099283786456113798e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.803314983936728844e+00	1.516113514769530823e+00	7.335851636152297850e+00	3.840003488835411982e+00	5.851195289028114033e+00	5.170262525459519587e+00	5.451462482923359332e+00	5.580895218846483097e+00	5.415723074073970800e+00	1.043650045325952291e+00	-8.262819004922629773e+00	-2.401919228396444672e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.935612936474935708e+00	8.436349660736064848e+00	6.691803990623559351e+00	4.551759188911297827e+00	8.979668138837048730e+00	5.246849641659711239e+00	4.298823954429714433e+00	8.259645311974294302e+00	2.376906018338527105e+01	3.205546244371941356e+00	3.671868289556692866e-01	1.462470460639399672e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.011174787118062302e+00	8.432954479724861230e-01	1.857530506429650341e+00	3.175734023587316823e+00	3.036065657836841680e+00	7.463982291093972377e-01	5.298107105636999492e+00	9.043633620806545537e+00	1.003793753322650417e+00	5.526948144775091443e+00	2.260278690231698473e+00	7.261136403466427192e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.950633325534051110e+00	9.088433459046788343e+00	4.610601150918206770e+00	2.843333860270387259e+00	9.449956814468094990e+00	8.367729163731970843e+00	2.594671300875063036e+00	5.917976698017298531e+00	4.685836763856755738e+01	8.488798017691568276e+00	8.092392069373247065e-02	3.860666629622966184e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.687616353076499820e+00	6.432421641281131919e+00	5.686783912484095538e+00	4.824753978310535985e+00	6.734358195188493212e+00	3.682289202524690275e+00	7.885817629261617334e+00	9.741676471192826980e+00	2.109222071637318763e+01	5.710257979339060874e+00	4.999891137173141376e-01	1.582290942103766307e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.289683840329240994e+00	9.695413325013410244e+00	2.385085224376884305e+00	3.822277349235507771e+00	8.404033749213672522e+00	3.208807016607001739e+00	2.673613155429830801e+00	6.041653804347969725e+00	3.204997123369956569e+01	8.848557756928736140e+00	8.686632433280187804e-02	1.962205080747095920e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.780314845190488882e+00	8.707593313824594006e+00	9.455810654697392792e+00	3.593660795781300266e+00	6.476858353802434465e+00	7.742514238430115547e+00	2.166610110989640070e+00	4.709533383891375991e+00	1.139385105083732874e+01	5.043498171277875031e+00	4.872479455204262871e-02	3.977070702926518209e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.110360365391535709e+00	9.860583143052695121e+00	8.464109421532885591e+00	7.159052673528051081e+00	8.075670996893768105e+00	5.136040418762640059e+00	5.029057309461716585e+00	8.427256601773354561e+00	2.118440352484527978e+01	5.119521298838245471e+00	1.719989441672768460e-01	6.295785955419725077e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.468793303566510389e+00	3.979197249088104904e+00	7.075206248190069047e+00	9.653986153596147091e+00	1.043273901986017105e+00	2.111987377028249069e-01	7.204033978165526264e+00	5.235559228516917685e+00	6.832267875837120030e+00	1.906546932302244146e+00	3.479344447584495903e+00	5.599119065666796624e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.635230624460568549e+00	8.031682857309897727e+00	5.211048747339809495e+00	6.484331877177639925e+00	8.303204057705654506e+00	3.370376547697230052e+00	4.842948827656244681e+00	5.370058256449172340e+00	2.871932948093959936e+01	8.153751554057469875e+00	1.515428614090064685e-01	1.007730091075287504e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.581030941206145179e+00	4.882643104548844093e+00	4.527684867562094873e+00	1.998365730758629111e+00	1.317877779066752630e+00	1.646659702118809410e+00	3.517478233778270180e+00	5.832469515384483216e+00	5.841294849793108312e+00	3.266643386903961499e+00	5.437631292142852679e-01	-1.525799989098881038e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.624953622479561099e+00	4.954062483337158262e+00	6.718471351423222160e+00	1.715904150692072250e+00	8.791447541748537375e+00	1.841395884112591830e+01	5.687117718526720545e+00	8.726047025827915249e+00	6.004900417824211445e+01	9.127103751237045870e+00	2.340865444129318074e-01	1.166989489525813717e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.172858352605533838e+00	6.588240819196935938e+00	5.936850156611964913e+00	9.608201854720189061e+00	9.916431808159403616e+00	3.063023738374525351e+00	4.096444335878124399e+00	8.753606031124283149e+00	7.686625798400807064e+00	9.191045812240099977e+00	1.099410066081596554e-01	2.420010280284855853e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.714075887123508224e+00	8.855578994428380923e+00	9.136706045732868597e-01	3.460722063353494082e+00	4.039532151022625861e+00	5.552329201695800354e-01	9.191182880172725334e+00	4.488648451951511298e+00	5.427846425841639189e+01	9.578560115300186695e+00	2.200776944528985146e-01	2.342219398062866942e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.326978894315454127e+00	9.667918182925129500e+00	5.214551503966172064e+00	1.683951101102602932e+00	3.254940583248175479e+00	4.170003267773987332e+00	9.259842671496221200e+00	4.298302086640656938e+00	1.113018275470852672e+02	5.348295772061037567e+00	3.724943328977665113e-01	1.145292646294471250e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.541403595155715678e+00	7.758074340743059238e+00	8.718688281041202970e+00	6.117263715555175452e+00	7.682828849750987565e+00	5.244725027924356908e+00	5.458526302761880444e+00	5.313261440856916096e+00	2.870041294256756004e+01	7.113387663495971402e+00	2.318643942366083455e-01	8.438073009671464675e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.240795278946493774e+00	4.994407331342994638e+00	5.223664551020222646e+00	6.413080685984875906e+00	3.624724399168096856e+00	1.182081206481776503e+00	3.864702255171707179e+00	6.220273264665066471e+00	3.485019179636053455e+00	8.389739270287011053e+00	2.221155907297314158e-01	5.969439683394436535e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.275044068935412778e+00	4.922859416000409993e+00	1.322690974381899087e+00	7.175212026187492320e+00	8.997356303846213876e+00	1.144289075895166707e+00	8.212313625522130067e+00	3.045443118004107497e+00	4.473741299564590435e+01	2.134851143257519013e+00	1.799640521796257886e+00	1.358968470063636746e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.633541202718075347e+00	7.860336190789728228e+00	7.608244871489571182e+00	3.896152310053147438e+00	2.098071430970129825e+00	2.174795208715543549e+00	1.815269931724081021e+00	8.387436438670460959e+00	1.285413656110499847e+00	6.540725411630300634e+00	9.266208445161232266e-02	2.821518503818088774e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.379802125499697940e+00	3.242698628479379952e+00	2.796726128068955042e+00	7.983977992614184060e-01	2.251226845901401319e+00	2.899340272199661950e+00	5.661381679047404525e+00	5.623886200548160907e+00	1.489059592759743644e+01	1.415941727689609353e+00	3.554720082598139097e+00	7.492250626009122616e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.272935527502379927e+00	1.751363875001225257e+00	3.599581881291664676e+00	9.792098991585191925e+00	9.558978416725208760e+00	1.497474657004144838e+00	4.519311416452435282e+00	3.604741763764292450e+00	5.454383305589633579e+00	5.708378001473083607e+00	1.145960150644171893e+00	3.426546009319867636e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.820701311682269896e+00	4.309288828709403774e+00	3.210996001943446920e+00	3.172048271700066202e+00	6.954091917795033773e+00	2.983519176624381153e+00	9.674150488993454644e+00	2.321855343042994235e+00	1.281019843699910439e+02	2.470269390771658191e+00	2.042822895625651558e+00	-4.074416499153701854e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.009604548478228203e+01	3.320318864948262672e+00	4.494299393167312751e+00	7.462352355769387380e+00	8.848828177467172651e+00	2.451652342748718016e+00	1.101888945407083265e+00	3.795963546872480165e+00	6.868345791881331763e+00	2.872075297804055793e+00	4.812727660444606204e-01	7.968339013249577718e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.355959021603968750e+00	3.580056461023494396e+00	7.565895415986257255e+00	7.396171279577697710e+00	3.590276405555235861e+00	2.158910133904184736e+00	5.941070048636687417e+00	9.446883976808337025e+00	5.581024978320178853e+00	4.420908774109346240e+00	1.006051758825839082e+00	7.566440743091269461e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.578469416173239992e+00	2.814229127058809343e+00	5.537591127824478043e+00	6.488043310181733858e+00	6.804901361102741575e+00	2.899573251074238023e+00	7.730544642059010485e+00	3.711408550155927077e+00	2.311770883320503600e+01	5.067473489454606295e+00	1.091627860351136015e+00	1.282245860487389422e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.220250701891601564e+00	1.208915513454629220e+00	2.437676170832089539e+00	3.614580755230920595e+00	6.431568521038316888e+00	2.510121247695452862e+00	5.307369116390690422e+00	2.856844842633455617e+00	1.597938910251932398e+01	6.726629424857735629e+00	1.244336701829887648e+00	2.624210257092043808e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.541897634122182836e+00	1.186032805979712723e+00	8.668104400472607551e+00	3.025261258619059035e+00	6.213323916479301268e+00	8.468082947428753116e+00	1.483333440526972025e+00	5.164215131910462553e+00	2.577593279265191661e+00	1.400975782819456894e+00	-1.604468217104482619e+00	-4.955905706980960446e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.277248778269119533e+00	9.762246935732290964e+00	8.857474401081111282e+00	6.584976824308692578e+00	7.367177621113728314e+00	4.927528725570319068e+00	9.833514007014954927e+00	3.762708721477141083e+00	8.462844008944047403e+01	5.220553588211728879e+00	3.873019447839420315e-01	1.247592016130965931e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.594042570137679249e+00	4.604299698180301270e+00	8.733845701951564067e+00	8.890400977191852405e+00	5.972823264234024876e+00	2.679869838015773720e+00	5.232492740163202427e+00	1.832387836608631027e+00	4.615781828244452356e+01	2.549290850780334239e+00	1.247283596671630912e+00	3.166702866936051963e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.863885947516046748e+00	4.775427047117544177e+00	3.716396136104701764e+00	9.622765901822461387e+00	4.928117615881201452e+00	5.831370722912296856e-01	6.565432543522876863e+00	3.539953059602507501e+00	1.198464910973125619e+01	6.580168216367988876e+00	5.617338647792986528e-01	1.003007805297032817e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.237019003340849466e+00	7.083560172511957020e+00	4.698006965976480487e+00	1.790933109400039358e+00	3.572653686057216227e+00	4.292167608223634190e+00	2.856612864641377314e+00	5.682388344812842718e+00	1.814025765576494109e+01	6.690798684636196647e+00	1.496893635230281128e-01	6.369863375756555257e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.254566317902158445e+00	2.817437692738199662e+00	9.852457118271129133e+00	2.354002543931135172e+00	7.785934750256292780e+00	1.640504376695619726e+01	5.329253076876049100e+00	6.079054598865739401e+00	2.487544487221603617e+01	6.093056364172631412e+00	6.726151548410137515e-01	6.669347717226552952e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.165005797717921343e+00	9.248572918366212647e+00	7.378427001807263963e+00	9.716744541976305882e+00	2.971184734655776705e+00	1.177593126235739973e+00	4.914794258968679941e+00	3.768532011615104871e+00	8.482366789133555685e+00	7.119257429239621793e+00	1.126684345660312891e-01	4.427549508229618347e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696492600961855501e+00	7.556395174867671649e+00	1.335859969299541206e+00	7.894644278958553585e+00	7.045989404735282235e+00	5.014045995455498339e-01	1.577271690009494520e+00	4.924270423543373632e+00	4.252184123411305805e+00	4.072225225161756335e+00	5.815504302372159068e-02	4.206526269699573994e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.479886616500040830e+00	1.742934913978760436e+00	1.216419852308288974e+00	8.627968955478191759e+00	3.094928456877978462e+00	1.625445330828633739e-01	1.505436252690869114e+00	9.585716420973890095e+00	1.022036865088618018e+00	7.908902497677010146e+00	3.813568518925194994e-01	5.062504831187756515e+00
