G	c	dx1dt	d2x1dt2	d1	W	Fc	Fg	m1	d2	m2
1.000000000000000000e+00	1.000000000000000000e+00	9.854245349125219100e-01	3.762890019801747421e+00	6.661865543320035776e-01	8.931319254399663343e-01	5.913644762695499324e+00	3.860601115280720919e+00	0.000000000000000000e+00	3.564354618464529167e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.918507323139936105e+00	1.092031888101330495e+01	1.386544259841712146e-01	5.371030818660416095e-01	2.955404823059723185e+00	1.292853146485363069e+01	0.000000000000000000e+00	-4.072477390897322191e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.425049976718005595e+00	1.015032417337880410e+01	2.152345792021722326e-01	9.214605585053242010e+00	3.748150084703076423e+00	8.783450428267605048e+01	0.000000000000000000e+00	-2.587471113598125427e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.244480368158622507e+00	1.307245340949565460e+00	1.469594232871374473e+00	2.166518940638107349e+00	4.594962150320707650e+00	7.645324319239712452e-01	0.000000000000000000e+00	-1.477820016048520868e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.435413503360121190e+00	7.988668973452472066e+00	1.423491502853608259e-01	5.399487800700083717e+00	7.521530880427858001e+00	6.055842444106866651e+01	0.000000000000000000e+00	-2.945479609922639352e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.909850810810787447e+00	9.688165843550663681e+00	1.426640507041653794e-01	4.734399709866132788e+00	3.417556122431963495e+00	3.972263866485815242e+01	0.000000000000000000e+00	-2.004186757300563115e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.774607900480406286e+00	2.583510309124374960e+00	6.145836891813309943e-01	4.598733743816026731e+00	7.458708814692389666e+00	1.780882531480312991e+01	0.000000000000000000e+00	-9.357805570068602474e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.488891185504568782e+00	7.275536376012673223e+00	3.097010121848361441e-01	9.712445965097456835e+00	4.356646527132093105e+00	5.552416155870927383e+01	0.000000000000000000e+00	-4.827202418838850706e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.990412780569167595e+00	8.828823527516684422e+00	2.712748660927711830e-01	3.487611817151725635e-01	1.763364202039241935e+00	8.501337570001791022e+00	0.000000000000000000e+00	-3.060356340423470711e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.085887217647345082e+00	1.641477778800704002e+00	1.435477350354835036e+00	6.774852144333379123e+00	7.230026572667822116e+00	1.178980874640654442e+01	0.000000000000000000e+00	-1.712759160466256425e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.135642444233036841e+00	7.743843072982337539e+00	2.073660805428620968e-01	1.020119454391942604e+01	3.069104948099583563e+00	6.469687263320103909e+01	0.000000000000000000e+00	-3.950266865479567513e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.120167555654155489e+00	3.516200987880008455e+00	5.356926779983036679e-01	6.922791892816511528e+00	3.978949833758419707e+00	2.262494864942655681e+01	0.000000000000000000e+00	-4.166376340399264300e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.267698765987025133e+00	9.630623042297177250e+00	1.603154381083300994e-01	8.980137649505445907e+00	6.390386703886430375e+00	1.638139346448779747e+02	0.000000000000000000e+00	-2.956477716368749453e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.992426479897097202e+00	1.026551905608393511e+01	1.508109335931121509e-01	2.231382801789519199e+00	3.634585637346556375e+00	1.314089899944184836e+01	0.000000000000000000e+00	-2.909565052677120511e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546152145841600323e+00	9.634492338234421638e+00	2.382011527978490362e-01	4.023663749082842855e+00	2.413782398250206462e+00	1.509515395464452325e+01	0.000000000000000000e+00	-3.207503949749561656e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.454041356485550551e+00	5.530784590839196824e+00	3.543997623798977314e-01	3.975462842054508172e+00	4.553458608124516083e+00	2.141172017708636943e+01	0.000000000000000000e+00	-6.494324277003712398e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.793890530832028318e+00	8.817036835749062718e+00	1.524801420020331089e-01	7.421812651578804321e+00	9.535221946518941394e+00	1.534204741812372390e+02	0.000000000000000000e+00	-2.788135464164208099e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.183573372451323991e+00	9.044617449136520548e+00	1.259895510952427078e-01	1.069461035836442697e+01	7.504729540107052621e+00	1.456382283491118699e+02	0.000000000000000000e+00	-3.234486318416330275e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.761167147326117011e+00	3.744519860065542716e+00	6.292440517827759816e-01	3.052548692248532092e+00	7.250968274495618537e+00	2.055070458885997908e+01	0.000000000000000000e+00	-8.160622530294402432e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.330193432722231561e+00	8.286781306958143745e+00	2.939812764309560622e-01	6.716460549290770743e+00	6.949069258733896248e+00	9.498685232856709604e+01	0.000000000000000000e+00	-3.058433987306443183e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637728678400454996e+00	1.344506643803421220e+00	1.477249416375257418e+00	2.709223928420155580e+00	2.534863348245880665e+00	2.223421390147435339e+00	0.000000000000000000e+00	-2.275178495744505369e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.983821312530741565e+00	7.024922339941400473e+00	3.186315419640836644e-01	5.239266755383308549e+00	4.419995013897359826e+00	4.162931417273713208e+01	0.000000000000000000e+00	-2.049011625066236575e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677292075182371223e+00	2.097994205830110204e+00	6.265175648706284850e-01	4.202216387214514626e+00	7.048695948485731222e+00	3.002260120232290674e+01	0.000000000000000000e+00	-8.517687015991724786e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.551997865215163586e+00	1.579205656007672376e+00	9.852359985315967128e-01	1.002973733830797265e+01	1.586963731202828631e+00	1.113252345994436254e+01	0.000000000000000000e+00	-1.508356288900742692e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.438448711622747567e+00	2.958625132176346373e+00	1.138035485127018465e+00	7.022539913753360175e+00	3.348817124260733191e+00	-2.934631075183347093e-02	0.000000000000000000e+00	-1.862664803385835510e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.678603149419021889e+00	7.419690582213992691e+00	2.475119949797557062e-01	4.481040475118189370e+00	3.673481288070564066e+00	3.080851156212822772e+01	0.000000000000000000e+00	-4.204586377116036333e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.930140859648724394e+00	3.832434177631900862e+00	5.159880253129607297e-01	1.334460422514367028e+00	4.868271639915530358e+00	1.345463520279802339e+01	0.000000000000000000e+00	-6.189257460212769235e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.750870375724425054e+00	7.965089395618889512e+00	3.400501293759691790e-01	2.626364952130716190e+00	9.625692862326879151e+00	3.589322949180808564e+01	0.000000000000000000e+00	-9.089574627620744529e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.494843374960328930e+00	1.151484323269199361e+00	1.297118504835920838e+00	2.481096240865564795e+00	1.113998067128021630e+00	-6.447298999369451167e+00	0.000000000000000000e+00	-2.065284661337569272e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.539368666802343633e+00	2.667798817950905566e+00	5.841279938843162434e-01	3.483791570210195143e+00	5.884371275559516334e+00	2.123067878180493651e+01	0.000000000000000000e+00	-7.802287804268834837e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.425737507128706838e+00	6.052802366815814850e+00	3.256200988095594440e-01	9.280208486162859316e+00	2.344822669461851916e+00	3.631084042729616357e+01	0.000000000000000000e+00	-2.971669882769154558e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.594824130887316116e+00	7.709962051420613527e+00	2.146170910316290148e-01	6.253907481477157582e+00	9.927612242354470595e+00	1.221391510424899423e+02	0.000000000000000000e+00	-3.955823631973253707e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	-1.284314851373422606e-01	3.925177242683667078e+00	4.180378314276333440e-01	6.521391447548433362e+00	9.840055171232542364e-01	5.207623571811272001e+00	0.000000000000000000e+00	7.542782465671730996e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.163374077192335321e+00	6.816273179688163708e+00	3.052061930028299730e-01	1.950101994857734500e+00	4.814526425771624041e+00	2.323846562199080523e+01	0.000000000000000000e+00	-4.665816733508919012e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.198472932968870808e+00	9.052861168538615999e+00	2.422150548742737775e-01	8.621631034246737713e+00	8.045293607601239572e+00	1.466967036829943538e+02	0.000000000000000000e+00	-2.904761160352049010e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.627951584973861721e+00	5.592027925241835895e+00	2.903707202567319401e-01	7.542517769677413497e+00	7.676365163213834997e+00	9.111916894155459090e+01	0.000000000000000000e+00	-4.628247345717156902e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.213615117114593467e+00	3.111255712046221422e+00	6.062246690491439605e-01	8.676556398715468132e-01	4.698065578284904120e+00	7.034182893581509610e+00	0.000000000000000000e+00	-7.370551222693739746e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.067516528230947337e+00	1.466946014499311834e+00	1.703327460636931745e+00	7.148020337479690234e+00	4.614213677924662527e+00	1.589558199630167401e+01	0.000000000000000000e+00	-2.342445427179028705e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.156815543951137393e+00	8.052015096439548714e+00	2.587208042348487225e-01	5.717838404958166088e+00	3.889410975974659568e+00	6.007696725632857238e+01	0.000000000000000000e+00	-3.596958827601328679e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.225428731817483463e+00	3.462847886217624849e-01	1.745660355485442849e+00	1.578713237721576235e+00	3.330195777841380433e+00	3.479777516443327112e+00	0.000000000000000000e+00	-1.447820596315548825e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.172962107233576745e+00	8.277600023208639968e+00	1.767560134006079808e-01	5.272846803498943302e+00	2.743304042175278123e+00	3.205170244568553528e+01	0.000000000000000000e+00	-3.604738686153186045e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.730663817477034350e+00	6.175871064769517638e+00	3.110525197275326170e-01	4.544880424325213220e+00	5.908399341220065715e+00	3.630594151229063016e+01	0.000000000000000000e+00	-4.864125326566037244e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.495970353766908900e+00	8.339915117166619041e+00	2.730062917590933003e-01	1.859402738752211182e+00	2.323034991442186392e+00	1.045446704006649163e+01	0.000000000000000000e+00	-3.084007204048084816e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.716799438580437709e+00	8.650665236826425186e+00	2.418123218988482148e-01	1.013637270259830103e+01	3.014349638333592374e+00	6.998520986449300096e+01	0.000000000000000000e+00	-3.282343525990553679e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.774666260854751876e+00	1.019951370890373887e+01	1.713292876198125869e-01	7.541445816251218126e+00	7.856657029729587016e+00	1.432774478492619892e+02	0.000000000000000000e+00	-4.078176249854031932e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.014236886033497598e+00	4.013153994417114845e+00	4.556930039725537451e-01	7.361539665855900694e+00	8.401079296445470135e+00	7.235112889536833336e+01	0.000000000000000000e+00	-8.475100189116863136e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.499150483432593717e+00	7.080997258522320870e+00	2.524487260976708281e-01	4.954393411511682999e+00	6.873613081784654355e+00	6.622336815209210670e+01	0.000000000000000000e+00	-2.072617713416813334e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.259873520817051507e+00	4.174290920076156652e+00	4.843301858647053315e-01	4.794303924666180272e+00	1.313701814278430025e+00	9.714406467883673457e+00	0.000000000000000000e+00	-3.608072718837445625e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.560941025123480319e+00	5.753865982013113722e+00	3.678274681911712363e-01	7.719089054968962138e+00	1.818132601650680913e+00	1.093549301943427210e+01	0.000000000000000000e+00	4.207466407018380095e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.026291410065489629e+00	7.346684972836856176e+00	3.412062663577192789e-01	5.836452256906379255e+00	1.032814248282630487e+01	9.822638948553890259e+01	0.000000000000000000e+00	-4.007813863305613733e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.446812279532178280e+00	8.289330831434350344e+00	2.495066670092556949e-01	1.905775414055901118e+00	3.834340997177306587e+00	1.468783373013794247e+01	0.000000000000000000e+00	-2.528268205411074998e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.062484152406438120e+00	1.049198767489196094e+01	1.580820652883013488e-01	5.644862478699996799e+00	2.605169643511522803e+00	2.036458766244097873e+01	0.000000000000000000e+00	-3.494048992691380917e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.241913541229731521e+00	8.296023794220166891e+00	2.078371132459980175e-01	8.197238850439141800e+00	6.124874184180225889e+00	1.130491639679701450e+02	0.000000000000000000e+00	-3.675829788313128565e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.759201901360920139e+00	4.756097400396508412e+00	3.971982093596770347e-01	5.004407625876034160e+00	6.417862070619023029e+00	3.951479613350611686e+01	0.000000000000000000e+00	-5.354783033434046269e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.433165679638518153e+00	4.381732719547863475e+00	3.491204703062393833e-01	1.854709190613995196e+00	7.262490629711167323e+00	6.458942063896447650e+00	0.000000000000000000e+00	-5.095850145018595567e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.188544959415508195e+00	7.314804386217590881e+00	2.356021924489957731e-01	7.672538733293686519e+00	3.168738044316237623e+00	4.937784505213020481e+01	0.000000000000000000e+00	-3.596176949917851973e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.562476598400798888e-01	4.163114552742891661e+00	7.123589216000149049e-01	2.187210282330296351e+00	1.459362182224483329e+00	-3.774311676036463226e+00	0.000000000000000000e+00	-4.537410257397921365e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.074336810280678733e+00	2.093536980414990367e+00	1.001272777325438401e+00	3.368709995136335955e+00	1.032597599598217997e+01	2.173424634580039694e+01	0.000000000000000000e+00	-1.637961205841206747e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.821993042171641264e+00	4.931425890890651864e+00	4.380302170715046350e-01	2.588805788933400631e+00	3.728100770840234279e+00	1.297853375327415648e+01	0.000000000000000000e+00	-1.004470878934208278e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.060199078387709015e+01	3.719533388283512210e+00	6.556233577473140617e-01	2.964699006597852904e+00	6.229512482564230957e+00	2.830216145288959240e+01	0.000000000000000000e+00	-9.010611903983385407e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.970025519040282447e+00	3.414930173383097234e+00	4.979462347497902730e-01	7.804972757371393399e+00	7.174866598928336892e+00	5.499304648917486560e+01	0.000000000000000000e+00	-8.753723276221693217e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.331247082818478145e+00	3.427408224374442369e+00	5.955596323545112591e-01	4.997034056474435104e+00	6.642633254452723790e+00	3.376755265863982913e+01	0.000000000000000000e+00	-7.118868114035933337e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.040118587614153434e-01	2.579275968117575868e+00	1.513240701405248911e+00	3.190052390643089097e+00	3.684137820506134808e+00	2.732424708153136539e+00	0.000000000000000000e+00	1.159777143838423896e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.156607060446679824e+00	8.025332798819704294e-01	1.756601848180675995e+00	7.904538774681816982e+00	3.482830082686204420e+00	1.064712913052969334e+01	0.000000000000000000e+00	-2.891870439440678009e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.932192768970557140e+00	1.039790101417333901e+01	1.955973295289319958e-01	9.979196481091641147e+00	6.538747411710656543e+00	1.372366819660647650e+02	0.000000000000000000e+00	-2.942803175336062282e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.227106525404479953e+00	4.955941313956755856e+00	4.548297510696761026e-01	8.648464449365498297e+00	8.509809607314414492e+00	9.357617410064300145e+01	0.000000000000000000e+00	-6.272534480059551720e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.948460369376499912e+00	3.652550371760657555e+00	4.638777264289513647e-01	2.671564052943574019e+00	9.415887831735480162e+00	3.529795109283774224e+01	0.000000000000000000e+00	-6.260098716278693631e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.449930429617787064e+00	6.297999197312623032e+00	2.204888481736431427e-01	4.904906567985090504e+00	1.313813802156087007e+00	4.744996509148956321e+00	0.000000000000000000e+00	-1.178411522415728357e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.962596384220178791e+00	2.712839392090778290e+00	5.523422813390198582e-01	1.017206029404404788e+01	2.134783811138117215e+00	1.491452876719554865e+01	0.000000000000000000e+00	-7.908034672893461403e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.756918323407124838e+00	9.742963971369627885e+00	1.804782451656770648e-01	8.439798843507785975e+00	8.676177886244873960e+00	1.810040625498369025e+02	0.000000000000000000e+00	-2.291991774642984925e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.047522576969591057e+00	8.565757693386656157e+00	3.029807692401980113e-01	1.093041643393898532e+00	7.691881095012618630e+00	1.884813796166899635e+01	0.000000000000000000e+00	-4.094241316894871030e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.108436596827882425e+00	9.307756216539556648e-01	1.086351784039099488e+00	7.924466062691255530e-01	8.842345986641623412e+00	4.519821163223731730e+00	0.000000000000000000e+00	-1.698520696478546421e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.170243149757536294e+00	5.121332775996889630e+00	4.438049130048600799e-01	4.505994157128323074e+00	2.327939380028504868e+00	1.983952276064881204e+01	0.000000000000000000e+00	-5.089708586872889740e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.496593632899494652e+00	8.846207990117855857e+00	2.338297887006140496e-01	9.341115157635121236e+00	7.254700998508420540e+00	1.257071206261397265e+02	0.000000000000000000e+00	-3.939935202981226237e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.565225925173603372e+00	9.504431708277534696e+00	1.240440529715109569e-01	6.393483816018878940e+00	7.177405900746136602e+00	9.647214718600619676e+01	0.000000000000000000e+00	-2.475549110763760052e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.438813043745346576e+00	5.534067537369794287e+00	3.633871174183271324e-01	6.097343463821160547e+00	7.276128836684325307e+00	5.573164668795194387e+01	0.000000000000000000e+00	-5.499261456818302918e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.931830760920876244e+00	7.492088084555252436e+00	3.250302183833352343e-01	2.042078162703568456e+00	4.327649111671268756e+00	1.919624795795251515e+01	0.000000000000000000e+00	-4.391868523642745159e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.611801095857511079e+00	2.672226172679768030e+00	7.587729547504445948e-01	7.445130053439114270e+00	9.142518905117147376e-01	2.426985282740139027e+00	0.000000000000000000e+00	-1.226972787003090870e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.418025080309270436e+00	9.165743725819382348e+00	1.831008615930450334e-01	9.454861049273466378e+00	6.421951701221679798e+00	1.298274972305827077e+02	0.000000000000000000e+00	-3.138533092824609128e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.811811398534381112e+00	2.980962831157627502e+00	6.682808449848862686e-01	5.081048597519028043e+00	3.098053883042023671e+00	1.471013810362262220e+01	0.000000000000000000e+00	-9.430970916298749840e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.039732436969789120e+00	9.958641398762994257e+00	2.145750051118149038e-01	8.489623859359918256e+00	5.054076451101511047e+00	9.578774302173567889e+01	0.000000000000000000e+00	-1.370186903064531669e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.543287688074590491e+00	7.339183265943161949e+00	3.455336821921121682e-01	9.234937119192933253e+00	1.005499359489848921e+01	1.615821468413143123e+02	0.000000000000000000e+00	-4.341738382553479991e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.017693820600168664e+00	6.840039619286027772e+00	3.287166298584022206e-01	3.365423140473815078e+00	4.310890840775286392e+00	2.302687975301916978e+01	0.000000000000000000e+00	-4.033556429315947045e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.288355514349715847e+00	5.330458324729672626e+00	3.074595636888218797e-01	5.964643181951703177e+00	7.837065598200683603e+00	6.725703830326848731e+01	0.000000000000000000e+00	-6.206621288801212888e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.248198888625763558e+00	2.315085793539330972e+00	6.258182864931585154e-01	3.943505463260143618e+00	1.870641289473636393e+00	9.583864489012103860e+00	0.000000000000000000e+00	-1.142530144776533696e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.450659052911655422e+00	2.916704635940052359e+00	7.736087395229207520e-01	8.832028712090687961e+00	7.830825533697129082e+00	3.310972817831333259e+01	0.000000000000000000e+00	-1.103224625941356507e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.197424068514580497e+00	2.308877003695207986e+00	7.384606187488705897e-01	6.396323439382134879e+00	1.029712725705189236e+01	4.693186658022717950e+01	0.000000000000000000e+00	-1.008094380003888402e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.847673934290953390e+00	3.063477181839277641e+00	7.226759276931727927e-01	6.654619249589656782e+00	2.272046890528414576e+00	8.304556519457939601e+00	0.000000000000000000e+00	-1.023965697368473426e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.314888452326214763e+00	8.401947927978854480e+00	1.610741807831030381e-01	7.590484822090647121e+00	8.388277254557854334e-01	1.611985925936352615e+01	0.000000000000000000e+00	1.086942213351253239e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.576261071217467169e+00	3.890942465144133333e+00	5.042804184532450051e-01	4.400008271952708050e+00	4.180598872244096320e+00	1.802117418647553393e+01	0.000000000000000000e+00	-1.924313664643610422e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.059907489353145493e-02	1.458019010205774180e+00	1.276723371914696203e+00	9.353340224770281708e+00	1.680808888168165094e+00	6.986575434286113051e+00	0.000000000000000000e+00	4.278401115796021670e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.831012025105100527e+00	9.832451261816254728e+00	1.401274249647558312e-01	5.950551535585899110e+00	7.684922924020728630e+00	1.091542219392523236e+02	0.000000000000000000e+00	-3.932127984924617126e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.421527073753469761e+00	8.612041981709959160e+00	2.243216199437069458e-01	2.556253403889823250e+00	8.618386570957920156e+00	4.653911981558494659e+01	0.000000000000000000e+00	-3.197842353193756648e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.640210417829423228e+00	8.581120427845780441e+00	2.635576469475135464e-01	7.792899968997801352e+00	4.110608612455987299e+00	7.663658349007809534e+01	0.000000000000000000e+00	-3.225157785002881750e-01	0.000000000000000000e+00
