G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	Fg	d2	d1	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	5.888647286554402172e+00	1.366068801606943106e+00	-4.858204654212840978e+00	8.856802967204483457e-01	2.578604036322703852e+00	8.410573761311722407e+00	-2.014555328146813817e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	3.525294857228431944e+00	4.559934110243600180e+00	2.890331937202852419e-01	2.922083863686256056e+00	7.342360588812629985e+00	6.452365498847453473e+00	2.244858615645134250e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	3.828822443914433826e+00	7.350010449932732115e+00	-3.334528800020270722e+01	2.465004575384160734e+00	5.763945192276627161e+00	4.365112458112707827e+01	-2.280279576148848264e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	4.120465916107197479e+00	2.703729442931302351e+00	3.129201993527224612e+00	2.148875307504993781e+00	6.680481257969590914e+00	9.141139735682692447e+00	3.427198812183685561e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	6.691987042793133611e+00	6.789695097098649157e+00	-4.144533901934887687e+00	6.497838848857032668e-01	2.740678683033482610e+00	2.811164000194036561e+01	-2.318434123863712060e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	3.857232010208233142e+00	3.361688171926241253e+00	-2.552055508841257314e+00	8.574207465878147527e-01	2.844330821586768643e+00	1.654900897214560374e+01	-1.842610760836016581e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	7.671301878903957316e+00	9.012645838525994435e+00	-3.182107167958828597e+01	1.249604908536711356e+00	1.444256436386416320e+00	8.601077916473809637e+01	-1.993088570548438465e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	4.667103914076850657e+00	9.122611915514937664e+00	-8.140797119494088463e+00	1.581066517793310977e+00	3.971447719962294620e+00	5.053700074005257648e+01	-4.839631963610995768e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	1.621598761358980623e+00	3.636515848720846211e+00	3.972825120129510612e-01	3.262795307717160309e+00	6.026960464062078415e+00	2.999196556957891779e+00	5.472455267059050357e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	8.044340356187779761e+00	3.063724994994245332e+00	-2.128467715802330407e+00	1.949938327698374607e+00	8.699866712125233548e+00	3.898967231333806893e+01	-9.250526328883067606e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	3.674177225069385599e+00	4.668501211227291670e+00	-4.790358888354803391e+00	2.083212182988356531e+00	6.902746417058184036e+00	3.095624128330460678e+01	-8.902036241555993001e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.173985609795511476e+00	3.696470612563533820e+00	6.007335540782873906e+00	4.933177670515551227e+00	3.161918528667428063e+00	-1.683146272772304108e+00	9.910046271055662492e-01	4.956748599998364035e+00	1.838980066167615490e+01	-4.072699533114064252e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.684335869516643047e+00	9.312807243112471767e+00	9.484219488039618895e+00	7.120101147754174242e+00	7.089497859777211808e+00	-3.820885588881236750e+00	6.722762325735686106e-01	9.668791737219628146e+00	1.551881811008667356e+01	-1.294209637493915750e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.331209526187143055e+00	9.691680932885450517e+00	1.414494962789612176e+00	3.899054360778399619e+00	8.344487708001853576e+00	1.462190154330406555e+00	1.292650176258379302e+00	7.438249158295112018e+00	2.605178397435604865e+00	3.697970923457125991e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.134773600249389780e+00	9.493829009481533632e+00	4.829200350861690083e+00	1.518868673774395939e+00	7.118256071440360877e+00	3.344330096373176531e+01	3.588021168106636960e+00	9.365079820233551899e+00	7.629267557260169141e+00	1.925869064075662251e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.022580341163264350e+00	5.322823035626956134e+00	3.359878999079894957e+00	4.365231435520263936e+00	8.357103373169811888e+00	1.984773332409942581e+00	2.225377001493895612e+00	5.772117773040998934e+00	1.724596708096206399e+01	3.943252528373245127e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	9.417761077097962286e+00	4.556187158816468852e+00	-2.415963402583162001e+00	5.486037201242088823e-01	3.424743172159134375e+00	3.352061053638766452e+01	-3.533812506895726102e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	6.772610920501789700e+00	2.474609608597848620e+00	-1.876725497735168613e+00	1.064869665161858547e+00	1.486400263931431764e+00	1.434205232199218756e+02	-2.167478578915249798e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	7.012243103589532289e+00	7.659425048455694274e+00	2.788208665956457999e+00	1.407247533761075253e+00	7.545485297753923071e+00	1.349531932102614284e+01	2.600344451466199303e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	6.691042286275134643e+00	4.262764569397377912e+00	-1.781394691238171957e+00	4.593259933680448048e-01	2.101564716468918625e+00	2.927332463473095814e+01	-1.421116865857034917e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	2.830226220432744633e+00	6.977129344382227316e+00	1.772832726380485502e+00	3.838088464849104042e+00	3.646796295875143645e+00	2.360916330984007061e+01	1.907597204993505215e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	4.845805360160111874e+00	3.378924663011976914e+00	-1.962166159377531915e+00	8.517807461788500234e-01	5.712864624682503667e+00	1.340692889918016206e+01	-5.113140273434851935e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	7.807659765779778382e+00	1.782336455561246424e+00	-8.318682955740359652e-01	8.690260441413379944e-01	6.035421217377822778e+00	1.637233759403473243e+01	-4.144476500952654874e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	1.873301783707477464e+00	9.901145818002930810e+00	-1.551172517992237374e+02	5.944987491428870285e+00	6.460817774172924466e+00	5.148908330473518902e+01	-7.619493489113876805e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	3.520645740941186652e+00	2.378855978095051338e+00	1.616202724874450602e+00	3.948292421149948161e+00	2.477899676116871674e+00	1.074638747459973160e+02	7.151539988227007427e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	3.490288205409360245e+00	9.948294872456326488e+00	3.311442346627776701e+00	2.650753000913734780e+00	4.388581606463072937e+00	2.591492846268373285e+01	2.170782108937536634e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	4.816057208475560181e+00	9.738331146156028240e+00	3.859871533380570430e+00	1.243720805007145103e+00	6.524729054099296377e+00	5.390881363766224510e+00	1.229419203409378127e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	9.844876505720298709e+00	8.159028037425184010e+00	-1.329441510783930802e+01	4.462395193950450811e-01	9.720817675310359007e+00	2.862261788289073738e+00	-2.376388910744781313e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	1.708031564154401938e+00	6.937143799702971236e+00	1.694390914286211469e+00	5.738594406856550201e+00	7.642060951912294620e+00	1.158063937816007183e+01	4.420033634502138966e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	5.670064323823806873e+00	6.200117159911408216e+00	3.955394157489583673e+00	1.434968405457244689e+00	9.295138848656595343e+00	8.410109202769080028e+00	1.448453398081458943e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	2.527983046508182952e+00	8.766674991220472890e+00	-3.870058611300839502e+00	1.174761125999519651e+00	7.816770825839936876e+00	1.008810073500331583e+01	-7.465360581975625109e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	9.737727466804747323e+00	3.573371280352208856e+00	-1.223261892743194856e+01	7.814709524862460954e-01	6.326837740755197892e+00	2.249623371953844142e+01	-1.998637716728100600e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	1.954028742031204358e+00	5.150392975792286165e+00	-2.252845499647367689e+00	1.138067595227824302e+00	2.824497372829061437e+00	1.488114553950888030e+01	-1.740076327861756056e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	4.679159228320958874e+00	6.600800232515002364e+00	6.230132727167093654e-01	2.261203107782371102e+00	6.972584998810174461e+00	9.546340494909664187e+00	1.358074974203073907e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	7.669377772502143031e+00	4.664320541623032668e+00	-2.530495919657798520e+00	6.611302027788993341e-01	6.545624024673382557e+00	1.961155868265590030e+01	-8.226564558247345360e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	7.331737847157985932e+00	4.900145104829160658e+00	-2.234867350222434368e+01	1.200256342852328073e+00	6.394737245141162596e+00	3.237138643920273040e+01	-1.887489101974377093e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	4.786630564999585502e+00	3.960330613870750138e+00	9.699876849802394618e-01	1.426603970113585085e+00	5.415137020869241979e+00	6.411093980818837856e+00	1.683646398269595466e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	4.107228470462545467e+00	6.020433103261023433e+00	-8.836508678520955229e+00	3.046090460741497807e+00	5.795667580167053856e+00	4.829550160099245204e+01	-4.456001536782814298e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	4.578959339443675169e+00	8.642217151733012415e+00	5.954173855986052786e+02	1.538411085225337427e+00	4.065222189570964595e+00	3.135224789629065256e+01	4.413507696603110042e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	3.336682389093691192e+00	2.791376222406859231e+00	1.753798322833094891e+00	2.457321139030930635e+00	5.616444293848961600e+00	7.673225465204304818e+00	4.895262597886028288e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	2.772872165685527079e+00	9.464862687125332741e+00	3.493264756521798020e+00	3.632229345960960476e+00	2.725838059601584984e+00	5.778088195232723479e+01	1.455593479047483356e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	5.408999329000784506e+00	7.181689631929091711e+00	4.924482684979915703e+00	1.849694681294635989e+00	8.228834829276383545e+00	1.824180419232969541e+01	1.933275058967616928e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	3.395940598231757424e+00	8.394413874433036327e+00	1.003054621739060348e+00	2.996899580188959966e+00	2.709545112178290527e+00	2.902424210366683610e+01	4.226498802658526301e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	3.596197650358418318e+00	6.082602443676238479e+00	-4.158790550192976809e+01	2.757850221521167544e+00	1.695570303647411903e+00	1.602979150020983354e+02	-6.669305800728658973e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	6.926247953050411965e+00	8.043335366208641091e+00	-1.018683714667265328e+01	1.119226776497783238e+00	4.892895190060766453e+00	4.082252057213749907e+01	-5.059857238541182056e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	9.734268167524868787e+00	1.236370310473586143e+00	1.178110957880174725e+00	1.427103727790544951e+00	6.892247969679184294e+00	4.265629079593195883e+01	1.264370885854096969e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	6.369191634953446979e+00	8.434003345448070732e+00	-4.277925441376532412e+00	5.067325893168392881e-01	4.991117461144992440e+00	1.067806540160220763e+01	-3.488676820287199831e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	1.602095680287922264e+00	1.312926445995993063e+00	-1.099495316758200225e+00	2.061621767330207966e+00	3.519768528326356449e+00	1.421223264310417456e+01	-2.378253638330811626e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.648384383510724582e+00	9.063142497305564760e+00	-3.777970123836896121e+00	1.207742009786923809e+00	6.073120279618890116e+00	7.523158306260279815e+00	-4.164358993747196536e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	9.584230340869101639e+00	1.001074720568372456e+01	-9.871209501764331762e+00	6.874287825469366231e-01	4.196463308676698034e+00	2.912278643022770908e+01	-3.249969544825943757e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	3.636210450732229038e+00	3.730098692769685087e+00	6.458845254316623041e-01	1.461817871148495929e+00	9.379040694382602794e+00	2.272051521907953564e+00	4.761880950669290087e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.809389644643412787e+00	2.946688083458144369e+00	-2.493601825517365089e+00	2.094569172384234346e+00	9.238663016232795400e+00	7.538799682235039157e+00	-7.532196702955521062e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	6.506559875516604308e+00	7.940970743483312333e+00	1.080212093620197322e+02	1.589491625136081554e+00	5.456556585435486717e+00	4.538371854647520820e+01	6.353682467789807831e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	6.512939276842669933e+00	3.260751280627983917e+00	-6.079270174681211003e+00	1.042197417209002719e+00	3.850114052986482349e+00	2.791822761217834170e+01	-1.741982709694164200e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	6.795670555178064731e+00	8.744449684115501498e+00	2.086524382748823570e+00	8.953933707387653484e-01	7.609022954097087066e+00	3.984214599435238036e+00	2.275849701465378985e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	3.509288548650475459e+00	1.906398236133924673e+00	-2.364758368221287377e+00	1.998111336400414606e+00	1.309337344202628595e+00	1.229434007898440342e+02	-1.207725179581799679e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	1.133581866448153175e+00	2.042916580395252257e+00	-3.676796440733387072e+00	2.619146056785881971e+00	5.316127650664383530e+00	5.010808277127159371e+00	-1.572463803781174541e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	9.646920702512213452e+00	9.885505361276422320e+00	2.224732468400332230e+00	1.834484252412077687e+00	4.027838494468001684e+00	4.410941282106777095e+01	2.919745189582454827e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	3.321307259385671617e+00	7.049119260087338468e+00	-7.203929479502474642e+00	9.658965001154280472e-01	9.257922666977956183e+00	2.589697981998535070e+00	-3.065563274916126346e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	7.087226420878288913e+00	8.692323132069018854e+00	1.931646049541551946e+00	1.947499226849709331e+00	1.101663350618077519e+00	1.487449048932009248e+02	9.597499840512392666e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	7.340813588922443955e+00	3.851885259601719902e+00	7.317434750566270907e+01	1.655943549979063123e+00	5.918333920347918387e+00	4.634960787825299633e+01	5.106985738566084621e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	6.500480402230992105e+00	7.147323765433076126e+00	-4.645681775143649439e+00	1.064596711432511666e+00	7.722227884331838155e+00	1.519698884135641137e+01	-6.552199292197855129e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	3.780540649410931930e+00	6.321220558366404951e+00	-3.353869695640864013e+00	1.704651300198412933e+00	5.322045144411926110e+00	1.124735089810803856e+01	-2.072466505804844772e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	3.384785668800290193e+00	6.358392147445917075e+00	-3.397686129400372579e+01	4.159628417673623346e+00	1.706088583955602145e+00	2.154542390320243612e+02	-5.486579976506352097e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.372865111830310347e+00	7.231420412623240423e+00	-1.365620801163003506e+01	1.359602816006908466e+00	9.797022990174150792e+00	2.366876734852417030e+01	-7.573880222994239375e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	8.740131638966309069e+00	6.238547249754049062e+00	-1.428063358384537374e+01	1.231423691787149277e+00	5.693593564278172536e+00	5.301066757101136773e+01	-3.596862715000492727e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	9.521182429113432377e+00	4.873097542790254977e+00	1.065102167714738313e+00	1.295377419792949958e+00	6.433111710558496732e+00	1.753471127114800865e+01	4.707402723273912102e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.972337598045572404e+00	3.485152828922719159e+00	-1.731001665396044276e+00	1.175050872262057622e+00	3.176394972125638372e+00	1.071582830507702688e+01	-2.106221878328900132e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	2.439636875130005489e+00	7.941171861754027006e+00	-4.616669142714736829e+00	2.390526697658727162e+00	5.310797659966675077e+00	3.265067010258130864e+01	-7.961155704701407387e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	9.563685144033557961e+00	3.047053187243725425e+00	-1.361820464079153581e+00	4.006955473441692339e-01	4.841821380723437152e+00	1.963623659069813598e+01	-4.533884359921564311e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	7.606853019910544411e+00	7.188033901527412617e+00	3.988700801289796760e-01	1.342273416242588668e+00	1.684322840497282314e+00	2.350465365595234601e+01	5.330096915559965964e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	8.973979607679455128e+00	3.077551127531233277e+00	3.264686292274985302e-01	1.845537395754518251e+00	1.987626479347075481e+00	3.943694675297307128e+01	2.439875382693646202e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	2.850355853223382585e+00	6.734770808838136169e+00	-9.550082590256717907e+00	1.848150219312793663e+00	8.561692471179505048e+00	9.063739395798442899e+00	-4.879459263538933556e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	6.306018897816564106e+00	7.869255385660388846e+00	-3.106163565833589768e+00	4.764323776086094586e-01	3.155646446492917701e+00	2.568823327672641099e+01	-2.192490286902449270e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	7.284301412051313207e+00	3.053542739378222848e+00	-2.823492959517540868e+00	7.568375134363575230e-01	2.731327740907939727e+00	3.405126891908700770e+01	-2.358097935371905507e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	7.065353799637460241e+00	1.565538318880858037e+00	-1.810002127739290145e+00	9.514811419901632039e-01	5.566818230905973053e+00	1.954100994697548899e+01	-3.511448133484043410e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	4.700540466920312355e+00	2.160366676145467402e+00	2.523585701619543986e-01	1.958435405077503022e+00	7.912229209668523389e+00	7.405274060158798299e+00	1.035771398899886208e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.046155151436250597e+00	6.410495940189459674e+00	-8.593963305880679115e+01	6.739253536682713985e+00	1.656563672534573373e+00	1.014305191268854713e+02	-2.185637558081488407e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	6.231835355965789525e+00	8.605130618600229653e+00	4.130277286179602214e+01	1.632300705746851266e+00	6.223442736184225055e+00	4.218374943018689294e+01	2.394482005298307570e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	3.139676216028828293e+00	1.374835188866575741e+00	2.507671607434878158e+00	2.251177421057601435e+00	2.022233742946955459e+00	4.729424424277607386e+01	1.374599959062194721e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	4.979943739569469230e+00	7.724534114646896654e+00	-3.427402126369012869e+00	6.051722098602609901e-01	1.301947465064768217e+00	5.691707369093020930e+01	-1.357193513174589938e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	9.570746586888860818e+00	4.170255065667058503e+00	-5.810794251831078228e+00	1.059049530810443063e+00	1.477339479784429477e+00	2.016950309626869000e+02	-1.592588823590089397e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	4.650687658789459888e+00	5.347404725111948309e+00	9.997798089515451680e-01	2.019432660391730305e+00	8.578766110666853351e+00	8.479830649509466411e+00	7.095606445157043254e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	8.595464330724203350e+00	9.307411850730382241e+00	5.216157539024833056e+01	1.061708376145755306e+00	2.139168116470440140e+00	7.560478995891062937e+01	4.811964657894050923e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	2.666878885927245424e+00	4.036387831073586341e+00	1.093896214568856440e+00	3.619622526254106631e+00	1.384629614603291259e+00	7.401193209477234802e+01	8.266274356370725229e+01
