G c dx1dt d2x1dt2 dx2dt d2x2dt2 Fc Fg d2 d1 W m1
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 1.77253129e+00 3.81777093e+00 3.72497615e+00 2.38809021e+01 1.91418738e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 -1.96224088e+00 8.46092154e-01 5.79223817e+00 1.27124284e+01 -5.14139403e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 -8.31859708e-01 8.55801938e-01 6.07974929e+00 1.69561619e+01 -4.01176846e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 -1.55117474e+02 5.94778063e+00 6.40524877e+00 5.19309913e+01 -7.82605752e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 1.61606712e+00 3.94986310e+00 2.49629797e+00 1.07625577e+02 7.20250584e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 3.31100678e+00 2.64858437e+00 4.41763664e+00 2.59994406e+01 2.18528749e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 3.85968552e+00 1.25817162e+00 6.55474804e+00 5.70526294e+00 1.24483008e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 -1.32944449e+01 4.57139433e-01 9.72836978e+00 3.26982737e+00 -2.23972701e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 1.69461872e+00 5.71215578e+00 7.54868024e+00 1.10494876e+01 4.42243010e+02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 3.95550687e+00 1.39643993e+00 9.30343381e+00 8.31760187e+00 1.44704854e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 -3.86978000e+00 1.14421018e+00 7.85990852e+00 9.88226326e+00 -7.49668936e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 -1.22325772e+01 8.06861492e-01 6.32545272e+00 2.25445037e+01 -2.03434718e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 -2.25302518e+00 1.16531169e+00 2.72821032e+00 1.47793276e+01 -1.65200544e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 6.23013985e-01 2.28405033e+00 7.00017087e+00 9.21818537e+00 1.35684608e+03
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 -2.53069416e+00 6.58551589e-01 6.61041609e+00 1.99620143e+01 -8.17521848e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 -2.23487390e+01 1.25414989e+00 6.42222253e+00 3.22782284e+01 -1.93975525e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 9.70065895e-01 1.43790184e+00 5.40807281e+00 6.16625590e+00 1.68555238e+02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 -8.83652568e+00 3.01909117e+00 5.75790944e+00 4.77521076e+01 -4.49961430e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 5.95417294e+02 1.51956014e+00 4.00998274e+00 3.06670627e+01 6.90203561e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.75377131e+00 2.46708960e+00 5.67381423e+00 7.64865176e+00 4.84955830e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 3.49323552e+00 3.64054453e+00 2.77800315e+00 5.73803572e+01 1.45567927e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 4.92463190e+00 1.83881050e+00 8.24656958e+00 1.91810557e+01 1.92382569e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 1.00313863e+00 2.97895373e+00 2.67199259e+00 2.84782150e+01 4.23600442e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 -4.15883437e+01 2.76808001e+00 1.76469661e+00 1.60553250e+02 -4.61431409e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 -1.01870755e+01 1.12372377e+00 4.92621424e+00 4.09073284e+01 -4.94684231e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.17839692e+00 1.43796427e+00 6.92476696e+00 4.25011290e+01 1.25195985e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 -4.27746619e+00 5.32278399e-01 4.93945142e+00 1.07320399e+01 -3.47073125e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 -1.09951010e+00 2.06583819e+00 3.49078719e+00 1.41431287e+01 -2.38894284e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 -3.77814348e+00 1.21342024e+00 6.02354066e+00 6.96467545e+00 -4.04202298e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 -9.87110862e+00 7.11617905e-01 4.12302102e+00 2.92579387e+01 -3.25758088e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 6.45686298e-01 1.44942093e+00 9.39580921e+00 2.65438509e+00 4.77375666e+02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 -2.49361340e+00 2.08529526e+00 9.30380626e+00 6.90090023e+00 -7.43051118e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.08021241e+02 1.57614222e+00 5.52134638e+00 4.51984253e+01 6.82099965e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 -6.07941688e+00 1.05693508e+00 3.95095595e+00 2.72420657e+01 -1.79366222e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 2.08662758e+00 9.33454037e-01 7.63419173e+00 3.68042633e+00 2.26944229e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 -2.36470274e+00 1.98914423e+00 1.33041649e+00 1.23408985e+02 -1.27495713e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 -3.67692647e+00 2.63188899e+00 5.27292105e+00 4.78378940e+00 -1.38807397e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 2.22473856e+00 1.85157431e+00 4.02691055e+00 4.44555239e+01 2.91982257e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 -7.20429983e+00 9.90016718e-01 9.28482297e+00 2.58708379e+00 -3.04271526e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.93151143e+00 1.95278209e+00 1.10802725e+00 1.48771538e+02 9.77539902e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 7.31742255e+01 1.62567794e+00 5.97533388e+00 4.69186332e+01 5.08842725e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 -4.64567217e+00 1.07429523e+00 7.66597223e+00 1.54829010e+01 -6.52312260e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 -3.35403942e+00 1.72556234e+00 5.36516189e+00 1.04716598e+01 -2.13185891e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 -3.39767987e+01 4.14711918e+00 1.76862727e+00 2.15370388e+02 -5.58091462e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 -1.36562628e+01 1.35628691e+00 9.75215251e+00 2.37305346e+01 -7.51009952e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 -1.42804558e+01 1.27208865e+00 5.66209388e+00 5.23729699e+01 -3.70435147e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.06490049e+00 1.28266838e+00 6.52767620e+00 1.76740900e+01 4.73319310e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 -1.73105805e+00 1.13421003e+00 3.12948804e+00 1.07479861e+01 -2.09876016e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 -4.61705380e+00 2.44042554e+00 5.35148277e+00 3.23021478e+01 -7.75642754e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 -1.36228463e+00 4.24406160e-01 4.86234543e+00 1.97771984e+01 -4.42797110e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 3.98721977e-01 1.39693069e+00 1.67406258e+00 2.37672479e+01 5.32400339e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 3.26455353e-01 1.84698233e+00 1.95544318e+00 4.02297224e+01 2.45466988e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 -9.54989903e+00 1.82914678e+00 8.53725268e+00 9.39315967e+00 -4.71415373e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 -3.10633911e+00 4.74408039e-01 3.15837957e+00 2.60210056e+01 -2.46905400e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 -2.82353376e+00 7.30128029e-01 2.75462444e+00 3.39954919e+01 -2.20027312e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 -1.81010652e+00 9.35544620e-01 5.54420306e+00 1.97557432e+01 -3.70308740e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 2.52022948e-01 1.92577476e+00 7.91872418e+00 6.64617476e+00 1.03597134e+03
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 -8.59394731e+01 6.71699152e+00 1.55751867e+00 1.01802548e+02 -1.57626710e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 4.13029522e+01 1.64003234e+00 6.19127128e+00 4.16910615e+01 2.32867337e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.50771748e+00 2.24989708e+00 2.07289399e+00 4.72169445e+01 1.21941022e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 -3.42756146e+00 6.21840302e-01 1.32814946e+00 5.66332849e+01 -1.22412545e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 -5.81090191e+00 1.06347534e+00 1.47469557e+00 2.01432613e+02 -1.53334456e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 9.99953595e-01 2.01824624e+00 8.50747697e+00 9.26011156e+00 7.08577358e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 5.21614286e+01 1.06333757e+00 2.06175235e+00 7.56088537e+01 4.47757920e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.09412928e+00 3.59386749e+00 1.40636228e+00 7.41041728e+01 8.13833249e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 -5.22729099e+00 1.54455946e+00 4.94109898e+00 5.38044149e+01 -5.33962138e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 -4.69987347e+00 1.25267081e+00 8.59594125e+00 2.65374213e+01 -2.34367121e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 -2.08222811e+00 3.27567474e+00 3.36167539e+00 3.76096971e+01 -2.71490561e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 -1.30513111e+00 1.39266491e+00 4.79541356e+00 7.66161033e+00 -3.00447374e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 -7.33816891e-01 8.83862170e-01 1.35930279e+00 4.36420320e+01 -9.13256872e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 -2.58676311e+00 2.01491436e+00 5.04170663e+00 2.03042451e+01 -3.34165885e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.00471900e+01 1.07544192e+00 6.19851773e+00 2.33415251e+01 4.01576295e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 3.40246999e+00 6.38184871e-01 6.13816348e+00 6.97230483e+00 8.19746244e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 -3.69313733e+00 1.35066432e+00 3.99184023e+00 3.61710682e+01 -3.10070393e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 9.66147262e+00 2.95542301e+00 3.83979863e+00 6.25544819e+01 2.66966843e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 -1.47432887e+01 1.44037662e+00 1.95961257e+00 4.16901089e+01 -6.01374866e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 -6.99836415e+00 1.06287689e+00 4.30118489e+00 4.85247991e+01 -5.58901409e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 -3.27337745e+00 7.46787112e+00 1.89545202e+00 1.17030438e+02 -1.31319466e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 -2.42335623e+01 7.60516354e-01 7.89936350e+00 6.35946257e+00 -1.79763636e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 -2.49221492e+00 1.09820199e+00 9.69646868e+00 2.18234491e+01 -8.15632967e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 3.42166048e+00 7.75076766e-01 9.73067011e+00 3.64979504e+00 1.24663656e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 -1.40785911e+01 1.43344820e+00 8.78563989e+00 4.38403113e+00 -1.68324219e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 2.14533674e-01 1.92482698e+00 6.40712934e+00 1.77906157e+01 9.08957726e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 -7.05769448e+00 4.88224681e+00 7.30779128e+00 3.30430476e+01 -3.09908321e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 -7.82694857e+01 2.71434299e+00 3.56685222e+00 4.39311096e+01 -3.91358814e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.96242399e-01 1.31542443e+00 6.67693378e+00 1.24571508e+01 9.68206181e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 4.68214571e+00 2.17328854e+00 5.10084594e+00 4.85187552e+01 1.66028921e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 -2.63148129e+00 2.60897439e+00 5.33815606e+00 1.07715414e+01 -5.06450385e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 1.83532797e-01 3.38184900e+00 7.81998904e+00 7.35064514e+00 1.76239353e+03
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 -7.17470086e+00 2.92172955e+00 3.53726520e+00 6.49131994e+01 -4.29027984e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 2.89293434e+02 2.62735779e+00 3.86235651e+00 5.77468445e+01 8.03549508e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 3.01114386e+00 3.01646676e+00 9.32177612e+00 1.73822919e+01 3.21553242e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 -4.03113265e+00 2.69965840e+00 1.50601865e+00 8.15534900e+01 -2.10092213e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 -5.21487541e+00 6.29351524e-01 5.37070869e+00 8.58485184e+00 -3.73187876e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 -3.92494795e+00 6.91761254e-01 9.21520720e+00 1.68586115e+01 -1.16487228e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 -7.64245291e+00 1.08547171e+00 6.49326707e+00 2.27167234e+01 -5.83364064e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 9.64948070e+00 2.30691553e+00 5.91766367e+00 5.53868074e+01 7.29914470e+01
