G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m1	Fc	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	9.396172426732116278e+00	9.897547718018389062e+00	1.865884069202902396e+00	3.861311295667164689e+00	4.525299165594772077e+00	2.934841662571556320e+00	7.243834492892264443e+00	8.102171681978523665e+00	8.230048924760867024e+00	3.455413801001476060e+01	9.155444366849707194e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.704881572523648359e+00	9.574173023429887408e+00	9.236757055290196305e+00	3.606110971016487365e+00	7.097563963920148211e+00	8.561530371449521670e-01	5.446196222700307565e+00	9.341206607648548044e+00	3.130918532038958535e+00	1.178717966603585410e+02	6.186192114398316733e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.363754473623769226e+00	1.330439041284316559e+00	1.959182025389068382e+00	4.296027688864377581e+00	2.671122550931642969e+00	1.311236733735614113e+00	6.689572073485503978e+00	5.431937451143092233e+00	2.394376442128586024e+00	3.253130601605174377e+01	1.923109160500467496e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.579676869228509251e+00	7.412657658924625359e+00	5.525502729657130629e+00	6.496029692837592684e+00	6.574393223345213144e+00	1.247704709265965217e+00	2.636246545293018162e+00	5.386211057623647491e+00	5.588654853813879164e+00	1.446930033832657791e+01	1.109301637853936207e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.794480917856724034e+00	9.605413942400884864e+00	5.217077694647389130e+00	4.246093592332691458e+00	3.522890140474242315e+00	6.391150514433766583e-01	2.638104582595661718e+00	8.116792919372146642e+00	9.056604714408299728e+00	1.065420987504613493e+01	3.721683217260160603e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.874981540179126771e+00	2.272966505950427152e+00	4.425147487077640385e+00	7.509434990654093589e+00	8.726308026484726810e+00	2.138138467632580753e+00	1.081659117430984640e+00	1.681063985232883695e+00	3.657071675422501222e+00	8.000551188924379886e+00	1.179315527512276773e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.143289338309464220e+00	5.696239071250557728e+00	9.330837480186847444e+00	4.483726789008963820e+00	9.081306605254628295e+00	1.004480052804166856e+00	3.941464695200525004e+00	6.103405896948713938e+00	1.391046208799010753e+00	1.229745912490219411e+02	5.948283184258620793e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.710914272903221622e+00	9.357852228615493928e+00	1.199791737021213445e+00	1.604542453071605923e+00	3.827975990024497399e+00	3.335420517949157837e+00	6.285408975222269490e+00	5.321987425059789167e+00	4.244971713646971345e+00	3.119580960357794197e+01	6.246584694877792998e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.561559615227150477e+00	1.706220769181087338e+00	7.390570359089355001e+00	7.690695248775779369e+00	3.110884108943859250e+00	4.947352589946862889e-01	8.848019867948716310e+00	1.930150159676465638e+00	7.453829024134178916e+00	4.503563894973005688e+00	-2.705048294843966916e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.414458788932348554e+00	7.747632507113154432e+00	9.365919073489942903e+00	3.534315104847225442e+00	4.457735667357466625e+00	4.937250555174926281e-01	6.528341630621291358e+00	4.870478101239152480e+00	5.716221569188318696e+00	2.533080682877023193e+01	6.523909108892807396e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.275840289503085145e+00	3.335561833065481263e+00	6.249394860977699473e+00	4.992909116387834523e+00	3.355140096686715090e+00	5.713834176739954751e-01	5.087398078342242336e+00	8.210659624242536481e+00	8.088530433959116195e+00	1.687596614802134809e+01	4.911165223619883946e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.307008655833067579e+00	9.207503265373944146e+00	9.309022068113856463e+00	7.404465756689643463e+00	7.028212542676905095e+00	7.050677373492755251e-01	9.789977619316188040e+00	8.977384128096714377e+00	9.547059277736035909e+00	6.192855860644122146e+01	7.409177295998809143e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.305594553773188338e+00	9.328068967848436088e+00	1.401605800973971805e+00	4.059490224602479103e+00	7.652206470819426620e+00	5.755090020085316560e+00	7.855510400085505829e+00	2.367443124022463596e+00	7.898334857272982568e+00	1.931161138812942468e+01	1.380307604653301823e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.873331952983076754e+00	9.345241488329564916e+00	4.969517640411687864e+00	1.121510384848815045e+00	6.790015908547856860e+00	1.547309780922645706e+00	9.110924050391522755e+00	1.799493978645934522e+00	7.096245139413424496e+00	1.765993375528959675e+01	2.796900258978832099e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.754158864579681953e+00	5.580256891619336912e+00	3.301786393091542315e+00	4.731306987712119216e+00	8.800748744852684879e+00	2.517585938452665761e+00	5.732765145459032041e+00	3.402609701847075563e+00	5.317310159664756952e+00	3.347186341885312544e+01	3.275811841929716195e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136049131086617869e+00	8.754797910010742257e+00	7.457375622687507644e+00	9.888760498591690151e+00	4.977180647108939482e+00	5.500721886393303839e-01	3.485815491001708288e+00	9.275197863910717544e+00	1.624424497378508692e+00	9.748344401793711711e+01	3.307653277596829611e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.395582406604137127e+00	8.496948603274235623e+00	9.694969410618911709e+00	6.806078020694650732e+00	2.550137757623364809e+00	2.393068666088179475e-01	1.330727441996574223e+00	1.853773371527496661e+00	9.682759878978629331e+00	1.814237681641848399e+00	-6.362335604443829506e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.511308002911553316e+00	4.023524107904898450e+00	2.760375108264875532e+00	6.839785225168110827e+00	7.855097673496839406e+00	2.286918633207974949e+00	7.686157510249506331e+00	7.180490287961813323e+00	5.047754452657943425e+00	9.712960069656503492e+01	7.622614717202198165e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.234118735753988227e+00	8.239089339891673802e+00	7.098278631793785820e+00	6.546647006233511590e+00	4.032304211539217143e+00	5.203870900996424576e-01	2.085136341997805953e+00	1.682187518893016209e+00	2.460606922096930660e+00	6.889481914738015078e+00	-4.183528974789989530e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.125117046349573435e+00	1.776168047229744529e+00	2.504965665668675623e+00	2.735842092638030909e+00	6.970587775192176316e+00	2.489910484676596703e+00	3.492785958657628420e+00	6.618326603641528472e+00	7.223896360353686319e+00	2.474791115371612449e+01	4.789890019517950037e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.698493471567876778e+00	6.368455281759401565e+00	6.601046747368990886e+00	4.840431628693289134e+00	3.772244355697287332e+00	4.660034387391627786e-01	5.583422557422086818e+00	4.213966420296722859e+00	3.400737434001766868e+00	2.219330787495672652e+01	4.402281959574905201e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.414775034678864563e+00	2.958317342418953722e+00	5.095987566141726433e+00	7.676043532915601375e+00	1.847063616868803715e+00	2.471431049739535313e-01	6.422440629180467653e+00	7.949736813669835200e+00	6.532779286246175765e+00	1.550910431167537062e+01	-1.508166085892234776e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.655096590377043597e+00	2.248338654643236456e+00	1.010956148337656835e+01	1.680017380732775178e+00	9.950924683171198382e+00	9.384288275118670697e-01	6.131922143077229492e+00	3.021486680076751696e+00	6.370348903089810833e+00	2.964825812646500580e+01	1.492715543156950631e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.825801977213094673e+00	1.953848569987891359e+00	5.977303501078060854e+00	3.777571808587593782e+00	2.354936749950291563e+00	4.387827502776853184e-01	2.175904956536119705e+00	6.606059847390650219e+00	4.910356077914721951e+00	8.765627009364120426e+00	1.525434305102586841e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.423403944549958666e+00	7.710531921423009472e+00	4.347507067340652398e+00	3.556511235247888258e+00	1.021565334021934035e+01	2.492241354027858069e+00	4.512102868938580258e+00	2.987378627684771804e+00	8.236664413556919584e+00	1.760795135774413467e+01	1.763337500699863014e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.668958743497028330e+00	4.000470183628493714e+00	2.299785073891856158e+00	4.603326107532079270e+00	1.010110192430009945e+01	4.724378146090897346e+00	6.546361649484318868e+00	7.213913183698681841e+00	3.321263569906819590e+00	1.437472090673300045e+02	1.270860857474666972e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.064740901237193782e+00	7.824996019260739288e+00	2.721112667131623919e+00	9.902167313326378562e+00	8.321299349027986736e+00	3.560801869482284054e+00	9.368580205174541931e+00	8.656271082950103946e+00	4.951392432354721151e+00	1.414571017434741691e+02	3.882166300030540640e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.908441951107410439e+00	1.616359868017547941e+00	2.605987488236692240e+00	1.651336298366430588e+00	6.952856501611344164e+00	2.210783165532384409e+00	7.406198601008969540e+00	1.596981521955949557e+00	6.071317741759301612e+00	2.040992201456547406e+01	1.194873021780914257e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.297257704831572767e+00	3.667552926152161774e+00	3.064691577943495115e+00	5.473954450455963183e+00	6.103101750396584535e+00	1.955421556061680777e+00	9.079383283036788654e+00	8.738524039749108852e+00	6.910596533786586448e+00	7.144372626824024053e+01	3.565249544690613703e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.289640052820656191e+00	5.639345453924797802e+00	8.814708873278341628e+00	2.937744790308703280e+00	8.983654391363154801e+00	1.034360053262135093e+00	7.683893324138828085e+00	5.810281269390689118e+00	7.542566164509249660e+00	5.275652284574855599e+01	6.022300601305047962e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.501403538816066252e+00	7.811373992588530157e+00	6.091987334017002986e+00	9.772599205791548727e+00	3.304853414024999658e+00	6.406625945584120130e-01	7.018074875409076263e+00	2.348138227380754728e+00	4.725838773517365254e+00	8.322671435981007448e+00	1.602280077084506482e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.144400092073468045e+00	3.662464568397886033e+00	5.791509686033188942e+00	1.961098826258498296e+00	4.965497142225152594e+00	8.298795346456393496e-01	2.645209922837384653e+00	4.695585217989807880e+00	7.159784332366950110e+00	7.492858826596133781e+00	4.421393588885358383e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.785766954776416782e+00	6.943364875210962239e+00	1.933450995500008318e+00	4.609813117806211835e+00	6.179308767757571985e+00	3.106042150175441829e+00	6.758435787014178686e+00	2.415264550760522599e+00	1.910547304957016745e+00	4.782201608920485825e+01	6.668003048361366325e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.777890279245164074e+00	9.170376509113076224e+00	9.169405717663355659e+00	7.761119273779801375e+00	5.037125892454933584e+00	4.810638392666937713e-01	7.165010635515375981e+00	7.201622093529892688e+00	9.875816489954022614e+00	2.261526954315802485e+01	3.635604848511472920e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.976703109408127546e+00	6.197516002183049544e+00	8.225480592321826379e+00	7.321452053866858378e+00	4.651106412142865132e+00	6.760018410476105188e-01	6.665878833319259122e+00	7.763416953807017684e+00	4.820528556960384847e+00	5.734875660439210066e+01	2.304004884674457898e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.251586634414314503e+00	2.610863035831162637e+00	1.637722305350594709e+00	4.782757072966912659e+00	4.082592478344343689e+00	2.607128144761085231e+00	5.606898999290448771e+00	2.295792704512598092e+00	7.397205533503655950e+00	4.315681658240569263e+00	2.737427571346735533e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.643116412540804205e+00	9.102140269285972085e-01	7.495697585811830876e+00	4.407240965499680918e+00	6.043891086292577874e+00	7.519340143104465968e-01	5.529384160453048480e+00	5.187666542590495311e+00	8.847135233719899405e-01	1.645332091458359400e+02	6.451799034987251957e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.822609572092324548e+00	8.614834644979927347e+00	5.907371878217563044e+00	4.194593653196539762e+00	9.444307946321206515e+00	1.462029338331519046e+00	4.336817372349974775e+00	7.890101189851974617e+00	3.127899586655522146e+00	1.010188631610519252e+02	8.177931678013996475e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.657095785361923923e+00	1.107068980974810435e+00	2.090032881092328321e+00	3.039730019245747261e+00	2.934107199311668523e+00	1.568370772557231119e+00	5.897725712456392877e+00	9.457935327091838928e+00	5.017955106724245162e+00	2.497275812587135491e+01	2.417482644782215573e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.031598821981356906e+01	9.198556172392548191e+00	5.353610330182177357e+00	3.058296168145256733e+00	8.902748164806645548e+00	1.834966510458865052e+00	2.818351149065537964e+00	5.486786980891125154e+00	8.725780645214602060e+00	1.881414694519478559e+01	3.660426662022580047e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.179672309897727089e+00	5.608082500448690944e+00	5.067857484263511125e+00	6.001252373985176192e+00	7.521915746481713683e+00	1.206705564493502747e+00	7.775772152116279479e+00	9.650326752713274558e+00	5.394068887374030119e+00	1.002207570612896745e+02	5.989218596097118308e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.202850584089546260e+00	9.919053440520141152e+00	2.322814510163345503e+00	3.654043746713174556e+00	8.304019353530049941e+00	3.480407119724124865e+00	2.666528353639289861e+00	6.016101840861338701e+00	9.370412119642697490e+00	1.568029860289682809e+01	5.904156112149495783e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.061051500573007900e+00	7.721688435690705177e+00	9.232634060682432420e+00	4.091738084642245532e+00	5.950994066524854631e+00	6.331280193111784582e-01	2.239232209098091175e+00	4.246801278690864656e+00	5.745474345313496656e+00	1.026362134238618395e+01	9.006506349513351495e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471062373975038362e+00	9.884432139435743281e+00	9.393771833353286027e+00	6.793233738943480482e+00	7.832493346959084057e+00	9.914548485814186352e-01	4.986667235337256088e+00	8.797943274619193232e+00	5.514169700942487040e+00	6.135940028153533632e+01	3.196826733076577298e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.011006503328840012e+00	4.374912819641902040e+00	7.196599554250340702e+00	9.544398010117033593e+00	1.199078139910991769e+00	1.467948456785826139e-01	6.821498795843865537e+00	5.158887025752671995e+00	2.349614976068131966e+00	1.919287289927155982e+01	1.647842820692184063e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.001866617904538792e+00	8.140351338407095128e+00	4.996201461761723195e+00	6.556304083148995154e+00	8.415130797627394799e+00	1.634460151520753302e+00	4.876783510075501482e+00	5.267406229943066620e+00	8.129951446390625946e+00	2.732242420030124919e+01	5.075271359678398042e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.542534065167902035e+00	4.523996768717386985e+00	4.519381721896248649e+00	1.950938192393390169e+00	1.185455702035072001e+00	3.689812656845917749e-01	3.447102845764220991e+00	5.076385500849398547e+00	3.248675063121286399e+00	1.125318935193077863e+01	2.604217560734794379e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.981603327626610289e-01	5.597526098585130505e+00	7.081071524719582122e+00	1.325256648797400683e+00	8.870828553482979828e+00	1.322835910145739202e+00	5.804199268535628065e+00	8.657006665424404446e+00	8.768971617861538448e+00	5.224954740490870364e+01	5.952625657777233847e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.948575895856012430e+00	6.873467935319732547e+00	6.158719506669984689e+00	9.505097434966092607e+00	9.955249744511975862e+00	1.691967075177410074e+00	4.111707191271995576e+00	8.481795489705449498e+00	9.171542967238371702e+00	3.984746325545997081e+01	1.738730836114632439e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.475862965196364840e+00	8.673358525664708552e+00	1.780801583951595601e+00	3.668304406424523378e+00	3.008570342100212347e+00	2.280817950505443559e+00	9.791564305109519140e+00	4.331695265948058093e+00	9.290567176380818637e+00	1.560744336644123109e+01	1.508379910631832210e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.441864747476587549e+00	9.944351025947678835e+00	5.495034867869486916e+00	1.644853902716233662e+00	2.500278928785074406e+00	4.776919729138063286e-01	9.668487725143112499e+00	3.630225828006738986e+00	5.639271527814528895e+00	2.127383590138190073e+01	5.769517439395386305e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.251712933468809297e+00	8.110176234230236147e+00	8.342070661432170908e+00	6.239225388901469493e+00	8.343088267302567473e+00	8.837494773057125164e-01	5.314425235589002483e+00	5.631517641090823645e+00	7.032682543658504315e+00	3.243260320922870932e+01	1.697864244382878951e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.041614808241763335e+00	4.590076039967875943e+00	5.163780625954990988e+00	6.841031532002419091e+00	3.366518250263033973e+00	5.863288462689524305e-01	4.300946111344444489e+00	6.031741459990374032e+00	7.922666474925623703e+00	1.046299440943720072e+01	5.200726991086089157e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.833785689663823604e+00	5.263502838252763105e+00	1.209124023869220688e+00	6.963672301486885097e+00	8.647103854767435038e+00	6.077731192064120158e+00	7.842979657655380521e+00	3.420296166791504611e+00	2.741990027278329745e+00	9.607290314443297063e+01	7.444653421856970965e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.003629331749103848e+00	7.405878279314584312e+00	7.820714982516705049e+00	3.622734115452735271e+00	1.463659588862978200e+00	3.661342059837301433e-01	1.504146963663772318e+00	7.997798654950798003e+00	6.880667205249825891e+00	5.141794323984369086e+00	4.911624873812598047e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.009407750911876622e+00	3.189074867586264794e+00	2.926010411027985647e+00	1.227177618590788777e+00	2.118259209171679647e+00	6.705959054956880383e-01	5.391398375035857171e+00	5.732523425038217546e+00	1.686885692930593983e+00	4.815027169835128973e+01	1.816270169010358870e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.691884114061400268e+00	1.646631727017647817e+00	3.381824230659659758e+00	9.448775018076952747e+00	1.008067849992438347e+01	2.976697515664839866e+00	3.771699917183514383e+00	3.748458434502634606e+00	5.957495364646537617e+00	2.576647056532271662e+01	4.667026048876885369e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.423500584773097488e+00	4.220349864157295627e+00	2.635127946177785674e+00	3.372558193256882220e+00	7.783330987879905294e+00	2.823469929288779934e+00	9.173569215497701990e+00	2.361959770549639792e+00	2.772632715452281627e+00	5.655987096440783546e+01	6.763055280173137618e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.924549989039284981e+00	3.288336195305568754e+00	4.190323258790385808e+00	6.826534773764846520e+00	9.137281658834805143e+00	2.269374260743177274e+00	1.336504281009704531e+00	3.197033664768185623e+00	2.640330087480499355e+00	1.640994649420523643e+01	6.468273798279135178e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.779192434302698800e+00	3.584958768860491141e+00	8.224716967951790636e+00	7.275286936714266517e+00	3.677409140553617117e+00	5.112622152968929745e-01	5.644278458545896271e+00	9.652270856798878640e+00	4.252068894249487307e+00	5.139573830478131100e+01	3.125515348254535652e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.596398821095970977e+00	2.661145292970062748e+00	5.460259057770230129e+00	6.209586599637523463e+00	6.953324039108170318e+00	1.248637277622397956e+00	7.380478230661599248e+00	3.472813551830219225e+00	4.954802086430798447e+00	4.134014907802063732e+01	9.227225216304152156e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.902631332880983628e-01	1.601313035706287469e+00	3.017928703704598092e+00	3.650818301799191090e+00	5.947417467671719749e+00	2.179590908345376388e+00	5.449154605554324959e+00	2.718072092109339088e+00	6.552284877599914736e+00	1.561457172396436910e+01	3.295810522653623842e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.319477070264715834e+00	1.259967480303632037e+00	9.107311439764540495e+00	3.464356078459684962e+00	6.199128514985537741e+00	6.140806681804666933e-01	1.552051339492785509e+00	5.353835151750541144e+00	1.392094201078297289e+00	3.517895237806006747e+01	5.379989982679357041e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.574048524960018014e+00	1.019197322351180723e+01	8.830062921428247336e+00	6.255186120110975523e+00	7.084824858946316972e+00	8.548336595043333208e-01	9.978154162855533471e+00	3.675546984780069248e+00	5.612439259916490286e+00	4.737379637383359920e+01	9.056537208016514739e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.560951066936015152e+00	4.753213484984097015e+00	8.868850131730638964e+00	8.555816215448551532e+00	6.078243755303655682e+00	7.242001621498301844e-01	5.455205091453684041e+00	7.360100249697651975e-01	2.225367258364822742e+00	2.144253494669098004e+01	6.336574489497238893e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.958194234887473684e+00	4.774328294734195843e+00	3.070052075277873271e+00	9.828569803842668762e+00	5.421117374118558985e+00	1.570415075034851116e+00	6.594711878077004208e+00	3.605493861542519163e+00	6.202536089425886523e+00	1.724367854190304072e+01	2.112749611966185270e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.605551181666446725e+00	7.127751479249878841e+00	5.643299166345411066e+00	1.920782496776417547e+00	3.125070213016900134e+00	6.459211497269640168e-01	3.219481029432350372e+00	5.594123153248788505e+00	6.470970720809091858e+00	7.869113455866654228e+00	9.695003372936628061e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.091057886657225140e+00	2.995763400111719488e+00	9.893854910956045856e+00	2.250563874234509321e+00	7.904950624227704559e+00	7.922717552231793858e-01	5.219239851295331967e+00	6.087630363457778415e+00	5.988740520002888701e+00	4.293797753255778105e+01	8.598735574656799940e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.284816934902816676e+00	1.013769105526378134e+01	8.072764983828378149e+00	9.209654692439556811e+00	2.474473978730321821e+00	4.378964033472852457e-01	4.796608197841632837e+00	4.082546619388800480e+00	7.695723677328337509e+00	4.694450746796092311e+00	-8.896413297202558912e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.968836298925214834e+00	7.942288736023795259e+00	1.171625325085823288e+00	7.122126504194316254e+00	7.321306002146804381e+00	5.879838174239953474e+00	1.487529297232068837e+00	4.904523878829731842e+00	3.926247760310504820e+00	1.434116006461528414e+01	1.788841604308202875e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.163167483241699607e+00	2.146126308136279803e+00	1.454422573051592948e+00	8.886843227579374727e+00	2.734585445400682602e+00	1.870344931818763268e+00	1.950339741422700168e+00	9.535630564676432996e+00	7.447833369691509553e+00	6.637904382699383099e+00	5.323694199650708470e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.143310351749535769e+00	4.891655081675128969e+00	4.815922140223344527e+00	2.450652946667506882e+00	6.928268932917978518e+00	1.235948471110632996e+00	8.273453195498515100e+00	4.795767060570407025e+00	4.577623378028698120e+00	5.285857000553252760e+01	1.056647086188905860e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.437146534518036534e+00	8.752984970613512772e+00	9.486636413999548267e+00	6.480998873714522546e+00	7.644444256114481639e+00	7.429412949464783145e-01	3.097069377695047088e+00	3.336376553461598782e+00	5.480042127549752173e+00	1.660427419625169421e+01	8.195753254791853237e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.554028279800327095e+00	9.136618533106995343e+00	6.060468384351806570e+00	7.318238695411889871e+00	2.586598236484164204e+00	5.217816062276261491e-01	2.959942274925544847e+00	3.244986591720115943e+00	6.684044859406245820e+00	2.493053025637457232e-01	2.277473909323224355e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.184531609596084500e+00	4.919252948248314716e+00	5.397185087769101663e+00	7.542806567634531056e+00	9.668243646295882066e-01	3.433609550322385129e-01	5.232381985369442212e+00	4.951414390002292443e+00	1.315009796379807083e+00	3.603309706963958803e+01	1.363539470743758208e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.345907568376568442e+00	6.835208499953655981e+00	1.700686857134859231e+00	4.733744459489122924e+00	1.912234319175635466e+00	1.098055289180457139e+00	7.785116646864318035e+00	7.827619951980996582e+00	6.888538882697816668e+00	1.816923880680946723e+01	2.950742125892574919e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.957144496991703342e+00	2.985742244719893357e+00	6.960690549553189221e+00	9.418704567188312948e-01	6.519167472043815970e+00	8.870586484511354675e-01	1.699682723853961130e+00	2.588516913150679777e+00	6.514432014269028848e+00	3.909023522695237229e+00	8.900674563912643222e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.779270213344405605e+00	9.945952361150030896e+00	8.261523033277784478e+00	5.737475161866610662e+00	8.759815803825556912e+00	1.005622483474870155e+00	5.621354575755852956e+00	7.477154463650134808e+00	3.881468102948161913e+00	1.019849203912705207e+02	5.424685643653230471e+01
