G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	p	W	m2	Fc	m1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	-1.301699654909675274e+01	4.736662462832833320e+00	-8.968414915943773380e+00	6.497362414674379139e+00	8.565323986613153195e+00	4.701597373805817881e+00	8.035638281262896498e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	-4.825254007018235036e+00	3.989924756264278560e+00	-3.743989155947995418e-01	4.361538912751237618e+00	1.291208797879522363e+00	7.430843890853972233e+00	9.580024806125504000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	-8.943434674972289500e+00	5.980680664432162175e+00	-1.681735279948554052e+01	7.192691908288765923e+00	6.778807976265946778e+00	1.040435406569138133e+00	2.325389797984350437e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	-7.804260931122619205e+00	9.065476621253585776e+00	-1.723076754688318246e+01	4.027816681324799752e+00	8.908437510908779444e+00	1.900599137497045232e+00	7.467416260836856168e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	-4.788493801163594021e+00	3.293885044759467640e+00	-7.106831971477733934e-01	5.006048006509165482e+00	9.338263161971449122e+00	4.969225186673130956e+00	1.225903688704290673e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	-3.449786569750622700e+00	8.810043660794512732e+00	-2.375500844914795451e+01	2.849016977267690987e+00	6.225321154882112573e+00	9.201026042461132093e+00	2.641052639279286129e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	-1.055388603377547696e+01	8.163359407901515041e+00	-1.289743383137005495e+01	9.066665840648830965e+00	9.363509825421823862e+00	5.384855185699708890e+00	4.657353107013288707e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	-6.171035483077048411e+00	8.278636808830981408e+00	-7.088212010405205099e+00	1.966113521055831592e+00	6.079495349662402681e+00	1.023598756498564910e+01	3.333072461019907617e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	-6.844171433808401872e+00	6.325768254752658137e+00	-2.402012377126792941e+01	9.446209224366226564e-01	4.869735730413603747e+00	5.998105070354611712e+00	-3.925937142296810123e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	-1.348749568055582770e+01	8.113866647390596043e+00	-1.672607804814144572e+01	4.861455436186705725e+00	9.102819645340566979e+00	5.171665725236713307e+00	8.850028722750080590e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	-1.848234027426207859e+01	1.203385208459553990e+00	-1.427100502959010253e+00	6.906825608726306243e+00	5.186791517297410614e+00	1.935980203446987957e+00	8.073530037829689832e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	-9.708386008114157306e+00	8.668729235327377936e+00	-1.018698975683639318e+01	5.328643700533360672e+00	5.727663714165286635e+00	9.411325284550843051e+00	9.081387982818102955e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	-2.906245514362416849e+00	2.079330344958488119e+00	-2.377101061325199716e+00	4.300159461807049333e+00	5.172427538438092220e+00	3.675203943061685408e+00	1.424532419727723820e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	-3.854625664750788161e+00	9.432479234315211514e+00	-4.522218302656509081e+01	6.451463187890474238e+00	9.018698657625968451e+00	9.134048745868518893e+00	3.473396447691514055e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	-1.787459957186461423e+01	9.795115384425464811e+00	-9.798207950451761405e+00	3.361710980085650835e+00	8.477748156716915062e+00	9.296607956685093654e+00	5.655736020584370038e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	-4.614391242173885743e+00	3.600717230983615291e+00	-2.171974151082948001e+00	8.808216337231096205e+00	3.639486015542791719e+00	9.569319388420357342e+00	3.627062024065413937e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	-3.013629733783182552e+00	2.585935113597475077e+00	-1.337055487901361417e+01	8.865844122058911481e+00	3.598917875198548000e+00	5.673008233900449504e+00	2.607343153636836064e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	-1.255253127442267314e+01	8.277831246946833588e+00	-1.907112013962769126e+01	5.947993173111507659e+00	5.888712217185353204e+00	6.521799014350461832e+00	2.576909633122443921e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	-1.347087101001886111e+01	3.598553550336031748e+00	-3.874847824644835015e+00	4.283805861627973499e+00	5.989773446215302499e+00	7.791752289168804246e+00	1.886782848765496112e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	-9.062404914734905503e+00	8.603711920106960065e+00	-1.938764214854935330e+00	8.326293678000540766e+00	3.805178175878138003e+00	1.412094675423677170e+00	1.129431545265193790e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	-6.464529916787414621e+00	2.648126012555607200e+00	-6.261100067355581444e+00	1.636607646624356427e+00	7.485591289790138880e+00	6.795760412187944688e+00	1.066658413005201389e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	-2.476643810628502695e+00	2.718490474108038235e+00	-4.226407140064232237e+00	4.928679057119232709e+00	5.757028440941919456e+00	1.237914937177970076e+00	3.417248896755755538e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	-1.525428633781404208e+01	1.080561827845217771e+01	-3.064726349147984141e+00	3.918942148077882770e+00	3.980553419331613885e+00	5.892307185858239649e+00	2.251158149077996384e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	-4.662399382395000735e+00	6.634335516965546908e+00	-7.174992809965451634e+00	8.483060635385498927e+00	1.827143218778139566e+00	1.712869339990381823e+00	5.392731174540369921e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	-1.225791412355959586e+01	8.567411833735336657e+00	-8.625520210682518396e+00	1.452638501188642683e+00	2.508634130645114979e+00	3.405886583788207300e+00	6.390687370032532399e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	-1.411684659593323765e+01	3.811927080958796399e+00	-7.407994473631026366e+00	5.631866154243732048e+00	9.657776987353203779e+00	4.978578586435149056e+00	5.605792575451803117e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	-1.020405368886608244e+01	8.506582130807878173e+00	-8.742603928530250812e+00	8.337644355735186252e+00	3.197079534277182944e+00	4.050979458301463332e+00	4.486305551542981362e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	-7.377874514304608944e+00	6.353537654934265255e+00	-8.623701947580650895e+00	5.694495642827904547e+00	2.173730490755389155e+00	6.338344232723257754e+00	1.131543312504378562e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	-6.960997806662237330e+00	7.117483672326532229e+00	-2.402353050434231463e+01	2.831848772121411173e+00	5.069534895118943396e+00	1.457629032515130652e+00	3.758572885849694067e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	-1.246867914411616596e+01	7.706424667335017631e+00	-1.710534142959107839e+01	9.982460119499455331e+00	3.564843203025604534e+00	4.765197900216478821e+00	5.746915054551698887e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	-1.631269511618450707e+01	6.132508648342574809e+00	-1.202445103589012376e+01	5.882129900555889357e+00	1.875528253812260626e+00	2.504821928062602066e+00	1.713685011457575413e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	-1.539550165988043240e+01	4.891797776771309003e+00	-4.509643206319672082e+00	6.427543371532618011e+00	2.499320691481921486e+00	6.463872171454132953e+00	1.797099862173621077e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	-4.779321183685808272e+00	3.768061504751857527e+00	-9.827006900640864018e+00	2.918502816942789124e+00	5.799945268489070216e+00	6.485903803288625369e+00	1.695742348443977932e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	-5.189129634098714305e+00	8.602372637453330029e+00	-4.629416394295888892e+01	5.209581703777974582e+00	5.768067786351151582e+00	5.095475605648466910e+00	9.578030859300534772e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	-1.738803112754313318e+01	2.942761351048717611e+00	-4.495648135429781256e+00	5.410496061266748313e+00	4.204400483233642127e+00	8.057271407881717806e+00	1.279645291659722659e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	-9.754147130838573432e+00	6.954167725815972645e+00	-3.044650723174703977e+00	9.341905489649715566e-01	4.729651332956720466e+00	3.597611873744058553e+00	1.941014423835363800e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	-1.263411415657321157e+01	3.607805855829117725e+00	1.292073132135543645e+00	1.990185625824096194e+00	1.024663002632324194e+01	7.519399089658929114e+00	-1.596963730229376210e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	-4.939171413661260779e+00	6.003278150493764009e+00	-1.734207106221354167e+01	7.623073227764611381e+00	4.255946200766571152e+00	5.792938430751518375e+00	2.435131818610381060e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	-1.281476842369595737e+01	7.861370634932581147e+00	-2.084302819839183485e+01	3.363000465253191962e+00	3.396361159285445463e+00	5.569526827292865967e+00	7.426925007321696626e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	-1.310905273318983610e+01	3.545895673723321817e+00	-4.619615689433511641e+00	2.503066820819756622e+00	3.676570891989562995e+00	6.400773321310628816e+00	3.270747962762021643e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	-1.236566064328349768e+01	1.773843298743524866e+00	-4.668271784912467748e-01	5.820499155746578168e+00	5.148169744214676768e+00	5.300883616343594618e-01	2.408623789073330954e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	-6.913070397148916690e+00	1.869935127852611290e+00	-2.523118680331011277e+00	7.511376300231972891e+00	7.145259337372134034e+00	7.401862549863823304e+00	3.501552421358363887e+01
