G	c	dx1dt	d2x1dt2	d1	m2	Fc	m1	W	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.263441967398248877e+00	9.729854619157896067e+00	4.384947538341464335e-01	1.537611356317793776e+00	3.950415971468228093e+00	8.380156969940980360e+00	2.536932014599141283e+01	5.676425481959100239e+00	-2.760129742938582931e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.130554962037783717e+00	9.553804923821877182e+00	5.376642669294898758e-01	4.747448399275377540e+00	1.490386241697370995e+00	6.989578936000942377e+00	2.603022561094121556e+01	7.213755520406850419e-01	-3.700688254868542693e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.020386005323471679e+00	5.308885429422792512e+00	1.567923091105882349e+00	3.402559875055066740e+00	4.421185862468447247e+00	8.408942011048374354e+00	6.142518233702985953e+01	6.697421264676506780e+00	-8.713236851071830547e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.811342744064965871e+00	8.703692300775923485e+00	3.235928415105984168e-01	7.548995826322316915e+00	9.461388288472170061e+00	4.507343471116029399e+00	1.638860746296134607e+02	1.730080117386308558e+01	-3.570461022357685010e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.641157732261509850e+00	8.544723860787096115e+00	6.631275794469246865e-01	9.886889828680535786e+00	6.805120102429710549e+00	2.349034860159257221e+00	7.952460475595098899e+01	4.577654406278962362e+00	-1.299713274339263158e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.321606082489852341e+00	3.857753015001637031e+00	1.641253276845297870e+00	3.422535440481097258e+00	6.991038099670676687e+00	7.647856334219419239e+00	9.027023116769548494e+01	1.588219243303764827e+01	-2.201941049965676633e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.463105799099039261e+00	8.501230666811782299e+00	1.640428417483387469e-01	6.828597568790089944e+00	6.680281056491842229e+00	4.191660025271207957e+00	9.894357925245597585e+01	7.885314924005630388e+00	4.066366822894494248e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.455544078312374090e+00	1.341305374528941829e+00	4.869472938957758679e+00	2.799003884911644757e+00	2.808459885275706114e+00	7.064670802914041481e+00	2.744314132951739538e+01	2.214672815869702216e+00	-9.448833764948882941e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.547248828059612169e+00	6.330649451000815553e+00	3.941817466495868838e-01	6.239750476461358275e+00	4.711058955542898552e+00	3.516962825349303046e+00	4.942102615980495273e+01	3.169805151651559516e+00	-3.442361775429542803e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.647514940377535098e+00	3.084628226841840792e+00	5.307602168725600311e-01	5.179069182982810382e+00	7.687449838375965960e+00	1.722974973943116161e+00	3.585225970085893010e+01	4.256283435725018549e+00	3.228356733671463985e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.582764220748217099e+00	2.066698465573269861e+00	4.570760245789142751e+00	9.751459702971573051e+00	1.938983290948434801e+00	9.940325420541698875e+00	9.202899615315818949e+01	1.566465495419359311e+00	-6.050561717223185809e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.733229984414460745e+00	1.741561643108849200e+00	5.712354789472054328e+00	6.520283614229708924e+00	3.561471538395816427e+00	2.515738247671913896e+00	2.745715427323891333e+01	1.168886800097524103e+00	-3.103397636319964903e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.213378979193810991e+00	7.285127539469535840e+00	1.143816231955191220e+00	4.147825692162871114e+00	3.482591893661433069e+00	9.831100935839703681e+00	7.260701805726415614e+01	4.930326153262843292e+00	-1.278553111152907151e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.769927315689811653e+00	4.041335253397389415e+00	9.068032836011243880e-01	1.932594989665217478e+00	4.863414285478743437e+00	9.860405350485006437e+00	4.785403826082642809e+01	9.809569435552623062e+00	-8.655242562644989146e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.831501961047868887e+00	7.535780689871259597e+00	2.570552722836382809e-01	2.423742423213179009e+00	9.831745963187509929e+00	8.202691995474788555e+00	9.511990048693665756e+01	3.277260505449045525e+01	2.253384565325980660e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.088743101979433803e+00	1.661365241692262851e+00	4.490804412665386991e+00	2.917256538160954982e+00	1.610526256290968128e+00	6.981340880392030712e+00	1.729483450534003808e+01	8.238668286725772116e-01	-1.204315496024699339e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.957491470980846415e+00	3.805923631662988527e+00	1.288493133881701169e+00	3.235686167397251456e+00	5.681458176457441667e+00	6.270624282468949318e+00	5.723180375509606677e+01	8.341632836146557040e+00	-1.377612316011039173e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.049400860407871949e+00	5.877822065013067032e+00	3.389053560103799656e-01	8.722214362412051614e+00	2.477418740932219254e+00	8.810196682224933795e+00	9.870849285094431025e+01	2.444138991206122657e+00	-3.808990460288616759e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.499382863793615073e+00	8.112588661520383937e+00	7.106569502348285550e-01	6.031318059515990981e+00	9.678214280982121664e+00	3.573203824062846312e+00	1.056081725662150603e+02	1.424438928191930742e+01	-5.585264233243265153e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.353581865829722730e+00	3.892526297345264119e+00	3.160051887427261508e-01	5.672214696975736992e+00	1.973976061146248018e+00	5.268751746934140279e+00	3.027262266755056430e+01	8.954369984586527664e-01	2.355216176070437584e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.080907609351307030e+00	6.596607922837239180e+00	1.384703315566733872e+00	2.081469738916154277e+00	4.640576051133502133e+00	6.636215045096440335e+00	2.981476404461006879e+01	5.804792719735763384e+00	-2.584147895961540486e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.284189537269574632e+00	8.979937861990197945e+00	3.865058483278261403e-01	8.694261647308316299e+00	7.651027127681607531e+00	4.760920152380172077e+00	1.570891405922993442e+02	1.134676816080712314e+01	-2.859290728542082149e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.883692394868107023e+00	6.604398624596503176e+00	1.078264628117300283e+00	7.437841684793229824e+00	7.375428688264175747e+00	4.849802095239728494e+00	1.339711266064586823e+02	1.082982913485560061e+01	-5.151970153637098093e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.780360754119223898e+00	3.044508112277982459e+00	1.240449839854268710e+00	1.624172965804157709e+00	4.818501597123638902e+00	3.933551267958550035e+00	1.614588414285566031e+01	3.984200896319826324e+00	-8.830381558734913261e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.705247703654721114e+00	1.145650153600505261e+00	4.653429385019066444e+00	7.360415492885365119e+00	4.048303837291689078e+00	6.088509752287676768e+00	9.113414879520735212e+01	4.263057669502246405e+00	-7.183571173672672394e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.907279129505013771e+00	8.759044185551136508e+00	6.887766745463950180e-01	5.823172664400257936e+00	4.656843202437723761e+00	8.706493528184383379e+00	1.177968066949410826e+02	7.658699610045513140e+00	-4.878081773346989891e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.631770507657464897e+00	1.126298920179397145e+00	2.248129208871858076e+00	1.770698409701720877e+00	3.447340082925740123e+00	2.869551308338246898e+00	9.609848621165086868e+00	1.300617365076546683e+00	-2.413420258965078169e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.796631220915518412e+00	8.905433811700474322e+00	1.099133100672507801e+00	5.150353157003147331e+00	2.779885507042140880e+00	9.386493115206144822e+00	6.899858586554655915e+01	3.251454219655278255e+00	-1.568185767611988579e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.851449418273240610e+00	5.682224046098469650e+00	1.387920694608608230e+00	5.342402161603427402e+00	5.365367866659594753e+00	7.218967077352587580e+00	1.024187595537709825e+02	8.652763130223197763e+00	-2.164621720018905293e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.522433798562994767e+00	9.435036908010433265e+00	9.962810486258123488e-01	2.475884521811913874e+00	3.384571242625680654e+00	8.338170437587443473e+00	3.553814957119159601e+01	4.167072905565754937e+00	-6.791598145974804268e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.023987585832891511e+00	8.223445516906938479e+00	1.093195216195040453e+00	9.537256768059583223e+00	3.594672209072347968e+00	6.059365948982357253e+00	1.024146559712760336e+02	3.251081455783746854e+00	-6.566516402533891572e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.376872309031539565e+00	1.000458638247009624e+01	6.561085904720722617e-01	8.715505949605548253e+00	6.967824209878638264e+00	7.972983890100686644e+00	2.397925460561099840e+02	1.606132248420350095e+01	-8.029422882804603034e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.268325586715768338e+00	4.134957093450186250e+00	2.254586119176888559e+00	7.005586184373179037e+00	9.832146530984056554e+00	1.188576030342241241e+00	3.910321285390711665e+01	4.537971179540029709e+00	-2.972752611820918656e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.879938391486211335e+00	7.915315984554509576e+00	2.152485137057457143e-01	5.196809667223521778e+00	6.473404292700432272e+00	8.302821798421499366e+00	1.390798060707278694e+02	1.456080464390458218e+01	6.548691091782099249e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.697221400276524683e+00	4.623338881568369807e+00	5.964851176142784706e-01	4.737098256462362045e+00	1.708781124484663350e+00	1.417430417087850003e+00	5.349162764364979061e+00	3.264745088418993801e-02	-1.527603040667441547e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.407680808592376875e+00	5.306405706395481481e+00	2.625891360376438333e-01	6.907313484625055899e+00	1.661856724369233484e+00	9.026750585134415417e+00	5.212593075660061714e+01	1.087728853990735267e+00	4.054374918570017883e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.956519589518187274e+00	6.635820106233613735e+00	5.904466813521608293e-01	5.911057336975806820e+00	9.572668634356581663e+00	9.885104583382803511e+00	2.801144969354091927e+02	3.785014602133395556e+01	-9.061783413802084297e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.410903162526991217e+00	8.987454339794847868e+00	5.083821216324740933e-01	1.510082514248540786e+00	3.749226667575985328e+00	3.684264981902282798e+00	1.018639883711938765e+01	1.977669159165827306e+00	-5.963864239400565870e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.392353558714822803e+00	9.901774446058862367e+00	3.620822262050935048e-01	5.586986248408064348e+00	1.826182617146567377e+00	2.860710316207444759e+00	1.438254719377063928e+01	4.495190555978331726e-01	-1.110358268878409405e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.450617699925160764e+00	8.052463194067437158e+00	1.058604370577964637e+00	8.276563733656063349e+00	6.343432675450799252e+00	7.929098142394772175e+00	2.097017175479441562e+02	1.330702020560835130e+01	-5.147600715867679533e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.162790888705966807e+00	4.732254206913095729e+00	8.731361681804424846e-01	5.233568166261971299e+00	6.525159106779704565e+00	3.262306360739565925e+00	5.679741277146256095e+01	5.918896565676818433e+00	-5.824458910006323542e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.484268243326817505e+00	4.787486195882637574e+00	7.530827402650114299e-01	1.440883323046178388e+00	6.864316587197961006e+00	8.696316909678980522e+00	4.454265984788638377e+01	1.695774207062387973e+01	-3.730769479405895983e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.865329101668926626e+00	7.564132478938804915e+00	7.640828660269342043e-01	8.120941348228857493e+00	3.420004884633767617e+00	1.872071629189311581e+00	2.755350981640780006e+01	1.056076136805380150e+00	-8.719656273809604841e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.303475368744569707e+00	3.103956847928040386e+00	7.031692679294323511e-01	2.794159905955605705e+00	1.101030725648967312e+00	2.110152305050481125e+00	4.048971813980092094e+00	9.615823223345616733e-02	-1.484687828283868249e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.201223884986241330e+00	2.100073410622686154e+00	4.115109459232093592e+00	3.333687209755059833e+00	9.740680326588238458e+00	9.886888543339654944e+00	1.582626332514454646e+02	3.852451122925607763e+01	-1.819689018833966498e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.729323547765268865e+00	4.162557839406124671e+00	3.941593224147959540e-01	2.566032107866750511e+00	3.235205044854279510e+00	7.113634904087120958e+00	2.735931689665168065e+01	3.188916526450929823e+00	9.441958279019081246e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.827980695931277211e+00	3.691923527939910521e+00	2.777492682993087492e+00	4.014137153053739304e+00	7.076947799815357598e+00	8.710435905147893010e+00	1.210928641029954065e+02	1.806536484565744871e+01	-1.060949485272435933e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.882445019074777903e+00	3.597602900945547244e+00	2.180740435181546033e+00	7.742223329653003638e+00	7.358766737902445065e+00	4.009037048724627184e+00	1.123712172496208979e+02	8.797563478904484313e+00	-5.454944139091839617e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.892700895378121029e+00	3.043863636893670677e+00	9.143731804670721663e-01	5.642862664060329436e+00	6.471068360486571969e+00	7.059226152262470855e+00	1.296145132498799342e+02	1.235644871441325598e+01	-2.024336572999228778e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.014088323172246175e+00	1.359855485718885815e+00	7.724336352584666443e-01	2.913295635148092533e+00	3.828934811516981451e+00	6.337909668944728736e+00	3.325533570122583882e+01	3.893986670416678120e+00	4.615038582584238824e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.268202251722383878e+00	1.157318902568734709e+00	7.196422827896862273e+00	8.908304711118596231e+00	3.502202117981398910e+00	6.405948876785765300e+00	9.880202866244007964e+01	3.163625152006023900e+00	-5.943324207110789459e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.267430748074432678e+00	9.940854293754874504e+00	7.350476731119635065e-01	8.852801741900764299e+00	6.317167705636316022e+00	7.106215307165391515e+00	2.033900366225053347e+02	1.200316811932436956e+01	-7.503861841368674845e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.619252430773930662e+00	4.875035260367083900e+00	1.556297275507497524e+00	8.789986129751351740e+00	8.821306129146215369e+00	6.077927302543915999e+00	2.391010009427173202e+02	1.979019569497629760e+01	-6.892529353370639100e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.922960665104181288e+00	4.435779553837634559e+00	1.767563137582949473e+00	3.188010360895266349e+00	9.529923155120899381e+00	4.860758019482724457e+00	7.228093486272037183e+01	1.828400989911610708e+01	-2.515838940636294652e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.652670315226070219e+00	7.109408974048735175e+00	2.312895665202633899e-01	5.116061970556852856e+00	1.961476053368631067e+00	3.413280161850249073e+00	1.814857170499961825e+01	6.996790526208773731e-01	3.876589776213857874e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.217575071467610570e+00	2.946535022843142393e+00	1.434998892002608883e+00	9.865892817528365555e+00	2.440653729732394250e+00	7.915370655415313372e+00	9.276338497092611135e+01	2.067253365778562113e+00	-2.213062685648090167e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.097645138708442936e+00	9.498767048162923388e+00	2.157445081578635848e-01	8.084790492484959401e+00	9.505294984704274697e+00	3.151696803746104614e+00	1.148055603335719752e+02	1.144107467270429090e+01	-7.385131462538704454e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.758214120674084668e+00	8.027706368865922926e+00	1.103348798590003899e+00	1.290013611627322199e+00	7.654813672871145336e+00	7.203444997955821272e+00	3.417455351092498006e+01	1.754722850987144867e+01	-1.092083726981323000e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.736550573165912326e+00	1.861881801773317191e+00	3.646975883686204511e+00	1.573397143781229301e+00	8.985696859968477668e+00	3.110604638615361406e+00	2.241230988763804888e+01	1.031252743411118189e+01	5.376891828694052577e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.985321755561129553e+00	4.656523317757072178e+00	8.428400293774842567e-01	5.130341944474198002e+00	2.796390528165681122e+00	6.677356195239418923e+00	4.774247355469969278e+01	2.127007207585547288e+00	-7.150213737851109030e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.629492222289507852e+00	9.002040953317948180e+00	1.594314345310737790e-01	9.129152135828618952e+00	6.304468763957989275e+00	7.738971720650337005e+00	2.230753240145175766e+02	1.283583088616398094e+01	9.851575670932290052e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.842422969139255517e+00	9.483506897028348703e+00	4.010487109132903072e-01	5.866836976490954925e+00	7.296680275290050588e+00	2.984356461342051237e+00	6.358949259654544761e+01	6.759899765093538626e+00	-9.598866714394823418e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.924677258412734293e+00	5.163637743071519459e+00	7.642251806615989462e-01	5.453324004796908930e+00	7.113824407136702277e+00	1.519749838237407502e+00	3.022429829934717560e+01	3.181097249166101815e+00	-7.757942923140123348e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.534686926614090119e+00	6.561856461490470416e+00	1.157459716448400400e+00	2.041681597683457472e+00	4.655930827493881097e+00	2.166133417499628067e+00	9.987317684172930754e+00	1.976063960670228603e+00	-5.312624487168616794e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.755984153515901980e+00	2.585930421748505736e+00	2.699136489619733847e+00	6.991985568173407550e+00	1.164055380850407495e+00	6.401681436992054941e+00	2.566834997434427024e+01	3.125258040032504181e-01	-4.590243946471906256e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.012522799435588539e+00	9.982693273399503298e+00	8.926496100098886277e-01	8.433884178737324433e+00	6.250754244617798605e+00	8.691101290871069196e+00	2.285287819138236500e+02	1.402047203307413170e+01	-4.997991428066130837e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.218944203899479106e+00	3.112964121122742345e+00	1.679130920322795761e+00	4.358680009718570503e+00	3.299271999813795819e+00	1.310113246727222958e+00	1.224225310225208752e+01	7.240884919955793420e-01	-3.317365553057268546e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.085350983378944534e+00	9.545049878684743305e+00	2.264868887057752689e-01	7.943389076305284568e+00	5.051339939381037425e+00	7.660256005884854780e+00	1.528506911116376159e+02	7.985746438868211783e+00	-4.167722163938113908e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.486110323048562165e+00	6.751328406399102811e+00	1.107295392359302300e+00	9.749624027374482083e+00	9.531392047245228483e+00	3.995409090266129670e+00	1.876996035209164404e+02	1.573281219249693308e+01	-9.086813682927509461e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.959097407361318766e+00	6.440600904244366376e+00	1.199373800418964908e+00	2.802807576536060274e+00	4.593015950129887059e+00	5.359188046730501753e+00	3.500190271996788738e+01	4.719535244267118124e+00	-2.387789614210433786e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.097735887446952496e+00	5.563506790445613248e+00	1.094498233928359987e+00	5.771927436275618994e+00	8.561654008053114495e+00	9.340463693675149059e+00	2.288411511886937433e+02	2.855257985047856195e+01	-3.678028470247959980e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.039522929780289928e+00	3.144156869949094268e+00	2.581419531625216202e+00	3.610447594801323934e+00	2.709998078855777148e+00	3.920644294322666479e+00	2.012477859965616034e+01	1.280073516482928886e+00	-5.969241162883065499e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.410096693049571748e+00	2.567418810553786290e+00	2.084856635109021639e+00	8.138545451380647222e+00	7.020003689708931738e+00	5.219586505400910070e+00	1.490578873094866310e+02	1.076246709951357694e+01	-9.664127399629354187e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.742583496156670186e+00	3.031407163444654884e+00	1.896112433863564428e+00	6.159532311196207033e+00	9.728347326086254299e+00	1.173731213776576299e+00	3.413479888135889695e+01	4.585668789145231905e+00	-5.358395791207106740e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.920313981560925143e+00	2.707754916288915403e+00	1.810509437810143840e+00	6.706037943367391563e+00	1.950850212648167048e+00	1.710526564263151750e+00	1.206311319560730766e+01	1.435284931279366405e-01	-7.878498102265991676e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.180259810529540543e+00	7.968288782128600367e+00	1.477892732370092999e-01	8.191699139211408465e+00	1.060068129894011335e+00	3.366575601170856302e+00	1.564827743328185150e+01	1.322129963402719488e-01	4.336400694003280165e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.944741202760184473e+00	4.118473930612326583e+00	4.569768927661187474e-01	4.620747449927310235e+00	4.911515213202528152e+00	1.126202808033316183e+00	1.287749875105749098e+01	1.246580047121319534e+00	3.591531988906963875e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.376923445487266529e+00	1.592561183215404963e+00	8.206464099339111362e-01	9.186903386611742661e+00	1.818392859190378186e+00	6.610445738087099343e+00	5.592781439919718167e+01	7.218837568567394447e-01	5.927962894507661673e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.674918337065146368e+00	9.678782362466835210e+00	6.805076860074753542e-01	5.782747979780470615e+00	7.735131000612969210e+00	4.907982051137772750e+00	1.083847162449399804e+02	1.197410092317469932e+01	-3.682173579411331943e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.756617728810170753e+00	8.961019539632069097e+00	4.302827959386527068e-01	2.424068387152364945e+00	9.206616467364746370e+00	5.921123671159175927e+00	6.639432496110013915e+01	2.100052944782549247e+01	-2.010959234023947495e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659835303921614269e+00	9.306236559461231295e+00	5.964128248810471877e-01	7.299682849709157928e+00	4.853782750843949501e+00	2.470390880263559463e+00	4.564095795084470808e+01	2.655427840108283810e+00	-7.137123724351835286e+00
