G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	m1	m2	Fg	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.813820214340592596e+00	2.058726448293183076e+00	2.037611738154768481e+00	4.509381789826401921e+00	2.496146025324421203e+00	6.548726361874570578e+00	5.467030711846391888e+00	2.247274262298099679e+00	3.287502824558441006e+00	2.761230324709783579e-01	3.361673499048197122e+00	-2.575261790061441758e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.981491803209221914e+00	7.019659429358442893e+00	5.542263596096864475e+00	6.622497452493989911e+00	6.832941167374655400e+00	2.572238639239167846e+00	5.155450638607577574e+00	1.260889271385994448e+01	5.403221947754056842e+00	-4.604229520147948840e+00	6.929121834570273641e+00	-7.592057059596982072e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.215201116585241436e+00	8.998156671870296108e+00	4.633919074789661252e+00	4.391906136324283949e+00	3.026831381720061387e+00	2.883948054370082392e+00	7.322428778659240578e+00	5.053232526929345880e+00	9.133169989628511232e+00	-4.106222929458638760e+00	7.657387191675889326e+00	-1.070856413642332328e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.321251160427472815e+00	2.501556445490585645e+00	4.126781267714350498e+00	7.329028328976512796e+00	9.047941328264979433e+00	1.406579826859227556e+00	2.372116376556081985e+00	3.434502747205019091e+01	3.172105461768359724e+00	-5.295780955546878221e-01	5.290426819617840337e+00	1.433262355690815859e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.947562292419612540e+00	6.147310205577336539e+00	8.732515132254132340e+00	4.606198289200661655e+00	9.535597893150690396e+00	3.857965882678012992e+00	5.814657393357892445e+00	1.247956877896043082e+01	2.416350070130664385e+00	-1.300024570431846382e-01	6.249416765302061805e+00	-2.772645359115435415e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.792742966760538792e+00	9.680734289528896142e+00	1.223123565844941751e+00	1.454564067766533464e+00	3.333335226741139579e+00	5.976991072698759844e+00	5.696630273001244582e+00	2.894577584838191608e+00	4.132436413566810351e+00	5.074319219488138133e-01	5.046040158720513702e+00	-8.652932235956274809e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.099953508303131322e+00	1.479985840176750500e+00	7.130191620801743291e+00	8.159030226018192167e+00	3.063799601097846548e+00	8.930023942062060627e+00	2.162714684543026511e+00	4.217860160024136995e+00	8.530512391512694137e+00	-2.971390499266304719e+00	8.957571387018608888e+00	-1.925193672182784326e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.490078079743141437e+00	6.942078724495452491e+00	9.265953225348841471e+00	3.496398209703735827e+00	4.261088270378367682e+00	6.939472954398306470e+00	4.836267738271152972e+00	4.256708470541252787e+00	6.073677826784650513e+00	-3.774985146262606062e-01	5.636825887599640872e+00	-2.294799615981557395e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.200206295675890544e+00	3.506003798658754445e+00	5.897627299676813095e+00	4.832779596938806321e+00	2.937931412888767913e+00	4.873301584678855214e+00	8.498573311587826140e+00	2.751699122537334397e+00	8.577336478971348654e+00	-6.724030825112839338e+00	8.661041883435975919e+00	-5.407524641024618006e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.512643720839092154e+00	9.307883075085184643e+00	9.588075082211606315e+00	6.978236704268409696e+00	7.242628618454798328e+00	9.529648955060675775e+00	8.540994326038733320e+00	4.600421281160644860e+00	1.009043163721439740e+01	-2.654421492916859915e+00	8.255571944731624257e+00	-7.379555657704028704e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.482819234235550176e+00	9.325302765508338254e+00	1.169551231916972078e+00	3.867398693649067631e+00	8.317301582023000961e+00	7.896544555806826793e+00	1.992661471243070359e+00	1.352787273481830432e+01	7.923579289930922975e+00	2.108159837603349906e+00	5.134730977163398435e+00	-8.790441540915090002e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.743846542551984236e+00	9.502200387905705981e+00	4.681903705472790556e+00	1.506489229735102464e+00	7.260022647430623977e+00	9.236742227589786580e+00	1.894867356322800012e+00	1.033362006080186468e+01	6.693041282171944495e+00	2.860976876955615977e-01	3.143297041557611582e+00	2.148294206772931147e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.070097703872628259e+00	4.937355335614464380e+00	3.641848643687165765e+00	3.818174411162885917e+00	8.516077935714804426e+00	5.911861160803359994e+00	3.372262579654925041e+00	1.091613825090495382e+01	5.361889598524952838e+00	4.122626657914987836e-01	4.542372788044613863e+00	-9.930810773651925771e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.739971623644648968e+00	8.299222922001542102e+00	8.073007362979220503e+00	8.877021644817597590e+00	4.555358076860617444e+00	3.124851718087743535e+00	8.545594886088911935e+00	6.344149968807358597e+00	1.400980612184860252e+00	-1.163231192318866514e+00	8.356572738019441005e+00	-4.737665925549828216e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.638346041034701273e+00	8.337533260034804883e+00	9.953126735072739706e+00	6.791618539543251565e+00	2.126494901286799966e+00	1.571433203808346946e+00	1.873048690199319521e+00	8.711470815762144326e+00	9.881080712387584342e+00	-4.670269376070645961e+00	2.843153302721659781e+00	1.853802644076071982e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.862974785071174644e+00	3.986232967172222974e+00	3.262042676725477541e+00	6.293782721036878414e+00	7.828249460717588981e+00	7.684600351602760782e+00	7.276438066099769841e+00	5.834064037780066769e+00	4.604201991032240038e+00	3.613113789726602465e-01	5.445991862394151006e+00	-3.453749239746714750e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.276616846468731303e+00	8.572647201990674759e+00	6.749144152486040049e+00	6.638261797212708260e+00	4.327100578722695268e+00	2.389149082531337953e+00	1.857140912825257395e+00	1.276570906135284744e+01	2.511648549988971357e+00	-1.902411244237562471e+01	7.881243887720454921e+00	-1.099754289721915246e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.473253518508827575e+00	1.359953749601928275e+00	3.034322028373562130e+00	2.688842798106129361e+00	6.625279605186305432e+00	3.619567925013631005e+00	6.597004526178692707e+00	1.038403967435481512e+01	6.846764246028902434e+00	7.946945412215333793e-01	4.486319052333173296e+00	1.955894967092376202e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.681163267955267049e+00	6.642253971695806669e+00	6.400886049171659486e+00	4.911717504338738216e+00	3.173109447108474868e+00	5.486668190379631938e+00	4.161095334252989275e+00	4.334549325170425682e+00	3.591939001158917399e+00	-2.169992263451267611e+00	6.586717073877748518e+00	-4.380440158209434998e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.085127759336848907e+00	3.316411412919597623e+00	4.856120605286975866e+00	7.576563800920288472e+00	9.769289069991380359e-01	5.864695044178914074e+00	8.069152299834090769e+00	2.155751122218282578e+00	5.648580894113487183e+00	-7.978819243005728978e+00	3.295641268895039389e+00	-8.019139467443399383e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.758071925086213128e+00	2.141952231880476010e+00	9.999400951287189088e+00	2.337174714446729862e+00	9.561311256554093418e+00	6.669831223803216247e+00	3.614892106931324012e+00	1.201166404270485444e+01	6.545353660246608030e+00	-3.778867096341248510e-02	1.902873929409225395e+00	-2.054684753542662001e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.815484021676251558e+00	1.711043438521590687e+00	6.309150542813473983e+00	3.730246182924526810e+00	2.320466361607531169e+00	3.067341214978389186e+00	6.983803122841607980e+00	4.281707982601889562e+00	5.463963942805912133e+00	2.262564021908878287e-01	8.141599010578106643e+00	-1.469977316980394910e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.619656851800050035e+00	7.302633404879072643e+00	3.908248977067783514e+00	3.077541212314420349e+00	9.608229416691063562e+00	4.646534737794595138e+00	3.444324670868076588e+00	1.554049408993784809e+01	8.575977958744884333e+00	7.026238813272311923e-01	2.201001858148341039e+00	2.670992778854801575e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.659304872213639648e+00	4.017806013439720658e+00	1.984443572381249909e+00	4.811206670743484182e+00	9.569017158926937938e+00	6.208531809745426955e+00	7.549217238436105148e+00	9.254957433278924839e+00	2.955788372161415545e+00	5.377829255218862237e-01	3.489939627029772673e+00	-6.160302766221639637e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.299565997709576148e+00	6.918090578278300207e+00	2.634988599145048571e+00	1.023667999682090191e+01	8.523081100196737481e+00	9.947996087283524247e+00	8.882795038824125911e+00	5.461668746624688708e+00	5.236109951379004812e+00	-3.175354050177577325e-01	8.447855866365397759e+00	-9.486720553794665989e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.460989748631664753e+00	1.904051021974448643e+00	3.113273789341598263e+00	1.418695749210140855e+00	7.215001288903038379e+00	7.289789830613042199e+00	2.252720312481497622e+00	9.718045055107525698e+00	5.635251696119279785e+00	6.865234534469315530e-01	3.966520455234197939e+00	-1.643009632932662223e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.840711021487945409e+00	3.948187111330116572e+00	3.336646803513283466e+00	5.653992649363884127e+00	6.011072378566008290e+00	9.207660840808582492e+00	8.860781797887726796e+00	3.891179935835231252e+00	7.021313128750740873e+00	2.917307287280107575e-01	9.988667855467616263e+00	-7.596578174385383875e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.618996103729242630e+00	5.517090679007901066e+00	8.752847519989911618e+00	2.994335625978162607e+00	9.011031817687381817e+00	7.911267693233084763e+00	6.561938456942722375e+00	7.390340390235444090e+00	8.238823363896385032e+00	-1.011286358743199365e+01	9.947547078929067865e+00	-1.456505658838497297e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.577539790915639450e+00	8.513666791520542176e+00	6.180117320837367423e+00	9.589766558724974743e+00	3.935823146933583150e+00	6.422933602529493413e+00	1.878766961388232737e+00	5.572836961887184692e+00	4.699204292157492802e+00	-1.529824901156374151e-01	3.662542809210279415e+00	-5.335750715844908143e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.902947974091245609e+00	3.704665035292525666e+00	5.679003037726258363e+00	2.323687140795203554e+00	5.377590980460744241e+00	2.746161676864614432e+00	5.044999921336560611e+00	9.448572194124642110e+00	7.103083028990468506e+00	-3.300855950567722630e+01	1.304665357039905382e+00	2.844818124225919842e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.265929421870495730e+00	6.603045602678417225e+00	2.207373328568163817e+00	4.386100545500088543e+00	6.655921841346850165e+00	6.835280385953685034e+00	2.493180756532234366e+00	9.005883719674008248e+00	2.394591985804119805e+00	2.974576897789524277e-01	6.970140555064679333e+00	-2.223687042191079044e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.176952928764269934e+00	9.258515252821599262e+00	8.559130479499772903e+00	6.859377966630447077e+00	4.999839709255779141e+00	6.901172202963102187e+00	6.811623244062777083e+00	4.125636742076563834e+00	9.440132026588241132e+00	-3.882016161512221952e+00	5.195128076171971365e+00	-4.870370327363222884e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.754993286638034888e+00	6.604002166832462883e+00	7.685060599756354804e+00	7.673514370825961883e+00	5.056954307366724244e+00	6.277506306418334070e+00	7.853128563911239368e+00	3.798369273772460808e+00	4.644301491313611585e+00	-1.680654945839169245e-01	1.974764547669977555e+00	-1.388569253032152773e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.709130005270057318e+00	3.468080459432582696e+00	1.845613983066145769e+00	4.923309604303947040e+00	3.642178947242059373e+00	5.752196971922725055e+00	1.596891835717223485e+00	7.424609460719439724e+00	7.546626216479723759e+00	2.054622900493118465e+00	7.442737419652160291e+00	-3.469938849397601643e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.526010952753497740e+00	1.121667256112970135e+00	7.563535312527572607e+00	4.255287302544791928e+00	6.026631142778865247e+00	5.385019274171020776e+00	5.409745199758027034e+00	6.224687868249204392e+00	9.993538574411268138e-01	6.119591182570033316e-02	9.089908280990550704e-01	-5.901018997758153972e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.264449895189753370e+00	9.301302868430516568e+00	6.099189935066897661e+00	4.282680513988201376e+00	8.504816173827542514e+00	4.069104656907381212e+00	8.288327395198082925e+00	1.068058948831754407e+01	2.967403394283120388e+00	3.080796377861415303e-02	8.659600949832340078e+00	-5.901308345590948079e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.655849221801713789e+00	9.750727664087837088e-01	1.863869413796811925e+00	3.104203462202056674e+00	3.127628551333323959e+00	5.337469960742662778e+00	9.015552273443931952e+00	3.018580199025403754e+00	5.082261101816328619e+00	5.794943251474237167e-01	1.995523474953242893e+00	-1.168755389137432665e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.289482179774799064e+00	9.238821961648799430e+00	5.448672913735648216e+00	3.159383689479389190e+00	9.251820916377775816e+00	2.549206760509397096e+00	5.607043790602372013e+00	1.684400453596897407e+01	8.882669139024043758e+00	7.790544937653145485e-01	2.253205990003234405e+00	5.021896385363065818e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.033837668577703539e+00	5.130376441624881600e+00	4.735113593140624744e+00	5.413185903113596709e+00	6.996933262388648878e+00	8.105845703651976208e+00	9.571135572285678350e+00	5.415771823522856465e+00	5.377337941345649241e+00	2.853230523039504973e-01	2.697708105671819290e+00	-1.086900300878290082e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.489456238516146058e+00	9.145582303369991450e+00	2.727675243853632026e+00	3.385012113255800870e+00	8.689073098635196502e+00	3.089108382293867194e+00	6.026572462379549577e+00	1.504292481884355581e+01	9.220662317801245678e+00	1.376379429918532571e+00	9.630702313585649321e+00	7.949647584304314840e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.926633688194399951e+00	8.271930721779517270e+00	1.005667272435595372e+01	3.646952928224821644e+00	6.076436954786400335e+00	2.123499574466361839e+00	4.424295276272541599e+00	1.643737940900552985e+01	5.217075776069013848e+00	-8.137006396483992265e-02	7.498730520133475963e+00	1.499372310818129606e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.453514345177021383e+00	9.870019976320216770e+00	8.478083834804813534e+00	7.319109908601088677e+00	8.590788732329885491e+00	5.166028561408241515e+00	8.708482335821788212e+00	8.720419502904382725e+00	5.151190453747345188e+00	-1.681851219290262378e-01	8.613231233197277348e+00	-2.703007049036967047e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.284931425948864003e+00	4.135614429282417959e+00	6.818631010065601572e+00	9.912715793361352112e+00	9.109743472687501509e-01	6.933897541526330421e+00	5.410893173911516918e+00	7.323031414332278333e-01	2.371636605190859726e+00	1.170264649552195113e-01	4.673660029469282939e+00	-2.641623264939791511e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.967939219450724364e+00	7.916280127791891275e+00	5.515790317623038064e+00	6.304263177527995587e+00	8.224120206096852570e+00	4.991037686129012663e+00	5.133357570069772891e+00	9.887496574661154725e+00	8.495777936519644413e+00	-1.036293160623016085e+01	4.207281327778470192e+00	-7.806590355221462829e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.919443943655003260e+00	4.286119385605593024e+00	4.450033285181893561e+00	1.312934864823192216e+00	1.666814720736978117e+00	3.838193847898922595e+00	4.958433789370210398e+00	1.996093008497889842e+00	3.573617859374992545e+00	-1.161482088469422580e+00	2.964720521681534660e+00	-8.889027955531258129e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.505793950324357811e+00	5.008476067518281560e+00	6.674690233802963668e+00	1.839420309286645905e+00	8.660860735744627448e+00	6.215915025872428501e+00	8.590710966501401202e+00	8.161403999092915029e+00	9.046345448652452603e+00	-2.232483016416043853e+01	5.130747475439846994e+00	-2.036835681414240484e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.576482506420158192e+00	6.712115725485547024e+00	5.955806645232845753e+00	9.312719703661416659e+00	1.028707950608773558e+01	4.127960892968945750e+00	8.689973073033650408e+00	1.217166638764387443e+01	9.081615691620273267e+00	-1.580793216554299718e+00	6.238002471386462133e+00	-1.358267848188567584e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.071534273316266273e+00	8.677748330500516971e+00	1.339881441204211265e+00	3.355584596851299839e+00	3.317759831895543243e+00	9.803616634371614680e+00	4.377719254692172157e+00	2.741618137596788074e+00	9.704401814734112008e+00	8.938073834409718810e-01	6.450734830660975305e+00	-5.288481065323220065e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.021067520261369932e+00	1.022977023093453219e+01	5.854102859228891731e+00	2.184735086006091453e+00	3.059059807903032446e+00	9.527239058933178129e+00	3.940463930211695054e+00	2.664872870247268821e+00	5.716369218141856834e+00	-1.100094583653888680e+00	3.501523264838350968e+00	-1.513367565170359264e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.423806888326279108e+00	7.861069123961776484e+00	8.039305872388659679e+00	6.627534271719770054e+00	7.386320123803510995e+00	5.587844335858710210e+00	5.408180444146009513e+00	9.294761463998687745e+00	7.126831470692318149e+00	8.782462067300609090e-03	1.000029295388851835e+01	-2.973607424336827876e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.914609367228546688e+00	4.959827295418611115e+00	5.232723483896478456e+00	6.717232135957328154e+00	3.289528064364601434e+00	3.825054479146928088e+00	6.454804290384048571e+00	4.828639888950256420e+00	7.327278102946793936e+00	-4.289689532381289472e-01	2.703563121307957395e+00	-1.611904847584126088e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.635665819571904045e+00	4.915395660446983506e+00	1.546149851423977539e+00	6.501347968893715468e+00	8.417073388630004871e+00	7.483529625684377073e+00	3.153223896230578305e+00	1.053124200311073189e+01	2.381171487521792862e+00	3.053904874627946242e-01	9.669113929078188008e+00	-4.711590709415666822e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921719477362346495e+00	7.471023080511788983e+00	8.535874296452456989e+00	3.890916696544629794e+00	2.450199373152621707e+00	1.238200557722652251e+00	8.223952350692050217e+00	6.180656710843813073e+00	6.575257738076141223e+00	-1.249168718677444945e+00	7.732603929188908154e-01	4.714016486536761974e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.222647310235205342e+00	2.598150436448297462e+00	3.133993581937343453e+00	1.414478682773755658e+00	1.841740991270989003e+00	5.398277772082396453e+00	5.375990540608494683e+00	3.312472397361406529e+00	1.307234563332190680e+00	-5.232233756189502705e-01	5.374047190019499709e+00	-7.723139083661640036e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.630505593399250941e+00	2.323867688925552066e+00	3.181394181895912165e+00	9.602913054562723261e+00	9.586626952647689492e+00	4.256173315281274405e+00	3.872508181962755369e+00	1.508075583113220297e+01	5.695980586408701640e+00	6.148813908854311450e-01	4.271680215819637638e+00	-1.104154410774420825e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.970931910337118342e+00	3.919308237235032522e+00	2.133252858141598818e+00	3.118567189681983987e+00	7.210371944497730112e+00	8.888640689062979661e+00	1.652824538966282120e+00	1.026293163798169950e+01	2.554278741602876490e+00	-1.060537539905799242e+00	4.993984193758599588e+00	-1.096893857464443300e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.793459964555806252e+00	3.472842472673993264e+00	4.203284177128505661e+00	7.105481311855010418e+00	8.458315775171147521e+00	5.740576741442176001e-01	3.072069971663677901e+00	3.669373279080167549e+01	2.460244889157124693e+00	9.460159657018027968e-01	6.410684943970575311e+00	1.777489856145135150e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.167814177175404922e+00	3.624815080219367491e+00	7.630373724717121497e+00	7.230175837267946548e+00	4.109594873514526903e+00	5.714331643488601564e+00	9.650519945078219308e+00	3.250607095186394790e+00	4.226730494128381643e+00	-2.316504821486436161e-01	5.018465963692698928e+00	-4.970815176324923357e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.211867780510130110e+00	3.088280495088377986e+00	5.581798241244833036e+00	7.088746543208274353e+00	6.894744661598744884e+00	7.554142857654480459e+00	3.779372595507972665e+00	7.649606721837992396e+00	4.622788555122937737e+00	-1.918745365308741624e+00	4.811969973344494278e+00	-2.722520309485109991e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.347740032375436270e+00	1.646415003068526728e+00	2.551331510417290449e+00	3.711816058442363175e+00	6.133580059459010414e+00	5.693220994741011509e+00	2.922145897163588302e+00	1.002253782501651180e+01	6.999067274710449205e+00	-1.680509351800863271e+01	7.509318928264878679e+00	-1.454801943691914445e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.302290006332111005e+00	1.162485417065182602e+00	9.087934063494941483e+00	3.150823735060187758e+00	6.420845538185106172e+00	1.691706037113461347e+00	5.403316448469904110e+00	1.733420073096853287e+01	1.930828211872213984e+00	-1.054378319859580332e-01	6.781322060291365084e+00	1.459249404072421186e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.931356097520907866e+00	9.854076978046867552e+00	8.737751204563441121e+00	6.808949108997396138e+00	6.811364286344143260e+00	9.822039137712101464e+00	4.101207765107619529e+00	6.648828539025720019e+00	5.315855568811094223e+00	-3.651829377053544268e-01	8.385119240794159268e+00	-6.642790088159333095e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.648919248555498207e+00	5.133249655358999242e+00	8.825531430399729871e+00	8.640833432679769999e+00	6.286181906944444009e+00	5.776728857191870681e+00	7.636764125911802426e-01	1.312754377260795025e+01	2.808907260130983463e+00	1.606580631582094076e-01	3.133172340517619947e+00	-1.837484247635984502e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.122369406116010992e+00	4.626015954714640444e+00	3.143781443313902191e+00	9.733465631230242110e+00	5.100491286660303381e+00	6.246901480311331412e+00	4.337868468710652792e+00	5.569136360932561480e+00	6.240179337221335665e+00	4.817653536621875898e-01	6.640506157564620260e+00	-7.382568274746947168e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.458131646974865081e+00	6.912220892325461108e+00	5.111831988935477078e+00	2.135958573621928203e+00	3.633911444431684235e+00	3.529948714973448531e+00	5.969547433044466445e+00	5.932609488869603709e+00	6.553446272374224613e+00	-1.334627474807471614e+01	6.262658810096664475e+00	-1.245767204270760820e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.232292657567646721e+00	2.645194788484233506e+00	1.004757377243110739e+01	2.377606591722771334e+00	8.092427849673228479e+00	5.169120518839194212e+00	6.076634568468769260e+00	8.158217014456141669e+00	6.043586923604267191e+00	-2.059895900284638870e+00	4.618929647724027809e+00	-3.265750198315152897e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.020390818414487644e+00	9.320532153111525275e+00	7.881073816040292890e+00	9.239266491078518939e+00	2.512222564790974388e+00	5.290210295895596104e+00	4.452739851713884534e+00	3.902335112295398645e+00	7.873905625369541639e+00	-1.418311293288711106e+01	5.450180323027696616e+00	-6.979829042097031788e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.143466766784959177e+00	8.063414273195030901e+00	1.039811552719983156e+00	7.615775446347750055e+00	7.105460198935877436e+00	1.639451364674377576e+00	5.031522882922172535e+00	2.072331747704940952e+01	4.271504479714590019e+00	1.230536755165987817e+00	3.688407764578124581e+00	4.356277675559296902e+00
