G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	m1	m2	Fg	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	6.341219951970768598e+00	3.866262306502062707e+00	3.317676863391544551e+00	7.045719083382454784e+00	7.643957880572208374e+00	7.535694627277722546e+00	7.489460891220527827e+00	6.104499333848152354e+00	4.449457035732986121e+00	2.700760210311669574e-01	5.715887753048597197e+00	-3.463841780938330572e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.416077391232545946e+00	8.462125045690775949e+00	6.891598002320525218e+00	6.692887893029316970e+00	4.243861881837512229e+00	2.094371142447475354e+00	1.910156762269787034e+00	1.257297311178853327e+01	2.367449286076944936e+00	-1.907735808332908078e+01	8.258203535068458834e+00	-2.219148579344589312e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.463354662266982409e+00	1.331776536328148408e+00	2.782419444457830071e+00	2.786852343146594357e+00	7.047390721337284170e+00	3.720811132107016306e+00	6.599240508182750098e+00	9.685762114727440419e+00	6.996864165004440750e+00	8.472500575109133125e-01	4.183742723800810914e+00	6.312208145590549879e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.538436656836420724e+00	6.366487577436872769e+00	6.095577454079976754e+00	4.758926021275242668e+00	3.441081539425145053e+00	5.787732444734753123e+00	4.207232280734539032e+00	3.999628357680490076e+00	3.569805215295600576e+00	-2.297347087018130285e+00	6.782852409570605978e+00	-4.561663568952734238e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.583105711333000931e+00	3.076422931414508621e+00	5.163289037687908589e+00	7.772008798669682861e+00	1.733318325907275970e+00	6.084936458783561264e+00	8.101937908946002409e+00	1.543644857122040026e+00	6.266502356539176866e+00	-8.102451203313881578e+00	3.209732718129898910e+00	-8.093697048820254736e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.535415655238530519e+00	2.078536157045717037e+00	9.740194886681653230e+00	1.909736091067554709e+00	9.933533627536407451e+00	6.404813187128403307e+00	3.097495081090784641e+00	1.260260360580666195e+01	6.281694383854448560e+00	-2.129620126315197315e-02	1.980439931057091485e+00	6.983134685372607287e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.688102083085071925e+00	1.694908128780800549e+00	6.480509196657413540e+00	3.504460079435780084e+00	2.409393963760731339e+00	2.497861722016174291e+00	6.747799790432426725e+00	4.575170370192038760e+00	5.014733243538670671e+00	3.273461511413970348e-01	8.148818785463882719e+00	-1.207345645131535683e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.275334705665301271e+00	7.266521244753707087e+00	4.145635251426960544e+00	3.478169214029537493e+00	9.897500748274195459e+00	4.415955699412462465e+00	3.121008460266127216e+00	1.529621209640909107e+01	8.528433158242588519e+00	7.921967587846990844e-01	1.893413095273451585e+00	8.674738761130347253e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.748788213577006978e+00	4.057019433879654358e+00	2.030205495381181002e+00	4.886656701372183775e+00	9.801297512726742767e+00	6.559678617214911966e+00	7.424845101014256876e+00	8.635052900246673602e+00	3.384390509942135417e+00	3.667811910561682431e-01	3.430724815184602594e+00	-7.831762272813475256e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.868581149527295926e+00	7.527825758788524446e+00	2.361577095895100342e+00	9.822630091980053990e+00	8.149262803954744783e+00	9.725035224799038147e+00	8.849662446390283321e+00	5.184348393889622209e+00	5.036407646793938042e+00	-4.380598591280093768e-01	8.698104519284145297e+00	-9.585646162509567603e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.158222159657699812e+00	1.593097162645152221e+00	3.031004933170999838e+00	1.610082445482429181e+00	6.929260284046838692e+00	7.547936307135083567e+00	2.146944938544759651e+00	1.015340221418746225e+01	5.841641026671368309e+00	6.924476917733485282e-01	4.119886270537032935e+00	-3.471328551287505282e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.964754611336930523e+00	3.832347564289316111e+00	3.254203101413370991e+00	5.653571283644152068e+00	6.194348265184273394e+00	9.307745908365658849e+00	8.796671240032809536e+00	4.063516376525966756e+00	6.974046071566172955e+00	3.198857837911674995e-01	9.757742426798047930e+00	-7.548168556612158397e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.099391113459581071e+00	5.854408242301130549e+00	8.658694545372885187e+00	2.615181521512744744e+00	8.791094240264550663e+00	7.866343632404073638e+00	6.334932877263986128e+00	7.251733570308633858e+00	8.054363463967634473e+00	-9.884976386553063321e+00	9.816805932205767249e+00	-1.392455695850906849e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.463681585019009468e+00	8.118072904387942046e+00	6.056495900506083885e+00	9.729864927854784185e+00	3.610272666591004764e+00	6.322579282041874471e+00	2.149113614585042686e+00	5.625745423846792548e+00	4.544923032446585687e+00	-1.385731511884260025e-01	3.400682383280319687e+00	-5.169599206118359547e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309094310104132797e+00	3.867253750940913282e+00	5.717257655115718151e+00	2.021487345103772704e+00	5.200544837015383060e+00	2.738961499857154536e+00	4.847748223398465228e+00	9.792338065319123430e+00	6.811923162383174635e+00	-3.285713408539097458e+01	1.366438262319563002e+00	2.419489632659610479e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.182884770572199429e+00	6.636276954786524129e+00	2.044037995161812393e+00	4.626798980988558796e+00	6.576659942932838732e+00	7.001889370441228166e+00	2.454358313726169971e+00	9.134796175421875830e+00	2.349374470840836171e+00	2.743536197375042174e-01	7.355194002833022715e+00	-2.568247884038114037e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.332225700526372236e+00	8.975364044990298495e+00	8.742605066545250381e+00	7.636333810993180649e+00	4.702689033329815693e+00	6.604694397408716000e+00	7.305513363765553159e+00	4.143243625320281787e+00	9.390269376971950521e+00	-4.035002768078952862e+00	5.058947909234121632e+00	-4.782357222910587780e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.963238077052491093e+00	6.552963513595044809e+00	7.506841171573137572e+00	7.339508601016957456e+00	4.853710973405315876e+00	6.424247216116524939e+00	7.829804971437829941e+00	4.248683582034105122e+00	4.447706716465263277e+00	-4.901465202817472527e-02	1.905122850751207464e+00	-1.591867746185210741e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.803286667279965005e+00	3.088122088831249279e+00	1.600604832425155166e+00	4.798861075505100438e+00	3.973544305452961112e+00	5.405971607215278141e+00	1.951337862768094400e+00	7.009500630472545346e+00	7.567608930122094790e+00	2.021615869347984429e+00	7.367796299469656418e+00	-3.325126713148325308e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.683405721020385215e+00	1.218925899520062028e+00	7.367581611421198495e+00	4.116143263509976613e+00	6.070769958426521562e+00	5.760290818027783644e+00	5.557884521005072465e+00	6.415423946171561198e+00	1.192579735590938883e+00	-6.517120048875005289e-02	1.282482315311749055e+00	-3.497760588962218531e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.916860825258972056e+00	8.825835729032398547e+00	5.890777828069684752e+00	4.572051218935941463e+00	8.649945193508759900e+00	4.009747622893955032e+00	8.329375981113606997e+00	1.071503258157524030e+01	2.843813822198926200e+00	1.449840478130971864e-03	8.835313655071910688e+00	-7.498168469147371340e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.660382220411804166e+00	1.194785443862211194e+00	1.741327608568046248e+00	3.368562730117973913e+00	2.807317131970513024e+00	5.674221708863552038e+00	9.420829563063888301e+00	2.573411188095240387e+00	5.387880435450321137e+00	6.454906443119406978e-01	2.246641734856590578e+00	-1.133632908140597095e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.723403983214653934e+00	8.863318470906863311e+00	5.121332034705296188e+00	2.853507033696304429e+00	9.406967197240589940e+00	2.773001984282205790e+00	5.624978571174891862e+00	1.687664436559254710e+01	8.905906445158048967e+00	7.789870115045535170e-01	2.148092327430925152e+00	2.963291522428034508e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.983518638366021491e+00	5.762360801543962907e+00	5.366663692092411786e+00	5.340341281850325750e+00	7.200792624690844690e+00	8.252001234521358697e+00	9.551727027994385111e+00	5.003995634466530618e+00	5.752218708442089934e+00	1.631504000608137162e-01	2.590068496426024769e+00	-1.316294094955843619e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.438057334252031083e+00	9.448104232448590878e+00	2.491961905444039616e+00	3.415836533273231890e+00	8.403110810722552060e+00	2.665649866695391612e+00	5.821383330605623740e+00	1.547700739103122558e+01	9.371912170949880050e+00	1.340232970311105998e+00	9.647809319967022290e+00	8.438466164410124648e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.055587253125832348e+00	8.184964863195649087e+00	9.510305059405228079e+00	3.591230662081942082e+00	6.013726849246166850e+00	1.758613725759705204e+00	4.553640436158675975e+00	1.624943603754985944e+01	5.348785432292217479e+00	-8.107762104411789239e-02	7.251111475036434939e+00	1.283561234606785639e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381285299647754705e+00	9.973359895206714398e+00	8.651152645766710947e+00	6.907475646704683392e+00	8.008431571410012495e+00	4.928229645148196170e+00	8.633208696357620227e+00	8.371832456813734780e+00	5.404838502974590675e+00	-3.170899508332404304e-01	8.208811400180728413e+00	-2.557654308612821836e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.287770729719381890e+00	4.153819050077347086e+00	7.019041210816733489e+00	9.712369057192734800e+00	1.153135735221976876e+00	6.933560452697336451e+00	5.436926171240770600e+00	1.082974052536037179e+00	2.079383653184474046e+00	5.103606207950588114e-02	4.587730205363205194e+00	-2.627407145777919482e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.798108857028039465e+00	7.910727845357137689e+00	5.158291055820504845e+00	6.433959521710497675e+00	8.371879341288941845e+00	4.937517030660782957e+00	5.243860638848360622e+00	9.951789596203264310e+00	8.221083565893920309e+00	-1.020696969298676038e+01	4.022561935367319208e+00	-9.433497428864594525e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.766420676777604726e+00	4.617238091430476921e+00	4.696476636286481821e+00	1.698866995488194309e+00	1.366142737189387057e+00	3.494632850619604270e+00	5.415155530285737484e+00	2.046452102309201493e+00	3.217452525330140034e+00	-1.242246027284538146e+00	3.112257704994003227e+00	-6.416828513344949414e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.410236909706788833e+00	5.322372463923644936e+00	6.857392083270503313e+00	1.673922577474185713e+00	9.005441479432047203e+00	6.029429197843664490e+00	8.622968006726630108e+00	8.063170884080589573e+00	9.089741842133451044e+00	-2.244076432783268515e+01	5.329771853205487631e+00	-1.828264814354950418e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.913620467161177618e+00	6.656809831717685810e+00	5.906236603149076281e+00	9.561996183415306660e+00	9.929530042098249965e+00	4.127490525794210718e+00	8.492373898144188971e+00	1.199106155205236135e+01	9.198277804149331160e+00	-1.420241425170322369e+00	5.963711400080011771e+00	-1.553029808150004598e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.505490931683847400e+00	8.864561343397367565e+00	1.557608882778140247e+00	3.666238466327186973e+00	3.639649385982612895e+00	9.394101865182799216e+00	4.628529596793624634e+00	3.133191773890357190e+00	9.497844182746362662e+00	1.180066932256857770e+00	6.686446703247555412e+00	-5.494336185439121323e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.438148431008417383e+00	9.853642530949555223e+00	5.614825667785941832e+00	1.826474325347658745e+00	2.897828673164405178e+00	9.297820580881776209e+00	3.997208316609591527e+00	2.691873026711936845e+00	5.679891543868051507e+00	-9.707716137429225345e-01	3.318963427933625976e+00	-1.442761194554761772e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.462353496781075179e+00	7.917060116845944684e+00	8.261269296133111339e+00	6.391586442798865342e+00	7.887867278749348898e+00	5.509235375807340240e+00	5.431661272827410514e+00	8.620064765069216151e+00	7.096996891801750529e+00	2.164850469828501559e-02	9.534066559119352746e+00	-3.134953664872891110e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.214790860277970452e+00	4.756873035765850410e+00	5.134440997142972307e+00	6.608212595962545066e+00	3.275007524115456370e+00	3.949513959602831914e+00	6.156324573138812539e+00	4.380735645650863930e+00	8.006096681107132795e+00	-5.541082262883259002e-01	2.536805209236910219e+00	-1.431242661658661142e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.523665634490833032e+00	4.789406838050765280e+00	1.473105535814287714e+00	6.834069511635110672e+00	8.783395775573563213e+00	7.640654929833992526e+00	3.140105273166153399e+00	1.020530495018177675e+01	2.172244547598811248e+00	4.171405758353548543e-01	9.683431558275602313e+00	-4.607797937243052644e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.887839363330989784e+00	7.629785309637781232e+00	8.079681842391238433e+00	3.398994989812731404e+00	1.912088483242191606e+00	1.324249112605095702e+00	8.152703126103165943e+00	6.258055741564160890e+00	6.412539623957976609e+00	-1.317267540579193152e+00	1.144137672676938777e+00	4.351537702462755064e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.266231611470511886e+00	3.154147224684237028e+00	2.810644842536654586e+00	1.136413415461022591e+00	2.127939892056474935e+00	5.276762527543185755e+00	5.369105693325437301e+00	2.416814880054404924e+00	1.302833992459487167e+00	-1.533370080468087759e-01	5.335516832804908738e+00	-8.360737599275228860e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.208561896691467297e+00	1.992119627553123440e+00	3.325031778879509847e+00	9.690853199308380184e+00	9.818425353798179600e+00	4.021697841810119911e+00	4.010676276164902632e+00	1.464217575859193943e+01	5.478210265091003173e+00	5.900510158903071734e-01	3.999827953658997792e+00	-9.427992620416906888e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677275970109763037e+00	4.192612460902632954e+00	2.484084475383819601e+00	3.252098158332330069e+00	7.062355867301466361e+00	9.285404903289830258e+00	1.954506465435772888e+00	1.026351720995151240e+01	2.391759954863333704e+00	-1.010668170044577652e+00	5.039944991013951991e+00	-1.393625844632561517e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.877787647186826447e+00	3.579387702443747710e+00	3.975103722043110466e+00	7.080865833958059241e+00	8.621062694536801629e+00	1.111910322482722924e+00	3.159864713814146242e+00	3.660677466105002509e+01	2.651076556257855543e+00	6.816724714287890619e-01	6.133254173583636337e+00	2.080828443792097815e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.945578137358340065e+00	3.669198324561411706e+00	7.818481959163583461e+00	7.362389301502938466e+00	3.922535170437253971e+00	5.971715769058793200e+00	9.535128267987282413e+00	3.455247694513871703e+00	4.279776160477516633e+00	8.695223022161762197e-03	4.919572047191734576e+00	-4.976504688693615464e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.786259612982925571e+00	3.098230962222596307e+00	5.681049982472019977e+00	6.496628252118779479e+00	7.098189134309365933e+00	7.666907539714188147e+00	3.752165169536529898e+00	7.478258196896470089e+00	4.894022267337340359e+00	-1.918646411172636901e+00	4.733360816452460540e+00	-2.754013966753867493e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.051172479273153604e+00	1.378050362310539567e+00	2.840941644742469130e+00	3.808083352958426371e+00	6.355393681326867217e+00	5.362884624043156023e+00	2.519289527077550161e+00	9.780607349557190133e+00	6.604066180246082496e+00	-1.656524819344333466e+01	7.601261936997392610e+00	-1.170723276166381410e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.338842894841224762e+00	1.165748892930088987e+00	8.899907456866756661e+00	3.438952584849531924e+00	6.423054821889842891e+00	1.772495842753607498e+00	5.144060882836341442e+00	1.703433876853507911e+01	1.667125785555187090e+00	-3.590097618992220407e-02	7.183474827468876889e+00	1.246336111930929036e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.364682397538189207e+00	9.893900627211921872e+00	8.919941816492523046e+00	6.380547233436988819e+00	7.132211059299265798e+00	9.753443502438143398e+00	3.764798206941134762e+00	6.726192419122554611e+00	5.513809025761900351e+00	-1.534061197588917347e-01	8.500513898967371418e+00	-6.530854905369521646e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.553814779673029278e+00	4.849835643275482333e+00	8.841102941570573748e+00	8.794308230442505092e+00	6.191085255940753207e+00	5.662403891296051484e+00	1.319870648544781533e+00	1.376478156471474534e+01	2.654800770492741879e+00	-1.291934359209689076e-01	3.245082642353087632e+00	-1.860138043964795784e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937415095580747426e+00	4.449103431684886090e+00	3.154350562208172892e+00	9.507195754680219935e+00	4.873920399101302259e+00	6.536225589011769976e+00	3.903387220639272570e+00	5.458032701188935576e+00	6.168717289322355413e+00	5.256429069313612867e-01	6.482821418737592545e+00	-7.438631878646778262e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.665774058003829827e+00	7.133475011320928871e+00	5.060801388866296158e+00	1.955864828344555661e+00	3.484330746921904254e+00	3.133121570978802506e+00	5.892539914612656915e+00	5.635341098026085405e+00	6.732542849587533240e+00	-1.332657209926950515e+01	6.265768321665879270e+00	1.098716230016845374e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.236463512436932533e+00	2.973997475363001186e+00	9.857982633896318347e+00	2.401682248072733117e+00	7.910311696714802387e+00	5.347695375121138461e+00	5.968945057263075782e+00	8.575870571672123077e+00	6.004376146580691298e+00	-2.054536817879902610e+00	4.322099818925074999e+00	-1.576738306981976923e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.042205551376315764e+00	9.553671012604905144e+00	7.942596511424755867e+00	9.503257863857388799e+00	3.041698514749013427e+00	4.861874365150150368e+00	4.199742720709975785e+00	3.945158577417506418e+00	7.642012163691655147e+00	-1.404139486967583039e+01	5.368176978767772667e+00	-7.227544416752847667e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.773804388202824711e+00	8.072914940054179311e+00	1.246012177262828757e+00	7.623235295825486091e+00	7.230600578487903718e+00	1.673646185572712497e+00	5.022546732524311608e+00	2.015203648083382859e+01	4.024312294150585778e+00	1.100991578684069383e+00	3.835318626276853049e+00	4.513721154885034892e+00
