G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	2.907742994135368075e+00	1.347112414785463175e+00	2.257946684918249236e+00	1.763514844636861056e+01	4.187991411088814786e+00	-4.002216443738931417e+01	2.744714890367551785e+00	6.350940158470169017e+00	-1.149875841482993977e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.635921657235913873e+00	7.349087848591874028e+00	5.791106223512725748e+00	8.222958791088025521e+00	6.591408748392055372e+00	-2.448103574571726995e+02	6.775674886819657239e+00	4.222684844170783158e+00	-1.294251242821633507e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.649344331596733770e+00	9.333132304328348283e+00	4.703187658261631654e+00	5.485905929156631444e+00	4.018137823408485687e+00	-1.154581010235748977e+02	3.332817838813358691e+00	2.230747814898280890e+00	-1.025000761157085050e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.744224839472378719e+00	2.624891479924102988e+00	4.123629214320209790e+00	9.321548580671356277e+00	7.594785780908251738e+00	-8.089078106424989301e+01	8.978319132676270797e+00	1.389454596640542050e+01	-6.235138818125527393e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723816821909508690e+00	6.114305840075203058e+00	9.109840581122687908e+00	5.335453939038286464e+00	4.638686919356229232e+00	-7.442656521641478662e+01	9.063529414849165633e+00	3.327337871055077301e+01	-4.064583694966012573e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.883545352969510311e+00	9.237621433478361510e+00	1.191923975401164570e+00	1.031253310764687514e+00	1.611765891694545871e+00	-2.804896070386470708e+00	3.669752975863871836e+00	2.815732447065149469e+00	-1.719147969688559874e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631293909096274586e+00	1.299784806297001660e+00	6.985731898782957749e+00	2.900771585824903909e+01	8.062700721684134209e+00	-1.710699009069400347e+02	3.065671634535457990e+00	1.471935016358693105e+01	-1.251544197437496564e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.506942921925472412e+00	7.276096227761309265e+00	9.670742549086599027e+00	4.452040526561060751e+00	3.567601708280716544e+00	-5.411412228135409208e+01	4.705485951704938330e+00	2.274878922388277758e+01	-3.903824975906553973e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.259605947882365573e+00	3.677860349058638789e+00	6.033918558185230374e+00	3.621366625018249152e+01	4.898882208816970341e+00	-4.350658915836304459e+02	3.163506919673173989e+00	4.799441407275426563e+00	-2.606497866900326255e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626009930211931298e+00	9.315918067095587674e+00	9.438956217445598540e+00	5.233110694204152757e+00	7.165967986234007547e+00	-2.179961183015343522e+02	7.060110592562381271e+00	7.231567931950703354e+00	-1.566807724389642331e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.299221883972791147e+00	9.738212911633668867e+00	1.471016093594487151e+00	1.161818838940631426e+00	3.989613596681267804e+00	-1.138057128414722996e+01	8.437311785059446123e+00	2.737599384657132706e+00	-7.312613997295370760e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.106313683398806980e+00	9.493172019666747730e+00	4.773839480684279657e+00	2.147981591502049259e+00	1.514848038379986495e+00	-1.209982739134256136e+01	7.055178525269904632e+00	2.398492109861875221e+01	-2.522452760128661264e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.056356284167488724e+00	5.274154483794854187e+00	3.348177825911215155e+00	2.441035655695946271e+00	4.363232137873843897e+00	-1.243476952193190677e+01	8.419098440626349600e+00	1.971398966779585038e+01	-7.384350689709545890e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.807971331577355567e+00	8.756745756760093258e+00	7.579254752804300388e+00	7.271782130165012958e+00	9.497845930638911582e+00	-3.939647451851099618e+02	4.573274706037619985e+00	2.342966675220039541e+00	-1.131020934147211277e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.635095316605735150e+00	8.609026495359083597e+00	9.828403662430162058e+00	4.119564842200823307e+00	6.781741877114550121e+00	-1.218780741977300295e+02	2.402885235910642514e+00	4.580951806602332255e+00	-2.766620012739024581e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.329581376223640810e+00	3.880408922389640303e+00	3.314158109269508046e+00	3.589449133924633717e+00	7.051959651258898454e+00	-2.683553341682925009e+01	7.636587709627533194e+00	1.174906636658481141e+01	-7.311247520328492122e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.412087885585436631e+00	8.459788398675630816e+00	6.887575581648896161e+00	-4.833625104413777684e+00	6.694029327940999252e+00	2.223163846798856866e+02	4.248090984211348342e+00	1.460735845887869866e+00	-5.346131722325326852e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.469784780843464311e+00	1.327458552638508760e+00	2.786665757876897409e+00	9.376065154866562779e+00	2.787384735384402568e+00	-8.538694254260622785e+00	7.046041589612878298e+00	6.817131868030952546e+01	-2.863924166250204451e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.535186344737078823e+00	6.354824735234937627e+00	6.076080140271290730e+00	1.134479267401264480e+01	4.762240664495609010e+00	-2.173393346930597829e+02	3.439084246209517914e+00	3.506161328255382070e+00	-1.602058496860203185e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.587389330244187491e+00	3.061890368498174197e+00	5.177860457283835594e+00	-1.657996462958542239e+01	7.758890801325203590e+00	2.933809529180953177e+02	1.739320568716421489e+00	1.171589301163231456e+00	-1.904081032114939509e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541006716061771087e+00	2.077459112899164406e+00	9.744521921598371605e+00	1.365172043288286119e+01	1.914093394911941415e+00	-2.058502395039351285e+01	9.930285149408145884e+00	4.633342683606720129e+02	-2.035190181151151734e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.693428232652424370e+00	1.700247451229346840e+00	6.485874449695923971e+00	1.188915902654823142e+01	3.495327290954023169e+00	-2.024976301488027985e+01	2.414933235638489162e+00	5.098498047643589359e+01	-2.685051543475535851e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.283409395633507089e+00	7.267243330218014385e+00	4.148997821210897996e+00	2.087900396587583529e+00	3.490786055816999855e+00	-1.292401249799634400e+01	9.890881679602424370e+00	2.678470663530977092e+01	-5.381589740173551739e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.744598670078639113e+00	4.061042100647052955e+00	2.028186470890545490e+00	3.794133599697328219e+00	4.888633265757599489e+00	-2.337834897288317038e+01	9.790003344494101256e+00	7.511921345327547961e+00	-3.198472874281161005e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.873367970117427284e+00	7.510548392104560378e+00	2.363906694321258328e+00	-1.602337416675604231e+01	9.814030896743027199e+00	6.472736991728465910e+02	8.134776535657318064e+00	9.862688242850662368e-01	-2.296214655740757837e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.165471851163441208e+00	1.581542596175221860e+00	3.022339327532126863e+00	7.861667034341105698e+00	1.602494292203673121e+00	-4.789360740964956342e+00	6.932378436150134604e+00	1.176912700345210823e+02	-2.616684254169563673e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.970251952934555462e+00	3.842548002955914477e+00	3.267663007796920649e+00	4.205724346886805520e+00	5.665579912224551151e+00	-2.876467078923153764e+01	6.197519700673656651e+00	9.223141650922922707e+00	-5.750414563272268964e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.115404014969417101e+00	5.857016999051240624e+00	8.666540173527565116e+00	7.400147464805489506e+01	2.613887733977349193e+00	-8.511933863917710141e+02	8.797778662965850316e+00	2.086114438854785647e+01	-1.551752386845179466e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.053174621488633278e+00	2.911190498623415390e+00	9.746316285411792180e+00	-9.621080461727360955e+01	3.606284151253047021e+00	3.024178581340498440e+00	-2.606345645611347628e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	5.719299854305652353e+00	-7.117693570645183598e+00	2.021020850696761073e+00	4.442875492492365197e+01	5.202632846198261163e+00	9.990853645548991580e+00	-1.473484085454256798e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	2.029777211975168694e+00	1.340298533641150813e+00	4.627857606109080812e+00	-5.689996686941457327e+00	6.572370560639110515e+00	7.993785075662446005e+00	-6.062363920384886917e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	8.736855856653500396e+00	5.662934813756870689e+00	7.642159217375113833e+00	-2.482039954712762153e+02	4.698690945723151380e+00	4.026121631170665793e+00	-1.453765193883402640e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	7.505554702201637340e+00	3.943217917319699062e+00	7.339083866838767456e+00	-7.381600159396678862e+01	4.837704407223951009e+00	1.054406225042042422e+01	-4.581524488285626973e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.611416852852129988e+00	4.231559312847108956e+00	4.806315768274544986e+00	-1.733354305535481643e+01	3.967218844282231593e+00	3.283372479769609775e+00	-4.320507984305830718e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	7.368340422836752168e+00	2.244866739554223400e+01	4.121860340852386173e+00	-5.053703970054834826e+01	6.073887768311038826e+00	1.013405015491573806e+02	-2.134383022098858618e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	2.550931600977119906e+00	4.585057429474751700e+00	-3.921739859884109336e+01	8.662979630795559771e+00	1.493196576812626830e+01	-2.890980562349283467e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	2.183583067229784547e+01	3.378354898081061819e+00	-3.369981323085568192e+01	2.814798222075832523e+00	6.480080377699182215e+00	-1.326446294807141157e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	1.916582519524428596e+00	2.856868758650668472e+00	-1.188689673036407513e+01	9.413504148705818864e+00	3.711093756161145762e+01	-5.135199076515214678e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	3.221528395854677651e+00	5.352272747571156231e+00	-2.981519259579848580e+01	7.193625890521276212e+00	1.999034921198701298e+01	-6.294980711395206541e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	1.046859826386981940e+00	3.412974164149980894e+00	-5.650870896637687935e+00	8.415963734074116687e+00	1.224297942598003530e+01	-4.577278514732311621e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	3.440261487525583473e+00	3.599117758364566377e+00	-3.855910260000019463e+01	6.012803265153920940e+00	3.521510856163282455e+01	-4.852020400501364961e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	2.991969733532501508e+00	6.912574714063844716e+00	-9.171301775460997874e+01	8.004765429071520444e+00	1.283478219223623817e+01	-2.673575612906085919e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	5.203668792125368370e+00	9.712315147529297477e+00	-6.556364515200009180e+01	1.141961756549638052e+00	3.729448284617537634e+00	-9.917919306681731939e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	-1.487203690720718541e+01	6.441682648899275776e+00	5.319999473690337481e+02	8.368124229248371293e+00	3.067595036682082110e+00	-6.802152470783492388e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	9.741741253677147938e+00	1.704062990128489607e+00	-4.213322905959039844e+01	1.364759680335787984e+00	4.524011753893670829e+00	-2.818208527313087242e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	-7.427832545089545491e+00	1.680073741848814972e+00	5.439810920034877739e+01	9.005524664550501157e+00	1.943137425709916855e+01	-1.140752290207861064e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	4.472462813444097129e+00	9.560082542055225119e+00	-1.445596470054708220e+02	9.926000690340318400e+00	7.258856995052265226e+00	-2.236121253701831346e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	1.271227929708364623e+00	3.674683979640592124e+00	-9.666715561961865433e+00	3.643353256482182445e+00	1.595565946977978600e+00	-1.101541991081344651e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	3.435553481775076801e+00	1.832471981172707265e+00	-3.347081040452810896e+01	2.893468451349278325e+00	6.217871086601598485e+00	-1.543856212664189043e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	3.256762833368737731e+00	6.398318797819263715e+00	-6.012012688105332359e+01	7.894791239091594193e+00	2.180824101835623097e+01	-4.632821086312070236e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	5.338596813674109320e+00	6.615927262099960515e+00	-7.597289880182644595e+01	3.273037243538950314e+00	4.496286891186494827e+00	-3.735321162047911869e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	2.921514095172212055e+00	6.837094045917391227e+00	-2.718039896284515322e+01	8.795512867111709099e+00	2.768525493205209909e+00	-1.186601862616339043e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	3.851109755929891243e+00	3.414727550111052334e+00	-4.489533173127198751e+01	1.921325602944610411e+00	7.017779085832308361e+00	-3.386159558081427434e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	2.320581487026240808e+01	1.134302658723209456e+00	-4.286914676228568766e+01	2.128979788732271228e+00	7.608266975206707805e+00	-3.874418790626991349e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	6.454241344091785848e+00	9.690719083416512447e+00	-2.668964518916431672e+01	9.816822842239881552e+00	2.778926627386013948e+01	-2.046807710443895445e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	-9.638120479639317395e+00	3.256478017925140023e+00	7.889846409508589886e+01	7.069571819420989556e+00	4.295986281920202821e+00	-1.269015473063075161e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	3.828368521310550499e+00	7.086569879090614421e+00	-2.077426666643551911e+01	8.626622605569735924e+00	2.664631574501721190e+01	-1.328377819142502503e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	6.819278083706721283e+00	7.359054073202008439e+00	-6.884556120518561784e+01	3.911797320066388917e+00	1.803269639677173330e+01	-9.642574485607534385e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	1.638542308770992761e+01	6.489764401166722152e+00	-1.953296221938027486e+02	7.085815739297038007e+00	1.112362017898393241e+01	-3.836108626977456915e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	-6.971886115069332313e+00	3.814123615098798492e+00	2.840923174736621704e+01	6.352659225985496150e+00	7.223638867464569735e+00	-3.177678661223839907e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	2.358744703348128269e+01	3.447146479769182204e+00	-3.674390298920875608e+01	6.428577356241350849e+00	2.389703874131571979e+02	-3.226467595875595151e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	2.890928151336329410e+00	6.375046936193376368e+00	-7.707939114089172961e+01	7.136943791002820170e+00	1.486003113339575776e+01	-3.157960244824322693e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	5.761658321109173642e+00	8.790853544911639617e+00	-1.017064793405251777e+02	6.180728993937476545e+00	1.933577882640616963e+01	-6.761078006447384325e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	2.837320206208172380e+00	9.532085294456299707e+00	-2.585798236864568977e+01	4.857667802099508769e+00	5.699025264103941169e+00	-7.479561827954027464e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	-9.208292585850172074e+00	1.958445695980677526e+00	9.265872687466412572e+01	3.493078933360028948e+00	4.255429308471539329e+00	-9.690103627079429405e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	1.463612557991949537e+01	2.380545994106001206e+00	-6.119935365396999316e+01	7.925646650964356610e+00	9.305853219359646289e+01	-6.289476984548892702e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	9.433344061697752636e+01	9.499566372229628186e+00	-6.369160642608047965e+03	3.039742357209761714e+00	1.051230410524651715e+00	-6.947819213006813932e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	8.588106421717941474e-01	7.619008081440819424e+00	-6.813390247354825568e+00	7.238602092616664763e+00	2.577677967565092931e+00	-1.757947502139885820e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	4.906379325235720401e+00	8.941797974358840051e+00	-1.355674212113061472e+01	3.100348315108694131e+00	4.047486112921903079e+00	-1.712957819884648103e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	5.686846146454725748e+00	2.806703751819459303e+00	-3.563834635684020924e+01	6.632140828154947876e+00	2.031524024229099368e+01	-3.838659546639038744e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	-8.790646946704255171e+00	6.287531263985960628e+00	4.078939097999095225e+02	7.731753465463878427e+00	4.013922152110073860e+00	-6.369439573644628538e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	3.278174502108452959e+00	7.304074590213788909e+00	-1.156969271501611303e+02	2.969762218530015652e+00	1.903448196022018202e+00	-1.465556403986451706e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	5.421023217196241362e+00	7.121331259645263145e+00	-9.813085013610344731e+01	1.538099718771219759e+00	1.756216311603984837e+00	-3.079727303001996486e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	1.393195812311409432e+00	4.664567828506573477e+00	-7.472023829285426189e+00	2.169478702999311892e+00	2.116959691531827836e+00	-4.572753932648660147e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	9.569037333496085651e+00	1.139002862988808262e+00	-1.078572737336932263e+01	6.453519886016393592e+00	2.108991961818743164e+02	-1.251731904153774089e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	2.514171464456283367e+00	6.244088412414561695e+00	-5.670407613624313825e+01	8.649502803188523714e+00	2.104278566354149405e+01	-3.893518108977110259e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	6.183017735376216351e+00	3.286044485278602600e+00	-2.287620245691847742e+01	1.410122206015400170e+00	6.465841989588482441e+00	-8.276531258721952611e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	5.438756282914344098e+01	5.059928424558180815e+00	-1.928151902975505891e+03	7.610108580237116449e+00	5.224944349260312038e+00	-8.301022837936240517e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	4.433027407566981992e+00	9.622480510591309155e+00	-1.286341761009837228e+02	4.068919382029739573e+00	8.903038155055440939e+00	-4.591723401898403445e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	1.860283367345504590e+00	4.589549776984704899e+00	-1.106098974036134663e+01	5.295987685900198194e+00	7.926615599438741278e+00	-5.487624442076183939e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	3.883849894621123067e+00	8.568962069450687835e+00	-6.930903087193992462e+01	9.357038539160333457e+00	1.344085597934942200e+01	-4.559069330811778009e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	4.358066573380301456e+00	2.688458286985189627e+00	-8.624457735388709523e+00	3.986085789342790342e+00	2.735364450750135745e+01	-1.355513484189119389e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	1.173095885230748259e+01	7.044546490200310096e+00	-1.027331869016989714e+02	5.186327902218342167e+00	2.518307814181633830e+01	-9.336135914998150653e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	7.855706743840338291e+00	9.792609040625620764e+00	-9.467471891479387125e+01	1.126510974251596187e+00	2.721213121957879011e+00	-8.434622623660329666e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	1.040887759532910906e+01	1.929239864516869130e+00	-2.519052079649899767e+01	1.745204355963232201e+00	2.196738984720627386e+01	-8.399751050428099219e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	-3.818657524460235653e+00	1.073784143533038860e+00	2.868562998461143110e+01	3.327997177126940986e+00	7.752946452897602647e+00	-6.571569964607963943e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	-1.987353185778397915e+02	4.901253154702766679e+00	2.645262413814702541e+03	1.249489643235516922e+00	1.081004749847738200e+00	-1.846839168631196682e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	-2.524206810792489719e+01	1.825823747906120342e+00	6.121394267956030433e+01	6.680965962289217686e+00	5.678803314918651068e+01	-3.731713863211844284e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	2.077234027077916600e+00	7.740579821975308583e+00	-5.730155739612477106e+01	4.838262727345287395e+00	5.041150972066489544e+00	-2.780284477955471178e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	1.864599007704791145e+00	9.236097870915539687e+00	-5.154216724594000709e+01	5.928795147038911750e+00	1.331189187299652410e+00	-6.943196664225292913e-01
