G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	-1.217928771790675269e+00	6.615927262099960515e+00	1.565490534119327481e+00	3.273037243538950314e+00	-2.801599064337775147e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	-4.136163880346330202e-01	6.837094045917391227e+00	1.936699993017349186e+00	8.795512867111709099e+00	-6.167848474531235325e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	-1.370603161586725793e+00	3.414727550111052334e+00	5.460002663508431553e+00	1.921325602944610411e+00	-3.681666520287961220e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	-1.237859449349443253e+00	1.134302658723209456e+00	2.975788571021702467e+00	2.128979788732271228e+00	-3.296730669271713321e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	-4.027403923100091321e-01	9.690719083416512447e+00	1.927768829666921979e+00	9.816822842239881552e+00	-1.646003740038425747e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	-1.485169997885069426e+00	3.256478017925140023e+00	1.951272613048047111e+00	7.069571819420989556e+00	-1.685007160252520819e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	-4.018906001423685481e-01	7.086569879090614421e+00	6.106006262355568204e+00	8.626622605569735924e+00	-1.848614747341227371e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	-9.811992655010095543e-01	7.359054073202008439e+00	3.865400091029715934e+00	3.911797320066388917e+00	-7.736466034201168895e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	-2.033940012581164858e+00	6.489764401166722152e+00	2.328128431510310126e+00	7.085815739297038007e+00	-3.384013694253729909e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	-2.709729428660769823e+00	3.814123615098798492e+00	3.634567436996645640e+00	6.352659225985496150e+00	1.578963864517520754e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	-1.066725976387040919e+00	3.447146479769182204e+00	8.029746443719183446e+00	6.428577356241350849e+00	-1.444163112759590888e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	-1.211213531195032056e+00	6.375046936193376368e+00	4.200038168789620663e+00	7.136943791002820170e+00	-1.223076840316926877e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	-1.169747821826748968e+00	8.790853544911639617e+00	2.105232631496100293e+00	6.180728993937476545e+00	-1.022472521868620987e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	-3.946834824906839123e-01	9.532085294456299707e+00	1.798929336495292741e+00	4.857667802099508769e+00	-8.011029612966869706e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	-3.037095220670903206e+00	1.958445695980677526e+00	1.347662179497563617e+00	3.493078933360028948e+00	-1.997505485079475562e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	-2.331269535859760822e+00	2.380545994106001206e+00	4.517756121186975449e+00	7.925646650964356610e+00	-6.927029145022099499e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	-3.893101764446623037e+00	9.499566372229628186e+00	4.658623516218754368e+00	3.039742357209761714e+00	2.291675961438298614e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	-1.427432938543714280e-01	7.619008081440819424e+00	4.448158427375926927e+00	7.238602092616664763e+00	-1.297715779262642286e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	-2.400310952569104372e-01	8.941797974358840051e+00	1.357396131420173457e+00	3.100348315108694131e+00	-4.177140414721537809e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	-1.299330149854468264e+00	2.806703751819459303e+00	3.832660423320005894e+00	6.632140828154947876e+00	-5.261631346895393335e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	-5.840920615532312787e+00	6.287531263985960628e+00	4.003093387396372549e+00	7.731753465463878427e+00	3.254801476538388982e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	-1.539051378248231794e+00	7.304074590213788909e+00	1.922463678214564320e+00	2.969762218530015652e+00	-2.194390275530150802e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	-1.397300735796587867e+00	7.121331259645263145e+00	1.818110182016694720e+00	1.538099718771219759e+00	-1.199142320081222124e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	-2.592914101418859474e-01	4.664567828506573477e+00	6.047553975325017817e+00	2.169478702999311892e+00	-3.850386246549727076e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	-1.025209586384282057e+00	1.139002862988808262e+00	8.521181815179827979e+00	6.453519886016393592e+00	-1.108973036573476776e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	-9.367528881527615869e-01	6.244088412414561695e+00	6.004452272927112588e+00	8.649502803188523714e+00	-1.833663504871174439e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	-8.434041339567680540e-01	3.286044485278602600e+00	4.877358550509288015e+00	1.410122206015400170e+00	-1.985490172697053879e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	-3.842805934672491652e+00	5.059928424558180815e+00	2.435357888408062443e+00	7.610108580237116449e+00	-1.370290877187756706e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	-1.306181338807859804e+00	9.622480510591309155e+00	1.291329009270827388e+00	4.068919382029739573e+00	-6.614274252959943112e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	-3.588206291573669549e-01	4.589549776984704899e+00	6.417427504995566245e+00	5.295987685900198194e+00	-9.225495798296397254e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	-9.417938450894928204e-01	8.568962069450687835e+00	1.415929461839379622e+00	9.357038539160333457e+00	-1.160788173214465644e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	-4.537609341296184873e-01	2.688458286985189627e+00	8.325690535729570740e+00	3.986085789342790342e+00	-7.812721330713863210e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	-1.495736062768516783e+00	7.044546490200310096e+00	1.584503876020073365e+00	5.186327902218342167e+00	-5.986946284801272355e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	-1.089856162310067544e+00	9.792609040625620764e+00	1.720021796854783069e+00	1.126510974251596187e+00	-1.598362175917374906e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	-1.385500629142013773e+00	1.929239864516869130e+00	5.680986887571068067e+00	1.745204355963232201e+00	-2.352995747138504967e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	-6.656943081784473470e+00	1.073784143533038860e+00	1.180972799392999262e+00	3.327997177126940986e+00	1.356480341119204702e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	-2.316012466321322183e+00	4.901253154702766679e+00	2.488427928673364598e+00	1.249489643235516922e+00	6.684699913717272679e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	-7.198709837401308320e+00	1.825823747906120342e+00	1.431058591560669058e+00	6.680965962289217686e+00	1.080109894178976404e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	-8.639014148248320701e-01	7.740579821975308583e+00	2.257572391507121967e+00	4.838262727345287395e+00	-7.035032626179739168e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	-6.312478247697941303e-01	9.236097870915539687e+00	2.409372547544239129e+00	5.928795147038911750e+00	-4.517956387306383448e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	7.260792632085831144e+00	-1.303100168562765226e+00	4.910460310307593446e+00	3.714136866587060215e+00	2.572479385287518294e+00	-3.627562458030914883e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.171890678215214976e+00	9.942629709335371047e+00	8.139363065447881240e+00	-8.877730849835263616e-01	3.324998572269629360e+00	9.009528507953460164e+00	3.665843811310078859e+00	-1.083954675620122856e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.258863839525190542e+00	2.564934656619691555e+00	3.859319082517079114e+00	-1.187339638113138696e+00	4.905804200943952864e+00	1.513360651733386408e+00	6.975562419064298858e+00	-4.392180499483765033e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.692881574564526481e+00	4.572419260277139408e+00	8.707186608710234310e+00	-1.858600116297517646e+00	7.504030203781813846e+00	1.599492598414095079e+00	9.690216717078012465e+00	-9.300960625350383282e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.802088949278609853e+00	7.823107755858060841e+00	9.150534873755994170e+00	-1.175427778835892445e+00	1.081941483340276067e+00	9.726972853083678316e+00	1.456113560631220105e+00	-6.591257664471051214e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.055188897018406013e+00	7.268241454606236829e+00	3.499744703231995491e+00	-1.140128023713224747e+00	6.299237259509410158e+00	2.062849560887134448e+00	9.003807461082111274e+00	-5.284547179308055576e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.693800177294972009e+00	2.387016748189191517e+00	9.857325536144072586e+00	-5.819119375336573974e+00	6.513251362419737234e+00	3.846493871625035421e+00	6.195399808573824885e+00	3.064598100568320049e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.610254212249093708e+00	8.344398829082727786e+00	2.264398663584952676e+00	-6.266841134809786329e-01	6.736900623083203143e+00	1.867665728654298363e+00	6.071621117093463305e+00	-4.335226468761960206e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.452046136947912736e+00	3.018455782520656161e+00	2.822858730120978432e+00	-1.149326993437192579e+00	3.175550733979878970e+00	1.572852370010746181e+00	5.496537841168929184e+00	-2.416927791270121162e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.361759963864356493e+00	3.007590501508427216e+00	2.659907624980455410e+00	-2.835495200836965490e-01	7.423562230250267291e+00	5.250006589943765789e+00	1.618530878432179243e+00	-3.839158111639580540e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274200313668057305e+00	5.826530563115513317e+00	9.054191383597681053e+00	-1.095909171577860830e+00	1.825048419719940140e+00	9.512734911483367028e+00	1.811253148566074334e+00	-7.443570201054271251e+01
