G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fc	Fg	m2	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.179678840620538960e+00	2.935729501582681866e+00	1.300027412576123087e+00	5.854575132042141306e+00	1.381174203843947623e+00	2.617407503099896893e+00	6.130814702683424766e-01	8.259046898165847139e+00	-1.200346915512977786e+00	-1.307218107792859598e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.701097394406897223e+00	9.840078201065431074e+00	1.619237793704127126e+00	3.592109191383432432e+00	4.619971349988984066e+00	7.454102220904407439e+00	9.282104083156037078e+00	8.332862633165413868e+00	-3.418569434189277612e+00	-1.329626215132228495e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.443760884915374021e+00	9.518498512653774668e+00	9.178027080924996639e+00	3.669153751088829463e+00	7.215947802878273976e+00	5.825874545109051894e+00	1.136568868138894395e+01	9.854187217589837289e+00	-3.706320130113747613e+00	-1.761089384575490158e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.946600360837056787e+00	1.325569900923929900e+00	2.272315154361615352e+00	4.106317417522418189e+00	2.773227804856023937e+00	6.627514680200069286e+00	4.468075230494057415e+00	5.485922743135969171e+00	2.332093631968453451e+01	7.176117946327534014e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.709943186898110756e+00	7.360575593065892264e+00	5.822390140783213930e+00	6.632589320115219955e+00	6.750022288750923138e+00	2.765342035973179069e+00	2.764582160964765833e+00	5.009483943528544536e+00	-1.519822262373623278e+00	-3.989527276394247224e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.708197017070309798e+00	9.398553312935060688e+00	4.744533578572236898e+00	3.995363895180734204e+00	3.247849432404991799e+00	2.884489967173598401e+00	2.379088964323866406e+00	7.855934023293728252e+00	-9.744466869244189366e-01	-1.929417620650310639e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.770986884631785774e+00	2.620293194640144652e+00	4.107933047616258548e+00	7.663879694689988753e+00	9.056261493274563534e+00	1.303566234095762111e+00	1.640438713967061313e+00	2.132231917687144485e+00	-3.626057798144179056e+00	-2.655452768815230513e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.642943158818672700e+00	6.227173795348871721e+00	9.155638112074662160e+00	4.575525346491900791e+00	9.045212221129487418e+00	3.914573133139815919e+00	7.484789947212027172e+00	6.055607382084445156e+00	-4.492429398604573798e+00	-2.891890465672552324e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.868471473374500924e+00	9.173982483879635552e+00	1.136529881166755018e+00	1.610092805723061460e+00	3.618114003874509432e+00	5.992515402022251081e+00	1.376542072376274994e+01	5.889609797491097254e+00	-5.801984613925130319e+00	-2.113673359419638587e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.726456381646557681e+00	1.297136612675341860e+00	6.973812844316114479e+00	8.075469592024985488e+00	3.047362712343723246e+00	8.682193205521910429e+00	3.189747017315460287e+00	1.921303005968998834e+00	2.763311331480335920e+00	1.067247798017093174e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.567399477224184601e+00	7.246779592098680389e+00	9.716709256155551699e+00	3.508460552369207619e+00	4.658365836840515861e+00	6.991172852665747506e+00	9.295703909467615489e+00	4.687404081060385863e+00	-6.792898360091972343e+00	-3.113259505287641815e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.172230325252923144e+00	3.728240391070931636e+00	6.096455053458181617e+00	4.950755065433147806e+00	3.126998903098987537e+00	4.887026374506557858e+00	3.249440077079373435e+00	8.735347780427858311e+00	-4.085110319888947572e+00	-5.855368124754363635e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626293109120901637e+00	9.194962663206332820e+00	9.456845314513040890e+00	7.196639915186946901e+00	7.039383968785225321e+00	9.692092451063848202e+00	9.459629440243441323e+00	8.732566607621135901e+00	-4.072917805560427595e+00	-1.035997994752719222e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.316908599076862529e+00	9.659241458861918872e+00	1.448599150411121972e+00	3.904988658252869893e+00	8.528858761864260174e+00	7.443816538790357207e+00	1.573784051689793451e+01	1.938710527887715918e+00	1.553077506754210901e+01	1.787025654695822254e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.063379489064411487e+00	9.492426529078166197e+00	4.818652948808580305e+00	1.507227804877244282e+00	7.021535228345361368e+00	9.395674357646040420e+00	4.383705401860001416e+01	1.869146241270722042e+00	4.954214988662716479e+00	1.825623202935961942e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.941602393384615155e+00	5.354233508835794630e+00	3.304460048783061321e+00	4.386182707130630298e+00	8.509533638651605614e+00	5.756275386449063447e+00	1.104724927079442232e+01	3.337183051521798838e+00	-1.058163848160593972e+02	-3.451031826343786975e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.802412702662744337e+00	8.770947792968179613e+00	7.674095386004435859e+00	9.468095257012805632e+00	4.619165158059432841e+00	3.349490983728385274e+00	1.524193247408042851e+00	8.801696340295871224e+00	-8.764441165417685697e-01	-3.766123996761214698e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.585474039082747311e+00	8.525755900131828824e+00	9.826998578088527836e+00	6.695498936809621604e+00	2.428437445623373492e+00	1.498980743908860935e+00	4.982156288116795784e-01	2.157353457715916356e+00	-5.143568586609921223e-01	-3.933271923632442491e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.289307183167157866e+00	3.805304017903934355e+00	3.223757794222930073e+00	7.058386359690315359e+00	7.682308238409489398e+00	7.583116741154514173e+00	8.228130779391578997e+00	7.492103574350167605e+00	-1.365085152245627320e+01	-6.943319674651958451e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	4.245014366895050628e+00	2.106344692384166439e+00	1.330275995134774902e+00	1.884823272774234892e+00	-7.886275599705354633e-01	-9.580174069938627213e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	7.111487909165332688e+00	3.737314339025392229e+00	9.508909475831703872e+00	6.623339004118600215e+00	3.441319908892302948e+01	2.341107390646835285e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	3.466678599561074936e+00	5.795446327470331838e+00	4.235018730050055247e+00	4.222536592247860376e+00	-3.664300788194583269e+00	-6.973174932284157990e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	1.640393221034867288e+00	6.072155436911182314e+00	1.406865994673177411e+00	8.050722237429736694e+00	-4.038957519579956745e+00	-1.670987399424962803e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	9.949372848392002311e+00	6.355225893304736751e+00	3.314740634393103846e+01	3.124699607023476489e+00	6.881078214816133354e+00	3.423844590375426211e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	2.448516178673181720e+00	2.492958621006573949e+00	1.693764182106475724e+00	6.738280714970644958e+00	-5.602494054271851986e+00	-2.406543861876330404e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	9.880047204183439291e+00	4.430873003459756987e+00	1.245594692897133626e+01	3.083065392112541492e+00	-1.583788118574379133e+01	-5.669923317303157262e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	9.802396481611346246e+00	6.576811513089020345e+00	1.312122419896766168e+01	7.465774021778215364e+00	-2.355847820014846405e+01	-1.677856120602530723e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	8.110980884310041716e+00	9.738260527884715856e+00	8.012645739324426586e+00	8.820835700934036794e+00	-4.681533689886077099e+00	-3.942381071638300796e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	6.859768108214340465e+00	7.535899907705243095e+00	3.253591931367004975e+01	2.116374479817038523e+00	4.211712553135956050e+00	2.670805934268548398e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	6.115815229538507758e+00	9.300302303537026916e+00	1.025765341164599675e+01	8.803280607416555270e+00	-1.833178774673252676e+01	-1.001283636129855665e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	8.711190617508977496e+00	7.829534475064725108e+00	2.647847152093569534e+01	6.416936812541312207e+00	-1.360219200690901857e+02	-1.894584620955500668e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	3.641398208570866490e+00	6.342636753210937783e+00	2.419095984139547184e+00	2.154481448842391789e+00	-2.703424521845715134e+00	-4.748611238393248613e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	5.073486562704063729e+00	2.716078826495492482e+00	6.914021022288621587e+00	4.876614420693323737e+00	-9.087215586754544105e+00	-2.272093568347848702e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	6.538206905593613172e+00	7.010076768806194458e+00	9.939368725184596798e+00	2.431551542184433146e+00	9.402058321028444254e+01	3.534820866174172238e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	4.659009544434233874e+00	6.665321950434978326e+00	4.140620080027650474e+00	7.298861337461580057e+00	-2.123985647154841949e+00	-5.719030019872087678e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	4.832009007071106588e+00	6.383305820514888040e+00	4.355847399713340451e+00	7.827154396244699441e+00	-3.077507151447168354e+00	-2.362992005924386518e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	3.871443150618077311e+00	5.440808595050909524e+00	4.353226112579247520e+00	1.968123892655906593e+00	7.270501893565180396e+00	4.070143669608808779e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	6.100085924107385260e+00	5.759731410380549477e+00	8.470210971470631733e+00	5.539158686476419291e+00	1.684817631967212392e+01	1.893132088911643862e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	8.585822312137601386e+00	4.120869067159411259e+00	7.659490052064837684e+00	8.404518539786655751e+00	-2.601271738124301347e+00	-2.107778181866325795e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	2.875436939854364660e+00	5.661947603769010406e+00	4.710709241356629384e+00	9.405167949257506876e+00	-1.716625196530436313e+02	-4.154484932744553589e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	9.376030096917622458e+00	2.816141133126858431e+00	9.109041005018070791e+00	5.528790645798669523e+00	-3.198139600908711522e+00	-7.856750268063840359e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	7.196580888426163725e+00	8.247411898061363544e+00	1.098794316498230472e+01	9.701715098877789600e+00	-8.182650548426243731e+00	-3.676761718837411053e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	8.409664470000500103e+00	2.595827700136076110e+00	6.503802728460001958e+00	5.803392594885579570e+00	-2.118535789814528947e+00	-9.903932870404895894e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	6.019019912907322301e+00	1.736130666882997442e+00	2.825399186995952494e+00	4.619147991580540236e+00	-8.838570042650768510e-01	-3.823950128095455980e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	8.017666463858875048e+00	4.974518473236832605e+00	5.718248028450009457e+00	8.710245684989946113e+00	-1.968488637762022764e+00	-2.248116047780326454e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.122539090921846228e+00	6.901028561298844011e+00	8.850816286202001226e-01	5.488261964894268097e+00	-3.177899466918846283e+00	-1.326604619145387964e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	8.384109494749289127e+00	4.817644153167114141e+00	6.327096055425657894e+00	5.236350355798035316e+00	-3.189000106178723648e+00	-1.980006713937868312e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	1.386640521349902233e+00	3.489064363839653016e+00	2.826761362207707684e+00	5.428407422214426958e+00	-2.728083641334687837e+00	-1.162770070006019552e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	8.967543903293904606e+00	5.963613120090998088e+00	3.236178787018248926e+01	8.551734474227343341e+00	-8.080732461809360245e+01	-1.773620594301039318e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	9.950888762975116819e+00	4.130252778612912401e+00	4.280122145714604365e+00	8.595733531684004447e+00	-2.254630257694965945e+00	-4.900349901960707655e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	3.711519544022605199e+00	9.480907937195624413e+00	9.198525131082986306e+00	4.585343561475627716e+00	-5.871975753946994558e+00	-5.351158191566368316e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	2.931316699112891833e+00	9.346020076191873471e+00	1.474823270603929615e+01	3.985887087342758317e+00	-1.009609660487654104e+01	-7.436014051948788506e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	7.939056263674017622e+00	5.605650090932203788e+00	6.810270720185064519e+00	5.432736866682714272e+00	-3.483849877563677921e+00	-2.176366537015587355e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	3.286601509074572824e+00	3.920150387521100566e+00	1.946078639445277592e+00	6.149108104184080048e+00	-2.020477910587017867e+00	-1.939727516781358929e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	8.739069822907568508e+00	7.626337366660924211e+00	9.773832766034381336e+00	3.109302441497596714e+00	3.631293321785549466e+01	4.682306708629190553e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	1.881482418079525987e+00	1.273116836052757384e+00	7.586492832966977851e-01	8.221444730659719369e+00	-4.925421671137472646e-01	-2.300734749547970637e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	2.151020900957346882e+00	5.235393192572734833e+00	9.942427752126242524e+00	5.430037988164056806e+00	-7.659195016117548960e+01	-2.137676393432905400e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	9.863715848958465315e+00	3.976059975976165894e+00	4.262558527201148806e+00	4.023928597973431387e+00	4.177776351054841371e+02	1.118249659334348962e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	7.216297250581790834e+00	9.213133790546429225e+00	2.014128926899416072e+01	1.939654134554624321e+00	4.668139579867291999e+00	9.363167168770141302e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	8.675464349814872023e+00	1.182960608506951283e+00	1.464059617749311482e+00	3.207500701269109911e+00	-1.269952281245175563e+00	-4.825120176654736248e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	3.855211374049740236e+00	5.860565164263459970e+00	3.209165270607655884e+00	9.518264480281883877e+00	-4.532233949024843334e+00	-1.781748531393247958e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	7.046560812708698940e+00	7.741140522084196895e+00	8.365051795188600536e+00	3.831323034240057712e+00	2.069691964791816829e+01	2.332149985569107002e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	6.472286101163463812e+00	5.433522930544196328e+00	8.936278959496824825e+00	2.525783772619649703e+00	5.354426960117991463e+00	5.716296347497418537e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	6.416673426565190574e+00	1.796046797815908924e+00	3.211780179606561703e+00	5.212952524056612802e+00	-4.800055189416268320e+01	-2.642889203509972873e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	7.145380237401800727e+00	9.691008630671936075e+00	1.094318656370896292e+01	3.757598115168572672e+00	-7.196580136212316958e+00	-7.145108593621867499e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	6.125919150692655357e+00	5.575292899100713129e+00	3.825239172113088948e+00	1.320324497410609865e+00	5.347816375429006008e+00	3.587346193404785311e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	4.946811687131429380e+00	6.497589784711217398e+00	3.267320038088219469e+00	3.974967164345143633e+00	-6.889379568152449451e+00	-4.387474660769782986e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	3.510557139144713901e+00	3.163783275968552022e+00	5.589609972736871768e+00	6.016322311826294289e+00	-2.396763385349469644e+00	-5.302762914076687650e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	7.875039848123899233e+00	5.351650846676877293e+00	1.779324961702216612e+01	6.050291865097761068e+00	4.528415511824999129e+01	9.909062906490554212e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	2.982318724268012033e+00	4.805097165198568554e+00	1.663067075598655631e+00	4.256744479681323412e+00	-8.822609947855805101e-01	-8.644413313809440069e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	7.247921998889355955e+00	1.737055165877884333e+00	1.568724815165582820e+00	5.057780529698013616e+00	-4.701522244232904102e-01	-3.889202414717267686e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	3.102403287315695923e+00	2.047851488055862479e+00	6.894382462771452280e-01	9.662084368800671896e+00	-2.181520875758632627e+00	-3.663459837813165532e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	6.673296140028489809e+00	8.524821041071307448e+00	2.011448532219446506e+01	4.412196147092416254e+00	2.793152458384137660e+01	1.267420859360035337e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	7.753497487777674557e+00	3.164377989778000000e+00	3.777715359882889423e+00	3.274373457175821400e+00	-1.644142012601658376e+00	-1.589411553575155551e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	2.954018893188609329e+00	2.671846279213378139e+00	1.149491571049694238e+00	3.211645119673777860e+00	-7.030988285088086709e-01	-1.537645662185457240e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	1.509869120398938502e+00	5.521469057189723806e+00	1.135313529288045187e+00	5.143819295865318608e+00	-2.159991189415237933e+00	-2.512399477894728861e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	2.170051724507047197e+00	7.946727838040279046e+00	3.678643453039712963e+00	7.729015686919202821e+00	-2.932125259875313361e+00	-1.349213711695112394e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	6.423977411170201712e+00	1.576986739969073126e+00	8.793813534972283463e+00	2.856000954942109260e+00	1.693959464949434590e+01	9.629126382872907897e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	8.637925977155948232e+00	6.163419705946203031e+00	8.602089687525028339e+00	7.406233419933128559e+00	-2.715766202617648784e+00	-2.297579230438155662e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	1.405866918816685240e+00	2.057848496382479908e+00	9.305459332599304023e-01	1.185794778307112329e+00	-6.325557173142856371e+00	-1.579055495523913955e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	7.558451502031657832e+00	1.303614672213235348e+00	2.067946342225972955e+00	4.789873867527556506e+00	-6.971066168665718266e-01	-2.481441506325270296e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	4.106220613523877461e+00	1.459418493447742105e+00	6.509284899659659729e-01	7.909798857741543898e+00	-3.093114967450336095e-01	-4.170488024085704737e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	5.286578325374155618e+00	8.530696394792860460e+00	9.846267824103064115e+00	4.006391292143461236e+00	-1.456408454092568050e+01	-6.428239279951847607e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	9.313878948035521077e+00	1.953809716008001685e+00	2.396574505102229136e+00	6.129932264590849833e+00	-1.189093072574691545e+00	-1.091243996066341992e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	3.968591666558021647e+00	1.402283331489157181e+00	1.963002297459775392e+00	2.844844197350913095e+00	-3.067608783479664147e+00	-5.455922188809091189e+00
