G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fc	Fg	m2	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	5.797166818684637235e+00	8.966989832233057456e+00	1.110010721137102863e+01	8.866243932626233004e+00	-1.784207182825862148e+01	-9.245153844302964785e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	8.690103650055389650e+00	7.741482869710682557e+00	2.671596375494453923e+01	6.075683194856657643e+00	-1.367539734222193601e+02	-1.906537218023040850e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	3.025338253941756150e+00	7.085997204571848229e+00	1.658930198069469952e+00	1.496905115652983120e+00	-2.172105332158524860e+00	-5.449101094675667412e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	5.186361070037269982e+00	1.768105724240674803e+00	6.522776696899461157e+00	4.372201963909079225e+00	-9.647420426722812081e+00	-2.147133291936348485e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	5.737542045319924178e+00	7.101424748743874638e+00	1.037986343167829162e+01	2.287947437556183683e+00	9.422360854746710856e+01	3.274476414327358498e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	4.875825248183920380e+00	6.179495235655987351e+00	2.146734372998254869e+00	7.925605219496601350e+00	-3.673944941430203670e+00	-4.014231503140750590e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	4.817169542797476112e+00	7.155445049054055318e+00	4.144784481699439027e+00	7.516857147710821252e+00	-5.065187844721840804e+00	-4.138162485688307868e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	4.057090328350485109e+00	5.308922552392631999e+00	3.970814102213109820e+00	2.392773318106716118e+00	6.950603291762835312e+00	3.005146376556348287e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	6.507379184483827572e+00	5.183421549544878104e+00	7.918446680324738196e+00	4.836512062621550534e+00	1.729304478270321255e+01	2.164715180703924702e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	8.777619494768270414e+00	3.891695183663859581e+00	7.230935093341791742e+00	6.591495680732795570e+00	-3.976976554934351871e+00	-1.367357057714790791e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	2.118301327545568213e+00	5.865629891287555964e+00	3.594500617626418482e+00	9.353023052855382602e+00	-1.709956754495413804e+02	-4.115900517730740944e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	9.107116345087485243e+00	4.300759703185842220e+00	9.983190375751433976e+00	5.289829497515571077e+00	-3.080203915012669658e+00	-8.485101838047944156e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.158114395762996907e+00	7.089089735284732186e+00	9.479791031963813452e+00	9.072867412202270998e+00	-7.349038637785555217e+00	-4.143652490662940124e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	8.230744837983046125e+00	2.014135845977097272e+00	6.705734410762800302e+00	5.277848201650776616e+00	-8.386305218498542047e-01	1.173005348884036714e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	5.893531958940736004e+00	2.480763234316647470e+00	2.306601078003103211e+00	4.162841806858362581e+00	5.949140279338380743e-01	5.698759343809010502e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	8.898847043927117895e+00	4.098371758022878453e+00	7.230098279826685292e+00	8.096731563044793134e+00	-1.120285380860523983e+00	-9.340868612450611508e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.200466668662794278e+00	6.930051206637449113e+00	8.339067738967695931e-01	4.949039747960266133e+00	-3.498395228004315793e+00	-2.048519445221426594e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	8.573638641680149775e+00	4.674268727330073148e+00	4.800337235716042983e+00	4.507939596054297837e+00	-2.864686492332335188e+00	-2.268216713105485951e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	2.670660205937049891e-01	3.139439004521087817e+00	3.225069349303772981e+00	4.254465398566019907e+00	2.553732590617556752e-01	1.003535865593304877e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	9.415565237619011540e+00	5.929072684677111127e+00	3.146196720373012568e+01	7.419196052072365433e+00	-7.958699668339868083e+01	-1.769833971050008813e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	1.148111350796103025e+01	3.940505277488265179e+00	5.033213947508499153e+00	9.826252113862928184e+00	-2.153131450049277973e+00	-4.640061981486670817e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	4.379577957594953830e+00	9.975732281230573761e+00	9.793861934553603987e+00	4.597275069876691767e+00	-6.001814311036375749e+00	-6.120986811733524746e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	2.653097710076985027e+00	1.003253269928911173e+01	1.584441448090682769e+01	4.829016222780264656e+00	-1.080357824357276897e+01	-7.858325303125504036e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	9.130750365056512052e+00	5.755224425099910945e+00	6.957421954637344363e+00	5.330746560964118252e+00	-4.868315727755724964e+00	-3.047142353053349240e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	3.292214197637071571e+00	3.821442296931202520e+00	2.584229340765298755e+00	6.076469322731807843e+00	5.015648369998881861e-02	-1.973467581091647460e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	8.957035609810441557e+00	7.775992963989945217e+00	9.848317801248576586e+00	3.311856959080554663e+00	3.665181893035038740e+01	4.530993730768524301e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	1.779912216519888180e+00	1.772068038788942701e+00	3.012622864032866166e-01	8.493780082455378633e+00	-1.959132223074586232e+00	7.438693286833911955e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	1.973827510588666456e+00	5.822470811794227430e+00	1.071815698955268026e+01	4.700184190006988949e+00	-7.679645728499363599e+01	-1.908345766492036546e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	8.587838260374395460e+00	4.229924925998419738e+00	3.139182363764060124e+00	3.799820795183291189e+00	4.193492795088602634e+02	1.110215239245744897e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	7.493493976569557624e+00	1.012292565686679069e+01	2.010494764928469991e+01	2.127183499440334469e+00	4.030288142952228370e+00	7.351564356854893845e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	8.460211643657995495e+00	7.697976151772343290e-01	9.139104729121501069e-01	2.097811061822709711e+00	-2.367583831638722991e+00	-5.147479427736569413e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	3.816528723052885930e+00	6.600734468978901148e+00	3.825544296963295565e+00	1.024925399719809960e+01	-4.114830486060777837e+00	-1.377653897703665287e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	7.237239340758105932e+00	8.052396757547656492e+00	7.648983225647197237e+00	4.324013787133484499e+00	2.151891177164729285e+01	2.387095714403621969e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	6.122357845599960768e+00	5.030504678755749026e+00	8.612397051230983536e+00	1.376413581971786204e+00	4.855076152439355752e+00	5.925385819194949590e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	6.572056151087013909e+00	1.896282942951656558e+00	3.338743186894981729e+00	4.667898238772444586e+00	-4.864987343478871651e+01	-1.591975393526306348e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	7.798092931923906512e+00	9.917522214522785262e+00	1.205707472999612406e+01	3.820825638050871831e+00	-6.612770016371795734e+00	-9.377433950734409507e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	6.398732284805999981e+00	5.584172320917745402e+00	3.570445123007503607e+00	1.774376908520748142e+00	4.110870776470118670e+00	2.043293152717264149e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	4.777952229233006776e+00	6.443773025737442595e+00	3.026808989728900112e+00	4.738486511792291189e+00	-7.483797324604076096e+00	-3.663773599873305642e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	3.416037110286192391e+00	2.292940092965777055e+00	4.550599105868208483e+00	5.550277962940535659e+00	-2.683589461819607003e+00	-5.850740479668386484e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	8.026494257493490991e+00	4.973338342385775768e+00	1.695054060178218336e+01	7.237324653478053094e+00	4.618938323087922981e+01	1.184025445324836312e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	2.583183938108724043e+00	4.731570177984870007e+00	1.869402764141376849e+00	4.182506292373110668e+00	-1.524006050234009368e+00	-9.807266142175299706e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	7.344408856400593599e+00	1.359941232146323342e+00	1.611321616583923033e+00	4.903804172002729445e+00	4.668369580157194498e-02	6.771007885755720324e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	3.472877598729104065e+00	1.486010435658454476e+00	7.143064357267143727e-01	9.995227143102797029e+00	-7.119911970675238955e-01	-1.429130375620415627e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	6.675641091619888279e+00	9.119386538688168287e+00	2.137028467755242289e+01	4.565199489813944744e+00	2.727707831764330493e+01	1.291591565788356490e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	7.492681420096183764e+00	3.101364392630833411e+00	2.600997018948009831e+00	3.462692529115317441e+00	2.394375246291023274e+00	-1.677023533199818530e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	2.812041208468689213e+00	3.943338036476778719e+00	2.890377782283987784e+00	4.277071056355559620e+00	1.160090707611394212e+00	-7.996729197580777715e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	1.894722679719952119e+00	5.666406356411217260e+00	2.099316369140993288e+00	5.254445667865882186e+00	-1.703454567048514390e+00	-1.252455271277569970e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	1.579503442939153235e+00	8.489372083380061440e+00	3.442730444135544410e+00	7.300257829643842733e+00	-3.262472139799265758e+00	-1.094683915859001644e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	6.009252757234727405e+00	1.443339161553981231e+00	9.127975401619503160e+00	2.397085514311234622e+00	1.622430335575776184e+01	3.214387548756486979e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	7.769747049248158177e+00	5.828264566628408083e+00	8.046817896689354654e+00	8.184740503522460742e+00	-8.826562799056532072e-01	-3.181431290254939270e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	1.423490304407740936e+00	2.217097805806286459e+00	1.132512127387588219e+00	1.562336394965376352e+00	-6.184909796481538713e+00	-1.412012356955041703e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	8.076827056809500860e+00	2.038892947870202921e+00	3.643247005344222966e+00	3.923777274312305607e+00	-2.392527244304663903e+00	-1.647451853952211565e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	4.797119024265187548e+00	1.425828825019558765e+00	1.302648669492461608e-01	7.109415257959882162e+00	-2.539116220417251490e+00	-1.605521289852112687e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	6.150305546720757022e+00	8.752587541618302325e+00	9.655792524208182570e+00	4.062225723497413732e+00	-1.438662287289321284e+01	-6.224339248990162332e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	8.983638281903985501e+00	2.203054649152704325e+00	1.676346800404773241e+00	6.408989995612469848e+00	-1.173253151803532290e+00	-4.488740595423170276e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	4.123934104330625239e+00	1.352597206085855541e+00	1.623839036666332003e+00	2.475970129290177013e+00	-4.145590231753597088e+00	7.960518193009900934e+00
