G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fc	Fg	m2	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	6.415027006245149543e+00	3.319433264885142165e+01	3.085684546537015294e+00	7.598479994009396776e+00	-6.059900461901316149e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	3.048068126097487784e+00	1.469064717863802771e+00	6.618272200643936287e+00	-4.584779275602237192e+00	1.286554700119436845e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	4.154901695302819498e+00	1.225388866098534102e+01	3.327242815573070001e+00	-1.564640896900199962e+01	-5.207883529431204295e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	6.797742147338557750e+00	1.302132077281054912e+01	7.429849615571910704e+00	-2.326541237603509771e+01	-1.640853856657474807e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.009483581108377592e+01	7.436711596395928936e+00	8.879341259427460997e+00	-4.936522278729600366e+00	-3.893314590712732297e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	7.449924916568491540e+00	3.181655614726465942e+01	1.719302641301317935e+00	3.451206723156328149e+00	-2.555478881261707969e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	9.111218737703831394e+00	1.021401287888158471e+01	8.605016811821723621e+00	-1.795179435857932404e+01	-1.011094960337396174e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	8.017624324286046544e+00	2.648599544076590107e+01	6.546675049858620810e+00	-1.355719694587999413e+02	-1.893856803971849331e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	6.422343266841921583e+00	2.678231301448296797e+00	1.844516375634601246e+00	-2.919675296180445301e+00	-3.583361937829224786e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	2.918793142147707353e+00	6.938701343512764907e+00	4.920146102109473674e+00	-8.678296345090608099e+00	-2.359136213872407382e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	7.569008072189418179e+00	9.478711055259903873e+00	2.559939071053740633e+00	9.386304397444116887e+01	3.486580095910314299e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	6.656238466373070040e+00	3.325353622112602991e+00	7.431207295605842589e+00	-1.424332424260251528e+00	-6.004218467855084640e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	6.095184499906426190e+00	3.900451685078257569e+00	7.982198901434172988e+00	-3.424167566382844807e+00	-2.736050907528403542e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	5.426352763696381309e+00	4.633062255817379516e+00	2.122903247452587294e+00	6.651394848747047561e+00	2.967597634207396595e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.824170647524583799e+00	9.048027449806607336e+00	5.385593824615560798e+00	1.674876278498955173e+01	1.316663677287618128e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	4.357578527181045658e+00	7.601102451407117933e+00	7.932439635651950205e+00	-2.062370777499108243e+00	-3.253405195856536380e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	5.619839981493459646e+00	4.261551719547648887e+00	9.187875366224252716e+00	-1.723683114365222480e+02	-4.084620021599503730e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	2.665792153371703499e+00	8.842315076580613109e+00	5.820191320128384582e+00	-2.481717201487536606e+00	-9.124016742635740584e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	7.870438698501345698e+00	1.078203997033886097e+01	9.225895972610803852e+00	-9.175862013444078258e+00	-3.081819826517680383e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	2.822152856598560078e+00	6.421148725353982734e+00	5.538166095022087454e+00	-2.165735151393859859e+00	-1.130885742527635429e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	2.683140042262444069e+00	3.382931401971183583e+00	4.263174812734654928e+00	-1.950163116254695295e+00	-4.525456572189347604e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.865155525287772953e+00	6.172023941124168189e+00	8.131743455242984808e+00	-3.489212118780931959e+00	-1.393020319227881210e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.449798734291938063e+00	7.048742280718492736e+00	7.507251275109814159e-01	5.124871845068771137e+00	-2.904382328063725982e+00	-5.589958938826091739e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	8.358082323567357363e+00	4.789175926811329198e+00	6.493462221868869122e+00	5.519219533722630189e+00	-3.209516842977400142e+00	-1.920098942435564311e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.704273387602189160e+00	3.139319179086673461e+00	2.502218541464163337e+00	5.217860314875393257e+00	-3.503346879470964126e+00	-1.042323960893785362e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.475724964967099595e+00	6.142655494987979026e+00	3.164361441594355639e+01	8.145373118784608124e+00	-8.113105407960183868e+01	-1.771045878099286710e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	9.548456174347165870e+00	4.130753320408845575e+00	4.963864391563831191e+00	8.348312390968853691e+00	-1.967690684696218550e+00	-4.637005318957505295e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	3.980193163700896264e+00	8.741430190544972945e+00	8.433955931017449004e+00	4.770543145304969812e+00	-6.043453201823726140e+00	-5.519178106290322461e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	3.102487902902738348e+00	9.745451659398248978e+00	1.401701797995283272e+01	3.501748727326805533e+00	-1.018422950584574238e+01	-7.676837217535005209e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	8.211851400215007146e+00	5.635449160482644437e+00	7.501066886391075883e+00	5.686642116558865645e+00	-3.641818235305316787e+00	-1.604236273185718176e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	3.498733790158846002e+00	3.971226165940997976e+00	1.964393127697255048e+00	5.763021691183357831e+00	-2.431793528225664414e+00	-2.835283051916876218e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	8.728040047996728390e+00	7.518439669892676314e+00	9.385289971333646619e+00	3.037467709345416100e+00	3.568825985247938348e+01	4.764716904620813125e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	2.479230354631259736e+00	1.441592320314427855e+00	1.012956594704276458e+00	8.034552150112533653e+00	-7.716961279783149941e-01	-3.758144918605175189e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	2.226085566445780373e+00	5.396743031398568036e+00	1.019893036295947120e+01	5.225639369338663798e+00	-7.710834567620531743e+01	-2.243337959428133104e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	9.694076167268271149e+00	4.136996622784802291e+00	3.570432231490343167e+00	3.988784592278504348e+00	4.171406041789149413e+02	1.114255808116509343e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	7.202351874402196152e+00	9.577783095545010283e+00	1.992903907527267648e+01	2.173148774735240263e+00	4.349440338280910368e+00	8.788691160088256993e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	8.886814510895467478e+00	1.463331832957343925e+00	1.683459521893782229e+00	3.138508859613877711e+00	-1.753667683166142410e+00	-7.458426555349263687e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	3.944772332173147600e+00	6.525486148063695424e+00	2.869581052484270423e+00	9.378793990387466195e+00	-5.222954793364218418e+00	-2.139006738869612789e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.195423419993130842e+00	7.436418870927785640e+00	8.480508176062114600e+00	3.870290981208435621e+00	2.117734049286762144e+01	2.291323302502650563e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	6.372242994628422252e+00	5.207867196436193780e+00	9.469512396135847609e+00	2.576107049656833237e+00	6.173477592564935001e+00	5.706942876300615808e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	6.248581173484682338e+00	1.867702796330163562e+00	2.390723215156291381e+00	4.963957531186733441e+00	-4.790565109381926590e+01	-2.646812808339551282e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	6.918970389417648192e+00	9.538440859946229367e+00	1.078937423027045739e+01	3.775295210546861568e+00	-7.143296576703346723e+00	-6.649508241281260723e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	5.796179198470516880e+00	5.492566771071077270e+00	4.077521823137304047e+00	1.111804381692245824e+00	5.077403899971413281e+00	3.428076001817318996e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	5.274990122066494536e+00	6.658035960840586576e+00	2.648311734810192775e+00	3.672835568330959699e+00	-6.153333197138534771e+00	-3.965533153521296583e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	3.422457144439076782e+00	3.376597223687475502e+00	5.378786133202471120e+00	6.116146668444698342e+00	-1.455255223913443974e+00	-5.281257112215289595e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	6.983740829337099498e+00	5.701481316485160100e+00	1.810120354279638732e+01	6.086979218860911978e+00	4.517025608382331825e+01	1.029213326726825102e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.144446621234763484e+00	4.809509558898949599e+00	1.284503011998761268e+00	4.418565059408472884e+00	-1.316749269437571535e+00	-8.612792570813140003e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	7.333544292941398091e+00	1.801109615599101099e+00	1.019470923020888709e+00	5.198472761719501456e+00	-4.406393681189736400e-01	-9.198755220451911185e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	2.591640553699704697e+00	2.022033816662361705e+00	1.109758994776995467e+00	9.448347400757647563e+00	-2.079514344989985108e+00	-1.192541004728784060e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	6.401270590923121340e+00	8.542096276485347417e+00	2.020913367384437365e+01	4.668473948521816297e+00	2.759533209833051970e+01	1.272056763603741132e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.485049364034003005e+00	2.934540895473465749e+00	3.853028532016353758e+00	3.243095466326055387e+00	-1.314191215691066228e+00	-1.494879022096603762e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.766270327904635451e+00	2.495893130343691535e+00	1.080944076971616319e+00	3.443940405786445336e+00	-1.989014146243350822e-02	-1.637163265778487542e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.869786056842434263e+00	5.727077965636102164e+00	1.591628778638598529e+00	5.085851171163932705e+00	-2.529456590714686648e+00	-3.022324427245844092e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	2.138217277586859311e+00	7.690274311957440823e+00	3.804352424255612597e+00	7.920858248117372824e+00	-1.458915977033712119e+00	-1.568608638085468954e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	6.337616402000761262e+00	1.070093808308481886e+00	9.075667550427317209e+00	2.947247873503292315e+00	1.596217359609931918e+01	4.910408103308802730e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	8.950697637112511984e+00	6.182558862530187938e+00	8.304097957906206418e+00	7.604846681437197553e+00	-3.473667223054988096e+00	-2.700212148423072023e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	1.539878058096932456e+00	2.472079531338565506e+00	1.556310260490053610e-01	7.457698815866120601e-01	-6.301003128956298660e+00	-2.431501006670193732e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	7.133210436417726896e+00	5.614967748277877035e-01	2.237535716409117192e+00	4.341633997713319815e+00	7.883380983901233652e-01	-2.851356134762604100e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	3.903931968081316484e+00	1.395603975297012411e+00	1.045105445636319796e+00	8.165483541491322939e+00	-7.628431553060440740e-01	-2.777350380135044983e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	5.394440865769757565e+00	8.692694498085861809e+00	9.747314350934054517e+00	4.145523262534752895e+00	-1.518773706563698944e+01	-6.974548585913854026e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	9.105393404640400590e+00	1.561550830191562600e+00	2.594162826965846325e+00	5.862667387090232829e+00	-9.992350211594405174e-01	-1.820863209235176328e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.540487499951867179e+00	1.347843136795085828e+00	1.951405427352038036e+00	2.943901107720811705e+00	-3.161540234473623645e+00	-9.490537552347200645e+00
