G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	p	d2	Fg	d1	W	m1	m2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.385187843058794943e+00	2.874248481585815362e+00	1.831085077880877154e+00	4.187421777508051335e+00	1.941184109496682408e+00	2.316591299008185167e+00	8.578723114489243073e+00	2.316767482639522591e+00	4.438654698004599553e+00	3.543815919569188733e+00	2.146944946899947126e+01	-6.811005436590775730e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.049915767695214441e+01	1.031501235689700202e+01	1.172717938566450346e+00	3.632481794372484529e+00	4.838367537688808895e+00	7.387235023338297069e+00	8.357133369295102199e+00	1.024755193765383154e+01	7.939781176014692221e+01	8.187443276215111254e+00	3.001557258654856355e+02	3.490292353564797168e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.419610956943881064e+00	9.289524811679489957e+00	8.311172149663237363e+00	2.939510892447154244e+00	7.190561468176143833e+00	4.915122935946683036e+00	1.012507608558649430e+01	2.209837043113224819e+00	3.968461077229791840e+02	1.745173679120511689e+00	1.246114410546547546e+01	-5.766764600530616462e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.452879169147202720e+00	5.539747402460877268e-01	3.195671201023772223e+00	3.728561728627052929e+00	2.444431089979910876e+00	7.215588600883662274e+00	4.720792164352902276e+00	7.737166408699106768e+00	3.045232076812909483e+01	1.875549341353642152e+00	8.419325561633110411e+00	-6.081083419509524646e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.460131803675833506e+00	7.821680140164778194e+00	6.233129162408696189e+00	6.689718314449638825e+00	7.193393588282400941e+00	2.959593690538687927e+00	5.118764363395207795e+00	2.356675045131964019e+00	2.553826318220776770e+01	5.285482286539259889e+00	2.869729256215300950e+01	4.585711699775975347e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.675459304006237993e+00	8.950530763675443424e+00	5.158361083063930153e+00	4.177319262668759414e+00	3.488415522885807363e+00	3.540886600989551880e+00	8.377143770806373624e+00	9.989279597119851140e-01	5.388810929030653085e+01	9.473746514664091123e+00	4.427467578498763601e+01	-6.269204243585411263e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.650583909460790810e+00	2.662388145077461132e+00	4.076776345996551143e+00	8.450316483021357072e+00	8.505919942518794130e+00	1.022578815909666483e+00	2.982030306711658696e+00	1.023986173435086577e+01	2.739683003271011330e+00	3.496748551236808833e+00	4.318739277712509761e+01	-2.407269148555926108e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.846590283685879186e+00	5.762967709807773176e+00	9.452232067302572815e+00	4.438970177198963363e+00	9.770501363909502857e+00	4.087983780888552410e+00	5.240109090833763972e+00	2.807952077679098934e+00	1.357104071217422074e+02	1.339795671477475025e+00	-2.125494953891384498e+01	-1.677891269755072017e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.929561589288815604e+00	8.698376827711539860e+00	-1.786953965404307620e-01	1.086669553199455684e+00	3.818383742279965354e+00	4.965893984278914708e+00	5.724790386963204192e+00	5.596768739277011129e+00	3.475484167283387649e+01	4.105783586263451745e+00	1.208013861670655018e+02	2.899693193455502893e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.034888382260707118e+00	2.492253417155874118e-01	6.732648673143790674e+00	8.550403166154453061e+00	3.425582359086301487e+00	8.217555132505681925e+00	1.619872024594682713e+00	1.735663551070541644e+01	2.113744374126145331e+01	8.318839994093885082e+00	5.380412100401289877e+01	-7.494260328592415021e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.388168657632354197e+00	7.465465546335014579e+00	1.019376491215606251e+01	3.775947372030714178e+00	4.488205296462520089e+00	6.202930542502865130e+00	4.421128150695916581e+00	3.437090903538078557e+00	1.570052003299788339e+02	5.627010912293378020e+00	4.355766879767864452e+01	-1.788902086551220236e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.716296792201634780e+00	1.788053567304908054e+00	5.270743781235477599e+00	4.698324971352037416e+00	3.780678902222939897e+00	5.014508551939800718e+00	9.173370057909712827e+00	1.850727858276877136e-01	4.961118530328456444e+01	7.771095077948465324e+00	-1.693336671113567959e+01	6.176328732814572504e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.685166603340756630e+00	1.004185518024064194e+01	9.247280935875361152e+00	7.186188097934086194e+00	6.187918200278109460e+00	8.925535185805804517e+00	1.026740190460554913e+01	8.352344828051180059e+00	7.988697846496299348e+01	1.010665986476351996e+01	1.684034434489544765e+02	2.457880352985131722e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.566093110429126689e+00	1.031365083612314493e+01	1.646827089069799133e+00	3.787461591392713878e+00	9.347216917256204738e+00	7.186631935317905118e+00	1.287302794855725629e+00	8.998322958206965438e+01	-7.054898287664557621e+00	8.730092041406816605e+00	2.774657136975011781e+03	3.759147011149451600e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.356719007977183367e+00	8.992428159840255120e+00	4.336089560508437302e+00	1.883896083289616330e+00	6.001753426785955803e+00	9.322683906583474567e+00	2.047552408315983730e+00	1.183036079106533123e+01	5.079030407719454843e+01	6.111132241674000376e+00	3.722026107990483865e+02	1.807457244051514778e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.302867924067312444e+00	6.151497780349131084e+00	3.345492443851401543e+00	5.279034435961825977e+00	7.669315271599867145e+00	5.478125548515918375e+00	3.525022441579646948e+00	1.857226295858934861e+01	4.529977544679179147e+01	5.700524649151732071e+00	2.700414012317693278e+02	-2.598614752288909813e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.618675592787037321e+00	9.904838547249271485e+00	7.790350453858714275e+00	9.107302203433235377e+00	4.710100078597689865e+00	2.561439508917824792e+00	9.045326639927022683e+00	2.238603100275912805e+00	3.210460593222861547e+01	1.338936011830508477e+00	2.464187203993088104e+00	-5.992592096159055615e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.473992622828981247e+00	8.448894380260444592e+00	9.998412498287308381e+00	7.003453859253698788e+00	2.117752639535297909e+00	2.331891805138686991e+00	2.885244381010944714e+00	5.600420651081907675e-01	2.969438019031483833e+01	9.543402705075113346e+00	2.714174617808874856e+01	-5.434852245139492766e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.777229110798207223e+00	4.100533516780296317e+00	3.087494191404592581e+00	6.215197699778112650e+00	7.462717856064816857e+00	7.551438760381260273e+00	7.683034368857658336e+00	1.660600982258434044e+01	4.761548043064851043e+01	5.075589223943914874e+00	1.637396288327489344e+02	2.151995824389407019e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.194143437192823010e+00	8.536048190040430583e+00	6.429797321685168932e+00	6.109922476122352286e+00	3.954988386374362008e+00	2.953112517642257906e+00	7.483915477854299336e-01	5.135276648265958421e+00	1.321657886306680396e+01	2.015405098176175525e+00	3.694512602605595930e+01	-8.971292415522334807e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.232191714574908836e+00	2.175116854457721960e+00	3.001619393718574891e+00	3.095462773243795152e+00	6.614900345197246345e+00	3.112277258990036266e+00	5.826639778100102696e+00	1.408271938517586808e+00	9.075363703115009173e+01	7.404186378665362334e+00	1.944652464106450296e+01	-3.281198538036703098e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.596756468984631638e+00	5.591685846968204920e+00	6.275240371043508070e+00	4.726894155720706259e+00	3.608451448048395793e+00	5.539491823681441218e+00	3.624213387534325204e+00	3.352690528431118366e+00	2.684400836605180274e+01	3.594956428978848262e+00	5.287583459511126449e+01	2.064457040013292044e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.395879466367462962e-01	2.943590305505957794e+00	5.335535190300481290e+00	7.158024745447904458e+00	1.704615372992150490e+00	6.080891114960095933e+00	7.693022229940535972e+00	1.555131307892176018e+00	1.895093312282369169e+01	6.179868207621842302e+00	8.449881956454234455e+00	4.363955634541185873e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056873175633303497e+01	2.596577317736250556e+00	9.811268417048381707e+00	1.917099028248854031e+00	1.041520063328118617e+01	7.199368399338125002e+00	3.027284604978007110e+00	6.508199997598896225e+00	3.028042717901885226e+02	5.984346381250601254e+00	4.053574651861680422e+00	6.042505517851177501e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.019623487062637324e+01	2.145160375274130171e+00	6.664561895318695584e+00	3.976463591737623204e+00	2.449482749378075752e+00	3.353806050587749610e+00	6.636020050248572666e+00	1.401871681229771571e+00	2.334912320305544426e+02	4.484584068786796607e+00	-9.204529432902747388e+00	9.908595118685594798e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.895741359538678950e+00	7.242784123733120083e+00	4.629787472560955131e+00	2.703596171692929317e+00	9.668751642202199292e+00	4.132866814322412985e+00	2.129254642940121123e+00	1.338757410237394829e+01	6.375026201192777364e+01	8.391586366578160039e+00	2.019161104593930816e+02	-5.305197032786183087e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136623378831783882e+00	4.833439004646357340e+00	2.198007013527741638e+00	5.833636125870375722e+00	1.021736817769906835e+01	6.107866636181402242e+00	6.547843982212169678e+00	2.145849959880980151e+01	1.430443695025504880e+01	3.111003862346345628e+00	2.417287058802983779e+02	-6.260857529663818255e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.316082627050231491e+00	7.652788570381845012e+00	2.415183550887917363e+00	1.013352026725579691e+01	7.146352680678980995e+00	9.678794021694109517e+00	7.710422932239644922e+00	3.727878789871701315e+01	1.313533275534733136e+01	5.087109461025797863e+00	1.095372606363458772e+03	-4.216817153067877655e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.475659857582826362e+00	1.651460252855919908e+00	2.736938244830937617e+00	1.928516279736531391e+00	5.528546780000759497e+00	8.160609893067594101e+00	1.295867094546637954e+00	1.336981060026431756e+01	5.886686030977870132e+01	5.199630821607552633e+00	6.208269624457151536e+01	8.562625114441107854e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.414523291849919318e+00	4.225388930369954110e+00	4.023933544018582609e+00	5.667580713032165818e+00	5.335385001501130375e+00	9.331344204613976956e+00	9.338532704227278103e+00	1.260555751252189083e+01	3.212611713984205153e+01	6.891607809717987365e+00	1.595687470408455795e+02	-6.553724684806412881e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.963400494968074561e+00	5.821544613989500405e+00	8.035443879542365053e+00	3.560068244493891143e+00	8.607799391465359662e+00	7.987898844433646062e+00	6.195056709573683484e+00	5.166529454602105886e+00	9.629788147682775445e+01	8.272585078127777436e+00	9.901223491751089512e+00	6.956189466394747001e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.541466813852282236e+00	8.144469772258945639e+00	5.939031607881929631e+00	1.025703042901438877e+01	3.818186334545794036e+00	6.932294424763173701e+00	1.625744478472869847e+00	1.743646247761219215e+01	1.018298859944816570e+01	4.193647315122288610e+00	3.493029688557132886e+02	-1.267760255078672316e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.602446718666373116e+00	3.430789730942138238e+00	5.429425505564361210e+00	1.820748850251191042e+00	3.754153797412209670e+00	3.246555177166076334e+00	3.804757759792914751e+00	3.696452975962363219e-01	3.084786641216622272e+01	7.210206082344045697e+00	-5.982466836494111817e+00	-2.010923339501567568e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.497120720631725632e+00	8.264920161839434343e+00	1.024057225475379251e+00	5.042412486978177455e+00	6.568185698095684089e+00	7.539723410068429388e+00	1.896788691378155534e+00	4.383454930933198312e+01	2.771189230943077320e+01	2.809279826259711399e+00	8.537449059152171458e+02	-1.694442199908291258e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.229125452243780892e+00	8.710432773751207947e+00	8.936620378496153094e+00	7.244088367401922746e+00	4.507577598449624467e+00	6.951679700441447451e+00	7.633424982403501424e+00	2.805480654551355091e+00	5.426323818526341825e+01	8.749053871074005784e+00	5.716737313955794519e+01	-4.557753916254652893e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.067460078189609085e+00	6.948458735520428142e+00	7.393094663589191207e+00	7.189280911981436262e+00	4.921980638080779791e+00	7.164007149930831986e+00	8.088563950427937854e+00	4.307026022325313619e+00	1.164623754205482982e+02	4.042439325401568695e+00	3.896806486242029877e+01	-2.954320208836607264e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.236079300761663724e+00	4.158488075135749362e+00	1.626616132317299845e+00	5.598501633167076719e+00	2.933512033732361246e+00	4.741474997244719880e+00	1.814834425162724418e+00	3.359135207989562844e+01	-4.796238368818839248e-01	6.849725045495589804e+00	2.518754648844811754e+02	1.534890095089095396e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.770822767339510051e+00	4.725754257973577843e-01	7.271774297962039668e+00	4.328530957355217090e+00	7.502608473501077846e+00	6.991895516036084501e+00	5.409995500872494922e+00	3.404641440784246686e+00	1.196549558261984174e+02	1.409050667766649001e+00	6.872435695532647770e+00	2.927263902333360193e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.343014284604123532e+00	9.170895797803698457e+00	6.307777081468834979e+00	4.936618984948160538e+00	8.672877158133559305e+00	4.591714907479238938e+00	7.368103434790685746e+00	2.268033315157637286e+00	1.285978705041205785e+02	2.914988233770322346e+00	5.409131501790012919e+01	-7.282382358569121550e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.031545059335963188e+00	1.204310471578441621e+00	2.222242621894236603e+00	4.011648341304640653e+00	2.150764473003247357e+00	5.585866177618368233e+00	9.003309848392239800e+00	2.810382365053087472e+00	2.917537190219263721e+01	4.528527229952316269e+00	-1.471224143235007631e+01	-5.865488383597772781e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.931222672138256158e+00	9.870752196332086115e+00	4.516625226054690856e+00	3.144770270389780187e+00	9.480403346729916692e+00	3.386812675504824455e+00	5.923883982295247819e+00	2.245282370485766954e+00	1.952844507488586316e+02	8.555992963778834337e+00	3.850628753951092875e+01	-9.569718624035921550e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.080897275594178808e+00	5.254625906680557179e+00	6.337024825502481917e+00	4.908235985300287929e+00	8.016020509194706989e+00	8.055954214602330410e+00	9.185428700417219261e+00	5.071482539032324155e+00	1.664183914767740475e+02	5.909981389956201703e+00	9.335202743213912413e+01	-1.100882064162009044e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.010604185989685178e+01	9.033118261445773456e+00	2.359354563942388516e+00	4.316117731434448324e+00	7.708627688228384400e+00	2.932490440430853162e+00	6.704336105267905133e+00	4.879056876487354977e+00	9.590544451470741194e+01	9.429165776515345598e+00	7.914854730937521765e+01	-3.227924472451412186e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069884878058898536e+00	8.161284429095340798e+00	9.835724784318019331e+00	3.866564896406420537e+00	5.191505026769523745e+00	2.089464704087192537e+00	5.203515518980593946e+00	-6.761972784667157343e-01	1.999359839986598217e+02	6.000555776152756593e+00	3.207113455059411589e+00	-1.422828740097289028e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.328405121731828231e+00	9.706857248580885056e+00	8.749341691763151019e+00	7.228459857912251429e+00	7.951354606112895240e+00	5.399206182152227917e+00	8.386984878566023482e+00	4.287158263952311366e+00	1.456478256400823454e+02	4.798762976454904461e+00	7.937886866597756352e+01	-5.979454570398260671e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.995330693132977729e+00	3.900903046958458908e+00	7.079572387188544091e+00	9.747083682582820430e+00	1.127990530022212168e+00	6.672581157917782946e+00	5.292491124324000040e+00	2.376700989834870104e+00	6.403110265812132695e+01	2.072969037477849774e+00	-1.848931790189495672e+01	4.470741894492917368e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.603531538906362464e+00	9.033141424358671401e+00	5.468125229014093591e+00	7.034031158670691397e+00	8.751832928118561838e+00	5.424091508312012699e+00	6.456426525326961929e+00	1.010060527266622721e+01	1.937982634773509005e+01	7.688832576310222322e+00	1.740035418675136043e+02	2.357168818407249589e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.488606548984201083e+00	4.688054053669284293e+00	5.433818794666428253e+00	2.729452942463875154e+00	2.164834059206774963e+00	3.248351866357406248e+00	5.873667758256885030e+00	-9.751954791917166743e-02	6.833311447372724956e+01	3.281525399997100134e+00	-3.702794895009864362e-01	1.051436825573726423e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.683706881923288323e+00	4.882347852146543765e+00	7.287824941562970338e+00	1.477065212673780437e+00	9.434082779663517826e+00	6.424566078167636363e+00	8.659293183073867084e+00	1.272123638305085569e+00	1.023977029290086023e+02	8.999805448686494458e+00	-8.158261746966033456e-02	-2.549453617589949204e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.916941371757801882e+00	6.430576777213880213e+00	5.774519590778963263e+00	1.013955814215399087e+01	9.171798932451649122e+00	4.113212337138389074e+00	8.588491987018000984e+00	6.916999304378844471e+00	3.421765630564216565e+01	9.342572997144092284e+00	8.854937776090463331e+01	-8.181950295163932196e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.398719001997453582e+00	9.088341510509616583e+00	1.513938651210898545e+00	3.694224344112788661e+00	3.063216252060363853e+00	8.395151967257213244e+00	4.712674063789761725e+00	1.796566267844449527e+01	1.385862155460482015e+01	9.271249167955861736e+00	5.741676074226152195e+02	-2.537188800425202828e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.263901810553236249e+00	1.004443406176696740e+01	5.301382443560780366e+00	7.469523331392824428e-01	2.458036805044256923e+00	8.899606769081245261e+00	3.990465479060792298e+00	7.381037845909941275e-01	8.090538532261703608e+01	6.089259246227290312e+00	4.550815248329235629e+01	1.534843437097621255e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.428407125950425183e+00	7.593319904964413780e+00	8.652536275730168924e+00	5.631333592267896648e+00	8.311866047855440698e+00	5.986641738063019247e+00	4.844764043535326081e+00	6.300969721546302971e+00	1.124921733878354360e+02	6.712109442796730718e+00	1.118473908140174160e+02	-1.854090418786433503e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.469783967830219140e+00	3.854201654077356487e+00	5.458882161617542472e+00	6.842523867583321540e+00	3.607706721950052930e+00	3.784367842403480342e+00	5.936101396886111381e+00	2.031399577574858561e+00	3.432927586100048245e+01	7.464352104525086240e+00	1.429277653901259448e+01	-4.596661028194022691e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.098110844349276416e+00	4.764096686521150481e+00	1.278703929364089387e+00	7.383486378213838464e+00	9.477214073087763424e+00	8.299965970932314363e+00	2.363861058725063913e+00	1.012751315632616951e+02	1.441102217992419110e+00	2.299431794727595957e+00	1.522737977390070682e+03	-2.122460911335997835e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.957345657773558401e+00	7.595073444501444726e+00	8.808955978489596106e+00	3.736333660785647659e+00	2.229584867704873741e+00	6.647822387363089280e-01	8.539876747267678425e+00	6.968658033461356816e-01	2.259862242264429710e+02	7.398828842131991657e+00	-1.829901787597378160e+01	4.279871806346566700e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.458160642450760047e+00	2.789542004752188831e+00	3.405189426109039186e+00	1.552338087748549755e+00	1.791816503280112549e+00	5.654834738882971834e+00	5.306274454475192748e+00	8.444791171074679248e-01	6.310173036929985813e+01	4.960923105956620560e-01	-9.780919697469876439e+00	7.128218223634603135e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.703573412189232528e+00	2.706228435980510660e+00	4.334464041370811316e+00	1.108698910184138953e+01	9.705167696325792903e+00	4.000833475446379239e+00	4.428256557693606155e+00	2.752099293807354030e+01	3.816555087318854333e+01	4.866750897807519571e+00	1.152525221286772705e+02	-7.936379075907976244e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.943666679556335763e+00	4.511246055090953000e+00	2.046242323642806227e+00	3.544071229712710380e+00	6.268521268182678519e+00	9.149432144385661658e+00	1.268128171079368371e+00	4.243168969497662601e+01	-2.911921697157372257e+00	2.517264690548389527e+00	6.521786869274319542e+02	4.336929979078092856e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.007624250684158795e+01	3.660152476143261779e+00	3.916613935095890842e+00	6.940824231043229098e+00	8.964131904406180240e+00	4.615875022774812431e-01	3.923186210157044496e+00	5.940963977373598048e+00	3.595911116063891200e+01	3.248395075874019433e+00	3.666672458184035577e+01	-6.796505923070229471e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.517778372921824825e+00	3.466103770014470342e+00	7.702258238861158901e+00	7.291111378151194700e+00	3.577952863504189285e+00	6.090554829583816776e+00	1.024945621263611173e+01	4.238604486478012134e+00	1.674983655293128777e+02	4.449105022972206669e+00	-1.385844954877094715e+01	9.294027602890704429e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.145415086408350991e+00	4.066580574550258120e+00	7.112151795341954852e+00	7.375154571420108773e+00	7.755222647547889814e+00	7.112473217220813382e+00	2.889442836136879578e+00	1.702930914433616749e+01	1.234613079041630002e+01	4.567183057212083064e+00	1.701883447701463581e+02	-1.827715324725275536e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.101584680628278079e-01	7.365874881258522855e-01	2.849366202621129496e+00	3.129106888663607311e+00	6.675155087729329750e+00	5.016207404155816008e+00	2.244545925994831936e+00	1.832557716219582744e+01	-1.490531143163946126e+01	6.833045746759872863e+00	6.461219506653279154e+01	4.566318149147088690e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.412423019547929925e+00	8.846012853226705719e-01	9.599054586593068095e+00	4.110020264712135329e+00	7.483969325573077924e+00	1.691454334218163158e+00	4.929916917373024177e+00	1.057094655881832601e+00	2.061321277967712149e+02	1.945646027032765346e+00	-3.718678997457422497e+01	1.119699091388162515e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.320619593146113324e+00	9.637842099042389421e+00	9.487599307209375610e+00	6.387766747076260465e+00	7.371452785215376835e+00	9.551509026696567872e+00	2.981606527780273019e+00	1.335116615942287233e+01	5.891687904091524786e+01	5.169913732615453839e+00	4.650057468924716204e+02	-3.576078740267717393e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.315498931045986808e+00	5.016274645433185242e+00	8.788854825459575082e+00	8.344695546260611607e+00	6.396695069946084722e+00	6.225957915844348989e+00	1.175070763232808790e+00	2.666955674574159474e+01	3.285811431191377352e+01	3.084203854200319839e+00	2.918180701273996647e+02	-7.382671915225252235e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.742731537033616718e+00	4.826600344185258074e+00	3.179817042789218284e+00	8.735583413244814466e+00	4.762144556418654417e+00	5.106671400460326637e+00	4.211896630705440181e+00	2.381407845729234651e+01	2.566083458778677340e+01	6.147340028945902368e+00	3.082804125167587586e+02	-3.574669229838421813e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.185194137256783797e+00	6.373268262789153482e+00	5.349816734702186771e+00	2.754653183105651770e+00	3.273827813941180942e+00	3.031628010922021055e+00	5.641618668052346131e+00	-3.293563819097345968e-01	5.723970810304756185e+01	5.802069487877992593e+00	3.094617428160783135e+01	-4.769299912468453329e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.581791425116797711e+00	2.583425770725350290e+00	1.055944411325549126e+01	1.929335211090241975e+00	7.776345669601493427e+00	5.152455882819459987e+00	5.033641351876128489e+00	1.840210569348163405e+00	2.160142262692340580e+02	5.938365984429990974e+00	-5.291269717094770897e+00	2.374470959304935604e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.512401663990777356e+00	9.798682207771978625e+00	7.853136827230280836e+00	9.536385202513857351e+00	3.580682593826637117e+00	4.857676131382310025e+00	4.629246789374691140e+00	5.793343189827401041e+00	9.578432010873584090e+00	7.340704075631428793e+00	6.984920864419794384e+01	-2.445352664885921001e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.339906697453344009e+00	7.707073713493853617e+00	9.636864763431292058e-01	7.101148198024747948e+00	6.496607664911687507e+00	1.375463621801919611e+00	4.595059713402731560e+00	1.559754894482355425e+01	3.360666103143141470e+01	4.717469738837982263e+00	1.261487579615688617e+02	-1.773187446315818860e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.188743459133795533e+00	1.581184725468655294e+00	2.101616278891527578e+00	1.001113818421746160e+01	3.134489397379261355e+00	2.517162841733427747e+00	9.316345106345714555e+00	2.206215621968178109e+00	2.551945963612367407e+01	7.176121851345133251e+00	2.829360869513518040e+01	-1.326912236836139982e+02
