G	c	dxdt	d2xdt2	m1	W	d2	Fg	Fc	d1
1.000000000000000000e+00	1.000000000000000000e+00	1.163486188511436037e+00	3.108697598357090364e+00	1.400843058560507171e+00	5.977648525904104559e+00	4.564806723555064671e+00	1.307252590218574761e+00	1.102473618279467882e+00	1.041661756578356135e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.567160018711740932e+00	9.820888060211069970e+00	1.664900901183191673e+00	3.547844991770649159e+00	7.089210450704063193e-01	4.624022457183428969e+00	4.725753211219916317e-01	4.962059301397344080e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.446991900583844526e+00	9.553550088479209279e+00	9.126168955386136261e+00	3.788223510030543917e+00	1.353374060354138320e-01	7.322199713890283235e+00	8.515561882482889366e-01	8.764016531750534744e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.884480325906839671e+00	1.299500600009624529e+00	2.267188261419899487e+00	4.191518372690103078e+00	4.111284107222714646e+00	2.772187998357849015e+00	9.473625591755761022e-01	1.726420497706000701e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.711378202569731499e+00	7.315741238844372774e+00	5.712867003399678012e+00	6.588573151331315714e+00	4.590236020398228423e-01	6.880198738959814264e+00	2.588890617406346184e+00	1.860337054497996079e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.672107319571354722e+00	9.371114475917927678e+00	4.745395747773772932e+00	3.979287658639272252e+00	2.832167771928921218e-01	3.365133003872199602e+00	1.230222031941488714e+00	1.069051798095504435e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.693087996517423921e+00	2.682342467838827904e+00	4.211860773584104045e+00	7.559752491777287808e+00	2.113221301724260925e+00	8.866569881495344418e+00	2.412073948133135470e+00	1.022537599172939959e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.780501130125735187e+00	6.040783547241440843e+00	9.100697697169110256e+00	4.656031279737514517e+00	2.431330551271842777e-01	9.106564370038778833e+00	1.561664999887470984e+00	1.417964241690613247e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.888470306713236013e+00	9.300059345136549638e+00	1.159559948118212391e+00	1.649225635233277920e+00	4.230030005447010244e-01	3.588868968727641828e+00	7.693441654437763733e-01	2.399901504232549720e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.623095494467286404e+00	1.363647702464493072e+00	6.993992356199155047e+00	8.046954780429453891e+00	2.660009313554219545e+00	3.094564286945946208e+00	8.388262945626873135e-01	1.252843014273767874e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.441583751985917594e+00	7.224602601036633764e+00	9.693600543013177528e+00	3.587375811492978794e+00	1.352350915551162325e-01	4.608389030324285152e+00	7.054447933307161911e-01	9.231551970919558980e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.201862148859980994e+00	3.765076325468668106e+00	6.045994129636865999e+00	4.892849456129638064e+00	6.628377095607703717e-01	3.139354899012666067e+00	1.412971606241073985e+00	2.287848773107456490e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.584645024741971220e+00	9.238518501136232075e+00	9.441270186406136133e+00	7.174328533624275472e+00	2.398420843927509538e-01	7.031639436192576476e+00	1.948054317672711866e+00	1.206692050233731384e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.299771217659109190e+00	9.704767138158839401e+00	1.460723459641034783e+00	3.981254570557303918e+00	8.495182012478658118e-01	8.392634173437190981e+00	1.948704452468211334e+00	4.375284859615679589e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.108845276195451035e+00	9.525046062007914927e+00	4.824133030582122394e+00	1.510243833195641372e+00	9.569954059246056632e-02	7.038827393454035963e+00	1.364978128318818706e+00	6.052797985295813726e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.150154715886197110e+00	5.220442728182636216e+00	3.382072034026904372e+00	4.511344479177846090e+00	7.559738939469989871e-01	8.475397128975496130e+00	1.041065905077753984e+00	4.975227698273156363e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.817904415431945253e+00	8.773060526625254596e+00	7.523105149985278572e+00	9.516907174562749816e+00	4.238723383590201621e-01	4.534040816821932829e+00	1.617937789968600271e+00	1.716839101029563053e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.481568128824150676e+00	8.614356027731309595e+00	9.775872518448329274e+00	6.810541926997533579e+00	2.512072512577017136e-01	2.436546279705495088e+00	4.126923344887953871e-01	1.359330534452439787e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.345946115894619766e+00	3.861497027002627203e+00	3.294724891097656538e+00	7.067024202227949914e+00	1.671638325552516680e+00	7.588960097204020983e+00	1.208496287407888836e+00	1.019536278711427935e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.339574344544835816e+00	8.506547008396248444e+00	6.928256988373456160e+00	6.676312118662019124e+00	3.328904110785897430e-01	4.233948606797307335e+00	2.979416094739959053e+00	9.836984688307602587e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.415622338903833821e+00	1.320364643440582242e+00	2.791053904466753721e+00	2.860977744137758183e+00	2.260119276678284272e+00	7.059076786126669667e+00	1.094683770333499950e+00	1.395228913074742172e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.490759988749586817e+00	6.379309900275153211e+00	6.052459765507231637e+00	4.749242991990999307e+00	3.985868807994044638e-01	3.381515096307099899e+00	1.376490779334414327e+00	1.401092398688856544e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.549562420349292813e+00	3.133859556134130919e+00	5.189832525610369451e+00	7.815572253724393015e+00	1.465606865746064136e+00	1.659617981384905683e+00	1.089742643599078242e+00	4.236482971858537838e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.465542505967286857e+00	2.129089075329598568e+00	9.729781765870923138e+00	1.894264200481697857e+00	2.829263012956846901e-01	9.960028506608813004e+00	1.043056848993400232e+00	1.948977465774587581e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.701701374745368867e+00	1.736306176082178521e+00	6.525362844146257224e+00	3.448708063514960287e+00	9.665423490886213553e-01	2.466987174262124327e+00	2.766953311840886220e-01	6.794142341795392781e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.199219151235105585e+00	7.202668328922016805e+00	4.163947676192259806e+00	3.506652248558407958e+00	3.476955544634187101e-01	9.891482319578939197e+00	1.179049175419802031e+00	2.418361033684658379e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.760827872935649463e+00	4.088069698321049827e+00	2.009453497123091736e+00	4.828370504628998638e+00	1.764046791957880167e+00	9.770609794225659783e+00	2.634840568751247059e+00	8.567227006120751165e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.000120816482019670e+00	7.474028684027510749e+00	2.374005119830470356e+00	9.852314886333656929e+00	1.671303280651481149e+00	8.152842497265352151e+00	4.349388777915515369e+00	5.350050713206304653e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.086148220277931564e+00	1.516919958916351341e+00	3.100464741364442833e+00	1.542878628717248013e+00	9.811622633970078500e-01	6.937828622271837276e+00	9.808432097880549483e-01	6.463243195831263055e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.945973863249450098e+00	3.833623904276064032e+00	3.227246962134669328e+00	5.651039847659006909e+00	1.355268477564201213e+00	6.213494224847871727e+00	1.267908052477297876e+00	7.526031530817287596e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.961766800564285429e+00	5.805114280358741219e+00	8.677777835407823659e+00	2.536777236385890699e+00	1.678213762802657216e-01	8.657201716522980206e+00	4.195312502412962274e+00	4.756053128956063553e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.440304642114829115e+00	8.160491775058256181e+00	6.047114515529107948e+00	9.888971672986066608e+00	5.908543090819435850e-01	3.546722136230276767e+00	6.524471620331017130e-01	3.390134568873118814e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.344282528167360047e+00	3.914086406233076687e+00	5.734094751134086287e+00	1.930196499579413638e+00	2.667505645862596753e-01	5.163091666495452259e+00	3.993386712130805094e+00	6.929862896291058560e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.222886841831575921e+00	6.527176329194118054e+00	1.996777054854938172e+00	4.632940274611372367e+00	1.040136163202963981e+00	6.582727401127682398e+00	7.318364293763873762e-01	7.097799696890353394e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.333206994121367117e+00	8.927719969671370492e+00	8.747349578138670978e+00	7.702856212675463610e+00	2.830098151747268975e-01	4.710838951484308090e+00	1.427615417373287565e+00	1.334845243425973604e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.010830244193374305e+00	6.461558483874990877e+00	7.566498871278432681e+00	7.397093310134292388e+00	4.352465323209028236e-01	4.882030509788370054e+00	6.968192725211069805e-01	2.879388702435867753e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.943200018282492003e+00	3.070898482814370389e+00	1.557276999637154713e+00	4.850644075266024480e+00	2.895812870307213682e+00	3.986592353687411716e+00	1.033836486386579212e+00	1.415997043947699208e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.773287410361776395e+00	1.244929161434840781e+00	7.297110762706148002e+00	4.101544746375382466e+00	1.372584741345198367e+00	6.007235988358520906e+00	1.072666594939730489e+00	7.985964925727266905e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.892112062815600737e+00	8.817411005743176489e+00	5.820534283999920788e+00	4.651650927056967255e+00	2.505241674276287855e-01	8.733988337675453906e+00	1.475201184784640018e+00	1.650802679308984722e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.585151868632483918e+00	1.158615474912488397e+00	1.670888204431765445e+00	3.427931658888289768e+00	4.908579793166969907e+00	2.883036127357536671e+00	1.070770490890666560e+00	1.969061715718374961e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.704279480408702696e+00	8.944645895165658445e+00	5.157577447464018583e+00	2.859489025340182788e+00	1.929418902627254295e-01	9.341363999093891479e+00	9.614190476197187474e-01	1.354995056591960512e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.924941776738197774e+00	5.632211415754783346e+00	5.284639907075744603e+00	5.360380819627814653e+00	5.154503991566418142e-01	7.219911164055449859e+00	9.073538923907500386e-01	3.399459404185192213e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.479918793863726378e+00	9.520418399820732347e+00	2.475522117124334898e+00	3.400351326068117963e+00	4.320489715973991340e-01	8.377026453933400063e+00	8.709324123599634371e-01	3.039501595519923938e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.989516305995222112e+00	8.158769514541956980e+00	9.545423100806873506e+00	3.537912100736057663e+00	1.432589507982419130e-01	6.013280079147934387e+00	6.772404019624337357e-01	9.555452758429357207e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.377158434941517129e+00	9.977061664115399964e+00	8.672784801412413813e+00	6.977776196937209185e+00	2.530236889767373265e-01	8.073023572190194841e+00	1.245118156427820866e+00	1.491542763964682772e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.342224029926660123e+00	4.127068296172848427e+00	6.999911816664648789e+00	9.787870735114678311e+00	9.958255630571996031e-01	1.261829249668426023e+00	1.343104412142134829e-01	6.985254746163033213e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.790982548233106986e+00	7.990527868304901915e+00	5.171202193165096439e+00	6.384874662986074867e+00	4.801606292338284065e-01	8.406345525206798897e+00	4.640493223824178948e+00	1.482235019678527776e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.712628331993196973e+00	4.548896969017167891e+00	4.711806061744113983e+00	1.684490231655160430e+00	2.398391158348885388e-01	1.377314671369624488e+00	5.070528053219623965e-01	9.498293567783359925e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.470630166736072830e+00	5.319533492526613117e+00	6.846379395835919368e+00	1.672488482839454393e+00	1.476968250305927266e-01	8.990710507998507239e+00	6.407468849138052924e+00	3.747373727882578887e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.826276725596102768e+00	6.676891403670053293e+00	5.897245261521138815e+00	9.561041203330514548e+00	7.307899117554471635e-01	9.937585521537375399e+00	2.516417606886779179e+00	3.592288423700294442e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.480354328755010052e+00	8.773471436942605450e+00	1.683890463264621662e+00	3.679097633160137715e+00	7.874066798782771714e-01	3.720673226630725416e+00	8.204414482248836293e-01	4.200730492575405206e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.439886520813494997e+00	9.805575852069152276e+00	5.657211167949682817e+00	1.879860035719851830e+00	9.415454005166568052e-02	2.890431747311176913e+00	8.321083753582916298e-01	4.256824866656284262e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.459498605747148403e+00	7.906217317398658295e+00	8.394605459464303365e+00	6.350951601814493586e+00	2.970993572087957668e-01	7.840004175518226148e+00	9.431310705300672836e-01	2.101635984911268129e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.220548944251515167e+00	4.710574483171015459e+00	5.105718327542810187e+00	6.567023059909840477e+00	8.316364043044510712e-01	3.189013406833356878e+00	7.744346901956022933e-01	4.247720156939902569e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.561449479184556566e+00	4.746840379511685803e+00	1.462917640598705438e+00	6.903486249282337006e+00	2.910918330751953942e+00	8.818006900055852526e+00	2.466974528991137117e+00	1.369921692938778524e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.882348389996988836e+00	7.618777305154310397e+00	8.002948447233737994e+00	3.381573553215320160e+00	1.743786831814431448e-01	1.939052985373520110e+00	3.134005611708611805e-01	1.062070908946673581e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.248397568544198588e+00	3.185131531179470343e+00	2.767572582245732882e+00	1.067623314498634679e+00	3.812773171878570677e-01	2.098414488300473391e+00	9.345428760017883141e-01	1.438279685152842324e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.197712835297785716e+00	1.975201096301429260e+00	3.432604526567109460e+00	9.658876424911325032e+00	4.379584675246555925e+00	9.868250454905826530e+00	1.213029028916389418e+00	2.946211499924031862e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.637858665332648345e+00	4.251593948809259338e+00	2.453532265621830799e+00	3.240170416324621439e+00	9.557723001866221813e-01	7.041576113929434833e+00	4.240546897423946859e+00	2.681683741508636420e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.924606708063304694e+00	3.529644100578134047e+00	4.077911605370010406e+00	7.168412560246653520e+00	1.500743021316530479e+00	8.614651026463688410e+00	8.953756959125834802e-01	1.060922157465915561e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.915210801047551925e+00	3.597126694825134141e+00	7.742109418647806329e+00	7.409733144949984585e+00	7.574654518775409962e-01	3.918056713340756225e+00	5.162386409280751431e-01	5.109498177236053706e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.834270998772220995e+00	3.209635355135235901e+00	5.616303850909553752e+00	6.552186349113692465e+00	1.099755599977212617e+00	7.069237536971201941e+00	2.534514268985610830e+00	4.478008960567986252e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.050727339035253394e+00	1.342235474611409574e+00	2.825089871046528867e+00	3.860554801686375104e+00	2.933153585710671418e+00	6.361023897253015313e+00	6.044959889378409557e+00	5.983922356402313625e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.310940939280261119e+00	1.087937333347399838e+00	8.896950651471053462e+00	3.491090002426112449e+00	1.000312047780592017e+00	6.491073510095390908e+00	7.650688671912987404e-01	6.778210142607654642e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.395186199270193050e+00	9.792588336031712970e+00	8.967206353652777295e+00	6.341766071222236789e+00	2.045891798054633726e-01	7.080561746207027163e+00	9.608002438366681774e-01	1.424793445244034451e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.521692455907429853e+00	4.909767879571068860e+00	8.860095801659801040e+00	8.784109619718861950e+00	6.068692942637530230e-01	6.204841997438879986e+00	7.911648050462014581e-01	3.960181951807782985e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.975973612144749758e+00	4.439952518279727478e+00	3.126178422202507523e+00	9.467015727668064429e+00	2.041653630826055998e+00	4.870938713044149715e+00	6.119690305930844954e-01	1.348429918706841812e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677915264959898511e+00	7.102711272294299327e+00	5.053792865723022665e+00	1.941757732672048986e+00	1.734433456659789374e-01	3.491679685689127233e+00	2.072201035549312120e+00	5.448587367984515650e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.193916625302797740e+00	2.955428350833388951e+00	9.847289367392155768e+00	2.430490681493912675e+00	2.457400084472284585e-01	7.964720899517135244e+00	1.872891238050020890e+00	1.211261831033066394e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.071432889581335868e+00	9.606002250296965528e+00	7.897608297983635062e+00	9.509911828472764839e+00	4.023937434440597039e-01	3.039137075069153315e+00	1.516212169322944003e+00	1.279483360674005810e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.797513954806765568e+00	8.067117605724540397e+00	1.195476570881083056e+00	7.699812440421316850e+00	2.285727410727752762e+00	7.257346597711493708e+00	8.175548265184586771e-01	1.562428884413729513e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.672331677569586894e+00	1.935102382497474460e+00	1.643597486669144958e+00	8.885155297950687370e+00	9.369912243667583240e+00	3.138988173429531958e+00	4.717525375324912451e-01	5.841863756462094770e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.030373081511856803e+00	4.765668289062008789e+00	5.074437493195145699e+00	2.850773489967585839e+00	3.351613172932369489e-01	6.600499020293852048e+00	1.678896989448260380e+00	1.666251953768587979e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.598614417939782539e+00	8.971133510278185952e+00	9.272286761343606187e+00	6.220697522832978166e+00	2.199537639031517444e-01	7.740000767245248880e+00	4.917168655445249392e+00	6.554902032647645649e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.737812193690962737e+00	9.547384947427875801e+00	5.829377234077141701e+00	7.315354475842984705e+00	3.982539852597446473e-01	2.954764729687780811e+00	7.855239263992107590e-01	1.931871694212567991e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.059174993442097090e+00	5.204585978808630387e+00	5.437657336677294673e+00	7.161083997595936168e+00	7.433971373940401195e-01	1.532262602581738076e+00	3.869556192334981382e-01	3.721982258060418935e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.490487563764547829e+00	6.488048389861091003e+00	1.990110230229942934e+00	4.661753390751054660e+00	1.121151201258595353e+00	2.161221173517796412e+00	2.846832073870942947e-01	7.220222151799235988e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.789394296024754638e+00	2.521773180368257705e+00	6.993029424316336673e+00	1.168388582173230494e+00	2.133107324807348437e-01	6.479632214192918127e+00	9.443179398328553908e-01	1.258594897742334739e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.008257092750278971e+00	9.948895226877827014e+00	8.460640218867258255e+00	6.194380595593443672e+00	2.317546331933494630e-01	8.649464804765869985e+00	9.740910326206599912e-01	1.681625061883256222e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.186386116937159230e+00	3.053191456360163425e+00	4.451490591386809470e+00	3.187852065490774933e+00	7.077824120718086975e-01	1.426461998004057818e+00	2.430793214663090340e-01	4.236163113357248600e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.069620659122954009e+00	9.493839660179746787e+00	8.040519474563362579e+00	5.082442324720964244e+00	1.929652607782773865e-01	7.606407168369069716e+00	3.677500338642436528e+00	6.476733214522839566e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.414940740465834956e+00	6.915591848286196885e+00	9.585510875183739898e+00	9.712638961506222302e+00	4.489478298993638261e-01	3.984492174147900467e+00	5.290500760425603799e-01	2.695857452564106582e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.917727610568095820e+00	6.584785566594979933e+00	2.805084465895925305e+00	4.537398207938180938e+00	7.451707096480287840e-01	5.308463951282981874e+00	6.898357384118329882e-01	5.010205445860901330e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.012888190089385354e+00	5.661726495941095116e+00	5.659655044394360068e+00	8.624376419451447617e+00	8.130603592632955623e-01	9.363196829316091652e+00	1.541696359614794565e+00	4.832526224960976280e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.924527346894842950e+00	3.179656532535791058e+00	3.651861903300102075e+00	2.699216122143688334e+00	7.389650281180017988e-01	4.000957614311809962e+00	4.849596191675798473e-01	4.940335372173360051e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.317725064990252548e+00	2.553739222402467757e+00	8.114515450081778880e+00	6.979838483345543132e+00	1.005077703821470658e+00	5.155692290134382461e+00	9.611159542682905510e-01	5.806924735528526949e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.798486182432538882e+00	3.023422682838889486e+00	6.245020694119378213e+00	9.731809960028698470e+00	1.580609963755418512e+00	1.058025117335772869e+00	2.099700153515027257e-01	9.339298405217506538e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.789932121155833222e+00	2.752408284959261042e+00	6.740829913090220948e+00	1.917892399042769203e+00	3.189776593206807842e-01	1.768410478546754705e+00	3.515905240642028251e-01	1.817920475189489515e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.246465566061550900e+00	7.966395840679241225e+00	8.133613855823080385e+00	1.052984417882345758e+00	5.122255686922665835e-02	3.312421113406090356e+00	2.717998265565478633e+00	1.881592576409821943e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.965534334925621573e+00	4.124113195777477259e+00	4.531324462989153368e+00	4.831172221500332320e+00	7.874814993398461249e-01	1.259997744064578651e+00	6.023316501643993792e-01	2.483200979223529892e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.277558554874376862e+00	1.617266438626213443e+00	9.307250724384713791e+00	1.741924643777458925e+00	3.821030812035456914e-01	6.667046946080432690e+00	5.190350922899513719e+00	9.044364051233275137e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.771525932932124014e+00	9.667677401970525608e+00	5.754440360425413736e+00	7.689623053941896380e+00	4.089028907437217142e-01	4.837255025508135020e+00	7.372655550934716917e-01	2.576170971861849734e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.919657718217045339e+00	8.879463807520679097e+00	2.428488164315051545e+00	9.241429579237909309e+00	1.277645153095922081e+00	5.908834481161630237e+00	1.546336879015687504e+00	6.252124494185387071e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.590747834482201029e+00	9.434774544718930400e+00	7.219882857051703517e+00	4.905842253231253558e+00	2.239178625194648553e-01	2.519093661240233484e+00	4.348985516467140933e-01	1.249239317296850504e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.203553116373699439e+00	1.002074820212213879e+01	8.122016804252057298e+00	3.301270887563408252e+00	1.134056391291217020e-01	3.689192176762606579e+00	3.897329246715306450e-01	8.829113453586663607e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.261430686176474580e+00	2.589096762184842859e+00	3.848306188312205389e+00	4.920558781771869228e+00	1.476874253290517691e+00	6.941568633001132582e+00	2.137179083581693284e+00	6.734151507119754410e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.748518254630904600e+00	4.563635209526165859e+00	8.671386149317314107e+00	7.567330910917338116e+00	5.735632210320047442e-01	9.696654861750717558e+00	2.061757758527689166e+00	3.155759868645539035e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.774905785223540811e+00	7.799750478766757311e+00	9.102256756022681472e+00	1.102822997678525097e+00	2.885596439063696853e-02	1.476108514449995912e+00	1.811553951283150776e-01	3.325264118012938308e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.117386949545891017e+00	7.279870814975414994e+00	3.507947406094409804e+00	6.298519016188670605e+00	7.595621944525172697e-01	8.981495507092276398e+00	2.948882138789414853e+00	3.182576815205586107e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.752922873950433003e+00	2.472950281533817130e+00	9.805049793900932897e+00	6.569865181980257596e+00	8.307135380359380594e-01	6.126355786682677440e+00	3.656783883049887329e+00	2.466799999948989519e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.666353327731902478e+00	8.355769925155604128e+00	2.221642064632332936e+00	6.687233919576097918e+00	1.052533159021813658e+00	6.207423719471422352e+00	1.703104151640832953e+00	5.066492063261123224e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.415262347695397604e+00	3.140516468999513755e+00	2.766289777676502304e+00	3.166022980908688833e+00	1.115106257362625142e+00	5.473759360869985713e+00	2.250994421498969000e+00	4.285955957292919005e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.358167917105594924e+00	2.964404618825888793e+00	2.653721739163873661e+00	7.415588865101736538e+00	2.784780299418080585e+00	1.658503977848053701e+00	1.798764168655257734e-01	1.950812303702152750e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.286044113337707628e+00	5.831674938984638956e+00	9.098015305781469664e+00	1.755562456228231261e+00	9.785725620307894612e-02	1.914533239144892596e+00	2.350648896206247174e-01	8.158661474989907514e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.626439602907201021e+00	6.315705575292150264e+00	6.971818231571849545e+00	2.770703665262442161e+00	1.922074277322132763e-01	6.451233913453761737e+00	9.508807397232369452e-01	1.175814203177430461e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.929467319644798451e+00	6.160407755884230951e+00	2.328855882862027382e+00	8.784905062454289038e+00	1.819261304542029833e+00	4.052262176724522824e+00	4.423083796842470772e-01	1.249335865632879017e+00
