G c dxdt d2xdt2 m1 W d2 Fg Fc d1
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 9.99535016e-02 7.05782918e+00 1.38263290e+00 5.60402385e-02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 7.43983645e-01 8.41915403e+00 1.04370752e+00 4.97357535e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.29440522e-01 4.57292946e+00 1.63490338e+00 1.76719336e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40378719e-01 2.40685274e+00 4.27648493e-01 1.40513337e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 1.64932765e+00 7.64155853e+00 1.20686719e+00 1.01077923e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 3.44455898e-01 4.24427055e+00 2.99302523e+00 9.01535850e-02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 2.25695693e+00 7.04143743e+00 1.08867383e+00 1.39452754e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.68821334e-01 3.43579548e+00 1.35549465e+00 1.43060171e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.46488580e+00 1.73106671e+00 1.09183579e+00 4.15815778e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 2.82257219e-01 9.93323616e+00 1.04122302e+00 1.98872331e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 9.58003986e-01 2.40581357e+00 2.48260340e-01 6.78104549e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 3.47250705e-01 9.89578895e+00 1.19578248e+00 2.34098963e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.78253371e+00 9.79551939e+00 2.61805606e+00 8.61508997e-01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 1.65904216e+00 8.14436294e+00 4.33430039e+00 5.30259493e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.00285145e+00 6.93480666e+00 9.68805875e-01 6.43345193e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 1.35978176e+00 6.20026345e+00 1.24970732e+00 7.52829303e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.54746610e-01 8.79491391e+00 4.19135920e+00 5.32458700e-02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 5.94715175e-01 3.60495569e+00 6.60660641e-01 3.43159366e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 2.74262347e-01 5.20913091e+00 3.97796417e+00 6.76421243e-02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 1.03061494e+00 6.57450972e+00 7.15874678e-01 7.17925609e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.92226222e-01 4.70071428e+00 1.41204154e+00 1.32736288e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.48481562e-01 4.84737809e+00 6.96192238e-01 2.84842480e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 2.89284026e+00 3.97256201e+00 1.04392767e+00 1.41035871e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 1.37456555e+00 6.07808635e+00 1.06997030e+00 8.06599175e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 2.63991443e-01 8.65517075e+00 1.46192516e+00 1.57547493e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 4.90168247e+00 2.81375540e+00 1.05633737e+00 1.95935929e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.87912126e-01 9.40989735e+00 9.67473186e-01 1.33152242e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 5.19346053e-01 7.20178888e+00 9.02910287e-01 3.45886607e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 4.35203698e-01 8.40945891e+00 8.89373104e-01 3.05827902e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 1.38165242e-01 6.00571623e+00 6.63362451e-01 9.58269227e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 2.40133706e-01 8.01565031e+00 1.25615498e+00 1.47606436e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 9.98887826e-01 1.14580358e+00 1.23246190e-01 6.98399676e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 4.73071250e-01 8.36542382e+00 4.65668693e+00 1.46614417e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 2.33718772e-01 1.36124973e+00 4.92520151e-01 9.55022719e-02
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 1.38175132e-01 9.00922039e+00 6.40293419e+00 3.59565512e-02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 7.30364247e-01 9.92766473e+00 2.52742694e+00 3.61864380e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 7.97285915e-01 3.64660716e+00 8.10700234e-01 4.22008464e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 9.91627721e-02 2.89286701e+00 8.40426574e-01 4.58647933e-02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 2.93386724e-01 7.88827027e+00 9.32569837e-01 1.99191280e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 8.11944927e-01 3.27723707e+00 7.78296922e-01 4.16394232e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.91615960e+00 8.79006145e+00 2.49122409e+00 1.36674379e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.65663938e-01 1.92558333e+00 3.27242810e-01 9.86224566e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 3.84829719e-01 2.13359677e+00 9.40607421e-01 1.39258440e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 4.37838845e+00 9.81236400e+00 1.19375124e+00 2.94517410e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 9.39362630e-01 7.06455008e+00 4.22784978e+00 2.76784635e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 1.49246678e+00 8.62198502e+00 8.72495482e-01 1.06242250e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 7.70907022e-01 3.91896440e+00 4.92938914e-01 5.12867212e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.10595472e+00 7.08835375e+00 2.54204891e+00 4.54285392e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 2.91955043e+00 6.34817645e+00 6.04761567e+00 6.06897420e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 9.98775703e-01 6.42835108e+00 7.70863803e-01 6.75001222e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 2.17029544e-01 7.14279214e+00 9.70261831e-01 1.40622233e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.15737427e-01 6.17823256e+00 8.17111473e-01 4.02699112e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 2.03403576e+00 4.86156132e+00 6.12176826e-01 1.35269852e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 1.62675245e-01 3.48330425e+00 2.09031466e+00 4.78402942e-02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 2.45546660e-01 7.91723198e+00 1.87337272e+00 1.26149168e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.75589487e-01 3.03645187e+00 1.48640095e+00 1.26970868e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 2.27680297e+00 7.23118876e+00 8.24731501e-01 1.56351497e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 9.37254881e+00 3.09999540e+00 4.69008171e-01 5.83896588e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 3.43994296e-01 6.62797153e+00 1.66612231e+00 1.71524629e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 2.30510425e-01 7.72370440e+00 4.91321935e+00 6.50334800e-02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 3.94621832e-01 2.96842500e+00 7.81402823e-01 1.92221584e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 7.48689923e-01 1.53948971e+00 3.92061871e-01 3.70880920e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 1.10302685e+00 2.17876369e+00 2.87950369e-01 7.21569682e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 1.97432585e-01 6.45397271e+00 9.57844492e-01 1.23887319e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 2.24899390e-01 8.64501766e+00 9.62170255e-01 1.55619185e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 7.20549325e-01 1.40497139e+00 2.67616946e-01 4.08958215e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 2.00244470e-01 7.60736133e+00 3.66381770e+00 6.84255135e-02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.35350563e-01 4.07186781e+00 5.48828192e-01 2.82852859e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 7.51267945e-01 5.30675533e+00 6.76272598e-01 4.97612574e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 8.00909102e-01 9.35973595e+00 1.54668165e+00 4.82186715e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 7.33825718e-01 3.98774354e+00 5.02316654e-01 4.87961282e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.00451767e+00 5.18803241e+00 9.52953634e-01 5.79062095e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.58822068e+00 1.12314173e+00 1.96883677e-01 9.33594455e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 3.19998191e-01 1.73438848e+00 3.57763054e-01 1.75331408e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 4.91689294e-02 3.32732432e+00 2.70784486e+00 1.15547989e-02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 7.76300518e-01 1.25067017e+00 6.34528500e-01 2.56255267e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 3.91694384e-01 6.68237793e+00 5.20895813e+00 9.51170105e-02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.11748837e-01 4.83758521e+00 7.19055508e-01 2.58221397e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 1.27715978e+00 5.93330682e+00 1.54948838e+00 6.24649099e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.16741964e-01 2.57182467e+00 4.61137145e-01 1.26217215e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 1.23243063e-01 3.66338826e+00 3.99579952e-01 8.58062026e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.49113090e+00 6.97442027e+00 2.15018980e+00 6.67714525e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 5.66265102e-01 9.68772451e+00 2.06409616e+00 3.05717061e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 4.52932732e-02 1.45375096e+00 1.86379278e-01 2.99395696e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 7.45647625e-01 9.01345889e+00 2.94636099e+00 3.23135517e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 8.32402004e-01 6.19193081e+00 3.65776266e+00 2.47523422e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 1.06929080e+00 6.07527610e+00 1.68394542e+00 5.07080441e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 1.12030855e+00 5.50250682e+00 2.24501253e+00 4.25650352e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 2.78067491e+00 1.62454677e+00 1.73427822e-01 1.94859085e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.03625679e-01 1.80889167e+00 2.18647821e-01 6.98523635e-02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.91990533e-01 6.40820805e+00 9.56358493e-01 1.20222622e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 1.81124727e+00 4.06862714e+00 4.60088238e-01 1.24713397e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 2.53561890e+00 9.25541260e+00 1.12417805e+00 1.70651441e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 5.79563311e-02 4.65931484e+00 1.73911453e+00 2.32474235e-02
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 1.63480677e+00 2.28953313e+00 2.53462335e-01 1.13306415e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 4.53869207e-01 7.43246950e+00 1.26962209e+00 2.69633155e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 1.39195040e-01 3.64018079e+00 4.40328752e-01 9.38064433e-02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 1.81845396e-01 5.72923277e+00 6.32029284e-01 1.26170577e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 5.51554117e-02 7.28049507e+00 1.88514659e+00 2.70937519e-02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 3.90264000e-01 9.10237700e+00 4.57298490e+00 1.29673980e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 3.35127731e-01 8.12972075e+00 2.66424490e+00 1.45022533e-01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 4.63997887e-01 7.08724961e+00 1.46310763e+00 2.54138341e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 1.76885950e+00 7.11669864e+00 8.51062610e-01 1.19651183e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 4.45190379e-01 9.51332180e+00 1.08766249e+00 3.05485283e-01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 7.37254655e-01 3.66241688e+00 3.44675619e+00 1.54740418e-01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.58466724e+00 1.01000885e+00 1.80464239e-01 9.24163943e-01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 1.33880323e+00 3.44759103e+00 7.24786457e-01 7.27247108e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 4.14624889e+00 2.96102242e+00 9.87346364e-01 1.77661523e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 2.69905533e+00 6.95651127e+00 3.34642601e+00 9.23007082e-01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 1.03271351e+00 6.70340440e+00 1.65985979e+00 5.18832155e-01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 1.57341690e-01 6.34115244e+00 6.68461651e-01 1.10674182e-01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 1.29404654e+00 1.14619099e+00 2.93231491e-01 6.39564333e-01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 1.55266912e+00 7.55900249e+00 1.33336538e+00 9.10348067e-01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 5.54011042e-01 3.91177371e+00 5.33872338e-01 3.58371350e-01
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 1.19372094e+00 6.98550390e+00 1.63492845e+00 6.16532945e-01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.61612847e+00 8.77775473e-02 6.00920586e+00 6.16579311e-01 6.22349022e-02
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 4.34001645e+00 1.84664647e-01 4.08457833e+00 4.22745548e-01 1.30598097e-01
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 9.28689948e+00 1.14970249e+00 2.21118640e+00 6.77023538e-01 5.16784209e-01
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 6.26004019e+00 3.57714035e-01 1.84977008e+00 3.37842952e-01 2.06703965e-01
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 5.84498749e+00 7.51747247e-01 8.48366500e+00 2.28799429e+00 3.61629690e-01
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 3.41968163e+00 5.75226476e-01 9.26557788e+00 2.60008708e+00 2.71017274e-01
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 4.31604028e+00 1.73155300e-01 6.84809242e+00 5.14127797e+00 4.32559247e-02
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 9.05811480e+00 6.47395828e-01 1.93090703e+00 2.97700203e-01 4.00441432e-01
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 6.99816743e+00 7.18269622e-01 4.61824495e+00 8.36015927e-01 4.16605936e-01
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 8.08648324e+00 5.14484112e-01 7.56045280e+00 5.16668321e+00 1.37800945e-01
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 5.08910881e+00 2.05081714e-01 8.01838796e+00 2.28586191e+00 9.58186984e-02
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 6.67222498e+00 6.75656816e-01 2.06396760e+00 2.24970481e-01 4.70514365e-01
1.00000000e+00 1.00000000e+00 3.15605702e+00 8.53311996e+00 2.56385434e+00 3.23545248e+00 4.43664910e-01 1.00027647e+00 3.16938656e-01 1.95670849e-01
1.00000000e+00 1.00000000e+00 2.30405385e+00 7.27724316e+00 7.40812618e+00 7.34914747e+00 4.08962003e-01 7.40923341e+00 3.21573796e+00 1.49470563e-01
1.00000000e+00 1.00000000e+00 5.40507484e+00 7.12126695e+00 8.43380391e+00 4.84841200e+00 2.42180966e-01 4.20936558e+00 7.78780259e-01 1.39180843e-01
