G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	p	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	8.148988483337687994e-01	9.271148641615106101e+00	1.970987075451171577e+00	2.066599095648250728e+00	7.986298417485945045e+00	2.957981104634954050e+01	-3.014868553677876406e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	4.906222116135309896e+00	1.616714093420358767e+00	8.254339482227218028e+00	-2.244471164332256574e+00	9.226168325602076337e+00	-2.929445869460556851e-01	-3.876669075983707469e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	7.780347996727558169e+00	9.776486676220286220e-01	5.588888494431674125e+00	-5.412329020344930797e+00	9.048254310995693217e+00	-2.249895603244385711e+02	-5.844728622209310487e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	2.896849601012351894e+00	6.323230358475297130e+00	2.315334481801707867e+00	5.822692875189015460e+00	1.167264771070017737e+01	3.071197911300044048e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	1.690003019944627871e+00	2.070575738313068292e+00	-6.346851494291714246e-01	4.944896937982976581e+00	-1.435925537943238872e+01	2.152599071038021616e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	2.628610739636377147e+00	2.153824503851958116e+00	3.777815402419872903e-01	7.942449633782765694e+00	-2.358988503224123079e+01	-2.989250507431633785e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	1.264053727368954494e+00	6.055208718741323937e-01	-1.782805095867479594e-01	2.471892165275046072e+00	-2.945702821999681476e+01	-1.448268869007909032e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	5.895900778825918787e-01	4.071070495715234827e+00	-3.759272969857770708e+00	4.980277317043625196e+00	-2.683781974664409020e+01	-1.423015086728417700e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	4.809031540199660171e+00	1.131205729725616393e+00	6.369165497886906557e+00	-7.804365252441334277e+00	6.043523085526992134e+00	5.203366334705666896e-01	-7.073875974856351334e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	2.916575152001810611e+00	5.304892266842339055e+00	8.247295764988306743e+00	5.430710443340552196e+00	2.397679148739650490e+00	-6.703126097284572538e+00	-6.058481049680066732e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	4.567146030359245046e+00	1.531871673842886361e+00	6.375891711391722616e+00	-2.001700446451199156e+00	5.015561087170889998e+00	-2.472258863963329745e+01	-3.003105666208747859e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	3.246492379239191095e+00	3.151130506100998208e+00	4.802454340387859233e+00	1.854503538252273431e+00	8.478960168024448407e+00	-2.039142416088605358e+01	6.968450007862613482e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	2.594198247406572122e+00	9.631454105818162859e+00	-6.087884443725849470e-03	7.936303931041003068e+00	-2.456485498264397549e+01	5.084256403868101515e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	9.622403177597401713e-01	7.617481002056354811e+00	-8.631176686989597613e+00	2.169452788577007851e+00	4.069806281050623031e-01	2.158788787515141472e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	5.095218384171946724e-01	8.842461796886738057e+00	-3.434044581956405295e+01	2.837048885283376176e+00	3.634385420199459560e+01	3.339807328836955236e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	1.611235773547117223e+00	5.656564869156488484e+00	-5.592379199810314283e+00	3.724301445610156414e+00	2.521600974093125558e+00	1.646277128799626510e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	4.137158748277494524e+00	4.189920348319518872e+00	1.613186654793647312e+00	9.502668129406572461e+00	-2.316197940801203004e+01	1.513136592658512569e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	6.111947764599742428e+00	8.199710343109631872e-01	9.946973456349694764e-01	2.667663808224838728e+00	-8.837038520241042860e+00	8.110557329090164913e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	1.255517941061679466e+00	7.518783301962476351e+00	-3.925480742965308245e-01	7.266144982940724972e+00	6.601510512723318236e+00	2.343246209795181390e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	2.828547944672624936e+00	2.366025613211772516e+00	1.042302113152016929e+00	1.959714055336286398e+00	-2.881093444499323031e+00	-7.045732028480333753e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	6.063361755170419976e-01	3.193981287424887405e+00	-5.659938791001483338e+00	7.080698150969955584e+00	4.833209650553812686e+00	1.018228833346243789e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	2.936689008928732747e+00	6.127616248705910706e+00	1.505800927886192131e+00	3.345272752565412677e+00	-1.101276871201213403e+01	-3.222529707815380728e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	9.458773077672971041e+00	5.345020617433794641e+00	4.464115821906399439e+00	8.454759521302021241e+00	-1.804835284421439923e+01	9.222181624795670984e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	2.201896947564187523e-01	6.753356407710504605e+00	-2.644244191850812697e+01	3.788037582585002561e+00	-2.450448379572658268e+02	-9.232500043120386124e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.183134782635594462e+00	2.520084138454773637e+00	7.181726226708676775e-01	6.724878152436009060e+00	2.052939360497372689e+01	-6.488463476460029966e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	1.328955815284848185e+00	3.638916802308941101e+00	-7.973387104640847767e+00	3.563951628565570129e+00	4.494477571579818864e+00	1.330631254781123429e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	1.434646469317466977e+00	6.932013831126813130e+00	-6.537996819667655224e+00	7.121376569605879503e+00	4.551682124083796133e+00	8.173067919929145830e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	2.299608841988277863e+00	9.236884611828335423e+00	1.555767601175703119e+00	8.883900938766112532e+00	-3.307796138884261694e+01	-3.431878952850589570e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	7.059591145944120738e-01	7.464571157420271774e+00	-2.513220523153520958e+01	1.992649096462211000e+00	2.697001941954041193e+00	3.047317216301290710e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	1.923111364088883279e+00	9.649154733746000190e+00	-1.171603897091092916e+00	9.049489167583512739e+00	1.912402608096187961e+01	1.015026423978917158e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	4.104965406791426519e-01	7.330797375197366073e+00	-1.833999352984960041e+01	6.285317663078892281e+00	-1.317153866773237603e+01	-8.476181872841117126e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	5.520727319660941212e+00	6.035624667479696726e+00	3.957331508402563092e+00	1.232189782117644405e+00	-3.255393483959866785e+01	3.519329369347436653e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	6.432542541281897064e-01	3.346041588257105737e+00	-3.999644919489866446e+00	4.457231203478189130e+00	-1.032657163854650051e+01	-1.696822473998263447e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	1.443900420722483924e+00	5.864637259191840535e+00	-3.031618197848106711e+00	3.504424492314606177e+00	1.127146763935511720e+00	4.846750967287595024e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	2.866375537285958508e+00	7.388725818559550795e+00	2.479376218675808818e+00	7.611857628304437462e+00	-1.760794901438226745e+01	8.561784481971724148e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	2.536951240460502355e+00	5.618906155009017134e+00	1.936942979114306240e+00	6.688590170731946394e+00	-1.732050147616126026e+02	3.377056366236022455e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	2.338920697828581030e+00	5.024440416680842958e+00	8.692907332552687327e-01	2.609195455079753145e+00	3.128227734804206461e-01	2.162242790324722552e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	1.444036694948092947e+00	5.912845948316546085e+00	-3.006810308747669858e+00	4.928149265943522650e+00	-3.956316828101238059e+01	-9.336326002178685357e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	7.432828988791980729e-01	4.340876142857247544e+00	-3.483545669838952641e+00	8.817601702354080473e+00	2.561619593808896752e+03	1.174777150846807899e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	2.548255823539666398e+00	5.837296934514069946e+00	9.716737245248920907e-01	1.012841427410245920e+01	4.468526281925145227e+00	6.218392795561998199e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	6.172474465215842532e-01	2.803933792618531040e+00	-6.082328579307336724e+00	5.676977931201132144e+00	1.015633205435231545e+01	6.285902405885408051e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	6.721511222150111209e+00	1.666443301996797910e+00	8.007347430019629897e+00	-3.174471193409574177e+00	9.010225254510086046e+00	2.940787772123459831e+01	3.705423957466241980e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	7.865390370852415991e+00	1.076464668457055796e+00	3.528544867372568561e+00	-3.641897111803481302e+00	5.432167384773456398e+00	1.601108730901890986e+00	5.278738881683533890e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	5.620336415263302854e+00	1.569469160377314543e+00	2.188754419546932617e+00	-1.400974188601534554e+00	4.890017005999878208e+00	-1.587754402055015817e+02	-3.403767820147906775e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	7.477845946092182672e+00	1.892654700734188511e+00	5.571172296065380891e+00	-7.132734558109238288e-01	8.016149713140450217e+00	-5.548813784532916316e+01	-7.537067280589043072e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	6.573561262073659428e-01	1.687835042818825571e+01	6.693602743966910573e+00	5.860996168037119425e+00	5.120307344589773102e+00	2.647921187059438708e+01	-1.068243322231036245e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	7.625266746761941050e+00	1.590631061173542582e+00	3.662152369184810130e+00	-1.440275881912183253e+00	5.526125619577920034e+00	-1.187899251675416679e+01	-5.740082458247446340e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	2.013762997412662514e-01	3.137043914519967114e+00	4.050394225642509838e+00	1.418955638479335590e-01	5.058587701747944365e+00	-1.782277642946336016e+01	4.692850422939991439e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	7.805767641535141799e+00	6.479747281083094723e-01	6.219086544945224837e+00	-2.641835521876865656e+01	9.393938771413335331e+00	-1.718908805590664812e+01	-2.766502957878195090e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.126820715860214861e+01	1.946457384543395008e+00	4.223342029106275319e+00	-1.344100580004458367e-01	7.922781549394845690e+00	-3.803746366385225741e+01	-1.486300121268111951e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	3.612156962365445700e+00	1.973908240742182185e+00	9.084537140747105610e+00	4.530139045543356002e-01	2.842995154470007169e+00	1.064753467383791286e+00	2.614230473641665053e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	3.723277338109877377e+00	1.097292357213746961e+00	9.112822123180526646e+00	-5.874167088300950468e+00	3.576363797915966813e+00	-1.343467703083837961e+01	-9.589132688517114644e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	7.791537307433824111e+00	1.289226509212705762e+00	5.192696880625049971e+00	-1.293593349230795164e+00	5.596052520157674515e+00	3.647780559259085749e+02	5.908763910261827590e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	3.198650380250228409e+00	4.512221428092918707e+00	3.975735836715539762e+00	1.880959084952362081e+00	6.624585030429280152e+00	-4.724297163424649426e+01	3.205634776584974333e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	8.957103341306364541e+00	1.689028917856416845e+00	7.011138581363967504e+00	-2.594962051839097228e+00	2.922880504093765097e+00	-1.188049652500485109e+00	-2.557235624079732261e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	2.274226477475397967e+00	3.184231821310034238e+00	1.748798576742489175e+00	3.356432542793474916e-01	7.994788659329090663e+00	-4.895290720222774894e+01	1.489011504026615818e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	1.454542413754585484e+00	1.029892537837239441e+00	6.390252508464460135e+00	-4.732208558323203640e+00	5.361543375367062936e+00	-2.708723128275512693e+01	-4.456870765143970203e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.605502619294444600e+00	2.328563921121290736e+00	3.699027554267281026e+00	4.790541170028955048e-02	4.953971800665792458e+00	2.719344903805362534e+00	1.551088442514196419e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	7.230563117663357353e+00	7.976556935965896100e-01	8.410989324972378611e+00	-1.082890914480962508e+01	2.167425460683400917e+00	-4.121415931455052473e+00	-1.460023585277006930e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	7.568803622969115352e+00	1.416035365087659814e+00	1.052059954412613463e+00	-5.237730395592892219e-01	2.881548702586969490e+00	3.616050386462474897e+00	1.895314853876075567e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	4.625617824666660383e+00	3.855472063962347651e+00	6.148271089149317525e+00	2.397698765972608559e+00	1.065964553297236961e+01	8.631614842928097460e+02	-3.213988176361644378e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	7.667232178808771614e+00	2.014830710363872068e+00	7.914635493235233632e+00	-6.165517090068699524e-01	3.751994214599355892e+00	-1.043458686250992606e+01	6.502246439703043279e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	5.203349805175777831e+00	1.077931665553879537e+00	6.244328052322380529e+00	-3.601903793598196568e+00	1.390807027135345875e+00	-2.695670230657091437e+00	-6.687890301645724378e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	5.949564100498475838e+00	9.029321851640573771e-01	2.216191480265557345e+00	-1.188772305553898345e+00	4.391651934312882588e+00	-1.347379830603811115e+02	-3.835952278828708017e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	7.199903248011612966e+00	1.914654775364472039e+00	8.758285996351112601e+00	-1.243740972793670574e+00	4.067458171316213900e+00	-3.568506111611481657e+01	2.096312741436435978e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	6.636779680522733038e+00	2.533189649689624012e+00	4.984016557829226812e+00	1.931303951075107772e+00	3.496608181546674299e-01	-1.567423195348339959e+01	1.126303416553458003e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	5.692834853126043981e+00	3.766514799702093352e+00	6.750225184297280023e+00	3.311780918873948654e+00	4.179235770665960636e+00	2.085642490467858323e+00	-2.409007248190195849e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	3.136147724360211164e+00	1.087853479449267136e+00	2.880331437384293647e+00	-2.274407470632318518e+00	5.472692243308520332e+00	-1.311129412042156162e+01	-1.176371111772481015e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.190821365970272439e+00	8.108267906057777807e-01	6.182708807987217448e+00	-1.225717207211997284e+01	6.606062963467653759e+00	-1.772683782794903351e+01	1.322973495073296313e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	3.009892919984512805e+00	6.139702399789110920e+00	4.348217531851533479e+00	3.406693490410480862e+00	4.300153596637154685e+00	-9.913987171717778324e+00	1.686263594345097161e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	7.109107459285995745e+00	2.267145968575159376e+00	2.201125391736405312e+00	-4.073689481585175964e-01	4.135220706988650186e+00	2.534782494610390846e-01	-2.792130888342072570e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	3.405963947046549034e+00	6.097581472474361775e+00	1.599203441707915951e+00	1.226778508481566998e+00	1.018697844329119562e+01	5.353670927308638028e-01	-4.692942706843596490e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	6.797257505322792603e+00	7.107457488629468356e-01	8.681096593078976298e+00	-1.164520521940959163e+01	5.137903308162997007e+00	-2.682930509440534195e+01	-2.310097358624024366e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	7.862538318788600655e+00	2.527576375990985724e+00	2.704164506994399808e+00	-4.467370183731917410e-01	2.629472146883466088e+00	-8.325586631563286488e+00	-2.174338879049955597e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	4.055723574455642577e+00	5.321438778114473855e+00	3.061224886286127322e+00	1.419893751554548444e+00	2.754504054669649538e+00	-1.351700916674222341e+01	1.463075920734799418e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.674231191767175497e+00	9.327147204807149095e+00	6.132711834027976927e+00	4.285112840395715494e+00	5.393167430463723377e+00	-2.663591454125717206e+01	6.744975274379895325e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.642634617425745347e+00	4.239201271012711381e+00	8.057521918282732898e+00	4.399787098361482407e+00	8.206519214640026760e+00	3.153925814368558900e+00	4.942913948185454487e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.786212859418897736e+00	2.049097684846502787e+00	6.796103199093779246e+00	1.350343025570756250e+00	5.996562598648011111e+00	1.978756198909707997e-01	2.604903221262602653e+00	-7.206430488477589158e+00	4.134007410950538031e+00	-1.796448004012721071e+02	-1.067325143401499190e+02
