G c dx1dt d2x1dt2 dx2dt m1 m2 p Fc Fg d1 d2 W
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.92649717e+00 4.12302102e+00 -1.57308159e-01 8.48747388e+00 -3.77808573e+01 -6.85415983e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 2.01591065e+00 9.39580921e+00 7.41567951e-02 4.63167993e+00 1.90644266e-01 4.00899872e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 1.26421496e+00 9.30380626e+00 -5.41490305e+00 3.99969874e+00 -1.51575642e+01 -7.31640698e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.62048233e+00 5.52134638e+00 -1.29310175e+00 5.42735222e+00 3.64926714e+02 5.77113399e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 4.03561834e+00 3.95095595e+00 1.99291353e+00 6.15495259e+00 -4.84874911e+01 3.09556338e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.55551663e+00 7.63419173e+00 -2.18144326e+00 3.14503490e+00 -9.88646486e-02 -2.82846087e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 3.53827144e+00 1.33041649e+00 5.78401552e-01 8.14559576e+00 -4.88719892e+01 1.60406580e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.06486490e+00 5.27292105e+00 -4.63053437e+00 5.37834489e+00 -2.59501217e+01 -4.33622245e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.97406829e+00 4.02691055e+00 -5.28982012e-02 4.00640994e+00 2.99337180e+00 1.26826709e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.22362322e-01 9.28482297e+00 -1.08478792e+01 1.96138894e+00 -4.74927585e+00 -1.38100082e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.64329596e+00 1.10802725e+00 -2.40515281e-01 3.14960644e+00 2.63470813e+00 1.13717709e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.75592533e+00 5.97533388e+00 2.79351670e+00 9.54353055e+00 8.63844460e+02 -3.22614150e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.83119155e+00 7.66597223e+00 -7.06687872e-01 3.74589718e+00 -1.08364341e+01 -2.92694659e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 1.20228749e+00 5.36516189e+00 -3.55976157e+00 2.51973360e+00 -3.77470528e+00 -6.84284936e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.07021730e+00 1.76862727e+00 -1.53654685e+00 5.14605512e+00 -1.35692212e+02 -3.63787505e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.78614033e+00 9.75215251e+00 -1.16765301e+00 3.76378969e+00 -3.59122359e+01 -3.86090479e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 2.84704748e+00 5.66209388e+00 1.68457406e+00 1.31643325e+00 -1.51573593e+01 2.07513514e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 3.91668558e+00 6.52767620e+00 3.19441083e+00 3.90830696e+00 2.68993621e+00 -1.31527937e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.12143649e+00 3.12948804e+00 -2.45172513e+00 5.89697762e+00 -1.23720640e+01 -1.34497552e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 6.04619776e-01 5.35148277e+00 -1.23504945e+01 5.96541135e+00 -1.76991061e+01 -6.84713036e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 6.25903307e+00 4.86234543e+00 3.30864045e+00 4.20903029e+00 -9.19185899e+00 1.57294217e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 2.10997591e+00 1.67406258e+00 8.72552916e-02 5.02572481e+00 -3.41344194e-01 -9.81682544e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 5.77223077e+00 1.95544318e+00 1.27790853e+00 9.68966126e+00 3.35054544e-01 -6.70080749e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.52053662e-01 8.53725268e+00 -1.15019844e+01 4.39613630e+00 -2.69898600e+01 -1.82873919e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 1.62830489e+00 3.15837957e+00 -7.20967083e-01 3.32404132e+00 -6.71099578e+00 -2.20526125e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 4.92534347e+00 2.75462444e+00 1.63607324e+00 3.19120340e+00 -1.35413796e+01 1.30935679e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 9.25112644e+00 5.54420306e+00 4.34560242e+00 5.11988151e+00 -2.62331446e+01 7.14562542e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.28992391e+00 7.91872418e+00 4.22694580e+00 7.83568134e+00 1.25339631e+00 -1.32081048e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 3.52822696e-01 1.55751867e+00 -7.27138426e+00 2.85389366e+00 -1.78521943e+02 -1.03025810e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 1.44507155e+00 6.19127128e+00 -2.37753806e+00 7.38366514e+00 1.73858614e+02 3.38664830e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 4.66616455e+00 2.07289399e+00 1.18441525e+00 1.19034841e+00 8.42534410e+00 -7.58214225e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32826298e+00 1.32814946e+00 -6.71679609e-01 4.77039680e+00 -1.04721405e+01 -4.24343270e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 4.72423447e+00 1.47469557e+00 8.50384655e-01 7.98278559e+00 -5.77611617e+01 3.08436635e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.73036727e+00 8.50747697e+00 -1.32566901e+00 4.04859660e+00 2.15449241e+00 1.53387205e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.82872989e+00 2.06175235e+00 -1.93093878e-01 6.07363391e+00 1.49737586e+02 3.08836617e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.35257718e+00 1.40636228e+00 -6.73167530e-01 2.84481310e+00 2.72331071e+00 1.78170695e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.71862006e+00 4.94109898e+00 1.30609381e+00 7.67795852e+00 -3.78584390e+01 4.38319727e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.74386942e+01 8.59594125e+00 7.61009435e+00 1.47051193e+00 -2.79859760e+01 1.38241213e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 2.21062113e+00 3.36167539e+00 3.20290008e-01 8.67288380e+00 -4.85104207e+01 -2.16320770e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 6.46092401e-01 4.79541356e+00 -1.00489448e+01 2.78376748e+00 -5.35033534e+00 -1.00663174e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 7.83938925e+00 1.35930279e+00 1.01251486e+00 8.86958229e+00 -2.09618725e+01 7.68548201e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.48795463e-01 5.04170663e+00 -1.33320117e+01 4.17276317e+00 -8.11767055e+00 -1.20433574e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 3.19806631e+00 6.19851773e+00 2.32210172e+00 7.50415217e+00 6.93166739e+01 -1.81569442e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 3.11156603e+00 6.13816348e+00 2.19277815e+00 3.87302768e+00 5.07151227e+00 9.82781442e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.81533687e+00 3.99184023e+00 1.89931715e+00 9.15320504e+00 -6.25766844e+01 2.70856292e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.81711822e+00 3.83979863e+00 -3.86452133e-01 2.13973413e+00 2.76189591e+01 3.09366851e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.40789619e+00 1.95961257e+00 -8.24133251e-01 2.60667810e+00 -2.01833659e+01 -1.45137778e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.55062840e+00 4.30118489e+00 -1.24648198e+00 5.43727113e+00 -1.95106588e+01 -3.56938364e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.48785794e+00 1.89545202e+00 -6.52441797e-01 1.73744595e+00 -1.96271915e+01 -3.31805968e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.39903803e+00 7.89936350e+00 -3.39320082e+00 2.76382166e+00 -2.54340365e+01 -2.16746776e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 2.10584561e+00 9.69646868e+00 4.87371274e-01 9.49389744e+00 -1.94365346e+01 -1.04036705e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 2.21856393e+00 9.73067011e+00 9.58626210e-01 9.78840695e+00 1.11854768e+01 1.03828833e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.15518211e+00 8.78563989e+00 -6.42519104e+00 4.38633396e+00 -3.14956594e+01 -4.73744524e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 9.14282634e+00 6.40712934e+00 5.00556508e+00 9.30957419e+00 3.21368190e+00 -1.00246863e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 2.01507189e+00 7.30779128e+00 5.46592173e-02 5.90342208e+00 -1.15282853e+02 -6.02149488e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 8.71829693e-01 3.56685222e+00 -4.61559959e+00 3.42768219e+00 -1.96495783e+02 -8.41382603e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.37357866e+00 6.67693378e+00 3.62362924e+00 7.32158849e+00 1.96534053e+00 -9.86592158e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.65276443e+00 5.10084594e+00 -1.07165615e+00 6.93011626e+00 1.46772856e+01 4.57986547e+00
