G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	p	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.908085778137382782e+00	8.722385974755376026e+00	1.673384131752003734e+00	1.363005141837038359e+00	-2.549093042440511714e-01	2.866824121578563478e+00	-3.019937892429447501e+01	-1.557743737018544472e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.612599843992571280e+00	9.105513087301417841e+00	1.188615868742998849e+00	3.762747788234055424e+00	-3.631147713889596673e+00	5.964941737365100138e+00	-2.740382981909700533e+01	-9.991638576274612049e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	1.483007662675307481e+00	3.617311832626667556e+00	9.931230750411352837e-01	6.321340563990581529e+00	-7.527408476641431534e+00	6.065417694564368745e+00	-1.260740735277536828e+00	-3.274440826319770181e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	7.888882033648143555e+00	2.942651177831515863e+00	5.516063525786774946e+00	8.788458854486531635e+00	5.129923567911591320e+00	1.745988661020066557e+00	-6.055783586929441853e+00	5.581785654525511120e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	4.760694972928774860e+00	1.311460616177197336e+00	7.132148095943698252e+00	-2.098081846721204791e+00	4.991771862304766216e+00	-2.472016634904229093e+01	-3.333591773143141701e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	2.836987975918662475e+00	2.908679502272683681e+00	4.866050251152302941e+00	1.905420958679906018e+00	8.326403741646918988e+00	-2.084354567618187559e+01	7.934009565008283360e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	6.582515803794859899e+00	2.187091198675567227e+00	9.866703841146275522e+00	2.111081537351689463e-01	8.230597134974299678e+00	-2.304016104149113531e+01	-2.023669589398113811e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	9.017059733655152343e+00	1.148736949033377641e+00	7.035046061009993856e+00	-8.389393826974863799e+00	1.884851065847532592e+00	-1.887010564960780179e-01	4.545344974499735957e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	7.086203991138453340e+00	4.323087586074770283e-01	9.125842429833239677e+00	-3.457689681062416298e+01	2.375168334364131439e+00	3.537968150684833546e+01	2.930278822934315386e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	8.466591739488311674e+00	4.139867226961746471e-01	6.101137406116681206e+00	-5.083337445542970734e+00	3.692909238488069068e+00	1.824879859444873187e+00	3.098974264990835170e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	4.359956689133335672e+00	4.051171254050585979e+00	3.210636157081292019e+00	1.629490071554102748e+00	8.653006042073826620e+00	-2.158355863137128594e+01	1.520329374477692852e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	2.651338681659698882e+00	5.677070419472871166e+00	8.868191052947627107e-01	1.115097049983355904e+00	2.300493357028746466e+00	-9.140146613625535821e+00	9.566943804859755929e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	7.496265209045424704e+00	1.717944490028157523e+00	7.933236265190526382e+00	-5.978494728994014906e-01	7.306989092113763462e+00	8.641142427822048333e+00	4.597022327009320009e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	3.485470484714452866e+00	3.178566587125499332e+00	2.387140258478972932e+00	9.855639338692686602e-01	2.026471218880895986e+00	-3.458566391629370962e+00	3.116716930920810924e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	6.887007376746153042e+00	1.057586184695360698e+00	3.920001471270863735e+00	-5.707378967959278349e+00	6.745430254744933407e+00	4.709081350770033758e+00	5.702656438077315926e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	3.359153361264584081e+00	2.972703810364589305e+00	5.818134589261449108e+00	1.442285960061449712e+00	4.456597798928926046e+00	-1.013723788773132028e+01	1.943184678669769738e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	1.684744883400836724e+00	9.076638581046317711e+00	6.535307177237422493e+00	4.723470254031160387e+00	7.674382401629590511e+00	-1.627030802243638163e+01	9.078461724557669754e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	9.879035852045948474e+00	3.760504842040028328e-01	6.750499157995582422e+00	-2.702555083368517685e+01	2.758988056755507845e+00	-2.460534169606888781e+02	-9.390107045169933997e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	2.230172753968803878e+00	2.841167852438488239e+00	2.920888851534932051e+00	1.069614265864992531e+00	6.732262101213214223e+00	2.137125413989725686e+01	-3.068387585981745769e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	9.693837620936841759e+00	8.104333996135825169e-01	4.608418695292466616e+00	-8.051746232622441823e+00	2.840335042406333610e+00	4.507996943232593701e+00	4.092442362808233369e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	9.714365676287282980e+00	1.001584942335526307e+00	6.588432049632897858e+00	-6.496498232273164142e+00	7.121110378683081166e+00	4.272108883115564026e+00	8.588127442306356940e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	7.696221813905104625e+00	2.420628308886968671e+00	9.618875255361013288e+00	1.746763861562405262e+00	8.937044520647843271e+00	-3.123884462418251218e+01	-3.375127480714760964e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	6.401660408614637809e+00	2.471975232484675267e-01	7.200602984151688979e+00	-2.509094919475576546e+01	1.892064613313665156e+00	1.486657953915862862e+00	3.062791951647327426e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	6.226968607260309874e+00	1.728723818754861030e+00	9.441149450839889212e+00	-8.873478063490868317e-01	9.413418989554289240e+00	1.813242995600625918e+01	8.995558412820630068e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	8.826161654139564661e+00	6.993918502829626904e-01	8.020477316934568890e+00	-1.857032385887187331e+01	6.197162018185649046e+00	-1.377910568095241572e+01	-1.036749211066023868e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	9.831693659966154186e+00	3.844458147275942039e+00	5.247891128241449543e+00	6.229504545584211073e+00	4.193107332814038912e+00	2.070494271681770471e+00	-3.299716379411424327e+01	3.396473442417392619e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	2.207785211417533588e+00	5.139528363428413016e+00	8.125273712087390798e-01	2.896548561495965401e+00	-4.433033352116954262e+00	4.928804447431676117e+00	-9.466688008540208088e+00	-1.952773127406039322e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	5.193697404257903827e+00	6.249428457723445796e+00	1.466751895957055574e+00	6.909051494504632629e+00	-3.013386846176159928e+00	2.037595397504915251e+00	7.967643108419737441e-01	-9.582525879723178264e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	7.686179145384825162e+00	4.172456522359172304e+00	3.316674629117010831e+00	6.848359330048314320e+00	2.504530883700787136e+00	7.441438622406213454e+00	-2.021296941650290435e+01	8.040625279941725267e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	7.018291814787835925e+00	4.604935507535500072e+00	3.107013039310996927e+00	6.180252542767171064e+00	2.108829277497627608e+00	7.922688646986891570e+00	-1.737725628323891556e+02	3.235694307569209371e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	4.822595097519318585e+00	4.087634161695834045e+00	2.506446144735673176e+00	5.118646198702320405e+00	7.790738837205508638e-01	1.857161429976704303e+00	4.897490918721441044e-01	-1.795345987276537825e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	4.184099390733719837e+00	6.470661204093172358e+00	1.268241508763676917e+00	5.691916525072168831e+00	-3.031032271130100320e+00	5.629763878349967499e+00	-3.862853589227287188e+01	-1.163802462304076357e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	4.921494388277036336e+00	8.669900771284231311e+00	8.532281567562994828e-01	4.237326049739530198e+00	-3.767580317688790092e+00	8.448113622818429036e+00	2.563870801308914906e+03	1.174640058324970369e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	3.325228392815725798e+00	2.483237354579911127e+00	2.279539010517830366e+00	5.355948924646757980e+00	1.067001810049739374e+00	9.815823424605060410e+00	4.940568330420719079e+00	8.773224505588830269e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	2.737274561995753697e+00	9.170253265964085188e+00	7.071517826588979982e-01	3.065941767629167369e+00	-6.401520363692787541e+00	6.301704360592347953e+00	8.271503131093956185e+00	8.490757931179139462e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	4.976217885576954991e+00	6.970646032328041031e+00	1.317476090221445295e+00	7.795992838377163281e+00	-2.769698939873972865e+00	9.263796441573834528e+00	2.825660212206396693e+01	8.449102557603906050e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	3.564971347928372225e+00	8.298888971900998612e+00	6.674324579589983042e-01	2.604307970644240910e+00	-3.967190781380957265e+00	5.468336534282636663e+00	1.892960260138843109e+00	2.585996237664344388e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	4.493410105618892203e+00	6.310989179239069991e+00	1.048631068786570975e+00	1.377077082203259639e+00	-1.200419626436275422e+00	4.575661211736016476e+00	-1.590501212134120408e+02	-3.343409354142686851e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	6.850556141813902045e+00	8.342170175777512853e+00	1.466793102303341589e+00	4.210295302769073267e+00	-6.134905849687364299e-01	8.068385247773472102e+00	-5.462470874391778608e+01	-8.017693072680422972e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	9.839166082311308514e+00	1.098890135757879749e+00	1.680071564286572894e+01	7.025287995493320281e+00	6.275755311656602053e+00	5.613478174989817937e+00	2.626147702064931622e+01	-1.046442256263174500e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	6.284453564608912579e+00	8.415282487620268981e+00	1.677500914131205612e+00	4.890676229022903776e+00	-1.382390793956268293e+00	5.277879321142725288e+00	-1.166459817598763138e+01	-1.017204780959733057e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	1.346011384770297248e+00	1.144036915390202358e+00	2.387151682215419513e+00	3.107550350708504272e+00	7.055703225701377423e-01	5.512710306646278369e+00	-1.845201439490960738e+01	1.989131259816809827e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.797786628202168169e+00	8.543531279225874187e+00	1.290102356833446873e-01	5.881828818829840877e+00	-2.621773801769358769e+01	8.538496799716359220e+00	-1.758975082507912546e+01	-2.731992008776107994e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	9.570438678048484249e+00	1.041471402222225429e+01	1.855116942682207837e+00	4.244217665068358514e+00	-1.173129369860985427e-01	8.556835357476369808e+00	-3.760978078960646798e+01	-7.814541486174198859e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	3.029922100762759030e+00	3.014083861488469740e+00	2.087137883508042080e+00	9.294822435586462817e+00	5.614388548794537609e-02	4.760123889940320652e+00	-1.916071330552379104e-01	1.571710868535062922e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.264387364560245697e+00	2.392880681562613354e+00	1.008801013620373555e+00	9.249306237869799219e+00	-5.458538206872336929e+00	4.054102901618027666e+00	-1.490508707327690274e+01	-5.463603846325055358e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	6.503989846728643442e+00	8.377516725294817945e+00	1.753480129078136107e+00	5.412046148629725550e+00	-1.171988105463894536e+00	5.061500222710303198e+00	3.646656970787009868e+02	5.589312463741468662e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	6.632840217765452628e+00	3.281762232181450578e+00	3.834584872729919880e+00	3.791225222906963843e+00	1.853103608427363103e+00	6.201736279094426152e+00	-4.906348291360150426e+01	3.010925082356928684e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	6.722327420597033587e+00	8.483421457887825312e+00	1.500342094470691112e+00	7.470885345517468856e+00	-2.020943860099376543e+00	3.649292859601466432e+00	-2.778026581119313887e-01	1.616377218741918975e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.516318708981121421e+00	2.111515885590375508e+00	3.481313741637189096e+00	1.159056367572687929e+00	5.486787838773486969e-01	8.211115744715604237e+00	-4.795332481507876565e+01	1.613585721485718594e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.865016833596065071e+00	2.762328445681978994e+00	2.906031298917735040e+00	1.258174947898037965e+00	2.344135824217969510e+00	9.865375203968079765e-01	5.066327165645374997e+00	-4.772332618725537046e+00	5.415622506001228409e+00	-2.599205985281730946e+01	-4.274682656956446181e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.453627094943836795e+00	2.656941053104834971e+00	3.207677386975014144e+00	9.793763493201092629e+00	9.449410535982885051e+00	1.965027704593257818e+00	3.747857465722367554e+00	-1.117631052667858033e-01	4.430722987701886773e+00	3.276670976803819801e+00	1.367310144239071379e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.721741291555122011e+00	4.281293890205681407e+00	2.622048894170690758e+00	3.547109775320430369e+00	6.919431029697859614e+00	1.030980483859395891e+00	9.180664456194961076e+00	-1.094223571335206735e+01	1.758589726706075940e+00	-4.675232734388652389e+00	-1.255218392901720215e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.021306964498387160e+01	3.516812146434252551e+00	4.240397146169194720e+00	7.434826063613837022e+00	8.860628298496035171e+00	1.637603668144301361e+00	9.324892678730463125e-01	-3.026357461657727121e-01	3.391588951786173034e+00	2.018340284419329222e+00	1.860885380261224853e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.037448013421885307e+00	4.018177395061699464e+00	7.836925431999486769e+00	7.902520240647482375e+00	3.696482247888437378e+00	3.671426858802542270e+00	5.681357278786969722e+00	2.729423747564561076e+00	9.399333593537249953e+00	8.644800247611872237e+02	-3.224642853623124097e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.786623225788839253e+00	2.894002188576797696e+00	5.783010845776598963e+00	6.263559704541828310e+00	7.165200309218814567e+00	1.894996973964636622e+00	7.876096959517334462e+00	-7.750692647563086624e-01	4.041435872713496913e+00	-1.094513720879867158e+01	-5.892278171380628038e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.112964692321331883e+00	1.541034815433691918e+00	2.868328081726966516e+00	3.660959253320110740e+00	6.736220337542667913e+00	1.231203174067538653e+00	5.703285055635313405e+00	-3.592992920769789045e+00	2.736793901667855966e+00	-4.349540844334914169e+00	-6.752548633247386078e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.850520596065440060e+00	1.182336975254061562e+00	8.718235290756089384e+00	3.537627013438881640e+00	5.776764068180731293e+00	9.768138205315987088e-01	1.768599077999247093e+00	-1.543536477909017934e+00	5.033919813447236713e+00	-1.359168951093607234e+02	-3.534984586888270996e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.154044908941311398e+00	1.001746174181493743e+01	8.689345275826692472e+00	6.168138974382848971e+00	7.049854049129619327e+00	1.792041866968038022e+00	9.770386650184521571e+00	-1.085225652092904891e+00	3.691451195147810171e+00	-3.600270160320421553e+01	-5.609801694384492166e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.662094874432349378e+00	4.756383175123432672e+00	8.447912694897851793e+00	8.627583319595926170e+00	6.249488442688763357e+00	2.742087011142693154e+00	5.472117337143924232e+00	1.658141457284578291e+00	1.582387211507692903e+00	-1.482861198658391721e+01	4.220964585780746514e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.249769212191012002e+00	4.190602586040531818e+00	3.568264782556230141e+00	9.649233367004244499e+00	4.373501337748299633e+00	3.795905027986711922e+00	6.820372525930923580e+00	3.229591421401044382e+00	3.403644766252895693e+00	2.391330231209906287e+00	-5.849863541247654064e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.517429928159989005e+00	6.887937543042962574e+00	4.999472490446192907e+00	2.196982133532608295e+00	3.339065967420057568e+00	1.233855066489256691e+00	3.606286798487668754e+00	-2.450912433366818188e+00	5.776777773195581389e+00	-1.122269093615410185e+01	-1.317557702166791422e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.215148587883495779e+00	2.746241494781428649e+00	8.918613143906684471e+00	2.738811361494147611e+00	8.201698464975475389e+00	6.669756919523605054e-01	5.306552645256384260e+00	-1.229216094944321469e+01	6.134158067101798117e+00	-1.811018041965229131e+01	-9.633416823561475439e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.609568250744965345e+00	9.548824444496808894e+00	8.057588164293703059e+00	9.450491623256096929e+00	2.844633473871043261e+00	6.366509927106713818e+00	4.719307943745675082e+00	3.313677140970504365e+00	4.125228644233994935e+00	-8.923417100196591178e+00	1.456961038200604719e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.162842880980445415e+00	7.644254011423112338e+00	1.348266105424491768e+00	7.754178103654859378e+00	6.826936321626067006e+00	2.198583671732567080e+00	1.767732325603216914e+00	1.745737648497576455e-02	5.062406162908073881e+00	-1.207196048716593584e+00	-5.388733379350322261e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.911078858933848323e+00	1.457717036601436478e+00	1.071514504447774296e+00	9.012651358145152614e+00	3.407974501397186717e+00	5.648453435856948701e+00	1.990810128354701725e+00	1.178826489383407505e+00	9.134490701012527580e+00	2.807960847215849043e-01	8.877325207908615123e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.154551262915029852e+00	4.795924118729294250e+00	4.945572299927255777e+00	2.828473028994598515e+00	6.749030408375221057e+00	9.917440561889369066e-01	8.400055521613905896e+00	-1.147929872640177784e+01	4.163727676314441517e+00	-2.682877850419414756e+01	-1.911182274052114138e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682113189120084451e+00	8.876550962149396540e+00	8.941053715361524823e+00	6.067404641724893466e+00	7.704951568368648473e+00	1.586785260712433532e+00	3.287632837249149897e+00	-5.835580359656326044e-01	3.508844957676098275e+00	-7.202083228420756100e+00	-2.413311357934569301e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.218984662353020276e+00	9.555502582647998011e+00	5.643389003288538319e+00	7.054958563225564916e+00	2.941628242182539932e+00	5.054980088940006056e+00	3.011969534012035155e+00	1.611348622064943559e+00	2.986937671286993279e+00	-1.288384706024655024e+01	1.185286766113402201e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.708801489138652929e+00	5.194084390156672448e+00	5.815138854918110667e+00	7.301455013677045081e+00	1.819539762489491341e+00	9.233671227794873815e+00	5.328645984331298102e+00	4.269972897797946310e+00	4.765626824792597915e+00	-2.604256830359691577e+01	7.332421176572961485e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.319339985428775286e+00	7.221368115926097175e+00	1.908160802909634635e+00	4.447947021569931714e+00	2.258977712115775915e+00	4.333613777836093917e+00	8.616027030116764962e+00	4.199302669032738855e+00	8.124427159567783718e+00	1.114068354830952012e+00	1.142499907579184459e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.025280893575921226e+00	2.538558792367747063e+00	6.793068832122894918e+00	6.575975946386181104e-01	6.629803496316989175e+00	4.007069564181052201e-01	1.137018808968226935e+00	-7.331963801248144286e+00	2.994154038668944473e+00	-1.783361035793786300e+02	-1.039678683707159053e+02
