G	c	dx1dt	d2x1dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	8.470697215002173763e+00	7.752311993152450675e+00	4.553792020060972945e+00	2.443728279917642965e+00	3.895774333556428104e+01	6.673466401403412362e+01	1.473861807504454191e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	8.000508221810498810e+00	7.047985722237126716e+00	5.342246357660384248e+00	2.481560307309123026e+00	2.401841188119919224e+01	1.247215611832261288e+02	6.173261363031356552e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	5.489297202874900972e-01	5.364091163933428774e+00	4.965616397226101597e+00	1.485664335922927792e+00	2.067153366303963846e+00	1.924637768639134450e+01	4.509414855530364363e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	5.715636364375333400e+00	4.550127026469627189e+00	5.633353235710371720e+00	4.920987777402259233e+00	7.509541355634675064e+00	3.485828192656462932e+01	7.452315723944384906e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	6.385617100197908513e+00	3.618024764817093786e+00	7.568497298299131870e+00	5.083448412123916960e+00	2.639985798783853710e+01	2.621356066192991534e+02	1.420075989613105349e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	1.887266111297400073e+00	3.253847367933800250e+00	2.524591100006045252e+00	1.215107580120847519e+00	1.239432380137218903e+00	7.535715706434721994e+00	-8.131856713297954897e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	5.134900580923929425e+00	2.263196651376992552e+00	9.902276445961108564e+00	7.733058770491651579e+00	2.802342248892776411e+01	6.700730229502061093e+02	-2.095389642870698594e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	4.641389225757957426e+00	4.660909824214248154e+00	8.330547524301788798e+00	3.657651992765436511e+00	1.513596865692109894e+01	1.639899099781203233e+02	6.737134450653323725e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	1.547829315667583749e+00	3.706491720922580058e+00	9.123031530358696628e+00	3.452904969828416881e+00	1.318650023986237940e+01	3.258383493172462408e+02	-7.715686747438894599e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	9.160918471211278558e+00	3.360193108454257338e+00	6.705804389246269537e+00	1.711428908363820867e+01	6.644361311834335027e+01	1.281480712817552103e+03	-4.622227290960426558e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	8.849493770062933251e+00	6.833516916350862225e+00	7.552899211298598203e+00	4.533226245968394963e+00	4.478672054426667160e+01	2.875413448892562656e+02	6.065582474023116788e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	6.697767146947565919e+00	9.354310393372374577e+00	6.983970674110393517e-01	5.432898362533190584e-01	1.489007169228964855e+01	2.538975791443977315e+01	5.523082553918789017e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.657664015230216670e+00	6.633124680104326210e+00	7.644351607217602762e+00	3.904093566125255599e+00	2.057783706903023813e+01	5.351501780928258967e+01	8.801390040285480154e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	4.179091546967164561e+00	2.060029836192845742e+00	9.987663846749388341e-01	6.194545199874650798e+00	1.817242480482179801e+01	8.311748553034438203e+01	6.038329308135749862e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.571996947960408342e+00	2.855092955183532677e+00	9.507124690458894634e+00	-8.262885465713431188e+00	7.780658002788216265e+01	-6.015564592869177574e+01	1.299514408747574237e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.297169938299750136e+00	9.464840826312329369e+00	1.081251443765042630e+01	4.149561384360681338e+00	1.850236414946780883e+01	1.145435520137826870e+02	5.796951357695299833e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	1.352338612067098378e+00	2.891534352982692901e+00	3.834808617630247607e+00	1.461412109262999692e+00	5.999327772892085520e+00	5.139684668432107628e+01	1.603718433811787136e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	5.431772598910908911e+00	1.555826297694142379e+00	2.753903952183456294e+00	-4.170684240656314756e+01	5.664763787394707606e+01	-1.411494340743785870e+03	8.264628396458782618e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	7.902320659216812260e+00	6.849946616605201655e+00	7.307230819117835452e+00	4.561172316375384561e+00	3.673021377528948506e+01	2.991209850300625135e+02	2.195468283768089890e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	4.675446708613849367e+00	6.194577151172590668e+00	3.215950650688530033e+00	1.433782918758762071e+00	1.073981334143662636e+01	2.977091270152137170e+01	4.564371138035296127e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	1.663173592979616311e+00	6.034212066914856010e+00	8.900703302446261844e+00	3.223314792113106453e+00	3.529960427415850699e+00	5.041313319965054518e+01	1.124667826101423529e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	8.343589550430397850e+00	2.999631110929141364e+00	1.128655594110924199e+00	3.264231036642098793e+00	4.857294878938907345e+01	1.299691661580667414e+02	6.386997254639595667e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	2.937697491887334866e+00	8.472651645715130186e-01	2.635518273570268466e+00	4.204337791220640774e+00	6.541144986714706455e+00	2.423590628907079392e+01	3.603501122387876343e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	2.987352394856633175e+00	9.099048657035799792e+00	9.581460254670757237e+00	3.566880623807472173e+00	2.881226695952490147e-01	5.709036565243041395e+01	-3.387900702859575119e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	2.371100374155729273e+00	3.375765611809605105e+00	7.533758800939192035e+00	3.029972281602848927e+00	4.345650464984785799e+00	2.104655633504054180e+01	2.270568997264288669e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	4.853155154660551140e+00	7.041458862450168610e+00	8.616036973560435186e+00	3.474354173828368531e+00	6.680526729722241264e+00	1.223894356650651787e+02	-1.216029598835476122e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	7.026090828950361633e+00	7.787165924750384605e+00	4.080856784209180965e+00	2.032553383402044833e+00	1.594799060038262439e+01	5.936019638711469071e+01	3.126251444557365033e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	6.715796188338419626e+00	6.248706082443900911e+00	6.706005672205789914e+00	3.340072926522019259e+00	7.804282724055540577e+00	2.436427670490198594e+01	2.915142169049600085e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.898993294138291876e+00	4.118267960645598080e+00	6.160466299154788494e+00	2.954888978034487579e+00	4.256945715358663840e+00	1.499325136744610543e+00	9.423460023867759716e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	8.801011184229583506e+00	3.173381617877984784e+00	6.778068079755469988e+00	1.572747609087955922e+01	6.746033391769747922e+00	1.492810333092028543e+02	-4.678332418285712180e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	9.442658986786096165e+00	5.767512959528457550e+00	7.071165736602915253e+00	4.458599562914989711e+00	4.918656433384156657e+01	3.255397386823862576e+02	4.921988486621417991e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	7.693733543657178764e+00	8.500904055529954206e+00	5.576358970220726796e+00	3.070618425209318936e+00	2.111477269025248660e+01	1.181258211477411777e+02	4.410103704286653681e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	3.911330269774122126e+00	8.644574775979796399e+00	4.922335126520849258e+00	1.879434314147301111e+00	7.901661853497628840e+00	6.910512876029383733e+01	4.714910730200657873e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	6.086925567498482792e+00	2.921180500882888165e+00	3.693379422424984515e+00	8.641895544109692295e+00	2.784313258092777588e+01	1.023535960542997856e+02	3.524054262910500768e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.046564761536221333e+01	2.470597973343026776e+00	8.665037207611305803e+00	-6.996678161752022618e+00	6.717829597544640308e+01	-8.610599647580032467e+01	1.140800971495326621e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	6.787303566578814618e+00	9.072042718311985610e+00	3.664241630994728549e+00	1.354915571112310424e+00	3.611763856928977390e+01	2.906299749612623629e+01	1.486859372232806322e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	1.666453619370731998e+00	7.424384097066090149e+00	7.195982114632142768e+00	2.480169862911605350e+00	6.298413089094751172e+00	1.788197508712610215e+02	-4.031475085892608945e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.495704366445873124e+00	7.620416268129782011e+00	2.801864787253372402e+00	9.733980173688725479e-01	2.700319703226905510e-02	1.796492538184982024e+01	2.729568238794608970e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	6.027234511188966692e+00	3.600162960638725984e+00	6.503616947146976024e+00	5.700476827764225263e+00	1.613239407362777200e+01	1.025509934618096111e+02	2.303942145618681181e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	8.405484034666354631e+00	7.011796474341687180e+00	7.438429487019937447e+00	5.086538561306326756e+00	4.506715169349258332e+01	5.921820102230576310e+01	1.598961090895937787e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	6.409513005930815410e+00	7.368472820166386050e+00	3.244128382698369784e+00	1.431910921346658983e+00	2.672740694985925103e+01	4.308249651568826977e+01	9.669572917488024189e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	6.471763977067013229e+00	7.293943904428588532e+00	2.106879275537413498e+00	8.197203374392151298e-01	1.297250828764166641e+01	2.169012161259967542e+01	5.541681356842562423e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	1.965533243059107926e+00	3.987124188274848269e+00	2.854095006356066389e+00	1.009963001585358233e+00	5.007329543606180877e+00	4.002307028790256993e+01	6.744484540191927557e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	6.108889946331581555e+00	4.916719629538489622e-01	6.229446002791943826e+00	-2.256857706475624337e+00	-3.512121458803743224e+01	-3.397903785649651809e+01	5.503638604017995561e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	8.856481536058478099e+00	5.327524382874021747e+00	8.366119547737431716e+00	5.267874315924456319e+00	4.616924731921729830e+01	4.640160627344297950e+02	-3.041696437689287080e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	5.005683717025684487e+00	3.190721648193382887e+00	1.175984737067123254e+00	9.006621557028908764e-01	5.961253586952081740e+00	1.682125042528744885e+01	1.869054351659166713e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	7.903640762576812584e+00	5.626666519094462693e+00	6.554990868599715803e+00	5.347408829385853046e+00	4.269458092021725548e+01	1.058538078497462465e+02	1.309695802812944976e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	9.022813890219280708e+00	9.410780674460831108e+00	3.416702184577806722e+00	1.949394007968599629e+00	3.101452530685436670e+01	1.033855144694878305e+02	8.819522913519506346e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	3.376053679997229384e+00	4.779538666415872328e+00	5.287934487675613582e+00	2.389554343549024296e+00	6.887224719946825502e+00	1.163816404940745031e+02	-3.951374367170914503e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	5.285457214703338735e+00	9.088093995656036483e+00	9.566323291132015072e+00	3.946042172633981160e+00	1.549833770896284868e+01	1.337969402805962886e+02	1.038570444372372137e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	3.803642636251263198e+00	1.817678779416599832e+00	4.255282945769746306e+00	2.139991135822394419e+00	6.638724689130073742e+00	6.028723099985380429e+01	1.507000454432316783e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	8.996054934591143137e+00	8.051218332800265998e+00	4.762901164540323862e+00	2.812138756047484645e+00	1.188102016720807441e+01	3.865757959025351198e+01	2.624951115260716961e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	5.282409784174298295e+00	1.041956356498311997e+01	8.556365910139328568e-01	4.477437729073620032e-01	7.033088137155597330e+00	7.497726358139972902e+00	3.258166522239998386e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	7.212477407278650610e+00	2.195227331192368680e+00	1.587591160554502778e+00	-3.254105591667175279e+00	2.427738897656672634e+01	-4.937881217207020512e+01	6.368389765491546939e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	8.067160041518539160e+00	1.575126542649971206e+00	3.119727028451673601e+00	-6.665037132283111454e-01	-5.109210728725658157e+01	-8.273914948011528381e+00	1.499169737606553099e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	4.463983801718740096e+00	5.427925190069767147e+00	1.625429838087691259e+00	5.701450323321840541e-01	1.064894669300667118e+01	2.022297200812537277e+00	3.485855291348907059e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	9.519798233020363654e+00	1.992046307187108622e+00	5.969822307484008661e+00	-3.302790294105470092e+00	-7.605530156511442783e+02	-2.965354899670717970e-01	3.862996132869076860e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	5.371328427888295565e+00	8.508639627724221555e+00	4.211569881405781146e+00	2.126072065138087108e+00	2.559945827297162779e+01	1.314944431747934175e+02	7.369580947690137407e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	1.772788787894708395e+00	8.985895929070883525e+00	5.770750669215913398e+00	2.416555864715664192e+00	1.061112922658264601e+01	7.911287087710580579e+01	2.770737755569894034e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.205219796164166191e+00	9.361087517410780379e+00	6.277921879831351859e+00	5.156184493145265613e+00	1.827987447162560342e+00	1.768372149160320150e+00	3.929922900799297025e+01	7.883031919367134321e+01	1.074875643953188700e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.976374632264244369e+00	1.053933596194627853e+01	8.819488595519572982e+00	4.043859646737806735e+00	2.628211999911413965e+00	6.447509872793584229e+00	6.148870067170823006e+01	6.057445588259574834e+02	-1.267203851911740173e+02
