G c dx1dt d2x1dt2 d1 d2 m2 m1 W Fc Fg
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 3.76772150e+00 8.31369063e+00 1.60106241e+02 -2.26726513e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 2.07635498e+00 3.15847816e+01 5.08660471e+01 1.27324070e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.55384981e+00 4.76543315e+01 7.52173036e+01 1.41865315e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 3.02011002e+00 5.65589666e+00 7.40405846e+01 3.39588489e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.15385001e+00 2.93513456e+01 2.58398974e+01 1.21574828e+02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.51564819e+00 1.85354760e+00 3.03124813e+01 -3.04334364e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 1.99482125e+00 2.08247822e+01 3.21906226e+01 7.23588481e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 7.42012262e-01 7.33399627e+00 3.61174588e+00 3.26291158e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 -4.73597121e+00 -4.17355795e+02 -9.42070391e+01 9.81107728e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.09226996e+00 6.96056888e+00 3.43179428e+01 6.80184745e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 5.46397927e+00 1.58086313e+01 3.28577995e+02 -6.80864268e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 3.78885088e+00 3.58828555e+00 5.75389167e+01 7.56349266e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 2.95125072e+00 7.46412283e+00 4.17185842e+01 4.53017960e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 6.21148874e+00 3.08611337e+00 7.06155620e+01 -2.01831135e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 2.55670222e+00 5.65213171e+00 4.86791695e+01 1.25687801e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 -2.82914235e+01 6.00093767e+01 -3.47607937e+02 3.00916658e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 1.51564419e+00 2.24337394e+01 6.71255728e+01 7.92931087e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 3.01742396e+01 2.03372362e+01 1.52867068e+02 -2.21716707e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 2.56701193e+00 5.91271704e+00 1.56374423e+02 -2.94139709e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 2.53271126e+00 4.06858270e+01 7.56621082e+01 1.40145164e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 2.45112507e+00 2.46910010e+01 1.11661834e+02 5.82379795e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 1.49058285e+00 2.13608561e+00 1.75649312e+01 7.33338900e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.02120840e+00 5.59986369e+00 3.47875072e+01 4.29095086e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 5.05218802e+00 2.80248220e+01 2.64140183e+02 1.02067885e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.13170385e+00 9.21806839e-01 3.59155970e+00 4.01591110e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 7.83771035e+00 2.84122407e+01 6.76350964e+02 -2.05495687e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 3.60592139e+00 1.54552649e+01 1.65678922e+02 -3.18777902e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 3.70351117e+00 1.10301776e+01 3.30981317e+02 -7.86429288e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.72322440e+01 6.63298523e+01 1.27758333e+03 -4.58424378e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.58464492e+00 4.60664154e+01 2.92006828e+02 6.66742361e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 5.03114962e-01 1.36451278e+01 1.94411478e+01 5.10265677e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 3.80635785e+00 1.94358594e+01 5.40512347e+01 8.76243262e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 6.18523355e+00 1.95748512e+01 7.89342264e+01 7.13333610e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 -8.32658695e+00 7.94776290e+01 -6.23154067e+01 1.28079051e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.16761536e+00 1.79273139e+01 1.08822245e+02 5.71454287e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 1.41590690e+00 6.04551017e+00 5.64480230e+01 1.55970707e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 -4.17464070e+01 5.73068235e+01 -1.41638589e+03 8.33092581e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 4.61840072e+00 3.52505657e+01 3.09181399e+02 7.33442010e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 1.47373773e+00 1.15694718e+01 2.95379718e+01 4.18973329e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 3.15584342e+00 2.93944105e+00 5.33618254e+01 8.44720256e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 3.06050080e+00 4.69275235e+01 1.37555526e+02 6.19568317e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 4.06865704e+00 7.01619472e+00 2.90620940e+01 6.53996493e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 3.69382540e+00 2.85029842e+00 6.05507442e+01 -7.21893910e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 3.15651970e+00 4.91026214e+00 2.21081924e+01 2.45618796e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 3.53457438e+00 6.41538073e+00 1.25224310e+02 -1.86766189e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 2.02143181e+00 1.45429940e+01 5.89279515e+01 3.50015960e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 3.33464755e+00 8.53431728e+00 2.88482170e+01 3.17813532e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 2.81544618e+00 1.84326068e+00 4.07498019e+00 1.01817112e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.55818685e+01 8.56540549e+00 1.50842368e+02 -5.10254614e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 4.45796259e+00 4.89566342e+01 3.24556181e+02 4.93955085e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 3.09621800e+00 2.14497889e+01 1.13540936e+02 4.39123747e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.82133731e+00 6.01467590e+00 6.44942324e+01 6.67547102e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 8.52236146e+00 2.99073968e+01 1.01070872e+02 3.38982998e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 -7.05878778e+00 6.65820728e+01 -8.84299253e+01 1.14434220e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.40343360e+00 3.64597548e+01 2.73785084e+01 1.52612665e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 2.54900462e+00 4.15641398e+00 1.80519230e+02 -4.09520548e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.09826148e+00 1.18763653e+00 1.31005997e+01 1.97452147e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 5.67872340e+00 1.55506221e+01 1.07490387e+02 1.12747913e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 5.01648213e+00 4.62412786e+01 7.02808644e+01 1.62955303e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 1.34929341e+00 2.64639721e+01 4.87079009e+01 1.00898190e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 6.90229696e-01 1.34899094e+01 1.41114347e+01 5.40197866e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 8.43534077e-01 5.54695396e+00 4.16187955e+01 1.17152693e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 -2.10227244e+00 -3.23372432e+01 -3.54596929e+01 6.04087729e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 5.22236750e+00 4.55885038e+01 4.65495751e+02 -2.32229151e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 8.51276889e-01 7.47723893e+00 1.37875233e+01 2.25685625e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 5.35572251e+00 4.42588100e+01 1.05471867e+02 1.34724006e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 2.04252351e+00 3.31931444e+01 1.03756001e+02 9.46200741e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 2.22713684e+00 8.36652379e+00 1.13066435e+02 -2.69829122e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 4.01221762e+00 1.47972727e+01 1.36312210e+02 2.22313447e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 2.38649827e+00 6.00672750e+00 5.82775245e+01 -9.55098849e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.80988206e+00 1.09513032e+01 3.96013050e+01 2.90371839e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 4.74486418e-01 8.47166851e+00 8.07796858e+00 3.46333088e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 -3.46296363e+00 2.39765259e+01 -4.49573154e+01 6.07456197e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 -7.21559249e-01 -5.02300867e+01 -7.10747209e+00 1.48055782e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 6.04465252e-01 9.31157479e+00 4.94571462e+00 3.80122722e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 -3.28065818e+00 -7.61149770e+02 -6.39958177e+00 3.63680030e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 2.14950255e+00 2.65190999e+01 1.40590632e+02 6.59410358e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 2.16728698e+00 9.15350567e+00 7.43097048e+01 3.27750268e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.69242854e+00 3.85885482e+01 8.82515912e+01 1.03713678e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 6.60571472e+00 6.34315947e+01 6.02842892e+02 -1.21147454e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 3.14779495e+00 4.68618481e+00 2.61899586e+01 1.56052418e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 5.26576039e+00 2.07265550e+01 1.12851101e+02 4.52773417e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 -2.65988743e-01 -4.13407241e+01 -1.62327690e+01 1.57068210e+02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 3.68476952e+00 1.14110490e+01 8.18847041e+01 4.25304784e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.15868034e+00 1.34694572e+01 1.67905915e+01 4.59825985e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 2.28076751e+00 8.10835891e+00 6.86459855e+01 2.88334351e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 2.60376341e+00 4.13814145e+00 1.92728202e+01 1.56936546e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.14872293e-01 3.45199651e+00 1.73617413e+01 9.79208453e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 -9.21307051e-01 2.88298528e+03 -4.44576636e+01 1.33029647e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.20006078e+01 3.44512316e+01 5.09525337e+02 -1.47160907e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 1.48829837e+00 6.22620696e+00 8.18731164e+01 1.19172211e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 3.93658560e+00 4.15951082e+00 5.90959797e+01 -3.01135591e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 -1.65344456e+00 -1.42226598e+02 -3.94125299e+01 1.56767021e+02
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 9.31180482e-01 2.66316802e+00 2.85179532e+01 1.49662113e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 -1.42529764e+02 1.98829712e+01 -1.80696339e+03 9.50258807e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 6.01741059e+00 5.68776353e+01 4.47648267e+02 -5.92827196e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 4.47015965e+00 3.24559071e+01 3.89038511e+02 -6.05071552e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 -2.26827280e+00 -1.40529692e+02 -7.67313719e+01 2.40251154e+02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 4.39253400e+00 1.93694050e+01 7.24430102e+01 8.03648576e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 4.77627373e+00 3.67279845e+01 1.00522231e+02 1.13745815e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 3.70137577e+00 2.13403671e+01 1.06818002e+02 5.12453448e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 3.47371899e+00 5.91137554e+00 5.17885875e+01 4.38335929e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 6.10258026e+00 6.55271996e+00 2.49593556e+02 -7.92337712e+01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 3.66241688e+00 1.77316843e+00 1.91441723e+01 8.20380339e+00 8.17014973e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.01000885e+00 4.15160610e-01 7.29992088e+00 7.75547497e+00 3.01670551e+01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 3.44759103e+00 1.27610357e+00 7.85990423e+00 4.55907459e+01 2.71062323e+01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 2.96102242e+00 1.03259575e+00 2.49930216e+00 1.69170365e+01 1.17948235e+01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 6.95651127e+00 2.95105363e+00 4.79281924e+00 1.06093023e+01 2.15944387e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 6.70340440e+00 3.30915068e+00 8.51243685e+00 3.98471303e+01 2.43386997e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 6.34115244e+00 1.90386916e+01 4.58069986e+01 1.29120165e+03 -5.16062552e+02
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 1.14619099e+00 7.05654900e-01 8.38086831e+00 4.64819625e+00 2.90164000e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 7.55900249e+00 2.72209184e+00 6.21758811e+00 1.33653155e+02 -4.39198273e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 3.91177371e+00 1.94851888e+00 2.06498685e+01 7.79005735e+01 5.44772970e+01
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 6.98550390e+00 2.76317480e+00 6.31945279e+00 6.28709075e+01 1.57793606e+01
