G	c	dx1dt	d2x1dt2	d2	m1	Fc	W	Fg	d1	m2
1.000000000000000000e+00	1.000000000000000000e+00	1.647514940377535098e+00	3.084628226841840792e+00	1.313666424738305860e+00	5.179069182982810382e+00	7.687449838375965960e+00	1.722974973943116161e+00	5.693819715967958217e-01	2.827725714440679106e+00	-2.912084534309530293e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.582764220748217099e+00	2.066698465573269861e+00	1.914960272270277430e+00	9.751459702971573051e+00	1.938983290948434801e+00	9.940325420541698875e+00	1.782656640495463019e-01	5.485996525627422216e+01	-8.250267885156369330e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.733229984414460745e+00	1.741561643108849200e+00	2.353459635362980862e+00	6.520283614229708924e+00	3.561471538395816427e+00	2.515738247671913896e+00	3.935441996426530253e-01	5.957319045706723770e+00	-2.255543215976345106e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.213378979193810991e+00	7.285127539469535840e+00	5.541933184431330206e-01	4.147825692162871114e+00	3.482591893661433069e+00	9.831100935839703681e+00	2.349953819648962772e-01	4.305635529547886620e+01	-2.582228651922203189e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.769927315689811653e+00	4.041335253397389415e+00	9.742198519219068542e-01	1.932594989665217478e+00	4.863414285478743437e+00	9.860405350485006437e+00	1.057469516711018631e+00	9.394515887702128865e+00	-9.712955984019148170e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.831501961047868887e+00	7.535780689871259597e+00	5.371768775098522131e-01	2.423742423213179009e+00	9.831745963187509929e+00	8.202691995474788555e+00	1.035491591393304045e+00	7.971649255776568133e+00	-2.693908876820702569e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.088743101979433803e+00	1.661365241692262851e+00	2.506374906714476936e+00	2.917256538160954982e+00	1.610526256290968128e+00	6.981340880392030712e+00	5.404280029017256570e-01	1.311521417668847356e+01	-2.404545767813966339e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.957491470980846415e+00	3.805923631662988527e+00	1.039058562988997680e+00	3.235686167397251456e+00	5.681458176457441667e+00	6.270624282468949318e+00	7.864538184764795492e-01	8.001232039594539103e+00	-1.007513961198057917e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.049400860407871949e+00	5.877822065013067032e+00	6.685143975015809259e-01	8.722214362412051614e+00	2.477418740932219254e+00	8.810196682224933795e+00	9.761348694183220875e-02	8.575929777961937361e+01	-3.666525277059849708e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.499382863793615073e+00	8.112588661520383937e+00	5.216480629339561581e-01	6.031318059515990981e+00	9.678214280982121664e+00	3.573203824062846312e+00	3.726423021260006907e-01	9.603009726639212928e+00	-2.594339729675106954e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.353581865829722730e+00	3.892526297345264119e+00	1.017038264494179778e+00	5.672214696975736992e+00	1.973976061146248018e+00	5.268751746934140279e+00	1.778168654726491604e-01	2.955290291375447964e+01	-6.111420012465475921e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.080907609351307030e+00	6.596607922837239180e+00	6.031435095271420188e-01	2.081469738916154277e+00	4.640576051133502133e+00	6.636215045096440335e+00	6.395649091335480207e-01	9.957949187661965240e+00	-8.942400665549430361e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.284189537269574632e+00	8.979937861990197945e+00	4.574113818206005377e-01	8.694261647308316299e+00	7.651027127681607531e+00	4.760920152380172077e+00	1.919064266619007197e-01	2.431748117876029980e+01	-6.745339296514950289e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.883692394868107023e+00	6.604398624596503176e+00	6.219400162438823987e-01	7.437841684793229824e+00	7.375428688264175747e+00	4.849802095239728494e+00	2.906994221221714803e-01	1.666557524219748387e+01	-2.946711622024969501e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.780360754119223898e+00	3.044508112277982459e+00	1.300413970936928898e+00	1.624172965804157709e+00	4.818501597123638902e+00	3.933551267958550035e+00	1.189970811942705486e+00	3.825544600124191952e+00	-1.460357686708491087e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.705247703654721114e+00	1.145650153600505261e+00	3.276507097195205720e+00	7.360415492885365119e+00	4.048303837291689078e+00	6.088509752287676768e+00	6.065160159323227385e-01	9.816424973444760838e+00	-2.851531398127603811e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.907279129505013771e+00	8.759044185551136508e+00	4.667455926510221675e-01	5.823172664400257936e+00	4.656843202437723761e+00	8.706493528184383379e+00	1.806562055174291692e-01	4.991857333263386920e+01	-1.271998480114974184e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.631770507657464897e+00	1.126298920179397145e+00	3.366647733761631844e+00	1.770698409701720877e+00	3.447340082925740123e+00	2.869551308338246898e+00	6.750957348189842167e-01	4.109314687881017392e+00	-1.494565878830177219e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.796631220915518412e+00	8.905433811700474322e+00	4.530074883527965834e-01	5.150353157003147331e+00	2.779885507042140880e+00	9.386493115206144822e+00	1.264805086815065094e-01	7.577177196695913608e+01	-1.335144916306671148e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.851449418273240610e+00	5.682224046098469650e+00	6.968476253787840857e-01	5.342402161603427402e+00	5.365367866659594753e+00	7.218967077352587580e+00	3.301024651629952955e-01	2.170497290559823611e+01	-4.584197320297810352e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.522433798562994767e+00	9.435036908010433265e+00	4.201063173867545242e-01	2.475884521811913874e+00	3.384571242625680654e+00	8.338170437587443473e+00	2.843979554371203755e-01	2.962946029635378764e+01	-2.920730661773119352e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.023987585832891511e+00	8.223445516906938479e+00	4.791726886091651760e-01	9.537256768059583223e+00	3.594672209072347968e+00	6.059365948982357253e+00	9.119858550261766839e-02	6.578016571755924247e+01	-1.045840517914425893e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.376872309031539565e+00	1.000458638247009624e+01	4.133722873404083731e-01	8.715505949605548253e+00	6.967824209878638264e+00	7.972983890100686644e+00	1.601059768907287240e-01	5.079121105913407064e+01	-8.990713534859631761e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.268325586715768338e+00	4.134957093450186250e+00	9.757630779242185692e-01	7.005586184373179037e+00	9.832146530984056554e+00	1.188576030342241241e+00	4.271670542393453673e-01	2.771040749136115533e+00	-9.459864960936384959e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.879938391486211335e+00	7.915315984554509576e+00	4.970046021903408162e-01	5.196809667223521778e+00	6.473404292700432272e+00	8.302821798421499366e+00	3.108157140880117852e-01	2.742964009442660256e+01	-6.867297615335229977e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.697221400276524683e+00	4.623338881568369807e+00	8.647228398620443457e-01	4.737098256462362045e+00	1.708781124484663350e+00	1.417430417087850003e+00	1.413240653313054540e-01	9.225758284804848941e+00	-1.026537918313131376e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.407680808592376875e+00	5.306405706395481481e+00	7.505740687656909937e-01	6.907313484625055899e+00	1.661856724369233484e+00	9.026750585134415417e+00	9.267630443799310114e-02	9.863528276741836009e+01	-4.195589763404072164e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.956519589518187274e+00	6.635820106233613735e+00	6.013922152416609768e-01	5.911057336975806820e+00	9.572668634356581663e+00	9.885104583382803511e+00	4.707586607729867256e-01	2.105679921735712412e+01	-2.796212701179667803e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.410903162526991217e+00	8.987454339794847868e+00	4.519659010676075339e-01	1.510082514248540786e+00	3.749226667575985328e+00	3.684264981902282798e+00	4.971067427658534821e-01	7.094023247750165240e+00	-2.555910434643111073e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.392353558714822803e+00	9.901774446058862367e+00	4.154775195100730012e-01	5.586986248408064348e+00	1.826182617146567377e+00	2.860710316207444759e+00	6.275798798369500164e-02	4.430006698987929781e+01	-2.703167854544446386e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.450617699925160764e+00	8.052463194067437158e+00	4.977773917993181252e-01	8.276563733656063349e+00	6.343432675450799252e+00	7.929098142394772175e+00	2.023005898169767947e-01	4.048903143273378902e+01	-2.034566768759139277e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.162790888705966807e+00	4.732254206913095729e+00	8.317152276713121184e-01	5.233568166261971299e+00	6.525159106779704565e+00	3.262306360739565925e+00	4.822931604417868279e-01	6.742529407212349390e+00	-4.174099763154846543e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.484268243326817505e+00	4.787486195882637574e+00	8.473091952215259237e-01	1.440883323046178388e+00	6.864316587197961006e+00	8.696316909678980522e+00	1.643782503620340396e+00	4.890841389177501775e+00	-1.200770855235461676e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.865329101668926626e+00	7.564132478938804915e+00	5.189587406839880623e-01	8.120941348228857493e+00	3.420004884633767617e+00	1.872071629189311581e+00	1.135333571931295416e-01	1.832155644427602326e+01	-8.997140111676805996e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.303475368744569707e+00	3.103956847928040386e+00	1.257355445571916919e+00	2.794159905955605705e+00	1.101030725648967312e+00	2.110152305050481125e+00	2.263617466559252334e-01	9.532752682907011277e+00	-1.628036579635737391e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.201223884986241330e+00	2.100073410622686154e+00	2.000797902854611010e+00	3.333687209755059833e+00	9.740680326588238458e+00	9.886888543339654944e+00	1.829009350460999661e+00	5.871670239976145567e+00	-7.518910433799834259e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.729323547765268865e+00	4.162557839406124671e+00	9.509209274250552957e-01	2.566032107866750511e+00	3.235205044854279510e+00	7.113634904087120958e+00	5.702279134222485446e-01	1.242202238519682744e+01	-2.283884785839133680e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.827980695931277211e+00	3.691923527939910521e+00	1.131584118344394430e+00	4.014137153053739304e+00	7.076947799815357598e+00	8.710435905147893010e+00	8.802353655376928820e-01	9.885500698294343636e+00	-2.431063791853351752e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.882445019074777903e+00	3.597602900945547244e+00	1.100316818177764722e+00	7.742223329653003638e+00	7.358766737902445065e+00	4.009037048724627184e+00	4.480208417690997869e-01	8.579812276554562800e+00	-9.823411386882321406e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.892700895378121029e+00	3.043863636893670677e+00	1.301007754599620148e+00	5.642862664060329436e+00	6.471068360486571969e+00	7.059226152262470855e+00	6.447216895171492546e-01	1.065967813857933955e+01	-5.802864341596278841e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.014088323172246175e+00	1.359855485718885815e+00	2.909361153478799977e+00	2.913295635148092533e+00	3.828934811516981451e+00	6.337909668944728736e+00	1.023045504238081271e+00	6.284251534480425505e+00	-7.760181700194139776e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.268202251722383878e+00	1.157318902568734709e+00	3.455363198936295177e+00	8.908304711118596231e+00	3.502202117981398910e+00	6.405948876785765300e+00	4.930582652786132947e-01	1.308340859450264304e+01	-3.518099951603541165e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.267430748074432678e+00	9.940854293754874504e+00	3.974463035890024587e-01	8.852801741900764299e+00	6.317167705636316022e+00	7.106215307165391515e+00	1.450558943727911221e-01	4.946020744456657070e+01	-1.088887246267048470e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.619252430773930662e+00	4.875035260367083900e+00	8.227223110095900349e-01	8.789986129751351740e+00	8.821306129146215369e+00	6.077927302543915999e+00	3.836069638158060013e-01	1.552255338298774312e+01	-6.038331916142292144e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.922960665104181288e+00	4.435779553837634559e+00	8.869704973988431496e-01	3.188010360895266349e+00	9.529923155120899381e+00	4.860758019482724457e+00	1.081077275781809455e+00	4.259120322135393266e+00	-1.918434324526450796e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.652670315226070219e+00	7.109408974048735175e+00	5.598999619039102260e-01	5.116061970556852856e+00	1.961476053368631067e+00	3.413280161850249073e+00	1.121148856440028069e-01	3.310477014698502529e+01	-1.643337870771072184e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.217575071467610570e+00	2.946535022843142393e+00	1.356380348133372049e+00	9.865892817528365555e+00	2.440653729732394250e+00	7.915370655415313372e+00	1.550748449249194638e-01	5.022941404655720277e+01	-2.332911091903072109e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.097645138708442936e+00	9.498767048162923388e+00	4.202371360435271375e-01	8.084790492484959401e+00	9.505294984704274697e+00	3.151696803746104614e+00	2.428464165862965762e-01	1.259331393470628591e+01	-7.203910177939014392e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.758214120674084668e+00	8.027706368865922926e+00	5.086127738987398228e-01	1.290013611627322199e+00	7.654813672871145336e+00	7.203444997955821272e+00	1.374038277730887936e+00	5.293930649999028404e+00	-1.490177160977592452e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.736550573165912326e+00	1.861881801773317191e+00	2.204786025277138073e+00	1.573397143781229301e+00	8.985696859968477668e+00	3.110604638615361406e+00	1.145239390894042142e+00	2.634295325590261250e+00	-4.179234553148571507e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.985321755561129553e+00	4.656523317757072178e+00	8.457550255590913224e-01	5.130341944474198002e+00	2.796390528165681122e+00	6.677356195239418923e+00	2.187707671287324740e-01	2.952469020355377793e+01	-1.949796527144609104e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.629492222289507852e+00	9.002040953317948180e+00	4.360887677415307695e-01	9.129152135828618952e+00	6.304468763957989275e+00	7.738971720650337005e+00	1.527424320673582137e-01	5.102931187109253841e+01	-2.693697217255150433e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.842422969139255517e+00	9.483506897028348703e+00	4.218991773504410236e-01	5.866836976490954925e+00	7.296680275290050588e+00	2.984356461342051237e+00	2.544230919220786258e-01	1.214026614784643421e+01	-1.034881378484859837e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.924677258412734293e+00	5.163637743071519459e+00	7.758100017065788778e-01	5.453324004796908930e+00	7.113824407136702277e+00	1.519749838237407502e+00	4.006915878393086938e-01	3.644700956478590381e+00	-3.005311717164412810e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.534686926614090119e+00	6.561856461490470416e+00	6.112414828905927688e-01	2.041681597683457472e+00	4.655930827493881097e+00	2.166133417499628067e+00	6.095961212143140573e-01	3.557040845309394239e+00	-7.112581217655411514e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.755984153515901980e+00	2.585930421748505736e+00	1.603512422740252186e+00	6.991985568173407550e+00	1.164055380850407495e+00	6.401681436992054941e+00	1.291089682819354933e-01	5.052744424585725369e+01	-3.328271782234967779e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.012522799435588539e+00	9.982693273399503298e+00	3.934091038429632370e-01	8.433884178737324433e+00	6.250754244617798605e+00	8.691101290871069196e+00	1.593291612810635305e-01	5.796463870374908112e+01	-1.336720514816278349e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.218944203899479106e+00	3.112964121122742345e+00	1.279596669404620135e+00	4.358680009718570503e+00	3.299271999813795819e+00	1.310113246727222958e+00	3.450207310343726408e-01	4.497358617967660344e+00	-5.733744120134978139e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.085350983378944534e+00	9.545049878684743305e+00	4.274223248514193996e-01	7.943389076305284568e+00	5.051339939381037425e+00	7.660256005884854780e+00	1.294715880873846814e-01	5.710196614284223671e+01	-2.170772277948447918e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.486110323048562165e+00	6.751328406399102811e+00	6.020133532658300535e-01	9.749624027374482083e+00	9.531392047245228483e+00	3.995409090266129670e+00	2.675914269677295843e-01	1.472238855670136992e+01	-3.119862761381362870e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.959097407361318766e+00	6.440600904244366376e+00	6.081069753688975732e-01	2.802807576536060274e+00	4.593015950129887059e+00	5.359188046730501753e+00	4.760671531239005771e-01	1.138334937350878562e+01	-5.637622792592826837e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.097735887446952496e+00	5.563506790445613248e+00	7.249540253916009203e-01	5.771927436275618994e+00	8.561654008053114495e+00	9.340463693675149059e+00	5.139723048860799226e-01	1.820898225161307593e+01	-5.451622087168701558e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.039522929780289928e+00	3.144156869949094268e+00	1.300821358038801723e+00	3.610447594801323934e+00	2.709998078855777148e+00	3.920644294322666479e+00	4.269624130073438328e-01	9.659491327258365345e+00	-1.077815202699355934e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.410096693049571748e+00	2.567418810553786290e+00	1.531512958651650491e+00	8.138545451380647222e+00	7.020003689708931738e+00	5.219586505400910070e+00	5.596781166850253175e-01	9.326557983999224533e+00	-1.175412649076046812e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.742583496156670186e+00	3.031407163444654884e+00	1.328764848303674473e+00	6.159532311196207033e+00	9.728347326086254299e+00	1.173731213776576299e+00	4.680465515204880744e-01	2.684323459822694602e+00	-8.980801249985357337e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.920313981560925143e+00	2.707754916288915403e+00	1.493844119839941031e+00	6.706037943367391563e+00	1.950850212648167048e+00	1.710526564263151750e+00	1.855969763226297253e-01	9.269421715282566865e+00	-3.255844422757721568e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.180259810529540543e+00	7.968288782128600367e+00	4.948575853019088755e-01	8.191699139211408465e+00	1.060068129894011335e+00	3.366575601170856302e+00	3.866099224663144956e-02	1.019247357275833110e+02	-5.672049772725857447e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.944741202760184473e+00	4.118473930612326583e+00	9.501932065512753711e-01	4.620747449927310235e+00	4.911515213202528152e+00	1.126202808033316183e+00	3.633969934403131208e-01	3.363477719026814139e+00	-1.808773066539006158e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.376923445487266529e+00	1.592561183215404963e+00	2.613277614339160504e+00	9.186903386611742661e+00	1.818392859190378186e+00	6.610445738087099343e+00	2.328999878555068903e-01	2.759895678574969580e+01	-2.041766845796003371e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.674918337065146368e+00	9.678782362466835210e+00	4.027990283595390131e-01	5.782747979780470615e+00	7.735131000612969210e+00	4.907982051137772750e+00	2.677340103089824730e-01	1.778202525183202098e+01	-1.885393524487501693e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.756617728810170753e+00	8.961019539632069097e+00	4.487022219608094442e-01	2.424068387152364945e+00	9.206616467364746370e+00	5.921123671159175927e+00	8.006147203051002803e-01	7.225936863727987713e+00	-3.514943279063565962e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.659835303921614269e+00	9.306236559461231295e+00	4.277526546842690403e-01	7.299682849709157928e+00	4.853782750843949501e+00	2.470390880263559463e+00	1.400268805438689146e-01	1.844724251619546607e+01	-7.877182315631224563e-02
