G	c	dx1dt	d2x1dt2	d2	m1	Fc	W	Fg	d1	m2
1.000000000000000000e+00	1.000000000000000000e+00	9.472242843644504973e+00	9.514808710225180377e+00	3.960598180595346074e-01	1.318203822843989625e+00	3.717292334132483056e+00	3.493967011303145576e+00	4.093007404911214731e-01	1.293073653264081102e+01	-4.426552191463264396e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.071845569844160906e+00	8.793995096593491212e+00	4.074623228100190953e-01	9.712747569627298461e+00	3.626322859444955249e+00	7.315886204226664802e+00	1.199194549853677405e-01	8.054968209146322522e+01	3.354233444367096806e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.454511391601565951e+00	1.129562482235565657e+00	2.984250639246830872e+00	2.811862897564813668e+00	3.829818636089065809e+00	3.031929871768235252e+00	7.366877538114031676e-01	1.124214556538171372e+00	-1.564995052248924212e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011782961877429887e+00	7.155846583297945429e+00	6.833543783449570475e-01	5.876505052921119798e+00	7.666332793479504915e+00	7.435502555751831721e+00	3.356041124720197666e-01	2.134927253896048782e+01	8.493492311577457987e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.899701948880608615e+00	8.805710878821461307e+00	3.664097114298282554e-01	6.541479291982410516e+00	4.058531256153539601e+00	3.669069204115022131e+00	1.561865604022699416e-01	1.642213175213464993e+01	-7.055567549799297844e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.601326456275613097e+00	2.039331777633609732e+00	1.453539716290900730e+00	3.971174047042912658e+00	7.804840383544310534e+00	1.004531658747028011e+01	1.113963371373761779e+00	7.827074574421764908e+00	-1.667881922759584468e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.128728187833975660e+00	6.288784311242517688e+00	7.856627203781503255e-01	8.397546746898933989e+00	4.816313105653526883e+00	9.802579948506332741e+00	1.205570539797635177e-01	5.823226703375269864e+01	-1.715130009379915721e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.125983889533614501e+00	8.790075687666242032e+00	3.751440927558379879e-01	6.428346121275557712e-01	1.175386215675142898e+00	4.077612490882945195e+00	3.190923146658251053e-01	1.020901085862384861e+01	-1.358751417112882831e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.288025004048551914e+00	9.682128583436190317e-01	3.085983831718417392e+00	6.822405607686000018e+00	8.081349907893153883e+00	3.325198022813069088e+00	5.462718740648246918e-01	4.458571105048667604e+00	-1.779818984732583154e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.036864885960000926e+00	6.060521715176084179e+00	4.892907374778099339e-01	1.050916454403622247e+01	3.397382855097897281e+00	5.371766000670176844e+00	-4.643656263648335281e-03	4.684623263796673598e+01	-1.307234516964011217e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.111190453062998351e+00	4.754392051704601663e+00	9.166782349066231461e-01	5.938621062754368296e+00	4.710767258743008945e+00	1.959362655116299035e+00	2.873097954306146895e-01	7.489164981878915661e+00	-3.783924559373498808e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.753087475959215880e+00	9.843517136173570492e+00	4.494367216621631966e-01	1.029612155728020362e+01	7.340576832627001558e+00	6.789970020571957754e+00	5.948281132886533429e-02	3.998356084881611849e+01	-1.269191114427534739e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.983790519272536912e+00	9.464255896104608823e+00	5.245190930851686417e-01	1.710195320516148865e+00	3.496433492613638450e+00	7.422277215828767538e+00	6.074398094135361470e-01	1.405432428660266453e+01	-1.539808984038688044e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.995506114543227127e+00	8.998225672625412841e+00	4.147899002783644318e-01	5.367338643819924648e+00	8.570737064605016275e-01	7.419015005828266673e+00	1.038401922509043507e-01	1.048603962953601894e+02	-1.056892210562861978e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.026211296922026506e+00	5.273985557489960563e+00	6.080839525536280155e-01	3.555201144150999415e+00	4.637433368998866712e+00	8.014574415543085806e+00	4.176739025738671618e-01	1.920809970345175088e+01	-8.636274934146150883e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.469181721399182461e+00	8.749185966602004427e+00	4.678377283043961277e-01	7.786796213790212917e+00	9.212256467959468509e+00	6.217718795177772151e+00	2.732907314721456093e-01	1.740602770461493520e+01	-1.728990590066882549e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.208692516480306622e+00	7.891104514650097101e+00	3.879077979885323657e-01	1.024729437459930814e+01	6.588839617692811679e+00	2.124741255968709552e+00	2.252416513757871663e-01	1.187256534886479464e+01	-1.087688168393812216e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.684950266942306207e+00	2.453001232149064847e+00	7.657193808634790155e-01	2.995853884000506007e+00	5.999182353248362354e+00	7.699493991792500047e+00	9.810744389269553389e-01	7.081828597984014984e+00	-1.625828429138489906e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.951674990367352258e+00	8.167575049201923676e+00	4.645443392436154895e-01	6.580725755374018604e+00	7.211892246998509393e+00	4.025158064511517253e+00	3.245980530460090274e-01	1.779108642407759433e+01	-5.980338653912611879e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.236969971532030144e+00	4.633391094541532418e-01	3.053433793766529458e+00	2.975886355270336736e+00	3.074598898644844702e+00	6.775173601241754717e+00	9.113625572763580651e-01	1.222945664771086882e+01	-4.511784101528643731e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.179510889207960656e+00	6.461770243544479264e+00	7.485001276603840958e-01	7.159786405829511757e+00	5.148308996507911850e+00	2.756821503868438050e+00	2.041016113449752312e-01	1.528199187566146477e+01	-1.331375998179343267e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.522782041485530424e+00	3.169149089090871119e+00	1.482214057906822147e+00	4.324642138867919705e+00	7.968132089682804953e+00	1.033775995585450413e+00	5.113810127029546626e-01	5.680046169487913410e-01	-2.516088594700126024e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.828609454212072549e+00	1.543688588468163925e+00	1.984810211748674780e+00	8.627602380965964102e+00	1.091711667412222919e+00	8.746077676142624213e+00	1.826989349437226351e-01	5.289879156157794426e+01	-6.542171020816179849e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.947290199299153812e+00	1.395181255942011145e+00	2.458543816095501544e+00	6.331115294184677111e+00	3.624640716886436742e+00	2.702924044648073565e+00	4.370306724852042746e-01	5.249208656008498508e+00	-2.277340152377829607e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.887017251106551718e+00	8.247406531999407875e+00	4.193525946296666196e-01	4.714755186433793099e+00	3.157125146488301226e+00	9.664486068549797082e+00	2.332776611362265273e-01	4.414008086236828632e+01	-2.829670802216399661e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.463262405689977008e+00	4.490090741517712480e+00	1.151029099116370968e+00	2.055230144235723699e+00	4.366939650403375062e+00	1.084875661112373102e+01	1.044394654253954391e+00	1.035693879256836958e+01	-8.842622168799980642e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.856087831666068944e+00	7.271305679977378311e+00	6.610649438385063359e-01	1.715558265643577718e+00	1.009401355640019737e+01	7.466686263322003470e+00	1.091379445343158672e+00	8.361893412362086053e+00	-2.265343451287075427e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.094281392691899946e+00	2.863259740031940392e+00	2.481093044811037096e+00	3.071525042837922825e+00	2.505336062020243393e+00	7.738947487988881768e+00	5.631353864419399446e-01	1.240302273975495950e+01	-2.499489855272527539e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.697890336627527752e+00	3.171738115842501315e+00	1.111889312170852850e+00	2.301812529900448379e+00	6.476709641906446713e+00	7.056664918983808654e+00	7.812400463999957800e-01	7.565432981028098247e+00	-9.727053728417065503e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.100774037144120587e+00	5.403306897151093580e+00	7.424352410821724035e-01	9.002810605455099591e+00	2.951072595703382540e+00	9.490512669795075240e+00	6.583850820041625695e-02	8.563442273256998760e+01	-5.115131552981960761e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.165344283684764726e+00	8.055027725615982348e+00	6.428824636480791055e-01	5.880326414647716327e+00	9.719725272429277751e+00	3.732848561789602115e+00	3.639753458465156966e-01	5.436044845445785256e+00	-3.956138824686035171e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.758021079865433212e-01	3.017049454636558270e+00	1.018496611061945556e+00	5.665222712296673180e+00	1.903050389583609281e+00	5.024912013419638335e+00	1.989511433003183227e-01	2.938114136468555060e+01	-1.115603663152769376e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.623437859172012665e+00	7.628999261715731173e+00	5.268779040081419396e-01	2.268796780896900067e+00	4.142767270890084674e+00	7.269577146605894491e+00	6.091820201077642327e-01	8.828452149881378830e+00	-8.797589344603538031e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	3.957295866202343859e-01	8.854831492635815593e+00	7.494948161069627801e+00	4.269608429373143998e+00	1.325360885397068866e-01	2.072802580350709079e+01	4.415286920802879989e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	7.028949071598654674e-01	7.206464054388498575e+00	7.832807978030083440e+00	4.994831106936901577e+00	2.652576275828884000e-01	2.245098131956685705e+01	-2.510596261112119087e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	1.095769934301904724e+00	2.179740251156567332e+00	5.791491388257477446e+00	3.948732731714940325e+00	1.182935687772054045e+00	4.076060898708520952e+00	-1.501462237487016349e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	2.973843796502093184e+00	7.810554271881477995e+00	3.676725525391639327e+00	5.592536228894102734e+00	6.780962961839411829e-01	9.942974698690548507e+00	-2.912378027074892906e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	5.442284548984019921e-01	4.912146056651414128e+00	3.498535711977899254e+00	8.806621487265006820e+00	1.191460307789815182e-01	4.876795317442757494e+01	-5.341910924816398176e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	3.385373523752625680e+00	1.608396129964543064e+00	3.091104345307813084e+00	3.217830830896134309e+00	6.778202125193663052e-01	5.917783891136306096e+00	-1.684392311186625024e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	4.527251082543843341e-01	4.528209046736833443e+00	3.337340748436461446e+00	8.902880073644073633e+00	1.113091110753834934e-01	7.285996982479963435e+01	-2.007906461591298930e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	5.611393728031035533e-01	4.662089085013377598e+00	6.469158776917282694e+00	7.452413948838925606e+00	3.241909944992868997e-01	2.076720467298122230e+01	-3.517507538161368519e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	2.486856911939244463e-01	2.787452999368233986e+00	4.125978288025939023e+00	7.195318868866950268e+00	3.592665269268849881e-01	2.719184250397374214e+01	-2.624532993113097290e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	4.236929627676813692e-01	9.279781850605710147e+00	4.282928118909006265e+00	5.434246781497530598e+00	9.529264713523971642e-02	6.736915693723148024e+01	-1.614597179094516277e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	4.376621007743096703e-01	8.570944810544341763e+00	6.450905655520849713e+00	7.766536477377359304e+00	1.153136523037356642e-01	4.854664253993707490e+01	-1.972094611476369885e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	9.025837116634238821e-01	6.651424355745691130e+00	9.272187084685706182e+00	1.340443311359570622e+00	4.693853381418214843e-01	5.246039743621253137e+00	-8.883975322884826165e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.978985863947638979e-01	5.365058035727451546e+00	5.716106953577152261e+00	8.838935035266180407e+00	3.482993138567977431e-01	2.679982373565153964e+01	-6.413891576547237072e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	7.689148646079501104e-01	5.080449382057072860e+00	1.332566034736891281e+00	1.406362927335437218e+00	9.407949171781682107e-02	1.140517411067767561e+01	-1.022594840836941188e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.990301469068325169e-01	8.057100309545102590e+00	2.175087968123491589e+00	9.317842134789135145e+00	3.460506034852423723e-02	9.948479472725044559e+01	5.583777540467585454e-03
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.734988749373416184e-01	5.808959137464190903e+00	1.044220489239246596e+01	9.840196603870920100e+00	4.925010558004095373e-01	2.345597696712231794e+01	-2.663617897079429420e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	4.128392247917467284e-01	7.606922927113940469e-01	3.862658580696528787e+00	3.867071364830201752e+00	4.971472088079116336e-01	5.135595958206360834e+00	-2.461065511621856050e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	3.724017223402745769e-01	5.334291303076207136e+00	1.690496316343235828e+00	3.084550045255863626e+00	4.309147960286721646e-02	4.627278386733047455e+01	-1.282699740122607013e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	4.397252971759592621e-01	8.725349531511705337e+00	5.813943088155280492e+00	7.611009387056174802e+00	2.434723551889297344e-01	3.650112359917456217e+01	-2.881484664559701980e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	7.557464288182917933e-01	4.706531149992207119e+00	6.551930321894740672e+00	3.083663502663334555e+00	4.471169572862372377e-01	6.995139810446328710e+00	-3.609290755926431449e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	8.708371199347588743e-01	6.492299865433185380e-01	6.946503287126730264e+00	9.116947594303779212e+00	1.661213365405072473e+00	4.085586749839774434e+00	-1.163832685030244507e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	5.730510635759240579e-01	7.661376261848237057e+00	2.614602408909134645e+00	2.912618118953047563e+00	1.631597893294127466e-01	1.469012629399919767e+01	-5.218656156235118582e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	1.293431092324084153e+00	2.517767966155348258e+00	1.634824051048743510e+00	2.790944564089698154e+00	2.064096646651598088e-01	7.507201908244662825e+00	-2.069986750763329331e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	1.942857684618267022e+00	2.729775112860485020e+00	9.455657768799621721e+00	9.197340366576350235e+00	1.741042702764354910e+00	3.876427180637693315e+00	-7.474168439706153855e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	9.337240676479051649e-01	2.602440132799312966e+00	3.724354144913526898e+00	6.451451570574452177e+00	5.582031167154390960e-01	1.177773453492429034e+01	-2.596847228911169925e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	1.278604802514565986e+00	3.928302229967729264e+00	7.078325204573786777e+00	8.330229414798672849e+00	8.904976863702680490e-01	8.559768042523712595e+00	-2.326097772190122814e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	9.458322588111514051e-01	8.246811265514885747e+00	7.520563384262930917e+00	3.972846337392519800e+00	4.973804186677674433e-01	8.902480773940252945e+00	-1.034288349970515775e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	1.481781940917552109e+00	5.428284475809718401e+00	6.110075289311516222e+00	7.114638681773819862e+00	6.252993344426028832e-01	8.971213375778187782e+00	-6.261224894801236118e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.911170027229641022e+00	3.152075388598452044e+00	3.629613357900212556e+00	7.023750655368356632e+00	1.112178094828342179e+00	5.052782720651507908e+00	-7.962785970307508787e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	3.427320318943786415e+00	8.628655921455340660e+00	3.787427785556201965e+00	7.133792550557195078e+00	4.288607349743613906e-01	1.242732633141518761e+01	-3.457621931177519148e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	5.017774256981201164e-01	8.292504106848641143e+00	6.307829608699337953e+00	7.145878154315195019e+00	1.513272510487486400e-01	5.019566848291065497e+01	-1.096208190540576416e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	6.137505242004265282e-01	8.535369585834578388e+00	8.196696781275804256e+00	6.054207421084580432e+00	3.777770484117871086e-01	1.785103117968652242e+01	-6.037092558600557490e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	1.037958775815107648e+00	2.255615149157265353e+00	9.581002784823320795e+00	5.143030409578851270e+00	1.148778966479858221e+00	6.468909624061295993e+00	-1.962907438159795737e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	7.516601306001311489e-01	6.048544463338726196e+00	2.161932606007541224e+00	4.062424470083835892e+00	3.640855802333010927e-02	3.323366945446444731e+01	-3.618619626703969971e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.460443628754617862e+00	9.943590305109683669e+00	3.136653611285088239e+00	8.218141432370797972e+00	1.795236500337572261e-01	5.071563257916448464e+01	-2.326793755125914076e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	2.042903367738877207e-01	7.508916322307313429e+00	1.012654668462005958e+01	2.801391119112506267e+00	2.304025139569993719e-01	1.327139635430514630e+01	-1.141996205953423604e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	5.732229540886419894e-01	1.035984843165902447e+00	7.593827412147045486e+00	6.897697271180230238e+00	1.447761162905550680e+00	4.527021187641016020e+00	-1.482407759294545269e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.384437572566087571e+00	2.337804985529265966e-01	8.650651346769176797e+00	2.495055340451695525e+00	1.103371289446055448e+00	4.808435218064827765e+00	-4.173587279840324626e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	9.981124099225606727e-01	5.967382258692131458e+00	2.700105591408592076e+00	6.733362807878832790e+00	2.426254827227988242e-01	2.761395278169214507e+01	7.172965472233838735e-04
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	3.051108676736570269e-01	9.920977105991003242e+00	6.004756229935023448e+00	8.063114671292812119e+00	1.123979695503626031e-01	4.594275499647037009e+01	-7.550036323320066800e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	5.246740523317950933e-01	5.907697072018026851e+00	7.584260424278875590e+00	3.368691348382695683e+00	2.625753183262757307e-01	9.280447768281334220e+00	-1.681976457894858168e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	9.515214635922406572e-01	5.656708517742674580e+00	7.684899408094091555e+00	2.166847583092164076e+00	3.820059392993018776e-01	7.118015565386590637e+00	-2.791520655984052746e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	6.164383041867744772e-01	1.249296357882992758e+00	5.344534105773603549e+00	2.985080617527911429e+00	5.908745575404442674e-01	2.888776341899363942e+00	-7.859454738877532654e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	1.449614962300030729e+00	6.251200204357987289e+00	9.154112018007021234e-01	5.705036084853565725e+00	3.282435106587219820e-02	5.127010199116806177e+01	-4.285059258869904353e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	4.877825328825222684e-01	7.461740661252191487e+00	5.969155396995656560e+00	8.865489648803647427e+00	1.686346295109234783e-01	5.742489166009968926e+01	-2.492167405491415300e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	1.404141106482143631e+00	4.334843885695196519e+00	3.050338565123156265e+00	1.644233745460324192e+00	2.812863334468080900e-01	5.528498036502499602e+00	-6.280286313113294661e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	4.075284057639009805e-01	8.566373437194609863e+00	4.006404084476397287e+00	7.567083106572504825e+00	7.933825320182490148e-02	5.757185583920014693e+01	-8.869582679042958828e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	4.626797174068733032e-01	9.468692125719890385e+00	8.967101653147407703e+00	3.620672838168946139e+00	2.045670485412684481e-01	1.445420013190387287e+01	-4.040628207046211284e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	7.184896298480507593e-01	3.025883651440638644e+00	4.572613020662268823e+00	6.093637674908959134e+00	4.229412755509150967e-01	1.264227880755980138e+01	-5.939067582436187154e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	6.340097838247545914e-01	6.250444647822950728e+00	8.763528492097099942e+00	9.039128318058068601e+00	5.369186743384584126e-01	1.715832122834718376e+01	-7.413656866943769685e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	1.340933985710209164e+00	2.687469819848050445e+00	2.962755866336531430e+00	2.793462704868747259e+00	4.433949310805488930e-01	1.031756648698011425e+01	-1.049735755824952266e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	1.704182676839699706e+00	9.154746686395149879e+00	6.629633547347984823e+00	5.198965679129181616e+00	5.899280086840696935e-01	8.885577169573986467e+00	-1.218469978231246920e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	1.171005831810117526e+00	6.837372279372350370e+00	9.527206229242505486e+00	9.935786298430558938e-01	4.188616694613843117e-01	2.151062108874604029e+00	-9.267472881969335274e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	1.586335409293598175e+00	6.994995411383690076e+00	1.771145381487611692e+00	2.746266506476449099e+00	1.904491207991543256e-01	7.718604516203908972e+00	-2.795421006270690789e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	4.779006662629153857e-01	8.691480238300114181e+00	8.685617223548842691e-01	3.594058065696128956e+00	3.313790969339976827e-03	1.015033240025338444e+02	2.458819026149025588e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	9.451549956554534671e-01	5.099928746056149542e+00	5.274694952437501527e+00	1.084395142125002209e+00	4.154650576265346285e-01	2.120590601327477565e+00	-2.258180488601447544e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	2.683062637966033392e+00	9.397396167898500963e+00	1.125465591511387586e+00	6.575151987816691523e+00	2.570759327408000949e-01	3.085043495094655341e+01	-1.638108898181349082e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	3.327086483669854933e-01	6.585905125096735091e+00	7.113302290997997268e+00	4.724068904998239837e+00	2.369728283633255883e-01	1.411551815837941071e+01	-6.234224034950044957e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	3.267938520953425074e-01	2.171650139123185497e+00	9.069383740313014641e+00	7.140967818549322388e+00	8.496991453120865678e-01	9.484799303745869992e+00	-4.227445731482668556e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.205219796164166191e+00	9.361087517410780379e+00	2.457112625417959551e-01	7.518088115003813243e+00	4.166936196538504333e+00	2.939757213913805955e+00	1.652632528804567069e-01	1.416727132759587349e+01	-2.417280108478211259e-02
