G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	W	Fg	d2	d1	m1
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	1.838026141007879133e+01	1.002330102940422840e+01	1.447917068781112704e+00	1.835130302953716930e+00	-1.138652477193006085e+01	7.022967704476452127e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	2.812713758794608765e+01	9.224661760795850540e+00	8.732433600772974147e-01	3.711019523704608414e+00	-3.163275980931254949e+00	-1.132726672682097302e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	1.150646276954073244e+01	3.986499446686304626e+00	6.083364702133517099e+00	5.599695531037466978e+00	-4.117037253735851277e-01	-4.069388670086326876e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	1.211806239500432447e+01	2.604848371722424893e+00	3.660599336745422316e-02	7.890924837347808030e+00	-1.568813396180779307e+00	-1.502850637837426717e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	1.957203869770243188e+01	4.058009841294668796e+00	4.589945602330341989e-02	6.770422187600656727e+00	-1.476576490259141838e+00	-5.158155704468963876e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	2.090695162373192417e+01	3.502035384269790885e+00	7.838051998404526044e-01	4.533128381730000989e+00	-1.824808103213600319e+00	-5.955245513168053506e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	6.901254792335090826e+01	6.455945241489177810e+00	2.088890178659959851e+00	9.530695159057923860e+00	-1.164997555420740349e+00	-3.866192475840056542e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	3.917650149342290433e+01	8.784194230944141424e+00	1.334285906993875415e+01	7.734557144319872179e+00	-9.802463534832224212e-01	2.454207943862991126e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	1.273254265951331377e+01	7.987364169551832482e+00	2.705669194754061646e+00	9.216517972190215957e+00	-6.346050816648524107e-02	3.587505823650918746e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	2.294712648752495454e+01	8.934309306236238868e+00	1.537270130013376646e+00	5.849680321907603897e+00	-1.440259640859611556e+00	-8.381844846364860047e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	7.786935982135980794e+01	4.883648760013946877e+00	1.886690945301806588e+00	3.589089010117088030e+00	-5.744051652142617925e+00	-6.672154687319773814e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	6.075432394096510791e+01	2.553646411717062747e+00	4.609895391389414732e-01	8.007448031486865681e-01	-8.948225056078646489e+00	-2.977417731221712529e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	2.677830858769324962e+01	7.432417540529354660e+00	1.175985863557816868e+00	8.569479940278286634e+00	-1.329155206038113324e+00	-1.736186623113873040e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	6.116080776275725839e+01	4.181869694407443383e+00	3.625270002500675215e+00	1.684966418967005719e+00	-6.443809588547012801e+00	-9.307320100539099883e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	4.899459361757354969e+00	6.733451377127852133e+00	5.111341510315843273e-01	4.008368227399226491e+00	-1.469659575047087330e+00	1.384012919394551133e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.103212967420077106e+01	2.719301655501748183e+00	1.427080295652033870e+00	5.169016707734568783e+00	-1.893435509913566017e+00	-7.194928761160028330e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	2.502498444423746804e+01	1.750363798938760374e+00	6.174309137902216360e-01	6.140175514863817519e+00	-2.492993449066972289e+00	-1.822422962482874453e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	1.053489591710021767e+00	1.053669756007171543e+01	2.685142412531682510e-02	6.485748567361676820e+00	-6.309898470663224401e-01	-6.865922967684005229e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	4.568748902555082481e+00	1.703811733624922109e+00	1.357794554623688588e-01	3.406509785000586099e+00	-2.484393446269265837e+00	1.634663742770786499e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	2.573756063814249018e+01	1.065754267121648979e+01	2.086714884313138008e+00	4.290017657371723914e+00	-1.162830638592145860e+00	-1.241491989935200735e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	1.893047162619448187e+01	1.045851330048839323e+01	5.232926605230877826e+00	7.267660477460453627e+00	-1.180312522335325465e+00	-5.689666054552681373e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.216592127009988644e+01	8.360606131198872859e+00	1.358259113331578227e+01	9.887720426534917451e+00	-1.642694507555358951e+00	-1.558743693511364015e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	1.703737660799464759e+00	7.155432751044768835e+00	6.421659007029764110e-01	8.564779562689224690e+00	-5.949234425527561987e-01	4.728078239570200125e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	2.188550243776561288e+01	6.098816006472604911e+00	1.273310401412422799e+00	8.326839220406675679e+00	-1.455630508210921104e+00	-3.483886597687332110e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	2.228162620825229112e+01	8.817800134943293955e+00	3.173759780792388518e+00	8.124435231892762843e+00	-5.165346437788143064e-01	2.330067947104839554e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	7.804439375599537243e+01	3.352443097649193238e+00	6.393502942749461626e-01	4.859054405947985877e+00	-3.064351772896185100e+00	-2.050013651177333074e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	5.776429583967761516e+00	5.226364006032830467e+00	2.854535615503080326e+00	2.696352361211153514e+00	-8.134556362950535746e-01	-7.299377525142317857e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	3.026752150835613975e+01	6.650672301520787144e+00	1.936364101194146592e+00	7.560305758223960559e+00	-1.816939665567436801e+00	-4.299921515284595763e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	7.308471948734829482e+01	5.725418086295235298e+00	9.769268019091992272e-01	7.403507588963813113e+00	-2.132375690897276410e+00	-4.670175265563946354e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.276166505511324090e+01	5.155466202689392929e+00	4.907888746537307223e-01	6.827445285087949678e+00	-2.116159015801500232e+00	-1.671483328402370816e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	2.074011462654199178e+01	3.858501249516137932e+00	1.536123379386887144e+00	5.248665140021225639e+00	-1.922448711510836850e+00	-2.051668373195893480e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	5.206608161076144548e+00	6.024212392989267251e+00	3.297851750521121339e-01	6.056976954570259863e+00	-1.679135770107784476e+00	-2.554981230831669237e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	4.236199751025556992e+01	8.266662687101531404e+00	2.186617986444189032e+00	5.390511930858101763e+00	-2.344171895626187219e+00	-1.850328028246303802e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	8.671345953147877594e-01	2.515028913237737473e+00	1.018411584011940096e+00	5.715168339510576345e+00	-1.580249185544987833e+00	-8.877288931399673899e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	2.420530528788118119e+01	9.905948548851037927e+00	1.639974974907375982e+00	3.305245075933429089e+00	-1.623133572871162222e+00	-1.536086920328097882e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	2.744934544858762493e+01	6.932727573592519121e+00	1.020847644758935413e+00	8.011019168343828767e+00	-5.578348858009377631e-01	-3.863039852315903744e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	3.371767840749491540e+01	8.073090296994781312e+00	3.317101551648315994e+00	3.259248593912156267e+00	-2.582810128902330415e+00	-2.234717154461361233e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	2.949091949973379201e+01	5.682977705748754715e+00	3.882238482998988105e-01	2.261775254235952382e+00	-4.218224039660133151e+00	-8.974249804864162172e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	6.965984626847391326e+01	7.618470279075461704e+00	1.364398688037945506e+00	4.591275428634794764e+00	-3.144737334901556380e+00	-1.763211631358798570e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	3.784203578585812977e+01	1.759775418255926649e+00	-1.790363171097913986e-01	7.351211121118595315e+00	-3.100939111140541993e+00	-1.659016955741141786e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	5.340735065616367194e+01	8.443153441983378471e+00	7.213837438501792043e+00	5.391942742627717777e+00	-2.672363543439082445e+00	-1.480346689765628909e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.769340804561711167e-01	1.207474424805422109e+00	4.188219129836847632e-01	3.896733112906018537e+00	-6.286844114552668783e-01	2.653832420876697018e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.179056834103667128e+00	9.025169946681709021e+00	4.944410121772189193e+00	6.000967254059713873e+00	3.812671420358891838e-01	3.865356141648624622e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	6.324849620665849415e+01	1.004602173863105286e+01	3.434403446169827401e+00	4.797323205779257194e+00	-4.781930846172396166e+00	-5.263552179057572289e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.649712240656960205e+01	3.239560272236438720e+00	4.520256674417719722e+00	8.882892320711134104e+00	-9.981782146713672477e-01	-1.760048741609712142e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	1.917939691224007603e+01	2.135961522029662163e+00	1.541634537424259710e+00	9.309154214376468062e+00	-7.002367452114692803e-01	-2.052767552893878023e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	5.006338127750741052e+01	8.617345727387204946e+00	8.824830663388925078e-01	5.582463805957691427e+00	-2.183282403211106448e+00	-7.651803691995491263e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.316408724474311498e+01	3.815408455655364683e+00	9.639954485898040160e-01	4.593592278090966374e+00	-3.235382698745541852e+00	-3.363502016556643781e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	3.877690219246741776e+01	8.995848554643504968e+00	8.184553704892550741e+00	7.103965985081716283e+00	-1.652621068923983305e+00	-1.159036465295200813e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.699691635140710844e+01	2.426263478585306554e+00	2.526746836861707424e-01	1.462685634819353764e+00	-5.225803709433129995e+00	-1.269611114275059265e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	6.502643713476771836e+00	3.176340893939000765e+00	1.533068034726015272e+00	5.002818260211877366e+00	-3.236618168556354425e-02	-5.720041058039094573e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	2.346813783850841162e+01	9.520732392177613690e+00	5.354929446259981685e-01	4.086958258255679155e+00	-4.559419503359177561e+00	2.017171126571288141e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	1.513621959144262874e+01	6.454473363925711027e+00	7.098389771373672552e+00	9.500042179494732508e+00	-4.155473480493114824e-01	3.787101337815902635e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	2.279383029458644572e+01	8.982309677314070484e+00	9.793584650525184454e-01	4.066594963565344223e-01	-1.258807845552739479e+01	2.278383351859085337e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	2.205323101055053314e+01	3.119991935881581746e+00	6.016975757678202918e-02	6.668820252269355819e+00	-2.509177780546588021e+00	-2.107701007095204915e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	2.126122389149847436e+01	7.109037256739003219e+00	1.550091512662730153e+00	7.900688222959209916e+00	-1.856992293770014513e+00	-3.184977161970056869e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	4.058053614686513377e+00	6.185622412243163559e+00	2.831741609781893043e+00	4.894120624497020344e+00	-1.084093591301003023e+00	3.115054521225460782e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.853809570782639859e+00	6.795414245421675048e+00	3.105260062937336696e-01	1.581450204363032075e+00	-3.751190929619353298e+00	1.148859278102669812e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.165628276903350979e+01	6.880099570163347167e+00	1.280667393675414711e+00	1.057189565087357153e+01	-1.149584373059046927e+00	2.685260041174260426e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	4.261167655745720140e+01	6.831740907487672487e+00	4.296864016511180995e-01	5.890237205699711431e+00	-3.520589778301025152e+00	-2.298464230912729889e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	3.896593145397452673e+01	4.454737765567921670e+00	6.573822180590166431e-01	5.998325766022223782e+00	-2.810548054345843649e+00	-2.509359122279940379e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	1.286612483243844274e+01	3.867750193247406543e+00	2.857391990705064000e+00	2.699643010886310091e+00	-1.265535159522062303e+00	-2.970340987730413218e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	4.259198178336619733e+00	7.554239903610904250e+00	5.598246513536376812e-01	5.694254922991770940e+00	-1.113859576534095952e+00	7.771884138906592909e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	8.818568967763393118e+01	3.335192176271637443e+00	1.971830827825396204e+00	5.270953645310259006e+00	-3.692853982014489223e+00	-3.580680592063170309e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	6.145991206641308935e+01	6.678516485976570216e+00	5.419776739306874092e+00	1.873137104544708942e+00	-8.868366604048052437e+00	-5.142884139140128354e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	1.432116150978882096e+01	3.086860715250152154e+00	6.459861163903618531e-01	1.795541193868421370e+00	-8.439947533107350353e+00	1.927649739623671508e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	2.134353224824174333e+01	7.348107931474588739e+00	1.604943477023186960e+00	8.981459666503250006e+00	-5.119014964233551401e-01	-1.083236910310257706e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	5.855554907076008675e+01	7.786347133375880247e+00	4.945388594602262877e+00	2.987270569078079419e+00	-3.977469089604670494e+00	-3.907663927582161278e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	7.272854338397802110e+01	3.612840977090606032e+00	1.227708526611827944e+00	2.285725323521529795e+00	-5.312594594633731404e+00	-7.454397078881635252e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	3.674280739799883122e+01	1.525178137665404776e+00	4.069940318333273854e-01	6.414648430412153601e+00	-2.878611606109378940e+00	-1.140084332904669751e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	3.079168695912507303e+01	1.903665989058640484e+00	9.691946471330915580e-01	8.186886562735969264e+00	-8.388462618726887365e-01	-8.701822907455007083e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	1.558095050732349218e+00	6.547650678812856562e+00	2.552826912634973411e-01	1.126968217983225440e+00	-1.332514773925510765e+00	8.851429632577465512e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	6.986001941722608422e+01	8.981855096805379191e+00	1.348238799483667538e+00	6.264926124841424304e+00	-1.918906562937681137e+00	-6.193785388364442923e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	9.785091501847325901e+00	3.670337404573469353e-01	3.939782356061257151e-01	2.087868213828882880e+00	-3.435245166506874170e+00	-1.100819900079260805e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	4.610300665561129563e+01	7.891847272719521911e+00	4.606714177946532374e+00	1.136178410546216488e+00	-7.224955815745575549e+00	-1.562400273457602680e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	6.358652184769196225e+01	3.559944487609550290e+00	2.283358561718414614e-01	1.602825246058751096e+00	-1.327756448705784287e+01	-1.283769631851163240e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	3.071273947234489299e+01	4.659419461012551444e+00	1.617319331743784172e+00	7.998069944315505886e+00	-1.214814650643946337e+00	-9.162589534925784651e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	5.232139673283727177e+01	9.653095854604510251e+00	1.749379945637346889e+00	2.541047087424706863e+00	-8.202342854610021661e+00	-2.919982065405823164e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	1.156479861302475243e+01	4.716819111414090493e+00	7.456591887102721472e-01	1.402982149395875622e+00	-3.942185208607344116e+00	4.487017733585593504e+01
