G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	Fc	Fg	W	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	2.414390483888535055e+00	9.593061324837925952e+00	2.958368069171035586e+01	5.125582460016422814e+00	-6.765908065976572239e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	3.338913866946518816e+00	3.328778732799193563e+00	5.322291415260187009e+00	2.580097452705915728e+01	7.353500855160914895e+00	-8.953105573443137288e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	9.160074258692050719e+00	1.691490496127539656e+00	4.139221091928805940e+00	1.092394292184677873e+01	2.181853681349573471e+00	-3.959443216512587682e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	8.700515843815880501e+00	3.870082647489426986e+00	4.390142947614182845e+01	7.449429748462378598e+01	5.787528661064000879e+00	-4.185001181838334361e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	3.548881403138460122e+00	5.903753231169171833e+00	6.670765862829406956e+01	1.691665339069528784e+01	6.197468063978398334e+00	-5.718323531626443135e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	8.554239168229072376e+00	1.106530686241022288e+01	1.274659913254052270e+02	1.871735686507886465e+00	-3.833335072443330827e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	6.293079027501287115e+00	6.042556472825744862e+01	1.309394153619707026e+02	4.890560008449950757e+00	-3.103158224885506744e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	5.015622947967041334e+00	4.667965258515942573e+00	5.543954378609987543e+01	8.627490704946589872e+00	-9.582447313300599845e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	9.792130829441466844e+00	3.060886052625672349e+01	1.839927255847953802e+02	8.991564305943516189e+00	-9.131186141943931744e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	7.511034604344130727e+00	7.230200598042418392e+01	2.634496632910640557e+01	1.458684093619246447e+00	-3.657539879799102778e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	9.347803967223294208e+00	2.239223178444124187e+02	8.948775864132882418e+01	1.572921143543404510e+00	-1.297374173982729362e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	5.784880059514656558e+00	8.979257855820056022e+01	2.494918489508236803e+01	3.714120648980520745e+00	-2.961244067484058107e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	3.096090887267651137e+00	2.856445928607681761e+00	4.822544460398711408e+01	8.754402970096043290e+00	-1.460397099319712488e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	1.338407675078475911e+00	4.817755084399593102e+00	3.002375183139800185e+01	1.576480616654494460e+00	-1.795998557086156078e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	7.489137010010131768e+00	5.065021764915830005e+01	4.714948852776184651e+01	7.875073635752539047e+00	-1.517890721751772531e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.282831648572328120e+00	-3.915988002616004771e+00	2.937207347875486008e+01	2.203405321068866662e+00	-1.653300661548013917e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	4.103209439278695747e+00	5.960550729185332131e+01	2.645728092677175169e+01	6.801616522061188164e+00	-5.885642335349819732e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	5.729380849728841874e+00	1.000060752087968652e+01	7.482637939769479374e+01	4.230283083317031512e+00	-5.478480194652274093e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	5.793155192942867515e+00	1.796779728269582987e+00	6.536933691465284824e+01	8.551930553643297017e+00	-1.551494647516276615e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	6.415027006245149543e+00	3.169844784460794358e+02	1.246830024982828888e+02	3.445544379801736667e+00	-1.997216743592764132e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	3.048068126097487784e+00	1.528299323664804099e+01	3.084413456462828407e+01	7.173816249736461259e+00	-5.269332475789313186e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	4.154901695302819498e+00	1.022104580419378266e+02	3.891208065094136259e+01	3.310311274648270352e+00	-2.057505709263346638e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	6.797742147338557750e+00	4.852565780457006639e+01	2.664771618084925464e+01	7.456341668044329296e+00	-1.231642681289340224e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.009483581108377592e+01	1.173169755452065921e+01	4.612170575477797030e+01	8.754533864809511456e+00	-3.333307396555763802e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	7.449924916568491540e+00	2.290283713996364838e+02	4.103499148188713264e+01	1.796082891342178467e+00	-1.274113388372050348e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	9.111218737703831394e+00	5.069361878923471210e+01	5.847957988993839251e+01	8.935912073696153257e+00	-1.557576271145233093e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	8.017624324286046544e+00	5.572346200037254960e+01	1.383307610918220689e+02	6.501388033064741556e+00	-3.428996942662369651e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	6.422343266841921583e+00	1.460985890878783700e+01	7.323049968036002610e+01	2.048857753125251868e+00	-3.381929659058441562e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	2.918793142147707353e+00	8.682319314876393079e+00	3.196021143378056806e+01	5.014791175455065364e+00	-3.521368612626309957e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	7.569008072189418179e+00	8.875750851426471399e+01	2.970544967726746322e+01	2.357393931177548918e+00	-5.130027013041661199e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	6.656238466373070040e+00	9.502023225587066690e+00	1.169866258012670244e+02	7.539061770975143517e+00	-9.206768042796534601e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	6.095184499906426190e+00	2.767433715073922684e+01	9.809122197608610350e+01	7.589889749139773656e+00	-1.059335709963220040e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	5.426352763696381309e+00	1.789531513563977683e+01	1.929620934535330079e+01	1.665189972261465812e+00	-6.216112070083257279e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.824170647524583799e+00	5.126809759030292213e+01	8.299651933651681190e+01	5.489823907933807590e+00	-5.878222808984920889e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	4.357578527181045658e+00	4.499166649861042799e+01	4.282677075247892873e+01	8.557045992433394588e+00	-8.351489279242063191e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	5.619839981493459646e+00	1.006168576190740538e+01	1.706004042677005472e+01	9.110290496124481052e+00	-1.877677531016405155e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	2.665792153371703499e+00	8.744281138646263685e+01	3.067392628519408149e+01	5.907164099177454553e+00	-3.357873338253126949e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	7.870438698501345698e+00	8.682100581243973636e+01	8.481953609012755635e+01	9.105747142589944332e+00	-1.074218897284572627e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	2.822152856598560078e+00	6.133756350186871487e+01	1.017916330115813928e+01	5.754088571551956299e+00	-6.226962161991671962e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	2.683140042262444069e+00	2.908090110213138857e+01	3.041448144112494134e+01	4.163373318814524104e+00	-3.312627316032008107e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.865155525287772953e+00	3.895498239154976261e+01	7.965490955399147310e+01	7.923964300105085456e+00	-8.533910692642225015e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.449798734291938063e+00	7.048742280718492736e+00	7.233047920735357295e+00	9.378164663649471322e+01	5.536515241747430593e+00	-9.365470492976006867e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	8.358082323567357363e+00	4.789175926811329198e+00	1.192031258265276961e+01	5.399828946794381324e+01	5.198759938344431397e+00	-6.640108833225336404e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.704273387602189160e+00	3.139319179086673461e+00	6.098656770029029950e+00	3.069316419629753057e+01	5.032816889550697503e+00	-4.176650841926879743e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.475724964967099595e+00	6.142655494987979026e+00	4.188547849735642359e+01	7.735424753908121431e+01	8.480551744914755830e+00	-3.372882132581982439e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	9.548456174347165870e+00	4.130753320408845575e+00	2.053433629699496166e+01	4.718210128097879164e+01	8.607645471782864988e+00	-1.425823899997438282e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	3.980193163700896264e+00	8.741430190544972945e+00	3.709686501885955323e+01	3.086305147719695086e+01	4.531547278444776339e+00	-1.059016829720598096e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	3.102487902902738348e+00	9.745451659398248978e+00	4.684371207631757272e+01	9.891509583584517884e+01	3.945659666493520845e+00	-2.958257495939773385e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	8.211851400215007146e+00	5.635449160482644437e+00	6.137905350662077097e+01	9.406114285548434850e+01	5.318976424790545110e+00	-5.144590520018073043e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	3.498733790158846002e+00	3.971226165940997976e+00	8.279460417058830402e+00	3.621658776140596103e+01	5.996572828575264857e+00	-1.057108231440330925e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	8.728040047996728390e+00	7.518439669892676314e+00	3.229069565380518725e+01	2.121546546448890780e+01	2.983109723271702762e+00	-1.088603887319313657e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	2.479230354631259736e+00	1.441592320314427855e+00	5.845679898398468133e+00	2.025913149115632805e+01	7.975684961985895605e+00	-7.139297679213560066e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	2.226085566445780373e+00	5.396743031398568036e+00	2.407281830499841035e+01	2.796481280484841392e+01	5.173498329094805115e+00	-4.396219108436904222e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	9.694076167268271149e+00	4.136996622784802291e+00	3.076194108880410738e+01	2.660438930035389404e+01	3.729717022381304314e+00	-1.094081314389772075e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	7.202351874402196152e+00	9.577783095545010283e+00	3.253206757083358269e+01	4.844419071922363429e+01	1.858111374893892442e+00	-2.528543182519114918e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	8.886814510895467478e+00	1.463331832957343925e+00	1.514963682001511458e+01	8.678991242952232454e+00	2.975553117660504121e+00	-5.726090819983391533e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	3.944772332173147600e+00	6.525486148063695424e+00	2.359620879258844539e+01	9.151747167503521041e+01	9.252040335111946234e+00	-1.281772162035768048e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.195423419993130842e+00	7.436418870927785640e+00	2.393381891455856803e+01	8.837980525478630511e+01	3.954244722993456307e+00	-5.254890209823058100e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	6.372242994628422252e+00	5.207867196436193780e+00	1.233334807473733719e+01	3.114129534964499868e+01	2.854996997845208551e+00	-3.364853314487779024e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	6.248581173484682338e+00	1.867702796330163562e+00	2.258387637835413386e+01	2.946438706939527563e+01	5.146027166440689804e+00	-3.660037675096366350e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	6.918970389417648192e+00	9.538440859946229367e+00	7.967841101409237581e+01	1.740325571168874035e+02	3.781869610030211604e+00	-3.498467003460216329e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	5.796179198470516880e+00	5.492566771071077270e+00	3.061871733381611449e+01	9.778289136109998481e+01	1.128063484949623385e+00	-1.841885897210767009e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	5.274990122066494536e+00	6.658035960840586576e+00	2.274186278665709793e+01	3.850289320731009468e+01	4.198527727879151072e+00	-1.212382969842914804e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	3.422457144439076782e+00	3.376597223687475502e+00	8.198485850756741300e+00	3.410748231617294124e+01	6.369743724500998461e+00	-4.206376924602825085e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	6.983740829337099498e+00	5.701481316485160100e+00	7.698542410539248237e+01	1.069315334700801969e+02	5.920861233894082254e+00	-3.004989389700745139e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.144446621234763484e+00	4.809509558898949599e+00	1.708346108810290476e+00	7.961596330749793538e+01	4.067202581831122821e+00	-6.715061099148868173e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	7.333544292941398091e+00	1.801109615599101099e+00	1.082431007433502579e+01	6.081952123605481653e+00	5.118602318487845082e+00	-2.629303812538741880e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	2.591640553699704697e+00	2.022033816662361705e+00	6.831415632595605913e+00	3.530605589815794865e+00	9.724729082858377893e+00	-5.513236630597518229e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	6.401270590923121340e+00	8.542096276485347417e+00	8.064268795290055891e+01	9.138639317690412156e+01	4.260099523552568712e+00	-3.100372139430643159e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.485049364034003005e+00	2.934540895473465749e+00	5.955148772993901218e+00	5.710927010865774633e+01	3.452201392910482447e+00	-2.701845763403766032e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.766270327904635451e+00	2.495893130343691535e+00	4.044456403157616009e+00	3.502182376936092112e+01	3.446371928530595152e+00	-5.276295080795220471e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.869786056842434263e+00	5.727077965636102164e+00	6.846218381786632889e+00	6.039065070762298859e+01	4.906147566386648506e+00	-9.148856487684232874e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	2.138217277586859311e+00	7.690274311957440823e+00	2.854655564535769585e+01	3.181567930423912216e+01	8.527086563354146165e+00	-2.062247394941690004e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	6.337616402000761262e+00	1.070093808308481886e+00	6.083274213868449465e+01	2.256306922722269093e+01	2.436950289858351937e+00	-1.467762969481379409e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	8.950697637112511984e+00	6.182558862530187938e+00	7.554887276565193588e+01	1.064522405232212066e+02	7.152014650048537092e+00	-7.564612677582529088e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	1.539878058096932456e+00	2.472079531338565506e+00	6.746677181691502767e-01	1.341118939258172915e+01	1.253985135370222048e+00	-1.991962880453078899e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	7.133210436417726896e+00	5.614967748277877035e-01	5.446469806580966910e+00	1.644508903944299760e+01	5.381521522429307147e+00	-4.371552581388761460e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	3.903931968081316484e+00	1.395603975297012411e+00	6.922789267234880306e+00	3.057646051213879090e+01	7.829767122921158951e+00	-1.098402901270918441e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	5.394440865769757565e+00	8.692694498085861809e+00	7.669405330635832740e+01	4.929323344462696355e+01	3.758725349977823704e+00	-7.144877708194592891e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	9.105393404640400590e+00	1.561550830191562600e+00	1.549250585678349879e+01	2.120617281254271091e+01	6.223021538213716397e+00	-1.002185000938405501e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.540487499951867179e+00	1.347843136795085828e+00	1.581123502475977638e+01	1.118003361656983863e+01	2.777198161189412762e+00	-3.171778655666153135e+00
