G c dx1dt d2x1dt2 dx2dt m1 m2 d2 d1 Fg Fc p W
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 7.35943716e+00 1.75014143e+01 8.36039866e+00 1.17770625e+00 -6.20462911e+00 9.43193803e+01
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 5.81812991e+00 9.02412761e+00 9.81052620e+00 1.24556998e+00 -7.84307802e+00 1.59048387e+02
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 6.71791012e+00 3.07103687e+01 5.51682578e+00 1.13501526e+00 -1.64156638e+00 1.56022850e+02
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 8.08210739e+00 5.09461192e+00 1.25266610e+00 -4.39091785e+00 5.85702539e+01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 1.04613644e+01 7.78128045e+00 1.11992925e+00 -1.27360766e+00 7.09197482e+01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 3.48663110e+00 2.19223591e+00 2.16954936e+00 -3.32021379e+01 2.73530960e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 5.99007797e+00 5.92223962e+00 1.49185817e+00 -1.30628187e+01 8.41753452e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 7.95952370e+00 5.91622840e+00 1.62508013e+00 -4.93450427e+00 3.06006994e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 6.86405361e+01 1.80525811e+00 1.26766587e+00 -7.80606043e+00 6.54421202e+02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 1.59586750e+01 4.76185677e+00 1.38204426e+00 -8.87897891e+00 2.48292228e+02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 2.28223164e+01 8.67956319e+00 1.08048621e+00 -8.88582308e-01 1.49926621e+02
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 2.92132128e+01 8.70538260e+00 1.12738055e+00 -3.31424398e+00 3.06247167e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 1.06112533e+01 1.89313898e+00 -8.61784910e+00 1.64995175e+02 4.64982551e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 6.01209467e+00 1.81648794e+00 -6.35173612e-01 1.25978179e+01 5.92935051e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 8.94138193e+00 3.36425929e+00 2.34345098e+00 -4.73069021e+01 8.45036964e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 2.07545993e+01 8.87289456e+00 1.05736246e+00 -1.52424745e+00 1.69602060e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 1.24606792e+01 2.16012327e+00 1.19681036e+00 -7.50514170e+00 1.78397320e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 2.08346349e+01 7.47997122e+00 1.16965326e+00 -7.56591775e+00 1.81107054e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 9.89200495e+00 1.91049058e+00 1.49710698e+00 -4.71632450e+00 4.65297573e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 4.42927102e+00 6.60824068e+00 1.61757814e+00 -1.11481880e+01 3.44724064e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 2.40992597e+01 4.20460569e+00 1.20698597e+00 -2.49996397e+00 1.72513512e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 8.17463826e+01 8.10022567e+00 1.02832512e+00 -3.48420427e-01 3.96850163e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 3.69943377e+00 3.10321404e+00 -1.48406300e+00 4.53187964e+01 7.13464401e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 1.08970138e+01 6.75281646e+00 1.11330219e+00 -3.84365776e+00 1.69214609e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 4.66978434e+00 3.12114281e+00 1.10237272e+01 -2.89243415e+02 5.15913334e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 9.81287171e+00 7.42294255e+00 1.36979451e+00 -6.76324806e+00 5.16029488e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 3.52016028e+01 8.86310231e+00 1.10319677e+00 -1.90485731e+00 1.47334245e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 5.24946567e+00 2.14121619e+00 -9.85484673e-01 2.28465857e+01 4.46792483e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 2.55157241e+01 8.79936120e+00 1.14195641e+00 -3.99218222e+00 2.00742094e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 7.00905728e+00 6.34217729e+00 2.12967818e+00 -6.19703439e+00 4.73505657e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 5.12504247e+01 2.14399442e+00 1.20875102e+00 -1.10900788e+01 5.88195666e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 3.17341944e+00 4.84787670e+00 2.13679927e+00 -3.00664281e+00 1.35216398e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 1.47969914e+01 2.44774264e+00 2.37991372e+00 -5.87063666e+01 9.85169437e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 3.22354992e+01 7.30313100e+00 1.09198644e+00 -2.33985202e+00 3.10861856e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 2.91779203e+01 7.82981321e+00 1.09210084e+00 -4.70756098e+00 4.21553192e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 1.96221466e+01 1.95216868e+00 1.73474187e+00 -1.34334784e+01 8.87596155e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 1.17052643e+01 5.55525867e+00 1.36173800e+00 -8.46352491e+00 1.50205624e+02
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 6.36373987e+00 8.33162550e+00 1.29348245e+00 -7.95530696e+00 7.51695611e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 2.04377083e+01 9.42546737e+00 1.09692559e+00 -8.72256694e-01 8.59076882e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 2.52236857e+00 5.62166080e+00 2.42561833e+00 -3.94901390e+01 3.38632531e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 1.83693335e+01 9.55251301e+00 1.16412871e+00 -7.00034642e+00 2.35608970e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 3.25693052e+00 5.82120073e+00 1.73250307e+00 -2.36653838e+01 2.56932991e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 3.16210756e+00 4.54771445e+00 1.58264705e+00 -1.89221123e+01 5.86679680e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 1.27416127e+01 8.63382816e+00 1.15518853e+00 -6.84358661e+00 1.87154620e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 1.76173716e+02 5.43684439e+00 1.02216978e+00 -2.00273265e+00 2.81890485e+03
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 1.13948253e+01 5.24712260e+00 1.32950405e+00 -3.80774020e+00 6.07373782e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 1.30231599e+01 5.41281240e+00 1.17448248e+00 -8.16347707e-01 9.07040532e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 3.37023703e+00 8.62106502e+00 2.64511530e+00 -3.88936830e+00 1.57394315e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 1.19144825e+01 8.48747388e+00 1.13936219e+00 -5.23478618e+00 1.12448290e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 2.84116678e+01 4.63167993e+00 1.27258901e+00 -4.50678968e+00 1.31664448e+02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 1.76430166e+01 3.99969874e+00 1.65434770e+00 -4.11866693e+00 1.50573079e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 1.34208663e+01 5.42735222e+00 1.29433717e+00 -1.59126173e+01 2.24314389e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 2.39168254e+01 6.15495259e+00 1.08756936e+00 -2.43838711e+00 2.21299682e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 1.78126683e+01 3.14503490e+00 1.69152609e+00 -1.66810836e+01 7.38506570e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 7.06106201e+00 8.14559576e+00 1.07456752e+00 -1.49473904e+00 9.61471236e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 8.42242285e+00 5.37834489e+00 1.53659429e+00 -1.38269648e+00 4.23003820e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 1.19240947e+01 4.00640994e+00 1.33847094e+00 -2.69455484e+01 1.12977507e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.28459563e+01 1.96138894e+00 -9.47730707e+00 5.70388420e+01 5.13169699e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 2.73122505e+00 3.14960644e+00 1.62977536e+00 -4.40882437e+01 3.09521727e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 3.36643619e+01 9.54353055e+00 1.05909329e+00 -3.45759946e+00 5.30541349e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 2.10567954e+01 3.74589718e+00 1.41156876e+00 -7.44822951e+00 1.57477801e+02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 9.67570049e+00 2.51973360e+00 2.94279597e+00 -7.78250341e+00 2.96736932e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 2.83922327e+00 5.14605512e+00 1.57022340e+00 -1.63571838e+01 4.88952496e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 2.61280693e+01 3.76378969e+00 1.42349046e+00 -1.98873213e+01 4.21432651e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 2.41803751e+01 1.31643325e+00 2.14419882e+00 -7.60875156e+01 3.94073808e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 3.83502828e+01 3.90830696e+00 1.15028995e+00 -1.13630080e+01 3.45913875e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.26428312e+00 5.89697762e+00 1.43354927e+00 -1.41108864e+00 2.63980115e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 4.85341847e+00 5.96541135e+00 2.24470559e+00 -1.25904583e+01 5.74387592e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 4.56503712e+01 4.20903029e+00 1.08215422e+00 -1.59479158e+00 2.96751309e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 5.29834758e+00 5.02572481e+00 1.23244575e+00 -1.55480497e+01 2.30969694e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 1.69309039e+01 9.68966126e+00 1.03708445e+00 -2.19304336e+00 8.66611682e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 1.09112961e+01 4.39613630e+00 2.14564333e+00 -1.28688806e+01 9.81673405e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 7.71420737e+00 3.32404132e+00 1.58607153e+00 -5.79350639e+00 4.14174941e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 2.03512073e+01 3.19120340e+00 1.14579626e+00 -4.04883521e+00 1.87470427e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 7.69351853e+01 5.11988151e+00 1.04408717e+00 -1.23275229e+00 7.03984496e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 5.09560863e+01 7.83568134e+00 1.06326216e+00 -2.23700115e+00 3.15920236e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 8.24291903e-01 2.85389366e+00 -1.01393331e+00 1.54500840e+01 1.12489841e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 1.34202449e+01 7.38366514e+00 1.23068252e+00 -1.29465449e+01 2.33030345e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.45086967e+01 1.19034841e+00 1.56268896e+00 -9.68321999e+00 1.39329324e+02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 2.64619763e+00 4.77039680e+00 1.46121829e+00 -4.83832266e+00 1.74401710e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 1.04502115e+01 7.98278559e+00 1.05600272e+00 -3.99633147e+00 1.75568848e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 2.20815895e+01 4.04859660e+00 1.39955577e+00 -1.43953438e+01 1.83895626e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 5.65558224e+00 6.07363391e+00 1.21961042e+00 -1.13736216e+01 6.64618247e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 2.85332028e+00 2.84481310e+00 2.08235108e+00 -2.31727234e+01 2.81834335e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 2.01494562e+01 7.67795852e+00 1.10596896e+00 -4.06846669e+00 2.62877632e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 2.24852986e+02 1.47051193e+00 1.08458874e+00 -4.72558912e+00 2.67180543e+03
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 1.11470860e+01 8.67288380e+00 1.11646555e+00 -1.08237828e+00 1.25502011e+02
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 4.64742039e+00 2.78376748e+00 -8.92905760e+00 1.31141202e+01 1.98596765e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 1.59841556e+01 8.86958229e+00 1.02961554e+00 -2.86158316e-01 8.80100453e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 4.15029859e+00 4.17276317e+00 7.89670635e+00 -1.62230854e+01 1.86996533e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 2.97349061e+01 7.50415217e+00 1.09091415e+00 -4.73133589e+00 3.70373081e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 2.86489515e+01 3.87302768e+00 1.19898159e+00 -7.03343056e+00 1.69997691e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 2.28453228e+01 9.15320504e+00 1.06074862e+00 -1.66223297e+00 2.88281881e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 1.04660521e+01 2.13973413e+00 2.05923795e+00 -3.23227966e+01 1.80500697e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 4.13839661e+00 2.60667810e+00 2.19765343e+00 -1.90726585e+01 2.91447081e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 1.00043091e+01 5.43727113e+00 1.31098458e+00 -1.09630206e+01 1.22073427e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 4.23024500e+00 1.73744595e+00 4.41837832e+00 -2.88359325e+01 7.12665586e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 1.65772650e+01 2.76382166e+00 2.07141424e+00 -2.06658823e+01 1.08128710e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 3.06288990e+01 9.49389744e+00 1.11115630e+00 -1.22678169e+00 1.76985316e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 3.23821706e+01 9.78840695e+00 1.10143939e+00 -2.46633813e+00 1.80299682e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 1.52235211e+01 4.38633396e+00 1.65209994e+00 -5.07968792e+00 7.98252921e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 8.78689064e+01 9.30957419e+00 1.02406281e+00 -1.67394986e+00 7.27732013e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 2.20885872e+01 5.90342208e+00 1.20210554e+00 -3.04732464e+00 3.81790299e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 4.66453152e+00 3.42768219e+00 3.02356418e+00 -3.78766124e+01 6.33754314e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 4.38031426e+01 7.32158849e+00 1.06661883e+00 -5.24153612e+00 3.27370454e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 1.26457451e+01 6.93011626e+00 1.21155403e+00 -1.33216719e+01 1.56624823e+02
