G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	d2	d1	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	1.532084216383831299e+00	3.283383521335048183e+00	1.553598327027576387e+00	5.988512351030881753e+00	1.630255579430110346e+00	2.783513420901346347e+00	3.394052457250899835e+01	8.485238989813877808e+00	1.066341588685215669e+00	2.424448936314720360e-01	8.447614123563329258e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.625111365120737617e+00	1.027750202429465709e+01	1.531495345311459477e+00	3.558025378258921734e+00	4.168969436956037278e+00	8.017098993289536679e+00	1.815508559480068129e+01	8.209571360427782238e+00	1.207644788723034379e+00	-6.405240253417742835e+00	9.120916084649184086e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	3.790058239639721105e+00	7.110577969524694453e+00	5.858426912571268907e+00	9.658181132934611668e+00	9.698223462517805871e+00	1.270921837189380232e+00	-7.338444320213725724e+00	1.633148152873303331e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	2.686530565219201971e+00	6.809505654740509506e+00	2.840897366402306190e+01	5.983339047166447600e+00	1.128000307603854946e+00	-1.111902323276243498e+00	1.506086105310911307e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.866973848110053513e+00	7.538050792802163613e+00	5.362582334279530905e+00	6.242337517320528661e+00	7.047475134809385366e+00	2.542409980852664120e+00	8.215903003653311387e+00	5.152629388332185201e+00	1.256495691716537300e+00	-3.943021046763971249e+00	3.897727310677913692e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424201572952315420e+00	9.290509128127169447e+00	4.700327364338654057e+00	4.423901318327017940e+00	3.195066469951407306e+00	2.768176399166436763e+00	8.613316759580749604e+00	7.903050281908877039e+00	1.054349491198266264e+00	-1.628077353886923317e+00	6.073226378098111411e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.908085778137382782e+00	8.722385974755376026e+00	1.336158209366687499e+00	3.441778906507855229e+00	2.179028094014519024e+00	2.348779354325084334e+00	-3.382245241170515726e+01	1.584637273394147883e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.612599843992571280e+00	9.105513087301417841e+00	4.221666500279190437e+00	5.408114097006165188e+00	6.129941985698106777e+00	1.503203610257703993e+00	-1.395345818247526282e+01	6.656022537591546495e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	1.483007662675307481e+00	3.617311832626667556e+00	6.262349449585148164e+00	9.174505208416949387e+00	6.356309441602911114e+00	1.664717935640813717e+00	-5.279379034028479190e+00	3.465714770037033077e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	7.888882033648143555e+00	2.942651177831515863e+00	9.250653255282257348e+00	6.892772541404946196e+01	1.132067633981792110e+00	1.251918688501725052e+00	-7.999570551512731775e+00	6.525240200221604709e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	4.760694972928774860e+00	6.593564547980335533e+00	1.651468496167481703e+01	5.056860908466635607e+00	1.443129941578406239e+00	-9.029676654504282141e+00	2.521789182462439669e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	2.836987975918662475e+00	4.555454467287480824e+00	2.259735842095024694e+01	9.100339131470558840e+00	9.866559816655087189e-01	-9.134166932422134177e-01	1.556450849197236153e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	6.582515803794859899e+00	9.880392320068215994e+00	3.044954438939948460e+01	8.841666280546245815e+00	1.001235748265233205e+00	-2.402496200041780661e+00	3.145540868051276107e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	9.017059733655152343e+00	7.870642280134183544e+00	8.734367779206085203e+00	1.708903867134063059e+00	-8.620051099354595792e+00	1.648165190394862805e+02	5.096673563273763108e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	7.086203991138453340e+00	9.380574172594350557e+00	4.959863453489059992e+00	1.503082534894289557e+00	-4.867389340842597223e-01	1.257215720389192271e+01	4.853624761820594813e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	8.466591739488311674e+00	4.523336339899953096e+00	1.045281554380066957e+01	4.006655283806103363e+00	2.430769328277415653e+00	-4.826316076933039056e+01	9.086757000502741732e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	4.359956689133335672e+00	3.126181714160359171e+00	2.024270460989935216e+01	8.626748972264252302e+00	9.989407189383870955e-01	-3.520827305454388156e-01	1.720377375738266608e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	2.651338681659698882e+00	1.567469114981437706e+00	9.939288648940820536e+00	2.572905049386394527e+00	1.234105008008600457e+00	-8.197457671597861761e+00	2.024472528999891097e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	7.496265209045424704e+00	7.288046564958316154e+00	2.254151408723680206e+01	7.586185995914090263e+00	1.123693984004290547e+00	-7.937803189095917311e+00	1.811940067085828332e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	3.485470484714452866e+00	2.142508754710295005e+00	1.115742387742677622e+01	2.466934009420923779e+00	1.527921644252433042e+00	-4.350296096643850419e+00	5.073444843718708341e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	6.887007376746153042e+00	4.245767034845392196e+00	5.264672644917834710e+00	6.521677423275159313e+00	1.654027764053549898e+00	-1.101866296125105116e+01	3.343110940319790814e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	3.359153361264584081e+00	6.183439266320478467e+00	2.421018842756005540e+01	3.767361398058021837e+00	1.273937250022535217e+00	-1.635462335130066558e+00	1.730504460953677039e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	1.684744883400836724e+00	6.301635729219451143e+00	8.369778971350868346e+01	8.100816116509509612e+00	9.151836727238860103e-01	3.038810722163615141e-02	3.966457664245443198e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	9.879035852045948474e+00	6.387569751473723301e+00	5.178332680436568580e+00	2.698916666602277026e+00	-1.575519713835966229e+00	4.527603180510644876e+01	6.657376075424015482e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	2.230172753968803878e+00	2.360606059746991559e+00	1.271577205173974079e+01	7.480947417053231518e+00	1.107841143474904699e+00	-3.294351678351087553e+00	1.711621612857302637e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	9.693837620936841759e+00	4.625494660797119018e+00	5.487009703136996208e+00	3.292359388415040833e+00	1.094911994519120313e+01	-2.886324358091819704e+02	5.841899619287502077e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	9.714365676287282980e+00	6.561714022243917199e+00	9.957159006632565479e+00	7.634585455416540434e+00	1.289601323365935581e+00	-7.110566157043675339e+00	4.699627080626801501e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	7.696221813905104625e+00	9.744747246261734830e+00	3.473257701808129383e+01	9.074919243122758772e+00	1.122842328234386233e+00	-1.398195044245280627e+00	1.565098249600256679e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	6.401660408614637809e+00	7.123167805217921256e+00	3.758457716582713104e+00	1.952567441842372187e+00	-1.051681257685466386e+00	2.272965121606842587e+01	5.252321798601155223e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	6.226968607260309874e+00	9.107431680997429169e+00	2.610563657590079956e+01	8.763450361318557924e+00	1.305104197417675360e+00	-4.046623290922717331e+00	1.910757765285209189e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	8.826161654139564661e+00	8.066150628065287265e+00	7.696862499322976170e+00	6.372195253254857583e+00	2.091149362125289901e+00	-6.121835333697438486e+00	3.676811619418833033e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	9.831693659966154186e+00	3.844458147275942039e+00	6.023420153814969424e+00	5.083942544978712874e+01	2.672710655876768371e+00	1.189222912422871259e+00	-1.129041256167746710e+01	5.931169187657148996e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	2.207785211417533588e+00	5.139528363428413016e+00	2.801096173859623839e+00	3.894505499826169448e+00	4.533160484629199516e+00	2.158300801547638148e+00	-3.235286856378995601e+00	7.069804097994283332e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	5.193697404257903827e+00	6.249428457723445796e+00	7.113324326907902950e+00	1.440667657393387024e+01	2.249575852676210186e+00	2.270942518483114014e+00	-5.818829217436196188e+01	8.703380776086687831e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	7.686179145384825162e+00	4.172456522359172304e+00	6.739584865331347707e+00	3.325474207615196320e+01	7.204417739451673519e+00	1.128733115903177486e+00	-3.144246632578416190e+00	3.297154144094986350e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	7.018291814787835925e+00	4.604935507535500072e+00	6.575908058203820516e+00	2.814142863215700885e+01	7.646588743875327943e+00	1.116776729317940919e+00	-5.266096702066616508e+00	4.109417759151129417e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	4.822595097519318585e+00	4.087634161695834045e+00	5.580263728547865121e+00	1.838237188871143957e+01	1.555356765134947361e+00	1.709499583535090128e+00	-1.307849208953432374e+01	7.202874095727563031e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	4.184099390733719837e+00	6.470661204093172358e+00	5.586797368157014887e+00	1.142258004133799254e+01	4.819608852580730129e+00	1.381533139969176149e+00	-8.501878262120422747e+00	1.415997465162640196e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	4.921494388277036336e+00	8.669900771284231311e+00	3.607391854750579441e+00	7.337577365218501235e+00	7.834743941413589319e+00	1.324431946646007274e+00	-7.433659278199499454e+00	7.771333141114354248e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	3.325228392815725798e+00	2.483237354579911127e+00	5.434195586978956882e+00	1.907611488809481060e+01	9.724391397795415060e+00	1.200638510342782128e+00	-6.839438744472114973e-01	8.671537673682402669e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	2.737274561995753697e+00	9.170253265964085188e+00	2.978227118296198128e+00	3.755769379066826730e+00	5.619425349525061897e+00	2.606297745106532560e+00	-4.019181834032642087e+01	5.458708183917083545e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	4.976217885576954991e+00	6.970646032328041031e+00	7.917166527527652597e+00	1.643926339603071085e+01	9.779770385638368424e+00	1.087420181697244415e+00	-6.967288416063726508e+00	2.271711093958400340e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	3.564971347928372225e+00	8.298888971900998612e+00	2.386543694062506660e+00	2.966999752942248492e+00	5.662763452567970646e+00	1.638751286748473035e+00	-2.338415126032350599e+01	2.828657490858100942e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	4.493410105618892203e+00	6.310989179239069991e+00	1.477729874235715446e+00	1.501718123073803257e+00	4.520968234297280119e+00	1.590072169297044535e+00	-1.879898099645664900e+01	7.106010663319709408e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	6.850556141813902045e+00	8.342170175777512853e+00	4.419846796131596811e+00	9.674934795947155663e+00	9.072589219512144254e+00	1.004957132222724425e+00	-7.089951733653703236e+00	1.799178489160942149e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	9.839166082311308514e+00	1.098890135757879749e+00	6.610133316239834578e+00	1.766043033506185225e+02	5.859167824123294288e+00	1.069099257476729292e+00	-2.146856209745666710e+00	2.826632571589155759e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	6.284453564608912579e+00	8.415282487620268981e+00	5.213869317036393447e+00	1.118589410310504739e+01	5.503328637340699103e+00	1.337675741798422191e+00	-4.102408273591819921e+00	4.061797913884390709e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	1.346011384770297248e+00	1.144036915390202358e+00	3.294172180448699194e+00	1.138154394887006582e+01	5.467867807028053306e+00	1.201024155253118675e+00	-1.513551100356355539e+00	1.100172518485513820e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.797786628202168169e+00	8.543531279225874187e+00	5.543791148004985736e+00	2.763206611528206125e+00	8.761946995065246213e+00	2.623177914497458296e+00	-4.658934579889649541e+00	2.666304467322541427e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	9.570438678048484249e+00	1.041471402222225429e+01	3.982672495502078025e+00	1.243363495448603295e+01	8.588283411935204725e+00	1.157790702388882043e+00	-5.029591090270003839e+00	1.049736759241759074e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	3.029922100762759030e+00	3.014083861488469740e+00	9.535856916522655879e+00	2.797908543125666725e+01	4.586277682047700921e+00	1.306715029127024197e+00	-4.965275242676773004e+00	1.407768256662839974e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.264387364560245697e+00	2.392880681562613354e+00	8.801608776781325361e+00	1.740956277590710854e+01	3.889714608928278139e+00	1.668802233018362058e+00	-3.815837122719355712e+00	1.649933756535897089e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	6.503989846728643442e+00	8.377516725294817945e+00	5.782847996953170977e+00	1.295267278391905208e+01	5.732623930015960489e+00	1.197134683694149659e+00	-1.622569003256741738e+01	2.101632884378155097e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	6.632840217765452628e+00	3.281762232181450578e+00	3.555681914510561370e+00	2.323261009865715465e+01	5.802556177530116877e+00	1.099999224896807570e+00	-3.129251633737530014e+00	2.147123153333261598e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	6.722327420597033587e+00	8.483421457887825312e+00	7.525707000511522970e+00	1.711313647476236710e+01	3.549579957263076402e+00	1.825501379942083391e+00	-1.689570804396046455e+01	8.863224009560295258e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.516318708981121421e+00	2.111515885590375508e+00	1.218425687723223128e+00	6.327031558010265400e+00	8.070678352585144211e+00	1.091975393851334797e+00	-3.928611699052477757e-01	9.688805548557304803e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.865016833596065071e+00	2.762328445681978994e+00	2.906031298917735040e+00	1.258174947898037965e+00	2.344135824217969510e+00	5.118912964453366854e+00	7.537466652705814951e+00	5.020936820648997490e+00	1.546498505326737494e+00	-1.432998552509329171e+00	4.709000079737545974e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.453627094943836795e+00	2.656941053104834971e+00	3.207677386975014144e+00	9.793763493201092629e+00	9.449410535982885051e+00	4.009134859586676924e+00	1.072875555878103349e+01	3.858038631439170363e+00	1.451205826003580501e+00	-2.660574955870394476e+01	1.137483553419780122e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.721741291555122011e+00	4.281293890205681407e+00	2.622048894170690758e+00	3.547109775320430369e+00	6.919431029697859614e+00	9.498389097812582449e+00	1.239978761218686820e+01	1.723559632720399026e+00	-9.531188387852777666e+00	5.712765187645124598e+01	6.110656858751997333e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.021306964498387160e+01	3.516812146434252551e+00	4.240397146169194720e+00	7.434826063613837022e+00	8.860628298496035171e+00	1.096835008212901030e+00	1.979298507599975165e+00	2.993029361498419139e+00	1.694067210153617165e+00	-4.482753663442844072e+01	3.658476692793050944e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.037448013421885307e+00	4.018177395061699464e+00	7.836925431999486769e+00	7.902520240647482375e+00	3.696482247888437378e+00	5.809192131780357649e+00	3.240509705817929387e+01	9.381981739666699127e+00	1.020781888696327577e+00	-2.695281080340286017e+00	5.317077398021630188e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.786623225788839253e+00	2.894002188576797696e+00	5.783010845776598963e+00	6.263559704541828310e+00	7.165200309218814567e+00	7.791427099575192194e+00	2.195687616556583066e+01	3.573539186976610882e+00	1.490089844876257397e+00	-7.578611782309410572e+00	1.343987375514442988e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.112964692321331883e+00	1.541034815433691918e+00	2.868328081726966516e+00	3.660959253320110740e+00	6.736220337542667913e+00	5.422016200307241185e+00	1.112406955383962170e+01	2.435972671869317541e+00	3.000466287933802434e+00	-8.471981088334484156e+00	3.670176458081989779e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.850520596065440060e+00	1.182336975254061562e+00	8.718235290756089384e+00	3.537627013438881640e+00	5.776764068180731293e+00	1.584976404501921676e+00	2.839102508023630733e+00	5.128437487632202085e+00	1.540430394412097392e+00	-1.662667650054686419e+01	5.690317539594519758e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.154044908941311398e+00	1.001746174181493743e+01	8.689345275826692472e+00	6.168138974382848971e+00	7.049854049129619327e+00	9.763756171642132387e+00	2.620617623626789339e+01	3.971551091258923805e+00	1.404270989811655213e+00	-1.999582899660764923e+01	4.078210525957231312e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.662094874432349378e+00	4.756383175123432672e+00	8.447912694897851793e+00	8.627583319595926170e+00	6.249488442688763357e+00	5.455719545141845650e+00	2.336660019341843153e+01	1.249808834047395623e+00	2.214859596742918768e+00	-7.569320469010516206e+01	3.812082705164343110e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.249769212191012002e+00	4.190602586040531818e+00	3.568264782556230141e+00	9.649233367004244499e+00	4.373501337748299633e+00	6.290196257723543738e+00	3.960406351266227887e+01	3.996981025894929207e+00	1.016207259895291148e+00	-1.172116634956418579e+01	3.515977178981269162e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.517429928159989005e+00	6.887937543042962574e+00	4.999472490446192907e+00	2.196982133532608295e+00	3.339065967420057568e+00	3.350526581474233545e+00	7.306676666662557551e+00	5.899026053864622199e+00	1.401613612822980137e+00	-3.249079260072229580e-02	2.853192988324855861e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.215148587883495779e+00	2.746241494781428649e+00	8.918613143906684471e+00	2.738811361494147611e+00	8.201698464975475389e+00	5.474087602269129604e+00	4.660957824510552072e+00	6.112443361116333129e+00	2.289539568165373851e+00	-1.308351507157381732e+01	3.575319712587690901e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.609568250744965345e+00	9.548824444496808894e+00	8.057588164293703059e+00	9.450491623256096929e+00	2.844633473871043261e+00	5.073667512871000262e+00	4.503766230834246898e+01	4.221725467915560692e+00	1.059889128145034221e+00	-1.272813083134521017e+00	2.877245414154208447e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.162842880980445415e+00	7.644254011423112338e+00	1.348266105424491768e+00	7.754178103654859378e+00	6.826936321626067006e+00	1.848284056808459308e+00	5.699587055841632832e+00	4.849796416594578830e+00	1.242191545376658102e+00	-1.658658239284463320e+01	2.654333668875353069e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.911078858933848323e+00	1.457717036601436478e+00	1.071514504447774296e+00	9.012651358145152614e+00	3.407974501397186717e+00	1.712070934407087464e+00	1.708240015664694056e+01	9.439921075178123289e+00	8.895822932339678690e-01	-2.258122834643450538e+00	9.409187811561835701e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.154551262915029852e+00	4.795924118729294250e+00	4.945572299927255777e+00	2.828473028994598515e+00	6.749030408375221057e+00	8.811913345111998197e+00	1.032360457203339443e+01	4.453316433573871969e+00	2.083895147050300878e+00	-1.267567387682279900e+01	9.175082647613668030e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.682113189120084451e+00	8.876550962149396540e+00	8.941053715361524823e+00	6.067404641724893466e+00	7.704951568368648473e+00	3.076743255194398952e+00	8.267870806020757968e+00	3.670386233659499897e+00	1.635171639316221670e+00	-6.382533678504847430e+00	3.979824798545074316e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.218984662353020276e+00	9.555502582647998011e+00	5.643389003288538319e+00	7.054958563225564916e+00	2.941628242182539932e+00	3.009517270589155746e+00	2.145355907822729691e+01	3.128884026939800389e+00	1.091525306595149791e+00	-3.260167916139856903e+00	1.778141040062340323e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.708801489138652929e+00	5.194084390156672448e+00	5.815138854918110667e+00	7.301455013677045081e+00	1.819539762489491341e+00	5.509882445316598876e+00	7.601183478273014771e+01	4.929254321306753006e+00	9.499659503736135324e-01	-1.004168481791106515e+00	7.185227390246170671e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.319339985428775286e+00	7.221368115926097175e+00	1.908160802909634635e+00	4.447947021569931714e+00	2.258977712115775915e+00	8.004627639777531556e+00	5.394302117723232470e+01	7.766005739922955620e+00	1.139978459980138137e+00	-2.404115923366870522e+00	3.178374211500653246e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.025280893575921226e+00	2.538558792367747063e+00	6.793068832122894918e+00	6.575975946386181104e-01	6.629803496316989175e+00	1.651669186871220552e+00	-9.769422387747350722e-01	2.701200540908117453e+00	-9.766678101863535133e-01	1.567298623539193159e+01	3.916979461290257092e+00
