G	c	dx1dt	d2x1dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.822741329126777998e+00	3.973586576390850222e+00	5.334328003687859976e+00	2.384828653168634904e+00	5.491043735515606983e+00	3.016974745928769508e+01	2.031315533810240126e+01	1.550016271549742157e+02	-2.147113692145445540e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.499577434274744547e+00	6.435235970870122557e+00	1.774062678215061917e+00	4.950426757370181008e+00	6.910873932437350931e+00	2.472878455935493047e+00	7.467835803209017520e+00	1.586608703369337263e+02	-3.027395878211373770e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.480056810396012335e+00	9.142227864088591005e+00	8.904541475993918098e+00	8.120287371608919003e+00	5.214662678839675714e+00	2.516345843303311902e+00	4.087377511645608053e+01	7.304371986501710978e+01	1.391587355174122820e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.168847216504430797e+00	6.498703980688568471e+00	7.363519186270297112e+00	7.388101384340173716e+00	4.869500303541371089e+00	2.547529205305066657e+00	2.508796599610348821e+01	1.110779973220858210e+02	5.888382686851237224e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.307774398879715250e+00	2.849020717225085875e+00	1.805175819989067065e+00	4.591112204134335073e+00	3.696681017469738872e+00	1.481100147060954386e+00	1.184651331366150417e+00	1.768462061653818296e+01	9.947590929071377985e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.886366343014567626e+00	1.021303222464656768e+00	7.453178299357279712e+00	4.680841490395120985e+00	6.050032423353909117e+00	4.962743661296686426e+00	5.169763359428239724e+00	2.988646401913549511e+01	8.303691835445356162e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.762032177752737461e+00	8.952180872119710031e+00	6.402915343401615722e+00	4.487918174845431984e+00	8.500840848442654973e+00	5.080108818946684757e+00	2.838880200319998082e+01	2.603671193239316608e+02	9.659716190986362250e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	1.880288498887410897e+00	3.158285801287318062e+00	2.620609004263873221e+00	1.094197784218772451e+00	8.628143072494156574e-01	7.065368554816619628e+00	8.584202022771190599e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.432321965903011751e+00	2.796627104640005523e+00	9.450981890564595034e+00	7.833974795129072355e+00	2.854369264630974357e+01	6.734744250790867000e+02	-2.033010047252161598e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	5.473219933352156730e+00	5.081644259870207847e+00	7.116897049201527992e+00	3.534594034589517264e+00	1.488339842239361133e+01	1.690768388983578916e+02	-3.402895658484848429e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	2.577941180160526535e+00	3.559215856119410493e+00	8.204596561865525217e+00	3.645238142429159112e+00	1.111558840159636574e+01	3.273478205482622343e+02	-8.180014315451133200e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	3.423219463176361721e+00	5.938881527613932398e+00	1.727371094598295187e+01	6.641288100779455306e+01	1.279362595690638273e+03	-4.598695171992521296e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	6.832991582907731676e+00	8.165163164722345712e+00	4.591158281624577953e+00	4.523964702346228961e+01	2.911661061030175119e+02	7.029054959346689202e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	9.978783505565200329e+00	1.406281314897420476e+00	4.594894946480964637e-01	1.409516518704971055e+01	1.897996723905967897e+01	4.977148228604026770e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	6.601549084987850868e+00	7.928871667609973528e+00	3.813077425140875665e+00	1.824514588125952486e+01	5.906347493872746668e+01	8.288714175516651039e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	1.697033457111696508e+00	1.278673703930103711e+00	6.151103266120927948e+00	1.970389025443857633e+01	7.554710259385720406e+01	6.560364501848170882e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	1.726502648106875704e+00	8.970725936166035197e+00	-8.370645423329763801e+00	8.071423769129657444e+01	-6.070906273549019971e+01	1.231210353683295153e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	9.566126152353175982e+00	9.605608482227079747e+00	4.233050655706984244e+00	1.840396670496274112e+01	1.103170289217797801e+02	5.450445658973434604e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	3.558916897849182526e+00	3.614005615421185702e+00	1.459915757741975684e+00	6.517784614213706362e+00	6.550756412010689189e+01	1.412754772264599445e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	1.827918981812346244e+00	2.933173228752676831e+00	-4.174760283683216500e+01	5.667827217560682129e+01	-1.419294847362250493e+03	8.334672509499406488e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	6.524256779770539083e+00	8.029573506923965098e+00	4.626514532071894337e+00	3.648960430614187089e+01	3.074908308354694668e+02	9.898231417060880943e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	6.578690851540167195e+00	3.298250857296126881e+00	1.473265641933767522e+00	1.253371546004922266e+01	3.174149536075552547e+01	4.363498086943011600e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	6.950161368787585836e+00	8.550137172923390594e+00	3.183220269826252835e+00	2.348596537643376614e+00	5.282098206261174766e+01	5.494969123756066942e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	3.180158139596430011e+00	2.473554466983840960e+00	3.015557431004252997e+00	4.659500266821950731e+01	1.363049857087176520e+02	6.102631504295018061e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	9.725410073310638559e-01	2.359407286504831447e+00	4.117142078251503357e+00	7.894946979889835958e+00	3.164800096791824302e+01	6.731157862580881002e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	9.486380701495608747e+00	9.962895782706404191e+00	3.713700830836892841e+00	4.108307397180103848e+00	5.983083515945988751e+01	-7.875328790975195226e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	3.105073995863947722e+00	7.338213255417755043e+00	3.141732190886790121e+00	4.024484945620288023e+00	1.969958987916839632e+01	2.388774608642016162e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	7.432636302602942280e+00	8.688603690773728516e+00	3.507154314229964598e+00	5.712388773967319366e+00	1.271855521597788652e+02	-2.298920560368479471e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	7.880389408800601458e+00	7.556184858188530917e+00	4.269285095558117860e+00	2.068715337044316538e+00	1.444228676819800228e+01	5.994147445692546938e+01	3.211592760010307757e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	5.437458166886860234e+00	6.198577292471682654e+00	7.103842677517740789e+00	3.326188077822533007e+00	7.013698308353932376e+00	2.800332667614212667e+01	3.077266373888627626e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.930922589513264231e+00	3.934583676419813436e+00	6.348652366253812573e+00	2.776158443742976267e+00	1.856599776114563172e+00	3.101930551144272741e+00	2.438361551588489107e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	9.242181058262797677e+00	3.334147845267930954e+00	6.601353901527375001e+00	1.556025020720606200e+01	9.395891898459817426e+00	1.483715220691032073e+02	-4.942172035702127175e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	8.823988324442636255e+00	6.194314342563627562e+00	7.572109011566048764e+00	4.501202835974030592e+00	4.794902296320704949e+01	3.265144165229407918e+02	4.595924637718609063e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.877327541325055194e+00	8.392717424051992836e+00	6.590035061722523402e+00	3.005681994170196880e+00	2.153881372331412436e+01	1.125684094818370937e+02	4.563175387779908476e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	3.206234630169269462e+00	9.783671598848863837e+00	5.023021819110303987e+00	1.801358272534672622e+00	5.607207794442666149e+00	6.241514519263839134e+01	8.174752520930274713e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	4.982563177406735377e+00	1.583997076792976300e+00	3.624002143989833336e+00	8.582543438930011703e+00	3.105600339572153601e+01	9.759903264869736006e+01	3.253725932748332639e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.005178754790724582e+01	2.379392700445117637e+00	8.106797317579882645e+00	-7.068243956081627921e+00	6.618299459164090592e+01	-8.737085217243694046e+01	1.169389177945367919e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	7.760358018164687621e+00	9.246489427668219463e+00	3.304883158358006945e+00	1.418769782154594594e+00	3.752364686349705636e+01	2.600500188339529473e+01	1.544731296101764997e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	1.612426998694581171e+00	7.838813788024860507e+00	7.584895020704447433e+00	2.610096499009563420e+00	3.737960655058114590e+00	1.750836909155385683e+02	-4.172548582248836624e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	1.759725765029985123e+00	8.856445821924660677e+00	3.035562340986301511e+00	1.148423103124010192e+00	1.727762634241843287e+00	9.850987360759917877e+00	9.187200150781216212e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	4.916756900908672456e+00	2.787298868218420100e+00	6.986942088942512008e+00	5.653985835534216520e+00	1.572708303716346023e+01	1.068595225655034824e+02	1.402152173545401936e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	9.651772739148153590e+00	6.261007220805324458e+00	7.817118225868383341e+00	5.009152157048245790e+00	4.614443339794501497e+01	6.972577833956040649e+01	1.635361090809645646e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	5.894726064580373404e+00	7.392152690847748175e+00	3.145704531812204330e+00	1.400154014802225122e+00	2.591029145631071628e+01	4.805017761427853884e+01	1.035134067030371483e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	5.280719356587454172e+00	7.124526953490938119e+00	1.915860007956693867e+00	7.430412485223579777e-01	1.371620315819071401e+01	1.307774298142941660e+01	4.803940770021880979e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	2.254211559419335487e+00	4.661652519105245140e+00	2.382224147831202732e+00	8.385844071271508771e-01	5.238406163944548055e+00	3.763302564575454312e+01	1.196180952095977368e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	7.047591127733554117e+00	9.982388042174672460e-01	6.703441715598671635e+00	-2.105282467538585500e+00	-3.282035060724263786e+01	-3.782154562966289291e+01	5.646000504968725409e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	7.909721248959669992e+00	5.820104445081191180e+00	8.538960536835258353e+00	5.237415132397432949e+00	4.661998843868492770e+01	4.686927227284241440e+02	-2.328747211955345620e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	4.278654415120620058e+00	2.975157035926812021e+00	1.813032636071641335e+00	9.281161568642485316e-01	7.860725246200536809e+00	1.658601665100388800e+01	2.435548658513715026e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	8.057560572023907852e+00	5.246758248212380238e+00	7.796829793605879466e+00	5.415734915953936301e+00	4.470961019008286996e+01	1.070327146340075473e+02	1.390776392784265454e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	9.084071156975136674e+00	9.535453361562364449e+00	4.106201479872267690e+00	2.081501708676633200e+00	3.291887155479153648e+01	1.050779780311264062e+02	9.227153772722977010e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	2.857384498378009230e+00	4.411591149203520246e+00	5.606630071142775229e+00	2.166500278729876161e+00	8.236265865168036271e+00	1.155098674135671644e+02	-4.014301284275545889e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	5.753582032289658699e+00	8.177727750095124648e+00	1.006452484516903212e+01	3.996768072056954058e+00	1.462317135240442312e+01	1.332853315169412554e+02	2.199219477039513748e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	3.257500131552158340e+00	2.231410671187714190e+00	3.669389996795355380e+00	2.374002596110117658e+00	6.242927259831660969e+00	5.836645261634884463e+01	-3.394667071582011530e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	8.210410107582591266e+00	6.861808337649220491e+00	4.969137923745346797e+00	2.889621101890648802e+00	1.140081781876123479e+01	3.657585134632000745e+01	3.148683708671883963e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	6.200400925938079233e+00	1.003343076502661368e+01	1.854477636058688539e+00	4.610588405094577791e-01	8.450480663232314171e+00	5.099378508586360326e+00	3.445783936121678437e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	6.382346213581369554e+00	1.766256405056043643e+00	1.850597708827883103e+00	-3.392502308604542716e+00	2.342136292705365364e+01	-4.396329945473650014e+01	6.105091778469178365e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	8.435102085254609250e+00	1.183278405118432408e+00	3.379307179789474702e+00	-7.536406345278350294e-01	-4.969738850704100486e+01	-4.550626989657104104e+00	1.496082769899577158e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	4.795051084598424218e+00	4.739015666839171637e+00	1.219245163820223965e+00	5.768705889872245418e-01	9.334970624097984171e+00	4.422195232983540336e+00	3.783275495700981850e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	9.155819258482051026e+00	2.006550613762879021e+00	7.011492327076701336e+00	-3.253593608834665307e+00	-7.621589216548270542e+02	-1.946202609799708938e+00	3.432143673359414748e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	5.742434966543759067e+00	7.640251192602241836e+00	5.548751612661291688e+00	2.237654707387778164e+00	2.502355449155854217e+01	1.411625881317870039e+02	6.578327565206643612e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	2.622102229291197517e+00	8.897505374633418285e+00	5.752144453643985855e+00	2.155382092042755549e+00	9.362150754211892689e+00	7.221187605815205757e+01	3.063172646376377273e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	7.207692462391139365e+00	4.833391553521980910e+00	2.545440545698794743e+00	1.548364521560629203e+00	3.800759059155378594e+01	8.531671368803704070e+01	1.039839892762020241e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.989098569045422593e+00	9.812924798811108573e+00	7.606262038534621794e+00	3.824811420136357221e+00	3.567868640124173485e+00	6.517785356646171202e+00	6.373350758034019492e+01	6.055925125855669648e+02	-1.186517947235407604e+02
