G c dx1dt d2x1dt2 dx2dt d2x2dt2 d1 d2 m1 m2 Fc Fg W p
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 5.74428754e+01 8.24656958e+00 9.55251301e+00 5.74529635e+00 6.65513310e+00 2.58105068e+00 3.74493985e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 7.95155587e+01 2.67199259e+00 5.82120073e+00 9.36883434e+00 2.04109343e+01 9.64239723e+00 2.91612812e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 5.43724285e+01 1.76469661e+00 4.54771445e+00 5.35417207e+00 1.37979784e+01 7.23852424e+00 7.37720923e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 5.11486647e+01 4.92621424e+00 8.63382816e+00 5.41404187e+00 9.48880923e+00 8.21234382e+00 1.58791213e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.06523847e+01 6.92476696e+00 5.43684439e+00 2.07772110e+00 1.63128180e+00 4.57871487e+00 1.10107425e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.50279194e+01 4.93945142e+00 5.24712260e+00 8.22390620e+00 8.73616123e+00 4.02681455e+00 2.72240973e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.76228430e+00 3.49078719e+00 5.41281240e+00 3.22268871e+00 4.99709908e+00 3.11035606e+00 8.53843882e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 1.26763839e+01 6.02354066e+00 8.62106502e+00 9.09651240e+00 1.30191908e+01 5.32583225e+00 4.53477692e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 3.89955988e+01 4.12302102e+00 8.48747388e+00 9.19741798e+00 1.89334094e+01 5.96645860e+00 1.09001110e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 1.64027876e+01 9.39580921e+00 4.63167993e+00 9.48979101e+00 4.67800842e+00 6.68597359e+00 1.17631519e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.95765696e+00 9.30380626e+00 3.99969874e+00 5.68207440e+00 2.44271916e+00 3.31406654e+00 3.14241917e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 6.67240194e+01 5.52134638e+00 5.42735222e+00 7.09384406e+00 6.97308005e+00 9.53788673e+00 2.36812320e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 1.37997241e+01 3.95095595e+00 6.15495259e+00 8.00664292e+00 1.24730592e+01 2.52782648e+00 4.94523468e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 3.10149459e+01 7.63419173e+00 3.14503490e+00 2.17913157e+00 8.97730247e-01 9.69087857e+00 2.44608792e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.13306421e+01 1.33041649e+00 8.14559576e+00 6.40861475e+00 3.92373257e+01 1.13370510e+00 6.35383705e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 4.83967601e+00 5.27292105e+00 5.37834489e+00 1.30868111e+00 1.33484615e+00 5.33013123e+00 1.61969867e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 8.06554029e+01 4.02691055e+00 4.00640994e+00 5.47809475e+00 5.45020630e+00 4.00031054e+00 4.06930259e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 1.18045509e+01 9.28482297e+00 1.96138894e+00 2.39358413e+00 5.05636937e-01 5.04211073e+00 8.86465023e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 8.52023045e+01 1.10802725e+00 3.14960644e+00 2.64630633e+00 7.52221889e+00 6.13598121e+00 2.16908364e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.11565622e+01 5.97533388e+00 9.54353055e+00 4.28542810e+00 6.84449016e+00 4.92030242e+00 7.56658983e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.97654572e+01 7.66597223e+00 3.74589718e+00 4.89193450e+00 2.39039265e+00 4.73362165e+00 4.92843433e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 6.66367481e+00 5.36516189e+00 2.51973360e+00 6.60855182e+00 3.10368829e+00 7.59451074e+00 1.09527288e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 5.36070023e+01 1.76862727e+00 5.14605512e+00 1.66985577e+00 4.85866636e+00 7.17288648e+00 6.57789429e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 5.25832078e+01 9.75215251e+00 3.76378969e+00 5.53322585e+00 2.13551812e+00 8.49944154e+00 6.66819144e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 4.67140149e+01 5.66209388e+00 1.31643325e+00 2.64362617e+00 6.14641416e-01 3.24963083e+00 4.08306210e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 3.86077641e+01 6.52767620e+00 3.90830696e+00 6.16577658e+00 3.69162727e+00 6.48575659e+00 1.07390843e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 5.80458470e+00 3.12948804e+00 5.89697762e+00 6.73664151e+00 1.26940329e+01 6.26675307e+00 2.52520259e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 3.34597389e+01 5.35148277e+00 5.96541135e+00 6.01038331e+00 6.69990176e+00 4.32764030e+00 2.26552424e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 6.20292927e+00 4.86234543e+00 4.20903029e+00 7.64465959e+00 6.61750677e+00 5.37451788e+00 6.03916429e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 6.34025628e+01 1.67406258e+00 5.02572481e+00 4.02048320e+00 1.20699443e+01 3.82403929e+00 4.51996939e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 2.04899874e+01 1.95544318e+00 9.68966126e+00 7.88595932e+00 3.90767041e+01 2.27659958e+00 2.75750384e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 2.63666157e+01 8.53725268e+00 4.39613630e+00 4.89490374e+00 2.52056075e+00 2.92421090e+00 1.84698928e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 1.21418576e+01 3.15837957e+00 3.32404132e+00 5.35766048e+00 5.63867782e+00 1.94962282e+00 2.70528330e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 1.12765743e+01 2.75462444e+00 3.19120340e+00 6.83291915e+00 7.91586484e+00 7.14762618e+00 2.37459468e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 6.04503710e+00 5.54420306e+00 5.11988151e+00 1.16522546e+00 1.07604577e+00 6.94654654e+00 2.62464955e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 1.64855187e+01 7.91872418e+00 7.83568134e+00 6.88594799e+00 6.81373577e+00 9.55545734e+00 6.21939235e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 4.34869794e+01 1.55751867e+00 2.85389366e+00 6.56726634e+00 1.20334222e+01 7.56710572e+00 1.05894981e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 7.76747461e+01 6.19127128e+00 7.38366514e+00 3.78862405e+00 4.51828552e+00 1.46841255e+00 2.87743724e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 7.37600753e+00 2.07289399e+00 1.19034841e+00 1.77214856e+00 1.01764694e+00 8.95820657e+00 3.28627372e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.57955311e+01 1.32814946e+00 4.77039680e+00 1.81841905e+00 6.53132851e+00 8.76407647e+00 2.34460068e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 3.02100142e+01 1.47469557e+00 7.98278559e+00 9.30901372e+00 5.03913229e+01 4.98988289e+00 3.00683347e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 4.16424563e+01 8.50747697e+00 4.04859660e+00 7.20351389e+00 3.42805769e+00 6.27276745e+00 1.19006980e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 5.66403932e+01 2.06175235e+00 6.07363391e+00 2.14392352e+00 6.31569868e+00 9.78470499e+00 7.83513608e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 3.16575181e+01 1.40636228e+00 2.84481310e+00 4.21050852e+00 8.51708693e+00 5.79073927e+00 3.23120957e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.82444804e+01 4.94109898e+00 7.67795852e+00 6.33234695e+00 9.83981445e+00 9.14789646e+00 2.19939134e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 6.40706924e+00 8.59594125e+00 1.47051193e+00 8.52014535e+00 1.45754549e+00 1.74734882e+00 2.77456606e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 8.40808843e+00 3.36167539e+00 8.67288380e+00 1.39294836e+00 3.59370786e+00 2.71946682e+00 3.64811074e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.08852343e+00 4.79541356e+00 2.78376748e+00 3.12969818e+00 1.81680931e+00 4.96679449e+00 1.42415225e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.46509947e+00 1.35930279e+00 8.86958229e+00 9.00774091e+00 5.87763813e+01 6.26281128e+00 5.55585708e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 8.57257321e+00 5.04170663e+00 4.17276317e+00 1.08248995e+00 8.95921667e-01 8.34605067e+00 1.81497108e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 3.25457916e+01 6.19851773e+00 7.50415217e+00 2.81259193e+00 3.40502661e+00 9.89435904e+00 1.76063951e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 2.27198412e+01 6.13816348e+00 3.87302768e+00 9.63121758e+00 6.07705748e+00 4.49966347e+00 1.12745868e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.43434165e+01 3.99184023e+00 9.15320504e+00 6.52061662e+00 1.49516357e+01 1.42674073e+00 2.02579420e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.35863036e+01 3.83979863e+00 2.13973413e+00 3.35504230e+00 1.86960287e+00 8.21054353e+00 3.27017603e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 2.26224393e+01 1.95961257e+00 2.60667810e+00 1.60291985e+00 2.13220518e+00 6.43942647e+00 1.43679851e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.54688148e+01 4.30118489e+00 5.43727113e+00 1.25372206e+00 1.58487183e+00 2.78688573e+00 1.02334615e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.13391997e+01 1.89545202e+00 1.73744595e+00 3.20270572e+00 2.93572616e+00 5.45345611e+00 1.74579404e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.75738246e+01 7.89936350e+00 2.76382166e+00 8.93337238e+00 3.12559969e+00 7.68079221e+00 6.26490190e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 1.04818193e+01 9.69646868e+00 9.49389744e+00 4.74322289e+00 4.64413109e+00 7.93370608e+00 1.17892313e+01
