G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m1	m2	Fc	Fg	W	p
1.000000000000000000e+00	1.000000000000000000e+00	1.210871354314303039e+00	2.807153417018533048e+00	1.675459980672937998e+00	5.551995977283581851e+00	1.347542926030730115e+00	4.262186403363576126e+00	3.160727579710336244e+00	7.784327027971879254e+00	3.853291382530047215e+00	1.085575860665836245e+01	8.583689414059454847e+00	1.507929946579177116e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.539537114425606035e+00	1.028021413413707386e+01	1.241690925631928177e+00	3.202156625718126204e+00	3.992875705078051674e+00	4.617498682181039982e+01	7.287501399250034595e+00	9.324596839616836164e+00	9.346044575243814378e+00	9.190457033393258257e+00	5.128058729558527595e+00	4.077291868155720200e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.910575650247771762e+00	9.048090333744509550e+00	8.620574642173769675e+00	3.840631434505819897e+00	6.644456192776605263e+00	6.581694389599172723e+01	6.048377402553113846e+00	9.661978522859694607e+00	3.389968797825425817e+00	7.259194800885272691e+00	7.184345062638598733e+00	1.084628170348813425e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.274173448480913073e+00	1.147715867443690252e+00	2.208179761932536511e+00	4.727657691936067330e+00	2.244578975581394076e+00	1.044224941203099455e+01	6.771335599749178868e+00	5.318813630157293915e+00	2.393683072935922862e+00	2.348003661108223117e+00	2.752280332140358610e+00	5.131515122928835826e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.564205643769806198e+00	7.576780653207171312e+00	7.274033066410900084e+00	6.900391347770696626e+00	7.462046533302825857e+00	2.305115485563663213e+01	2.543385255652053978e+00	5.948390382356866901e+00	5.000951826840039693e+00	8.283531896055819743e+00	7.428222939407004510e+00	1.858307316001589049e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.760336342781593011e+00	9.902354914335861125e+00	5.131446909626260933e+00	4.312098698419836396e+00	3.617958142076415751e+00	7.240830945674114005e+00	3.405856948743122281e+00	8.258240366024280021e+00	9.195808556989899074e+00	2.171869988093911630e+01	7.933725550777628754e+00	1.440131053368432834e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.140301844924339392e+00	2.412421139226236910e+00	4.381219304073352916e+00	6.995487618836850885e+00	8.786586386941079851e+00	3.603000442800284020e+01	1.418006821218377178e+00	2.493723171751739187e+00	2.850235675502629018e+00	5.967654391743113962e+00	4.770504624740720345e+00	7.596071824153456387e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.015894812036020056e+00	5.779993184457404176e+00	8.808860765410225113e+00	4.923774985878202060e+00	7.467815662148741929e+00	4.775256724171607914e+01	3.938831177317194232e+00	6.360583559950204524e+00	1.491978158415555589e+00	1.216049654792549450e+00	7.044848334380096944e+00	1.997791710087235995e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.721543927544609609e+00	9.785978647785837481e+00	9.840572661374382690e-01	1.399072814974585022e+00	3.211160556202714123e+00	2.077880055545368521e+01	4.672359685339581681e+00	5.326951448101803877e+00	3.615517536793810383e+00	3.714369961800596087e+00	5.860416664980791168e+00	2.955756156826150338e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.251979361636192500e+00	1.646360806604795002e+00	6.154982749513646212e+00	8.148971413650055950e+00	3.257302144972129554e+00	1.128419060353107817e+01	9.171254682435176164e+00	2.208733743002504468e+00	7.497819200009566032e+00	6.871379373888913955e-01	9.669929900327941752e+00	2.102197104101615821e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.974374137574541166e+00	7.359519609453239575e+00	1.066170622952197711e+01	3.870651293326475173e+00	4.893559614936204838e+00	3.337650601432548569e+01	6.908789188487219235e+00	4.653575665569869457e+00	5.578734069929918604e+00	3.823314931726617516e+00	5.966098080795777747e+00	3.027210891999538411e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.398112540021170691e+00	4.333215880775744822e+00	6.189996862473743811e+00	4.269003555244973214e+00	3.351864638023011267e+00	1.212889916651917588e+01	5.332736443714520824e+00	8.875898269884515912e+00	7.292496561483137185e+00	1.502670594638665769e+01	8.850928451576400846e+00	3.211383367870569217e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.779802372764190732e+00	1.040271525162774324e+01	9.531868162250225041e+00	7.254203490600582782e+00	6.317584690382928692e+00	2.797242858006890387e+01	1.048053649163819223e+01	8.968968710085023943e+00	9.188364706937719006e+00	8.259383988255134312e+00	8.407378310315570147e+00	5.948774782895545954e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.677192907944570877e+00	9.943089412919952963e+00	1.582878414417487445e+00	4.120003081208012397e+00	8.530993895315047482e+00	3.501903223526632303e+01	7.924920564927774080e+00	1.289046519522617507e+00	8.532527207203463249e+00	1.448269094510545862e+00	4.644082584800745650e+00	2.173052811378723526e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.728176321849058894e+00	9.170243549048086251e+00	5.923247570265504081e+00	2.049869399230928035e+00	6.526255818622566096e+00	3.279454368588282165e+01	9.401195224584572685e+00	2.139514341524341834e+00	7.154771554816322876e+00	1.794606467980754960e+00	2.714371191019502305e+00	3.853933574013947538e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.610611148439426543e+00	5.544588751380609359e+00	3.506793864765519242e+00	4.085485328468309696e+00	8.420184062828781180e+00	6.950664178826482953e+01	5.591152677440706320e+00	3.262885032437362831e+00	5.383098395384981139e+00	5.159551890109349337e+00	3.543603881353861951e+00	9.438745174314142616e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.660287925289857025e+00	8.302241868729831609e+00	7.471078753718654042e+00	9.466899626173074012e+00	4.154726807936388155e+00	1.194107439804131232e+01	4.715795777987956683e+00	8.198404627026606661e+00	1.378619498299777701e+00	4.030953207602362198e+00	7.592957694070600283e+00	2.367874162316335074e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.890327480460664233e+00	9.291979083072142487e+00	1.082508050936363020e+01	6.867617626833321332e+00	2.989911439284550720e+00	1.551800977283285476e+01	1.740634083553617373e+00	2.080394702240548011e+00	1.001165063975927438e+01	1.374782076658921781e+01	3.056533296776199560e+00	8.785904835398290480e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.165039767619298061e+00	3.481565752018445536e+00	3.237179526091786386e+00	6.763556714058214681e+00	7.825364133292116442e+00	4.687844309953403865e+01	7.649770508142698766e+00	7.490864440631963106e+00	5.499626403077270353e+00	5.072899987285199863e+00	5.033422937349379289e+00	4.790008034850187224e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.157318912535814093e+00	8.352792242975962012e+00	5.953537613705012888e+00	6.400897943197901618e+00	4.166252453279154722e+00	3.256529527438229543e+00	1.991362861991660349e+00	2.233413242440718705e+00	1.830658956178006003e+00	3.473979314759209736e+00	8.477589142502051089e+00	1.011686641614985405e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.307999769052782035e+00	8.670562645064292528e-01	1.939718936985777242e+00	2.480394996039196887e+00	7.793321951674584191e+00	4.482497516847001862e+01	3.233108934982978244e+00	5.309063004479992465e+00	6.326226936581607951e+00	1.321714616433647294e+01	5.121125002658656555e+00	-3.290404296182988797e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.653197169783109821e+00	6.467774735032639555e+00	5.982116814091658519e+00	4.695863507136984971e+00	3.232900748946839542e+00	1.019741939668269559e+01	4.722056182498669763e+00	4.415743242724398776e+00	3.531036057519167493e+00	1.424373384354920891e+00	5.045165398511914923e+00	5.820705221710484878e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.964155981657344618e-01	3.191052747152025582e+00	5.336425111996257797e+00	8.704222092296078017e+00	9.602838196908365376e-01	3.107675164660452349e+00	6.914294045528645682e+00	7.821785082858884408e+00	6.482564916678416722e+00	8.753064493911702826e+00	2.687630441827004724e+00	2.071348313497239690e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.983177306099999981e+00	2.498247480788756913e+00	1.020189765742138732e+01	1.862512195058594111e+00	1.050836497406730707e+01	9.234657479693385085e+01	5.977665159245124649e+00	3.543767341468207377e+00	6.263088554218648518e+00	2.698387225592913108e+00	3.159183312056144555e+00	1.003814976157439753e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.282715130604737297e+00	1.759137622547545687e+00	5.969690957679361532e+00	3.764598682060669610e+00	2.543190966089058591e+00	2.866447013418846268e+01	2.391887424363908110e+00	6.751801317559923632e+00	4.282720854876713723e+00	1.359637824844567255e+01	8.598143436381166183e+00	1.174403186856829429e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.855725557414264593e+00	7.292338059224568347e+00	4.021177355191902336e+00	3.503974395270312403e+00	9.722207149525901926e+00	8.148106077196273134e+01	4.359451046586375611e+00	2.939790620910487817e+00	8.997672888410043868e+00	5.742256279690924003e+00	1.830658545418742733e+00	3.254093725677286719e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.832262756918300095e+00	3.739616238846406482e+00	1.579801515754424734e+00	4.721694745198954379e+00	9.444874687825496551e+00	2.992884170897509932e+01	7.340976904341247611e+00	7.326386247360357373e+00	3.310919476324047928e+00	4.390578400421389915e+00	3.156357271306958090e+00	-2.592077838601290485e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.245123969803098252e+00	7.363601472007654358e+00	2.976175553511609895e+00	9.810219545435797883e+00	8.422584074943564758e+00	1.807410991340579898e+01	9.307968216541928186e+00	9.044469859849890270e+00	5.333804820408857950e+00	4.324678142822145688e+00	9.011063321664272152e+00	3.211740568893945547e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.672375220961608733e+00	8.133078845491708009e-01	3.735959786764475599e+00	2.023998582394648249e+00	7.377989429865094984e+00	4.960702358987577298e+01	7.689866407648032087e+00	2.635098893225368943e+00	6.668627285528033077e+00	2.720650907917476324e+00	4.644886018062208244e+00	1.865097814980418045e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546699135240349854e+00	4.612950561530808180e+00	4.339984053498533889e+00	5.639365019707239135e+00	5.782637828083611709e+00	3.025508618866026467e+01	9.584415857651743309e+00	8.314616298304109421e+00	6.191031396982761947e+00	6.592606544172621597e+00	9.074671884642397046e+00	1.898532933485043150e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.715917069163700903e+00	5.802960057447667630e+00	8.849649905115658299e+00	2.527162237311080695e+00	9.102851773704205840e+00	1.788897235951498388e+01	7.100372912415468640e+00	6.155233902331178619e+00	7.137913063320530327e+00	6.332440399959741839e+00	1.061996634395124062e+01	1.288105667107303809e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.837680077114000277e+00	9.029253458168767565e+00	7.080956538089970387e+00	9.608997272649483889e+00	3.741459527726564538e+00	1.912172407967235088e+01	5.514340598280848660e+00	2.943286280421531842e+00	4.855352578970500765e+00	1.972531936470243608e+00	3.628796101796364582e+00	2.292594170087922212e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.124047225758105117e+00	3.801442185903630033e+00	5.327921574734955534e+00	1.481923441840940381e+00	4.757350459856316327e+00	1.178093833721181127e+01	2.335937699585294069e+00	4.651439899433862379e+00	5.727739824641223443e+00	1.237699425989258017e+01	1.873381207495090184e+00	8.667025887270075613e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.371949806128606397e+00	5.574841006664500220e+00	2.152155400800741969e+00	5.195448870179792067e+00	6.576611386737062581e+00	6.175995472521131546e+01	7.133852604869865388e+00	2.647518397670625578e+00	2.141910383074994151e+00	1.274362049820827680e+00	7.896323660648075560e+00	9.267451096655414666e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.217722113575588239e+00	8.723238576238371067e+00	8.155509874223724864e+00	7.399021585524043765e+00	4.402955467186218996e+00	1.642252050197129520e+01	6.674324704767767180e+00	6.631757793231670917e+00	9.088684093058526869e+00	1.027820882599742269e+01	5.226832482163805693e+00	3.154471810481174199e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.997199546646789337e+00	6.541318803100333312e+00	7.821903827387910901e+00	8.136436394443361309e+00	5.522983848166703069e+00	3.297007616637832683e+01	6.356891687498850807e+00	6.897159039325372554e+00	4.639738456817195988e+00	6.424086464940844010e+00	2.146349275953816971e+00	8.533339144216329775e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.816473502800481477e+00	3.132990694033983115e+00	1.766240756497955644e+00	4.937026273381516006e+00	3.619100152163194473e+00	2.025358909856475975e+01	5.765983538572388767e+00	1.386320164369207131e+00	7.209901985642799715e+00	3.474375694976676865e+00	7.646175032334563859e+00	2.052960760828203668e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.550460715637974829e+00	1.596142120749129978e+00	6.015587198252217327e+00	4.879776052302374545e+00	6.899962045988537795e+00	3.703213803421471084e+01	5.287855910630932854e+00	5.179972599957364920e+00	1.445845384554488522e+00	1.132216926143284841e+00	1.088508578525827275e+00	6.156311147359214697e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.383253635589177577e+00	8.927622291630077811e+00	6.504530310887249200e+00	4.470274925335461447e+00	8.726749871669102987e+00	5.418112111601202940e+01	3.916418782516023267e+00	8.897314248761121647e+00	2.276769559698583301e+00	6.532177201457382232e+00	9.180544887707254631e+00	8.085799805434062959e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.174067349907210733e+00	1.003948430043542395e+00	2.207822587631963263e+00	2.981589822473769136e+00	1.862983533357709387e+00	8.321587631941730123e+00	5.611522774044468420e+00	1.005078431599435440e+01	4.720306727643661659e+00	8.746163626347208009e+00	2.108269518010196020e+00	2.154347986062235265e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.012302240408146581e+01	8.363292027939937867e+00	4.817899805757614118e+00	3.412734763883561673e+00	8.226210967048046996e+00	9.449457858027007262e+01	2.322766693317264597e+00	4.574328996066953756e+00	8.914571878173052966e+00	1.844706942963596674e+01	2.146160736279472570e+00	-6.391672944859122518e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.166457881269239216e+00	5.534365162698783536e+00	5.517545281627548093e+00	5.043659222681137422e+00	7.088161655609906298e+00	5.861127760380669827e+01	9.509320953454654557e+00	9.258087585786510587e+00	5.801530719459586649e+00	7.274676562923037437e+00	3.422195372651259504e+00	8.860919358298394721e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.593812050277758630e+00	9.787916432076155360e+00	1.667178722252184109e+00	4.112713142846303072e+00	9.135878146340234096e+00	7.841222054837218991e+01	1.486737334503117625e+00	6.200782779464899086e+00	9.526514352903932448e+00	2.059838968293950856e+01	9.623014394681659311e+00	-1.512370061518025777e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.195709797095164006e+00	8.666597479548215688e+00	9.085994396274235996e+00	3.900434459430461409e+00	6.676028448118881187e+00	5.547019951615373401e+01	2.445356496760160869e+00	4.490404672782484674e+00	6.144463546874185056e+00	1.318232876672763254e+01	7.460928313726751249e+00	7.627856861320946313e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.634795811937488352e+00	9.606529838096859564e+00	9.571385839790364614e+00	7.703573108174288642e+00	8.106240177470510844e+00	5.738044914247355877e+01	5.365148289405436088e+00	9.452274797935382722e+00	6.098058630198624819e+00	8.592928835915905950e+00	8.118341703462494507e+00	1.976883296035311544e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.751155031805868845e+00	4.716614152205497845e+00	6.383811135808754145e+00	9.188235145828432593e+00	7.443261702192339735e-01	1.125805952409987043e+01	7.368208121744594941e+00	5.803214055424864348e+00	2.318945000415308488e+00	1.851599735516520573e+00	4.381956135044243972e+00	5.485826963913095211e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.588056903650727936e-01	8.221273807239683151e+00	5.165931193903648300e+00	6.950530060318270920e+00	8.138123368249166489e+00	1.880240725670915936e+01	4.992035655313924458e+00	5.101507804292121584e+00	8.656230283406898707e+00	8.192773987798133817e+00	5.064166583006491251e+00	2.844912153513780240e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.156807495203300284e+00	4.123879462842550581e+00	3.934867983226221444e+00	1.290738272985665569e+00	1.474192164202674071e+00	7.302636571877439309e+00	4.222412453469356564e+00	5.315620200810069917e+00	3.362705969057864674e+00	5.788552043616561171e+00	2.322723066036112893e+00	8.854068363249300022e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.810413499622026912e-01	5.456126441968702778e+00	7.045362774342325274e+00	3.829777254592097169e-01	9.601470567105064191e+00	1.434903024924304304e+01	5.777562496507898437e+00	8.590172602975115979e+00	9.726524194170176330e+00	1.188660245000913029e+01	5.353856081343375983e+00	4.341278709147011305e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.510732833780115580e+00	6.853256346134376287e+00	6.219615057451678197e+00	1.004780233414405721e+01	1.023770488299492243e+01	4.391893668420818386e+01	4.338320240160419061e+00	8.027291704999312216e+00	9.391779878249806757e+00	1.992222544550590158e+01	5.320063998994378984e+00	1.435461888441883715e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.251317246935195193e+00	8.270927921364236823e+00	1.960297422124440248e+00	3.672151501426828002e+00	4.174026718746227438e+00	9.945636860736644991e+00	9.435968283981695848e+00	5.142591715143614017e+00	9.194819767162021762e+00	4.716267213454563567e+00	7.360645120029380095e+00	1.663756824275969937e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.534090438002202461e+00	9.100919947581115110e+00	5.870928299194935640e+00	2.349593729422574828e+00	3.243473242427722614e+00	4.500602278113682075e+00	9.176356306606180624e+00	4.403563650265740037e+00	5.280157570710361625e+00	1.801436374697224174e+00	3.280946046967248897e+00	3.329328771058528424e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.658218634128967750e+00	8.178053634522528981e+00	9.045481425087848137e+00	6.441211366661018012e+00	8.399675987515838216e+00	7.185849879480942093e+01	5.588196588744137827e+00	5.674465503361481922e+00	7.708621774785318514e+00	6.634268667012729992e+00	9.285737069571071700e+00	2.283821941006418221e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.548906225154762062e+00	4.507180232718048352e+00	4.827243795002458704e+00	6.624464340536022178e+00	2.045573448367457026e+00	1.187580658021970770e+01	3.430449598301938963e+00	6.286907873535351854e+00	7.908850940188466794e+00	1.232024022680033326e+01	1.540870928187254352e+00	8.350478796655380620e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.847260351638462250e+00	5.633418752020232567e+00	8.832668995021257796e-01	7.647306495856601494e+00	8.303889865632118727e+00	3.134709232033369020e+01	7.269891466243509903e+00	2.591157754022765047e+00	3.202957276351859228e+00	1.260324791074052264e+00	1.053867546125855981e+01	2.497214507333218148e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.872745643421180439e+00	8.595696685637689072e+00	7.752287474292764102e+00	3.470654992073257450e+00	1.323797560124209571e+00	1.653273131539607022e+01	2.197405124388780440e+00	8.419865745568992921e+00	5.818696274082328479e+00	3.831756368208562691e+01	4.195490193265017931e-01	1.989162518519863726e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.780440738158222569e+00	3.411569302593747466e+00	2.068932294639525438e+00	8.785900314853869464e-01	1.480041036212837113e+00	5.432964731116755708e+00	6.853817592497286171e+00	5.448573789110413124e+00	1.977117141634912034e+00	6.148811851130825401e-01	5.591932784751297625e+00	1.593295440749174174e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.672467851673859585e+00	2.523734864412971568e+00	3.371086910833000605e+00	9.637297562009765173e+00	9.815398055573311353e+00	8.567631281395560450e+01	4.312167423948182865e+00	5.095600188338670122e+00	5.250294178517271426e+00	5.206793031467904065e+00	4.501464895357798923e+00	2.657831439455088374e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.512572841664208578e+00	3.622013801520806542e+00	2.405262971713181042e+00	3.343373077191698961e+00	6.276224525400913912e+00	1.065084211899128874e+01	9.742127951265938890e+00	1.257867092887927640e+00	2.611118473138247520e+00	4.825704462473439649e-01	6.211334909801485615e+00	8.698522246187462059e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.006115503040980741e+01	2.844196049724877717e+00	4.235615059744549882e+00	5.544319059129103167e+00	8.107920442814389617e+00	8.703252107464605558e+01	1.246296269490087205e+00	2.756149693784064159e+00	1.951008196548343010e+00	8.060071818936275889e+00	5.839488068215033856e+00	2.251638550998749377e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.188419835791778567e+00	3.588102095723421314e+00	6.918331329211287795e+00	7.625522492362184934e+00	3.865200020305659567e+00	3.132931914114601568e+01	6.224985020352628240e+00	8.680430887956957164e+00	3.303426313411771620e+00	7.046596100828632636e+00	4.460183123087775314e+00	4.068946603589243538e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.499991874902992350e+00	2.386736067024501473e+00	5.667287760149091191e+00	7.225692791842305063e+00	6.214876397492470339e+00	2.419508446145356473e+01	7.964306253284853199e+00	3.627299219449370948e+00	5.682444493031505672e+00	2.098018006791600776e+00	4.503812864614676670e+00	5.222840723040507172e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.193030295297061283e-01	1.549982358733446031e+00	3.514525483417481944e+00	3.789647079757193282e+00	6.083363217398156664e+00	5.886248514290703504e+00	5.933216607796915731e+00	1.572722721332927120e+00	6.374235812171621163e+00	3.281185110717582454e+00	7.278073246690614617e+00	1.073590133989035778e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.144630390112407525e+00	7.248940395271146198e-01	9.216435859580009549e+00	3.212094362820583804e+00	6.776325546320751236e+00	5.074143936670865429e+01	2.611825666880649877e+00	5.790941876103505415e+00	2.196175596490172133e+00	4.982890670279472189e+00	6.159788125812508675e+00	6.896152354147180308e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.961758628876826727e+00	9.995455041714164324e+00	7.869587832212829426e+00	6.588927655807429673e+00	6.475313605127449357e+00	5.119361218085229126e+01	9.266946958514472144e+00	4.357942708032902956e+00	5.182596373295212722e+00	1.946550856640351324e+00	9.379064386644524021e+00	6.576073830889847649e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.784284285707753881e+00	4.753658906930587236e+00	8.828740552247285933e+00	9.738708360696174182e+00	6.611972346768551390e+00	4.545626024279133048e+01	7.213475164441644161e+00	1.229596972787061260e+00	3.170670810789511851e+00	7.019164125387912234e-01	3.024783720757992622e+00	4.267759914483530537e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.426296931589698502e+00	4.813508871189529081e+00	2.744553101482337443e+00	9.774596353851972452e+00	4.422442756517698470e+00	3.668466680905262223e+01	6.603533046371216741e+00	3.356864654347739396e+00	5.936834533487954424e+00	2.076528688252309074e+00	6.399876139759399507e+00	1.243049955846014853e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.550501284302450378e+00	7.298372886145282123e+00	5.068255984930367219e+00	2.069200743700390976e+00	3.631270174036225651e+00	3.757947376102297898e+00	3.205524342228566415e+00	5.067899431895582119e+00	6.090084714726967441e+00	1.339477461593977026e+01	6.604229064633551083e+00	2.669233360047566617e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.175378675479125334e+00	2.739576255644943892e+00	9.654723492723050526e+00	2.182022299181781033e+00	7.314688800527672896e+00	3.679307943288798555e+01	5.124953255796209639e+00	5.582524516086807331e+00	6.355692583615052627e+00	7.111233068436641602e+00	5.073147809040330358e+00	1.933485058971950110e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.560728172023421845e+00	8.788396402382009143e+00	8.908491158703355950e+00	8.923667774033376077e+00	3.283394551872047540e+00	1.038646279918707904e+01	4.637915653359147683e+00	4.549218530458512433e+00	8.149202425185073650e+00	7.742001255862390963e+00	4.750310550356398487e+00	5.984494400276556547e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.693593052002713151e+00	8.167512301071065295e+00	1.291834622694538970e+00	7.641488463436429512e+00	7.065828799099822533e+00	6.456723043730974609e+01	2.012214777279144329e+00	4.597585496948955353e+00	4.362559371175685818e+00	1.146118642587491188e+01	4.016383678520933032e+00	5.003425934487925053e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.485433842847998065e+00	8.353321818587166048e-01	1.761744444210282090e+00	8.969451481439548957e+00	3.353930452486979519e+00	1.856635669029670055e+01	2.304998825115686767e+00	1.072788462584813018e+01	7.808641928635519314e+00	3.950571358521108323e+01	1.622693507005460223e+00	-6.954218460311095695e-02
