G	c	dx1dt	d2x1dt2	dx2dt	Fc	p	d2	m1	Fg	m2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	2.927393418871398367e+00	1.312993321154241499e+00	2.252025696387997655e+00	4.110110937449555912e+00	4.502618953369466936e+00	2.736974219346424153e+00	6.637609599119987713e+00	5.531889247405971766e+00	2.658531297048107422e+00	3.241340791740272564e+00	3.587795979067532670e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.609058951623971723e+00	7.407277858561944761e+00	5.762293804177221368e+00	6.574039728630872048e+00	1.216386820349939724e+00	6.828357230336779438e+00	2.785208414782488262e+00	5.070334449775708130e+00	5.519057389870186903e+00	4.342469201590898109e+01	3.226644083932053708e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.654979083915150362e+00	9.456194499112044127e+00	4.762059492037423958e+00	4.071149562915321596e+00	5.995739573685341384e-01	3.376079793447291699e+00	2.887025564916679610e+00	7.745283230575891409e+00	8.763796531409207446e+00	3.139021456077200511e+01	1.308255360526511431e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.794395369262930195e+00	2.581147532364095554e+00	4.133850974795177713e+00	7.529715510549573665e+00	5.403324436297322286e+00	8.977574273776442126e+00	1.400603253581560459e+00	2.245015290318764567e+00	3.204998553510554959e+00	5.148630889429960433e+01	1.368193605006137736e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.614984641695811796e+00	6.045756467447541915e+00	9.117438434282302495e+00	4.720697277369484191e+00	2.156642799633460061e+00	9.047012092936167704e+00	3.822688475353139381e+00	5.973975750533008444e+00	1.709398774361059692e+00	1.288716835711438691e+01	1.244110731549524229e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.871916056424400843e+00	9.249160368425398460e+00	1.260143393822021007e+00	1.557395511151429268e+00	4.363469925683267636e-01	3.578991169597231625e+00	6.108921522408679472e+00	5.857641283310953462e+00	4.201865151224767558e+00	9.735922558542103644e+00	2.684173554976503340e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.695917599780880192e+00	1.354219519491054458e+00	6.967302189591687345e+00	8.099818793615773060e+00	1.117552600094751369e+01	3.140318227604504298e+00	8.711372627954222736e+00	1.844592932221357673e+00	7.630360617418145530e+00	9.778446973031179823e+00	1.171214563130857256e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478972150562243293e+00	7.271698260207656084e+00	9.784307751964954392e+00	3.551635275644438927e+00	1.576014662279305423e+00	4.677382631237680499e+00	7.044235260976232205e+00	4.797236209063654222e+00	6.002419294308412034e+00	1.487563619500365419e+01	7.833774972426102434e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.339124922455541267e+00	3.617549557856362785e+00	6.016786865964843578e+00	4.832923737686189547e+00	1.506368802360000814e+00	3.249475607872608585e+00	4.971227409446665746e+00	8.618974442008266124e+00	8.339505522296516205e+00	1.476494615385352027e+01	8.826222723646949542e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	1.369959265159570450e+00	7.062136560975578625e+00	9.514581511852068019e+00	8.734782258762258778e+00	9.642507173061099834e+00	2.603542325123186529e+01	4.392905474923398945e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.743969778245171964e-01	8.544898335733522643e+00	7.521609048592849511e+00	1.836045966292940257e+00	8.093979016546299476e+00	3.578024542763378690e+01	1.231494123943225605e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	3.932404655274536198e-01	7.090855198047800734e+00	9.293305095857640197e+00	1.684339757850612962e+00	6.385844356191353377e+00	1.883630596404351820e+01	4.358231820410061325e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	3.295594555237740586e+00	8.341152666725090370e+00	5.673123531667669361e+00	3.355550071635367892e+00	5.520156280169648433e+00	2.867963530483033097e+01	2.589365784426461148e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	1.430594977643201871e+00	4.539462568881528881e+00	3.437887011192600539e+00	8.886919111622299638e+00	1.265907157279924755e+00	5.821502737105300973e+00	2.189539247299179259e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.182348253713177311e+00	2.397640046806252645e+00	1.536438461624902052e+00	2.153863671883955000e+00	9.802589502470306471e+00	5.465915870738363935e+01	2.837292482292522525e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	5.825238962960999523e+00	7.593964031352919086e+00	7.648528617609006375e+00	7.635935510417536598e+00	4.530408153793239912e+00	1.433963204589634977e+01	7.781419563956565311e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	5.493383511190091939e-01	4.223732243725053515e+00	2.071416370405001928e+00	1.931099251705993947e+00	2.404278344288916180e+00	1.718345136972652654e+01	3.178170888140423311e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	6.799144992348380434e+00	6.966980966164822320e+00	3.730595571295323154e+00	6.616244870600814565e+00	6.982995654062024826e+00	2.292877270572585502e+01	3.622619409513154753e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	8.705287096629927834e-01	3.436107115200859763e+00	5.821169802768666912e+00	4.227974509881165410e+00	3.625179492207670773e+00	7.460601090455458717e+00	1.565771157848663275e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.966292233519197463e+00	1.743998415178383832e+00	6.079080219215535763e+00	8.076218889033066617e+00	6.295872738294395532e+00	5.052269884646395148e+00	4.359035076547989052e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	4.325049006495491177e+00	9.878542843699255727e+00	6.364314401855618364e+00	3.153775651973549365e+00	6.293338326223371304e+00	3.146456782100680627e+01	8.700501062221627224e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	1.001394873524632878e+01	2.511498210553814392e+00	2.447137146913938466e+00	6.772454170055770994e+00	5.023616414226254712e+00	7.780538100738527696e+00	6.375682593967613165e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	2.074478685854796112e+00	9.899248484253512004e+00	4.429369507906088188e+00	3.138287455906666690e+00	8.549917474328413647e+00	6.925086678308001353e+01	4.462206286274332523e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	2.269895460646880636e+00	9.751031940518876340e+00	6.496218184443192989e+00	7.388991785727412775e+00	3.411714283389126301e+00	1.592171547838376533e+01	4.547223328777856843e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	1.289104366670327462e+00	8.055602783270192191e+00	9.668303593646218275e+00	8.778006188753092687e+00	5.154987609532263981e+00	1.477175930149115146e+01	2.464222000261489243e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	3.613231118516081697e+00	6.938071717957082107e+00	7.570272310546200423e+00	2.113941892042430659e+00	5.828819280948914106e+00	1.809597077802989062e+01	4.472473891441315907e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	3.714208336864880167e+00	6.186074775324081010e+00	9.298213196307525408e+00	8.814735858724009887e+00	6.963860179206506906e+00	1.495680276109236218e+01	4.893587568358419015e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	5.445816992500315257e-01	8.837565740279933024e+00	7.911325346748872001e+00	6.317986618626447282e+00	7.989680034350013393e+00	3.174439284239111814e+01	2.867275554258474912e-03
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.268687051778971231e+00	3.597146386358426096e+00	6.302141313491496533e+00	2.159863734786048095e+00	4.550493536423728891e+00	1.001325071813463907e+01	4.250950123076561171e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	3.220094612861164052e-01	5.144109669820183584e+00	2.696321569983321620e+00	4.835236726132711382e+00	6.913925540382447110e+00	3.569679900429707686e+01	4.629539255993061174e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	3.158540852429582380e+00	6.665512875200519716e+00	7.023407773407972066e+00	2.471165214766150253e+00	2.408083227504421497e+00	8.267402935601600333e+00	1.439908912231536497e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	1.405935825166921838e+00	4.724442540239741639e+00	6.565866940467746993e+00	7.249993920927272129e+00	9.364793781475585277e+00	2.375568557159989425e+01	4.619269103699952250e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	3.909085071376743770e+00	4.833536920861973840e+00	6.386116455696234873e+00	7.840306001427210347e+00	4.449133870085472786e+00	1.132539445889124430e+01	3.178744328689890875e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	3.026719319280005926e+00	3.981529785036512337e+00	5.374143286435799638e+00	1.917302187399658520e+00	7.496445676049153128e+00	1.995124252030095136e+01	6.415000686823449927e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	9.544389688869943100e+00	6.103907168412797013e+00	5.746404804140510691e+00	5.471579469039460797e+00	1.131305823857432724e+00	2.774883033142274247e+00	2.075302543164030844e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	1.536951044503674479e+00	8.577341674631082213e+00	4.107221806287352450e+00	8.322641479783788654e+00	2.854666443423782951e+00	2.005355097004249387e+01	8.258226985769440143e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	3.710028149589220003e+00	2.822344922007589574e+00	5.598281111299599822e+00	9.509039659256920629e+00	5.357332420478267743e+00	4.480559373455780481e+00	1.614818986083049746e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	1.545379827354668834e+00	9.385379358910011405e+00	2.849077033084713939e+00	5.542317458794256524e+00	8.848476630004556753e+00	9.828212402399394421e+01	2.471801402951955690e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	3.713552158615947008e+00	7.229421245929736450e+00	8.287045892436776029e+00	9.559007685225370921e+00	5.771460388947610376e+00	1.662693604568388750e+01	2.775558381193992674e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	1.727931849051062452e+00	8.369141586178459491e+00	2.757959876437769964e+00	5.864587164010614195e+00	9.364441086874581543e+00	9.562383503818107044e+01	3.906801712851479952e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	2.004535220972173626e+00	5.972778434983721851e+00	1.936780865275085972e+00	4.672831048934023457e+00	5.270443944597429820e+00	5.547310297216080954e+01	2.276252859211071872e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	2.223631543628774576e+00	8.106226032434657114e+00	5.004746335099318877e+00	8.607013692408555627e+00	5.303201307202248138e+00	3.023507641742165575e+01	6.404553782381572358e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.088841739047974499e+01	1.212850720323431997e+00	6.975550718689744301e+00	5.402464950332928062e+00	2.047274873138373863e+00	1.252469316943756850e+00	8.988274632904523997e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	7.326364929512356738e-01	8.185916319412063658e+00	4.867445502371914756e+00	5.183657116473365356e+00	8.139071629128032725e+00	4.893538220962452101e+01	1.076146396205244007e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	4.681475284107565749e-01	1.424257952547813399e+00	3.425708896757346800e+00	5.474853974386950206e+00	3.122863880486890675e+00	3.938950077640861025e+00	1.688177749814490924e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	1.542294499999368740e-01	9.005208602500154313e+00	6.043301343306842099e+00	8.573879592674183314e+00	9.156814433400469966e+00	4.281012951981723802e+01	4.941702284046945760e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	2.805204854626646149e+00	9.889090421974721323e+00	4.029861499151103033e+00	8.467314251078395415e+00	9.192198913494971535e+00	6.779292140154842627e+01	4.273986130275504031e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	9.277587261576135669e-01	3.591746876852718540e+00	9.429573317594430293e+00	4.531101785390395875e+00	9.475612628210745569e+00	1.387651161716715009e+01	3.312593732467211116e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	3.653491754983025919e-01	2.841169067248355606e+00	9.186680593617611024e+00	4.047784859556458059e+00	5.672011013147413294e+00	6.847907818625147414e+00	6.798828495810736727e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	3.411733009095548219e+00	7.851234513314490293e+00	5.584559982191406036e+00	5.490358917134136263e+00	7.033068626732171147e+00	3.594884398004229098e+01	8.686003124223612426e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	2.917757357740514923e+00	3.215842745367872180e+00	3.933306890531499178e+00	6.200960888977210317e+00	8.028594536039395990e+00	1.990842847249431813e+01	1.611449989062865573e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	2.530966406373199806e+00	8.716277112165668584e+00	7.641137066812714096e+00	3.057708743578235744e+00	2.172150426972989212e+00	8.903728657953887904e+00	1.368052463500231797e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.302258561854806374e+00	1.868914365189235038e+00	1.289359435735067283e+00	8.178623438174993154e+00	6.368159012134030128e+00	2.070484868930279632e+01	3.272168785425016990e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	4.389197413737990217e-01	2.151211864807287100e+00	5.168764466143613845e+00	5.287355308414835697e+00	1.276225623009030530e+00	1.679809326153772098e+00	5.604814560430629866e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	2.003232897286493497e+01	9.815092384297242845e+00	4.094648160439353646e+00	4.009567204484462799e+00	5.412532061283689799e+00	3.571442872973612026e+01	9.000258533388755255e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.298712773401595522e-01	7.094827291332105546e+00	9.358101958167662104e+00	1.972544708264709623e+00	2.371885334975293969e+00	6.994736291917208248e+00	2.822562081547107526e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	9.766933355070548828e+00	8.618369889434850606e+00	1.088743997107752381e+00	3.166479723276948377e+00	2.633507000795372033e+00	4.577745720727167367e+01	2.451543361293534729e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	7.990897024869036080e+00	3.847790257599071673e+00	6.011648530059651385e+00	9.572613598787793165e+00	4.262338396827151321e+00	8.039844227931880027e+00	7.311044770357396638e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	2.974569793487934266e+00	7.115285689514352363e+00	7.644527221508854886e+00	3.745460169676175788e+00	4.894880489983490790e+00	1.584567423173643519e+01	2.210787988207686405e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	1.447100315091612188e+00	6.293451548391551853e+00	5.380988963299713213e+00	2.412981760615330984e+00	6.604358246395873877e+00	2.316067430229443858e+01	1.280224013478906964e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	1.238020095697455325e+01	6.463571824163395263e+00	1.810275015959837530e+00	5.175164523222998803e+00	1.682181892013823621e+00	7.038526585413902303e+00	4.549391660825486960e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	2.332562764820247381e+00	7.079285084846995701e+00	9.782605470349926335e+00	3.769099357703589170e+00	5.583599827385478775e+00	1.579083444618664345e+01	1.406420429678001960e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.844157622280181208e+00	6.140786066313741465e+00	5.735661892136086237e+00	1.267332723143414164e+00	2.675301543859406550e+00	1.090914629230558397e+01	5.395133255794856142e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	8.520629773762367520e+00	4.841876505612071391e+00	6.556142929943580278e+00	3.822935199972325115e+00	6.216764426590247972e+00	1.612980771100830424e+01	1.178015606603685539e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	2.022838601873080677e-01	3.520038728169645026e+00	3.131028812756125213e+00	5.980751431988815092e+00	6.691361180139614007e+00	2.382955247944125787e+01	8.341132686018579850e-03
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	1.701476782969054691e+00	7.926818458634285136e+00	5.309709951802401129e+00	6.032391384923702304e+00	5.983216481805554210e+00	2.552201431933141862e+01	4.141890530264645542e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	9.585566426788139083e-01	3.037541331597493954e+00	4.836093761599139285e+00	4.247432816698918145e+00	7.679570382089631941e+00	1.727379627749969870e+01	6.337489656285527628e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	4.214327271944373621e+00	7.333900156347169741e+00	1.718503460978358488e+00	4.988935585708518694e+00	4.056349075632462942e+00	5.042977081211744661e+01	3.804487661108185148e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	1.643041905141732428e+01	2.999935884219163018e+00	1.873050267837833349e+00	9.552742250589048467e+00	7.849711915647308302e+00	1.296265551812456529e+01	1.652625172137452081e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	1.187273988376502665e+00	6.571411640764559081e+00	8.597919263570684478e+00	4.437733161434969098e+00	4.927570489698645417e+00	1.395058786933660855e+01	1.097790263697843299e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	5.732455784791521403e-01	7.664812626866788214e+00	3.142955518000166926e+00	3.343988272149447383e+00	5.307263263546495580e+00	4.644343713622518521e+01	3.461664560098907939e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	1.475749497355667517e+00	2.871978491133319711e+00	2.709714243297602465e+00	3.170822596316533293e+00	6.858613950450410890e+00	2.632656221100187821e+01	6.534900328102156986e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	2.736059042100561722e+00	1.500297856980387312e+00	5.483925069534457464e+00	5.181068493487892113e+00	1.163820891672594726e+00	1.274444047016548787e+00	3.020715009722156008e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.692369679674558203e+00	2.216226118045661497e+00	7.955721213297891836e+00	7.881810536466440809e+00	6.812000638802216734e+00	6.516550651279500173e+00	1.478322837637169540e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	1.559191266626883676e+00	6.421745984432742027e+00	1.556715418916962745e+00	2.863472866363365288e+00	6.544081000607659959e+00	6.270486340573520323e+01	9.992500792867918535e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.932665222202876620e+00	9.929338004140758400e+00	8.522955124929175952e+00	6.241780259816530396e+00	2.868197783073581419e+00	8.626879161600097490e+00	6.278433806320634858e+00	7.385572240647122477e+00	3.905186296503801557e+00	1.894000871464960056e+01	1.332421804360565398e-01
